,RGS US Equity
2023-03-17,32.0965
2023-03-18,32.0965
2023-03-19,32.0965
2023-03-20,38.4725
2023-03-21,44.2284
2023-03-22,44.2284
2023-03-23,42.0023
2023-03-24,43.948
2023-03-25,43.948
2023-03-26,43.948
2023-03-27,44.2703
2023-03-28,44.0085
2023-03-29,45.346
2023-03-30,46.013
2023-03-31,45.1578
2023-04-01,45.1578
2023-04-02,45.1578
2023-04-03,44.5863
2023-04-04,45.6536
2023-04-05,45.6536
2023-04-06,44.4325
2023-04-07,44.4325
2023-04-08,44.4325
2023-04-09,44.4325
2023-04-10,44.8142
2023-04-11,45.5876
2023-04-12,46.3652
2023-04-13,46.3652
2023-04-14,43.6925
2023-04-15,43.6925
2023-04-16,43.6925
2023-04-17,46.4848
2023-04-18,45.1609
2023-04-19,42.9467
2023-04-20,43.7617
2023-04-21,44.1741
2023-04-22,44.1741
2023-04-23,44.1741
2023-04-24,46.9896
2023-04-25,46.9896
2023-04-26,46.9896
2023-04-27,47.4091
2023-04-28,52.4673
2023-04-29,52.4673
2023-04-30,52.4673
2023-05-01,50.1637
2023-05-02,49.7868
2023-05-03,47.9245
2023-05-04,45.1302
2023-05-05,47.5049
2023-05-06,47.5049
2023-05-07,47.5049
2023-05-08,44.8289
2023-05-09,45.6211
2023-05-10,44.9533
2023-05-11,44.6155
2023-05-12,44.6155
2023-05-13,44.6155
2023-05-14,44.6155
2023-05-15,45.9202
2023-05-16,45.5502
2023-05-17,45.5502
2023-05-18,44.778
2023-05-19,44.3888
2023-05-20,44.3888
2023-05-21,44.3888
2023-05-22,44.8844
2023-05-23,44.8844
2023-05-24,44.8844
2023-05-25,44.4459
2023-05-26,44.0012
2023-05-27,44.0012
2023-05-28,44.0012
2023-05-29,44.0012
2023-05-30,43.1088
2023-05-31,42.2229
2023-06-01,46.7508
2023-06-02,49.8028
2023-06-03,49.8028
2023-06-04,49.8028
2023-06-05,49.3155
2023-06-06,50.8094
2023-06-07,48.8245
2023-06-08,48.8245
2023-06-09,48.8245
2023-06-10,48.8245
2023-06-11,48.8245
2023-06-12,47.791
2023-06-13,48.9097
2023-06-14,50.0176
2023-06-15,48.3893
2023-06-16,51.1322
2023-06-17,51.1322
2023-06-18,51.1322
2023-06-19,51.1322
2023-06-20,50.0319
2023-06-21,47.8995
2023-06-22,47.8995
2023-06-23,46.8314
2023-06-24,46.8314
2023-06-25,46.8314
2023-06-26,49.1761
2023-06-27,48.6216
2023-06-28,49.214
2023-06-29,54.6262
2023-06-30,50.7127
2023-07-01,50.7127
2023-07-02,50.7127
2023-07-03,50.7127
2023-07-04,50.7127
2023-07-05,52.2806
2023-07-06,53.801
2023-07-07,54.303
2023-07-08,54.303
2023-07-09,54.303
2023-07-10,54.811
2023-07-11,55.827
2023-07-12,53.3456
2023-07-13,52.7393
2023-07-14,49.8112
2023-07-15,49.8112
2023-07-16,49.8112
2023-07-17,54.9823
2023-07-18,58.1079
2023-07-19,57.5178
2023-07-20,56.9197
2023-07-21,56.314
2023-07-22,56.314
2023-07-23,56.314
2023-07-24,57.7106
2023-07-25,59.4967
2023-07-26,61.9878
2023-07-27,58.2797
2023-07-28,58.7056
2023-07-29,58.7056
2023-07-30,58.7056
2023-07-31,58.0922
2023-08-01,60.2412
2023-08-02,54.9903
2023-08-03,54.4449
2023-08-04,54.9076
2023-08-05,54.9076
2023-08-06,54.9076
2023-08-07,53.2297
2023-08-08,50.5654
2023-08-09,51.0721
2023-08-10,53.9986
2023-08-11,53.9986
2023-08-12,53.9986
2023-08-13,53.9986
2023-08-14,52.8705
2023-08-15,51.7521
2023-08-16,51.7521
2023-08-17,50.0525
2023-08-18,48.944
2023-08-19,48.944
2023-08-20,48.944
2023-08-21,51.181
2023-08-22,52.786
2023-08-23,47.8989
2023-08-24,45.479
2023-08-25,44.0962
2023-08-26,44.0962
2023-08-27,44.0962
2023-08-28,41.4865
2023-08-29,44.8622
2023-08-30,45.9377
2023-08-31,45.0291
2023-09-01,44.1263
2023-09-02,44.1263
2023-09-03,44.1263
2023-09-04,44.1263
2023-09-05,42.7948
2023-09-06,41.4994
2023-09-07,40.3619
2023-09-08,41.42
2023-09-09,41.42
2023-09-10,41.42
2023-09-11,39.314
2023-09-12,38.4991
2023-09-13,36.6401
2023-09-14,37.1654
2023-09-15,36.9791
2023-09-16,36.9791
2023-09-17,36.9791
2023-09-18,36.0715
2023-09-19,34.8116
2023-09-20,37.5804
2023-09-21,35.5821
2023-09-22,33.9839
2023-09-23,33.9839
2023-09-24,33.9839
2023-09-25,33.6398
2023-09-26,31.9422
2023-09-27,32.1604
2023-09-28,31.7706
2023-09-29,32.0851
2023-09-30,32.0851
2023-10-01,32.0851
2023-10-02,30.9337
2023-10-03,31.882
2023-10-04,32.4259
2023-10-05,32.1331
2023-10-06,31.6484
2023-10-07,31.6484
2023-10-08,31.6484
2023-10-09,30.488
2023-10-10,29.0204
2023-10-11,27.5295
2023-10-12,30.3462
2023-10-13,32.0225
2023-10-14,32.0225
2023-10-15,32.0225
2023-10-16,31.7538
2023-10-17,35.039
2023-10-18,33.2983
2023-10-19,30.6965
2023-10-20,30.9051
2023-10-21,30.9051
2023-10-22,30.9051
2023-10-23,30.5937
2023-10-24,30.9241
2023-10-25,31.6064
2023-10-26,35.2022
2023-10-27,34.84
2023-10-28,34.84
2023-10-29,34.84
2023-10-30,34.023
2023-10-31,36.5602
2023-11-01,33.342
2023-11-02,35.0834
2023-11-03,39.807
2023-11-04,39.807
2023-11-05,39.807
2023-11-06,36.9468
2023-11-07,35.3795
2023-11-08,34.7391
2023-11-09,31.9867
2023-11-10,32.15
2023-11-11,32.15
2023-11-12,32.15
2023-11-13,35.625
2023-11-14,37.6968
2023-11-15,37.6926
2023-11-16,36.454
2023-11-17,35.1813
2023-11-18,35.1813
2023-11-19,35.1813
2023-11-20,33.5393
2023-11-21,32.6101
2023-11-22,32.2144
2023-11-23,32.2144
2023-11-24,33.7467
2023-11-25,33.7467
2023-11-26,33.7467
2023-11-27,33.3548
2023-11-28,32.572
2023-11-29,36.0643
2023-11-30,34.7606
2023-12-01,35.3364
2023-12-02,35.3364
2023-12-03,35.3364
2023-12-04,34.9114
2023-12-05,34.6956
2023-12-06,35.8444
2023-12-07,42.2276
2023-12-08,45.835
2023-12-09,45.835
2023-12-10,45.835
2023-12-11,44.8603
2023-12-12,43.2655
2023-12-13,44.8997
2023-12-14,40.2035
2023-12-15,39.6563
2023-12-16,39.6563
2023-12-17,39.6563
2023-12-18,38.7397
2023-12-19,38.1962
2023-12-20,37.2657
2023-12-21,37.2439
2023-12-22,37.0866
2023-12-23,37.0866
2023-12-24,37.0866
2023-12-25,37.0866
2023-12-26,43.7874
2023-12-27,49.99
2023-12-28,51.1822
2023-12-29,48.6025
2023-12-30,48.6025
2023-12-31,48.6025
2024-01-01,48.6025
2024-01-02,47.5018
2024-01-03,44.1844
2024-01-04,44.469
2024-01-05,46.9584
2024-01-06,46.9584
2024-01-07,46.9584
2024-01-08,50.5406
2024-01-09,52.8173
2024-01-10,52.4272
2024-01-11,51.3292
2024-01-12,48.1265
2024-01-13,48.1265
2024-01-14,48.1265
2024-01-15,48.1265
2024-01-16,48.359
2024-01-17,48.5711
2024-01-18,48.9774
2024-01-19,48.8178
2024-01-20,48.8178
2024-01-21,48.8178
2024-01-22,50.6477
2024-01-23,53.9748
2024-01-24,55.2333
2024-01-25,57.6957
2024-01-26,59.5664
2024-01-27,59.5664
2024-01-28,59.5664
2024-01-29,60.3788
2024-01-30,59.3041
2024-01-31,52.7609
2024-02-01,56.0265
2024-02-02,54.7135
2024-02-03,54.7135
2024-02-04,54.7135
2024-02-05,55.554
2024-02-06,55.5267
2024-02-07,54.5275
2024-02-08,54.0523
2024-02-09,52.6835
2024-02-10,52.6835
2024-02-11,52.6835
2024-02-12,48.893
2024-02-13,47.2675
2024-02-14,48.2243
2024-02-15,48.8642
2024-02-16,48.1713
2024-02-17,48.1713
2024-02-18,48.1713
2024-02-19,48.1713
2024-02-20,48.5922
2024-02-21,48.1342
2024-02-22,47.8336
2024-02-23,46.5622
2024-02-24,46.5622
2024-02-25,46.5622
2024-02-26,43.5371
2024-02-27,44.4584
2024-02-28,43.8459
2024-02-29,43.979
2024-03-01,43.6048
2024-03-02,43.6048
2024-03-03,43.6048
2024-03-04,45.5886
2024-03-05,45.5315
2024-03-06,45.8474
2024-03-07,45.4534
2024-03-08,46.4422
2024-03-09,46.4422
2024-03-10,46.4422
2024-03-11,48.516
2024-03-12,45.9758
2024-03-13,45.6053
2024-03-14,42.9216
2024-03-15,42.9216
2024-03-16,42.9216
2024-03-17,42.9216
2024-03-18,42.4464
2024-03-19,42.7741
2024-03-20,43.5226
2024-03-21,42.8145
2024-03-22,43.3347
2024-03-23,43.3347
2024-03-24,43.3347
2024-03-25,41.8894
2024-03-26,41.0524
2024-03-27,40.3467
2024-03-28,43.1935
2024-03-29,43.1935
2024-03-30,43.1935
2024-03-31,43.1935
2024-04-01,44.8618
2024-04-02,43.3373
2024-04-03,43.2336
2024-04-04,42.9152
2024-04-05,41.6116
2024-04-06,41.6116
2024-04-07,41.6116
2024-04-08,41.541
