,DISCK US Equity
2020-08-16,54.3091
2020-08-17,52.5452
2020-08-18,52.5983
2020-08-19,52.8348
2020-08-20,52.3361
2020-08-21,51.3745
2020-08-22,51.3745
2020-08-23,51.3745
2020-08-24,53.817
2020-08-25,53.817
2020-08-26,53.28
2020-08-27,53.4801
2020-08-28,53.7668
2020-08-29,53.7668
2020-08-30,53.7668
2020-08-31,50.5006
2020-09-01,47.9337
2020-09-02,49.3211
2020-09-03,48.5145
2020-09-04,52.5302
2020-09-05,52.5302
2020-09-06,52.5302
2020-09-07,52.5302
2020-09-08,52.3081
2020-09-09,54.4216
2020-09-10,55.3106
2020-09-11,53.165
2020-09-12,53.165
2020-09-13,53.165
2020-09-14,56.5745
2020-09-15,56.6833
2020-09-16,58.5103
2020-09-17,57.8667
2020-09-18,56.8222
2020-09-19,56.8222
2020-09-20,56.8222
2020-09-21,50.5719
2020-09-22,49.7973
2020-09-23,45.6481
2020-09-24,45.9473
2020-09-25,45.9913
2020-09-26,45.9913
2020-09-27,45.9913
2020-09-28,48.2957
2020-09-29,47.2721
2020-09-30,47.8438
2020-10-01,46.8732
2020-10-02,47.0122
2020-10-03,47.0122
2020-10-04,47.0122
2020-10-05,48.5443
2020-10-06,46.9074
2020-10-07,49.8603
2020-10-08,51.9242
2020-10-09,49.7197
2020-10-10,49.7197
2020-10-11,49.7197
2020-10-12,50.0887
2020-10-13,47.1217
2020-10-14,44.916
2020-10-15,45.5691
2020-10-16,45.8537
2020-10-17,45.8537
2020-10-18,45.8537
2020-10-19,43.0951
2020-10-20,43.3434
2020-10-21,45.884
2020-10-22,47.0183
2020-10-23,47.1615
2020-10-24,47.1615
2020-10-25,47.1615
2020-10-26,44.8616
2020-10-27,43.5436
2020-10-28,40.5903
2020-10-29,42.5299
2020-10-30,44.9751
2020-10-31,44.9751
2020-11-01,44.9751
2020-11-02,48.6374
2020-11-03,48.9412
2020-11-04,46.8133
2020-11-05,49.7678
2020-11-06,47.8277
2020-11-07,47.8277
2020-11-08,47.8277
2020-11-09,52.7142
2020-11-10,54.8991
2020-11-11,53.2237
2020-11-12,50.7324
2020-11-13,54.9245
2020-11-14,54.9245
2020-11-15,54.9245
2020-11-16,57.7521
2020-11-17,58.2817
2020-11-18,58.3717
2020-11-19,59.8499
2020-11-20,60.8946
2020-11-21,60.8946
2020-11-22,60.8946
2020-11-23,63.3731
2020-11-24,65.0927
2020-11-25,64.8149
2020-11-26,64.8149
2020-11-27,65.1737
2020-11-28,65.1737
2020-11-29,65.1737
2020-11-30,62.6714
2020-12-01,64.3798
2020-12-02,65.8452
2020-12-03,65.2705
2020-12-04,65.5299
2020-12-05,65.5299
2020-12-06,65.5299
2020-12-07,66.0544
2020-12-08,63.1231
2020-12-09,64.1007
2020-12-10,64.9253
2020-12-11,64.9253
2020-12-12,64.9253
2020-12-13,64.9253
2020-12-14,63.5201
2020-12-15,63.9683
2020-12-16,63.7522
2020-12-17,63.6966
2020-12-18,59.4559
2020-12-19,59.4559
2020-12-20,59.4559
2020-12-21,56.9725
2020-12-22,56.1955
2020-12-23,59.7125
2020-12-24,60.6694
2020-12-25,60.6694
2020-12-26,60.6694
2020-12-27,60.6694
2020-12-28,62.812
2020-12-29,63.2385
2020-12-30,63.3007
2020-12-31,63.9631
2021-01-01,63.9631
2021-01-02,63.9631
2021-01-03,63.9631
2021-01-04,64.5927
2021-01-05,66.4998
2021-01-06,72.5262
2021-01-07,73.1802
2021-01-08,73.8442
2021-01-09,73.8442
2021-01-10,73.8442
2021-01-11,74.6766
2021-01-12,74.5625
2021-01-13,76.7337
2021-01-14,77.9857
2021-01-15,77.0824
2021-01-16,77.0824
2021-01-17,77.0824
2021-01-18,77.0824
2021-01-19,74.3001
2021-01-20,75.1357
2021-01-21,75.3384
2021-01-22,76.214
2021-01-23,76.214
2021-01-24,76.214
2021-01-25,78.3207
2021-01-26,80.1009
2021-01-27,70.7471
2021-01-28,73.1812
2021-01-29,73.3552
2021-01-30,73.3552
2021-01-31,73.3552
2021-02-01,73.2211
2021-02-02,69.2923
2021-02-03,70.8902
2021-02-04,70.5064
2021-02-05,73.055
2021-02-06,73.055
2021-02-07,73.055
2021-02-08,73.9438
2021-02-09,74.2468
2021-02-10,76.021
2021-02-11,76.7876
2021-02-12,78.9273
2021-02-13,78.9273
2021-02-14,78.9273
2021-02-15,78.9273
2021-02-16,77.8666
2021-02-17,79.1643
2021-02-18,79.5193
2021-02-19,80.4454
2021-02-20,80.4454
2021-02-21,80.4454
2021-02-22,83.3444
2021-02-23,76.5229
2021-02-24,74.4555
2021-02-25,74.3193
2021-02-26,76.0316
2021-02-27,76.0316
2021-02-28,76.0316
2021-03-01,79.1796
2021-03-02,79.7934
2021-03-03,80.8584
2021-03-04,81.6299
2021-03-05,82.7113
2021-03-06,82.7113
2021-03-07,82.7113
2021-03-08,83.9633
2021-03-09,78.03
2021-03-10,80.1978
2021-03-11,80.7473
2021-03-12,82.4322
2021-03-13,82.4322
2021-03-14,82.4322
2021-03-15,83.0743
2021-03-16,83.8295
2021-03-17,84.0351
2021-03-18,84.6787
2021-03-19,85.5614
2021-03-20,85.5614
2021-03-21,85.5614
2021-03-22,82.3411
2021-03-23,78.1167
2021-03-24,62.1819
2021-03-25,57.1837
2021-03-26,42.1006
2021-03-27,42.1006
2021-03-28,42.1006
2021-03-29,41.4703
2021-03-30,43.4412
2021-03-31,43.3453
2021-04-01,43.5494
2021-04-02,43.5494
2021-04-03,43.5494
2021-04-04,43.5494
2021-04-05,42.7283
2021-04-06,43.5927
2021-04-07,43.7411
2021-04-08,42.6523
2021-04-09,42.6163
2021-04-10,42.6163
2021-04-11,42.6163
2021-04-12,41.9483
2021-04-13,41.735
2021-04-14,40.1736
2021-04-15,39.865
2021-04-16,39.4137
2021-04-17,39.4137
2021-04-18,39.4137
2021-04-19,38.4487
2021-04-20,37.5431
2021-04-21,40.6246
2021-04-22,41.1044
2021-04-23,40.8833
2021-04-24,40.8833
2021-04-25,40.8833
2021-04-26,41.68
2021-04-27,41.9498
2021-04-28,40.6424
2021-04-29,41.2219
2021-04-30,41.1994
2021-05-01,41.1994
2021-05-02,41.1994
2021-05-03,40.1457
2021-05-04,41.0017
2021-05-05,41.5695
2021-05-06,41.0993
2021-05-07,42.4634
2021-05-08,42.4634
2021-05-09,42.4634
2021-05-10,42.0054
2021-05-11,41.516
2021-05-12,40.3994
2021-05-13,39.7943
2021-05-14,40.1495
2021-05-15,40.1495
2021-05-16,40.1495
2021-05-17,42.0169
2021-05-18,41.4535
2021-05-19,41.0973
2021-05-20,39.3347
2021-05-21,38.4148
2021-05-22,38.4148
2021-05-23,38.4148
2021-05-24,38.1165
2021-05-25,37.5408
2021-05-26,40.0607
2021-05-27,41.8018
2021-05-28,41.266
2021-05-29,41.266
2021-05-30,41.266
2021-05-31,41.266
2021-06-01,41.4213
2021-06-02,41.4051
2021-06-03,40.6171
2021-06-04,40.4842
2021-06-05,40.4842
2021-06-06,40.4842
2021-06-07,40.1278
2021-06-08,38.2849
2021-06-09,39.3748
2021-06-10,38.8509
2021-06-11,40.4375
2021-06-12,40.4375
2021-06-13,40.4375
2021-06-14,40.2574
2021-06-15,39.2978
2021-06-16,40.2431
2021-06-17,38.4748
2021-06-18,37.854
2021-06-19,37.854
2021-06-20,37.854
2021-06-21,39.6669
2021-06-22,39.3465
2021-06-23,39.406
2021-06-24,41.8857
2021-06-25,43.619
2021-06-26,43.619
2021-06-27,43.619
2021-06-28,42.9884
2021-06-29,42.3765
2021-06-30,43.2421
2021-07-01,44.4039
2021-07-02,44.3077
2021-07-03,44.3077
2021-07-04,44.3077
2021-07-05,44.3077
2021-07-06,42.4747
2021-07-07,40.9059
2021-07-08,39.5058
2021-07-09,41.2606
2021-07-10,41.2606
2021-07-11,41.2606
2021-07-12,42.444
2021-07-13,40.5701
2021-07-14,39.8815
2021-07-15,39.1063
2021-07-16,38.7942
2021-07-17,38.7942
2021-07-18,38.7942
2021-07-19,37.9879
2021-07-20,39.0437
2021-07-21,41.3244
2021-07-22,40.8794
2021-07-23,40.678
2021-07-24,40.678
2021-07-25,40.678
2021-07-26,44.3643
2021-07-27,43.2157
2021-07-28,43.0815
2021-07-29,46.0939
2021-07-30,42.9832
2021-07-31,42.9832
2021-08-01,42.9832
2021-08-02,43.6672
2021-08-03,41.5775
2021-08-04,42.1082
2021-08-05,45.0025
2021-08-06,44.4281
2021-08-07,44.4281
2021-08-08,44.4281
2021-08-09,45.322
2021-08-10,46.3857
2021-08-11,46.5246
2021-08-12,44.9004
2021-08-13,43.8449
2021-08-14,43.8449
2021-08-15,43.8449
2021-08-16,43.376
2021-08-17,44.5641
2021-08-18,44.1621
2021-08-19,42.4555
2021-08-20,43.9364
2021-08-21,43.9364
2021-08-22,43.9364
2021-08-23,45.4284
2021-08-24,46.4754
2021-08-25,46.6323
2021-08-26,44.0916
2021-08-27,45.7023
2021-08-28,45.7023
2021-08-29,45.7023
2021-08-30,44.3155
2021-08-31,47.6785
2021-09-01,46.3977
2021-09-02,48.5788
2021-09-03,46.4548
2021-09-04,46.4548
2021-09-05,46.4548
2021-09-06,46.4548
2021-09-07,45.3478
2021-09-08,42.57
2021-09-09,41.9788
2021-09-10,40.3557
2021-09-11,40.3557
2021-09-12,40.3557
2021-09-13,43.8453
2021-09-14,41.6986
2021-09-15,43.2522
2021-09-16,43.5634
2021-09-17,44.3914
2021-09-18,44.3914
2021-09-19,44.3914
2021-09-20,41.5113
2021-09-21,39.2346
2021-09-22,40.4158
2021-09-23,40.6216
2021-09-24,40.0491
2021-09-25,40.0491
2021-09-26,40.0491
2021-09-27,42.9996
2021-09-28,41.5688
2021-09-29,41.01
2021-09-30,40.712
2021-10-01,42.9008
2021-10-02,42.9008
2021-10-03,42.9008
2021-10-04,42.5187
2021-10-05,45.0903
2021-10-06,43.7945
2021-10-07,45.8183
2021-10-08,44.4334
2021-10-09,44.4334
2021-10-10,44.4334
2021-10-11,42.1816
2021-10-12,40.659
2021-10-13,44.2402
2021-10-14,43.1746
2021-10-15,42.276
2021-10-16,42.276
2021-10-17,42.276
2021-10-18,42.0265
2021-10-19,43.2822
2021-10-20,44.9826
2021-10-21,43.5639
2021-10-22,43.9125
2021-10-23,43.9125
2021-10-24,43.9125
2021-10-25,44.5326
2021-10-26,42.287
2021-10-27,39.2328
2021-10-28,42.0025
2021-10-29,39.4804
2021-10-30,39.4804
2021-10-31,39.4804
2021-11-01,43.5699
2021-11-02,44.0092
2021-11-03,48.0416
2021-11-04,48.0079
2021-11-05,51.4639
2021-11-06,51.4639
2021-11-07,51.4639
2021-11-08,50.4723
2021-11-09,51.6427
2021-11-10,53.8018
2021-11-11,56.5208
2021-11-12,55.6734
2021-11-13,55.6734
2021-11-14,55.6734
2021-11-15,56.1066
2021-11-16,54.9946
2021-11-17,54.7141
2021-11-18,52.1965
2021-11-19,47.0522
2021-11-20,47.0522
2021-11-21,47.0522
2021-11-22,48.6202
2021-11-23,48.0845
2021-11-24,46.9475
2021-11-25,46.9475
2021-11-26,45.4753
2021-11-27,45.4753
2021-11-28,45.4753
2021-11-29,44.9247
2021-11-30,40.888
2021-12-01,38.4603
2021-12-02,41.8737
2021-12-03,43.8368
2021-12-04,43.8368
2021-12-05,43.8368
2021-12-06,45.385
2021-12-07,44.674
2021-12-08,43.9032
2021-12-09,42.6159
2021-12-10,41.8655
2021-12-11,41.8655
2021-12-12,41.8655
2021-12-13,40.3122
2021-12-14,39.7573
2021-12-15,40.0561
2021-12-16,43.5323
2021-12-17,43.0101
2021-12-18,43.0101
2021-12-19,43.0101
2021-12-20,41.7899
2021-12-21,44.2052
2021-12-22,45.0447
2021-12-23,47.939
2021-12-24,47.939
2021-12-25,47.939
2021-12-26,47.939
2021-12-27,47.731
2021-12-28,47.7701
2021-12-29,46.2671
2021-12-30,48.6164
2021-12-31,45.8402
2022-01-01,45.8402
2022-01-02,45.8402
2022-01-03,51.9166
2022-01-04,55.9963
2022-01-05,55.0655
2022-01-06,53.0988
2022-01-07,63.3132
2022-01-08,63.3132
2022-01-09,63.3132
2022-01-10,58.6769
2022-01-11,58.6769
2022-01-12,58.8729
2022-01-13,59.8577
2022-01-14,63.8387
2022-01-15,63.8387
2022-01-16,63.8387
2022-01-17,63.8387
2022-01-18,59.2212
2022-01-19,56.1792
2022-01-20,53.541
2022-01-21,50.578
2022-01-22,50.578
2022-01-23,50.578
2022-01-24,52.1805
2022-01-25,52.1077
2022-01-26,46.8335
2022-01-27,48.8037
2022-01-28,52.6453
2022-01-29,52.6453
2022-01-30,52.6453
2022-01-31,54.1889
2022-02-01,53.2122
2022-02-02,54.2051
2022-02-03,56.4788
2022-02-04,56.4976
2022-02-05,56.4976
2022-02-06,56.4976
2022-02-07,55.168
2022-02-08,54.9204
2022-02-09,58.272
2022-02-10,58.7126
2022-02-11,57.5601
2022-02-12,57.5601
2022-02-13,57.5601
2022-02-14,57.0858
2022-02-15,59.0259
2022-02-16,56.2631
2022-02-17,57.2103
2022-02-18,57.1569
2022-02-19,57.1569
2022-02-20,57.1569
2022-02-21,57.1569
2022-02-22,52.9431
2022-02-23,52.9866
2022-02-24,51.8957
2022-02-25,52.9879
2022-02-26,52.9879
2022-02-27,52.9879
2022-02-28,52.5253
2022-03-01,52.4726
2022-03-02,55.2132
2022-03-03,53.7196
2022-03-04,49.2814
2022-03-05,49.2814
2022-03-06,49.2814
2022-03-07,46.3075
2022-03-08,45.7704
2022-03-09,45.9778
2022-03-10,45.4163
2022-03-11,43.0451
2022-03-12,43.0451
2022-03-13,43.0451
2022-03-14,42.9812
2022-03-15,46.0204
2022-03-16,47.5964
2022-03-17,47.7805
2022-03-18,49.4082
2022-03-19,49.4082
2022-03-20,49.4082
2022-03-21,49.051
2022-03-22,51.0638
2022-03-23,50.3424
2022-03-24,51.4462
2022-03-25,51.9721
2022-03-26,51.9721
2022-03-27,51.9721
2022-03-28,47.5012
2022-03-29,49.2746
2022-03-30,47.8557
2022-03-31,45.9962
2022-04-01,46.2237
2022-04-02,46.2237
2022-04-03,46.2237
2022-04-04,48.3619
2022-04-05,45.0463
2022-04-06,43.8347
2022-04-07,41.9834
2022-04-08,45.7635
2022-04-09,45.7635
2022-04-10,45.7635
2022-04-11,45.7635
2022-04-12,45.7635
2022-04-13,45.7635
2022-04-14,45.7635
2022-04-15,45.7635
2022-04-16,45.7635
2022-04-17,45.7635
2022-04-18,45.7635
2022-04-19,45.7635
2022-04-20,45.7635
2022-04-21,45.7635
2022-04-22,45.7635
2022-04-23,45.7635
2022-04-24,45.7635
2022-04-25,45.7635
2022-04-26,45.7635
2022-04-27,45.7635
2022-04-28,45.7635
2022-04-29,45.7635
2022-04-30,45.7635
2022-05-01,45.7635
2022-05-02,45.7635
2022-05-03,45.7635
2022-05-04,45.7635
2022-05-05,45.7635
2022-05-06,45.7635
2022-05-07,45.7635
2022-05-08,45.7635
2022-05-09,45.7635
2022-05-10,45.7635
2022-05-11,45.7635
2022-05-12,45.7635
2022-05-13,45.7635
2022-05-14,45.7635
2022-05-15,45.7635
2022-05-16,45.7635
2022-05-17,45.7635
2022-05-18,45.7635
2022-05-19,45.7635
2022-05-20,45.7635
2022-05-21,45.7635
2022-05-22,45.7635
2022-05-23,45.7635
2022-05-24,45.7635
2022-05-25,45.7635
2022-05-26,45.7635
2022-05-27,45.7635
2022-05-28,45.7635
2022-05-29,45.7635
2022-05-30,45.7635
2022-05-31,45.7635
2022-06-01,45.7635
2022-06-02,45.7635
2022-06-03,45.7635
2022-06-04,45.7635
2022-06-05,45.7635
2022-06-06,45.7635
2022-06-07,45.7635
2022-06-08,45.7635
2022-06-09,45.7635
2022-06-10,45.7635
2022-06-11,45.7635
2022-06-12,45.7635
2022-06-13,45.7635
2022-06-14,45.7635
2022-06-15,45.7635
2022-06-16,45.7635
2022-06-17,45.7635
2022-06-18,45.7635
2022-06-19,45.7635
2022-06-20,45.7635
2022-06-21,45.7635
2022-06-22,45.7635
2022-06-23,45.7635
2022-06-24,45.7635
2022-06-25,45.7635
2022-06-26,45.7635
2022-06-27,45.7635
2022-06-28,45.7635
2022-06-29,45.7635
2022-06-30,45.7635
2022-07-01,45.7635
2022-07-02,45.7635
2022-07-03,45.7635
2022-07-04,45.7635
2022-07-05,45.7635
2022-07-06,45.7635
2022-07-07,45.7635
2022-07-08,45.7635
2022-07-09,45.7635
2022-07-10,45.7635
2022-07-11,45.7635
2022-07-12,45.7635
2022-07-13,45.7635
2022-07-14,45.7635
2022-07-15,45.7635
2022-07-16,45.7635
2022-07-17,45.7635
2022-07-18,45.7635
2022-07-19,45.7635
2022-07-20,45.7635
2022-07-21,45.7635
2022-07-22,45.7635
2022-07-23,45.7635
2022-07-24,45.7635
2022-07-25,45.7635
2022-07-26,45.7635
2022-07-27,45.7635
2022-07-28,45.7635
2022-07-29,45.7635
2022-07-30,45.7635
2022-07-31,45.7635
2022-08-01,45.7635
2022-08-02,45.7635
2022-08-03,45.7635
2022-08-04,45.7635
2022-08-05,45.7635
2022-08-06,45.7635
2022-08-07,45.7635
2022-08-08,45.7635
2022-08-09,45.7635
2022-08-10,45.7635
2022-08-11,45.7635
2022-08-12,45.7635
2022-08-13,45.7635
2022-08-14,45.7635
2022-08-15,45.7635
2022-08-16,45.7635
2022-08-17,45.7635
2022-08-18,45.7635
2022-08-19,45.7635
2022-08-20,45.7635
2022-08-21,45.7635
2022-08-22,45.7635
2022-08-23,45.7635
2022-08-24,45.7635
2022-08-25,45.7635
2022-08-26,45.7635
2022-08-27,45.7635
2022-08-28,45.7635
2022-08-29,45.7635
2022-08-30,45.7635
2022-08-31,45.7635
2022-09-01,45.7635
2022-09-02,45.7635
2022-09-03,45.7635
2022-09-04,45.7635
2022-09-05,45.7635
2022-09-06,45.7635
2022-09-07,45.7635
2022-09-08,45.7635
2022-09-09,45.7635
2022-09-10,45.7635
2022-09-11,45.7635
2022-09-12,45.7635
2022-09-13,45.7635
2022-09-14,45.7635
2022-09-15,45.7635
2022-09-16,45.7635
2022-09-17,45.7635
2022-09-18,45.7635
2022-09-19,45.7635
2022-09-20,45.7635
2022-09-21,45.7635
2022-09-22,45.7635
2022-09-23,45.7635
2022-09-24,45.7635
2022-09-25,45.7635
2022-09-26,45.7635
2022-09-27,45.7635
2022-09-28,45.7635
2022-09-29,45.7635
2022-09-30,45.7635
2022-10-01,45.7635
2022-10-02,45.7635
2022-10-03,45.7635
2022-10-04,45.7635
2022-10-05,45.7635
2022-10-06,45.7635
2022-10-07,45.7635
2022-10-08,45.7635
2022-10-09,45.7635
2022-10-10,45.7635
2022-10-11,45.7635
2022-10-12,45.7635
2022-10-13,45.7635
2022-10-14,45.7635
2022-10-15,45.7635
2022-10-16,45.7635
2022-10-17,45.7635
2022-10-18,45.7635
2022-10-19,45.7635
2022-10-20,45.7635
2022-10-21,45.7635
2022-10-22,45.7635
2022-10-23,45.7635
2022-10-24,45.7635
2022-10-25,45.7635
2022-10-26,45.7635
2022-10-27,45.7635
2022-10-28,45.7635
2022-10-29,45.7635
2022-10-30,45.7635
2022-10-31,45.7635
2022-11-01,45.7635
2022-11-02,45.7635
2022-11-03,45.7635
2022-11-04,45.7635
2022-11-05,45.7635
2022-11-06,45.7635
2022-11-07,45.7635
2022-11-08,45.7635
2022-11-09,45.7635
2022-11-10,45.7635
2022-11-11,45.7635
2022-11-12,45.7635
2022-11-13,45.7635
2022-11-14,45.7635
2022-11-15,45.7635
2022-11-16,45.7635
2022-11-17,45.7635
2022-11-18,45.7635
2022-11-19,45.7635
2022-11-20,45.7635
2022-11-21,45.7635
2022-11-22,45.7635
2022-11-23,45.7635
2022-11-24,45.7635
2022-11-25,45.7635
2022-11-26,45.7635
2022-11-27,45.7635
2022-11-28,45.7635
2022-11-29,45.7635
2022-11-30,45.7635
2022-12-01,45.7635
2022-12-02,45.7635
2022-12-03,45.7635
2022-12-04,45.7635
2022-12-05,45.7635
2022-12-06,45.7635
2022-12-07,45.7635
2022-12-08,45.7635
2022-12-09,45.7635
2022-12-10,45.7635
2022-12-11,45.7635
2022-12-12,45.7635
2022-12-13,45.7635
2022-12-14,45.7635
2022-12-15,45.7635
2022-12-16,45.7635
2022-12-17,45.7635
2022-12-18,45.7635
2022-12-19,45.7635
2022-12-20,45.7635
2022-12-21,45.7635
2022-12-22,45.7635
2022-12-23,45.7635
2022-12-24,45.7635
2022-12-25,45.7635
2022-12-26,45.7635
2022-12-27,45.7635
2022-12-28,45.7635
2022-12-29,45.7635
2022-12-30,45.7635
2022-12-31,45.7635
2023-01-01,45.7635
2023-01-02,45.7635
2023-01-03,45.7635
2023-01-04,45.7635
2023-01-05,45.7635
2023-01-06,45.7635
2023-01-07,45.7635
2023-01-08,45.7635
2023-01-09,45.7635
2023-01-10,45.7635
2023-01-11,45.7635
2023-01-12,45.7635
2023-01-13,45.7635
2023-01-14,45.7635
2023-01-15,45.7635
2023-01-16,45.7635
2023-01-17,45.7635
2023-01-18,45.7635
2023-01-19,45.7635
2023-01-20,45.7635
2023-01-21,45.7635
2023-01-22,45.7635
2023-01-23,45.7635
2023-01-24,45.7635
2023-01-25,45.7635
2023-01-26,45.7635
2023-01-27,45.7635
2023-01-28,45.7635
2023-01-29,45.7635
2023-01-30,45.7635
2023-01-31,45.7635
2023-02-01,45.7635
2023-02-02,45.7635
2023-02-03,45.7635
2023-02-04,45.7635
2023-02-05,45.7635
2023-02-06,45.7635
2023-02-07,45.7635
2023-02-08,45.7635
2023-02-09,45.7635
2023-02-10,45.7635
2023-02-11,45.7635
2023-02-12,45.7635
2023-02-13,45.7635
2023-02-14,45.7635
2023-02-15,45.7635
2023-02-16,45.7635
2023-02-17,45.7635
2023-02-18,45.7635
2023-02-19,45.7635
2023-02-20,45.7635
2023-02-21,45.7635
2023-02-22,45.7635
2023-02-23,45.7635
2023-02-24,45.7635
2023-02-25,45.7635
2023-02-26,45.7635
2023-02-27,45.7635
2023-02-28,45.7635
2023-03-01,45.7635
2023-03-02,45.7635
2023-03-03,45.7635
2023-03-04,45.7635
2023-03-05,45.7635
2023-03-06,45.7635
2023-03-07,45.7635
2023-03-08,45.7635
2023-03-09,45.7635
2023-03-10,45.7635
2023-03-11,45.7635
2023-03-12,45.7635
2023-03-13,45.7635
2023-03-14,45.7635
2023-03-15,45.7635
2023-03-16,45.7635
