,ROP US Equity
2020-03-27,44.7717
2020-03-28,44.7717
2020-03-29,44.7717
2020-03-30,46.7165
2020-03-31,45.9069
2020-04-01,43.4069
2020-04-02,45.3426
2020-04-03,44.5972
2020-04-04,44.5972
2020-04-05,44.5972
2020-04-06,46.7705
2020-04-07,46.1905
2020-04-08,47.8587
2020-04-09,47.4572
2020-04-10,47.4572
2020-04-11,47.4572
2020-04-12,47.4572
2020-04-13,47.3432
2020-04-14,48.2144
2020-04-15,47.3016
2020-04-16,46.6471
2020-04-17,48.8261
2020-04-18,48.8261
2020-04-19,48.8261
2020-04-20,48.541
2020-04-21,46.8699
2020-04-22,47.4578
2020-04-23,47.5304
2020-04-24,46.1743
2020-04-25,46.1743
2020-04-26,46.1743
2020-04-27,47.8237
2020-04-28,51.9824
2020-04-29,52.672
2020-04-30,52.7274
2020-05-01,52.3898
2020-05-02,52.3898
2020-05-03,52.3898
2020-05-04,52.7125
2020-05-05,53.6288
2020-05-06,54.6331
2020-05-07,55.5794
2020-05-08,55.9891
2020-05-09,55.9891
2020-05-10,55.9891
2020-05-11,57.0762
2020-05-12,55.3286
2020-05-13,54.264
2020-05-14,55.2536
2020-05-15,56.0585
2020-05-16,56.0585
2020-05-17,56.0585
2020-05-18,57.0238
2020-05-19,54.8131
2020-05-20,56.8537
2020-05-21,56.1238
2020-05-22,56.5332
2020-05-23,56.5332
2020-05-24,56.5332
2020-05-25,56.5332
2020-05-26,57.2004
2020-05-27,58.9965
2020-05-28,59.4958
2020-05-29,61.7919
2020-05-30,61.7919
2020-05-31,61.7919
2020-06-01,60.0331
2020-06-02,61.5085
2020-06-03,62.5737
2020-06-04,62.7142
2020-06-05,63.3772
2020-06-06,63.3772
2020-06-07,63.3772
2020-06-08,62.1261
2020-06-09,62.1713
2020-06-10,61.869
2020-06-11,58.962
2020-06-12,58.1727
2020-06-13,58.1727
2020-06-14,58.1727
2020-06-15,59.1341
2020-06-16,60.1663
2020-06-17,60.9586
2020-06-18,60.9236
2020-06-19,57.0047
2020-06-20,57.0047
2020-06-21,57.0047
2020-06-22,59.2277
2020-06-23,58.3714
2020-06-24,55.0438
2020-06-25,56.607
2020-06-26,54.7244
2020-06-27,54.7244
2020-06-28,54.7244
2020-06-29,54.2471
2020-06-30,54.9257
2020-07-01,55.3
2020-07-02,55.694
2020-07-03,55.694
2020-07-04,55.694
2020-07-05,55.694
2020-07-06,56.2385
2020-07-07,55.4702
2020-07-08,57.37
2020-07-09,56.478
2020-07-10,55.4001
2020-07-11,55.4001
2020-07-12,55.4001
2020-07-13,53.4037
2020-07-14,56.3889
2020-07-15,57.2074
2020-07-16,58.7377
2020-07-17,59.6768
2020-07-18,59.6768
2020-07-19,59.6768
2020-07-20,61.2326
2020-07-21,61.3277
2020-07-22,61.9924
2020-07-23,62.514
2020-07-24,60.4179
2020-07-25,60.4179
2020-07-26,60.4179
2020-07-27,61.852
2020-07-28,62.4711
2020-07-29,65.8467
2020-07-30,64.0013
2020-07-31,63.8527
2020-08-01,63.8527
2020-08-02,63.8527
2020-08-03,64.5223
2020-08-04,63.7274
2020-08-05,64.1889
2020-08-06,64.6414
2020-08-07,65.6417
2020-08-08,65.6417
2020-08-09,65.6417
2020-08-10,65.7491
2020-08-11,62.5651
2020-08-12,65.6835
2020-08-13,67.2105
2020-08-14,63.498
2020-08-15,63.498
2020-08-16,63.498
2020-08-17,61.7906
2020-08-18,60.9513
2020-08-19,59.0274
2020-08-20,59.1354
2020-08-21,57.9353
2020-08-22,57.9353
2020-08-23,57.9353
2020-08-24,57.9918
2020-08-25,57.5917
2020-08-26,57.9815
2020-08-27,55.9883
2020-08-28,56.7331
2020-08-29,56.7331
2020-08-30,56.7331
2020-08-31,55.3662
2020-09-01,58.5517
2020-09-02,60.8882
2020-09-03,54.9207
2020-09-04,52.0937
2020-09-05,52.0937
2020-09-06,52.0937
2020-09-07,52.0937
2020-09-08,43.2474
2020-09-09,45.2498
2020-09-10,44.1396
2020-09-11,45.4234
2020-09-12,45.4234
2020-09-13,45.4234
2020-09-14,44.4936
2020-09-15,47.0547
2020-09-16,46.0578
2020-09-17,45.5871
2020-09-18,43.4913
2020-09-19,43.4913
2020-09-20,43.4913
2020-09-21,43.8078
2020-09-22,43.9849
2020-09-23,42.186
2020-09-24,43.9824
2020-09-25,46.4797
2020-09-26,46.4797
2020-09-27,46.4797
2020-09-28,47.3511
2020-09-29,47.6215
2020-09-30,45.6281
2020-10-01,45.1186
2020-10-02,45.9762
2020-10-03,45.9762
2020-10-04,45.9762
2020-10-05,48.2186
2020-10-06,47.7736
2020-10-07,49.6591
2020-10-08,49.1801
2020-10-09,52.9631
2020-10-10,52.9631
2020-10-11,52.9631
2020-10-12,55.3585
2020-10-13,55.9488
2020-10-14,57.0164
2020-10-15,58.0052
2020-10-16,59.0401
2020-10-17,59.0401
2020-10-18,59.0401
2020-10-19,55.3524
2020-10-20,54.5564
2020-10-21,53.9984
2020-10-22,55.9992
2020-10-23,56.3492
2020-10-24,56.3492
2020-10-25,56.3492
2020-10-26,52.0977
2020-10-27,44.5382
2020-10-28,37.9158
2020-10-29,39.0607
2020-10-30,39.2463
2020-10-31,39.2463
2020-11-01,39.2463
2020-11-02,42.5259
2020-11-03,43.3205
2020-11-04,45.0804
2020-11-05,44.3548
2020-11-06,45.1584
2020-11-07,45.1584
2020-11-08,45.1584
2020-11-09,45.7577
2020-11-10,49.2124
2020-11-11,49.3271
2020-11-12,46.2054
2020-11-13,48.0305
2020-11-14,48.0305
2020-11-15,48.0305
2020-11-16,51.4394
2020-11-17,50.7732
2020-11-18,51.5682
2020-11-19,51.8962
2020-11-20,50.5498
2020-11-21,50.5498
2020-11-22,50.5498
2020-11-23,50.6941
2020-11-24,54.5161
2020-11-25,54.4957
2020-11-26,54.4957
2020-11-27,54.5927
2020-11-28,54.5927
2020-11-29,54.5927
2020-11-30,56.9515
2020-12-01,55.8534
2020-12-02,53.7141
2020-12-03,50.7594
2020-12-04,53.3935
2020-12-05,53.3935
2020-12-06,53.3935
2020-12-07,53.6954
2020-12-08,53.7436
2020-12-09,53.8677
2020-12-10,52.2227
2020-12-11,53.9683
2020-12-12,53.9683
2020-12-13,53.9683
2020-12-14,54.7343
2020-12-15,55.6939
2020-12-16,53.7325
2020-12-17,55.0745
2020-12-18,55.4415
2020-12-19,55.4415
2020-12-20,55.4415
2020-12-21,53.9317
2020-12-22,50.4059
2020-12-23,52.6211
2020-12-24,52.841
2020-12-25,52.841
2020-12-26,52.841
2020-12-27,52.841
2020-12-28,53.8581
2020-12-29,52.4861
2020-12-30,53.2564
2020-12-31,56.3158
2021-01-01,56.3158
2021-01-02,56.3158
2021-01-03,56.3158
2021-01-04,51.9381
2021-01-05,51.8045
2021-01-06,53.2238
2021-01-07,55.7029
2021-01-08,55.8655
2021-01-09,55.8655
2021-01-10,55.8655
2021-01-11,58.1358
2021-01-12,54.7849
2021-01-13,49.0211
2021-01-14,47.2676
2021-01-15,48.6609
2021-01-16,48.6609
2021-01-17,48.6609
2021-01-18,48.6609
2021-01-19,49.5808
2021-01-20,51.528
2021-01-21,51.8094
2021-01-22,51.055
2021-01-23,51.055
2021-01-24,51.055
2021-01-25,51.0164
2021-01-26,50.3717
2021-01-27,51.3226
2021-01-28,52.317
2021-01-29,42.7632
2021-01-30,42.7632
2021-01-31,42.7632
2021-02-01,42.3488
2021-02-02,44.7229
2021-02-03,46.0013
2021-02-04,46.713
2021-02-05,47.1329
2021-02-06,47.1329
2021-02-07,47.1329
2021-02-08,47.9148
2021-02-09,46.8034
2021-02-10,46.1958
2021-02-11,45.5965
2021-02-12,44.3071
2021-02-13,44.3071
2021-02-14,44.3071
2021-02-15,44.3071
2021-02-16,40.6639
2021-02-17,42.0042
2021-02-18,45.2525
2021-02-19,43.2774
2021-02-20,43.2774
2021-02-21,43.2774
2021-02-22,41.8571
2021-02-23,43.3675
2021-02-24,40.8421
2021-02-25,40.9564
2021-02-26,40.5399
2021-02-27,40.5399
2021-02-28,40.5399
2021-03-01,43.4545
2021-03-02,42.3284
2021-03-03,42.1807
2021-03-04,39.6892
2021-03-05,41.7551
2021-03-06,41.7551
2021-03-07,41.7551
2021-03-08,45.0116
2021-03-09,46.5821
2021-03-10,45.4521
2021-03-11,45.9704
2021-03-12,45.6227
2021-03-13,45.6227
2021-03-14,45.6227
2021-03-15,47.3514
2021-03-16,46.3732
2021-03-17,48.5017
2021-03-18,51.2746
2021-03-19,49.0554
2021-03-20,49.0554
2021-03-21,49.0554
2021-03-22,51.2453
2021-03-23,52.3798
2021-03-24,52.9246
2021-03-25,51.8155
2021-03-26,54.1913
2021-03-27,54.1913
2021-03-28,54.1913
2021-03-29,53.4102
2021-03-30,51.3749
2021-03-31,51.4931
2021-04-01,54.1423
2021-04-02,54.1423
2021-04-03,54.1423
2021-04-04,54.1423
2021-04-05,55.6287
2021-04-06,55.8922
2021-04-07,55.5085
2021-04-08,56.6908
2021-04-09,57.8234
2021-04-10,57.8234
2021-04-11,57.8234
2021-04-12,59.1541
2021-04-13,57.3023
2021-04-14,56.1208
2021-04-15,58.1481
2021-04-16,57.3829
2021-04-17,57.3829
2021-04-18,57.3829
2021-04-19,58.128
2021-04-20,58.505
2021-04-21,59.5758
2021-04-22,60.0845
2021-04-23,61.1407
2021-04-24,61.1407
2021-04-25,61.1407
2021-04-26,60.1549
2021-04-27,64.4758
2021-04-28,62.6421
2021-04-29,63.7068
2021-04-30,63.8858
2021-05-01,63.8858
2021-05-02,63.8858
2021-05-03,63.1379
2021-05-04,64.1858
2021-05-05,64.7403
2021-05-06,62.5061
2021-05-07,61.5384
2021-05-08,61.5384
2021-05-09,61.5384
2021-05-10,61.5044
2021-05-11,59.249
2021-05-12,53.6425
2021-05-13,56.7397
2021-05-14,57.0747
2021-05-15,57.0747
2021-05-16,57.0747
2021-05-17,54.5262
2021-05-18,54.4173
2021-05-19,53.6797
2021-05-20,56.1778
2021-05-21,57.0711
2021-05-22,57.0711
2021-05-23,57.0711
2021-05-24,58.8012
2021-05-25,59.3261
2021-05-26,58.5491
2021-05-27,59.7091
2021-05-28,60.6474
2021-05-29,60.6474
2021-05-30,60.6474
2021-05-31,60.6474
2021-06-01,59.7394
2021-06-02,60.0661
2021-06-03,58.7967
2021-06-04,60.3807
2021-06-05,60.3807
2021-06-06,60.3807
2021-06-07,57.8919
2021-06-08,59.081
2021-06-09,59.5921
2021-06-10,60.6886
2021-06-11,62.8256
2021-06-12,62.8256
2021-06-13,62.8256
2021-06-14,64.6256
2021-06-15,63.6577
2021-06-16,58.3889
2021-06-17,58.8085
2021-06-18,55.7943
2021-06-19,55.7943
2021-06-20,55.7943
2021-06-21,59.2897
2021-06-22,59.913
2021-06-23,58.5145
2021-06-24,60.0868
2021-06-25,61.7003
2021-06-26,61.7003
2021-06-27,61.7003
2021-06-28,62.3935
2021-06-29,62.1513
2021-06-30,63.0805
2021-07-01,63.1678
2021-07-02,63.9617
2021-07-03,63.9617
2021-07-04,63.9617
2021-07-05,63.9617
2021-07-06,64.5328
2021-07-07,67.3569
2021-07-08,63.1914
2021-07-09,65.2011
2021-07-10,65.2011
2021-07-11,65.2011
2021-07-12,65.5808
2021-07-13,65.1875
2021-07-14,66.7668
2021-07-15,66.8094
2021-07-16,66.3893
2021-07-17,66.3893
2021-07-18,66.3893
2021-07-19,63.5487
2021-07-20,66.9298
2021-07-21,67.6336
2021-07-22,66.2022
2021-07-23,67.8204
2021-07-24,67.8204
2021-07-25,67.8204
2021-07-26,63.5349
2021-07-27,64.7265
2021-07-28,61.7994
2021-07-29,63.0167
2021-07-30,62.7146
2021-07-31,62.7146
2021-08-01,62.7146
2021-08-02,60.9425
2021-08-03,62.3912
2021-08-04,61.0942
2021-08-05,60.9199
2021-08-06,59.7883
2021-08-07,59.7883
2021-08-08,59.7883
2021-08-09,58.2244
2021-08-10,54.8237
2021-08-11,55.313
2021-08-12,54.7563
2021-08-13,55.3539
2021-08-14,55.3539
2021-08-15,55.3539
2021-08-16,57.4005
2021-08-17,57.7352
2021-08-18,53.2483
2021-08-19,52.6032
2021-08-20,54.0073
2021-08-21,54.0073
2021-08-22,54.0073
2021-08-23,55.1173
2021-08-24,53.4914
2021-08-25,53.5218
2021-08-26,52.6849
2021-08-27,52.9333
2021-08-28,52.9333
2021-08-29,52.9333
2021-08-30,55.1064
2021-08-31,55.4335
2021-09-01,55.407
2021-09-02,57.0026
2021-09-03,56.9886
2021-09-04,56.9886
2021-09-05,56.9886
2021-09-06,56.9886
2021-09-07,50.8384
2021-09-08,53.941
2021-09-09,51.8405
2021-09-10,49.0834
2021-09-11,49.0834
2021-09-12,49.0834
2021-09-13,47.9691
2021-09-14,46.3293
2021-09-15,49.7587
2021-09-16,49.1812
2021-09-17,45.5976
2021-09-18,45.5976
2021-09-19,45.5976
2021-09-20,43.2287
2021-09-21,41.8884
2021-09-22,43.3838
2021-09-23,44.4172
2021-09-24,46.3011
2021-09-25,46.3011
2021-09-26,46.3011
2021-09-27,44.2741
2021-09-28,40.4865
2021-09-29,42.0166
2021-09-30,38.3657
2021-10-01,39.2077
2021-10-02,39.2077
2021-10-03,39.2077
2021-10-04,38.425
2021-10-05,39.6038
2021-10-06,43.5271
2021-10-07,43.3294
2021-10-08,42.5799
2021-10-09,42.5799
2021-10-10,42.5799
2021-10-11,42.9569
2021-10-12,42.9255
2021-10-13,45.4415
2021-10-14,48.9065
2021-10-15,51.0828
2021-10-16,51.0828
2021-10-17,51.0828
2021-10-18,51.7941
2021-10-19,54.4584
2021-10-20,54.8319
2021-10-21,57.6281
2021-10-22,60.0486
2021-10-23,60.0486
2021-10-24,60.0486
2021-10-25,60.3317
2021-10-26,60.4927
2021-10-27,56.282
2021-10-28,58.531
2021-10-29,59.0624
2021-10-30,59.0624
2021-10-31,59.0624
2021-11-01,54.2931
2021-11-02,54.1941
2021-11-03,53.9208
2021-11-04,57.8682
2021-11-05,56.0515
2021-11-06,56.0515
2021-11-07,56.0515
2021-11-08,57.7709
2021-11-09,58.126
2021-11-10,56.1984
2021-11-11,52.7708
2021-11-12,56.2924
2021-11-13,56.2924
2021-11-14,56.2924
2021-11-15,55.2262
2021-11-16,57.8457
2021-11-17,57.0627
2021-11-18,54.9627
2021-11-19,59.3805
2021-11-20,59.3805
2021-11-21,59.3805
2021-11-22,56.6596
2021-11-23,53.3798
2021-11-24,53.0411
2021-11-25,53.0411
2021-11-26,49.0671
2021-11-27,49.0671
2021-11-28,49.0671
2021-11-29,51.4855
2021-11-30,45.1897
2021-12-01,43.7309
2021-12-02,46.7246
2021-12-03,46.3267
2021-12-04,46.3267
2021-12-05,46.3267
2021-12-06,48.6272
2021-12-07,48.5425
2021-12-08,48.517
2021-12-09,47.0421
2021-12-10,49.2542
2021-12-11,49.2542
2021-12-12,49.2542
2021-12-13,50.2335
2021-12-14,46.6949
2021-12-15,51.4366
2021-12-16,53.9491
2021-12-17,49.9737
2021-12-18,49.9737
2021-12-19,49.9737
2021-12-20,47.2867
2021-12-21,49.0239
2021-12-22,49.2691
2021-12-23,51.0369
2021-12-24,51.0369
2021-12-25,51.0369
2021-12-26,51.0369
2021-12-27,54.0274
2021-12-28,55.2158
2021-12-29,54.8232
2021-12-30,54.1507
2021-12-31,54.9888
2022-01-01,54.9888
2022-01-02,54.9888
2022-01-03,49.1722
2022-01-04,47.6862
2022-01-05,46.5871
2022-01-06,48.2757
2022-01-07,45.4459
2022-01-08,45.4459
2022-01-09,45.4459
2022-01-10,43.2798
2022-01-11,45.568
2022-01-12,46.9789
2022-01-13,44.5076
2022-01-14,42.4201
2022-01-15,42.4201
2022-01-16,42.4201
2022-01-17,42.4201
2022-01-18,41.8145
2022-01-19,41.0598
2022-01-20,40.3598
2022-01-21,39.8975
2022-01-22,39.8975
2022-01-23,39.8975
2022-01-24,39.0016
2022-01-25,37.358
2022-01-26,37.1083
2022-01-27,36.2869
2022-01-28,41.1264
2022-01-29,41.1264
2022-01-30,41.1264
2022-01-31,41.7713
2022-02-01,43.598
2022-02-02,47.2586
2022-02-03,50.216
2022-02-04,46.2504
2022-02-05,46.2504
2022-02-06,46.2504
2022-02-07,44.9643
2022-02-08,45.8113
2022-02-09,48.455
2022-02-10,45.214
2022-02-11,44.0528
2022-02-12,44.0528
2022-02-13,44.0528
2022-02-14,45.4629
2022-02-15,45.3978
2022-02-16,46.4075
2022-02-17,44.5064
2022-02-18,45.2357
2022-02-19,45.2357
2022-02-20,45.2357
2022-02-21,45.2357
2022-02-22,44.9161
2022-02-23,42.1543
2022-02-24,47.1408
2022-02-25,48.4859
2022-02-26,48.4859
2022-02-27,48.4859
2022-02-28,48.4275
2022-03-01,47.8425
2022-03-02,48.7637
2022-03-03,49.0377
2022-03-04,50.5764
2022-03-05,50.5764
2022-03-06,50.5764
2022-03-07,47.5818
2022-03-08,45.6105
2022-03-09,47.2317
2022-03-10,45.2108
2022-03-11,44.0577
2022-03-12,44.0577
2022-03-13,44.0577
2022-03-14,45.0492
2022-03-15,48.6591
2022-03-16,51.0409
2022-03-17,53.522
2022-03-18,55.3253
2022-03-19,55.3253
2022-03-20,55.3253
2022-03-21,53.4072
2022-03-22,53.7435
2022-03-23,53.1301
2022-03-24,52.9365
2022-03-25,54.2703
2022-03-26,54.2703
2022-03-27,54.2703
2022-03-28,56.1367
2022-03-29,57.3658
2022-03-30,57.8384
2022-03-31,55.5431
2022-04-01,56.914
2022-04-02,56.914
2022-04-03,56.914
2022-04-04,58.3051
2022-04-05,56.569
2022-04-06,57.3378
2022-04-07,59.0061
2022-04-08,57.7721
2022-04-09,57.7721
2022-04-10,57.7721
2022-04-11,57.2227
2022-04-12,53.3159
2022-04-13,52.772
2022-04-14,50.0136
2022-04-15,50.0136
2022-04-16,50.0136
2022-04-17,50.0136
2022-04-18,48.4919
2022-04-19,50.5905
2022-04-20,52.5514
2022-04-21,52.7158
2022-04-22,47.6264
2022-04-23,47.6264
2022-04-24,47.6264
2022-04-25,48.0328
2022-04-26,53.3048
2022-04-27,54.0764
2022-04-28,56.4907
2022-04-29,52.1034
2022-04-30,52.1034
2022-05-01,52.1034
2022-05-02,48.994
2022-05-03,46.7819
2022-05-04,50.5405
2022-05-05,45.3236
2022-05-06,44.371
2022-05-07,44.371
2022-05-08,44.371
2022-05-09,42.9524
2022-05-10,42.4397
2022-05-11,42.1671
2022-05-12,42.0458
2022-05-13,42.5269
2022-05-14,42.5269
2022-05-15,42.5269
2022-05-16,42.412
2022-05-17,43.3882
2022-05-18,38.4416
2022-05-19,39.0162
2022-05-20,40.4635
2022-05-21,40.4635
2022-05-22,40.4635
2022-05-23,42.5877
2022-05-24,43.5757
2022-05-25,43.2661
2022-05-26,45.4751
2022-05-27,48.9223
2022-05-28,48.9223
2022-05-29,48.9223
2022-05-30,48.9223
2022-05-31,48.52
2022-06-01,45.4062
2022-06-02,48.529
2022-06-03,46.1165
2022-06-04,46.1165
2022-06-05,46.1165
2022-06-06,44.4472
2022-06-07,45.3582
2022-06-08,42.923
2022-06-09,40.3255
2022-06-10,37.2613
2022-06-11,37.2613
2022-06-12,37.2613
2022-06-13,36.2598
2022-06-14,35.4352
2022-06-15,36.626
2022-06-16,34.4607
2022-06-17,35.2579
2022-06-18,35.2579
2022-06-19,35.2579
2022-06-20,35.2579
2022-06-21,37.8184
2022-06-22,38.0457
2022-06-23,41.4558
2022-06-24,45.2808
2022-06-25,45.2808
2022-06-26,45.2808
2022-06-27,43.3313
2022-06-28,41.8549
2022-06-29,42.3884
2022-06-30,42.7099
2022-07-01,44.4648
2022-07-02,44.4648
2022-07-03,44.4648
2022-07-04,44.4648
2022-07-05,44.7325
2022-07-06,45.6629
2022-07-07,45.2285
2022-07-08,45.1341
2022-07-09,45.1341
2022-07-10,45.1341
2022-07-11,43.9311
2022-07-12,42.3405
2022-07-13,40.9251
2022-07-14,41.9793
2022-07-15,44.3043
2022-07-16,44.3043
2022-07-17,44.3043
2022-07-18,43.4538
2022-07-19,47.3371
2022-07-20,48.5998
2022-07-21,49.8725
2022-07-22,49.3466
2022-07-23,49.3466
2022-07-24,49.3466
2022-07-25,50.0866
2022-07-26,49.4367
2022-07-27,51.5782
2022-07-28,56.3033
2022-07-29,56.5504
2022-07-30,56.5504
2022-07-31,56.5504
2022-08-01,55.1419
2022-08-02,53.1919
2022-08-03,54.1585
2022-08-04,54.4468
2022-08-05,54.7497
2022-08-06,54.7497
2022-08-07,54.7497
2022-08-08,54.4313
2022-08-09,53.6578
2022-08-10,56.544
2022-08-11,54.7603
2022-08-12,56.3064
2022-08-13,56.3064
2022-08-14,56.3064
2022-08-15,56.3949
2022-08-16,55.2448
2022-08-17,54.377
2022-08-18,54.2823
2022-08-19,54.1147
2022-08-20,54.1147
2022-08-21,54.1147
2022-08-22,49.962
2022-08-23,48.1186
2022-08-24,48.8025
2022-08-25,50.927
2022-08-26,46.0538
2022-08-27,46.0538
2022-08-28,46.0538
2022-08-29,45.8482
2022-08-30,45.4069
2022-08-31,43.8074
2022-09-01,44.8072
2022-09-02,43.4897
2022-09-03,43.4897
2022-09-04,43.4897
2022-09-05,43.4897
2022-09-06,42.2738
2022-09-07,46.1373
2022-09-08,46.5994
2022-09-09,47.3828
2022-09-10,47.3828
2022-09-11,47.3828
2022-09-12,47.0737
2022-09-13,42.5754
2022-09-14,42.9834
2022-09-15,39.5125
2022-09-16,39.0046
2022-09-17,39.0046
2022-09-18,39.0046
2022-09-19,39.1111
2022-09-20,38.0631
2022-09-21,36.4355
2022-09-22,37.8548
2022-09-23,38.936
2022-09-24,38.936
2022-09-25,38.936
2022-09-26,38.6696
2022-09-27,35.892
2022-09-28,37.5484
2022-09-29,36.5316
2022-09-30,34.703
2022-10-01,34.703
2022-10-02,34.703
2022-10-03,40.1912
2022-10-04,43.2125
2022-10-05,43.6411
2022-10-06,43.6046
2022-10-07,40.4135
2022-10-08,40.4135
2022-10-09,40.4135
2022-10-10,39.2609
2022-10-11,38.993
2022-10-12,39.7747
2022-10-13,41.7066
2022-10-14,39.5929
2022-10-15,39.5929
2022-10-16,39.5929
2022-10-17,42.7735
2022-10-18,44.5068
2022-10-19,43.2995
2022-10-20,42.1002
2022-10-21,43.4387
2022-10-22,43.4387
2022-10-23,43.4387
2022-10-24,44.2498
2022-10-25,46.3197
2022-10-26,50.1997
2022-10-27,53.986
2022-10-28,57.7669
2022-10-29,57.7669
2022-10-30,57.7669
2022-10-31,57.9891
2022-11-01,57.6752
2022-11-02,53.8294
2022-11-03,52.0004
2022-11-04,51.4346
2022-11-05,51.4346
2022-11-06,51.4346
2022-11-07,56.2669
2022-11-08,57.2769
2022-11-09,57.1944
2022-11-10,62.582
2022-11-11,62.5564
2022-11-12,62.5564
2022-11-13,62.5564
2022-11-14,60.4441
2022-11-15,61.2327
2022-11-16,59.5691
2022-11-17,58.9212
2022-11-18,59.7829
2022-11-19,59.7829
2022-11-20,59.7829
2022-11-21,60.1629
2022-11-22,59.4763
2022-11-23,59.7141
2022-11-24,59.7141
2022-11-25,60.4668
2022-11-26,60.4668
2022-11-27,60.4668
2022-11-28,55.6533
2022-11-29,56.0112
2022-11-30,59.7662
2022-12-01,61.2319
2022-12-02,60.894
2022-12-03,60.894
2022-12-04,60.894
2022-12-05,58.1713
2022-12-06,57.1367
2022-12-07,57.1823
2022-12-08,56.9509
2022-12-09,56.0361
2022-12-10,56.0361
2022-12-11,56.0361
2022-12-12,58.5937
2022-12-13,59.7193
2022-12-14,57.6529
2022-12-15,54.1336
2022-12-16,52.2521
2022-12-17,52.2521
2022-12-18,52.2521
2022-12-19,51.8925
2022-12-20,52.2827
2022-12-21,54.3718
2022-12-22,53.4802
2022-12-23,54.0159
2022-12-24,54.0159
2022-12-25,54.0159
2022-12-26,54.0159
2022-12-27,55.0335
2022-12-28,52.2889
2022-12-29,55.7873
2022-12-30,53.9572
2022-12-31,53.9572
2023-01-01,53.9572
2023-01-02,53.9572
2023-01-03,54.7191
2023-01-04,57.2743
2023-01-05,54.6468
2023-01-06,57.1643
2023-01-07,57.1643
2023-01-08,57.1643
2023-01-09,57.0633
2023-01-10,57.0784
2023-01-11,59.6186
2023-01-12,59.2495
2023-01-13,59.1419
2023-01-14,59.1419
2023-01-15,59.1419
2023-01-16,59.1419
2023-01-17,56.6233
2023-01-18,53.7247
2023-01-19,51.6027
2023-01-20,54.6966
2023-01-21,54.6966
2023-01-22,54.6966
2023-01-23,55.1505
2023-01-24,56.1448
2023-01-25,55.3589
2023-01-26,55.4317
2023-01-27,51.3587
2023-01-28,51.3587
2023-01-29,51.3587
2023-01-30,47.6362
2023-01-31,48.8167
2023-02-01,51.3035
2023-02-02,50.8184
2023-02-03,50.0232
2023-02-04,50.0232
2023-02-05,50.0232
2023-02-06,49.9281
2023-02-07,51.5655
2023-02-08,49.0983
2023-02-09,49.3812
2023-02-10,48.9087
2023-02-11,48.9087
2023-02-12,48.9087
2023-02-13,49.8078
2023-02-14,48.673
2023-02-15,46.7231
2023-02-16,47.306
2023-02-17,49.2658
2023-02-18,49.2658
2023-02-19,49.2658
2023-02-20,49.2658
2023-02-21,47.5303
2023-02-22,46.9145
2023-02-23,50.7822
2023-02-24,49.7495
2023-02-25,49.7495
2023-02-26,49.7495
2023-02-27,49.9721
2023-02-28,50.4715
2023-03-01,46.8712
2023-03-02,49.1438
2023-03-03,50.5334
2023-03-04,50.5334
2023-03-05,50.5334
2023-03-06,50.055
2023-03-07,47.3741
2023-03-08,48.3561
2023-03-09,47.6816
2023-03-10,46.7025
2023-03-11,46.7025
2023-03-12,46.7025
2023-03-13,47.2245
2023-03-14,50.1202
2023-03-15,47.2165
2023-03-16,50.3387
2023-03-17,49.2287
