,ATO US Equity
2020-04-23,48.3437
2020-04-24,49.9045
2020-04-25,49.9045
2020-04-26,49.9045
2020-04-27,50.4774
2020-04-28,51.2863
2020-04-29,50.0753
2020-04-30,48.5778
2020-05-01,47.6245
2020-05-02,47.6245
2020-05-03,47.6245
2020-05-04,47.9915
2020-05-05,48.5764
2020-05-06,45.8465
2020-05-07,45.7599
2020-05-08,46.346
2020-05-09,46.346
2020-05-10,46.346
2020-05-11,46.048
2020-05-12,45.8208
2020-05-13,45.8679
2020-05-14,44.971
2020-05-15,45.1285
2020-05-16,45.1285
2020-05-17,45.1285
2020-05-18,47.5371
2020-05-19,46.1721
2020-05-20,48.3225
2020-05-21,47.298
2020-05-22,48.0884
2020-05-23,48.0884
2020-05-24,48.0884
2020-05-25,48.0884
2020-05-26,47.6091
2020-05-27,48.7528
2020-05-28,50.5208
2020-05-29,51.2857
2020-05-30,51.2857
2020-05-31,51.2857
2020-06-01,51.4058
2020-06-02,51.6236
2020-06-03,52.7265
2020-06-04,52.2855
2020-06-05,52.5214
2020-06-06,52.5214
2020-06-07,52.5214
2020-06-08,53.6677
2020-06-09,52.1819
2020-06-10,51.6799
2020-06-11,47.9984
2020-06-12,48.9742
2020-06-13,48.9742
2020-06-14,48.9742
2020-06-15,49.5233
2020-06-16,50.5231
2020-06-17,49.593
2020-06-18,49.8319
2020-06-19,48.3144
2020-06-20,48.3144
2020-06-21,48.3144
2020-06-22,48.6882
2020-06-23,47.55
2020-06-24,47.6686
2020-06-25,45.9742
2020-06-26,46.3811
2020-06-27,46.3811
2020-06-28,46.3811
2020-06-29,47.3486
2020-06-30,48.6002
2020-07-01,49.7433
2020-07-02,50.2486
2020-07-03,50.2486
2020-07-04,50.2486
2020-07-05,50.2486
2020-07-06,50.3119
2020-07-07,49.0533
2020-07-08,48.3159
2020-07-09,46.5431
2020-07-10,48.1727
2020-07-11,48.1727
2020-07-12,48.1727
2020-07-13,48.8638
2020-07-14,49.7193
2020-07-15,49.965
2020-07-16,49.857
2020-07-17,50.4845
2020-07-18,50.4845
2020-07-19,50.4845
2020-07-20,48.9318
2020-07-21,51.8025
2020-07-22,53.9538
2020-07-23,53.52
2020-07-24,52.5922
2020-07-25,52.5922
2020-07-26,52.5922
2020-07-27,52.0191
2020-07-28,54.4435
2020-07-29,55.6538
2020-07-30,55.3096
2020-07-31,55.9785
2020-08-01,55.9785
2020-08-02,55.9785
2020-08-03,54.9633
2020-08-04,54.2154
2020-08-05,52.5581
2020-08-06,53.8735
2020-08-07,55.1596
2020-08-08,55.1596
2020-08-09,55.1596
2020-08-10,55.5782
2020-08-11,51.7748
2020-08-12,53.6444
2020-08-13,53.1378
2020-08-14,52.9551
2020-08-15,52.9551
2020-08-16,52.9551
2020-08-17,52.3656
2020-08-18,50.6464
2020-08-19,50.0995
2020-08-20,48.6795
2020-08-21,48.2482
2020-08-22,48.2482
2020-08-23,48.2482
2020-08-24,49.9699
2020-08-25,47.7139
2020-08-26,46.0462
2020-08-27,45.5835
2020-08-28,46.6238
2020-08-29,46.6238
2020-08-30,46.6238
2020-08-31,47.0427
2020-09-01,43.5237
2020-09-02,45.295
2020-09-03,44.8008
2020-09-04,43.5432
2020-09-05,43.5432
2020-09-06,43.5432
2020-09-07,43.5432
2020-09-08,42.0012
2020-09-09,43.0072
2020-09-10,39.8002
2020-09-11,38.4782
2020-09-12,38.4782
2020-09-13,38.4782
2020-09-14,38.6968
2020-09-15,37.4819
2020-09-16,40.5474
2020-09-17,39.9293
2020-09-18,38.1133
2020-09-19,38.1133
2020-09-20,38.1133
2020-09-21,38.662
2020-09-22,41.5415
2020-09-23,40.3916
2020-09-24,41.8032
2020-09-25,44.9145
2020-09-26,44.9145
2020-09-27,44.9145
2020-09-28,44.6025
2020-09-29,44.716
2020-09-30,45.6569
2020-10-01,45.4609
2020-10-02,46.5489
2020-10-03,46.5489
2020-10-04,46.5489
2020-10-05,45.1923
2020-10-06,48.6013
2020-10-07,47.5581
2020-10-08,48.3419
2020-10-09,47.8368
2020-10-10,47.8368
2020-10-11,47.8368
2020-10-12,48.0374
2020-10-13,45.8486
2020-10-14,45.1919
2020-10-15,44.2352
2020-10-16,44.2172
2020-10-17,44.2172
2020-10-18,44.2172
2020-10-19,43.7585
2020-10-20,43.8549
2020-10-21,46.8254
2020-10-22,49.2504
2020-10-23,51.4373
2020-10-24,51.4373
2020-10-25,51.4373
2020-10-26,50.9827
2020-10-27,50.0888
2020-10-28,41.9581
2020-10-29,40.9993
2020-10-30,40.3581
2020-10-31,40.3581
2020-11-01,40.3581
2020-11-02,48.2068
2020-11-03,51.8273
2020-11-04,48.4555
2020-11-05,47.5611
2020-11-06,45.4596
2020-11-07,45.4596
2020-11-08,45.4596
2020-11-09,52.0507
2020-11-10,57.9531
2020-11-11,55.366
2020-11-12,52.5018
2020-11-13,56.469
2020-11-14,56.469
2020-11-15,56.469
2020-11-16,55.2478
2020-11-17,53.5727
2020-11-18,48.7493
2020-11-19,47.5285
2020-11-20,48.2427
2020-11-21,48.2427
2020-11-22,48.2427
2020-11-23,49.7209
2020-11-24,53.6559
2020-11-25,52.5731
2020-11-26,52.5731
2020-11-27,50.1916
2020-11-28,50.1916
2020-11-29,50.1916
2020-11-30,49.1025
2020-12-01,50.0075
2020-12-02,49.4616
2020-12-03,49.8767
2020-12-04,50.8261
2020-12-05,50.8261
2020-12-06,50.8261
2020-12-07,50.7996
2020-12-08,51.2474
2020-12-09,51.4624
2020-12-10,52.037
2020-12-11,53.2633
2020-12-12,53.2633
2020-12-13,53.2633
2020-12-14,53.8599
2020-12-15,56.6812
2020-12-16,53.0763
2020-12-17,52.6895
2020-12-18,47.2376
2020-12-19,47.2376
2020-12-20,47.2376
2020-12-21,43.6132
2020-12-22,44.0587
2020-12-23,43.713
2020-12-24,44.8179
2020-12-25,44.8179
2020-12-26,44.8179
2020-12-27,44.8179
2020-12-28,45.7703
2020-12-29,45.4533
2020-12-30,45.995
2020-12-31,48.8763
2021-01-01,48.8763
2021-01-02,48.8763
2021-01-03,48.8763
2021-01-04,46.9854
2021-01-05,45.1525
2021-01-06,46.8151
2021-01-07,42.0878
2021-01-08,41.5263
2021-01-09,41.5263
2021-01-10,41.5263
2021-01-11,39.8133
2021-01-12,39.7599
2021-01-13,41.1311
2021-01-14,40.2069
2021-01-15,44.0007
2021-01-16,44.0007
2021-01-17,44.0007
2021-01-18,44.0007
2021-01-19,44.0775
2021-01-20,44.0933
2021-01-21,43.2806
2021-01-22,42.8213
2021-01-23,42.8213
2021-01-24,42.8213
2021-01-25,45.0821
2021-01-26,45.9177
2021-01-27,45.7483
2021-01-28,42.6798
2021-01-29,43.4267
2021-01-30,43.4267
2021-01-31,43.4267
2021-02-01,42.9554
2021-02-02,42.9737
2021-02-03,40.795
2021-02-04,43.9535
2021-02-05,44.4321
2021-02-06,44.4321
2021-02-07,44.4321
2021-02-08,44.4866
2021-02-09,45.4459
2021-02-10,49.3624
2021-02-11,48.077
2021-02-12,48.0943
2021-02-13,48.0943
2021-02-14,48.0943
2021-02-15,48.0943
2021-02-16,48.2367
2021-02-17,50.519
2021-02-18,52.6138
2021-02-19,53.4206
2021-02-20,53.4206
2021-02-21,53.4206
2021-02-22,46.5471
2021-02-23,46.9217
2021-02-24,45.4831
2021-02-25,44.8314
2021-02-26,39.9585
2021-02-27,39.9585
2021-02-28,39.9585
2021-03-01,42.0118
2021-03-02,44.5747
2021-03-03,46.5589
2021-03-04,47.2849
2021-03-05,51.538
2021-03-06,51.538
2021-03-07,51.538
2021-03-08,51.4311
2021-03-09,48.0429
2021-03-10,50.2115
2021-03-11,48.8764
2021-03-12,51.1036
2021-03-13,51.1036
2021-03-14,51.1036
2021-03-15,53.5116
2021-03-16,54.3137
2021-03-17,52.2203
2021-03-18,53.7025
2021-03-19,54.4467
2021-03-20,54.4467
2021-03-21,54.4467
2021-03-22,53.5718
2021-03-23,54.4528
2021-03-24,56.6722
2021-03-25,58.2233
2021-03-26,58.4236
2021-03-27,58.4236
2021-03-28,58.4236
2021-03-29,60.3998
2021-03-30,60.4481
2021-03-31,60.3719
2021-04-01,59.1947
2021-04-02,59.1947
2021-04-03,59.1947
2021-04-04,59.1947
2021-04-05,59.7011
2021-04-06,58.9837
2021-04-07,58.9227
2021-04-08,59.0542
2021-04-09,60.2392
2021-04-10,60.2392
2021-04-11,60.2392
2021-04-12,60.5744
2021-04-13,59.9606
2021-04-14,61.5146
2021-04-15,63.205
2021-04-16,63.8943
2021-04-17,63.8943
2021-04-18,63.8943
2021-04-19,63.9223
2021-04-20,67.5028
2021-04-21,64.6083
2021-04-22,64.6214
2021-04-23,64.4981
2021-04-24,64.4981
2021-04-25,64.4981
2021-04-26,62.1909
2021-04-27,59.9943
2021-04-28,57.3363
2021-04-29,60.2396
2021-04-30,62.2337
2021-05-01,62.2337
2021-05-02,62.2337
2021-05-03,62.5096
2021-05-04,61.9478
2021-05-05,59.5932
2021-05-06,60.8313
2021-05-07,60.0192
2021-05-08,60.0192
2021-05-09,60.0192
2021-05-10,60.8079
2021-05-11,55.8883
2021-05-12,51.8267
2021-05-13,54.1046
2021-05-14,53.8143
2021-05-15,53.8143
2021-05-16,53.8143
2021-05-17,50.1921
2021-05-18,51.2879
2021-05-19,49.448
2021-05-20,49.8276
2021-05-21,50.7175
2021-05-22,50.7175
2021-05-23,50.7175
2021-05-24,51.1793
2021-05-25,50.903
2021-05-26,51.5409
2021-05-27,52.5837
2021-05-28,52.6033
2021-05-29,52.6033
2021-05-30,52.6033
2021-05-31,52.6033
2021-06-01,53.1426
2021-06-02,55.1564
2021-06-03,56.508
2021-06-04,55.3573
2021-06-05,55.3573
2021-06-06,55.3573
2021-06-07,55.861
2021-06-08,54.2064
2021-06-09,55.9148
2021-06-10,56.0528
2021-06-11,57.1823
2021-06-12,57.1823
2021-06-13,57.1823
2021-06-14,55.3993
2021-06-15,55.0391
2021-06-16,54.0268
2021-06-17,53.3244
2021-06-18,47.5878
2021-06-19,47.5878
2021-06-20,47.5878
2021-06-21,50.2421
2021-06-22,48.8521
2021-06-23,46.6077
2021-06-24,46.8698
2021-06-25,50.2455
2021-06-26,50.2455
2021-06-27,50.2455
2021-06-28,49.8443
2021-06-29,45.0114
2021-06-30,44.4399
2021-07-01,46.4785
2021-07-02,46.7803
2021-07-03,46.7803
2021-07-04,46.7803
2021-07-05,46.7803
2021-07-06,46.7174
2021-07-07,48.7833
2021-07-08,48.1397
2021-07-09,50.1796
2021-07-10,50.1796
2021-07-11,50.1796
2021-07-12,52.2134
2021-07-13,50.7073
2021-07-14,52.1572
2021-07-15,55.0406
2021-07-16,55.8838
2021-07-17,55.8838
2021-07-18,55.8838
2021-07-19,50.5377
2021-07-20,51.6656
2021-07-21,49.0107
2021-07-22,47.8016
2021-07-23,51.5527
2021-07-24,51.5527
2021-07-25,51.5527
2021-07-26,51.6931
2021-07-27,54.7555
2021-07-28,53.1024
2021-07-29,52.7509
2021-07-30,49.3707
2021-07-31,49.3707
2021-08-01,49.3707
2021-08-02,51.288
2021-08-03,51.5676
2021-08-04,50.941
2021-08-05,54.71
2021-08-06,53.7751
2021-08-07,53.7751
2021-08-08,53.7751
2021-08-09,54.2183
2021-08-10,53.6858
2021-08-11,54.1917
2021-08-12,52.8307
2021-08-13,54.6894
2021-08-14,54.6894
2021-08-15,54.6894
2021-08-16,53.7162
2021-08-17,53.4212
2021-08-18,48.8847
2021-08-19,48.1297
2021-08-20,49.8684
2021-08-21,49.8684
2021-08-22,49.8684
2021-08-23,47.7834
2021-08-24,48.487
2021-08-25,47.108
2021-08-26,45.4319
2021-08-27,47.1077
2021-08-28,47.1077
2021-08-29,47.1077
2021-08-30,47.3291
2021-08-31,47.4303
2021-09-01,49.2948
2021-09-02,49.4202
2021-09-03,47.4769
2021-09-04,47.4769
2021-09-05,47.4769
2021-09-06,47.4769
2021-09-07,44.3851
2021-09-08,48.2529
2021-09-09,45.1339
2021-09-10,39.5702
2021-09-11,39.5702
2021-09-12,39.5702
2021-09-13,38.0832
2021-09-14,36.7166
2021-09-15,34.2844
2021-09-16,34.8039
2021-09-17,33.8758
2021-09-18,33.8758
2021-09-19,33.8758
2021-09-20,33.9845
2021-09-21,33.4862
2021-09-22,33.4427
2021-09-23,32.5393
2021-09-24,32.8118
2021-09-25,32.8118
2021-09-26,32.8118
2021-09-27,31.8648
2021-09-28,30.5945
2021-09-29,37.0682
2021-09-30,35.9586
2021-10-01,37.5387
2021-10-02,37.5387
2021-10-03,37.5387
2021-10-04,42.0525
2021-10-05,41.1148
2021-10-06,41.4897
2021-10-07,40.7735
2021-10-08,41.2976
2021-10-09,41.2976
2021-10-10,41.2976
2021-10-11,39.7511
2021-10-12,39.517
2021-10-13,47.4481
2021-10-14,51.0371
2021-10-15,49.1608
2021-10-16,49.1608
2021-10-17,49.1608
2021-10-18,45.6514
2021-10-19,49.1681
2021-10-20,52.121
2021-10-21,50.1545
2021-10-22,51.2046
2021-10-23,51.2046
2021-10-24,51.2046
2021-10-25,51.4913
2021-10-26,51.1609
2021-10-27,47.0293
2021-10-28,49.126
2021-10-29,47.7691
2021-10-30,47.7691
2021-10-31,47.7691
2021-11-01,49.4934
2021-11-02,50.8614
2021-11-03,50.0573
2021-11-04,50.565
2021-11-05,51.2485
2021-11-06,51.2485
2021-11-07,51.2485
2021-11-08,49.2524
2021-11-09,49.5909
2021-11-10,51.4247
2021-11-11,52.7628
2021-11-12,53.9987
2021-11-13,53.9987
2021-11-14,53.9987
2021-11-15,55.4246
2021-11-16,51.9239
2021-11-17,50.476
2021-11-18,48.087
2021-11-19,52.3918
2021-11-20,52.3918
2021-11-21,52.3918
2021-11-22,53.6421
2021-11-23,53.0219
2021-11-24,52.3952
2021-11-25,52.3952
2021-11-26,50.509
2021-11-27,50.509
2021-11-28,50.509
2021-11-29,51.319
2021-11-30,45.0054
2021-12-01,43.5867
2021-12-02,46.0573
2021-12-03,49.8388
2021-12-04,49.8388
2021-12-05,49.8388
2021-12-06,52.8009
2021-12-07,53.308
2021-12-08,52.4518
2021-12-09,53.7913
2021-12-10,54.6139
2021-12-11,54.6139
2021-12-12,54.6139
2021-12-13,57.1076
2021-12-14,56.6873
2021-12-15,58.751
2021-12-16,61.2816
2021-12-17,58.2129
2021-12-18,58.2129
2021-12-19,58.2129
2021-12-20,58.913
2021-12-21,59.0974
2021-12-22,62.6446
2021-12-23,63.3976
2021-12-24,63.3976
2021-12-25,63.3976
2021-12-26,63.3976
2021-12-27,64.9895
2021-12-28,63.6334
2021-12-29,65.298
2021-12-30,64.5556
2021-12-31,64.8957
2022-01-01,64.8957
2022-01-02,64.8957
2022-01-03,65.1917
2022-01-04,66.7047
2022-01-05,67.107
2022-01-06,65.12
2022-01-07,63.9865
2022-01-08,63.9865
2022-01-09,63.9865
2022-01-10,63.6522
2022-01-11,62.4232
2022-01-12,61.3658
2022-01-13,63.9368
2022-01-14,64.0198
2022-01-15,64.0198
2022-01-16,64.0198
2022-01-17,64.0198
2022-01-18,62.4337
2022-01-19,62.2592
2022-01-20,61.4469
2022-01-21,60.3523
2022-01-22,60.3523
2022-01-23,60.3523
2022-01-24,55.0017
2022-01-25,57.734
2022-01-26,57.1284
2022-01-27,59.0693
2022-01-28,61.0482
2022-01-29,61.0482
2022-01-30,61.0482
2022-01-31,62.6673
2022-02-01,60.4654
2022-02-02,61.23
2022-02-03,61.206
2022-02-04,58.7742
2022-02-05,58.7742
2022-02-06,58.7742
2022-02-07,59.071
2022-02-08,60.111
2022-02-09,63.5761
2022-02-10,57.0548
2022-02-11,58.172
2022-02-12,58.172
2022-02-13,58.172
2022-02-14,56.7085
2022-02-15,55.7754
2022-02-16,56.6928
2022-02-17,58.6847
2022-02-18,57.3317
2022-02-19,57.3317
2022-02-20,57.3317
2022-02-21,57.3317
2022-02-22,57.6898
2022-02-23,55.775
2022-02-24,54.4009
2022-02-25,61.1203
2022-02-26,61.1203
2022-02-27,61.1203
2022-02-28,62.0793
2022-03-01,62.2398
2022-03-02,63.8372
2022-03-03,66.9455
2022-03-04,69.4623
2022-03-05,69.4623
2022-03-06,69.4623
2022-03-07,69.1459
2022-03-08,63.5623
2022-03-09,61.1737
2022-03-10,62.5001
2022-03-11,63.0297
2022-03-12,63.0297
2022-03-13,63.0297
2022-03-14,61.2788
2022-03-15,62.7974
2022-03-16,63.085
2022-03-17,63.232
2022-03-18,59.6678
2022-03-19,59.6678
2022-03-20,59.6678
2022-03-21,62.7971
2022-03-22,60.7008
2022-03-23,60.8884
2022-03-24,62.5644
2022-03-25,65.7466
2022-03-26,65.7466
2022-03-27,65.7466
2022-03-28,64.2983
2022-03-29,65.783
2022-03-30,66.9984
2022-03-31,65.226
2022-04-01,67.1853
2022-04-02,67.1853
2022-04-03,67.1853
2022-04-04,62.9254
2022-04-05,64.0361
2022-04-06,65.8696
2022-04-07,63.6739
2022-04-08,64.5471
2022-04-09,64.5471
2022-04-10,64.5471
2022-04-11,62.3579
2022-04-12,61.7978
2022-04-13,61.247
2022-04-14,60.9473
2022-04-15,60.9473
2022-04-16,60.9473
2022-04-17,60.9473
2022-04-18,60.6786
2022-04-19,61.9314
2022-04-20,64.3511
2022-04-21,61.3822
2022-04-22,57.0077
2022-04-23,57.0077
2022-04-24,57.0077
2022-04-25,55.3489
2022-04-26,54.2868
2022-04-27,52.6936
2022-04-28,53.7572
2022-04-29,48.6161
2022-04-30,48.6161
2022-05-01,48.6161
2022-05-02,46.408
2022-05-03,47.682
2022-05-04,51.4729
2022-05-05,51.09
2022-05-06,50.8869
2022-05-07,50.8869
2022-05-08,50.8869
2022-05-09,49.057
2022-05-10,48.321
2022-05-11,47.6245
2022-05-12,46.8686
2022-05-13,48.263
2022-05-14,48.263
2022-05-15,48.263
2022-05-16,48.584
2022-05-17,49.5392
2022-05-18,46.6519
2022-05-19,45.9519
2022-05-20,47.6714
2022-05-21,47.6714
2022-05-22,47.6714
2022-05-23,50.8279
2022-05-24,54.2479
2022-05-25,54.0666
2022-05-26,55.2208
2022-05-27,56.463
2022-05-28,56.463
2022-05-29,56.463
2022-05-30,56.463
2022-05-31,54.166
2022-06-01,54.3394
2022-06-02,54.5911
2022-06-03,53.7082
2022-06-04,53.7082
2022-06-05,53.7082
2022-06-06,54.7133
2022-06-07,55.738
2022-06-08,51.743
2022-06-09,48.0811
2022-06-10,46.608
2022-06-11,46.608
2022-06-12,46.608
2022-06-13,40.165
2022-06-14,38.532
2022-06-15,39.4843
2022-06-16,37.8201
2022-06-17,36.6866
2022-06-18,36.6866
2022-06-19,36.6866
2022-06-20,36.6866
2022-06-21,40.0891
2022-06-22,40.4103
2022-06-23,42.7173
2022-06-24,46.1553
2022-06-25,46.1553
2022-06-26,46.1553
2022-06-27,48.356
2022-06-28,48.221
2022-06-29,48.5922
2022-06-30,50.3595
2022-07-01,54.4745
2022-07-02,54.4745
2022-07-03,54.4745
2022-07-04,54.4745
2022-07-05,48.3081
2022-07-06,51.3096
2022-07-07,50.4724
2022-07-08,50.1008
2022-07-09,50.1008
2022-07-10,50.1008
2022-07-11,50.1924
2022-07-12,49.8275
2022-07-13,48.7815
2022-07-14,48.5623
2022-07-15,49.986
2022-07-16,49.986
2022-07-17,49.986
2022-07-18,49.986
2022-07-19,52.2517
2022-07-20,49.6296
2022-07-21,50.953
2022-07-22,51.9885
2022-07-23,51.9885
2022-07-24,51.9885
2022-07-25,53.945
2022-07-26,55.8834
2022-07-27,56.1927
2022-07-28,60.3179
2022-07-29,61.8934
2022-07-30,61.8934
2022-07-31,61.8934
2022-08-01,61.5127
2022-08-02,59.6662
2022-08-03,58.2793
2022-08-04,52.9249
2022-08-05,50.2398
2022-08-06,50.2398
2022-08-07,50.2398
2022-08-08,51.1776
2022-08-09,52.0725
2022-08-10,50.9223
2022-08-11,52.0054
2022-08-12,54.2012
2022-08-13,54.2012
2022-08-14,54.2012
2022-08-15,54.7619
2022-08-16,55.008
2022-08-17,55.1143
2022-08-18,55.6832
2022-08-19,56.5161
2022-08-20,56.5161
2022-08-21,56.5161
2022-08-22,53.3533
2022-08-23,53.4547
2022-08-24,54.1906
2022-08-25,55.444
2022-08-26,52.6868
2022-08-27,52.6868
2022-08-28,52.6868
2022-08-29,53.2465
2022-08-30,50.0516
2022-08-31,48.4165
2022-09-01,50.6406
2022-09-02,50.2722
2022-09-03,50.2722
2022-09-04,50.2722
2022-09-05,50.2722
2022-09-06,49.7191
2022-09-07,54.8975
2022-09-08,55.3276
2022-09-09,55.5258
2022-09-10,55.5258
2022-09-11,55.5258
2022-09-12,57.4104
2022-09-13,52.3453
2022-09-14,53.1629
2022-09-15,48.7458
2022-09-16,48.5879
2022-09-17,48.5879
2022-09-18,48.5879
2022-09-19,50.4152
2022-09-20,47.925
2022-09-21,46.6971
2022-09-22,47.7977
2022-09-23,45.309
2022-09-24,45.309
2022-09-25,45.309
2022-09-26,42.3203
2022-09-27,40.449
2022-09-28,42.8821
2022-09-29,38.1238
2022-09-30,35.52
2022-10-01,35.52
2022-10-02,35.52
2022-10-03,40.2662
2022-10-04,42.2156
2022-10-05,39.9972
2022-10-06,37.1034
2022-10-07,35.9457
2022-10-08,35.9457
2022-10-09,35.9457
2022-10-10,36.6512
2022-10-11,39.8941
2022-10-12,37.3853
2022-10-13,40.292
2022-10-14,37.5464
2022-10-15,37.5464
2022-10-16,37.5464
2022-10-17,39.482
2022-10-18,42.0724
2022-10-19,42.4212
2022-10-20,40.7328
2022-10-21,42.7244
2022-10-22,42.7244
2022-10-23,42.7244
2022-10-24,42.372
2022-10-25,44.7534
2022-10-26,44.873
2022-10-27,46.3979
2022-10-28,49.1694
2022-10-29,49.1694
2022-10-30,49.1694
2022-10-31,48.5682
2022-11-01,48.263
2022-11-02,47.4695
2022-11-03,46.5783
2022-11-04,48.1811
2022-11-05,48.1811
2022-11-06,48.1811
2022-11-07,45.9058
2022-11-08,46.7518
2022-11-09,45.128
2022-11-10,54.5984
2022-11-11,53.3755
2022-11-12,53.3755
2022-11-13,53.3755
2022-11-14,53.1978
2022-11-15,54.2321
2022-11-16,54.9385
2022-11-17,53.5839
2022-11-18,57.3003
2022-11-19,57.3003
2022-11-20,57.3003
2022-11-21,57.9627
2022-11-22,59.4742
2022-11-23,60.3908
2022-11-24,60.3908
2022-11-25,61.5087
2022-11-26,61.5087
2022-11-27,61.5087
2022-11-28,60.0606
2022-11-29,60.5629
2022-11-30,61.9188
2022-12-01,58.3157
2022-12-02,57.1106
2022-12-03,57.1106
2022-12-04,57.1106
2022-12-05,56.2498
2022-12-06,57.7794
2022-12-07,57.7397
2022-12-08,57.8295
2022-12-09,58.0039
2022-12-10,58.0039
2022-12-11,58.0039
2022-12-12,59.364
2022-12-13,58.6694
2022-12-14,58.3837
2022-12-15,56.1794
2022-12-16,53.2427
2022-12-17,53.2427
2022-12-18,53.2427
2022-12-19,51.5231
2022-12-20,50.9817
2022-12-21,52.8685
2022-12-22,52.1127
2022-12-23,53.452
2022-12-24,53.452
2022-12-25,53.452
2022-12-26,53.452
2022-12-27,54.0484
2022-12-28,53.2978
2022-12-29,52.441
2022-12-30,49.0384
2022-12-31,49.0384
2023-01-01,49.0384
2023-01-02,49.0384
2023-01-03,47.883
2023-01-04,48.9415
2023-01-05,45.0174
2023-01-06,49.9651
2023-01-07,49.9651
2023-01-08,49.9651
2023-01-09,51.5188
2023-01-10,52.1411
2023-01-11,54.9888
2023-01-12,54.5055
2023-01-13,52.2786
2023-01-14,52.2786
2023-01-15,52.2786
2023-01-16,52.2786
2023-01-17,51.2355
2023-01-18,48.2954
2023-01-19,48.8428
2023-01-20,50.0922
2023-01-21,50.0922
2023-01-22,50.0922
2023-01-23,50.766
2023-01-24,52.464
2023-01-25,52.831
2023-01-26,53.2685
2023-01-27,53.8802
2023-01-28,53.8802
2023-01-29,53.8802
2023-01-30,53.236
2023-01-31,55.8495
2023-02-01,57.5937
2023-02-02,58.2852
2023-02-03,54.5417
2023-02-04,54.5417
2023-02-05,54.5417
2023-02-06,55.1104
2023-02-07,53.9619
2023-02-08,53.2637
2023-02-09,50.4855
2023-02-10,52.759
2023-02-11,52.759
2023-02-12,52.759
2023-02-13,53.5084
2023-02-14,51.9258
2023-02-15,53.4859
2023-02-16,52.7357
2023-02-17,54.681
2023-02-18,54.681
2023-02-19,54.681
2023-02-20,54.681
2023-02-21,52.9966
2023-02-22,52.3514
2023-02-23,53.0864
2023-02-24,52.4302
2023-02-25,52.4302
2023-02-26,52.4302
2023-02-27,51.0433
2023-02-28,47.8252
2023-03-01,44.6616
2023-03-02,46.2023
2023-03-03,48.1514
2023-03-04,48.1514
2023-03-05,48.1514
2023-03-06,49.1806
2023-03-07,46.0741
2023-03-08,47.915
2023-03-09,45.4085
2023-03-10,43.6679
2023-03-11,43.6679
2023-03-12,43.6679
2023-03-13,45.8165
2023-03-14,48.0889
2023-03-15,50.5317
2023-03-16,51.2991
2023-03-17,51.7828
2023-03-18,51.7828
2023-03-19,51.7828
2023-03-20,52.0502
2023-03-21,45.6176
