,VMW US Equity
,RSI_30D
2020-01-01,50.1421
2020-01-02,53.2339
2020-01-03,51.8347
2020-01-04,51.8347
2020-01-05,51.8347
2020-01-06,51.867
2020-01-07,48.7222
2020-01-08,49.7474
2020-01-09,49.9613
2020-01-10,48.3192
2020-01-11,48.3192
2020-01-12,48.3192
2020-01-13,50.1883
2020-01-14,50.2669
2020-01-15,48.1277
2020-01-16,50.409
2020-01-17,49.6675
2020-01-18,49.6675
2020-01-19,49.6675
2020-01-20,49.6675
2020-01-21,47.3681
2020-01-22,48.5451
2020-01-23,51.2917
2020-01-24,49.16
2020-01-25,49.16
2020-01-26,49.16
2020-01-27,44.9121
2020-01-28,47.9913
2020-01-29,47.6747
2020-01-30,50.0287
2020-01-31,47.5499
2020-02-01,47.5499
2020-02-02,47.5499
2020-02-03,48.5972
2020-02-04,51.9671
2020-02-05,50.3399
2020-02-06,54.6202
2020-02-07,53.63
2020-02-08,53.63
2020-02-09,53.63
2020-02-10,54.7342
2020-02-11,53.3541
2020-02-12,55.2176
2020-02-13,55.314
2020-02-14,57.2272
2020-02-15,57.2272
2020-02-16,57.2272
2020-02-17,57.2272
2020-02-18,55.9399
2020-02-19,57.2812
2020-02-20,57.1624
2020-02-21,55.0458
2020-02-22,55.0458
2020-02-23,55.0458
2020-02-24,48.5209
2020-02-25,45.3591
2020-02-26,43.6079
2020-02-27,38.7774
2020-02-28,32.3036
2020-02-29,32.3036
2020-03-01,32.3036
2020-03-02,33.2346
2020-03-03,32.7948
2020-03-04,36.5558
2020-03-05,35.0522
2020-03-06,33.232
2020-03-07,33.232
2020-03-08,33.232
2020-03-09,30.5762
2020-03-10,33.7089
2020-03-11,31.1181
2020-03-12,28.7369
2020-03-13,35.0559
2020-03-14,35.0559
2020-03-15,35.0559
2020-03-16,31.6048
2020-03-17,31.5778
2020-03-18,30.8092
2020-03-19,34.9642
2020-03-20,37.9338
2020-03-21,37.9338
2020-03-22,37.9338
2020-03-23,37.9444
