,XEL US Equity
,RSI_30D
2020-01-01,51.9291
2020-01-02,47.5567
2020-01-03,48.7629
2020-01-04,48.7629
2020-01-05,48.7629
2020-01-06,48.4173
2020-01-07,47.9099
2020-01-08,47.6714
2020-01-09,48.2927
2020-01-10,48.7425
2020-01-11,48.7425
2020-01-12,48.7425
2020-01-13,51.9017
2020-01-14,52.3182
2020-01-15,56.238
2020-01-16,58.2274
2020-01-17,59.387
2020-01-18,59.387
2020-01-19,59.387
2020-01-20,59.387
2020-01-21,61.4388
2020-01-22,62.0991
2020-01-23,64.1837
2020-01-24,64.9637
2020-01-25,64.9637
2020-01-26,64.9637
2020-01-27,63.6362
2020-01-28,64.5358
2020-01-29,65.1308
2020-01-30,68.7628
2020-01-31,69.8068
2020-02-01,69.8068
2020-02-02,69.8068
2020-02-03,70.4251
2020-02-04,69.5748
2020-02-05,69.5748
2020-02-06,69.5748
2020-02-07,66.0997
2020-02-08,66.0997
2020-02-09,66.0997
2020-02-10,67.1079
2020-02-11,66.5231
2020-02-12,66.733
2020-02-13,69.0022
2020-02-14,70.1744
2020-02-15,70.1744
2020-02-16,70.1744
2020-02-17,70.1744
2020-02-18,72.3842
2020-02-19,70.1731
2020-02-20,69.4612
2020-02-21,69.8566
2020-02-22,69.8566
2020-02-23,69.8566
2020-02-24,67.158
2020-02-25,59.1244
2020-02-26,56.8705
2020-02-27,44.3718
2020-02-28,38.1089
2020-02-29,38.1089
2020-03-01,38.1089
2020-03-02,48.633
2020-03-03,48.2505
2020-03-04,56.051
2020-03-05,56.1489
2020-03-06,57.8965
2020-03-07,57.8965
2020-03-08,57.8965
2020-03-09,52.6838
2020-03-10,53.6824
2020-03-11,50.0339
2020-03-12,41.1427
2020-03-13,50.9543
2020-03-14,50.9543
2020-03-15,50.9543
2020-03-16,40.3282
2020-03-17,48.8736
2020-03-18,45.2419
2020-03-19,42.1645
2020-03-20,36.5624
2020-03-21,36.5624
2020-03-22,36.5624
2020-03-23,36.1373
2020-03-24,40.7213
2020-03-25,42.3079
2020-03-26,44.7163
2020-03-27,45.5728
2020-03-28,45.5728
2020-03-29,45.5728
2020-03-30,49.1634
2020-03-31,47.2409
2020-04-01,45.4355
2020-04-02,47.6184
2020-04-03,45.5558
2020-04-04,45.5558
2020-04-05,45.5558
2020-04-06,48.5203
2020-04-07,46.9761
2020-04-08,50.0348
2020-04-09,52.7741
2020-04-10,52.7741
2020-04-11,52.7741
2020-04-12,52.7741
2020-04-13,50.611
2020-04-14,52.6052
2020-04-15,51.0043
2020-04-16,51.7444
2020-04-17,53.2069
2020-04-18,53.2069
2020-04-19,53.2069
2020-04-20,50.8572
2020-04-21,50.0889
2020-04-22,51.6249
2020-04-23,50.8285
2020-04-24,50.9866
2020-04-25,50.9866
2020-04-26,50.9866
2020-04-27,51.7469
2020-04-28,52.3416
2020-04-29,51.3226
2020-04-30,49.9206
2020-05-01,48.6719
2020-05-02,48.6719
2020-05-03,48.6719
2020-05-04,48.8732
2020-05-05,49.7328
2020-05-06,47.8022
2020-05-07,46.6535
2020-05-08,47.0194
2020-05-09,47.0194
2020-05-10,47.0194
2020-05-11,46.8485
2020-05-12,45.5726
2020-05-13,44.8838
2020-05-14,45.0486
2020-05-15,44.7421
2020-05-16,44.7421
2020-05-17,44.7421
2020-05-18,47.4158
2020-05-19,46.9646
2020-05-20,47.6241
2020-05-21,47.513
2020-05-22,47.7903
2020-05-23,47.7903
2020-05-24,47.7903
2020-05-25,47.7903
2020-05-26,48.6701
2020-05-27,49.5245
2020-05-28,52.3186
2020-05-29,53.5096
2020-05-30,53.5096
2020-05-31,53.5096
2020-06-01,54.3424
2020-06-02,54.7153
2020-06-03,55.5948
2020-06-04,53.0511
2020-06-05,53.3349
2020-06-06,53.3349
2020-06-07,53.3349
2020-06-08,55.3849
2020-06-09,54.5344
2020-06-10,55.2212
2020-06-11,52.5102
2020-06-12,51.098
2020-06-13,51.098
2020-06-14,51.098
2020-06-15,50.8998
2020-06-16,51.2214
2020-06-17,51.436
2020-06-18,52.3328
2020-06-19,51.5388
2020-06-20,51.5388
2020-06-21,51.5388
2020-06-22,53.213
2020-06-23,51.6583
2020-06-24,50.842
2020-06-25,49.6019
2020-06-26,48.6729
2020-06-27,48.6729
2020-06-28,48.6729
2020-06-29,48.9244
2020-06-30,48.9934
2020-07-01,51.8281
2020-07-02,51.6783
2020-07-03,51.6783
2020-07-04,51.6783
2020-07-05,51.6783
2020-07-06,50.7495
2020-07-07,50.7847
2020-07-08,51.092
2020-07-09,50.0834
2020-07-10,51.0824
2020-07-11,51.0824
2020-07-12,51.0824
2020-07-13,51.8349
2020-07-14,52.719
2020-07-15,51.7982
2020-07-16,53.3128
2020-07-17,55.8558
2020-07-18,55.8558
2020-07-19,55.8558
2020-07-20,54.8839
2020-07-21,55.3768
2020-07-22,59.0769
2020-07-23,58.8199
2020-07-24,57.8964
2020-07-25,57.8964
2020-07-26,57.8964
2020-07-27,57.0177
2020-07-28,58.5309
2020-07-29,59.1537
2020-07-30,59.6241
2020-07-31,59.6952
2020-08-01,59.6952
2020-08-02,59.6952
2020-08-03,58.9432
2020-08-04,61.0635
2020-08-05,60.6756
2020-08-06,61.2396
2020-08-07,64.9925
2020-08-08,64.9925
2020-08-09,64.9925
2020-08-10,65.1639
2020-08-11,59.8471
2020-08-12,61.4649
2020-08-13,60.9358
2020-08-14,59.4791
2020-08-15,59.4791
2020-08-16,59.4791
2020-08-17,58.0947
2020-08-18,57.5716
2020-08-19,56.467
2020-08-20,54.9859
2020-08-21,56.2359
2020-08-22,56.2359
2020-08-23,56.2359
2020-08-24,57.8503
2020-08-25,54.132
2020-08-26,52.1108
2020-08-27,53.1871
2020-08-28,53.2306
2020-08-29,53.2306
2020-08-30,53.2306
2020-08-31,55.0142
2020-09-01,52.6839
2020-09-02,58.5716
2020-09-03,56.3938
2020-09-04,54.9152
2020-09-05,54.9152
2020-09-06,54.9152
2020-09-07,54.9152
2020-09-08,52.8449
2020-09-09,55.6575
2020-09-10,52.4641
2020-09-11,51.884
2020-09-12,51.884
2020-09-13,51.884
2020-09-14,54.0293
2020-09-15,55.6262
2020-09-16,56.5417
2020-09-17,51.2254
2020-09-18,48.3076
2020-09-19,48.3076
2020-09-20,48.3076
2020-09-21,47.8318
2020-09-22,48.2978
2020-09-23,47.0133
2020-09-24,48.835
2020-09-25,51.6306
2020-09-26,51.6306
2020-09-27,51.6306
2020-09-28,52.2906
2020-09-29,51.8618
2020-09-30,52.5781
2020-10-01,55.1681
2020-10-02,55.3522
2020-10-03,55.3522
2020-10-04,55.3522
2020-10-05,57.1545
2020-10-06,58.8552
2020-10-07,57.9806
2020-10-08,58.7209
2020-10-09,59.0761
2020-10-10,59.0761
2020-10-11,59.0761
2020-10-12,60.6691
2020-10-13,59.0491
2020-10-14,57.3872
2020-10-15,57.0042
2020-10-16,58.7691
2020-10-17,58.7691
2020-10-18,58.7691
2020-10-19,55.1434
2020-10-20,54.7551
2020-10-21,54.7551
2020-10-22,54.4474
2020-10-23,54.5794
2020-10-24,54.5794
2020-10-25,54.5794
2020-10-26,55.0734
2020-10-27,56.497
2020-10-28,51.0812
2020-10-29,52.1808
2020-10-30,50.4457
2020-10-31,50.4457
2020-11-01,50.4457
2020-11-02,54.3187
2020-11-03,56.7183
2020-11-04,56.0583
2020-11-05,58.0214
2020-11-06,56.9273
2020-11-07,56.9273
2020-11-08,56.9273
2020-11-09,57.1661
2020-11-10,57.7713
2020-11-11,59.6584
2020-11-12,57.1012
2020-11-13,57.7459
2020-11-14,57.7459
2020-11-15,57.7459
2020-11-16,59.0008
2020-11-17,53.5673
2020-11-18,48.806
2020-11-19,46.4977
2020-11-20,46.4187
2020-11-21,46.4187
