,ETN US Equity
2020-07-31,54.884
2020-08-01,54.884
2020-08-02,54.884
2020-08-03,56.4849
2020-08-04,56.224
2020-08-05,57.7742
2020-08-06,57.9292
2020-08-07,59.0722
2020-08-08,59.0722
2020-08-09,59.0722
2020-08-10,60.8334
2020-08-11,62.8353
2020-08-12,63.1334
2020-08-13,62.5821
2020-08-14,61.8092
2020-08-15,61.8092
2020-08-16,61.8092
2020-08-17,61.8183
2020-08-18,61.5322
2020-08-19,61.1777
2020-08-20,59.6173
2020-08-21,60.7652
2020-08-22,60.7652
2020-08-23,60.7652
2020-08-24,62.9906
2020-08-25,62.8939
2020-08-26,62.2025
2020-08-27,61.6847
2020-08-28,63.1387
2020-08-29,63.1387
2020-08-30,63.1387
2020-08-31,60.7699
2020-09-01,62.1553
2020-09-02,64.2564
2020-09-03,58.8545
2020-09-04,59.2995
2020-09-05,59.2995
2020-09-06,59.2995
2020-09-07,59.2995
2020-09-08,56.227
2020-09-09,58.4337
2020-09-10,56.2342
2020-09-11,57.834
2020-09-12,57.834
2020-09-13,57.834
2020-09-14,58.5152
2020-09-15,58.074
2020-09-16,59.6576
2020-09-17,60.2946
2020-09-18,57.8412
2020-09-19,57.8412
2020-09-20,57.8412
2020-09-21,49.9752
2020-09-22,52.1341
2020-09-23,51.5027
2020-09-24,52.48
2020-09-25,52.8304
2020-09-26,52.8304
2020-09-27,52.8304
2020-09-28,55.4398
2020-09-29,53.9354
2020-09-30,54.8639
2020-10-01,52.992
2020-10-02,55.2514
2020-10-03,55.2514
2020-10-04,55.2514
2020-10-05,57.7402
2020-10-06,56.8686
2020-10-07,59.3216
2020-10-08,59.8207
2020-10-09,59.8688
2020-10-10,59.8688
2020-10-11,59.8688
2020-10-12,60.5329
2020-10-13,59.6173
2020-10-14,60.2194
2020-10-15,60.6717
2020-10-16,61.3231
2020-10-17,61.3231
2020-10-18,61.3231
2020-10-19,59.1203
2020-10-20,60.0415
2020-10-21,59.2935
2020-10-22,61.0401
2020-10-23,60.9218
2020-10-24,60.9218
2020-10-25,60.9218
2020-10-26,57.0185
2020-10-27,54.0221
2020-10-28,49.8114
2020-10-29,52.1795
2020-10-30,51.6124
2020-10-31,51.6124
2020-11-01,51.6124
2020-11-02,55.7226
2020-11-03,59.6298
2020-11-04,53.0087
2020-11-05,57.2927
2020-11-06,57.4226
2020-11-07,57.4226
2020-11-08,57.4226
2020-11-09,60.3639
2020-11-10,61.423
2020-11-11,60.4523
2020-11-12,59.5284
2020-11-13,60.47
2020-11-14,60.47
2020-11-15,60.47
2020-11-16,62.8815
2020-11-17,61.0744
2020-11-18,61.617
2020-11-19,62.7007
2020-11-20,61.7528
2020-11-21,61.7528
2020-11-22,61.7528
2020-11-23,63.9897
2020-11-24,66.1319
2020-11-25,64.7199
2020-11-26,64.7199
2020-11-27,64.3312
2020-11-28,64.3312
2020-11-29,64.3312
2020-11-30,63.2604
2020-12-01,62.7001
2020-12-02,60.3013
2020-12-03,57.5014
2020-12-04,59.3642
2020-12-05,59.3642
2020-12-06,59.3642
2020-12-07,57.59
2020-12-08,58.0105
2020-12-09,58.0386
2020-12-10,54.5904
2020-12-11,55.0442
2020-12-12,55.0442
2020-12-13,55.0442
2020-12-14,52.9051
2020-12-15,55.6408
2020-12-16,54.2287
2020-12-17,54.1315
2020-12-18,54.9561
2020-12-19,54.9561
2020-12-20,54.9561
2020-12-21,55.8906
2020-12-22,55.4018
2020-12-23,55.8445
2020-12-24,56.9759
2020-12-25,56.9759
2020-12-26,56.9759
2020-12-27,56.9759
2020-12-28,56.4769
2020-12-29,55.6699
2020-12-30,58.0401
2020-12-31,58.9317
2021-01-01,58.9317
2021-01-02,58.9317
2021-01-03,58.9317
2021-01-04,56.8633
2021-01-05,58.2378
2021-01-06,64.2594
2021-01-07,66.3189
2021-01-08,63.1668
2021-01-09,63.1668
2021-01-10,63.1668
2021-01-11,63.2323
2021-01-12,64.3622
2021-01-13,60.2927
2021-01-14,59.2478
2021-01-15,57.3603
2021-01-16,57.3603
2021-01-17,57.3603
2021-01-18,57.3603
2021-01-19,59.5048
2021-01-20,59.9342
2021-01-21,58.7921
2021-01-22,57.8529
2021-01-23,57.8529
2021-01-24,57.8529
2021-01-25,54.4951
2021-01-26,53.174
2021-01-27,46.7858
2021-01-28,50.3829
2021-01-29,49.7841
2021-01-30,49.7841
2021-01-31,49.7841
2021-02-01,53.5047
2021-02-02,52.3552
2021-02-03,51.4201
2021-02-04,52.3973
2021-02-05,53.7449
2021-02-06,53.7449
2021-02-07,53.7449
2021-02-08,51.8784
2021-02-09,51.4592
2021-02-10,53.3874
2021-02-11,55.0802
2021-02-12,55.5052
2021-02-13,55.5052
2021-02-14,55.5052
2021-02-15,55.5052
2021-02-16,56.4709
2021-02-17,56.4996
2021-02-18,56.6574
2021-02-19,59.1576
2021-02-20,59.1576
2021-02-21,59.1576
2021-02-22,61.8201
2021-02-23,61.8285
2021-02-24,63.3537
2021-02-25,59.9241
2021-02-26,59.9508
2021-02-27,59.9508
2021-02-28,59.9508
2021-03-01,63.3599
2021-03-02,62.9901
2021-03-03,64.2376
2021-03-04,62.7235
2021-03-05,65.0438
2021-03-06,65.0438
2021-03-07,65.0438
2021-03-08,66.5459
2021-03-09,62.2406
2021-03-10,64.4765
2021-03-11,64.4239
2021-03-12,65.5579
2021-03-13,65.5579
2021-03-14,65.5579
2021-03-15,64.9232
2021-03-16,61.2934
2021-03-17,62.233
2021-03-18,60.8741
2021-03-19,56.3462
2021-03-20,56.3462
2021-03-21,56.3462
2021-03-22,57.752
2021-03-23,55.521
2021-03-24,56.8782
2021-03-25,58.0711
2021-03-26,60.4426
2021-03-27,60.4426
2021-03-28,60.4426
2021-03-29,60.2705
2021-03-30,61.1768
2021-03-31,59.4332
2021-04-01,60.4555
2021-04-02,60.4555
2021-04-03,60.4555
2021-04-04,60.4555
2021-04-05,62.7583
2021-04-06,61.1663
2021-04-07,60.2232
2021-04-08,59.6064
2021-04-09,60.0909
2021-04-10,60.0909
2021-04-11,60.0909
2021-04-12,60.833
2021-04-13,58.8257
2021-04-14,59.2366
2021-04-15,59.7653
2021-04-16,60.0998
2021-04-17,60.0998
2021-04-18,60.0998
2021-04-19,59.5582
2021-04-20,56.2692
2021-04-21,59.3241
2021-04-22,59.1699
2021-04-23,60.6791
2021-04-24,60.6791
2021-04-25,60.6791
2021-04-26,61.0585
2021-04-27,62.2089
2021-04-28,62.1156
2021-04-29,62.5899
2021-04-30,59.3132
2021-05-01,59.3132
2021-05-02,59.3132
2021-05-03,60.767
2021-05-04,61.0789
2021-05-05,61.8976
2021-05-06,62.8555
2021-05-07,63.9114
2021-05-08,63.9114
2021-05-09,63.9114
2021-05-10,63.7379
2021-05-11,60.898
2021-05-12,57.5882
2021-05-13,60.6704
2021-05-14,62.9602
2021-05-15,62.9602
2021-05-16,62.9602
2021-05-17,61.8087
2021-05-18,57.212
2021-05-19,55.0664
2021-05-20,56.012
2021-05-21,55.7331
2021-05-22,55.7331
2021-05-23,55.7331
2021-05-24,55.9713
2021-05-25,54.7665
2021-05-26,54.9719
2021-05-27,56.8894
2021-05-28,57.6541
2021-05-29,57.6541
2021-05-30,57.6541
2021-05-31,57.6541
2021-06-01,58.8441
2021-06-02,58.3224
2021-06-03,58.8531
2021-06-04,61.2253
2021-06-05,61.2253
2021-06-06,61.2253
2021-06-07,58.4563
2021-06-08,58.77
2021-06-09,57.5869
2021-06-10,58.0909
2021-06-11,57.7619
2021-06-12,57.7619
2021-06-13,57.7619
2021-06-14,56.661
2021-06-15,59.0329
2021-06-16,56.475
2021-06-17,50.715
2021-06-18,46.3347
2021-06-19,46.3347
2021-06-20,46.3347
2021-06-21,51.2363
2021-06-22,50.9687
2021-06-23,52.8837
2021-06-24,54.3317
2021-06-25,55.5179
2021-06-26,55.5179
2021-06-27,55.5179
2021-06-28,55.2467
2021-06-29,55.232
2021-06-30,57.2205
2021-07-01,59.4164
2021-07-02,60.7061
2021-07-03,60.7061
2021-07-04,60.7061
2021-07-05,60.7061
2021-07-06,58.0678
2021-07-07,60.6487
2021-07-08,58.2412
2021-07-09,61.2002
2021-07-10,61.2002
2021-07-11,61.2002
2021-07-12,62.5852
2021-07-13,61.0475
2021-07-14,60.0983
2021-07-15,60.5641
2021-07-16,58.8553
2021-07-17,58.8553
2021-07-18,58.8553
2021-07-19,53.9117
2021-07-20,58.8474
2021-07-21,60.232
2021-07-22,60.606
2021-07-23,61.2168
2021-07-24,61.2168
2021-07-25,61.2168
2021-07-26,60.2224
2021-07-27,60.3272
2021-07-28,59.3279
2021-07-29,61.5101
2021-07-30,61.8302
2021-07-31,61.8302
2021-08-01,61.8302
2021-08-02,59.482
2021-08-03,65.0456
2021-08-04,63.6438
2021-08-05,63.7181
2021-08-06,64.5262
2021-08-07,64.5262
2021-08-08,64.5262
2021-08-09,64.8601
2021-08-10,68.0206
2021-08-11,67.3416
2021-08-12,68.1085
2021-08-13,68.4467
2021-08-14,68.4467
2021-08-15,68.4467
2021-08-16,69.1168
2021-08-17,66.475
2021-08-18,65.7325
2021-08-19,66.1576
2021-08-20,66.6033
2021-08-21,66.6033
2021-08-22,66.6033
2021-08-23,67.7687
2021-08-24,68.2258
2021-08-25,68.906
2021-08-26,67.3597
2021-08-27,67.9463
2021-08-28,67.9463
2021-08-29,67.9463
2021-08-30,68.1055
2021-08-31,64.6879
2021-09-01,61.8918
2021-09-02,63.2985
2021-09-03,60.3749
2021-09-04,60.3749
2021-09-05,60.3749
2021-09-06,60.3749
2021-09-07,56.2584
2021-09-08,55.7595
2021-09-09,53.1356
2021-09-10,51.5716
2021-09-11,51.5716
2021-09-12,51.5716
2021-09-13,48.808
2021-09-14,46.4169
2021-09-15,51.6979
2021-09-16,50.1811
2021-09-17,48.1401
2021-09-18,48.1401
2021-09-19,48.1401
2021-09-20,46.9833
2021-09-21,44.9128
2021-09-22,47.2303
2021-09-23,49.1197
2021-09-24,46.917
2021-09-25,46.917
2021-09-26,46.917
2021-09-27,45.995
2021-09-28,44.7673
2021-09-29,44.22
2021-09-30,40.1568
2021-10-01,41.9346
2021-10-02,41.9346
2021-10-03,41.9346
2021-10-04,39.8421
2021-10-05,43.5334
2021-10-06,44.0721
2021-10-07,46.7246
2021-10-08,46.3558
2021-10-09,46.3558
2021-10-10,46.3558
2021-10-11,45.3276
2021-10-12,44.3707
2021-10-13,46.568
2021-10-14,53.2393
2021-10-15,55.0072
2021-10-16,55.0072
2021-10-17,55.0072
2021-10-18,54.802
2021-10-19,55.0046
2021-10-20,56.6509
2021-10-21,55.3358
2021-10-22,55.5925
2021-10-23,55.5925
2021-10-24,55.5925
2021-10-25,55.7241
2021-10-26,54.2275
2021-10-27,52.7007
2021-10-28,57.6001
2021-10-29,57.3461
2021-10-30,57.3461
2021-10-31,57.3461
2021-11-01,56.8022
2021-11-02,63.0891
2021-11-03,60.4188
2021-11-04,62.3376
2021-11-05,61.4954
2021-11-06,61.4954
2021-11-07,61.4954
2021-11-08,63.3198
2021-11-09,64.0051
2021-11-10,61.4298
2021-11-11,59.0681
2021-11-12,60.5796
2021-11-13,60.5796
2021-11-14,60.5796
2021-11-15,61.3184
2021-11-16,62.1461
2021-11-17,61.2508
2021-11-18,61.4314
2021-11-19,60.0879
2021-11-20,60.0879
2021-11-21,60.0879
2021-11-22,60.1056
2021-11-23,60.333
2021-11-24,58.1121
2021-11-25,58.1121
2021-11-26,53.7646
2021-11-27,53.7646
2021-11-28,53.7646
2021-11-29,53.6078
2021-11-30,47.717
2021-12-01,47.1229
2021-12-02,52.476
2021-12-03,52.2744
2021-12-04,52.2744
2021-12-05,52.2744
2021-12-06,55.4343
2021-12-07,56.1082
2021-12-08,55.3449
2021-12-09,53.8408
2021-12-10,55.5961
2021-12-11,55.5961
2021-12-12,55.5961
2021-12-13,54.7212
2021-12-14,49.562
2021-12-15,53.6715
2021-12-16,53.2048
2021-12-17,49.5878
2021-12-18,49.5878
2021-12-19,49.5878
2021-12-20,48.6612
2021-12-21,51.6066
2021-12-22,51.1295
2021-12-23,52.3153
2021-12-24,52.3153
2021-12-25,52.3153
2021-12-26,52.3153
2021-12-27,54.6197
2021-12-28,55.0724
2021-12-29,55.5141
2021-12-30,55.1949
2021-12-31,56.4455
2022-01-01,56.4455
2022-01-02,56.4455
2022-01-03,51.9851
2022-01-04,54.4892
2022-01-05,52.0329
2022-01-06,52.3953
2022-01-07,50.8453
2022-01-08,50.8453
2022-01-09,50.8453
2022-01-10,49.4579
2022-01-11,50.7604
2022-01-12,54.1364
2022-01-13,53.8473
2022-01-14,53.5726
2022-01-15,53.5726
2022-01-16,53.5726
2022-01-17,53.5726
2022-01-18,49.2807
2022-01-19,46.3779
2022-01-20,44.4309
2022-01-21,44.0044
2022-01-22,44.0044
2022-01-23,44.0044
2022-01-24,44.1962
2022-01-25,41.5154
2022-01-26,42.397
2022-01-27,40.1879
2022-01-28,41.6054
2022-01-29,41.6054
2022-01-30,41.6054
2022-01-31,43.5031
2022-02-01,44.5319
2022-02-02,46.6468
2022-02-03,42.8177
2022-02-04,38.6408
2022-02-05,38.6408
2022-02-06,38.6408
2022-02-07,38.0675
2022-02-08,39.529
2022-02-09,44.7919
2022-02-10,43.2911
2022-02-11,40.4783
2022-02-12,40.4783
2022-02-13,40.4783
2022-02-14,41.9059
2022-02-15,44.9456
2022-02-16,46.2446
2022-02-17,43.0047
2022-02-18,43.8485
2022-02-19,43.8485
2022-02-20,43.8485
2022-02-21,43.8485
2022-02-22,42.7571
2022-02-23,41.1352
2022-02-24,42.0632
2022-02-25,45.4523
2022-02-26,45.4523
2022-02-27,45.4523
2022-02-28,45.5992
2022-03-01,40.408
2022-03-02,45.1232
2022-03-03,47.2373
2022-03-04,43.9879
2022-03-05,43.9879
2022-03-06,43.9879
2022-03-07,41.7063
2022-03-08,42.0259
2022-03-09,44.2771
2022-03-10,44.2099
2022-03-11,43.4159
2022-03-12,43.4159
2022-03-13,43.4159
2022-03-14,44.653
2022-03-15,46.0862
2022-03-16,48.4294
2022-03-17,49.4292
2022-03-18,50.0891
2022-03-19,50.0891
2022-03-20,50.0891
2022-03-21,49.3554
2022-03-22,49.8593
2022-03-23,47.7281
2022-03-24,48.3517
2022-03-25,49.1504
2022-03-26,49.1504
2022-03-27,49.1504
2022-03-28,49.1753
2022-03-29,51.8722
2022-03-30,50.1556
2022-03-31,47.2635
2022-04-01,47.3059
2022-04-02,47.3059
2022-04-03,47.3059
2022-04-04,46.6146
2022-04-05,43.4345
2022-04-06,42.2245
2022-04-07,43.1697
2022-04-08,42.6763
2022-04-09,42.6763
2022-04-10,42.6763
2022-04-11,40.6493
2022-04-12,39.6779
2022-04-13,40.6394
2022-04-14,39.3684
2022-04-15,39.3684
2022-04-16,39.3684
2022-04-17,39.3684
2022-04-18,40.1492
2022-04-19,45.1293
2022-04-20,48.2748
2022-04-21,48.7546
2022-04-22,45.7434
2022-04-23,45.7434
2022-04-24,45.7434
2022-04-25,46.6415
2022-04-26,44.2227
2022-04-27,45.9245
2022-04-28,47.7777
2022-04-29,45.6449
2022-04-30,45.6449
2022-05-01,45.6449
2022-05-02,46.9135
2022-05-03,46.9827
2022-05-04,49.8161
2022-05-05,48.5736
2022-05-06,47.708
2022-05-07,47.708
2022-05-08,47.708
2022-05-09,48.2939
2022-05-10,43.0903
2022-05-11,42.9737
2022-05-12,44.5806
2022-05-13,44.2709
2022-05-14,44.2709
2022-05-15,44.2709
2022-05-16,42.5593
2022-05-17,46.561
2022-05-18,41.8578
2022-05-19,41.5791
2022-05-20,40.3537
2022-05-21,40.3537
2022-05-22,40.3537
2022-05-23,42.7125
2022-05-24,40.8439
2022-05-25,41.0714
2022-05-26,43.0652
2022-05-27,46.1007
2022-05-28,46.1007
2022-05-29,46.1007
2022-05-30,46.1007
2022-05-31,45.2408
2022-06-01,44.6197
2022-06-02,47.2582
2022-06-03,46.9077
2022-06-04,46.9077
2022-06-05,46.9077
2022-06-06,47.7689
2022-06-07,51.0618
2022-06-08,50.3084
2022-06-09,48.7249
2022-06-10,44.7038
2022-06-11,44.7038
2022-06-12,44.7038
2022-06-13,41.9659
2022-06-14,40.5345
2022-06-15,40.9725
2022-06-16,38.0714
2022-06-17,37.7385
2022-06-18,37.7385
2022-06-19,37.7385
2022-06-20,37.7385
2022-06-21,38.3247
2022-06-22,38.4021
2022-06-23,39.0647
2022-06-24,43.6851
2022-06-25,43.6851
2022-06-26,43.6851
2022-06-27,44.0582
2022-06-28,42.0479
2022-06-29,40.7037
2022-06-30,39.8802
2022-07-01,41.2068
2022-07-02,41.2068
2022-07-03,41.2068
2022-07-04,41.2068
2022-07-05,40.7418
2022-07-06,42.0363
2022-07-07,43.5723
2022-07-08,42.282
2022-07-09,42.282
2022-07-10,42.282
2022-07-11,42.3119
2022-07-12,41.59
2022-07-13,40.7303
2022-07-14,40.226
2022-07-15,44.365
2022-07-16,44.365
2022-07-17,44.365
2022-07-18,42.73
2022-07-19,47.8382
2022-07-20,49.1792
2022-07-21,52.0506
2022-07-22,51.456
2022-07-23,51.456
2022-07-24,51.456
2022-07-25,51.8273
2022-07-26,53.4953
2022-07-27,55.4733
2022-07-28,58.7649
2022-07-29,60.1781
2022-07-30,60.1781
2022-07-31,60.1781
2022-08-01,59.2996
2022-08-02,58.2034
2022-08-03,59.8032
2022-08-04,59.81
2022-08-05,59.7465
2022-08-06,59.7465
2022-08-07,59.7465
2022-08-08,58.9687
2022-08-09,57.3385
2022-08-10,59.5674
2022-08-11,60.2458
2022-08-12,62.3684
2022-08-13,62.3684
2022-08-14,62.3684
2022-08-15,62.3454
2022-08-16,62.8283
2022-08-17,61.4966
2022-08-18,62.5039
2022-08-19,59.5304
2022-08-20,59.5304
2022-08-21,59.5304
2022-08-22,55.1109
2022-08-23,54.6593
2022-08-24,53.8398
2022-08-25,56.024
2022-08-26,49.3669
2022-08-27,49.3669
2022-08-28,49.3669
2022-08-29,49.0468
2022-08-30,47.7739
2022-08-31,45.608
2022-09-01,47.6205
2022-09-02,46.395
2022-09-03,46.395
2022-09-04,46.395
2022-09-05,46.395
2022-09-06,47.4979
2022-09-07,50.0723
2022-09-08,51.7868
2022-09-09,53.8427
2022-09-10,53.8427
2022-09-11,53.8427
2022-09-12,55.3575
2022-09-13,50.7342
2022-09-14,51.2217
2022-09-15,49.5121
2022-09-16,47.1869
2022-09-17,47.1869
2022-09-18,47.1869
2022-09-19,48.8917
2022-09-20,48.0362
2022-09-21,46.9334
2022-09-22,44.8052
2022-09-23,44.0476
2022-09-24,44.0476
2022-09-25,44.0476
2022-09-26,43.5779
2022-09-27,41.8887
2022-09-28,44.4937
2022-09-29,44.7294
2022-09-30,44.0919
2022-10-01,44.0919
2022-10-02,44.0919
2022-10-03,48.3614
2022-10-04,53.1184
2022-10-05,53.9058
2022-10-06,52.0869
2022-10-07,47.5377
2022-10-08,47.5377
2022-10-09,47.5377
2022-10-10,47.1963
2022-10-11,47.2312
2022-10-12,46.4619
2022-10-13,48.8179
2022-10-14,45.8338
2022-10-15,45.8338
2022-10-16,45.8338
2022-10-17,49.151
2022-10-18,51.0696
2022-10-19,49.7535
2022-10-20,46.9021
2022-10-21,50.1203
2022-10-22,50.1203
2022-10-23,50.1203
2022-10-24,51.7841
2022-10-25,54.8968
2022-10-26,54.4664
2022-10-27,55.2672
2022-10-28,57.6323
2022-10-29,57.6323
2022-10-30,57.6323
2022-10-31,57.4485
2022-11-01,58.4727
2022-11-02,57.5329
2022-11-03,60.0967
2022-11-04,62.5089
2022-11-05,62.5089
2022-11-06,62.5089
2022-11-07,62.2336
2022-11-08,62.029
2022-11-09,60.9571
2022-11-10,64.3929
2022-11-11,63.8643
2022-11-12,63.8643
2022-11-13,63.8643
2022-11-14,63.8933
2022-11-15,64.3304
2022-11-16,63.6304
2022-11-17,64.1824
2022-11-18,65.6257
2022-11-19,65.6257
2022-11-20,65.6257
2022-11-21,65.1012
2022-11-22,66.2712
2022-11-23,64.9637
2022-11-24,64.9637
2022-11-25,65.4361
2022-11-26,65.4361
2022-11-27,65.4361
2022-11-28,61.3729
2022-11-29,60.9331
2022-11-30,61.8521
2022-12-01,61.7481
2022-12-02,61.6885
2022-12-03,61.6885
2022-12-04,61.6885
2022-12-05,58.2548
2022-12-06,55.4927
2022-12-07,54.9222
2022-12-08,56.1989
2022-12-09,55.6808
2022-12-10,55.6808
2022-12-11,55.6808
2022-12-12,57.861
2022-12-13,60.0986
2022-12-14,57.5343
2022-12-15,51.5646
2022-12-16,50.7628
2022-12-17,50.7628
2022-12-18,50.7628
2022-12-19,50.7628
2022-12-20,52.0415
2022-12-21,53.9794
2022-12-22,52.0023
2022-12-23,52.6186
2022-12-24,52.6186
2022-12-25,52.6186
2022-12-26,52.6186
2022-12-27,53.106
2022-12-28,51.4924
2022-12-29,52.9797
2022-12-30,52.5629
2022-12-31,52.5629
2023-01-01,52.5629
2023-01-02,52.5629
2023-01-03,53.3226
2023-01-04,54.3346
2023-01-05,52.5503
2023-01-06,56.1375
2023-01-07,56.1375
2023-01-08,56.1375
2023-01-09,55.891
2023-01-10,55.3536
2023-01-11,58.5791
2023-01-12,59.0942
2023-01-13,58.7771
2023-01-14,58.7771
2023-01-15,58.7771
2023-01-16,58.7771
2023-01-17,56.3242
2023-01-18,51.0518
2023-01-19,45.8889
2023-01-20,49.3032
2023-01-21,49.3032
2023-01-22,49.3032
2023-01-23,52.2171
2023-01-24,54.4186
2023-01-25,52.1312
2023-01-26,53.526
2023-01-27,54.5686
2023-01-28,54.5686
2023-01-29,54.5686
2023-01-30,53.3038
2023-01-31,54.3738
2023-02-01,55.268
2023-02-02,53.9327
2023-02-03,54.9765
2023-02-04,54.9765
2023-02-05,54.9765
2023-02-06,54.0949
2023-02-07,55.8557
2023-02-08,59.1785
2023-02-09,57.5355
2023-02-10,60.1248
2023-02-11,60.1248
2023-02-12,60.1248
2023-02-13,62.3497
2023-02-14,60.9568
2023-02-15,61.4713
2023-02-16,61.7122
2023-02-17,62.474
2023-02-18,62.474
2023-02-19,62.474
2023-02-20,62.474
2023-02-21,57.7604
2023-02-22,58.1613
2023-02-23,59.2312
2023-02-24,59.5731
2023-02-25,59.5731
2023-02-26,59.5731
2023-02-27,60.3991
2023-02-28,60.8024
2023-03-01,59.5478
2023-03-02,60.5581
2023-03-03,62.9348
2023-03-04,62.9348
2023-03-05,62.9348
2023-03-06,62.4571
2023-03-07,60.4975
2023-03-08,61.783
2023-03-09,58.5116
2023-03-10,54.2527
2023-03-11,54.2527
2023-03-12,54.2527
2023-03-13,53.1418
2023-03-14,55.3674
2023-03-15,44.9409
2023-03-16,48.9843
2023-03-17,46.0861
