,MMM US Equity
2022-04-16,42.6785
2022-04-17,42.6785
2022-04-18,41.5233
2022-04-19,46.424
2022-04-20,46.9984
2022-04-21,48.3771
2022-04-22,45.6692
2022-04-23,45.6692
2022-04-24,45.6692
2022-04-25,45.0968
2022-04-26,41.0103
2022-04-27,41.0015
2022-04-28,44.5949
2022-04-29,41.9601
2022-04-30,41.9601
2022-05-01,41.9601
2022-05-02,43.9431
2022-05-03,46.3766
2022-05-04,52.4309
2022-05-05,48.0758
2022-05-06,48.1412
2022-05-07,48.1412
2022-05-08,48.1412
2022-05-09,50.7534
2022-05-10,47.8984
2022-05-11,45.6882
2022-05-12,48.569
2022-05-13,48.3272
2022-05-14,48.3272
2022-05-15,48.3272
2022-05-16,49.4055
2022-05-17,51.0266
2022-05-18,48.0735
2022-05-19,47.6678
2022-05-20,45.0999
2022-05-21,45.0999
2022-05-22,45.0999
2022-05-23,45.6323
2022-05-24,46.9578
2022-05-25,46.9968
2022-05-26,48.2283
2022-05-27,50.5757
2022-05-28,50.5757
2022-05-29,50.5757
2022-05-30,50.5757
2022-05-31,50.3652
2022-06-01,47.6878
2022-06-02,49.3944
2022-06-03,47.3863
2022-06-04,47.3863
2022-06-05,47.3863
2022-06-06,47.6255
2022-06-07,48.2943
2022-06-08,46.9323
2022-06-09,45.7899
2022-06-10,40.4288
2022-06-11,40.4288
2022-06-12,40.4288
2022-06-13,39.4912
2022-06-14,38.6793
2022-06-15,38.0151
2022-06-16,35.6798
2022-06-17,34.9589
2022-06-18,34.9589
2022-06-19,34.9589
2022-06-20,34.9589
2022-06-21,35.1683
2022-06-22,35.6599
2022-06-23,35.4815
2022-06-24,40.6205
2022-06-25,40.6205
2022-06-26,40.6205
2022-06-27,39.4312
2022-06-28,37.5932
2022-06-29,37.1866
2022-06-30,36.9211
2022-07-01,36.237
2022-07-02,36.237
2022-07-03,36.237
2022-07-04,36.237
2022-07-05,37.1793
2022-07-06,38.0086
2022-07-07,38.2895
2022-07-08,37.1855
2022-07-09,37.1855
2022-07-10,37.1855
2022-07-11,37.5914
2022-07-12,39.2574
2022-07-13,37.6581
2022-07-14,37.6062
2022-07-15,40.1956
2022-07-16,40.1956
2022-07-17,40.1956
2022-07-18,39.0712
2022-07-19,43.3947
2022-07-20,44.5079
2022-07-21,45.6882
2022-07-22,45.9035
2022-07-23,45.9035
2022-07-24,45.9035
2022-07-25,45.9035
2022-07-26,53.5821
2022-07-27,51.4293
2022-07-28,52.9903
2022-07-29,55.7843
2022-07-30,55.7843
2022-07-31,55.7843
2022-08-01,55.8977
2022-08-02,53.9767
2022-08-03,55.6796
2022-08-04,59.7764
2022-08-05,58.9125
2022-08-06,58.9125
2022-08-07,58.9125
2022-08-08,59.8178
2022-08-09,59.0132
2022-08-10,60.341
2022-08-11,60.5812
2022-08-12,62.7326
2022-08-13,62.7326
2022-08-14,62.7326
2022-08-15,61.64
2022-08-16,60.0765
2022-08-17,56.491
2022-08-18,55.5816
2022-08-19,55.5915
2022-08-20,55.5915
2022-08-21,55.5915
2022-08-22,51.2952
2022-08-23,51.4671
2022-08-24,50.6462
2022-08-25,52.5432
2022-08-26,39.9612
2022-08-27,39.9612
2022-08-28,39.9612
2022-08-29,38.0907
2022-08-30,37.0411
2022-08-31,36.7033
2022-09-01,38.167
2022-09-02,35.5247
2022-09-03,35.5247
2022-09-04,35.5247
2022-09-05,35.5247
2022-09-06,32.5653
2022-09-07,36.8237
2022-09-08,36.0604
2022-09-09,39.9158
2022-09-10,39.9158
2022-09-11,39.9158
2022-09-12,41.0204
2022-09-13,38.6069
2022-09-14,36.8619
2022-09-15,36.2224
2022-09-16,36.4178
2022-09-17,36.4178
2022-09-18,36.4178
2022-09-19,36.4495
2022-09-20,36.3743
2022-09-21,35.3
2022-09-22,34.8824
2022-09-23,34.1648
2022-09-24,34.1648
2022-09-25,34.1648
2022-09-26,34.1769
2022-09-27,33.7953
2022-09-28,36.1337
2022-09-29,34.7878
2022-09-30,33.6105
2022-10-01,33.6105
2022-10-02,33.6105
2022-10-03,36.9463
2022-10-04,39.7113
2022-10-05,39.3764
2022-10-06,36.5095
2022-10-07,34.2186
2022-10-08,34.2186
2022-10-09,34.2186
2022-10-10,35.315
2022-10-11,35.7627
2022-10-12,35.8956
2022-10-13,41.8972
2022-10-14,41.4212
2022-10-15,41.4212
2022-10-16,41.4212
2022-10-17,41.6715
2022-10-18,43.9234
2022-10-19,42.5021
2022-10-20,41.634
2022-10-21,45.54
2022-10-22,45.54
2022-10-23,45.54
2022-10-24,47.0942
2022-10-25,47.2133
2022-10-26,51.1919
2022-10-27,51.2823
2022-10-28,54.5901
2022-10-29,54.5901
2022-10-30,54.5901
2022-10-31,53.7848
2022-11-01,53.2929
2022-11-02,50.8949
2022-11-03,50.8852
2022-11-04,52.7408
2022-11-05,52.7408
2022-11-06,52.7408
2022-11-07,52.5756
2022-11-08,53.2105
2022-11-09,51.5895
2022-11-10,56.3988
2022-11-11,59.4024
2022-11-12,59.4024
2022-11-13,59.4024
2022-11-14,57.3226
2022-11-15,57.4727
2022-11-16,54.8672
2022-11-17,54.7625
2022-11-18,54.3438
2022-11-19,54.3438
2022-11-20,54.3438
2022-11-21,55.1354
2022-11-22,56.0148
2022-11-23,55.3209
2022-11-24,55.3209
2022-11-25,56.2918
2022-11-26,56.2918
2022-11-27,56.2918
2022-11-28,51.4029
2022-11-29,52.8378
2022-11-30,52.6651
2022-12-01,52.6851
2022-12-02,53.6971
2022-12-03,53.6971
2022-12-04,53.6971
2022-12-05,51.0322
2022-12-06,50.9768
2022-12-07,52.8527
2022-12-08,52.4422
2022-12-09,52.1549
2022-12-10,52.1549
2022-12-11,52.1549
2022-12-12,53.3556
2022-12-13,53.8394
2022-12-14,52.3088
2022-12-15,47.9489
2022-12-16,47.1922
2022-12-17,47.1922
2022-12-18,47.1922
2022-12-19,47.7363
2022-12-20,46.2571
2022-12-21,49.5066
2022-12-22,47.4138
2022-12-23,45.8588
2022-12-24,45.8588
2022-12-25,45.8588
2022-12-26,45.8588
2022-12-27,45.96
2022-12-28,43.9124
2022-12-29,46.8084
2022-12-30,46.1063
2022-12-31,46.1063
2023-01-01,46.1063
2023-01-02,46.1063
2023-01-03,49.1987
2023-01-04,52.1818
2023-01-05,49.7141
2023-01-06,53.6106
2023-01-07,53.6106
2023-01-08,53.6106
2023-01-09,53.6797
2023-01-10,55.0073
2023-01-11,55.9718
2023-01-12,56.1975
2023-01-13,56.3585
2023-01-14,56.3585
2023-01-15,56.3585
2023-01-16,56.3585
2023-01-17,52.7136
2023-01-18,48.4272
2023-01-19,44.2505
2023-01-20,46.6945
2023-01-21,46.6945
2023-01-22,46.6945
2023-01-23,48.7568
2023-01-24,42.2208
2023-01-25,40.688
2023-01-26,41.3478
2023-01-27,43.1418
2023-01-28,43.1418
2023-01-29,43.1418
2023-01-30,41.0993
2023-01-31,43.6819
2023-02-01,44.4678
2023-02-02,48.6756
2023-02-03,46.3779
2023-02-04,46.3779
2023-02-05,46.3779
2023-02-06,45.5907
2023-02-07,45.974
2023-02-08,44.6323
2023-02-09,42.815
2023-02-10,43.7846
2023-02-11,43.7846
2023-02-12,43.7846
2023-02-13,45.2011
2023-02-14,44.3182
2023-02-15,44.9215
2023-02-16,43.8147
2023-02-17,44.8926
2023-02-18,44.8926
2023-02-19,44.8926
2023-02-20,44.8926
2023-02-21,41.7616
2023-02-22,41.5134
2023-02-23,41.4887
2023-02-24,40.5652
2023-02-25,40.5652
2023-02-26,40.5652
2023-02-27,41.1391
2023-02-28,40.6809
2023-03-01,43.7039
2023-03-02,43.4166
2023-03-03,45.0557
2023-03-04,45.0557
2023-03-05,45.0557
2023-03-06,43.7729
2023-03-07,41.1829
2023-03-08,41.2715
2023-03-09,39.8177
2023-03-10,38.5666
2023-03-11,38.5666
2023-03-12,38.5666
2023-03-13,38.0917
2023-03-14,37.4779
2023-03-15,37.4779
2023-03-16,39.5484
2023-03-17,38.4522
2023-03-18,38.4522
2023-03-19,38.4522
