,MMM US Equity
,RSI_30D
2020-01-01,58.7691
2020-01-02,61.3453
2020-01-03,59.6753
2020-01-04,59.6753
2020-01-05,59.6753
2020-01-06,59.7994
2020-01-07,59.0034
2020-01-08,61.0378
2020-01-09,61.4509
2020-01-10,60.5995
2020-01-11,60.5995
2020-01-12,60.5995
2020-01-13,60.9446
2020-01-14,61.2953
2020-01-15,59.3476
2020-01-16,60.3557
2020-01-17,60.6348
2020-01-18,60.6348
2020-01-19,60.6348
2020-01-20,60.6348
2020-01-21,58.1914
2020-01-22,56.5555
2020-01-23,56.207
2020-01-24,56.5982
2020-01-25,56.5982
2020-01-26,56.5982
2020-01-27,53.5562
2020-01-28,43.8361
2020-01-29,41.0881
2020-01-30,41.6273
2020-01-31,38.8501
2020-02-01,38.8501
2020-02-02,38.8501
2020-02-03,37.4601
2020-02-04,38.1786
2020-02-05,43.4425
2020-02-06,43.9853
2020-02-07,41.8979
2020-02-08,41.8979
2020-02-09,41.8979
2020-02-10,41.9689
2020-02-11,44.2822
2020-02-12,45.5989
2020-02-13,43.5535
2020-02-14,44.7993
2020-02-15,44.7993
2020-02-16,44.7993
2020-02-17,44.7993
2020-02-18,43.1216
2020-02-19,43.5936
2020-02-20,42.9682
2020-02-21,41.6758
2020-02-22,41.6758
2020-02-23,41.6758
2020-02-24,38.46
2020-02-25,34.8408
2020-02-26,37.1072
2020-02-27,38.3684
2020-02-28,37.7678
2020-02-29,37.7678
2020-03-01,37.7678
2020-03-02,41.6504
2020-03-03,36.7664
2020-03-04,44.35
2020-03-05,42.789
2020-03-06,44.5488
2020-03-07,44.5488
2020-03-08,44.5488
2020-03-09,39.2075
2020-03-10,45.697
2020-03-11,42.6109
2020-03-12,36.8136
2020-03-13,41.6808
2020-03-14,41.6808
2020-03-15,41.6808
2020-03-16,37.6877
2020-03-17,39.6481
2020-03-18,41.0503
2020-03-19,41.3182
2020-03-20,36.8561
2020-03-21,36.8561
2020-03-22,36.8561
2020-03-23,34.6997
2020-03-24,42.1115
2020-03-25,41.7222
2020-03-26,43.8342
2020-03-27,42.8171
2020-03-28,42.8171
2020-03-29,42.8171
2020-03-30,44.8435
2020-03-31,44.3986
2020-04-01,43.1843
2020-04-02,45.372
2020-04-03,43.8629
2020-04-04,43.8629
2020-04-05,43.8629
2020-04-06,46.9256
2020-04-07,48.5641
2020-04-08,50.349
2020-04-09,49.8557
2020-04-10,49.8557
2020-04-11,49.8557
2020-04-12,49.8557
2020-04-13,49.286
2020-04-14,50.8602
2020-04-15,48.7747
2020-04-16,48.6669
2020-04-17,49.3614
2020-04-18,49.3614
2020-04-19,49.3614
2020-04-20,48.1559
2020-04-21,47.2825
2020-04-22,48.2254
2020-04-23,48.5714
2020-04-24,49.857
2020-04-25,49.857
2020-04-26,49.857
2020-04-27,52.891
2020-04-28,54.5838
2020-04-29,53.9008
2020-04-30,51.7471
2020-05-01,50.1611
2020-05-02,50.1611
2020-05-03,50.1611
2020-05-04,50.0655
2020-05-05,49.5911
2020-05-06,48.9824
2020-05-07,48.7508
2020-05-08,50.2167
2020-05-09,50.2167
2020-05-10,50.2167
2020-05-11,48.7685
2020-05-12,46.6604
2020-05-13,44.1293
2020-05-14,44.0698
2020-05-15,45.6453
2020-05-16,45.6453
2020-05-17,45.6453
2020-05-18,51.2159
2020-05-19,50.7632
2020-05-20,51.4122
2020-05-21,50.1376
2020-05-22,50.471
2020-05-23,50.471
2020-05-24,50.471
2020-05-25,50.471
2020-05-26,53.3596
2020-05-27,56.2035
2020-05-28,55.4373
2020-05-29,55.2148
2020-05-30,55.2148
2020-05-31,55.2148
2020-06-01,54.7009
2020-06-02,55.7221
2020-06-03,57.4422
2020-06-04,58.0746
2020-06-05,60.2886
2020-06-06,60.2886
2020-06-07,60.2886
2020-06-08,59.9249
2020-06-09,59.8074
2020-06-10,57.8736
2020-06-11,50.8728
2020-06-12,52.1666
2020-06-13,52.1666
2020-06-14,52.1666
2020-06-15,53.618
2020-06-16,54.585
2020-06-17,54.3133
2020-06-18,54.3071
2020-06-19,53.6341
2020-06-20,53.6341
2020-06-21,53.6341
2020-06-22,52.7036
2020-06-23,53.3629
2020-06-24,49.85
2020-06-25,51.2959
2020-06-26,49.9875
2020-06-27,49.9875
2020-06-28,49.9875
2020-06-29,51.792
2020-06-30,52.0385
2020-07-01,51.6741
2020-07-02,52.6602
2020-07-03,52.6602
2020-07-04,52.6602
2020-07-05,52.6602
2020-07-06,53.3091
2020-07-07,51.0683
2020-07-08,50.9064
2020-07-09,48.8175
2020-07-10,49.7712
2020-07-11,49.7712
2020-07-12,49.7712
2020-07-13,51.0844
2020-07-14,53.4968
2020-07-15,53.9926
2020-07-16,54.732
2020-07-17,54.2158
2020-07-18,54.2158
2020-07-19,54.2158
2020-07-20,51.6153
2020-07-21,52.5876
2020-07-22,53.2066
2020-07-23,53.606
2020-07-24,53.9913
2020-07-25,53.9913
2020-07-26,53.9913
2020-07-27,56.3111
2020-07-28,50.2172
2020-07-29,50.8571
2020-07-30,47.9924
2020-07-31,46.9006
2020-08-01,46.9006
2020-08-02,46.9006
2020-08-03,46.8605
2020-08-04,47.4799
2020-08-05,50.5649
2020-08-06,51.032
2020-08-07,52.6899
2020-08-08,52.6899
2020-08-09,52.6899
2020-08-10,54.8028
2020-08-11,56.0689
2020-08-12,56.6388
2020-08-13,57.6718
2020-08-14,57.8276
2020-08-15,57.8276
2020-08-16,57.8276
2020-08-17,56.5792
2020-08-18,56.2808
2020-08-19,55.9019
2020-08-20,54.968
2020-08-21,55.1323
2020-08-22,55.1323
2020-08-23,55.1323
2020-08-24,56.5535
2020-08-25,56.1191
2020-08-26,56.7584
2020-08-27,56.9046
2020-08-28,58.1878
2020-08-29,58.1878
2020-08-30,58.1878
2020-08-31,55.3395
2020-09-01,56.814
2020-09-02,60.3934
2020-09-03,57.069
2020-09-04,56.5258
2020-09-05,56.5258
2020-09-06,56.5258
2020-09-07,56.5258
2020-09-08,53.9673
2020-09-09,55.9733
2020-09-10,53.5406
2020-09-11,55.8893
2020-09-12,55.8893
2020-09-13,55.8893
2020-09-14,57.5719
2020-09-15,55.7561
2020-09-16,57.8931
2020-09-17,59.8515
2020-09-18,57.1406
2020-09-19,57.1406
2020-09-20,57.1406
2020-09-21,50.3177
2020-09-22,51.0413
2020-09-23,48.913
2020-09-24,49.6119
2020-09-25,49.4965
2020-09-26,49.4965
2020-09-27,49.4965
2020-09-28,50.5986
2020-09-29,49.1226
2020-09-30,49.4279
2020-10-01,48.3017
2020-10-02,49.6423
2020-10-03,49.6423
2020-10-04,49.6423
2020-10-05,51.618
2020-10-06,51.1662
2020-10-07,54.5386
2020-10-08,55.45
2020-10-09,56.6225
2020-10-10,56.6225
2020-10-11,56.6225
2020-10-12,55.9992
2020-10-13,54.0852
2020-10-14,55.465
2020-10-15,55.9906
2020-10-16,57.435
2020-10-17,57.435
2020-10-18,57.435
2020-10-19,56.0064
2020-10-20,57.0949
2020-10-21,55.2954
2020-10-22,56.5218
2020-10-23,55.5896
2020-10-24,55.5896
2020-10-25,55.5896
2020-10-26,52.0381
2020-10-27,47.604
2020-10-28,45.6434
2020-10-29,45.6045
2020-10-30,46.9866
2020-10-31,46.9866
2020-11-01,46.9866
2020-11-02,49.6513
2020-11-03,51.8122
2020-11-04,47.4286
2020-11-05,49.9193
2020-11-06,49.7748
2020-11-07,49.7748
2020-11-08,49.7748
2020-11-09,50.1149
2020-11-10,54.5493
2020-11-11,54.6005
2020-11-12,52.706
2020-11-13,54.7656
2020-11-14,54.7656
2020-11-15,54.7656
2020-11-16,57.6028
2020-11-17,57.4014
2020-11-18,55.3634
2020-11-19,56.57
2020-11-20,57.4761
2020-11-21,57.4761
2020-11-22,57.4761
2020-11-23,58.3539
2020-11-24,60.3455
2020-11-25,60.3722
2020-11-26,60.3722
2020-11-27,60.1316
2020-11-28,60.1316
2020-11-29,60.1316
2020-11-30,55.9592
2020-12-01,53.9036
2020-12-02,54.9342
2020-12-03,54.9151
2020-12-04,55.4202
2020-12-05,55.4202
2020-12-06,55.4202
2020-12-07,53.1613
2020-12-08,55.0563
2020-12-09,57.2485
2020-12-10,55.4683
2020-12-11,55.8861
2020-12-12,55.8861
2020-12-13,55.8861
2020-12-14,54.9404
2020-12-15,56.2442
2020-12-16,56.8338
2020-12-17,57.8321
2020-12-18,57.5766
2020-12-19,57.5766
2020-12-20,57.5766
2020-12-21,56.72
2020-12-22,55.7269
2020-12-23,54.8352
2020-12-24,55.3312
2020-12-25,55.3312
2020-12-26,55.3312
2020-12-27,55.3312
2020-12-28,55.5124
2020-12-29,54.4777
2020-12-30,54.7415
2020-12-31,55.4403
2021-01-01,55.4403
2021-01-02,55.4403
2021-01-03,55.4403
2021-01-04,51.8821
2021-01-05,51.5422
2021-01-06,54.3277
2021-01-07,49.3062
2021-01-08,46.24
2021-01-09,46.24
2021-01-10,46.24
2021-01-11,44.9164
2021-01-12,46.3811
2021-01-13,46.1582
2021-01-14,46.3091
2021-01-15,45.4376
2021-01-16,45.4376
2021-01-17,45.4376
2021-01-18,45.4376
2021-01-19,49.5172
2021-01-20,50.6923
2021-01-21,51.1733
2021-01-22,49.3687
2021-01-23,49.3687
2021-01-24,49.3687
2021-01-25,50.8536
2021-01-26,56.3125
2021-01-27,64.2235
2021-01-28,60.7862
2021-01-29,53.6497
2021-01-30,53.6497
2021-01-31,53.6497
2021-02-01,52.8556
2021-02-02,53.095
2021-02-03,53.4466
2021-02-04,54.684
2021-02-05,56.107
2021-02-06,56.107
2021-02-07,56.107
2021-02-08,57.3756
2021-02-09,57.5063
2021-02-10,57.6109
2021-02-11,55.1925
2021-02-12,56.3736
2021-02-13,56.3736
2021-02-14,56.3736
2021-02-15,56.3736
2021-02-16,54.316
2021-02-17,54.3327
2021-02-18,56.5613
2021-02-19,53.7386
2021-02-20,53.7386
2021-02-21,53.7386
2021-02-22,53.33
2021-02-23,53.3737
2021-02-24,54.6551
2021-02-25,55.6314
2021-02-26,51.85
2021-02-27,51.85
2021-02-28,51.85
2021-03-01,53.0545
2021-03-02,53.676
2021-03-03,54.5214
2021-03-04,54.0594
2021-03-05,56.8476
2021-03-06,56.8476
2021-03-07,56.8476
2021-03-08,59.245
2021-03-09,56.4175
2021-03-10,59.0188
2021-03-11,59.0644
2021-03-12,59.3371
2021-03-13,59.3371
2021-03-14,59.3371
2021-03-15,62.6872
2021-03-16,59.7501
2021-03-17,60.7977
2021-03-18,62.6692
2021-03-19,60.1497
2021-03-20,60.1497
2021-03-21,60.1497
2021-03-22,60.6923
2021-03-23,59.4366
2021-03-24,61.1576
2021-03-25,62.8238
2021-03-26,64.0037
2021-03-27,64.0037
2021-03-28,64.0037
2021-03-29,64.5657
2021-03-30,63.2588
2021-03-31,60.9834
2021-04-01,60.9982
2021-04-02,60.9982
2021-04-03,60.9982
2021-04-04,60.9982
2021-04-05,62.6621
2021-04-06,62.5041
2021-04-07,62.5867
2021-04-08,63.1739
2021-04-09,64.8632
2021-04-10,64.8632
2021-04-11,64.8632
2021-04-12,64.6345
2021-04-13,62.802
2021-04-14,63.0253
2021-04-15,63.6143
2021-04-16,64.4959
2021-04-17,64.4959
2021-04-18,64.4959
2021-04-19,64.504
2021-04-20,64.0661
2021-04-21,66.179
2021-04-22,66.1949
2021-04-23,67.2333
2021-04-24,67.2333
2021-04-25,67.2333
2021-04-26,63.2594
2021-04-27,56.3186
2021-04-28,57.6907
2021-04-29,60.4031
2021-04-30,58.0464
2021-05-01,58.0464
2021-05-02,58.0464
2021-05-03,59.3104
2021-05-04,59.964
2021-05-05,61.668
2021-05-06,62.4466
2021-05-07,62.976
2021-05-08,62.976
2021-05-09,62.976
2021-05-10,66.1608
2021-05-11,61.5215
2021-05-12,56.0583
2021-05-13,59.5377
2021-05-14,60.2337
2021-05-15,60.2337
2021-05-16,60.2337
2021-05-17,60.7592
2021-05-18,58.4814
2021-05-19,58.0162
2021-05-20,58.4408
2021-05-21,58.6123
2021-05-22,58.6123
2021-05-23,58.6123
2021-05-24,59.2341
2021-05-25,58.1497
2021-05-26,57.9911
2021-05-27,59.4522
2021-05-28,59.1956
2021-05-29,59.1956
2021-05-30,59.1956
2021-05-31,59.1956
2021-06-01,59.3408
2021-06-02,59.4249
2021-06-03,59.7879
2021-06-04,61.9913
2021-06-05,61.9913
2021-06-06,61.9913
2021-06-07,58.7453
2021-06-08,58.554
2021-06-09,57.3798
2021-06-10,57.7816
2021-06-11,57.3229
2021-06-12,57.3229
2021-06-13,57.3229
2021-06-14,55.2661
2021-06-15,54.2251
2021-06-16,49.4694
2021-06-17,47.4116
2021-06-18,43.6547
2021-06-19,43.6547
2021-06-20,43.6547
2021-06-21,48.0015
2021-06-22,47.9273
2021-06-23,45.0666
2021-06-24,46.1432
2021-06-25,47.8922
2021-06-26,47.8922
2021-06-27,47.8922
2021-06-28,49.8702
2021-06-29,49.3497
2021-06-30,52.2042
2021-07-01,52.6922
2021-07-02,53.5455
2021-07-03,53.5455
2021-07-04,53.5455
2021-07-05,53.5455
2021-07-06,50.0439
2021-07-07,53.1796
2021-07-08,51.3931
2021-07-09,54.1301
2021-07-10,54.1301
2021-07-11,54.1301
2021-07-12,52.9771
2021-07-13,52.5458
2021-07-14,55.7163
2021-07-15,55.4316
2021-07-16,51.761
2021-07-17,51.761
2021-07-18,51.761
2021-07-19,49.8418
2021-07-20,53.0831
2021-07-21,53.0287
2021-07-22,51.1848
2021-07-23,52.6087
2021-07-24,52.6087
2021-07-25,52.6087
2021-07-26,53.768
2021-07-27,52.419
2021-07-28,50.0484
2021-07-29,49.9311
2021-07-30,49.6791
2021-07-31,49.6791
2021-08-01,49.6791
2021-08-02,49.2101
2021-08-03,53.0428
2021-08-04,49.2121
2021-08-05,49.5031
2021-08-06,49.8663
2021-08-07,49.8663
2021-08-08,49.8663
2021-08-09,49.0915
2021-08-10,51.1338
2021-08-11,53.589
2021-08-12,53.4215
2021-08-13,52.3926
2021-08-14,52.3926
2021-08-15,52.3926
2021-08-16,54.2582
2021-08-17,50.9689
2021-08-18,47.6867
2021-08-19,46.5146
2021-08-20,46.8462
2021-08-21,46.8462
2021-08-22,46.8462
2021-08-23,47.4719
2021-08-24,47.5578
2021-08-25,47.0909
2021-08-26,48.3449
2021-08-27,48.0206
2021-08-28,48.0206
2021-08-29,48.0206
2021-08-30,49.4753
2021-08-31,47.7116
2021-09-01,46.1639
2021-09-02,48.1062
2021-09-03,47.495
2021-09-04,47.495
2021-09-05,47.495
2021-09-06,47.495
2021-09-07,38.5636
2021-09-08,41.5452
2021-09-09,39.6988
2021-09-10,38.7011
2021-09-11,38.7011
2021-09-12,38.7011
2021-09-13,39.5911
2021-09-14,37.2774
2021-09-15,39.5782
2021-09-16,38.3212
2021-09-17,37.382
2021-09-18,37.382
2021-09-19,37.382
2021-09-20,36.6201
2021-09-21,34.9984
2021-09-22,36.9425
2021-09-23,39.1821
2021-09-24,38.7691
2021-09-25,38.7691
2021-09-26,38.7691
2021-09-27,39.7742
2021-09-28,38.2666
2021-09-29,39.4001
2021-09-30,35.0239
2021-10-01,36.7023
2021-10-02,36.7023
2021-10-03,36.7023
2021-10-04,36.2108
2021-10-05,38.654
2021-10-06,39.3333
2021-10-07,38.8202
2021-10-08,38.092
2021-10-09,38.092
2021-10-10,38.092
2021-10-11,37.5181
2021-10-12,36.8747
2021-10-13,39.2318
2021-10-14,43.429
2021-10-15,45.4341
2021-10-16,45.4341
2021-10-17,45.4341
2021-10-18,45.209
2021-10-19,45.952
2021-10-20,46.0929
2021-10-21,45.7562
2021-10-22,44.2837
2021-10-23,44.2837
2021-10-24,44.2837
2021-10-25,46.4448
2021-10-26,46.1669
2021-10-27,41.9285
2021-10-28,44.1347
2021-10-29,42.9037
2021-10-30,42.9037
2021-10-31,42.9037
2021-11-01,44.123
2021-11-02,47.2196
2021-11-03,47.5467
2021-11-04,45.7202
2021-11-05,47.2597
2021-11-06,47.2597
2021-11-07,47.2597
2021-11-08,46.9587
2021-11-09,46.7101
2021-11-10,48.1831
2021-11-11,45.5428
2021-11-12,49.9701
2021-11-13,49.9701
2021-11-14,49.9701
2021-11-15,49.5473
2021-11-16,49.6229
2021-11-17,49.5845
2021-11-18,45.7772
2021-11-19,46.4108
2021-11-20,46.4108
2021-11-21,46.4108
2021-11-22,47.0097
2021-11-23,46.7583
2021-11-24,44.5053
2021-11-25,44.5053
2021-11-26,42.0866
2021-11-27,42.0866
2021-11-28,42.0866
2021-11-29,43.1619
2021-11-30,36.971
2021-12-01,37.9965
2021-12-02,37.5658
2021-12-03,40.9958
2021-12-04,40.9958
2021-12-05,40.9958
2021-12-06,46.9599
2021-12-07,46.2776
2021-12-08,45.7382
2021-12-09,45.6304
2021-12-10,47.1269
2021-12-11,47.1269
2021-12-12,47.1269
2021-12-13,44.3816
2021-12-14,44.5672
2021-12-15,45.979
2021-12-16,49.1751
2021-12-17,45.2759
2021-12-18,45.2759
2021-12-19,45.2759
2021-12-20,43.1767
2021-12-21,43.5361
2021-12-22,43.2531
2021-12-23,46.2601
2021-12-24,46.2601
2021-12-25,46.2601
2021-12-26,46.2601
2021-12-27,48.3618
2021-12-28,49.4725
2021-12-29,50.377
2021-12-30,49.4611
2021-12-31,49.449
2022-01-01,49.449
2022-01-02,49.449
2022-01-03,49.5891
2022-01-04,52.6611
2022-01-05,51.6926
2022-01-06,49.7855
2022-01-07,52.1743
2022-01-08,52.1743
2022-01-09,52.1743
2022-01-10,49.0313
2022-01-11,50.9218
2022-01-12,51.4439
2022-01-13,53.3123
2022-01-14,50.4505
2022-01-15,50.4505
2022-01-16,50.4505
2022-01-17,50.4505
2022-01-18,49.8915
2022-01-19,50.14
2022-01-20,44.532
2022-01-21,43.5871
2022-01-22,43.5871
2022-01-23,43.5871
2022-01-24,43.7883
2022-01-25,45.0717
2022-01-26,40.5819
2022-01-27,41.7421
2022-01-28,35.8047
2022-01-29,35.8047
2022-01-30,35.8047
2022-01-31,39.4874
2022-02-01,41.1732
2022-02-02,40.5353
2022-02-03,38.7063
2022-02-04,35.9972
2022-02-05,35.9972
2022-02-06,35.9972
2022-02-07,36.5495
2022-02-08,38.1066
2022-02-09,39.6269
2022-02-10,36.6723
2022-02-11,36.5278
2022-02-12,36.5278
2022-02-13,36.5278
2022-02-14,35.4233
2022-02-15,34.9447
2022-02-16,33.7409
2022-02-17,30.2413
2022-02-18,29.6513
2022-02-19,29.6513
2022-02-20,29.6513
2022-02-21,29.6513
2022-02-22,29.1495
2022-02-23,27.8226
2022-02-24,27.4517
2022-02-25,36.2555
2022-02-26,36.2555
2022-02-27,36.2555
2022-02-28,35.0536
2022-03-01,32.7021
2022-03-02,35.5354
2022-03-03,36.7401
2022-03-04,35.7358
2022-03-05,35.7358
2022-03-06,35.7358
2022-03-07,33.6452
2022-03-08,36.0244
2022-03-09,37.3399
2022-03-10,35.6524
2022-03-11,33.89
2022-03-12,33.89
2022-03-13,33.89
2022-03-14,36.6392
2022-03-15,37.5244
2022-03-16,38.8032
2022-03-17,41.07
2022-03-18,41.7154
2022-03-19,41.7154
2022-03-20,41.7154
2022-03-21,41.9866
2022-03-22,43.4118
2022-03-23,41.6528
2022-03-24,43.0265
2022-03-25,44.5635
2022-03-26,44.5635
2022-03-27,44.5635
2022-03-28,43.7468
2022-03-29,46.4247
2022-03-30,45.8622
2022-03-31,43.7129
2022-04-01,44.5666
2022-04-02,44.5666
2022-04-03,44.5666
2022-04-04,44.4289
2022-04-05,43.8767
2022-04-06,45.4356
2022-04-07,45.1116
2022-04-08,44.9788
2022-04-09,44.9788
2022-04-10,44.9788
2022-04-11,45.3472
2022-04-12,43.8388
2022-04-13,43.939
2022-04-14,42.6785
2022-04-15,42.6785
