,GIS US Equity
,RSI_30D
2020-01-01,53.6795
2020-01-02,47.732
2020-01-03,47.016
2020-01-04,47.016
2020-01-05,47.016
2020-01-06,49.6869
2020-01-07,48.2921
2020-01-08,51.242
2020-01-09,50.7982
2020-01-10,50.266
2020-01-11,50.266
2020-01-12,50.266
2020-01-13,53.4122
2020-01-14,53.1546
2020-01-15,54.5532
2020-01-16,55.8433
2020-01-17,56.3197
2020-01-18,56.3197
2020-01-19,56.3197
2020-01-20,56.3197
2020-01-21,58.0832
2020-01-22,56.354
2020-01-23,57.3037
2020-01-24,54.7898
2020-01-25,54.7898
2020-01-26,54.7898
2020-01-27,52.5835
2020-01-28,51.6612
2020-01-29,51.7445
2020-01-30,54.5814
2020-01-31,48.2514
2020-02-01,48.2514
2020-02-02,48.2514
2020-02-03,51.2348
2020-02-04,49.5463
2020-02-05,49.5853
2020-02-06,46.4248
2020-02-07,47.2029
2020-02-08,47.2029
2020-02-09,47.2029
2020-02-10,49.0562
2020-02-11,50.6155
2020-02-12,51.2713
2020-02-13,51.5064
2020-02-14,52.7638
2020-02-15,52.7638
2020-02-16,52.7638
2020-02-17,52.7638
2020-02-18,53.6573
2020-02-19,52.3219
2020-02-20,55.705
2020-02-21,54.7566
2020-02-22,54.7566
2020-02-23,54.7566
2020-02-24,53.8533
2020-02-25,48.889
2020-02-26,47.4074
2020-02-27,40.8413
2020-02-28,37.7577
2020-02-29,37.7577
2020-03-01,37.7577
2020-03-02,46.5786
2020-03-03,47.3474
2020-03-04,54.4646
2020-03-05,54.7908
2020-03-06,55.9702
2020-03-07,55.9702
2020-03-08,55.9702
2020-03-09,54.0162
2020-03-10,53.8618
2020-03-11,50.2375
2020-03-12,43.1686
2020-03-13,51.6945
2020-03-14,51.6945
2020-03-15,51.6945
2020-03-16,51.465
2020-03-17,62.3437
2020-03-18,58.2228
2020-03-19,50.8519
2020-03-20,50.3497
2020-03-21,50.3497
2020-03-22,50.3497
2020-03-23,41.933
2020-03-24,43.4583
2020-03-25,42.7491
2020-03-26,46.4143
2020-03-27,49.0288
2020-03-28,49.0288
2020-03-29,49.0288
2020-03-30,52.06
2020-03-31,50.2564
2020-04-01,50.7212
2020-04-02,53.0052
2020-04-03,55.2368
2020-04-04,55.2368
2020-04-05,55.2368
2020-04-06,56.3956
2020-04-07,54.5368
2020-04-08,54.2113
2020-04-09,56.2616
2020-04-10,56.2616
2020-04-11,56.2616
2020-04-12,56.2616
2020-04-13,56.5868
2020-04-14,57.9983
2020-04-15,58.2364
2020-04-16,60.1526
2020-04-17,60.1178
2020-04-18,60.1178
2020-04-19,60.1178
2020-04-20,60.2249
2020-04-21,58.4564
2020-04-22,58.9778
2020-04-23,58.0948
2020-04-24,59.1107
2020-04-25,59.1107
2020-04-26,59.1107
2020-04-27,58.1635
2020-04-28,59.48
2020-04-29,58.204
2020-04-30,57.4125
2020-05-01,56.8083
2020-05-02,56.8083
2020-05-03,56.8083
2020-05-04,57.0347
2020-05-05,57.1585
2020-05-06,55.423
2020-05-07,55.0116
2020-05-08,56.659
2020-05-09,56.659
2020-05-10,56.659
2020-05-11,58.3331
2020-05-12,60.865
2020-05-13,62.3276
2020-05-14,59.3761
2020-05-15,59.7847
2020-05-16,59.7847
2020-05-17,59.7847
2020-05-18,57.8291
2020-05-19,56.0573
2020-05-20,56.3826
2020-05-21,54.3435
2020-05-22,54.3609
2020-05-23,54.3609
2020-05-24,54.3609
2020-05-25,54.3609
2020-05-26,54.2752
2020-05-27,55.8938
2020-05-28,57.7668
2020-05-29,59.6064
2020-05-30,59.6064
2020-05-31,59.6064
2020-06-01,60.3961
2020-06-02,60.1043
2020-06-03,55.5907
2020-06-04,54.0615
2020-06-05,54.4992
2020-06-06,54.4992
2020-06-07,54.4992
2020-06-08,56.5341
2020-06-09,57.7014
2020-06-10,57.6072
2020-06-11,52.7139
2020-06-12,51.8239
2020-06-13,51.8239
2020-06-14,51.8239
2020-06-15,53.1928
2020-06-16,54.8873
2020-06-17,54.9057
2020-06-18,54.8134
2020-06-19,54.3878
2020-06-20,54.3878
2020-06-21,54.3878
2020-06-22,54.2426
2020-06-23,52.9744
2020-06-24,51.281
2020-06-25,51.3716
2020-06-26,48.7459
2020-06-27,48.7459
2020-06-28,48.7459
2020-06-29,52.1986
2020-06-30,54.101
2020-07-01,51.2711
2020-07-02,53.4395
2020-07-03,53.4395
2020-07-04,53.4395
2020-07-05,53.4395
2020-07-06,54.845
2020-07-07,56.3614
2020-07-08,56.2624
2020-07-09,56.4616
2020-07-10,58.4212
2020-07-11,58.4212
2020-07-12,58.4212
2020-07-13,58.4405
2020-07-14,61.4301
2020-07-15,59.8532
2020-07-16,60.0208
2020-07-17,59.8771
2020-07-18,59.8771
2020-07-19,59.8771
2020-07-20,57.0515
2020-07-21,58.782
2020-07-22,59.2168
2020-07-23,59.7559
2020-07-24,57.5413
2020-07-25,57.5413
2020-07-26,57.5413
2020-07-27,57.1091
2020-07-28,58.1072
2020-07-29,57.5948
2020-07-30,54.9697
2020-07-31,54.3648
2020-08-01,54.3648
2020-08-02,54.3648
2020-08-03,57.4335
2020-08-04,59.8287
2020-08-05,56.0508
2020-08-06,55.3929
2020-08-07,55.7733
2020-08-08,55.7733
2020-08-09,55.7733
2020-08-10,54.0893
2020-08-11,49.9064
2020-08-12,52.0963
2020-08-13,51.8668
2020-08-14,52.5869
2020-08-15,52.5869
2020-08-16,52.5869
2020-08-17,54.935
2020-08-18,55.7211
2020-08-19,55.237
2020-08-20,54.5164
2020-08-21,53.9629
2020-08-22,53.9629
2020-08-23,53.9629
2020-08-24,54.2411
2020-08-25,53.5412
2020-08-26,54.4661
2020-08-27,55.6662
2020-08-28,51.6271
2020-08-29,51.6271
2020-08-30,51.6271
2020-08-31,53.12
2020-09-01,50.72
2020-09-02,54.2734
2020-09-03,50.1278
2020-09-04,50.5871
2020-09-05,50.5871
2020-09-06,50.5871
2020-09-07,50.5871
2020-09-08,42.4335
2020-09-09,43.6247
2020-09-10,40.796
2020-09-11,40.929
2020-09-12,40.929
2020-09-13,40.929
2020-09-14,41.5267
2020-09-15,42.2413
2020-09-16,41.6939
2020-09-17,39.4051
2020-09-18,38.914
2020-09-19,38.914
2020-09-20,38.914
2020-09-21,40.5357
2020-09-22,40.8899
2020-09-23,40.3308
2020-09-24,43.2448
2020-09-25,45.9477
2020-09-26,45.9477
2020-09-27,45.9477
2020-09-28,46.5719
2020-09-29,46.4753
2020-09-30,51.2338
2020-10-01,53.3326
2020-10-02,53.1995
2020-10-03,53.1995
2020-10-04,53.1995
2020-10-05,53.5829
2020-10-06,49.7614
2020-10-07,50.6651
2020-10-08,51.4496
2020-10-09,52.6554
2020-10-10,52.6554
2020-10-11,52.6554
2020-10-12,53.8414
2020-10-13,54.7453
2020-10-14,52.9199
2020-10-15,54.4415
2020-10-16,53.4743
2020-10-17,53.4743
2020-10-18,53.4743
2020-10-19,50.4404
2020-10-20,49.9786
2020-10-21,49.5645
2020-10-22,50.5258
2020-10-23,51.8385
2020-10-24,51.8385
2020-10-25,51.8385
2020-10-26,49.5247
2020-10-27,49.9293
2020-10-28,45.6073
2020-10-29,44.8542
2020-10-30,44.6002
2020-10-31,44.6002
2020-11-01,44.6002
2020-11-02,46.5113
2020-11-03,49.9104
2020-11-04,48.75
2020-11-05,49.0128
2020-11-06,50.5006
2020-11-07,50.5006
2020-11-08,50.5006
2020-11-09,43.5201
2020-11-10,45.1411
2020-11-11,47.8243
2020-11-12,49.4077
2020-11-13,50.6473
2020-11-14,50.6473
2020-11-15,50.6473
2020-11-16,51.2649
2020-11-17,51.4482
2020-11-18,51.0227
2020-11-19,53.338
2020-11-20,51.4858
2020-11-21,51.4858
2020-11-22,51.4858
2020-11-23,50.5217
2020-11-24,49.2587
2020-11-25,47.6964
2020-11-26,47.6964
2020-11-27,48.0849
2020-11-28,48.0849
2020-11-29,48.0849
2020-11-30,50.1192
2020-12-01,51.5149
2020-12-02,48.3985
2020-12-03,49.0422
2020-12-04,49.0422
2020-12-05,49.0422
2020-12-06,49.0422
2020-12-07,47.0441
2020-12-08,49.068
2020-12-09,46.1123
2020-12-10,44.9092
2020-12-11,46.3264
2020-12-12,46.3264
2020-12-13,46.3264
2020-12-14,46.4214
2020-12-15,45.5317
2020-12-16,45.2234
2020-12-17,47.8149
2020-12-18,46.9315
2020-12-19,46.9315
2020-12-20,46.9315
2020-12-21,45.7368
2020-12-22,44.6191
2020-12-23,45.9846
2020-12-24,46.4747
2020-12-25,46.4747
2020-12-26,46.4747
2020-12-27,46.4747
2020-12-28,47.2527
2020-12-29,46.6155
2020-12-30,44.773
2020-12-31,45.6765
2021-01-01,45.6765
2021-01-02,45.6765
2021-01-03,45.6765
2021-01-04,46.5436
2021-01-05,46.7728
2021-01-06,46.2597
2021-01-07,44.6251
2021-01-08,39.9136
2021-01-09,39.9136
2021-01-10,39.9136
2021-01-11,37.7082
2021-01-12,34.8298
2021-01-13,38.9289
2021-01-14,40.2999
2021-01-15,42.1292
2021-01-16,42.1292
2021-01-17,42.1292
2021-01-18,42.1292
2021-01-19,40.631
2021-01-20,39.7837
2021-01-21,39.6541
2021-01-22,42.2989
2021-01-23,42.2989
2021-01-24,42.2989
2021-01-25,48.8775
2021-01-26,52.4515
2021-01-27,55.7554
2021-01-28,52.6559
2021-01-29,49.2262
2021-01-30,49.2262
2021-01-31,49.2262
2021-02-01,47.8197
2021-02-02,48.0153
2021-02-03,45.9781
2021-02-04,46.2141
2021-02-05,47.692
2021-02-06,47.692
2021-02-07,47.692
2021-02-08,48.5692
2021-02-09,48.4851
2021-02-10,49.7455
2021-02-11,46.4429
2021-02-12,47.0896
2021-02-13,47.0896
2021-02-14,47.0896
2021-02-15,47.0896
2021-02-16,44.8742
2021-02-17,46.5053
2021-02-18,50.0622
2021-02-19,46.0806
2021-02-20,46.0806
2021-02-21,46.0806
2021-02-22,45.2719
2021-02-23,47.1614
2021-02-24,45.6077
2021-02-25,44.7227
2021-02-26,42.7445
2021-02-27,42.7445
2021-02-28,42.7445
2021-03-01,42.1176
2021-03-02,43.1714
2021-03-03,42.7324
2021-03-04,44.0406
2021-03-05,48.5678
2021-03-06,48.5678
2021-03-07,48.5678
2021-03-08,51.2512
2021-03-09,50.2548
2021-03-10,53.2824
2021-03-11,52.0672
2021-03-12,53.6441
2021-03-13,53.6441
2021-03-14,53.6441
2021-03-15,54.3211
2021-03-16,55.223
2021-03-17,55.2484
2021-03-18,56.5484
2021-03-19,56.9794
2021-03-20,56.9794
2021-03-21,56.9794
2021-03-22,60.2869
2021-03-23,59.3969
2021-03-24,51.6063
2021-03-25,53.8247
2021-03-26,57.0479
2021-03-27,57.0479
2021-03-28,57.0479
2021-03-29,60.09
2021-03-30,58.1286
2021-03-31,56.84
2021-04-01,55.7519
2021-04-02,55.7519
2021-04-03,55.7519
2021-04-04,55.7519
2021-04-05,57.0491
2021-04-06,57.4928
2021-04-07,56.4866
2021-04-08,56.6448
2021-04-09,54.2528
2021-04-10,54.2528
2021-04-11,54.2528
2021-04-12,56.2123
2021-04-13,55.3654
2021-04-14,55.1578
2021-04-15,54.9751
2021-04-16,56.8245
2021-04-17,56.8245
2021-04-18,56.8245
2021-04-19,56.8245
2021-04-20,59.2148
2021-04-21,60.2617
2021-04-22,57.825
2021-04-23,55.3814
2021-04-24,55.3814
2021-04-25,55.3814
2021-04-26,53.2065
2021-04-27,53.2065
2021-04-28,53.9061
2021-04-29,55.5709
2021-04-30,53.7537
2021-05-01,53.7537
2021-05-02,53.7537
2021-05-03,55.6993
2021-05-04,56.2143
2021-05-05,56.2931
2021-05-06,60.709
2021-05-07,58.7088
2021-05-08,58.7088
2021-05-09,58.7088
2021-05-10,60.4891
2021-05-11,58.0972
2021-05-12,57.6062
2021-05-13,59.9849
2021-05-14,58.0683
2021-05-15,58.0683
2021-05-16,58.0683
2021-05-17,56.1176
2021-05-18,56.4648
2021-05-19,55.396
2021-05-20,56.1761
2021-05-21,56.7757
2021-05-22,56.7757
2021-05-23,56.7757
2021-05-24,56.4976
2021-05-25,55.7907
2021-05-26,55.7186
2021-05-27,53.7424
2021-05-28,55.4655
2021-05-29,55.4655
2021-05-30,55.4655
2021-05-31,55.4655
2021-06-01,54.7382
2021-06-02,57.1506
2021-06-03,58.0152
2021-06-04,58.6554
2021-06-05,58.6554
2021-06-06,58.6554
2021-06-07,57.4342
2021-06-08,55.3943
2021-06-09,51.5691
2021-06-10,52.9816
2021-06-11,52.8046
2021-06-12,52.8046
2021-06-13,52.8046
2021-06-14,53.225
2021-06-15,51.3682
2021-06-16,48.0051
2021-06-17,47.8415
2021-06-18,43.7105
2021-06-19,43.7105
2021-06-20,43.7105
2021-06-21,45.1011
2021-06-22,45.3584
2021-06-23,42.4208
2021-06-24,42.2509
2021-06-25,44.1031
2021-06-26,44.1031
2021-06-27,44.1031
2021-06-28,47.445
2021-06-29,45.8425
2021-06-30,48.931
2021-07-01,46.755
2021-07-02,46.755
2021-07-03,46.755
2021-07-04,46.755
2021-07-05,46.755
2021-07-06,45.5937
2021-07-07,47.5445
2021-07-08,46.8435
2021-07-09,46.9905
2021-07-10,46.9905
2021-07-11,46.9905
2021-07-12,45.5886
2021-07-13,45.135
2021-07-14,45.6939
2021-07-15,47.7016
2021-07-16,48.7395
2021-07-17,48.7395
2021-07-18,48.7395
2021-07-19,51.2595
2021-07-20,48.3316
2021-07-21,45.261
2021-07-22,44.6613
2021-07-23,46.9571
2021-07-24,46.9571
2021-07-25,46.9571
2021-07-26,46.69
2021-07-27,47.5771
2021-07-28,45.1122
2021-07-29,45.4725
2021-07-30,45.3016
2021-07-31,45.3016
2021-08-01,45.3016
2021-08-02,47.388
2021-08-03,47.4693
2021-08-04,41.616
2021-08-05,41.4658
2021-08-06,42.707
2021-08-07,42.707
2021-08-08,42.707
2021-08-09,44.7143
2021-08-10,45.2926
2021-08-11,47.5624
2021-08-12,47.2007
2021-08-13,50.6561
2021-08-14,50.6561
2021-08-15,50.6561
2021-08-16,51.7212
2021-08-17,54.2903
2021-08-18,48.5104
2021-08-19,51.3905
2021-08-20,51.9466
2021-08-21,51.9466
2021-08-22,51.9466
2021-08-23,49.5327
2021-08-24,45.8198
2021-08-25,45.0501
2021-08-26,42.6013
2021-08-27,44.171
2021-08-28,44.171
2021-08-29,44.171
2021-08-30,43.7394
2021-08-31,44.5981
2021-09-01,44.2639
2021-09-02,45.115
2021-09-03,44.6342
2021-09-04,44.6342
2021-09-05,44.6342
2021-09-06,44.6342
2021-09-07,41.6356
2021-09-08,50.6922
2021-09-09,47.9295
2021-09-10,47.8715
2021-09-11,47.8715
2021-09-12,47.8715
2021-09-13,48.5164
2021-09-14,48.9736
2021-09-15,48.8135
2021-09-16,48.8135
2021-09-17,49.52
2021-09-18,49.52
2021-09-19,49.52
2021-09-20,48.9262
2021-09-21,46.4194
2021-09-22,52.8673
2021-09-23,53.9479
2021-09-24,54.7234
2021-09-25,54.7234
2021-09-26,54.7234
2021-09-27,51.6437
2021-09-28,50.5849
2021-09-29,54.8904
2021-09-30,51.8096
2021-10-01,54.056
2021-10-02,54.056
2021-10-03,54.056
2021-10-04,56.2451
2021-10-05,56.4777
2021-10-06,57.9922
2021-10-07,56.9414
2021-10-08,57.3148
2021-10-09,57.3148
2021-10-10,57.3148
2021-10-11,57.9348
2021-10-12,59.1361
2021-10-13,58.0686
2021-10-14,59.4217
2021-10-15,58.6387
2021-10-16,58.6387
2021-10-17,58.6387
2021-10-18,56.1879
2021-10-19,56.6854
2021-10-20,59.537
2021-10-21,58.6751
2021-10-22,59.2028
2021-10-23,59.2028
2021-10-24,59.2028
2021-10-25,56.1205
2021-10-26,56.7108
2021-10-27,53.7561
2021-10-28,55.9786
2021-10-29,55.0902
2021-10-30,55.0902
2021-10-31,55.0902
2021-11-01,56.5466
2021-11-02,57.5351
2021-11-03,58.983
2021-11-04,57.2796
2021-11-05,57.0418
2021-11-06,57.0418
2021-11-07,57.0418
2021-11-08,57.001
2021-11-09,58.6235
2021-11-10,59.6923
2021-11-11,57.0257
2021-11-12,58.0714
2021-11-13,58.0714
2021-11-14,58.0714
2021-11-15,59.4523
2021-11-16,57.576
2021-11-17,56.984
2021-11-18,56.0472
2021-11-19,52.5535
2021-11-20,52.5535
2021-11-21,52.5535
2021-11-22,55.3648
2021-11-23,57.1172
2021-11-24,56.5431
2021-11-25,56.5431
2021-11-26,54.3628
2021-11-27,54.3628
2021-11-28,54.3628
2021-11-29,56.7887
2021-11-30,50.4063
2021-12-01,49.2928
2021-12-02,53.739
2021-12-03,57.4377
2021-12-04,57.4377
2021-12-05,57.4377
2021-12-06,57.9705
2021-12-07,58.3048
2021-12-08,57.0059
2021-12-09,56.1434
2021-12-10,58.2923
2021-12-11,58.2923
2021-12-12,58.2923
2021-12-13,61.2047
2021-12-14,61.1292
2021-12-15,64.3786
2021-12-16,67.3773
2021-12-17,63.0093
2021-12-18,63.0093
2021-12-19,63.0093
2021-12-20,63.2941
2021-12-21,54.7846
2021-12-22,56.2123
2021-12-23,56.8509
2021-12-24,56.8509
2021-12-25,56.8509
2021-12-26,56.8509
2021-12-27,57.0075
2021-12-28,58.8395
2021-12-29,59.1218
2021-12-30,59.1886
2021-12-31,59.9337
2022-01-01,59.9337
2022-01-02,59.9337
2022-01-03,59.5249
2022-01-04,60.9708
2022-01-05,62.9486
2022-01-06,61.8442
2022-01-07,63.1274
2022-01-08,63.1274
2022-01-09,63.1274
2022-01-10,63.5571
2022-01-11,62.6506
2022-01-12,61.8896
2022-01-13,63.2072
2022-01-14,65.3795
2022-01-15,65.3795
2022-01-16,65.3795
2022-01-17,65.3795
2022-01-18,62.92
2022-01-19,62.5019
2022-01-20,59.9904
2022-01-21,61.3106
2022-01-22,61.3106
2022-01-23,61.3106
2022-01-24,59.537
2022-01-25,58.7675
2022-01-26,56.8143
2022-01-27,58.2755
2022-01-28,60.8421
