,AVNT US Equity
,RSI_30D
2020-01-01,66.6044
2020-01-02,66.5498
2020-01-03,59.7513
2020-01-04,59.7513
2020-01-05,59.7513
2020-01-06,59.2838
2020-01-07,58.2465
2020-01-08,57.35
2020-01-09,57.8096
2020-01-10,56.979
2020-01-11,56.979
2020-01-12,56.979
2020-01-13,57.0166
2020-01-14,59.9147
2020-01-15,60.4662
2020-01-16,63.3361
2020-01-17,62.6412
2020-01-18,62.6412
2020-01-19,62.6412
2020-01-20,62.6412
2020-01-21,58.5513
2020-01-22,57.9641
2020-01-23,57.0758
2020-01-24,52.884
2020-01-25,52.884
2020-01-26,52.884
2020-01-27,49.8142
2020-01-28,56.4116
2020-01-29,55.9157
2020-01-30,51.077
2020-01-31,47.1282
2020-02-01,47.1282
2020-02-02,47.1282
2020-02-03,49.9669
2020-02-04,51.3979
2020-02-05,51.5608
2020-02-06,45.8119
2020-02-07,44.2606
2020-02-08,44.2606
2020-02-09,44.2606
2020-02-10,42.4752
2020-02-11,43.9978
2020-02-12,44.2463
2020-02-13,43.7869
2020-02-14,42.8378
2020-02-15,42.8378
2020-02-16,42.8378
2020-02-17,42.8378
2020-02-18,41.5394
2020-02-19,41.738
2020-02-20,41.5627
2020-02-21,37.6887
2020-02-22,37.6887
2020-02-23,37.6887
2020-02-24,34.849
2020-02-25,30.166
2020-02-26,29.7507
2020-02-27,27.5139
2020-02-28,28.9657
2020-02-29,28.9657
2020-03-01,28.9657
2020-03-02,30.3683
2020-03-03,28.8688
2020-03-04,32.9843
2020-03-05,31.504
2020-03-06,29.6521
2020-03-07,29.6521
2020-03-08,29.6521
2020-03-09,26.5771
2020-03-10,29.7662
2020-03-11,27.1887
2020-03-12,23.9484
2020-03-13,28.9052
2020-03-14,28.9052
2020-03-15,28.9052
2020-03-16,25.3105
2020-03-17,25.0
2020-03-18,21.09
2020-03-19,28.8302
2020-03-20,31.4081
2020-03-21,31.4081
2020-03-22,31.4081
2020-03-23,32.7725
2020-03-24,36.11
2020-03-25,37.7378
2020-03-26,39.9608
2020-03-27,38.3637
2020-03-28,38.3637
2020-03-29,38.3637
2020-03-30,40.4732
2020-03-31,40.9683
2020-04-01,39.3629
2020-04-02,40.1027
2020-04-03,39.4516
2020-04-04,39.4516
2020-04-05,39.4516
2020-04-06,42.6975
2020-04-07,42.8449
2020-04-08,44.9686
2020-04-09,47.1069
2020-04-10,47.1069
2020-04-11,47.1069
2020-04-12,47.1069
2020-04-13,45.9414
2020-04-14,46.049
2020-04-15,43.9524
2020-04-16,43.4518
2020-04-17,45.9433
2020-04-18,45.9433
2020-04-19,45.9433
2020-04-20,44.2451
2020-04-21,45.0333
2020-04-22,44.9394
2020-04-23,47.9515
2020-04-24,47.5503
2020-04-25,47.5503
2020-04-26,47.5503
2020-04-27,49.3405
2020-04-28,49.5404
2020-04-29,53.0928
2020-04-30,51.1042
2020-05-01,49.2991
2020-05-02,49.2991
2020-05-03,49.2991
2020-05-04,48.8658
2020-05-05,49.0141
2020-05-06,47.9526
2020-05-07,48.306
2020-05-08,50.5812
2020-05-09,50.5812
2020-05-10,50.5812
2020-05-11,50.0023
2020-05-12,48.0495
2020-05-13,46.114
2020-05-14,47.3444
2020-05-15,47.7149
2020-05-16,47.7149
2020-05-17,47.7149
2020-05-18,52.0753
2020-05-19,50.1153
2020-05-20,52.02
2020-05-21,52.7734
2020-05-22,53.0818
2020-05-23,53.0818
2020-05-24,53.0818
2020-05-25,53.0818
2020-05-26,53.5069
2020-05-27,56.1004
2020-05-28,53.8913
2020-05-29,53.9459
2020-05-30,53.9459
2020-05-31,53.9459
2020-06-01,55.4215
2020-06-02,57.508
2020-06-03,58.5124
2020-06-04,58.8976
2020-06-05,60.906
2020-06-06,60.906
2020-06-07,60.906
2020-06-08,61.5849
2020-06-09,60.0301
2020-06-10,57.3716
2020-06-11,52.1083
2020-06-12,53.8371
2020-06-13,53.8371
2020-06-14,53.8371
2020-06-15,54.0718
2020-06-16,54.2937
2020-06-17,53.0346
2020-06-18,52.5481
2020-06-19,50.9864
2020-06-20,50.9864
2020-06-21,50.9864
2020-06-22,51.1556
2020-06-23,51.0872
2020-06-24,49.0514
2020-06-25,51.5165
2020-06-26,52.121
2020-06-27,52.121
2020-06-28,52.121
2020-06-29,53.8637
2020-06-30,54.3251
2020-07-01,52.4267
2020-07-02,53.8985
2020-07-03,53.8985
2020-07-04,53.8985
2020-07-05,53.8985
2020-07-06,55.1029
2020-07-07,53.5046
2020-07-08,52.0663
2020-07-09,49.3455
2020-07-10,51.7497
2020-07-11,51.7497
2020-07-12,51.7497
2020-07-13,51.5111
2020-07-14,51.3153
2020-07-15,53.8342
2020-07-16,52.7407
2020-07-17,53.3111
2020-07-18,53.3111
2020-07-19,53.3111
2020-07-20,51.8103
2020-07-21,52.1705
2020-07-22,53.1369
2020-07-23,50.5987
2020-07-24,49.5779
2020-07-25,49.5779
2020-07-26,49.5779
2020-07-27,51.33
2020-07-28,48.9337
2020-07-29,50.7553
2020-07-30,48.1166
2020-07-31,47.4723
2020-08-01,47.4723
2020-08-02,47.4723
2020-08-03,48.2685
2020-08-04,48.883
2020-08-05,50.2129
2020-08-06,49.6781
2020-08-07,52.6519
2020-08-08,52.6519
2020-08-09,52.6519
2020-08-10,54.5294
2020-08-11,55.8923
2020-08-12,55.8923
2020-08-13,53.7806
2020-08-14,52.9929
2020-08-15,52.9929
2020-08-16,52.9929
2020-08-17,52.2309
2020-08-18,51.4364
2020-08-19,52.1613
2020-08-20,52.4999
2020-08-21,51.9924
2020-08-22,51.9924
2020-08-23,51.9924
2020-08-24,55.2899
2020-08-25,54.053
2020-08-26,51.7221
2020-08-27,53.0247
2020-08-28,54.0016
2020-08-29,54.0016
2020-08-30,54.0016
2020-08-31,50.0629
2020-09-01,53.541
2020-09-02,55.9643
2020-09-03,53.2396
2020-09-04,55.7126
2020-09-05,55.7126
2020-09-06,55.7126
2020-09-07,55.7126
2020-09-08,53.3929
2020-09-09,54.4584
2020-09-10,52.4022
2020-09-11,52.3742
2020-09-12,52.3742
2020-09-13,52.3742
2020-09-14,53.9289
2020-09-15,54.7801
2020-09-16,54.141
2020-09-17,55.4124
2020-09-18,53.723
2020-09-19,53.723
2020-09-20,53.723
2020-09-21,48.8966
2020-09-22,49.0646
2020-09-23,46.5568
2020-09-24,47.8626
2020-09-25,52.4804
2020-09-26,52.4804
2020-09-27,52.4804
2020-09-28,53.7063
2020-09-29,52.9712
2020-09-30,51.241
2020-10-01,52.1537
2020-10-02,56.7909
2020-10-03,56.7909
2020-10-04,56.7909
2020-10-05,59.6869
2020-10-06,61.3451
2020-10-07,63.7822
2020-10-08,63.9551
2020-10-09,61.7301
2020-10-10,61.7301
2020-10-11,61.7301
2020-10-12,62.0296
2020-10-13,61.5933
2020-10-14,62.1636
2020-10-15,61.771
2020-10-16,62.3854
2020-10-17,62.3854
2020-10-18,62.3854
2020-10-19,60.7688
2020-10-20,61.1807
2020-10-21,62.5509
2020-10-22,62.9106
2020-10-23,62.545
2020-10-24,62.545
2020-10-25,62.545
2020-10-26,59.3686
2020-10-27,56.532
2020-10-28,54.9969
2020-10-29,57.0096
2020-10-30,56.5193
2020-10-31,56.5193
2020-11-01,56.5193
2020-11-02,59.1368
2020-11-03,60.7222
2020-11-04,54.8989
2020-11-05,59.5613
2020-11-06,58.0596
2020-11-07,58.0596
2020-11-08,58.0596
2020-11-09,62.1079
2020-11-10,64.2054
2020-11-11,61.2587
2020-11-12,60.2508
2020-11-13,61.3531
2020-11-14,61.3531
2020-11-15,61.3531
2020-11-16,63.2087
2020-11-17,63.0937
2020-11-18,60.7222
2020-11-19,60.9236
2020-11-20,61.0175
2020-11-21,61.0175
2020-11-22,61.0175
2020-11-23,62.6528
2020-11-24,66.0513
2020-11-25,62.2959
2020-11-26,62.2959
2020-11-27,62.634
2020-11-28,62.634
2020-11-29,62.634
2020-11-30,60.2582
2020-12-01,61.0141
2020-12-02,61.3581
2020-12-03,61.094
2020-12-04,64.7401
2020-12-05,64.7401
2020-12-06,64.7401
2020-12-07,62.7041
2020-12-08,63.6172
2020-12-09,63.498
2020-12-10,63.2835
2020-12-11,62.7509
2020-12-12,62.7509
2020-12-13,62.7509
2020-12-14,62.2725
2020-12-15,65.0305
2020-12-16,61.9985
2020-12-17,64.2379
2020-12-18,62.9811
2020-12-19,62.9811
2020-12-20,62.9811
2020-12-21,63.468
2020-12-22,63.9405
2020-12-23,64.1251
2020-12-24,63.6866
2020-12-25,63.6866
2020-12-26,63.6866
2020-12-27,63.6866
2020-12-28,63.6866
2020-12-29,61.2724
2020-12-30,63.0129
2020-12-31,62.7006
2021-01-01,62.7006
2021-01-02,62.7006
2021-01-03,62.7006
2021-01-04,59.8695
2021-01-05,62.428
2021-01-06,67.8588
2021-01-07,70.6091
2021-01-08,68.6056
2021-01-09,68.6056
2021-01-10,68.6056
2021-01-11,67.3697
2021-01-12,68.9742
2021-01-13,64.7601
2021-01-14,64.7025
2021-01-15,60.5258
2021-01-16,60.5258
2021-01-17,60.5258
2021-01-18,60.5258
2021-01-19,60.5434
2021-01-20,59.1547
2021-01-21,57.16
2021-01-22,58.9545
2021-01-23,58.9545
2021-01-24,58.9545
2021-01-25,55.7425
2021-01-26,52.5218
2021-01-27,49.2329
2021-01-28,51.9173
2021-01-29,49.3028
