,HES US Equity
,RSI_30D
2020-01-01,54.1908
2020-01-02,55.6138
2020-01-03,58.7053
2020-01-04,58.7053
2020-01-05,58.7053
2020-01-06,60.0888
2020-01-07,60.197
2020-01-08,55.4895
2020-01-09,56.3217
2020-01-10,55.2346
2020-01-11,55.2346
2020-01-12,55.2346
2020-01-13,56.4199
2020-01-14,57.5388
2020-01-15,57.5684
2020-01-16,57.9181
2020-01-17,57.0511
2020-01-18,57.0511
2020-01-19,57.0511
2020-01-20,57.0511
2020-01-21,54.1665
2020-01-22,51.6928
2020-01-23,50.4548
2020-01-24,46.7871
2020-01-25,46.7871
2020-01-26,46.7871
2020-01-27,43.3146
2020-01-28,43.2705
2020-01-29,37.5951
2020-01-30,39.019
2020-01-31,36.69
2020-02-01,36.69
2020-02-02,36.69
2020-02-03,36.5314
2020-02-04,38.9507
2020-02-05,41.9768
2020-02-06,39.1835
2020-02-07,37.3994
2020-02-08,37.3994
2020-02-09,37.3994
2020-02-10,36.8501
2020-02-11,39.0896
2020-02-12,43.5563
2020-02-13,45.4892
2020-02-14,46.0377
2020-02-15,46.0377
2020-02-16,46.0377
2020-02-17,46.0377
2020-02-18,47.2916
2020-02-19,50.8782
2020-02-20,52.4619
2020-02-21,52.0094
2020-02-22,52.0094
2020-02-23,52.0094
2020-02-24,46.2339
2020-02-25,42.9123
2020-02-26,41.2755
2020-02-27,40.3683
2020-02-28,42.1427
2020-02-29,42.1427
2020-03-01,42.1427
2020-03-02,43.6529
2020-03-03,44.4108
2020-03-04,43.5785
2020-03-05,40.7354
2020-03-06,36.1295
2020-03-07,36.1295
2020-03-08,36.1295
2020-03-09,25.5993
2020-03-10,33.6108
2020-03-11,32.0191
2020-03-12,30.1191
2020-03-13,32.6407
2020-03-14,32.6407
2020-03-15,32.6407
2020-03-16,30.7351
2020-03-17,30.5303
2020-03-18,30.2971
2020-03-19,31.4148
2020-03-20,31.1849
2020-03-21,31.1849
2020-03-22,31.1849
2020-03-23,30.2581
2020-03-24,36.4189
2020-03-25,36.6459
2020-03-26,38.6446
2020-03-27,36.9954
2020-03-28,36.9954
2020-03-29,36.9954
2020-03-30,35.7449
2020-03-31,37.178
2020-04-01,36.3695
2020-04-02,39.7771
2020-04-03,38.6297
2020-04-04,38.6297
2020-04-05,38.6297
2020-04-06,40.2425
2020-04-07,40.2526
2020-04-08,44.1906
2020-04-09,45.2985
2020-04-10,45.2985
2020-04-11,45.2985
2020-04-12,45.2985
2020-04-13,44.937
2020-04-14,43.9265
2020-04-15,41.5785
2020-04-16,39.5956
2020-04-17,44.1939
2020-04-18,44.1939
2020-04-19,44.1939
2020-04-20,43.1898
2020-04-21,43.6005
2020-04-22,46.3458
2020-04-23,48.3254
2020-04-24,48.997
2020-04-25,48.997
2020-04-26,48.997
2020-04-27,49.6059
2020-04-28,50.5774
2020-04-29,54.3701
2020-04-30,54.0332
2020-05-01,50.2376
2020-05-02,50.2376
2020-05-03,50.2376
2020-05-04,51.8506
2020-05-05,51.7212
2020-05-06,50.7343
2020-05-07,51.9022
2020-05-08,53.6047
2020-05-09,53.6047
2020-05-10,53.6047
2020-05-11,52.3603
2020-05-12,50.2764
2020-05-13,48.1983
2020-05-14,48.5679
2020-05-15,49.7438
2020-05-16,49.7438
2020-05-17,49.7438
2020-05-18,53.965
2020-05-19,51.1018
2020-05-20,52.2942
2020-05-21,52.2052
2020-05-22,52.0768
2020-05-23,52.0768
2020-05-24,52.0768
2020-05-25,52.0768
2020-05-26,53.3727
2020-05-27,54.0117
2020-05-28,53.0712
2020-05-29,52.1127
2020-05-30,52.1127
2020-05-31,52.1127
2020-06-01,53.221
2020-06-02,55.8343
2020-06-03,56.1428
2020-06-04,56.4574
2020-06-05,60.0988
2020-06-06,60.0988
2020-06-07,60.0988
2020-06-08,62.218
2020-06-09,59.6516
2020-06-10,55.4519
2020-06-11,50.9285
2020-06-12,51.9794
2020-06-13,51.9794
2020-06-14,51.9794
2020-06-15,51.9705
2020-06-16,54.0985
2020-06-17,52.4409
2020-06-18,53.4572
2020-06-19,53.0693
2020-06-20,53.0693
2020-06-21,53.0693
2020-06-22,53.5624
2020-06-23,54.0703
2020-06-24,50.7152
2020-06-25,52.2004
2020-06-26,50.1862
2020-06-27,50.1862
2020-06-28,50.1862
2020-06-29,51.5008
2020-06-30,53.1394
2020-07-01,51.2616
2020-07-02,52.7082
2020-07-03,52.7082
2020-07-04,52.7082
2020-07-05,52.7082
2020-07-06,50.8058
2020-07-07,49.7561
2020-07-08,50.6521
2020-07-09,46.5054
2020-07-10,46.7194
2020-07-11,46.7194
2020-07-12,46.7194
2020-07-13,47.1468
2020-07-14,49.2524
2020-07-15,50.3748
2020-07-16,50.3844
2020-07-17,49.5888
2020-07-18,49.5888
2020-07-19,49.5888
2020-07-20,49.9262
2020-07-21,53.8571
2020-07-22,53.6745
2020-07-23,52.537
2020-07-24,51.9083
2020-07-25,51.9083
2020-07-26,51.9083
2020-07-27,51.7207
2020-07-28,49.3435
2020-07-29,51.3503
2020-07-30,48.7629
2020-07-31,50.514
2020-08-01,50.514
2020-08-02,50.514
2020-08-03,51.1654
2020-08-04,52.0361
2020-08-05,54.9355
2020-08-06,54.6788
2020-08-07,54.2496
2020-08-08,54.2496
2020-08-09,54.2496
2020-08-10,56.328
2020-08-11,54.3664
2020-08-12,54.6788
2020-08-13,53.3383
2020-08-14,54.4412
2020-08-15,54.4412
2020-08-16,54.4412
2020-08-17,52.8296
2020-08-18,49.9677
2020-08-19,48.2781
2020-08-20,47.8949
2020-08-21,47.1973
2020-08-22,47.1973
2020-08-23,47.1973
2020-08-24,47.5983
2020-08-25,48.2213
2020-08-26,45.8944
2020-08-27,46.0544
2020-08-28,46.76
2020-08-29,46.76
2020-08-30,46.76
2020-08-31,45.69
2020-09-01,45.5701
2020-09-02,45.5083
2020-09-03,46.2914
2020-09-04,47.404
2020-09-05,47.404
2020-09-06,47.404
2020-09-07,47.404
2020-09-08,45.4936
2020-09-09,47.3846
2020-09-10,43.1365
2020-09-11,42.8239
2020-09-12,42.8239
2020-09-13,42.8239
2020-09-14,44.1345
2020-09-15,42.9346
2020-09-16,45.0424
2020-09-17,45.1201
2020-09-18,43.5537
2020-09-19,43.5537
2020-09-20,43.5537
2020-09-21,41.2988
2020-09-22,41.433
2020-09-23,39.3067
2020-09-24,39.3947
2020-09-25,41.2093
2020-09-26,41.2093
2020-09-27,41.2093
2020-09-28,42.1658
2020-09-29,41.7316
2020-09-30,42.1665
2020-10-01,39.6774
2020-10-02,38.1598
2020-10-03,38.1598
2020-10-04,38.1598
2020-10-05,41.1834
2020-10-06,39.5003
2020-10-07,39.155
2020-10-08,40.8342
2020-10-09,40.1663
2020-10-10,40.1663
2020-10-11,40.1663
2020-10-12,41.2541
2020-10-13,41.2731
2020-10-14,41.1903
2020-10-15,42.6399
2020-10-16,40.8423
2020-10-17,40.8423
2020-10-18,40.8423
2020-10-19,38.8777
2020-10-20,41.3753
2020-10-21,40.472
2020-10-22,44.392
2020-10-23,44.6118
2020-10-24,44.6118
2020-10-25,44.6118
2020-10-26,41.8456
2020-10-27,41.8042
2020-10-28,40.0524
2020-10-29,42.1299
2020-10-30,42.208
2020-10-31,42.208
2020-11-01,42.208
2020-11-02,43.8177
2020-11-03,42.1443
2020-11-04,42.7646
2020-11-05,42.4307
2020-11-06,41.6506
2020-11-07,41.6506
2020-11-08,41.6506
2020-11-09,53.5918
2020-11-10,55.5032
2020-11-11,54.2001
2020-11-12,50.4614
2020-11-13,53.0077
2020-11-14,53.0077
2020-11-15,53.0077
2020-11-16,57.2327
2020-11-17,57.7984
2020-11-18,55.8038
2020-11-19,57.0496
2020-11-20,56.2142
2020-11-21,56.2142
2020-11-22,56.2142
2020-11-23,60.0923
2020-11-24,63.7106
2020-11-25,62.0435
2020-11-26,62.0435
2020-11-27,59.3023
2020-11-28,59.3023
2020-11-29,59.3023
2020-11-30,54.3733
2020-12-01,54.9984
2020-12-02,56.4356
2020-12-03,58.3615
2020-12-04,61.5181
2020-12-05,61.5181
2020-12-06,61.5181
2020-12-07,58.9803
2020-12-08,59.1863
2020-12-09,60.4382
2020-12-10,63.2331
2020-12-11,62.2831
2020-12-12,62.2831
2020-12-13,62.2831
2020-12-14,58.8806
2020-12-15,61.0969
2020-12-16,61.2868
2020-12-17,61.3312
2020-12-18,60.3012
2020-12-19,60.3012
2020-12-20,60.3012
2020-12-21,57.9788
2020-12-22,55.071
2020-12-23,57.2007
2020-12-24,56.3366
2020-12-25,56.3366
2020-12-26,56.3366
2020-12-27,56.3366
2020-12-28,55.4052
2020-12-29,55.0603
2020-12-30,56.3573
2020-12-31,55.0159
2021-01-01,55.0159
2021-01-02,55.0159
2021-01-03,55.0159
2021-01-04,55.0272
2021-01-05,59.0107
2021-01-06,61.9819
2021-01-07,63.2184
2021-01-08,61.8933
2021-01-09,61.8933
2021-01-10,61.8933
2021-01-11,62.5097
2021-01-12,64.973
2021-01-13,62.427
2021-01-14,63.8422
2021-01-15,60.0276
2021-01-16,60.0276
2021-01-17,60.0276
2021-01-18,60.0276
2021-01-19,60.9955
2021-01-20,61.1018
2021-01-21,58.955
2021-01-22,57.8961
2021-01-23,57.8961
2021-01-24,57.8961
2021-01-25,55.4143
2021-01-26,54.3126
2021-01-27,52.7729
2021-01-28,52.6842
2021-01-29,50.2873
2021-01-30,50.2873
2021-01-31,50.2873
2021-02-01,50.913
2021-02-02,50.8875
2021-02-03,55.3706
2021-02-04,54.7181
2021-02-05,53.4806
2021-02-06,53.4806
2021-02-07,53.4806
2021-02-08,57.1856
2021-02-09,54.659
2021-02-10,55.9626
2021-02-11,53.6887
2021-02-12,55.8569
2021-02-13,55.8569
2021-02-14,55.8569
2021-02-15,55.8569
2021-02-16,57.5853
2021-02-17,57.6539
