,SNA US Equity
,RSI_30D
2023-03-13,46.6664
2023-03-14,49.0925
2023-03-15,46.109
2023-03-16,46.7857
2023-03-17,43.3033
2023-03-18,43.3033
2023-03-19,43.3033
2023-03-20,47.2404
2023-03-21,48.6228
2023-03-22,45.2957
2023-03-23,45.36
2023-03-24,45.8278
2023-03-25,45.8278
2023-03-26,45.8278
2023-03-27,47.7513
2023-03-28,49.3054
2023-03-29,50.8584
2023-03-30,51.1031
2023-03-31,54.3551
2023-04-01,54.3551
2023-04-02,54.3551
2023-04-03,54.1681
2023-04-04,47.474
2023-04-05,43.5333
2023-04-06,42.996
2023-04-07,42.996
2023-04-08,42.996
2023-04-09,42.996
2023-04-10,46.1311
2023-04-11,47.7423
2023-04-12,49.0254
2023-04-13,49.6369
2023-04-14,50.2854
2023-04-15,50.2854
2023-04-16,50.2854
2023-04-17,50.7061
2023-04-18,51.7556
2023-04-19,50.0939
2023-04-20,60.3006
2023-04-21,62.0315
2023-04-22,62.0315
2023-04-23,62.0315
2023-04-24,59.4977
2023-04-25,58.6881
2023-04-26,56.364
2023-04-27,58.7575
2023-04-28,58.7619
2023-04-29,58.7619
2023-04-30,58.7619
2023-05-01,60.1125
2023-05-02,59.8656
2023-05-03,59.9988
2023-05-04,57.4877
2023-05-05,58.5242
2023-05-06,58.5242
2023-05-07,58.5242
2023-05-08,57.88
2023-05-09,56.185
2023-05-10,55.7846
2023-05-11,55.2598
2023-05-12,55.2655
2023-05-13,55.2655
2023-05-14,55.2655
2023-05-15,56.2676
2023-05-16,53.9688
2023-05-17,55.6998
2023-05-18,58.6459
2023-05-19,58.3458
2023-05-20,58.3458
2023-05-21,58.3458
2023-05-22,58.5869
2023-05-23,56.4139
2023-05-24,54.0821
2023-05-25,54.3704
2023-05-26,55.3517
2023-05-27,55.3517
2023-05-28,55.3517
2023-05-29,55.3517
2023-05-30,54.8149
2023-05-31,49.309
2023-06-01,51.7606
2023-06-02,55.8426
2023-06-03,55.8426
2023-06-04,55.8426
2023-06-05,55.6144
2023-06-06,57.4618
2023-06-07,60.9759
2023-06-08,60.5888
2023-06-09,59.303
2023-06-10,59.303
2023-06-11,59.303
2023-06-12,59.0659
2023-06-13,62.1799
2023-06-14,60.7905
2023-06-15,61.9736
2023-06-16,61.6644
2023-06-17,61.6644
2023-06-18,61.6644
2023-06-19,61.6644
2023-06-20,60.9954
2023-06-21,60.8828
2023-06-22,61.2317
2023-06-23,61.275
2023-06-24,61.275
2023-06-25,61.275
2023-06-26,63.4749
2023-06-27,66.0535
2023-06-28,66.0581
2023-06-29,67.7614
2023-06-30,68.2984
2023-07-01,68.2984
2023-07-02,68.2984
2023-07-03,67.0492
2023-07-04,67.0492
2023-07-05,64.1734
2023-07-06,61.9905
2023-07-07,61.5745
2023-07-08,61.5745
2023-07-09,61.5745
2023-07-10,64.0008
2023-07-11,66.7118
2023-07-12,67.3938
2023-07-13,65.4637
2023-07-14,66.5462
2023-07-15,66.5462
2023-07-16,66.5462
2023-07-17,67.3502
2023-07-18,67.4984
2023-07-19,66.7577
2023-07-20,50.8086
2023-07-21,52.343
2023-07-22,52.343
2023-07-23,52.343
2023-07-24,51.784
2023-07-25,50.8987
2023-07-26,48.5048
2023-07-27,48.9856
2023-07-28,50.3581
2023-07-29,50.3581
2023-07-30,50.3581
2023-07-31,50.5683
2023-08-01,52.1034
2023-08-02,51.2165
2023-08-03,51.1512
2023-08-04,50.2958
2023-08-05,50.2958
2023-08-06,50.2958
2023-08-07,51.2823
2023-08-08,50.6964
2023-08-09,50.4648
2023-08-10,47.6857
2023-08-11,49.0062
2023-08-12,49.0062
2023-08-13,49.0062
2023-08-14,49.2141
2023-08-15,47.2293
2023-08-16,47.202
2023-08-17,46.9481
2023-08-18,49.1706
2023-08-19,49.1706
2023-08-20,49.1706
2023-08-21,48.1675
2023-08-22,46.5563
2023-08-23,47.8826
2023-08-24,44.7186
2023-08-25,46.7868
2023-08-26,46.7868
2023-08-27,46.7868
2023-08-28,47.1529
2023-08-29,48.5693
2023-08-30,50.1155
2023-08-31,49.8971
2023-09-01,51.3992
2023-09-02,51.3992
2023-09-03,51.3992
2023-09-04,51.3992
2023-09-05,46.0109
2023-09-06,45.487
2023-09-07,43.0191
2023-09-08,43.8511
2023-09-09,43.8511
2023-09-10,43.8511
2023-09-11,45.1155
2023-09-12,46.0723
2023-09-13,45.1241
2023-09-14,47.5013
2023-09-15,45.0302
2023-09-16,45.0302
2023-09-17,45.0302
2023-09-18,45.2581
2023-09-19,44.8378
2023-09-20,41.8596
2023-09-21,41.4749
2023-09-22,42.1462
2023-09-23,42.1462
2023-09-24,42.1462
2023-09-25,42.5533
2023-09-26,40.2824
2023-09-27,41.2659
2023-09-28,44.6898
2023-09-29,42.8722
2023-09-30,42.8722
2023-10-01,42.8722
2023-10-02,40.6829
2023-10-03,42.692
2023-10-04,44.4172
2023-10-05,46.1546
2023-10-06,47.6781
2023-10-07,47.6781
2023-10-08,47.6781
2023-10-09,48.272
2023-10-10,48.5443
2023-10-11,48.9526
2023-10-12,43.708
2023-10-13,43.2268
2023-10-14,43.2268
2023-10-15,43.2268
2023-10-16,46.3274
2023-10-17,47.9164
2023-10-18,42.0019
2023-10-19,43.9457
2023-10-20,44.1018
2023-10-21,44.1018
2023-10-22,44.1018
2023-10-23,42.5851
2023-10-24,45.4663
2023-10-25,43.0097
2023-10-26,45.6142
2023-10-27,44.8727
2023-10-28,44.8727
2023-10-29,44.8727
2023-10-30,46.5531
2023-10-31,49.1273
2023-11-01,50.9548
2023-11-02,52.8887
2023-11-03,57.45
2023-11-04,57.45
2023-11-05,57.45
2023-11-06,56.0265
2023-11-07,54.6335
2023-11-08,53.6192
2023-11-09,53.4273
2023-11-10,56.3025
2023-11-11,56.3025
2023-11-12,56.3025
2023-11-13,54.1756
2023-11-14,58.7147
2023-11-15,58.602
2023-11-16,58.3547
2023-11-17,60.0128
2023-11-18,60.0128
2023-11-19,60.0128
2023-11-20,59.5014
2023-11-21,59.1703
2023-11-22,59.0005
2023-11-23,59.0005
2023-11-24,59.2846
2023-11-25,59.2846
2023-11-26,59.2846
2023-11-27,58.1581
2023-11-28,55.6516
2023-11-29,56.2416
2023-11-30,58.1087
2023-12-01,61.2142
2023-12-02,61.2142
2023-12-03,61.2142
2023-12-04,61.8146
2023-12-05,60.0193
2023-12-06,60.7343
2023-12-07,60.6035
2023-12-08,58.934
2023-12-09,58.934
2023-12-10,58.934
2023-12-11,60.726
2023-12-12,59.8071
2023-12-13,62.2271
2023-12-14,65.0407
2023-12-15,62.3078
2023-12-16,62.3078
2023-12-17,62.3078
2023-12-18,62.8716
2023-12-19,63.5625
2023-12-20,59.5202
2023-12-21,61.1877
2023-12-22,61.826
2023-12-23,61.826
2023-12-24,61.826
2023-12-25,61.826
2023-12-26,62.8114
2023-12-27,62.9687
2023-12-28,62.7236
2023-12-29,61.6318
2023-12-30,61.6318
2023-12-31,61.6318
2024-01-01,61.6318
2024-01-02,61.5311
2024-01-03,55.95
2024-01-04,55.2731
2024-01-05,54.2676
2024-01-06,54.2676
2024-01-07,54.2676
2024-01-08,55.63
2024-01-09,53.9755
2024-01-10,55.1321
2024-01-11,56.326
2024-01-12,56.1364
2024-01-13,56.1364
2024-01-14,56.1364
2024-01-15,56.1364
2024-01-16,56.9754
2024-01-17,55.0027
2024-01-18,56.4994
2024-01-19,57.9104
2024-01-20,57.9104
2024-01-21,57.9104
2024-01-22,59.3949
2024-01-23,59.2591
2024-01-24,56.6615
2024-01-25,58.3623
2024-01-26,59.1728
2024-01-27,59.1728
2024-01-28,59.1728
2024-01-29,60.7328
2024-01-30,62.4022
2024-01-31,57.8706
2024-02-01,57.9572
2024-02-02,59.7802
2024-02-03,59.7802
2024-02-04,59.7802
2024-02-05,58.6397
2024-02-06,60.0051
2024-02-07,60.7589
2024-02-08,40.1319
2024-02-09,38.4255
2024-02-10,38.4255
2024-02-11,38.4255
2024-02-12,42.1771
2024-02-13,39.5263
2024-02-14,40.2482
2024-02-15,44.1011
2024-02-16,43.2349
2024-02-17,43.2349
2024-02-18,43.2349
2024-02-19,43.2349
2024-02-20,44.3904
2024-02-21,44.4424
2024-02-22,45.8246
2024-02-23,46.8559
2024-02-24,46.8559
2024-02-25,46.8559
2024-02-26,47.0275
2024-02-27,48.7083
2024-02-28,49.6354
2024-02-29,49.9431
2024-03-01,51.0229
2024-03-02,51.0229
2024-03-03,51.0229
2024-03-04,55.3987
2024-03-05,54.3741
2024-03-06,55.8786
2024-03-07,60.4836
2024-03-08,60.7817
2024-03-09,60.7817
2024-03-10,60.7817
2024-03-11,58.5762
2024-03-12,59.9652
2024-03-13,59.7807
2024-03-14,56.946
2024-03-15,55.791
2024-03-16,55.791
2024-03-17,55.791
2024-03-18,54.4953
2024-03-19,55.5685
2024-03-20,57.1264
2024-03-21,57.7666
2024-03-22,56.6083
2024-03-23,56.6083
2024-03-24,56.6083
2024-03-25,56.7587
2024-03-26,56.0473
2024-03-27,59.4583
2024-03-28,58.8882
2024-03-29,58.8882
2024-03-30,58.8882
2024-03-31,58.8882
2024-04-01,57.6258
2024-04-02,55.6541
2024-04-03,55.9122
2024-04-04,56.3501
2024-04-05,55.9803
2024-04-06,55.9803
2024-04-07,55.9803
2024-04-08,56.3425
