,KNX US Equity
2020-10-04,46.0933
2020-10-05,48.0588
2020-10-06,45.2833
2020-10-07,45.5958
2020-10-08,45.5152
2020-10-09,42.8238
2020-10-10,42.8238
2020-10-11,42.8238
2020-10-12,43.1278
2020-10-13,46.3413
2020-10-14,46.691
2020-10-15,49.2127
2020-10-16,45.249
2020-10-17,45.249
2020-10-18,45.249
2020-10-19,41.4609
2020-10-20,42.6785
2020-10-21,42.7732
2020-10-22,43.3862
2020-10-23,42.2048
2020-10-24,42.2048
2020-10-25,42.2048
2020-10-26,42.4749
2020-10-27,41.7186
2020-10-28,38.856
2020-10-29,37.9798
2020-10-30,39.6757
2020-10-31,39.6757
2020-11-01,39.6757
2020-11-02,39.3441
2020-11-03,42.8712
2020-11-04,40.1878
2020-11-05,42.7589
2020-11-06,42.0069
2020-11-07,42.0069
2020-11-08,42.0069
2020-11-09,43.6281
2020-11-10,48.0436
2020-11-11,49.0471
2020-11-12,48.0057
2020-11-13,50.3312
2020-11-14,50.3312
2020-11-15,50.3312
2020-11-16,52.5794
2020-11-17,54.8465
2020-11-18,52.1789
2020-11-19,53.1525
2020-11-20,52.9763
2020-11-21,52.9763
2020-11-22,52.9763
2020-11-23,49.9237
2020-11-24,51.4124
2020-11-25,49.6093
2020-11-26,49.6093
2020-11-27,50.6289
2020-11-28,50.6289
2020-11-29,50.6289
2020-11-30,50.796
2020-12-01,53.61
2020-12-02,50.9989
2020-12-03,48.2135
2020-12-04,50.932
2020-12-05,50.932
2020-12-06,50.932
2020-12-07,52.1415
2020-12-08,51.4989
2020-12-09,51.7396
2020-12-10,50.926
2020-12-11,49.9681
2020-12-12,49.9681
2020-12-13,49.9681
2020-12-14,48.9011
2020-12-15,49.8002
2020-12-16,49.952
2020-12-17,51.0845
2020-12-18,53.0167
2020-12-19,53.0167
2020-12-20,53.0167
2020-12-21,53.9998
2020-12-22,53.9655
2020-12-23,53.8591
2020-12-24,53.3515
2020-12-25,53.3515
2020-12-26,53.3515
2020-12-27,53.3515
2020-12-28,53.1664
2020-12-29,53.3673
2020-12-30,52.5895
2020-12-31,51.8084
2021-01-01,51.8084
2021-01-02,51.8084
2021-01-03,51.8084
2021-01-04,48.3883
2021-01-05,51.2814
2021-01-06,58.3463
2021-01-07,57.1734
2021-01-08,56.2594
2021-01-09,56.2594
2021-01-10,56.2594
2021-01-11,53.5662
2021-01-12,55.1445
2021-01-13,55.778
2021-01-14,58.5576
2021-01-15,56.7668
2021-01-16,56.7668
2021-01-17,56.7668
2021-01-18,56.7668
2021-01-19,55.6882
2021-01-20,56.0339
2021-01-21,54.962
2021-01-22,55.5385
2021-01-23,55.5385
2021-01-24,55.5385
2021-01-25,59.3617
2021-01-26,57.2492
2021-01-27,48.0296
2021-01-28,46.0839
2021-01-29,43.9913
2021-01-30,43.9913
2021-01-31,43.9913
2021-02-01,44.0539
2021-02-02,46.0792
2021-02-03,45.3991
2021-02-04,45.8128
2021-02-05,47.9467
2021-02-06,47.9467
2021-02-07,47.9467
2021-02-08,49.7238
2021-02-09,52.8827
2021-02-10,52.4263
2021-02-11,51.9624
2021-02-12,53.9573
2021-02-13,53.9573
2021-02-14,53.9573
2021-02-15,53.9573
2021-02-16,52.0063
2021-02-17,52.6068
2021-02-18,54.9922
2021-02-19,55.8739
2021-02-20,55.8739
2021-02-21,55.8739
2021-02-22,53.4139
2021-02-23,53.4422
2021-02-24,54.1616
2021-02-25,52.3539
2021-02-26,52.6867
2021-02-27,52.6867
2021-02-28,52.6867
2021-03-01,55.7392
2021-03-02,56.6756
2021-03-03,58.5945
2021-03-04,55.9549
2021-03-05,58.1428
2021-03-06,58.1428
2021-03-07,58.1428
2021-03-08,58.1428
2021-03-09,56.1991
2021-03-10,55.4183
2021-03-11,56.8558
2021-03-12,59.5291
2021-03-13,59.5291
2021-03-14,59.5291
2021-03-15,58.3805
2021-03-16,55.4528
2021-03-17,55.1388
2021-03-18,57.8284
2021-03-19,57.0699
2021-03-20,57.0699
2021-03-21,57.0699
2021-03-22,55.6672
2021-03-23,52.7444
2021-03-24,53.5459
2021-03-25,56.645
2021-03-26,61.5001
2021-03-27,61.5001
2021-03-28,61.5001
2021-03-29,62.1115
2021-03-30,64.2511
2021-03-31,60.8366
2021-04-01,62.2552
2021-04-02,62.2552
2021-04-03,62.2552
2021-04-04,62.2552
2021-04-05,64.0258
2021-04-06,64.1444
2021-04-07,64.108
2021-04-08,63.2895
2021-04-09,64.5864
2021-04-10,64.5864
2021-04-11,64.5864
2021-04-12,64.3935
2021-04-13,64.0374
2021-04-14,63.1937
2021-04-15,63.7118
2021-04-16,64.1625
2021-04-17,64.1625
2021-04-18,64.1625
2021-04-19,62.8035
2021-04-20,60.5243
2021-04-21,51.0759
2021-04-22,51.7374
2021-04-23,51.5806
2021-04-24,51.5806
2021-04-25,51.5806
2021-04-26,49.9211
2021-04-27,50.8168
2021-04-28,50.1766
2021-04-29,53.6219
2021-04-30,52.5664
2021-05-01,52.5664
2021-05-02,52.5664
2021-05-03,53.9154
2021-05-04,56.4765
2021-05-05,56.8004
2021-05-06,57.3747
2021-05-07,58.8307
2021-05-08,58.8307
2021-05-09,58.8307
2021-05-10,60.6831
2021-05-11,55.2862
2021-05-12,53.1179
2021-05-13,55.8955
2021-05-14,55.6659
2021-05-15,55.6659
2021-05-16,55.6659
2021-05-17,55.6928
2021-05-18,55.1048
2021-05-19,53.3564
2021-05-20,52.2798
2021-05-21,53.67
2021-05-22,53.67
2021-05-23,53.67
2021-05-24,53.9716
2021-05-25,50.1554
2021-05-26,51.5357
2021-05-27,52.1587
2021-05-28,51.3731
2021-05-29,51.3731
2021-05-30,51.3731
2021-05-31,51.3731
2021-06-01,53.4542
2021-06-02,50.8288
2021-06-03,50.8288
2021-06-04,49.74
2021-06-05,49.74
2021-06-06,49.74
2021-06-07,48.3342
2021-06-08,50.2727
2021-06-09,50.7844
2021-06-10,46.6467
2021-06-11,48.2856
2021-06-12,48.2856
2021-06-13,48.2856
2021-06-14,47.42
2021-06-15,48.7231
2021-06-16,47.4731
2021-06-17,43.4657
2021-06-18,42.3725
2021-06-19,42.3725
2021-06-20,42.3725
2021-06-21,45.1534
2021-06-22,47.0992
2021-06-23,46.4598
2021-06-24,46.4288
2021-06-25,46.7966
2021-06-26,46.7966
2021-06-27,46.7966
2021-06-28,45.6614
2021-06-29,46.5429
2021-06-30,45.4162
2021-07-01,46.8262
2021-07-02,45.7729
2021-07-03,45.7729
2021-07-04,45.7729
2021-07-05,45.7729
2021-07-06,52.1641
2021-07-07,58.9901
2021-07-08,57.8653
2021-07-09,58.8297
2021-07-10,58.8297
2021-07-11,58.8297
2021-07-12,58.2489
2021-07-13,59.0333
2021-07-14,59.6605
2021-07-15,60.2894
2021-07-16,54.4693
2021-07-17,54.4693
2021-07-18,54.4693
2021-07-19,49.8081
2021-07-20,51.9493
2021-07-21,49.586
2021-07-22,52.0647
2021-07-23,52.6598
2021-07-24,52.6598
2021-07-25,52.6598
2021-07-26,53.8192
2021-07-27,52.4894
2021-07-28,52.7981
2021-07-29,55.8463
2021-07-30,56.0542
2021-07-31,56.0542
2021-08-01,56.0542
2021-08-02,54.592
2021-08-03,56.0476
2021-08-04,54.8353
2021-08-05,53.9633
2021-08-06,53.9633
2021-08-07,53.9633
2021-08-08,53.9633
2021-08-09,53.1287
2021-08-10,52.8819
2021-08-11,55.7949
2021-08-12,55.6836
2021-08-13,57.8024
2021-08-14,57.8024
2021-08-15,57.8024
2021-08-16,56.8396
2021-08-17,55.1299
2021-08-18,52.3428
2021-08-19,51.366
2021-08-20,54.9102
2021-08-21,54.9102
2021-08-22,54.9102
2021-08-23,56.5203
2021-08-24,55.9665
2021-08-25,57.2098
2021-08-26,57.4986
2021-08-27,60.2974
2021-08-28,60.2974
2021-08-29,60.2974
2021-08-30,63.2473
2021-08-31,58.9806
2021-09-01,61.2274
2021-09-02,62.1966
2021-09-03,62.2199
2021-09-04,62.2199
2021-09-05,62.2199
2021-09-06,62.2199
2021-09-07,60.4125
2021-09-08,58.8327
2021-09-09,55.5752
2021-09-10,56.7459
2021-09-11,56.7459
2021-09-12,56.7459
2021-09-13,56.937
2021-09-14,56.3119
2021-09-15,59.2518
2021-09-16,58.3862
2021-09-17,55.8189
2021-09-18,55.8189
2021-09-19,55.8189
2021-09-20,55.2801
2021-09-21,57.0253
2021-09-22,56.6131
2021-09-23,55.7045
2021-09-24,56.0088
2021-09-25,56.0088
2021-09-26,56.0088
2021-09-27,58.1222
2021-09-28,58.21
2021-09-29,55.5986
2021-09-30,51.8244
2021-10-01,48.5176
2021-10-02,48.5176
2021-10-03,48.5176
2021-10-04,47.1043
2021-10-05,49.2129
2021-10-06,48.6307
2021-10-07,46.9392
2021-10-08,42.5485
2021-10-09,42.5485
2021-10-10,42.5485
2021-10-11,40.783
2021-10-12,42.0272
2021-10-13,41.1589
2021-10-14,45.1385
2021-10-15,48.0895
2021-10-16,48.0895
2021-10-17,48.0895
2021-10-18,51.0243
2021-10-19,51.9139
2021-10-20,60.4685
2021-10-21,64.8693
2021-10-22,63.4558
2021-10-23,63.4558
2021-10-24,63.4558
2021-10-25,61.1112
2021-10-26,60.2477
2021-10-27,58.9269
2021-10-28,62.326
2021-10-29,62.5711
2021-10-30,62.5711
2021-10-31,62.5711
2021-11-01,64.0739
2021-11-02,63.6183
2021-11-03,66.5992
2021-11-04,66.2904
2021-11-05,61.8698
2021-11-06,61.8698
2021-11-07,61.8698
2021-11-08,62.7999
2021-11-09,64.775
2021-11-10,63.6676
2021-11-11,63.9528
2021-11-12,65.7524
2021-11-13,65.7524
2021-11-14,65.7524
2021-11-15,63.4009
2021-11-16,62.2351
2021-11-17,61.0449
2021-11-18,58.4232
2021-11-19,56.4283
2021-11-20,56.4283
2021-11-21,56.4283
2021-11-22,58.4134
2021-11-23,59.1828
2021-11-24,58.3177
2021-11-25,58.3177
2021-11-26,56.3922
2021-11-27,56.3922
2021-11-28,56.3922
2021-11-29,57.3088
2021-11-30,55.712
2021-12-01,53.9687
2021-12-02,54.1061
2021-12-03,56.1373
2021-12-04,56.1373
2021-12-05,56.1373
2021-12-06,60.4982
2021-12-07,62.0106
2021-12-08,60.7783
2021-12-09,60.8345
2021-12-10,62.4835
2021-12-11,62.4835
2021-12-12,62.4835
2021-12-13,63.0263
2021-12-14,61.4624
2021-12-15,61.2466
2021-12-16,57.2373
2021-12-17,56.2497
2021-12-18,56.2497
2021-12-19,56.2497
2021-12-20,52.7777
2021-12-21,54.2277
2021-12-22,54.2008
2021-12-23,55.6352
2021-12-24,55.6352
2021-12-25,55.6352
2021-12-26,55.6352
2021-12-27,59.6975
2021-12-28,59.9106
2021-12-29,61.1285
2021-12-30,58.5021
2021-12-31,58.8878
2022-01-01,58.8878
2022-01-02,58.8878
2022-01-03,57.8053
2022-01-04,59.1287
2022-01-05,57.9352
2022-01-06,53.6503
2022-01-07,51.7607
2022-01-08,51.7607
2022-01-09,51.7607
2022-01-10,50.2801
2022-01-11,49.8551
2022-01-12,49.958
2022-01-13,49.0208
2022-01-14,47.3119
2022-01-15,47.3119
2022-01-16,47.3119
2022-01-17,47.3119
2022-01-18,48.8268
2022-01-19,48.8268
2022-01-20,46.3628
2022-01-21,44.4337
2022-01-22,44.4337
2022-01-23,44.4337
2022-01-24,48.7866
2022-01-25,44.6361
2022-01-26,42.1102
2022-01-27,43.1736
2022-01-28,45.7887
2022-01-29,45.7887
2022-01-30,45.7887
2022-01-31,48.3943
2022-02-01,48.8545
2022-02-02,50.3491
2022-02-03,48.8024
2022-02-04,46.6364
2022-02-05,46.6364
2022-02-06,46.6364
2022-02-07,44.7547
2022-02-08,48.1153
2022-02-09,49.7321
2022-02-10,46.8639
2022-02-11,46.1908
2022-02-12,46.1908
2022-02-13,46.1908
2022-02-14,45.4313
2022-02-15,44.985
2022-02-16,43.5313
2022-02-17,42.724
2022-02-18,43.2544
2022-02-19,43.2544
2022-02-20,43.2544
2022-02-21,43.2544
2022-02-22,40.0819
2022-02-23,39.2659
2022-02-24,41.1397
2022-02-25,45.9683
2022-02-26,45.9683
2022-02-27,45.9683
2022-02-28,46.3187
2022-03-01,44.8777
2022-03-02,46.0947
2022-03-03,47.6251
2022-03-04,46.9585
2022-03-05,46.9585
2022-03-06,46.9585
2022-03-07,41.6367
2022-03-08,38.4495
2022-03-09,43.0812
2022-03-10,42.7236
2022-03-11,42.02
2022-03-12,42.02
2022-03-13,42.02
2022-03-14,42.6959
2022-03-15,45.4491
2022-03-16,52.7086
2022-03-17,50.5358
2022-03-18,52.3264
2022-03-19,52.3264
2022-03-20,52.3264
2022-03-21,50.4566
2022-03-22,50.0669
2022-03-23,47.3976
2022-03-24,47.1578
2022-03-25,46.1725
2022-03-26,46.1725
2022-03-27,46.1725
2022-03-28,47.1213
2022-03-29,48.4875
2022-03-30,45.4683
2022-03-31,42.1552
2022-04-01,37.5842
2022-04-02,37.5842
2022-04-03,37.5842
2022-04-04,36.8836
2022-04-05,35.1204
2022-04-06,36.2624
2022-04-07,36.7691
2022-04-08,38.9593
2022-04-09,38.9593
2022-04-10,38.9593
2022-04-11,37.8846
2022-04-12,36.8739
2022-04-13,39.5479
2022-04-14,38.4954
2022-04-15,38.4954
2022-04-16,38.4954
2022-04-17,38.4954
2022-04-18,38.1501
2022-04-19,41.5406
2022-04-20,43.3606
2022-04-21,45.1078
2022-04-22,43.1882
2022-04-23,43.1882
2022-04-24,43.1882
2022-04-25,47.0902
2022-04-26,43.3791
2022-04-27,44.2647
2022-04-28,46.6841
2022-04-29,44.6778
2022-04-30,44.6778
2022-05-01,44.6778
2022-05-02,45.4672
2022-05-03,47.3543
2022-05-04,49.6853
2022-05-05,48.9548
2022-05-06,47.6406
2022-05-07,47.6406
2022-05-08,47.6406
2022-05-09,48.4482
2022-05-10,47.1155
2022-05-11,45.7307
2022-05-12,45.4476
2022-05-13,44.8064
2022-05-14,44.8064
2022-05-15,44.8064
2022-05-16,42.9109
2022-05-17,46.7603
2022-05-18,39.9168
2022-05-19,42.1667
2022-05-20,44.496
2022-05-21,44.496
2022-05-22,44.496
2022-05-23,45.8835
2022-05-24,45.8095
2022-05-25,48.4103
2022-05-26,49.0304
2022-05-27,48.8826
2022-05-28,48.8826
2022-05-29,48.8826
2022-05-30,48.8826
2022-05-31,48.5461
2022-06-01,46.8447
2022-06-02,49.8736
2022-06-03,49.3771
2022-06-04,49.3771
2022-06-05,49.3771
2022-06-06,51.0124
2022-06-07,49.6704
2022-06-08,47.1384
2022-06-09,45.7986
2022-06-10,44.6595
2022-06-11,44.6595
2022-06-12,44.6595
2022-06-13,43.3882
2022-06-14,43.3104
2022-06-15,45.1611
2022-06-16,43.3743
2022-06-17,42.2526
2022-06-18,42.2526
2022-06-19,42.2526
2022-06-20,42.2526
2022-06-21,43.9197
2022-06-22,43.1465
2022-06-23,45.4439
2022-06-24,48.1577
2022-06-25,48.1577
2022-06-26,48.1577
2022-06-27,47.6113
2022-06-28,46.6055
2022-06-29,46.1279
2022-06-30,46.8992
2022-07-01,49.7551
2022-07-02,49.7551
2022-07-03,49.7551
2022-07-04,49.7551
2022-07-05,48.2063
2022-07-06,49.6305
2022-07-07,50.2205
2022-07-08,50.8165
2022-07-09,50.8165
2022-07-10,50.8165
2022-07-11,50.566
2022-07-12,51.1883
2022-07-13,51.525
2022-07-14,49.9652
2022-07-15,50.9095
2022-07-16,50.9095
2022-07-17,50.9095
2022-07-18,51.1314
2022-07-19,55.6521
2022-07-20,54.8337
2022-07-21,58.3038
2022-07-22,56.1215
2022-07-23,56.1215
2022-07-24,56.1215
2022-07-25,55.4375
2022-07-26,54.6533
2022-07-27,56.5233
2022-07-28,59.6469
2022-07-29,62.3052
2022-07-30,62.3052
2022-07-31,62.3052
2022-08-01,59.2813
2022-08-02,57.3911
2022-08-03,59.3843
2022-08-04,58.3884
2022-08-05,59.5472
2022-08-06,59.5472
2022-08-07,59.5472
2022-08-08,59.58
2022-08-09,57.9753
2022-08-10,60.3521
2022-08-11,61.8607
2022-08-12,62.3088
2022-08-13,62.3088
2022-08-14,62.3088
2022-08-15,62.3562
2022-08-16,63.2008
2022-08-17,60.2708
2022-08-18,60.6112
2022-08-19,59.0669
2022-08-20,59.0669
2022-08-21,59.0669
2022-08-22,57.251
2022-08-23,55.4623
2022-08-24,54.5803
2022-08-25,56.2979
2022-08-26,52.59
2022-08-27,52.59
2022-08-28,52.59
2022-08-29,49.1344
2022-08-30,49.3281
2022-08-31,47.3186
2022-09-01,48.4852
2022-09-02,47.2164
2022-09-03,47.2164
2022-09-04,47.2164
2022-09-05,47.2164
2022-09-06,44.6408
2022-09-07,46.6776
2022-09-08,46.4166
2022-09-09,49.0248
2022-09-10,49.0248
2022-09-11,49.0248
2022-09-12,49.0694
2022-09-13,46.5818
2022-09-14,47.0058
2022-09-15,44.3364
2022-09-16,43.2208
2022-09-17,43.2208
2022-09-18,43.2208
2022-09-19,46.4871
2022-09-20,44.1679
2022-09-21,44.5731
2022-09-22,43.3851
2022-09-23,43.8347
2022-09-24,43.8347
2022-09-25,43.8347
2022-09-26,45.8847
2022-09-27,46.9703
2022-09-28,48.6516
2022-09-29,48.3834
2022-09-30,46.5048
2022-10-01,46.5048
2022-10-02,46.5048
2022-10-03,48.8494
2022-10-04,50.8481
2022-10-05,48.4828
2022-10-06,47.0594
2022-10-07,45.4288
2022-10-08,45.4288
2022-10-09,45.4288
2022-10-10,44.9741
2022-10-11,44.9318
2022-10-12,47.1182
2022-10-13,47.1437
2022-10-14,46.288
2022-10-15,46.288
2022-10-16,46.288
2022-10-17,49.3712
2022-10-18,49.9164
2022-10-19,48.6117
2022-10-20,42.3091
2022-10-21,44.6237
2022-10-22,44.6237
2022-10-23,44.6237
2022-10-24,47.1085
2022-10-25,46.3976
2022-10-26,47.8114
2022-10-27,44.7292
2022-10-28,45.9153
2022-10-29,45.9153
2022-10-30,45.9153
2022-10-31,46.7358
2022-11-01,48.541
2022-11-02,45.4191
2022-11-03,46.6111
2022-11-04,47.6982
2022-11-05,47.6982
2022-11-06,47.6982
2022-11-07,50.3793
2022-11-08,48.9494
2022-11-09,46.2541
2022-11-10,56.3374
2022-11-11,57.8393
2022-11-12,57.8393
2022-11-13,57.8393
2022-11-14,59.4766
2022-11-15,62.0503
2022-11-16,56.5758
2022-11-17,55.8237
2022-11-18,57.6019
2022-11-19,57.6019
2022-11-20,57.6019
2022-11-21,56.2953
2022-11-22,55.4345
2022-11-23,56.0677
2022-11-24,56.0677
2022-11-25,56.9927
2022-11-26,56.9927
2022-11-27,56.9927
2022-11-28,56.8482
2022-11-29,57.2486
2022-11-30,58.2738
2022-12-01,59.7106
2022-12-02,60.4623
2022-12-03,60.4623
2022-12-04,60.4623
2022-12-05,57.7768
2022-12-06,57.8097
2022-12-07,58.5603
2022-12-08,56.526
2022-12-09,55.7294
2022-12-10,55.7294
2022-12-11,55.7294
2022-12-12,58.5762
2022-12-13,58.2007
2022-12-14,59.816
2022-12-15,54.0069
2022-12-16,53.4107
2022-12-17,53.4107
2022-12-18,53.4107
2022-12-19,49.5475
2022-12-20,47.2613
2022-12-21,49.2485
2022-12-22,48.5634
2022-12-23,49.7434
2022-12-24,49.7434
2022-12-25,49.7434
2022-12-26,49.7434
2022-12-27,50.0683
2022-12-28,47.9915
2022-12-29,50.094
2022-12-30,49.8815
2022-12-31,49.8815
2023-01-01,49.8815
2023-01-02,49.8815
2023-01-03,51.1291
2023-01-04,53.5583
2023-01-05,52.6012
2023-01-06,55.3805
2023-01-07,55.3805
2023-01-08,55.3805
2023-01-09,56.2704
2023-01-10,54.8557
2023-01-11,56.3068
2023-01-12,55.5062
2023-01-13,54.0919
2023-01-14,54.0919
2023-01-15,54.0919
2023-01-16,54.0919
2023-01-17,56.168
2023-01-18,55.9631
2023-01-19,54.6568
2023-01-20,56.197
2023-01-21,56.197
2023-01-22,56.197
2023-01-23,57.7874
2023-01-24,57.6658
2023-01-25,57.8311
2023-01-26,58.4834
2023-01-27,60.9476
2023-01-28,60.9476
2023-01-29,60.9476
2023-01-30,56.6853
2023-01-31,59.5752
2023-02-01,62.5759
2023-02-02,65.536
2023-02-03,62.7669
2023-02-04,62.7669
2023-02-05,62.7669
2023-02-06,60.5719
2023-02-07,61.9485
2023-02-08,59.0254
2023-02-09,55.9065
2023-02-10,55.7262
2023-02-11,55.7262
2023-02-12,55.7262
2023-02-13,56.7369
2023-02-14,58.465
2023-02-15,56.9182
2023-02-16,56.6633
2023-02-17,56.8797
2023-02-18,56.8797
2023-02-19,56.8797
2023-02-20,56.8797
2023-02-21,52.984
2023-02-22,52.3822
2023-02-23,52.9534
2023-02-24,51.4298
2023-02-25,51.4298
2023-02-26,51.4298
2023-02-27,51.101
2023-02-28,49.9851
2023-03-01,49.4677
2023-03-02,53.3347
2023-03-03,54.8531
2023-03-04,54.8531
2023-03-05,54.8531
2023-03-06,53.0457
2023-03-07,52.872
2023-03-08,53.5797
2023-03-09,50.1602
2023-03-10,48.3616
2023-03-11,48.3616
2023-03-12,48.3616
2023-03-13,43.5516
2023-03-14,42.7223
2023-03-15,43.5453
2023-03-16,46.8947
2023-03-17,44.6102
