,CODI US Equity
2023-03-22,42.0888
2023-03-23,41.491
2023-03-24,43.961
2023-03-25,43.961
2023-03-26,43.961
2023-03-27,44.6061
2023-03-28,45.8422
2023-03-29,45.4771
2023-03-30,44.3354
2023-03-31,46.6093
2023-04-01,46.6093
2023-04-02,46.6093
2023-04-03,45.8532
2023-04-04,44.773
2023-04-05,44.35
2023-04-06,44.7698
2023-04-07,44.7698
2023-04-08,44.7698
2023-04-09,44.7698
2023-04-10,46.0918
2023-04-11,46.1524
2023-04-12,45.8326
2023-04-13,48.1852
2023-04-14,48.9695
2023-04-15,48.9695
2023-04-16,48.9695
2023-04-17,49.9936
2023-04-18,49.2123
2023-04-19,48.5397
2023-04-20,47.3825
2023-04-21,47.5188
2023-04-22,47.5188
2023-04-23,47.5188
2023-04-24,47.5889
2023-04-25,46.3075
2023-04-26,44.5098
2023-04-27,47.9685
2023-04-28,49.3298
2023-04-29,49.3298
2023-04-30,49.3298
2023-05-01,47.4052
2023-05-02,44.4735
2023-05-03,43.7874
2023-05-04,48.2598
2023-05-05,49.5378
2023-05-06,49.5378
2023-05-07,49.5378
2023-05-08,48.7285
2023-05-09,48.1031
2023-05-10,49.7056
2023-05-11,53.8234
2023-05-12,56.5168
2023-05-13,56.5168
2023-05-14,56.5168
2023-05-15,52.9318
2023-05-16,53.0438
2023-05-17,55.8183
2023-05-18,56.3931
2023-05-19,54.6543
2023-05-20,54.6543
2023-05-21,54.6543
2023-05-22,55.3122
2023-05-23,56.0272
2023-05-24,54.5682
2023-05-25,52.8726
2023-05-26,53.6474
2023-05-27,53.6474
2023-05-28,53.6474
2023-05-29,53.6474
2023-05-30,52.9546
2023-05-31,51.5766
2023-06-01,51.4381
2023-06-02,56.2936
2023-06-03,56.2936
2023-06-04,56.2936
2023-06-05,55.5751
2023-06-06,58.9868
2023-06-07,62.3571
2023-06-08,60.3344
2023-06-09,57.0525
2023-06-10,57.0525
2023-06-11,57.0525
2023-06-12,58.0844
2023-06-13,59.5217
2023-06-14,59.5695
2023-06-15,60.4868
2023-06-16,59.3864
2023-06-17,59.3864
2023-06-18,59.3864
2023-06-19,59.3864
2023-06-20,58.8694
2023-06-21,57.1775
2023-06-22,56.2326
2023-06-23,53.6906
2023-06-24,53.6906
2023-06-25,53.6906
2023-06-26,55.8143
2023-06-27,56.3736
2023-06-28,58.4935
2023-06-29,59.989
2023-06-30,59.1527
2023-07-01,59.1527
2023-07-02,59.1527
2023-07-03,58.0865
2023-07-04,58.0865
2023-07-05,58.6374
2023-07-06,57.3889
2023-07-07,57.2314
2023-07-08,57.2314
2023-07-09,57.2314
2023-07-10,58.641
2023-07-11,60.0047
2023-07-12,60.5652
2023-07-13,60.849
2023-07-14,61.0231
2023-07-15,61.0231
2023-07-16,61.0231
2023-07-17,64.4068
2023-07-18,62.7702
2023-07-19,61.3214
2023-07-20,63.0317
2023-07-21,61.3127
2023-07-22,61.3127
2023-07-23,61.3127
2023-07-24,59.8899
2023-07-25,60.5993
2023-07-26,61.7085
2023-07-27,60.5029
2023-07-28,59.7596
2023-07-29,59.7596
2023-07-30,59.7596
2023-07-31,61.6483
2023-08-01,60.3255
2023-08-02,57.8491
2023-08-03,59.4438
2023-08-04,57.7268
2023-08-05,57.7268
2023-08-06,57.7268
2023-08-07,57.1871
2023-08-08,55.3149
2023-08-09,57.1795
2023-08-10,53.8236
2023-08-11,55.5534
2023-08-12,55.5534
2023-08-13,55.5534
2023-08-14,52.0063
2023-08-15,50.1251
2023-08-16,48.8813
2023-08-17,46.8307
2023-08-18,48.5254
2023-08-19,48.5254
2023-08-20,48.5254
2023-08-21,47.1131
2023-08-22,45.0774
2023-08-23,46.2781
2023-08-24,45.1216
2023-08-25,46.3455
2023-08-26,46.3455
2023-08-27,46.3455
2023-08-28,46.5919
2023-08-29,46.9281
2023-08-30,47.6945
2023-08-31,45.7942
2023-09-01,49.3826
2023-09-02,49.3826
2023-09-03,49.3826
2023-09-04,49.3826
2023-09-05,44.3025
2023-09-06,42.2421
2023-09-07,40.8716
2023-09-08,42.9528
2023-09-09,42.9528
2023-09-10,42.9528
2023-09-11,43.0358
2023-09-12,42.6508
2023-09-13,41.3126
2023-09-14,44.7295
2023-09-15,41.9502
2023-09-16,41.9502
2023-09-17,41.9502
2023-09-18,40.5292
2023-09-19,41.385
2023-09-20,39.5032
2023-09-21,36.7482
2023-09-22,36.2862
2023-09-23,36.2862
2023-09-24,36.2862
2023-09-25,35.7693
2023-09-26,37.8749
2023-09-27,37.1089
2023-09-28,39.548
2023-09-29,38.5178
2023-09-30,38.5178
2023-10-01,38.5178
2023-10-02,37.0746
2023-10-03,35.087
2023-10-04,36.8385
2023-10-05,36.5166
2023-10-06,37.3658
2023-10-07,37.3658
2023-10-08,37.3658
2023-10-09,37.5578
2023-10-10,40.1214
2023-10-11,40.2154
2023-10-12,39.6994
2023-10-13,37.8171
2023-10-14,37.8171
2023-10-15,37.8171
2023-10-16,39.5948
2023-10-17,41.9781
2023-10-18,39.3111
2023-10-19,37.2226
2023-10-20,39.3189
2023-10-21,39.3189
2023-10-22,39.3189
2023-10-23,38.2382
2023-10-24,37.761
2023-10-25,38.7494
2023-10-26,39.1493
2023-10-27,35.2241
2023-10-28,35.2241
2023-10-29,35.2241
2023-10-30,34.8408
2023-10-31,36.0743
2023-11-01,36.8982
2023-11-02,42.4597
2023-11-03,49.5915
2023-11-04,49.5915
2023-11-05,49.5915
2023-11-06,48.3516
2023-11-07,48.8659
2023-11-08,48.5799
2023-11-09,47.5719
2023-11-10,48.3636
2023-11-11,48.3636
2023-11-12,48.3636
2023-11-13,47.3286
2023-11-14,55.9055
2023-11-15,58.0868
2023-11-16,58.5887
2023-11-17,59.3167
2023-11-18,59.3167
2023-11-19,59.3167
2023-11-20,60.0981
2023-11-21,58.3587
2023-11-22,57.8637
2023-11-23,57.8637
2023-11-24,59.4643
2023-11-25,59.4643
2023-11-26,59.4643
2023-11-27,58.4436
2023-11-28,56.601
2023-11-29,58.152
2023-11-30,57.138
2023-12-01,60.1898
2023-12-02,60.1898
2023-12-03,60.1898
2023-12-04,60.1898
2023-12-05,58.9567
2023-12-06,58.8675
2023-12-07,59.9936
2023-12-08,60.3677
2023-12-09,60.3677
2023-12-10,60.3677
2023-12-11,62.8253
2023-12-12,60.0985
2023-12-13,62.2051
2023-12-14,64.8699
2023-12-15,62.4994
2023-12-16,62.4994
2023-12-17,62.4994
2023-12-18,61.5156
2023-12-19,62.836
2023-12-20,62.6507
2023-12-21,64.7985
2023-12-22,66.302
2023-12-23,66.302
2023-12-24,66.302
2023-12-25,66.302
2023-12-26,68.0879
2023-12-27,68.8958
2023-12-28,66.8533
2023-12-29,64.9562
2023-12-30,64.9562
2023-12-31,64.9562
2024-01-01,64.9562
2024-01-02,65.8582
2024-01-03,61.5768
2024-01-04,61.2264
2024-01-05,61.0467
2024-01-06,61.0467
2024-01-07,61.0467
2024-01-08,62.9586
2024-01-09,60.7802
2024-01-10,61.1854
2024-01-11,57.83
2024-01-12,56.8122
2024-01-13,56.8122
2024-01-14,56.8122
2024-01-15,56.8122
2024-01-16,55.548
2024-01-17,55.2904
2024-01-18,56.0631
2024-01-19,56.9036
2024-01-20,56.9036
2024-01-21,56.9036
2024-01-22,61.9818
2024-01-23,62.6009
2024-01-24,58.6489
2024-01-25,63.8061
2024-01-26,62.3809
2024-01-27,62.3809
2024-01-28,62.3809
2024-01-29,63.1326
2024-01-30,59.9127
2024-01-31,56.0459
2024-02-01,57.2764
2024-02-02,56.8276
2024-02-03,56.8276
2024-02-04,56.8276
2024-02-05,53.299
2024-02-06,52.5414
2024-02-07,52.1233
2024-02-08,54.7317
2024-02-09,57.5246
2024-02-10,57.5246
2024-02-11,57.5246
2024-02-12,59.7277
2024-02-13,53.324
2024-02-14,54.9197
2024-02-15,59.3306
2024-02-16,58.1784
2024-02-17,58.1784
2024-02-18,58.1784
2024-02-19,58.1784
2024-02-20,56.5993
2024-02-21,55.9085
2024-02-22,54.9004
2024-02-23,55.5737
2024-02-24,55.5737
2024-02-25,55.5737
2024-02-26,54.9858
2024-02-27,55.7921
2024-02-28,54.9102
2024-02-29,57.2749
2024-03-01,57.7438
2024-03-02,57.7438
2024-03-03,57.7438
2024-03-04,58.2182
2024-03-05,59.3715
2024-03-06,61.1853
2024-03-07,64.1302
2024-03-08,64.8205
2024-03-09,64.8205
2024-03-10,64.8205
2024-03-11,61.6742
2024-03-12,59.9133
2024-03-13,57.2364
2024-03-14,55.9436
2024-03-15,57.1042
2024-03-16,57.1042
2024-03-17,57.1042
2024-03-18,55.2562
2024-03-19,57.2189
2024-03-20,58.6392
2024-03-21,59.8698
2024-03-22,57.6688
2024-03-23,57.6688
2024-03-24,57.6688
2024-03-25,55.6877
2024-03-26,55.0135
2024-03-27,57.9125
2024-03-28,58.065
2024-03-29,58.065
2024-03-30,58.065
2024-03-31,58.065
2024-04-01,55.8329
2024-04-02,55.1475
2024-04-03,55.8207
2024-04-04,55.1077
2024-04-05,55.226
2024-04-06,55.226
2024-04-07,55.226
2024-04-08,56.929
