,CSX US Equity
,RSI_30D
2020-01-01,56.3577
2020-01-02,58.4678
2020-01-03,57.4296
2020-01-04,57.4296
2020-01-05,57.4296
2020-01-06,56.1237
2020-01-07,57.4154
2020-01-08,58.398
2020-01-09,59.3179
2020-01-10,57.9194
2020-01-11,57.9194
2020-01-12,57.9194
2020-01-13,61.229
2020-01-14,61.1168
2020-01-15,61.9108
2020-01-16,65.7477
2020-01-17,64.443
2020-01-18,64.443
2020-01-19,64.443
2020-01-20,64.443
2020-01-21,58.8631
2020-01-22,58.1334
2020-01-23,62.5631
2020-01-24,62.6839
2020-01-25,62.6839
2020-01-26,62.6839
2020-01-27,57.7697
2020-01-28,59.9962
2020-01-29,62.5448
2020-01-30,63.0101
2020-01-31,58.6678
2020-02-01,58.6678
2020-02-02,58.6678
2020-02-03,60.1665
2020-02-04,61.4416
2020-02-05,62.1892
2020-02-06,62.4714
2020-02-07,61.057
2020-02-08,61.057
2020-02-09,61.057
2020-02-10,63.0019
2020-02-11,61.8627
2020-02-12,63.6837
2020-02-13,64.3318
2020-02-14,63.5061
2020-02-15,63.5061
2020-02-16,63.5061
2020-02-17,63.5061
2020-02-18,63.2375
2020-02-19,64.5186
2020-02-20,65.0531
2020-02-21,61.9829
2020-02-22,61.9829
2020-02-23,61.9829
2020-02-24,57.2704
2020-02-25,50.6566
2020-02-26,50.0325
2020-02-27,44.0136
2020-02-28,40.6978
2020-02-29,40.6978
2020-03-01,40.6978
2020-03-02,41.4499
2020-03-03,38.3628
2020-03-04,45.4243
2020-03-05,40.681
2020-03-06,39.6799
2020-03-07,39.6799
2020-03-08,39.6799
2020-03-09,30.9559
2020-03-10,35.5963
2020-03-11,31.5681
2020-03-12,28.0475
2020-03-13,34.9821
2020-03-14,34.9821
2020-03-15,34.9821
2020-03-16,29.1931
2020-03-17,35.7043
2020-03-18,33.7241
2020-03-19,38.0862
2020-03-20,35.05
2020-03-21,35.05
2020-03-22,35.05
2020-03-23,33.8497
2020-03-24,41.2348
2020-03-25,42.1131
2020-03-26,43.8331
2020-03-27,42.3772
2020-03-28,42.3772
2020-03-29,42.3772
2020-03-30,43.8413
2020-03-31,43.3669
2020-04-01,41.7757
2020-04-02,43.5341
2020-04-03,43.4732
2020-04-04,43.4732
2020-04-05,43.4732
2020-04-06,47.2823
2020-04-07,47.1945
2020-04-08,49.1232
2020-04-09,49.5096
2020-04-10,49.5096
2020-04-11,49.5096
2020-04-12,49.5096
2020-04-13,47.6158
2020-04-14,48.4304
2020-04-15,47.1405
2020-04-16,46.9445
2020-04-17,48.8198
2020-04-18,48.8198
2020-04-19,48.8198
2020-04-20,47.3802
2020-04-21,46.1707
2020-04-22,47.4578
2020-04-23,47.987
2020-04-24,50.094
2020-04-25,50.094
2020-04-26,50.094
2020-04-27,52.2971
2020-04-28,52.6643
2020-04-29,53.7525
2020-04-30,51.9286
2020-05-01,50.7866
2020-05-02,50.7866
2020-05-03,50.7866
2020-05-04,49.6299
2020-05-05,49.6581
2020-05-06,48.5873
2020-05-07,49.8531
2020-05-08,51.9316
2020-05-09,51.9316
2020-05-10,51.9316
2020-05-11,51.7291
2020-05-12,49.965
2020-05-13,48.1874
2020-05-14,48.8458
2020-05-15,47.8916
2020-05-16,47.8916
2020-05-17,47.8916
2020-05-18,52.2582
2020-05-19,51.8182
2020-05-20,54.0519
2020-05-21,53.4537
2020-05-22,54.1381
2020-05-23,54.1381
2020-05-24,54.1381
2020-05-25,54.1381
2020-05-26,57.3466
2020-05-27,58.5595
2020-05-28,56.1851
2020-05-29,56.4734
2020-05-30,56.4734
2020-05-31,56.4734
2020-06-01,55.6527
2020-06-02,56.8459
2020-06-03,59.0064
2020-06-04,58.2432
2020-06-05,59.1456
2020-06-06,59.1456
2020-06-07,59.1456
2020-06-08,58.2071
2020-06-09,57.366
2020-06-10,56.8963
2020-06-11,51.0527
2020-06-12,52.3488
2020-06-13,52.3488
2020-06-14,52.3488
2020-06-15,52.933
2020-06-16,53.1481
2020-06-17,52.6033
2020-06-18,52.0869
2020-06-19,50.3279
2020-06-20,50.3279
2020-06-21,50.3279
2020-06-22,51.033
2020-06-23,51.9922
2020-06-24,49.6525
2020-06-25,50.5119
2020-06-26,47.8036
2020-06-27,47.8036
2020-06-28,47.8036
2020-06-29,50.8596
2020-06-30,52.2444
2020-07-01,50.4648
2020-07-02,51.1759
2020-07-03,51.1759
2020-07-04,51.1759
2020-07-05,51.1759
2020-07-06,52.7491
2020-07-07,50.6479
2020-07-08,51.3204
2020-07-09,49.819
2020-07-10,49.4329
2020-07-11,49.4329
2020-07-12,49.4329
2020-07-13,50.7891
2020-07-14,51.6429
2020-07-15,53.2259
2020-07-16,53.7128
2020-07-17,55.001
2020-07-18,55.001
2020-07-19,55.001
2020-07-20,54.1429
2020-07-21,55.1915
2020-07-22,56.1803
2020-07-23,53.6284
2020-07-24,53.3531
2020-07-25,53.3531
2020-07-26,53.3531
2020-07-27,53.6768
2020-07-28,51.4743
2020-07-29,53.8663
2020-07-30,51.4448
2020-07-31,52.8796
2020-08-01,52.8796
2020-08-02,52.8796
2020-08-03,51.4637
2020-08-04,52.0142
2020-08-05,52.9168
2020-08-06,54.0382
2020-08-07,54.911
2020-08-08,54.911
2020-08-09,54.911
2020-08-10,56.4034
2020-08-11,57.7371
2020-08-12,57.5481
2020-08-13,55.7794
2020-08-14,56.1181
2020-08-15,56.1181
2020-08-16,56.1181
2020-08-17,57.1235
2020-08-18,56.0816
2020-08-19,55.4325
2020-08-20,55.1755
2020-08-21,55.5108
2020-08-22,55.5108
2020-08-23,55.5108
2020-08-24,56.9929
2020-08-25,58.0549
2020-08-26,57.2025
2020-08-27,58.3767
2020-08-28,60.0398
2020-08-29,60.0398
2020-08-30,60.0398
2020-08-31,58.7406
2020-09-01,61.0019
2020-09-02,60.2239
2020-09-03,56.0537
2020-09-04,55.7782
2020-09-05,55.7782
2020-09-06,55.7782
2020-09-07,55.7782
2020-09-08,55.2762
2020-09-09,57.4923
2020-09-10,55.7769
2020-09-11,57.867
2020-09-12,57.867
2020-09-13,57.867
2020-09-14,60.432
2020-09-15,62.1754
2020-09-16,60.2469
2020-09-17,60.4538
2020-09-18,60.9167
2020-09-19,60.9167
2020-09-20,60.9167
2020-09-21,56.2708
2020-09-22,56.8009
2020-09-23,54.0321
2020-09-24,54.1615
2020-09-25,56.5332
2020-09-26,56.5332
2020-09-27,56.5332
2020-09-28,58.3893
2020-09-29,55.0253
2020-09-30,55.1335
2020-10-01,53.5902
2020-10-02,54.0664
2020-10-03,54.0664
2020-10-04,54.0664
2020-10-05,55.0374
2020-10-06,53.0325
2020-10-07,56.219
2020-10-08,54.3224
2020-10-09,55.5415
2020-10-10,55.5415
2020-10-11,55.5415
2020-10-12,57.199
2020-10-13,56.4531
2020-10-14,58.3947
2020-10-15,59.2177
2020-10-16,57.2917
2020-10-17,57.2917
2020-10-18,57.2917
2020-10-19,55.1536
2020-10-20,56.8509
2020-10-21,54.0864
2020-10-22,58.5388
2020-10-23,57.6927
2020-10-24,57.6927
2020-10-25,57.6927
2020-10-26,53.3092
2020-10-27,51.992
2020-10-28,48.5551
2020-10-29,51.5608
2020-10-30,53.0801
2020-10-31,53.0801
2020-11-01,53.0801
2020-11-02,56.8408
2020-11-03,59.752
2020-11-04,60.4366
2020-11-05,62.7974
2020-11-06,61.3346
2020-11-07,61.3346
2020-11-08,61.3346
2020-11-09,63.4289
2020-11-10,66.4105
2020-11-11,64.1124
2020-11-12,63.5935
2020-11-13,64.4293
2020-11-14,64.4293
2020-11-15,64.4293
2020-11-16,66.6165
2020-11-17,65.7453
2020-11-18,63.7277
2020-11-19,64.0882
2020-11-20,63.8045
2020-11-21,63.8045
2020-11-22,63.8045
2020-11-23,64.3353
2020-11-24,65.2033
2020-11-25,63.9326
2020-11-26,63.9326
2020-11-27,62.6382
2020-11-28,62.6382
2020-11-29,62.6382
2020-11-30,60.3659
2020-12-01,61.038
2020-12-02,61.1098
2020-12-03,60.6281
2020-12-04,62.3709
2020-12-05,62.3709
2020-12-06,62.3709
2020-12-07,62.594
2020-12-08,61.5029
2020-12-09,61.7991
2020-12-10,58.3087
2020-12-11,58.9055
2020-12-12,58.9055
2020-12-13,58.9055
2020-12-14,55.9939
2020-12-15,57.8494
2020-12-16,55.7542
2020-12-17,57.8011
2020-12-18,57.9538
2020-12-19,57.9538
2020-12-20,57.9538
2020-12-21,56.1024
2020-12-22,55.8361
2020-12-23,56.0212
2020-12-24,56.6169
2020-12-25,56.6169
2020-12-26,56.6169
2020-12-27,56.6169
2020-12-28,57.5406
2020-12-29,54.8577
2020-12-30,56.4608
2020-12-31,57.1224
2021-01-01,57.1224
2021-01-02,57.1224
2021-01-03,57.1224
2021-01-04,51.7743
2021-01-05,54.1706
2021-01-06,57.648
2021-01-07,60.4765
2021-01-08,62.6301
2021-01-09,62.6301
2021-01-10,62.6301
2021-01-11,62.8038
2021-01-12,62.6031
2021-01-13,60.1183
2021-01-14,57.9299
2021-01-15,57.7975
2021-01-16,57.7975
2021-01-17,57.7975
2021-01-18,57.7975
2021-01-19,56.3501
2021-01-20,57.1534
2021-01-21,54.1543
2021-01-22,47.7261
2021-01-23,47.7261
2021-01-24,47.7261
2021-01-25,48.1113
2021-01-26,46.5586
2021-01-27,42.5783
2021-01-28,47.0537
2021-01-29,45.8116
2021-01-30,45.8116
2021-01-31,45.8116
2021-02-01,47.7663
2021-02-02,51.394
2021-02-03,50.9418
2021-02-04,49.6703
2021-02-05,49.8573
2021-02-06,49.8573
2021-02-07,49.8573
2021-02-08,48.0254
2021-02-09,49.8147
2021-02-10,49.3931
2021-02-11,50.2492
2021-02-12,52.2854
2021-02-13,52.2854
2021-02-14,52.2854
2021-02-15,52.2854
2021-02-16,53.1558
2021-02-17,51.9348
2021-02-18,51.9798
2021-02-19,54.9906
2021-02-20,54.9906
2021-02-21,54.9906
2021-02-22,55.6712
2021-02-23,54.1332
2021-02-24,56.481
2021-02-25,54.9184
2021-02-26,53.823
2021-02-27,53.823
2021-02-28,53.823
2021-03-01,55.79
2021-03-02,54.4512
2021-03-03,52.6355
2021-03-04,48.2347
2021-03-05,53.0684
2021-03-06,53.0684
2021-03-07,53.0684
2021-03-08,54.2487
2021-03-09,54.5248
2021-03-10,55.6454
2021-03-11,55.9492
2021-03-12,55.9899
2021-03-13,55.9899
2021-03-14,55.9899
2021-03-15,55.3379
2021-03-16,52.6956
2021-03-17,52.9971
2021-03-18,53.5636
2021-03-19,50.5972
2021-03-20,50.5972
2021-03-21,50.5972
2021-03-22,55.0518
2021-03-23,53.6227
2021-03-24,55.365
2021-03-25,57.1884
2021-03-26,59.8163
2021-03-27,59.8163
2021-03-28,59.8163
2021-03-29,57.9924
2021-03-30,57.5773
2021-03-31,57.6427
2021-04-01,58.747
2021-04-02,58.747
2021-04-03,58.747
2021-04-04,58.747
2021-04-05,60.4121
2021-04-06,57.7257
2021-04-07,57.4362
2021-04-08,56.5739
2021-04-09,59.0247
2021-04-10,59.0247
2021-04-11,59.0247
