,STLD US Equity
2020-05-28,55.6823
2020-05-29,54.7269
2020-05-30,54.7269
2020-05-31,54.7269
2020-06-01,55.3217
2020-06-02,55.9994
2020-06-03,57.3573
2020-06-04,57.8835
2020-06-05,59.7483
2020-06-06,59.7483
2020-06-07,59.7483
2020-06-08,60.5594
2020-06-09,59.9347
2020-06-10,58.4049
2020-06-11,50.4388
2020-06-12,52.1729
2020-06-13,52.1729
2020-06-14,52.1729
2020-06-15,52.8108
2020-06-16,55.5789
2020-06-17,53.829
2020-06-18,52.4399
2020-06-19,53.2581
2020-06-20,53.2581
2020-06-21,53.2581
2020-06-22,53.3619
2020-06-23,53.4047
2020-06-24,50.1438
2020-06-25,51.9814
2020-06-26,49.0946
2020-06-27,49.0946
2020-06-28,49.0946
2020-06-29,50.3767
2020-06-30,51.1581
2020-07-01,49.836
2020-07-02,50.8729
2020-07-03,50.8729
2020-07-04,50.8729
2020-07-05,50.8729
2020-07-06,50.8246
2020-07-07,49.9417
2020-07-08,48.2787
2020-07-09,47.3567
2020-07-10,50.5858
2020-07-11,50.5858
2020-07-12,50.5858
2020-07-13,49.9956
2020-07-14,52.1839
2020-07-15,53.4236
2020-07-16,53.4819
2020-07-17,52.8794
2020-07-18,52.8794
2020-07-19,52.8794
2020-07-20,51.9708
2020-07-21,53.4136
2020-07-22,55.0299
2020-07-23,54.5587
2020-07-24,55.2279
2020-07-25,55.2279
2020-07-26,55.2279
2020-07-27,56.5516
2020-07-28,53.4058
2020-07-29,55.0474
2020-07-30,53.7996
2020-07-31,53.3232
2020-08-01,53.3232
2020-08-02,53.3232
2020-08-03,55.1956
2020-08-04,54.4833
2020-08-05,55.1343
2020-08-06,54.5851
2020-08-07,55.9211
2020-08-08,55.9211
2020-08-09,55.9211
2020-08-10,60.0543
2020-08-11,60.326
2020-08-12,61.1683
2020-08-13,60.7357
2020-08-14,61.6477
2020-08-15,61.6477
2020-08-16,61.6477
2020-08-17,61.3829
2020-08-18,59.5318
2020-08-19,58.7094
2020-08-20,58.7362
2020-08-21,56.4978
2020-08-22,56.4978
2020-08-23,56.4978
2020-08-24,58.4681
2020-08-25,56.7455
2020-08-26,56.335
2020-08-27,56.5125
2020-08-28,57.7276
2020-08-29,57.7276
2020-08-30,57.7276
2020-08-31,55.0868
2020-09-01,56.8293
2020-09-02,58.7422
2020-09-03,56.9499
2020-09-04,57.9595
2020-09-05,57.9595
2020-09-06,57.9595
2020-09-07,57.9595
2020-09-08,53.2363
2020-09-09,53.0964
2020-09-10,52.105
2020-09-11,52.9808
2020-09-12,52.9808
2020-09-13,52.9808
2020-09-14,55.3577
2020-09-15,56.2016
2020-09-16,56.4751
2020-09-17,58.8392
2020-09-18,60.951
2020-09-19,60.951
2020-09-20,60.951
2020-09-21,51.4471
2020-09-22,51.5637
2020-09-23,50.3442
2020-09-24,49.9369
2020-09-25,49.9048
2020-09-26,49.9048
2020-09-27,49.9048
2020-09-28,53.3797
2020-09-29,49.9281
2020-09-30,49.8347
2020-10-01,51.2813
2020-10-02,53.1352
2020-10-03,53.1352
2020-10-04,53.1352
2020-10-05,56.7368
2020-10-06,56.3202
2020-10-07,59.0905
2020-10-08,61.2299
2020-10-09,60.2877
2020-10-10,60.2877
2020-10-11,60.2877
2020-10-12,61.7627
2020-10-13,59.935
2020-10-14,61.2402
2020-10-15,61.5465
2020-10-16,61.5465
2020-10-17,61.5465
2020-10-18,61.5465
2020-10-19,60.4841
2020-10-20,55.9
2020-10-21,53.547
2020-10-22,56.1696
2020-10-23,57.3181
2020-10-24,57.3181
2020-10-25,57.3181
2020-10-26,53.2806
2020-10-27,53.4186
2020-10-28,50.8402
2020-10-29,53.761
2020-10-30,53.324
2020-10-31,53.324
2020-11-01,53.324
2020-11-02,54.4458
2020-11-03,55.6035
2020-11-04,50.762
2020-11-05,54.6625
2020-11-06,54.0384
2020-11-07,54.0384
2020-11-08,54.0384
2020-11-09,57.1925
2020-11-10,58.4534
2020-11-11,58.2316
2020-11-12,55.9417
2020-11-13,59.3613
2020-11-14,59.3613
2020-11-15,59.3613
2020-11-16,63.7725
2020-11-17,62.7267
2020-11-18,59.9023
2020-11-19,60.2841
2020-11-20,58.5972
2020-11-21,58.5972
2020-11-22,58.5972
2020-11-23,60.6172
2020-11-24,64.7876
2020-11-25,62.6169
2020-11-26,62.6169
2020-11-27,61.9584
2020-11-28,61.9584
2020-11-29,61.9584
2020-11-30,58.007
2020-12-01,60.074
2020-12-02,59.5907
2020-12-03,60.4144
2020-12-04,62.5717
2020-12-05,62.5717
2020-12-06,62.5717
2020-12-07,61.3899
2020-12-08,61.3328
2020-12-09,62.0266
2020-12-10,63.5061
2020-12-11,62.0595
2020-12-12,62.0595
2020-12-13,62.0595
2020-12-14,58.6343
2020-12-15,59.9413
2020-12-16,59.0892
2020-12-17,57.048
2020-12-18,53.2182
2020-12-19,53.2182
2020-12-20,53.2182
2020-12-21,54.9834
2020-12-22,53.45
2020-12-23,53.516
2020-12-24,53.5387
2020-12-25,53.5387
2020-12-26,53.5387
2020-12-27,53.5387
2020-12-28,52.4783
2020-12-29,53.409
2020-12-30,54.527
2020-12-31,55.1897
2021-01-01,55.1897
2021-01-02,55.1897
2021-01-03,55.1897
2021-01-04,54.4567
2021-01-05,57.5588
2021-01-06,62.8356
2021-01-07,60.5683
2021-01-08,59.5425
2021-01-09,59.5425
2021-01-10,59.5425
2021-01-11,60.5411
2021-01-12,63.6963
2021-01-13,60.7169
2021-01-14,59.7531
2021-01-15,56.6186
2021-01-16,56.6186
2021-01-17,56.6186
2021-01-18,56.6186
2021-01-19,57.6508
2021-01-20,58.5177
2021-01-21,54.8039
2021-01-22,54.7041
2021-01-23,54.7041
2021-01-24,54.7041
2021-01-25,54.0426
2021-01-26,49.6692
2021-01-27,46.8206
2021-01-28,46.5713
2021-01-29,44.7434
2021-01-30,44.7434
2021-01-31,44.7434
2021-02-01,46.3348
2021-02-02,47.3247
2021-02-03,50.8262
2021-02-04,51.5019
2021-02-05,52.5038
2021-02-06,52.5038
2021-02-07,52.5038
2021-02-08,54.1441
2021-02-09,54.2291
2021-02-10,54.1253
2021-02-11,54.9718
2021-02-12,56.1823
2021-02-13,56.1823
2021-02-14,56.1823
2021-02-15,56.1823
2021-02-16,59.949
2021-02-17,58.6041
2021-02-18,55.8755
2021-02-19,58.1507
2021-02-20,58.1507
2021-02-21,58.1507
2021-02-22,60.3755
2021-02-23,61.76
2021-02-24,63.481
2021-02-25,58.7292
2021-02-26,57.5101
2021-02-27,57.5101
2021-02-28,57.5101
2021-03-01,61.5994
2021-03-02,61.0987
2021-03-03,62.5017
2021-03-04,58.8273
2021-03-05,62.6534
2021-03-06,62.6534
2021-03-07,62.6534
2021-03-08,65.7372
2021-03-09,64.1516
2021-03-10,65.9032
2021-03-11,65.7134
2021-03-12,66.3156
2021-03-13,66.3156
2021-03-14,66.3156
2021-03-15,64.7471
2021-03-16,60.7523
2021-03-17,62.3452
2021-03-18,60.9534
2021-03-19,60.5923
2021-03-20,60.5923
2021-03-21,60.5923
2021-03-22,60.2232
2021-03-23,55.3609
2021-03-24,57.3878
2021-03-25,59.5709
2021-03-26,63.3253
2021-03-27,63.3253
2021-03-28,63.3253
2021-03-29,61.9948
2021-03-30,64.2512
2021-03-31,63.1432
2021-04-01,63.4068
2021-04-02,63.4068
2021-04-03,63.4068
2021-04-04,63.4068
2021-04-05,64.471
2021-04-06,63.1961
2021-04-07,62.8128
2021-04-08,62.1251
2021-04-09,62.7024
2021-04-10,62.7024
2021-04-11,62.7024
2021-04-12,63.5985
2021-04-13,60.297
2021-04-14,60.8928
2021-04-15,60.9987
2021-04-16,61.9285
2021-04-17,61.9285
2021-04-18,61.9285
2021-04-19,61.162
2021-04-20,58.5731
2021-04-21,60.2954
2021-04-22,58.2853
2021-04-23,60.7684
2021-04-24,60.7684
2021-04-25,60.7684
2021-04-26,64.6354
2021-04-27,65.0979
2021-04-28,65.2416
2021-04-29,65.4423
2021-04-30,62.7918
2021-05-01,62.7918
2021-05-02,62.7918
2021-05-03,66.1135
2021-05-04,69.2198
2021-05-05,69.801
2021-05-06,71.5109
2021-05-07,73.1049
2021-05-08,73.1049
2021-05-09,73.1049
2021-05-10,73.6578
2021-05-11,73.979
2021-05-12,65.9168
2021-05-13,68.7624
2021-05-14,68.8482
2021-05-15,68.8482
2021-05-16,68.8482
2021-05-17,69.5975
2021-05-18,66.9287
2021-05-19,64.7109
2021-05-20,64.1813
2021-05-21,63.3356
2021-05-22,63.3356
2021-05-23,63.3356
2021-05-24,63.9587
2021-05-25,60.1365
2021-05-26,61.096
2021-05-27,62.3823
2021-05-28,62.9604
2021-05-29,62.9604
2021-05-30,62.9604
2021-05-31,62.9604
2021-06-01,65.3841
2021-06-02,63.8189
2021-06-03,64.3718
2021-06-04,65.1226
2021-06-05,65.1226
2021-06-06,65.1226
2021-06-07,63.6695
2021-06-08,66.3584
2021-06-09,62.2497
2021-06-10,61.9521
2021-06-11,62.7504
2021-06-12,62.7504
2021-06-13,62.7504
2021-06-14,59.0438
2021-06-15,59.1102
2021-06-16,57.2462
2021-06-17,51.8728
2021-06-18,49.8305
2021-06-19,49.8305
2021-06-20,49.8305
2021-06-21,53.0792
2021-06-22,53.221
2021-06-23,52.4827
2021-06-24,54.3603
2021-06-25,53.1148
2021-06-26,53.1148
2021-06-27,53.1148
2021-06-28,50.5102
2021-06-29,51.0984
2021-06-30,52.4071
2021-07-01,54.3547
2021-07-02,54.023
2021-07-03,54.023
2021-07-04,54.023
2021-07-05,54.023
2021-07-06,49.8798
2021-07-07,54.2367
2021-07-08,52.2628
2021-07-09,54.3628
2021-07-10,54.3628
2021-07-11,54.3628
2021-07-12,56.1136
2021-07-13,53.4727
2021-07-14,53.5132
2021-07-15,54.0907
2021-07-16,51.3562
2021-07-17,51.3562
2021-07-18,51.3562
2021-07-19,48.4579
2021-07-20,50.2389
2021-07-21,50.7298
2021-07-22,50.2771
2021-07-23,50.169
2021-07-24,50.169
2021-07-25,50.169
2021-07-26,53.1174
2021-07-27,53.1609
2021-07-28,53.4139
2021-07-29,58.0849
2021-07-30,57.7316
2021-07-31,57.7316
2021-08-01,57.7316
2021-08-02,55.0639
2021-08-03,57.3666
2021-08-04,54.5734
2021-08-05,52.4505
2021-08-06,54.119
2021-08-07,54.119
2021-08-08,54.119
2021-08-09,56.1542
2021-08-10,60.6561
2021-08-11,63.8448
2021-08-12,65.1301
2021-08-13,65.2919
2021-08-14,65.2919
2021-08-15,65.2919
2021-08-16,62.8613
2021-08-17,58.5102
2021-08-18,58.8991
2021-08-19,55.8544
2021-08-20,55.5971
2021-08-21,55.5971
2021-08-22,55.5971
2021-08-23,57.8087
2021-08-24,60.1227
2021-08-25,59.0854
2021-08-26,57.0633
2021-08-27,58.9515
2021-08-28,58.9515
2021-08-29,58.9515
2021-08-30,57.959
2021-08-31,54.0923
2021-09-01,53.4882
2021-09-02,53.9376
2021-09-03,53.031
2021-09-04,53.031
2021-09-05,53.031
2021-09-06,53.031
2021-09-07,52.6088
2021-09-08,51.7423
2021-09-09,51.8633
2021-09-10,51.6401
2021-09-11,51.6401
2021-09-12,51.6401
2021-09-13,48.8416
2021-09-14,46.2871
2021-09-15,50.6054
2021-09-16,48.8454
2021-09-17,46.6257
2021-09-18,46.6257
2021-09-19,46.6257
2021-09-20,42.2984
2021-09-21,41.9097
2021-09-22,42.5591
2021-09-23,44.0014
2021-09-24,44.9786
2021-09-25,44.9786
2021-09-26,44.9786
2021-09-27,47.7249
2021-09-28,47.794
2021-09-29,45.2694
2021-09-30,44.002
2021-10-01,43.7769
2021-10-02,43.7769
2021-10-03,43.7769
2021-10-04,44.1194
2021-10-05,45.4322
2021-10-06,43.1714
2021-10-07,46.0849
2021-10-08,45.639
2021-10-09,45.639
2021-10-10,45.639
2021-10-11,48.0601
2021-10-12,49.3765
2021-10-13,48.5328
2021-10-14,49.4699
2021-10-15,49.7803
2021-10-16,49.7803
2021-10-17,49.7803
2021-10-18,50.5877
2021-10-19,52.1784
2021-10-20,54.3733
2021-10-21,51.2682
2021-10-22,51.8824
2021-10-23,51.8824
2021-10-24,51.8824
2021-10-25,56.6063
2021-10-26,56.8383
2021-10-27,52.6683
2021-10-28,53.8654
2021-10-29,54.6188
2021-10-30,54.6188
2021-10-31,54.6188
2021-11-01,51.8432
2021-11-02,49.7858
2021-11-03,50.9635
2021-11-04,51.8866
2021-11-05,52.9114
2021-11-06,52.9114
2021-11-07,52.9114
2021-11-08,55.2716
2021-11-09,53.5477
2021-11-10,52.0035
2021-11-11,54.0593
2021-11-12,53.9214
2021-11-13,53.9214
2021-11-14,53.9214
2021-11-15,52.8678
2021-11-16,52.6799
2021-11-17,49.0712
2021-11-18,50.0303
2021-11-19,49.2916
2021-11-20,49.2916
2021-11-21,49.2916
2021-11-22,54.7141
2021-11-23,55.2944
2021-11-24,51.8012
2021-11-25,51.8012
2021-11-26,49.5324
2021-11-27,49.5324
2021-11-28,49.5324
2021-11-29,46.804
2021-11-30,44.8655
2021-12-01,44.0284
2021-12-02,44.7938
2021-12-03,44.5098
2021-12-04,44.5098
2021-12-05,44.5098
2021-12-06,45.489
2021-12-07,48.7417
2021-12-08,47.4836
2021-12-09,47.2287
2021-12-10,45.9006
2021-12-11,45.9006
2021-12-12,45.9006
2021-12-13,45.5393
2021-12-14,48.0164
2021-12-15,44.6151
2021-12-16,49.7632
2021-12-17,49.6831
2021-12-18,49.6831
2021-12-19,49.6831
2021-12-20,45.8425
2021-12-21,48.2541
2021-12-22,48.7503
2021-12-23,49.0237
2021-12-24,49.0237
2021-12-25,49.0237
2021-12-26,49.0237
2021-12-27,50.5121
2021-12-28,49.9037
2021-12-29,50.0028
2021-12-30,49.6674
2021-12-31,49.9543
2022-01-01,49.9543
2022-01-02,49.9543
2022-01-03,49.3267
2022-01-04,52.148
2022-01-05,55.5097
2022-01-06,52.5218
2022-01-07,49.9863
2022-01-08,49.9863
2022-01-09,49.9863
2022-01-10,47.6347
2022-01-11,48.1917
2022-01-12,51.8583
2022-01-13,50.7562
2022-01-14,49.8983
2022-01-15,49.8983
2022-01-16,49.8983
2022-01-17,49.8983
2022-01-18,46.7995
2022-01-19,45.6072
2022-01-20,43.1856
2022-01-21,38.426
2022-01-22,38.426
2022-01-23,38.426
2022-01-24,41.7398
2022-01-25,41.1493
2022-01-26,40.1364
2022-01-27,41.94
2022-01-28,42.7878
2022-01-29,42.7878
2022-01-30,42.7878
2022-01-31,43.668
2022-02-01,46.6269
2022-02-02,48.7073
2022-02-03,48.3325
2022-02-04,48.4283
2022-02-05,48.4283
2022-02-06,48.4283
2022-02-07,47.6323
2022-02-08,50.7488
2022-02-09,53.2227
2022-02-10,51.5602
2022-02-11,50.7071
2022-02-12,50.7071
2022-02-13,50.7071
2022-02-14,51.8837
2022-02-15,54.5872
2022-02-16,55.1992
2022-02-17,53.6591
2022-02-18,54.5462
2022-02-19,54.5462
2022-02-20,54.5462
2022-02-21,54.5462
2022-02-22,53.1959
2022-02-23,51.9104
2022-02-24,53.3676
2022-02-25,59.9329
2022-02-26,59.9329
2022-02-27,59.9329
2022-02-28,61.4653
2022-03-01,62.9498
2022-03-02,65.5891
2022-03-03,67.0644
2022-03-04,67.2906
2022-03-05,67.2906
2022-03-06,67.2906
2022-03-07,59.9477
2022-03-08,56.8543
2022-03-09,58.667
2022-03-10,59.0624
2022-03-11,58.7059
2022-03-12,58.7059
2022-03-13,58.7059
2022-03-14,57.8629
2022-03-15,59.4133
2022-03-16,61.1477
2022-03-17,65.9419
2022-03-18,68.0645
2022-03-19,68.0645
2022-03-20,68.0645
2022-03-21,68.6861
2022-03-22,67.3166
2022-03-23,68.1609
2022-03-24,70.1847
2022-03-25,70.6846
2022-03-26,70.6846
2022-03-27,70.6846
2022-03-28,67.4158
2022-03-29,63.4759
2022-03-30,63.2464
2022-03-31,62.9715
2022-04-01,64.1682
2022-04-02,64.1682
2022-04-03,64.1682
2022-04-04,62.3119
2022-04-05,60.9216
2022-04-06,60.4347
2022-04-07,61.693
2022-04-08,61.0914
2022-04-09,61.0914
2022-04-10,61.0914
2022-04-11,61.4887
2022-04-12,62.3634
2022-04-13,64.63
2022-04-14,65.4121
2022-04-15,65.4121
2022-04-16,65.4121
2022-04-17,65.4121
2022-04-18,67.0942
2022-04-19,68.1691
2022-04-20,67.4098
2022-04-21,68.6979
2022-04-22,63.3268
2022-04-23,63.3268
2022-04-24,63.3268
2022-04-25,62.9342
2022-04-26,60.4554
2022-04-27,60.9707
2022-04-28,62.3109
2022-04-29,57.1373
2022-04-30,57.1373
2022-05-01,57.1373
2022-05-02,54.5886
2022-05-03,57.1357
2022-05-04,59.8254
2022-05-05,51.2678
2022-05-06,49.6795
2022-05-07,49.6795
2022-05-08,49.6795
2022-05-09,47.5546
2022-05-10,47.4085
2022-05-11,45.9643
2022-05-12,45.4275
2022-05-13,44.9022
2022-05-14,44.9022
2022-05-15,44.9022
2022-05-16,45.9411
2022-05-17,49.3107
2022-05-18,46.9884
2022-05-19,46.8635
2022-05-20,47.0299
2022-05-21,47.0299
2022-05-22,47.0299
2022-05-23,49.3086
2022-05-24,49.279
2022-05-25,51.8154
2022-05-26,55.2345
2022-05-27,58.0278
2022-05-28,58.0278
2022-05-29,58.0278
2022-05-30,58.0278
2022-05-31,55.4889
2022-06-01,54.0574
2022-06-02,54.9192
2022-06-03,52.8479
2022-06-04,52.8479
2022-06-05,52.8479
2022-06-06,52.268
2022-06-07,55.2949
2022-06-08,50.9748
2022-06-09,47.0921
2022-06-10,45.0227
2022-06-11,45.0227
2022-06-12,45.0227
2022-06-13,42.4475
2022-06-14,42.8665
2022-06-15,43.8563
2022-06-16,42.2535
2022-06-17,44.18
2022-06-18,44.18
2022-06-19,44.18
2022-06-20,44.18
2022-06-21,43.3308
2022-06-22,40.9325
2022-06-23,39.9569
2022-06-24,42.8448
2022-06-25,42.8448
2022-06-26,42.8448
2022-06-27,43.2331
2022-06-28,41.8153
2022-06-29,41.6754
2022-06-30,41.1655
2022-07-01,41.253
2022-07-02,41.253
2022-07-03,41.253
2022-07-04,41.253
2022-07-05,39.925
2022-07-06,39.856
2022-07-07,42.343
2022-07-08,41.9953
2022-07-09,41.9953
2022-07-10,41.9953
2022-07-11,41.7672
2022-07-12,41.6027
2022-07-13,43.4929
2022-07-14,42.2858
2022-07-15,43.6601
2022-07-16,43.6601
2022-07-17,43.6601
2022-07-18,44.4473
2022-07-19,43.3955
2022-07-20,45.2164
2022-07-21,48.2753
2022-07-22,44.2607
2022-07-23,44.2607
2022-07-24,44.2607
2022-07-25,47.9472
2022-07-26,48.4452
2022-07-27,50.8277
2022-07-28,52.1326
2022-07-29,55.5137
2022-07-30,55.5137
2022-07-31,55.5137
2022-08-01,54.9724
2022-08-02,54.0669
2022-08-03,53.8569
2022-08-04,54.9248
2022-08-05,56.1436
2022-08-06,56.1436
2022-08-07,56.1436
2022-08-08,56.1074
2022-08-09,58.323
2022-08-10,59.959
2022-08-11,60.372
2022-08-12,61.3348
2022-08-13,61.3348
2022-08-14,61.3348
2022-08-15,59.9097
2022-08-16,60.8853
2022-08-17,58.7217
2022-08-18,59.9915
2022-08-19,56.5845
2022-08-20,56.5845
2022-08-21,56.5845
2022-08-22,54.6908
2022-08-23,55.4666
2022-08-24,55.8278
2022-08-25,60.7405
2022-08-26,60.8328
2022-08-27,60.8328
2022-08-28,60.8328
2022-08-29,59.997
2022-08-30,54.1128
2022-08-31,53.3271
2022-09-01,49.7208
2022-09-02,50.3376
2022-09-03,50.3376
2022-09-04,50.3376
2022-09-05,50.3376
2022-09-06,51.7855
2022-09-07,52.1312
2022-09-08,55.3367
2022-09-09,58.4267
2022-09-10,58.4267
2022-09-11,58.4267
2022-09-12,55.0451
2022-09-13,53.3786
2022-09-14,46.5825
2022-09-15,48.1415
2022-09-16,47.1169
2022-09-17,47.1169
2022-09-18,47.1169
2022-09-19,49.1257
2022-09-20,47.9619
2022-09-21,46.5569
2022-09-22,45.1957
2022-09-23,43.3029
2022-09-24,43.3029
2022-09-25,43.3029
2022-09-26,42.9029
2022-09-27,44.0353
2022-09-28,45.9652
2022-09-29,44.6129
2022-09-30,44.8662
2022-10-01,44.8662
2022-10-02,44.8662
2022-10-03,49.303
2022-10-04,51.6855
2022-10-05,51.5046
2022-10-06,50.8362
2022-10-07,49.6292
2022-10-08,49.6292
2022-10-09,49.6292
2022-10-10,51.3776
2022-10-11,52.6685
2022-10-12,52.4199
2022-10-13,54.4139
2022-10-14,51.3491
2022-10-15,51.3491
2022-10-16,51.3491
2022-10-17,53.1564
2022-10-18,54.6846
2022-10-19,53.5704
2022-10-20,57.7461
2022-10-21,62.8077
2022-10-22,62.8077
2022-10-23,62.8077
2022-10-24,64.811
2022-10-25,65.6422
2022-10-26,65.8322
2022-10-27,65.188
2022-10-28,61.8491
2022-10-29,61.8491
2022-10-30,61.8491
2022-10-31,61.4422
2022-11-01,63.1958
2022-11-02,58.681
2022-11-03,57.8844
2022-11-04,60.5196
2022-11-05,60.5196
2022-11-06,60.5196
2022-11-07,60.8878
2022-11-08,61.4262
2022-11-09,56.72
2022-11-10,59.6283
2022-11-11,59.8882
2022-11-12,59.8882
2022-11-13,59.8882
2022-11-14,62.1928
2022-11-15,62.2418
2022-11-16,61.0335
2022-11-17,62.1355
2022-11-18,61.7446
2022-11-19,61.7446
2022-11-20,61.7446
2022-11-21,63.2815
2022-11-22,65.3507
2022-11-23,62.6899
2022-11-24,62.6899
2022-11-25,62.7088
2022-11-26,62.7088
2022-11-27,62.7088
2022-11-28,61.5251
2022-11-29,61.2641
2022-11-30,62.1568
2022-12-01,62.9778
2022-12-02,65.8046
2022-12-03,65.8046
2022-12-04,65.8046
2022-12-05,62.6582
2022-12-06,63.6375
2022-12-07,62.8903
2022-12-08,64.4623
2022-12-09,62.6289
2022-12-10,62.6289
2022-12-11,62.6289
2022-12-12,63.5179
2022-12-13,63.9256
2022-12-14,61.9391
2022-12-15,55.0097
2022-12-16,54.1725
2022-12-17,54.1725
2022-12-18,54.1725
2022-12-19,54.5856
2022-12-20,55.8984
2022-12-21,57.149
2022-12-22,55.1806
2022-12-23,54.9223
2022-12-24,54.9223
2022-12-25,54.9223
2022-12-26,54.9223
2022-12-27,55.1811
2022-12-28,52.173
2022-12-29,51.0784
2022-12-30,50.3971
2022-12-31,50.3971
2023-01-01,50.3971
2023-01-02,50.3971
2023-01-03,48.0354
2023-01-04,51.3363
2023-01-05,51.4085
2023-01-06,54.7893
2023-01-07,54.7893
2023-01-08,54.7893
2023-01-09,53.496
2023-01-10,57.8062
2023-01-11,60.0036
2023-01-12,60.2559
2023-01-13,61.046
2023-01-14,61.046
2023-01-15,61.046
2023-01-16,61.046
2023-01-17,59.6278
2023-01-18,57.5782
2023-01-19,56.6679
2023-01-20,57.2104
2023-01-21,57.2104
2023-01-22,57.2104
2023-01-23,56.8582
2023-01-24,57.1395
2023-01-25,59.0717
2023-01-26,66.3455
2023-01-27,63.6812
2023-01-28,63.6812
2023-01-29,63.6812
2023-01-30,63.7772
2023-01-31,64.7112
2023-02-01,67.3415
2023-02-02,67.6242
2023-02-03,68.8505
2023-02-04,68.8505
2023-02-05,68.8505
2023-02-06,63.837
2023-02-07,63.5194
2023-02-08,64.0153
2023-02-09,61.2349
2023-02-10,61.8553
2023-02-11,61.8553
2023-02-12,61.8553
2023-02-13,62.764
2023-02-14,64.4488
2023-02-15,63.5617
2023-02-16,63.8753
2023-02-17,62.5279
2023-02-18,62.5279
2023-02-19,62.5279
2023-02-20,62.5279
2023-02-21,59.1261
2023-02-22,57.7606
2023-02-23,56.3246
2023-02-24,55.8127
2023-02-25,55.8127
2023-02-26,55.8127
2023-02-27,58.0112
2023-02-28,61.3522
2023-03-01,63.2605
2023-03-02,65.4697
2023-03-03,67.186
2023-03-04,67.186
2023-03-05,67.186
2023-03-06,63.0157
2023-03-07,62.0489
2023-03-08,63.0096
2023-03-09,58.8081
2023-03-10,52.4044
2023-03-11,52.4044
2023-03-12,52.4044
2023-03-13,50.043
2023-03-14,49.4873
2023-03-15,40.8516
2023-03-16,43.9945
2023-03-17,42.7671
2023-03-18,42.7671
2023-03-19,42.7671
