,ABG US Equity
2020-12-02,54.909
2020-12-03,58.2194
2020-12-04,60.931
2020-12-05,60.931
2020-12-06,60.931
2020-12-07,62.9199
2020-12-08,60.7895
2020-12-09,62.3121
2020-12-10,60.997
2020-12-11,61.6447
2020-12-12,61.6447
2020-12-13,61.6447
2020-12-14,59.5861
2020-12-15,60.8458
2020-12-16,61.4292
2020-12-17,62.4732
2020-12-18,59.5397
2020-12-19,59.5397
2020-12-20,59.5397
2020-12-21,58.8939
2020-12-22,56.7436
2020-12-23,57.6494
2020-12-24,57.6704
2020-12-25,57.6704
2020-12-26,57.6704
2020-12-27,57.6704
2020-12-28,59.6004
2020-12-29,56.6197
2020-12-30,59.3128
2020-12-31,59.1983
2021-01-01,59.1983
2021-01-02,59.1983
2021-01-03,59.1983
2021-01-04,57.4541
2021-01-05,59.3181
2021-01-06,63.434
2021-01-07,64.3384
2021-01-08,64.4838
2021-01-09,64.4838
2021-01-10,64.4838
2021-01-11,65.142
2021-01-12,66.3756
2021-01-13,63.1324
2021-01-14,64.1997
2021-01-15,62.4494
2021-01-16,62.4494
2021-01-17,62.4494
2021-01-18,62.4494
2021-01-19,61.2253
2021-01-20,63.5866
2021-01-21,63.6869
2021-01-22,60.7922
2021-01-23,60.7922
2021-01-24,60.7922
2021-01-25,57.6512
2021-01-26,56.8883
2021-01-27,51.4986
2021-01-28,52.4582
2021-01-29,50.4803
2021-01-30,50.4803
2021-01-31,50.4803
2021-02-01,54.1457
2021-02-02,51.0576
2021-02-03,52.0164
2021-02-04,54.5727
2021-02-05,55.2887
2021-02-06,55.2887
2021-02-07,55.2887
2021-02-08,58.8176
2021-02-09,58.5755
2021-02-10,56.8712
2021-02-11,55.9856
2021-02-12,55.4352
2021-02-13,55.4352
2021-02-14,55.4352
2021-02-15,55.4352
2021-02-16,54.95
2021-02-17,56.4054
2021-02-18,54.5813
2021-02-19,56.1488
2021-02-20,56.1488
2021-02-21,56.1488
2021-02-22,57.3133
2021-02-23,57.7496
2021-02-24,59.8059
2021-02-25,58.2792
2021-02-26,58.9897
2021-02-27,58.9897
2021-02-28,58.9897
2021-03-01,60.0176
2021-03-02,57.5578
2021-03-03,57.144
2021-03-04,57.5511
2021-03-05,59.0814
2021-03-06,59.0814
2021-03-07,59.0814
2021-03-08,62.2553
2021-03-09,60.3327
2021-03-10,63.7165
2021-03-11,64.1929
2021-03-12,65.1932
2021-03-13,65.1932
2021-03-14,65.1932
2021-03-15,64.8617
2021-03-16,64.7873
2021-03-17,66.0876
2021-03-18,65.4688
2021-03-19,62.4688
2021-03-20,62.4688
2021-03-21,62.4688
2021-03-22,61.1712
2021-03-23,57.6525
2021-03-24,58.0731
2021-03-25,61.9485
2021-03-26,64.5628
2021-03-27,64.5628
2021-03-28,64.5628
2021-03-29,61.6421
2021-03-30,63.9092
2021-03-31,61.4493
2021-04-01,61.5197
2021-04-02,61.5197
2021-04-03,61.5197
2021-04-04,61.5197
2021-04-05,61.7469
2021-04-06,61.192
2021-04-07,59.4167
2021-04-08,60.2351
2021-04-09,61.3873
2021-04-10,61.3873
2021-04-11,61.3873
2021-04-12,61.6847
2021-04-13,61.3669
2021-04-14,65.2905
2021-04-15,66.9796
2021-04-16,62.8772
2021-04-17,62.8772
2021-04-18,62.8772
2021-04-19,61.4397
2021-04-20,59.0019
2021-04-21,60.9952
2021-04-22,60.5809
2021-04-23,62.4386
2021-04-24,62.4386
2021-04-25,62.4386
2021-04-26,60.5676
2021-04-27,58.8405
2021-04-28,58.8243
2021-04-29,58.5018
2021-04-30,55.5111
2021-05-01,55.5111
2021-05-02,55.5111
2021-05-03,57.0009
2021-05-04,58.2859
2021-05-05,58.3501
2021-05-06,59.7823
2021-05-07,59.6933
2021-05-08,59.6933
2021-05-09,59.6933
2021-05-10,57.6062
2021-05-11,54.8254
2021-05-12,53.2775
2021-05-13,54.2881
2021-05-14,58.5471
2021-05-15,58.5471
2021-05-16,58.5471
2021-05-17,56.7124
2021-05-18,54.2321
2021-05-19,51.7147
2021-05-20,50.1563
2021-05-21,51.9493
2021-05-22,51.9493
2021-05-23,51.9493
2021-05-24,51.8564
2021-05-25,50.2576
2021-05-26,51.1252
2021-05-27,52.8997
2021-05-28,52.2949
2021-05-29,52.2949
2021-05-30,52.2949
2021-05-31,52.2949
2021-06-01,55.2825
2021-06-02,49.5212
2021-06-03,48.2034
2021-06-04,45.7237
2021-06-05,45.7237
2021-06-06,45.7237
2021-06-07,44.8108
2021-06-08,45.4314
2021-06-09,44.0818
2021-06-10,42.2959
2021-06-11,43.2845
2021-06-12,43.2845
2021-06-13,43.2845
2021-06-14,41.0993
2021-06-15,42.1808
2021-06-16,42.1729
2021-06-17,40.7424
2021-06-18,36.6078
2021-06-19,36.6078
2021-06-20,36.6078
2021-06-21,38.3023
2021-06-22,38.6039
2021-06-23,38.7187
2021-06-24,38.3332
2021-06-25,42.8599
2021-06-26,42.8599
2021-06-27,42.8599
2021-06-28,41.7232
2021-06-29,40.5563
2021-06-30,44.9189
2021-07-01,47.1772
2021-07-02,47.9292
2021-07-03,47.9292
2021-07-04,47.9292
2021-07-05,47.9292
2021-07-06,46.5242
2021-07-07,47.5887
2021-07-08,48.0472
2021-07-09,50.3102
2021-07-10,50.3102
2021-07-11,50.3102
2021-07-12,52.7661
2021-07-13,53.51
2021-07-14,53.2942
2021-07-15,52.2969
2021-07-16,50.9059
2021-07-17,50.9059
2021-07-18,50.9059
2021-07-19,51.2278
2021-07-20,54.9115
2021-07-21,56.8327
2021-07-22,55.7906
2021-07-23,56.3557
2021-07-24,56.3557
2021-07-25,56.3557
2021-07-26,56.5649
2021-07-27,56.5291
2021-07-28,55.1396
2021-07-29,58.7746
2021-07-30,59.9645
2021-07-31,59.9645
2021-08-01,59.9645
2021-08-02,59.242
2021-08-03,55.6091
2021-08-04,52.8467
2021-08-05,53.7248
2021-08-06,53.6689
2021-08-07,53.6689
2021-08-08,53.6689
2021-08-09,52.7326
2021-08-10,54.4802
2021-08-11,55.725
2021-08-12,55.4756
2021-08-13,53.1471
2021-08-14,53.1471
2021-08-15,53.1471
2021-08-16,56.2876
2021-08-17,50.5593
2021-08-18,49.9824
2021-08-19,48.1204
2021-08-20,47.9391
2021-08-21,47.9391
2021-08-22,47.9391
2021-08-23,49.724
2021-08-24,50.6179
2021-08-25,50.4507
2021-08-26,47.7398
2021-08-27,50.6582
2021-08-28,50.6582
2021-08-29,50.6582
2021-08-30,48.0064
2021-08-31,48.3374
2021-09-01,47.759
2021-09-02,45.7426
2021-09-03,44.9686
2021-09-04,44.9686
2021-09-05,44.9686
2021-09-06,44.9686
2021-09-07,42.1855
2021-09-08,42.9488
2021-09-09,42.9302
2021-09-10,41.2875
2021-09-11,41.2875
2021-09-12,41.2875
2021-09-13,42.8425
2021-09-14,41.9476
2021-09-15,43.826
2021-09-16,47.1702
2021-09-17,48.2085
2021-09-18,48.2085
2021-09-19,48.2085
2021-09-20,46.7283
2021-09-21,47.9191
2021-09-22,50.4963
2021-09-23,53.2656
2021-09-24,55.7031
2021-09-25,55.7031
2021-09-26,55.7031
2021-09-27,58.7516
2021-09-28,56.3638
2021-09-29,58.2558
2021-09-30,54.6509
2021-10-01,55.1063
2021-10-02,55.1063
2021-10-03,55.1063
2021-10-04,57.559
2021-10-05,55.7765
2021-10-06,53.5526
2021-10-07,56.9555
2021-10-08,58.7573
2021-10-09,58.7573
2021-10-10,58.7573
2021-10-11,59.6681
2021-10-12,60.1683
2021-10-13,59.7819
2021-10-14,59.2474
2021-10-15,59.0733
2021-10-16,59.0733
2021-10-17,59.0733
2021-10-18,59.6945
2021-10-19,60.2213
2021-10-20,61.0412
2021-10-21,66.3819
2021-10-22,65.3381
2021-10-23,65.3381
2021-10-24,65.3381
2021-10-25,62.4713
2021-10-26,54.5313
2021-10-27,49.9732
2021-10-28,48.9086
2021-10-29,48.7575
2021-10-30,48.7575
2021-10-31,48.7575
2021-11-01,51.4757
2021-11-02,44.7982
2021-11-03,43.8775
2021-11-04,44.8746
2021-11-05,44.0194
2021-11-06,44.0194
2021-11-07,44.0194
2021-11-08,45.251
2021-11-09,44.565
2021-11-10,44.663
2021-11-11,44.3579
2021-11-12,45.4987
2021-11-13,45.4987
2021-11-14,45.4987
2021-11-15,45.2037
2021-11-16,45.015
2021-11-17,38.6183
2021-11-18,40.1177
2021-11-19,38.0755
2021-11-20,38.0755
2021-11-21,38.0755
2021-11-22,40.4911
2021-11-23,40.1009
2021-11-24,39.2012
2021-11-25,39.2012
2021-11-26,37.8269
2021-11-27,37.8269
2021-11-28,37.8269
2021-11-29,39.7709
2021-11-30,39.8389
2021-12-01,38.8544
2021-12-02,42.5078
2021-12-03,42.1399
2021-12-04,42.1399
2021-12-05,42.1399
2021-12-06,45.7687
2021-12-07,45.367
2021-12-08,43.6898
2021-12-09,43.1297
2021-12-10,45.5882
2021-12-11,45.5882
2021-12-12,45.5882
2021-12-13,43.0695
2021-12-14,43.9229
2021-12-15,46.5124
2021-12-16,43.7199
2021-12-17,43.0496
2021-12-18,43.0496
2021-12-19,43.0496
2021-12-20,41.3203
2021-12-21,43.1361
2021-12-22,43.4387
2021-12-23,43.8492
2021-12-24,43.8492
2021-12-25,43.8492
2021-12-26,43.8492
2021-12-27,45.4026
2021-12-28,46.4166
2021-12-29,46.1893
2021-12-30,46.7547
2021-12-31,48.1207
2022-01-01,48.1207
2022-01-02,48.1207
2022-01-03,48.8559
2022-01-04,50.3572
2022-01-05,47.85
2022-01-06,49.0663
2022-01-07,49.4744
2022-01-08,49.4744
2022-01-09,49.4744
2022-01-10,51.916
2022-01-11,50.1347
2022-01-12,45.518
2022-01-13,45.8486
2022-01-14,45.7756
2022-01-15,45.7756
2022-01-16,45.7756
2022-01-17,45.7756
2022-01-18,46.3608
2022-01-19,44.024
2022-01-20,41.4996
2022-01-21,41.4577
2022-01-22,41.4577
2022-01-23,41.4577
2022-01-24,47.6425
2022-01-25,46.8605
2022-01-26,43.3385
2022-01-27,41.91
2022-01-28,42.9602
2022-01-29,42.9602
2022-01-30,42.9602
2022-01-31,45.0925
2022-02-01,48.613
2022-02-02,49.5733
2022-02-03,46.8518
2022-02-04,42.4665
2022-02-05,42.4665
2022-02-06,42.4665
2022-02-07,42.024
2022-02-08,44.616
2022-02-09,48.1754
2022-02-10,47.3458
2022-02-11,46.902
2022-02-12,46.902
2022-02-13,46.902
2022-02-14,46.7469
2022-02-15,52.8077
2022-02-16,56.1695
2022-02-17,56.3737
2022-02-18,56.7307
2022-02-19,56.7307
2022-02-20,56.7307
2022-02-21,56.7307
2022-02-22,56.0357
2022-02-23,55.2409
2022-02-24,56.4355
2022-02-25,58.3579
2022-02-26,58.3579
2022-02-27,58.3579
2022-02-28,59.2611
2022-03-01,57.9157
2022-03-02,61.1666
2022-03-03,58.3189
2022-03-04,56.3006
2022-03-05,56.3006
2022-03-06,56.3006
2022-03-07,55.0211
2022-03-08,54.6468
2022-03-09,53.6629
2022-03-10,53.826
2022-03-11,54.8127
2022-03-12,54.8127
2022-03-13,54.8127
2022-03-14,51.7793
2022-03-15,53.4188
2022-03-16,56.2633
2022-03-17,56.9368
2022-03-18,54.8806
2022-03-19,54.8806
2022-03-20,54.8806
2022-03-21,53.9989
2022-03-22,53.1965
2022-03-23,49.9287
2022-03-24,47.5004
2022-03-25,46.9716
2022-03-26,46.9716
2022-03-27,46.9716
2022-03-28,43.8248
2022-03-29,47.7161
2022-03-30,44.4214
2022-03-31,42.9648
2022-04-01,42.1697
2022-04-02,42.1697
2022-04-03,42.1697
2022-04-04,41.2452
2022-04-05,40.8128
2022-04-06,42.2513
2022-04-07,41.2529
2022-04-08,42.553
2022-04-09,42.553
2022-04-10,42.553
2022-04-11,44.9763
2022-04-12,42.4894
2022-04-13,42.6641
2022-04-14,42.0947
2022-04-15,42.0947
2022-04-16,42.0947
2022-04-17,42.0947
2022-04-18,42.7273
2022-04-19,47.2111
2022-04-20,46.2034
2022-04-21,44.9421
2022-04-22,45.8952
2022-04-23,45.8952
2022-04-24,45.8952
2022-04-25,48.1535
2022-04-26,45.8467
2022-04-27,45.2386
2022-04-28,51.9563
2022-04-29,55.5526
2022-04-30,55.5526
2022-05-01,55.5526
2022-05-02,56.9446
2022-05-03,59.1271
2022-05-04,60.9303
2022-05-05,56.3587
2022-05-06,56.8625
2022-05-07,56.8625
2022-05-08,56.8625
2022-05-09,55.7663
2022-05-10,52.7382
2022-05-11,52.0409
2022-05-12,52.0877
2022-05-13,56.2719
2022-05-14,56.2719
2022-05-15,56.2719
2022-05-16,53.9269
2022-05-17,56.1185
2022-05-18,50.1904
2022-05-19,51.1645
2022-05-20,48.4055
2022-05-21,48.4055
2022-05-22,48.4055
2022-05-23,46.9748
2022-05-24,47.8394
2022-05-25,50.8517
2022-05-26,51.1302
2022-05-27,53.0808
2022-05-28,53.0808
2022-05-29,53.0808
2022-05-30,53.0808
2022-05-31,51.7475
2022-06-01,52.8796
2022-06-02,51.8925
2022-06-03,52.1574
2022-06-04,52.1574
2022-06-05,52.1574
2022-06-06,53.8625
2022-06-07,53.4675
2022-06-08,53.2964
2022-06-09,54.0363
2022-06-10,51.879
2022-06-11,51.879
2022-06-12,51.879
2022-06-13,47.1815
2022-06-14,48.5116
2022-06-15,48.2678
2022-06-16,43.1753
2022-06-17,45.7944
2022-06-18,45.7944
2022-06-19,45.7944
2022-06-20,45.7944
2022-06-21,44.7978
2022-06-22,46.2153
2022-06-23,46.8369
2022-06-24,50.6554
2022-06-25,50.6554
2022-06-26,50.6554
2022-06-27,51.0081
2022-06-28,49.8535
2022-06-29,49.5842
2022-06-30,47.8715
2022-07-01,49.3188
2022-07-02,49.3188
2022-07-03,49.3188
2022-07-04,49.3188
2022-07-05,50.932
2022-07-06,47.9922
2022-07-07,49.8792
2022-07-08,48.6874
2022-07-09,48.6874
2022-07-10,48.6874
2022-07-11,46.189
2022-07-12,47.0123
2022-07-13,45.5761
2022-07-14,42.3741
2022-07-15,46.2022
2022-07-16,46.2022
2022-07-17,46.2022
2022-07-18,47.8447
2022-07-19,50.7948
2022-07-20,50.0689
2022-07-21,48.2565
2022-07-22,48.2977
2022-07-23,48.2977
2022-07-24,48.2977
2022-07-25,47.403
2022-07-26,46.152
2022-07-27,47.2443
2022-07-28,50.2286
2022-07-29,50.1173
2022-07-30,50.1173
2022-07-31,50.1173
2022-08-01,53.1739
2022-08-02,51.06
2022-08-03,52.2804
2022-08-04,51.7
2022-08-05,52.4896
2022-08-06,52.4896
2022-08-07,52.4896
2022-08-08,52.9641
2022-08-09,51.9675
2022-08-10,53.6529
2022-08-11,53.3716
2022-08-12,54.3134
2022-08-13,54.3134
2022-08-14,54.3134
2022-08-15,54.747
2022-08-16,58.8957
2022-08-17,55.0294
2022-08-18,54.6856
2022-08-19,53.7683
2022-08-20,53.7683
2022-08-21,53.7683
2022-08-22,51.896
2022-08-23,52.0461
2022-08-24,52.2191
2022-08-25,54.5634
2022-08-26,52.7206
2022-08-27,52.7206
2022-08-28,52.7206
2022-08-29,52.7164
2022-08-30,51.0973
2022-08-31,48.6999
2022-09-01,48.3568
2022-09-02,47.3607
2022-09-03,47.3607
2022-09-04,47.3607
2022-09-05,47.3607
2022-09-06,45.0615
2022-09-07,47.2394
2022-09-08,46.5287
2022-09-09,47.636
2022-09-10,47.636
2022-09-11,47.636
2022-09-12,49.1607
2022-09-13,44.19
2022-09-14,44.1476
2022-09-15,43.4965
2022-09-16,42.6515
2022-09-17,42.6515
2022-09-18,42.6515
2022-09-19,43.5921
2022-09-20,41.5357
2022-09-21,40.5515
2022-09-22,40.0759
2022-09-23,39.6476
2022-09-24,39.6476
2022-09-25,39.6476
2022-09-26,41.2917
2022-09-27,41.7907
2022-09-28,44.7962
2022-09-29,40.8487
2022-09-30,42.8762
2022-10-01,42.8762
2022-10-02,42.8762
2022-10-03,45.3211
2022-10-04,47.3458
2022-10-05,46.2721
2022-10-06,44.2274
2022-10-07,45.1397
2022-10-08,45.1397
2022-10-09,45.1397
2022-10-10,45.4239
2022-10-11,46.5224
2022-10-12,45.9278
2022-10-13,47.2875
2022-10-14,45.3996
2022-10-15,45.3996
2022-10-16,45.3996
2022-10-17,46.6206
2022-10-18,47.6501
2022-10-19,42.9491
2022-10-20,40.6378
2022-10-21,41.6945
2022-10-22,41.6945
2022-10-23,41.6945
2022-10-24,44.1971
2022-10-25,46.933
2022-10-26,47.1417
2022-10-27,48.6581
2022-10-28,48.221
2022-10-29,48.221
2022-10-30,48.221
2022-10-31,48.6049
2022-11-01,53.001
2022-11-02,47.7569
2022-11-03,47.98
2022-11-04,47.1862
2022-11-05,47.1862
2022-11-06,47.1862
2022-11-07,49.6868
2022-11-08,51.8993
2022-11-09,49.6091
2022-11-10,55.617
2022-11-11,57.3178
2022-11-12,57.3178
2022-11-13,57.3178
2022-11-14,56.4273
2022-11-15,56.8619
2022-11-16,55.0916
2022-11-17,56.2014
2022-11-18,55.7397
2022-11-19,55.7397
2022-11-20,55.7397
2022-11-21,56.1447
2022-11-22,56.2655
2022-11-23,57.0376
2022-11-24,57.0376
2022-11-25,56.8679
2022-11-26,56.8679
2022-11-27,56.8679
2022-11-28,56.2969
2022-11-29,56.9556
2022-11-30,59.0932
2022-12-01,56.5304
2022-12-02,56.7609
2022-12-03,56.7609
2022-12-04,56.7609
2022-12-05,53.3445
2022-12-06,54.9561
2022-12-07,54.2189
2022-12-08,55.3001
2022-12-09,55.1123
2022-12-10,55.1123
2022-12-11,55.1123
2022-12-12,54.3692
2022-12-13,52.2805
2022-12-14,53.0437
2022-12-15,49.5215
2022-12-16,47.997
2022-12-17,47.997
2022-12-18,47.997
2022-12-19,45.6639
2022-12-20,44.3174
2022-12-21,47.5906
2022-12-22,48.1221
2022-12-23,49.455
2022-12-24,49.455
2022-12-25,49.455
2022-12-26,49.455
2022-12-27,51.1101
2022-12-28,49.8804
2022-12-29,52.2392
2022-12-30,54.1228
2022-12-31,54.1228
2023-01-01,54.1228
2023-01-02,54.1228
2023-01-03,51.6677
2023-01-04,53.8716
2023-01-05,54.257
2023-01-06,55.9447
2023-01-07,55.9447
2023-01-08,55.9447
2023-01-09,55.9489
2023-01-10,58.0769
2023-01-11,59.1125
2023-01-12,59.7339
2023-01-13,57.1639
2023-01-14,57.1639
2023-01-15,57.1639
2023-01-16,57.1639
2023-01-17,55.588
2023-01-18,54.5811
2023-01-19,54.4157
2023-01-20,57.0706
2023-01-21,57.0706
2023-01-22,57.0706
2023-01-23,57.8765
2023-01-24,56.2495
2023-01-25,58.2444
2023-01-26,61.0372
2023-01-27,65.8418
2023-01-28,65.8418
2023-01-29,65.8418
2023-01-30,65.454
2023-01-31,67.2155
2023-02-01,70.3441
2023-02-02,72.6776
2023-02-03,72.9876
2023-02-04,72.9876
2023-02-05,72.9876
2023-02-06,68.9249
2023-02-07,68.8804
2023-02-08,66.8705
2023-02-09,66.3862
2023-02-10,66.4035
2023-02-11,66.4035
2023-02-12,66.4035
2023-02-13,66.6205
2023-02-14,66.9082
2023-02-15,67.1945
2023-02-16,66.8023
2023-02-17,69.2411
2023-02-18,69.2411
2023-02-19,69.2411
2023-02-20,69.2411
2023-02-21,59.0311
2023-02-22,60.893
2023-02-23,61.025
2023-02-24,57.0632
2023-02-25,57.0632
2023-02-26,57.0632
2023-02-27,59.0089
2023-02-28,59.0422
2023-03-01,60.9319
2023-03-02,60.8814
2023-03-03,62.5736
2023-03-04,62.5736
2023-03-05,62.5736
2023-03-06,61.2321
2023-03-07,61.2455
2023-03-08,60.8237
2023-03-09,60.838
2023-03-10,55.829
2023-03-11,55.829
2023-03-12,55.829
2023-03-13,48.1569
2023-03-14,45.9968
2023-03-15,45.172
2023-03-16,46.7333
2023-03-17,44.268
2023-03-18,44.268
