,RHI US Equity
,RSI_30D
2020-01-01,70.805
2020-01-02,72.179
2020-01-03,69.6907
2020-01-04,69.6907
2020-01-05,69.6907
2020-01-06,66.9765
2020-01-07,67.0826
2020-01-08,67.2729
2020-01-09,68.9701
2020-01-10,66.3024
2020-01-11,66.3024
2020-01-12,66.3024
2020-01-13,63.1443
2020-01-14,63.5336
2020-01-15,64.7485
2020-01-16,66.0609
2020-01-17,65.2956
2020-01-18,65.2956
2020-01-19,65.2956
2020-01-20,65.2956
2020-01-21,61.3069
2020-01-22,60.0096
2020-01-23,60.7369
2020-01-24,57.8196
2020-01-25,57.8196
2020-01-26,57.8196
2020-01-27,54.2987
2020-01-28,53.7272
2020-01-29,53.7272
2020-01-30,51.841
2020-01-31,42.7476
2020-02-01,42.7476
2020-02-02,42.7476
2020-02-03,42.958
2020-02-04,47.5809
2020-02-05,53.4664
2020-02-06,49.9521
2020-02-07,47.3981
2020-02-08,47.3981
2020-02-09,47.3981
2020-02-10,47.8903
2020-02-11,49.957
2020-02-12,53.2534
2020-02-13,50.9795
2020-02-14,50.3616
2020-02-15,50.3616
2020-02-16,50.3616
2020-02-17,50.3616
2020-02-18,47.8992
2020-02-19,48.282
2020-02-20,47.559
2020-02-21,47.406
2020-02-22,47.406
2020-02-23,47.406
2020-02-24,41.3206
2020-02-25,34.614
2020-02-26,32.5696
2020-02-27,30.2587
2020-02-28,29.7492
2020-02-29,29.7492
2020-03-01,29.7492
2020-03-02,31.9834
2020-03-03,28.2764
2020-03-04,33.5477
2020-03-05,30.2559
2020-03-06,33.945
2020-03-07,33.945
2020-03-08,33.945
2020-03-09,28.881
2020-03-10,36.5337
2020-03-11,34.7411
2020-03-12,31.7508
2020-03-13,38.557
2020-03-14,38.557
2020-03-15,38.557
2020-03-16,34.8447
2020-03-17,33.113
2020-03-18,31.4321
2020-03-19,30.5185
2020-03-20,28.2176
2020-03-21,28.2176
2020-03-22,28.2176
2020-03-23,27.6581
2020-03-24,35.6282
2020-03-25,36.623
2020-03-26,41.4897
2020-03-27,37.7705
2020-03-28,37.7705
2020-03-29,37.7705
2020-03-30,39.4119
2020-03-31,37.4022
2020-04-01,37.9393
2020-04-02,37.6686
2020-04-03,37.8575
2020-04-04,37.8575
2020-04-05,37.8575
2020-04-06,38.1069
2020-04-07,40.8622
2020-04-08,42.4753
2020-04-09,44.8538
2020-04-10,44.8538
2020-04-11,44.8538
2020-04-12,44.8538
2020-04-13,42.5774
2020-04-14,43.598
2020-04-15,43.0507
2020-04-16,42.2859
2020-04-17,45.9057
2020-04-18,45.9057
2020-04-19,45.9057
2020-04-20,43.852
2020-04-21,43.991
2020-04-22,44.0562
2020-04-23,47.1478
2020-04-24,47.4937
2020-04-25,47.4937
2020-04-26,47.4937
2020-04-27,49.2721
2020-04-28,50.2224
2020-04-29,52.5392
2020-04-30,51.2738
2020-05-01,47.893
2020-05-02,47.893
2020-05-03,47.893
2020-05-04,47.7016
2020-05-05,47.8917
2020-05-06,47.334
2020-05-07,48.9941
2020-05-08,51.7447
2020-05-09,51.7447
2020-05-10,51.7447
2020-05-11,50.5383
2020-05-12,48.601
2020-05-13,47.0443
2020-05-14,48.427
2020-05-15,49.1142
2020-05-16,49.1142
2020-05-17,49.1142
2020-05-18,53.2819
2020-05-19,52.7606
2020-05-20,53.7209
2020-05-21,53.0542
2020-05-22,52.0247
2020-05-23,52.0247
2020-05-24,52.0247
2020-05-25,52.0247
2020-05-26,55.7658
2020-05-27,57.0912
2020-05-28,56.5839
2020-05-29,55.5767
2020-05-30,55.5767
2020-05-31,55.5767
2020-06-01,56.8324
2020-06-02,58.3411
2020-06-03,60.3785
2020-06-04,61.1564
2020-06-05,63.1552
2020-06-06,63.1552
2020-06-07,63.1552
2020-06-08,65.0174
2020-06-09,61.6662
2020-06-10,58.2093
2020-06-11,52.5666
2020-06-12,52.7626
2020-06-13,52.7626
2020-06-14,52.7626
