,GL US Equity
2021-04-19,60.806
2021-04-20,59.0361
2021-04-21,61.5354
2021-04-22,55.9224
2021-04-23,57.1262
2021-04-24,57.1262
2021-04-25,57.1262
2021-04-26,56.129
2021-04-27,56.4257
2021-04-28,55.7641
2021-04-29,57.253
2021-04-30,55.6275
2021-05-01,55.6275
2021-05-02,55.6275
2021-05-03,56.7623
2021-05-04,57.6036
2021-05-05,59.2567
2021-05-06,60.5716
2021-05-07,60.0182
2021-05-08,60.0182
2021-05-09,60.0182
2021-05-10,59.765
2021-05-11,56.0926
2021-05-12,53.0001
2021-05-13,57.0758
2021-05-14,58.7282
2021-05-15,58.7282
2021-05-16,58.7282
2021-05-17,57.6239
2021-05-18,56.5751
2021-05-19,56.3316
2021-05-20,55.7116
2021-05-21,56.8076
2021-05-22,56.8076
2021-05-23,56.8076
2021-05-24,56.5662
2021-05-25,53.5777
2021-05-26,54.0345
2021-05-27,55.8327
2021-05-28,56.1727
2021-05-29,56.1727
2021-05-30,56.1727
2021-05-31,56.1727
2021-06-01,57.0062
2021-06-02,57.1717
2021-06-03,57.5254
2021-06-04,57.7919
2021-06-05,57.7919
2021-06-06,57.7919
2021-06-07,57.7478
2021-06-08,57.5434
2021-06-09,54.1091
2021-06-10,51.5196
2021-06-11,52.6456
2021-06-12,52.6456
2021-06-13,52.6456
2021-06-14,50.2884
2021-06-15,52.4891
2021-06-16,50.3573
2021-06-17,42.3506
2021-06-18,35.4481
2021-06-19,35.4481
2021-06-20,35.4481
2021-06-21,41.2772
2021-06-22,40.5633
2021-06-23,40.5633
2021-06-24,42.6061
2021-06-25,45.2831
2021-06-26,45.2831
2021-06-27,45.2831
2021-06-28,43.0719
2021-06-29,41.8812
2021-06-30,42.0261
2021-07-01,44.5836
2021-07-02,43.5089
2021-07-03,43.5089
2021-07-04,43.5089
2021-07-05,43.5089
2021-07-06,41.4648
2021-07-07,42.3927
2021-07-08,39.1283
2021-07-09,43.3601
2021-07-10,43.3601
2021-07-11,43.3601
2021-07-12,43.4199
2021-07-13,42.9157
2021-07-14,42.559
2021-07-15,43.7204
2021-07-16,43.1686
2021-07-17,43.1686
2021-07-18,43.1686
2021-07-19,39.1916
2021-07-20,43.1076
2021-07-21,44.2356
2021-07-22,43.1269
2021-07-23,43.8242
2021-07-24,43.8242
2021-07-25,43.8242
2021-07-26,44.6048
2021-07-27,44.0351
2021-07-28,43.6887
2021-07-29,45.4796
2021-07-30,43.9924
2021-07-31,43.9924
2021-08-01,43.9924
2021-08-02,43.4543
2021-08-03,42.9899
2021-08-04,41.9951
2021-08-05,43.824
2021-08-06,46.4116
2021-08-07,46.4116
2021-08-08,46.4116
2021-08-09,46.664
2021-08-10,48.9052
2021-08-11,51.7923
2021-08-12,50.5067
2021-08-13,50.0622
2021-08-14,50.0622
2021-08-15,50.0622
2021-08-16,49.8516
2021-08-17,49.6686
2021-08-18,48.7433
2021-08-19,47.5113
2021-08-20,47.7145
2021-08-21,47.7145
2021-08-22,47.7145
2021-08-23,49.3556
2021-08-24,50.5816
2021-08-25,51.65
2021-08-26,48.8289
2021-08-27,51.229
2021-08-28,51.229
2021-08-29,51.229
2021-08-30,49.5032
2021-08-31,49.666
2021-09-01,48.6389
2021-09-02,47.3937
2021-09-03,46.4966
2021-09-04,46.4966
2021-09-05,46.4966
2021-09-06,46.4966
2021-09-07,44.4813
2021-09-08,44.1292
2021-09-09,44.5401
2021-09-10,42.7264
2021-09-11,42.7264
2021-09-12,42.7264
2021-09-13,45.2503
2021-09-14,43.4243
2021-09-15,43.7753
2021-09-16,43.0331
2021-09-17,39.5192
2021-09-18,39.5192
2021-09-19,39.5192
2021-09-20,36.9025
2021-09-21,35.2279
2021-09-22,38.2847
2021-09-23,40.642
2021-09-24,40.2915
2021-09-25,40.2915
2021-09-26,40.2915
2021-09-27,44.8437
2021-09-28,42.9369
2021-09-29,43.6703
2021-09-30,42.0534
2021-10-01,44.8953
2021-10-02,44.8953
2021-10-03,44.8953
2021-10-04,44.2549
2021-10-05,47.5401
2021-10-06,49.1437
2021-10-07,51.5606
2021-10-08,52.3849
2021-10-09,52.3849
2021-10-10,52.3849
2021-10-11,50.8281
2021-10-12,51.6818
2021-10-13,51.5891
2021-10-14,55.2263
2021-10-15,57.1573
2021-10-16,57.1573
2021-10-17,57.1573
2021-10-18,56.3067
2021-10-19,56.9995
2021-10-20,58.5117
2021-10-21,49.3396
2021-10-22,49.0749
2021-10-23,49.0749
2021-10-24,49.0749
2021-10-25,48.3642
2021-10-26,46.7308
2021-10-27,45.5339
2021-10-28,45.7885
2021-10-29,42.7888
2021-10-30,42.7888
2021-10-31,42.7888
2021-11-01,47.1796
2021-11-02,47.9595
2021-11-03,48.8079
2021-11-04,48.9262
2021-11-05,52.6288
2021-11-06,52.6288
2021-11-07,52.6288
2021-11-08,50.9922
2021-11-09,48.5538
2021-11-10,49.2592
2021-11-11,50.2119
2021-11-12,51.934
2021-11-13,51.934
2021-11-14,51.934
2021-11-15,52.1899
2021-11-16,52.3211
2021-11-17,51.4804
2021-11-18,49.5986
2021-11-19,48.379
2021-11-20,48.379
2021-11-21,48.379
2021-11-22,49.0456
2021-11-23,52.2691
2021-11-24,50.3326
2021-11-25,50.3326
2021-11-26,43.3724
2021-11-27,43.3724
2021-11-28,43.3724
2021-11-29,42.5438
2021-11-30,40.0399
2021-12-01,38.4859
2021-12-02,44.8206
2021-12-03,44.8076
2021-12-04,44.8076
2021-12-05,44.8076
2021-12-06,48.7135
2021-12-07,49.3003
2021-12-08,49.7022
2021-12-09,49.0468
2021-12-10,49.4386
2021-12-11,49.4386
2021-12-12,49.4386
2021-12-13,48.4669
2021-12-14,49.3014
2021-12-15,50.0237
2021-12-16,49.346
2021-12-17,45.9679
2021-12-18,45.9679
2021-12-19,45.9679
2021-12-20,42.0609
2021-12-21,48.2992
2021-12-22,49.7878
2021-12-23,51.1165
2021-12-24,51.1165
2021-12-25,51.1165
2021-12-26,51.1165
2021-12-27,51.956
2021-12-28,53.149
2021-12-29,53.8655
2021-12-30,52.9948
2021-12-31,52.3144
2022-01-01,52.3144
2022-01-02,52.3144
2022-01-03,54.0858
2022-01-04,57.3752
2022-01-05,57.4396
2022-01-06,59.6475
2022-01-07,61.6831
2022-01-08,61.6831
2022-01-09,61.6831
2022-01-10,62.0154
2022-01-11,63.2544
2022-01-12,65.5476
2022-01-13,65.3709
2022-01-14,67.2095
2022-01-15,67.2095
2022-01-16,67.2095
2022-01-17,67.2095
2022-01-18,65.5195
2022-01-19,63.5363
2022-01-20,62.0319
2022-01-21,57.8691
2022-01-22,57.8691
2022-01-23,57.8691
2022-01-24,59.1762
2022-01-25,59.7913
2022-01-26,59.9016
2022-01-27,57.0935
2022-01-28,58.3117
2022-01-29,58.3117
2022-01-30,58.3117
2022-01-31,58.6476
2022-02-01,59.2357
2022-02-02,60.8487
2022-02-03,57.8601
2022-02-04,59.7262
2022-02-05,59.7262
2022-02-06,59.7262
2022-02-07,59.5756
2022-02-08,62.2578
2022-02-09,62.576
2022-02-10,62.3344
2022-02-11,60.6391
2022-02-12,60.6391
2022-02-13,60.6391
2022-02-14,58.2024
2022-02-15,60.2009
2022-02-16,60.6521
2022-02-17,58.2141
2022-02-18,58.8169
2022-02-19,58.8169
2022-02-20,58.8169
2022-02-21,58.8169
2022-02-22,56.7386
2022-02-23,55.2975
2022-02-24,49.9612
2022-02-25,54.9344
2022-02-26,54.9344
2022-02-27,54.9344
2022-02-28,50.9946
2022-03-01,45.8174
2022-03-02,49.7366
2022-03-03,49.3473
2022-03-04,46.3903
2022-03-05,46.3903
2022-03-06,46.3903
2022-03-07,43.156
2022-03-08,43.7065
2022-03-09,47.408
2022-03-10,45.8863
2022-03-11,46.8777
2022-03-12,46.8777
2022-03-13,46.8777
2022-03-14,47.2542
2022-03-15,48.0165
2022-03-16,50.2479
2022-03-17,49.1933
2022-03-18,48.7024
2022-03-19,48.7024
2022-03-20,48.7024
2022-03-21,50.3835
2022-03-22,52.7369
2022-03-23,50.4334
2022-03-24,51.4243
2022-03-25,53.6564
2022-03-26,53.6564
2022-03-27,53.6564
2022-03-28,53.3258
2022-03-29,54.3681
2022-03-30,53.2383
2022-03-31,51.1504
2022-04-01,51.2924
2022-04-02,51.2924
2022-04-03,51.2924
2022-04-04,49.2413
2022-04-05,51.6827
2022-04-06,52.6408
2022-04-07,52.5389
2022-04-08,53.898
2022-04-09,53.898
2022-04-10,53.898
2022-04-11,54.2793
2022-04-12,52.1556
2022-04-13,53.3461
2022-04-14,54.1864
2022-04-15,54.1864
2022-04-16,54.1864
2022-04-17,54.1864
2022-04-18,52.5134
2022-04-19,53.6584
2022-04-20,57.1274
2022-04-21,57.8151
2022-04-22,53.9018
2022-04-23,53.9018
2022-04-24,53.9018
2022-04-25,51.7854
2022-04-26,49.0017
2022-04-27,49.7285
2022-04-28,51.436
2022-04-29,46.5433
2022-04-30,46.5433
2022-05-01,46.5433
2022-05-02,46.5716
2022-05-03,47.9143
2022-05-04,51.966
2022-05-05,48.594
2022-05-06,49.3312
2022-05-07,49.3312
2022-05-08,49.3312
2022-05-09,47.4897
2022-05-10,46.0689
2022-05-11,45.8423
2022-05-12,43.5013
2022-05-13,44.9905
2022-05-14,44.9905
2022-05-15,44.9905
2022-05-16,45.1212
2022-05-17,47.9779
2022-05-18,45.0001
2022-05-19,42.8504
2022-05-20,42.5021
2022-05-21,42.5021
2022-05-22,42.5021
2022-05-23,45.5086
2022-05-24,44.4552
2022-05-25,45.1265
2022-05-26,47.5274
2022-05-27,49.0947
2022-05-28,49.0947
2022-05-29,49.0947
2022-05-30,49.0947
2022-05-31,48.417
2022-06-01,48.093
2022-06-02,49.1075
2022-06-03,46.9456
2022-06-04,46.9456
2022-06-05,46.9456
2022-06-06,48.8216
2022-06-07,50.6012
2022-06-08,48.2005
2022-06-09,45.9574
2022-06-10,41.8904
2022-06-11,41.8904
2022-06-12,41.8904
2022-06-13,38.5292
2022-06-14,40.0764
2022-06-15,45.1604
2022-06-16,42.4057
2022-06-17,44.4804
2022-06-18,44.4804
2022-06-19,44.4804
2022-06-20,44.4804
2022-06-21,47.5802
2022-06-22,47.2199
2022-06-23,47.6417
2022-06-24,52.4364
2022-06-25,52.4364
2022-06-26,52.4364
2022-06-27,52.0991
2022-06-28,51.1908
2022-06-29,51.0527
2022-06-30,50.5007
2022-07-01,53.8856
2022-07-02,53.8856
2022-07-03,53.8856
2022-07-04,53.8856
2022-07-05,50.6271
2022-07-06,51.5897
2022-07-07,52.1428
2022-07-08,52.506
2022-07-09,52.506
2022-07-10,52.506
2022-07-11,53.867
2022-07-12,53.3947
2022-07-13,50.7214
2022-07-14,49.8094
2022-07-15,51.6893
2022-07-16,51.6893
2022-07-17,51.6893
2022-07-18,50.8711
2022-07-19,53.5668
2022-07-20,52.5846
2022-07-21,53.7134
2022-07-22,53.6467
2022-07-23,53.6467
2022-07-24,53.6467
2022-07-25,54.5119
2022-07-26,53.4519
2022-07-27,54.2867
2022-07-28,51.7275
2022-07-29,53.2515
2022-07-30,53.2515
2022-07-31,53.2515
2022-08-01,51.0294
2022-08-02,49.3787
2022-08-03,50.88
2022-08-04,49.2391
2022-08-05,49.4532
2022-08-06,49.4532
2022-08-07,49.4532
2022-08-08,49.8228
2022-08-09,52.4972
2022-08-10,54.2903
2022-08-11,54.2311
2022-08-12,56.3379
2022-08-13,56.3379
2022-08-14,56.3379
2022-08-15,55.6559
2022-08-16,56.5221
2022-08-17,56.3594
2022-08-18,58.3438
2022-08-19,56.5967
2022-08-20,56.5967
2022-08-21,56.5967
2022-08-22,51.9806
2022-08-23,51.0223
2022-08-24,51.4781
2022-08-25,52.2717
2022-08-26,48.755
2022-08-27,48.755
2022-08-28,48.755
2022-08-29,47.6362
2022-08-30,47.485
2022-08-31,46.5948
2022-09-01,47.1077
2022-09-02,46.0777
2022-09-03,46.0777
2022-09-04,46.0777
2022-09-05,46.0777
2022-09-06,47.2217
2022-09-07,50.8488
2022-09-08,52.4798
2022-09-09,55.0035
2022-09-10,55.0035
2022-09-11,55.0035
2022-09-12,55.9943
2022-09-13,53.5078
2022-09-14,52.2527
2022-09-15,53.1201
2022-09-16,53.8032
2022-09-17,53.8032
2022-09-18,53.8032
2022-09-19,55.4
2022-09-20,55.747
2022-09-21,55.8748
2022-09-22,54.1834
2022-09-23,49.4851
2022-09-24,49.4851
2022-09-25,49.4851
2022-09-26,48.1073
2022-09-27,47.2841
2022-09-28,51.1224
2022-09-29,50.0562
2022-09-30,49.225
2022-10-01,49.225
2022-10-02,49.225
2022-10-03,52.8124
2022-10-04,58.5986
2022-10-05,58.3717
2022-10-06,58.7822
2022-10-07,57.6318
2022-10-08,57.6318
2022-10-09,57.6318
2022-10-10,59.1285
2022-10-11,58.2289
2022-10-12,58.4177
2022-10-13,62.4657
2022-10-14,60.2559
2022-10-15,60.2559
2022-10-16,60.2559
2022-10-17,62.0209
2022-10-18,64.7626
2022-10-19,63.3828
2022-10-20,58.8509
2022-10-21,62.563
2022-10-22,62.563
2022-10-23,62.563
2022-10-24,63.989
2022-10-25,63.3058
2022-10-26,62.8538
2022-10-27,59.0378
2022-10-28,60.8445
2022-10-29,60.8445
2022-10-30,60.8445
2022-10-31,62.5622
2022-11-01,60.558
2022-11-02,57.7454
2022-11-03,57.8081
2022-11-04,59.5368
2022-11-05,59.5368
2022-11-06,59.5368
2022-11-07,58.7172
2022-11-08,58.6716
2022-11-09,57.2765
2022-11-10,58.7806
2022-11-11,52.8751
2022-11-12,52.8751
2022-11-13,52.8751
2022-11-14,53.9502
2022-11-15,56.1746
2022-11-16,56.1965
2022-11-17,56.444
2022-11-18,57.395
2022-11-19,57.395
2022-11-20,57.395
2022-11-21,58.9087
2022-11-22,60.18
2022-11-23,60.6979
2022-11-24,60.6979
2022-11-25,61.2617
2022-11-26,61.2617
2022-11-27,61.2617
2022-11-28,59.3185
2022-11-29,60.611
2022-11-30,63.3496
2022-12-01,63.7902
2022-12-02,64.5063
2022-12-03,64.5063
2022-12-04,64.5063
2022-12-05,60.5207
2022-12-06,60.9666
2022-12-07,60.8312
2022-12-08,58.2872
2022-12-09,56.5334
2022-12-10,56.5334
2022-12-11,56.5334
2022-12-12,57.5871
2022-12-13,56.6081
2022-12-14,58.1891
2022-12-15,55.2356
2022-12-16,55.5544
2022-12-17,55.5544
2022-12-18,55.5544
2022-12-19,57.2671
2022-12-20,57.6765
2022-12-21,60.4111
2022-12-22,56.9676
2022-12-23,58.9794
2022-12-24,58.9794
2022-12-25,58.9794
2022-12-26,58.9794
2022-12-27,59.6117
2022-12-28,58.1869
2022-12-29,59.1958
2022-12-30,58.9392
2022-12-31,58.9392
2023-01-01,58.9392
2023-01-02,58.9392
2023-01-03,57.2948
2023-01-04,57.8273
2023-01-05,58.3242
2023-01-06,62.1135
2023-01-07,62.1135
2023-01-08,62.1135
2023-01-09,56.9119
2023-01-10,58.3708
2023-01-11,58.8436
2023-01-12,57.9142
2023-01-13,57.7457
2023-01-14,57.7457
2023-01-15,57.7457
2023-01-16,57.7457
2023-01-17,56.521
2023-01-18,53.3815
2023-01-19,51.3776
2023-01-20,51.5213
2023-01-21,51.5213
2023-01-22,51.5213
2023-01-23,51.8598
2023-01-24,54.4087
2023-01-25,56.1753
2023-01-26,56.9395
2023-01-27,54.1281
2023-01-28,54.1281
2023-01-29,54.1281
2023-01-30,54.4208
2023-01-31,55.7966
2023-02-01,54.6757
2023-02-02,49.2438
2023-02-03,53.9242
2023-02-04,53.9242
2023-02-05,53.9242
2023-02-06,55.5771
2023-02-07,55.8481
2023-02-08,55.8861
2023-02-09,53.3699
2023-02-10,55.1816
2023-02-11,55.1816
2023-02-12,55.1816
2023-02-13,56.7195
2023-02-14,53.5121
2023-02-15,53.9696
2023-02-16,54.6295
2023-02-17,56.4259
2023-02-18,56.4259
2023-02-19,56.4259
2023-02-20,56.4259
2023-02-21,53.0788
2023-02-22,52.6261
2023-02-23,52.6106
2023-02-24,54.7441
2023-02-25,54.7441
2023-02-26,54.7441
2023-02-27,52.9618
2023-02-28,54.0398
2023-03-01,53.9906
2023-03-02,52.5864
2023-03-03,52.2063
2023-03-04,52.2063
2023-03-05,52.2063
2023-03-06,52.4382
2023-03-07,51.2212
2023-03-08,48.5609
2023-03-09,45.2726
2023-03-10,42.2457
2023-03-11,42.2457
2023-03-12,42.2457
2023-03-13,34.5708
2023-03-14,41.0987
2023-03-15,37.9572
2023-03-16,39.6007
2023-03-17,36.4112
2023-03-18,36.4112
