,PATK US Equity
2023-03-20,49.6164
2023-03-21,52.1445
2023-03-22,49.9479
2023-03-23,47.8949
2023-03-24,46.9305
2023-03-25,46.9305
2023-03-26,46.9305
2023-03-27,46.9876
2023-03-28,48.8298
2023-03-29,48.1341
2023-03-30,48.0796
2023-03-31,51.9454
2023-04-01,51.9454
2023-04-02,51.9454
2023-04-03,51.5216
2023-04-04,46.9797
2023-04-05,44.9777
2023-04-06,44.0
2023-04-07,44.0
2023-04-08,44.0
2023-04-09,44.0
2023-04-10,47.5213
2023-04-11,52.2708
2023-04-12,51.504
2023-04-13,51.8128
2023-04-14,52.2103
2023-04-15,52.2103
2023-04-16,52.2103
2023-04-17,52.8806
2023-04-18,53.0169
2023-04-19,55.0999
2023-04-20,54.8161
2023-04-21,52.8641
2023-04-22,52.8641
2023-04-23,52.8641
2023-04-24,52.5052
2023-04-25,49.5655
2023-04-26,44.1336
2023-04-27,50.9359
2023-04-28,51.1229
2023-04-29,51.1229
2023-04-30,51.1229
2023-05-01,52.1143
2023-05-02,49.6346
2023-05-03,47.9054
2023-05-04,44.8078
2023-05-05,48.1295
2023-05-06,48.1295
2023-05-07,48.1295
2023-05-08,46.8867
2023-05-09,45.861
2023-05-10,46.4834
2023-05-11,46.1717
2023-05-12,45.3187
2023-05-13,45.3187
2023-05-14,45.3187
2023-05-15,47.366
2023-05-16,46.1487
2023-05-17,52.283
2023-05-18,53.1643
2023-05-19,52.1836
2023-05-20,52.1836
2023-05-21,52.1836
2023-05-22,52.0842
2023-05-23,52.5362
2023-05-24,51.6156
2023-05-25,52.9981
2023-05-26,55.1706
2023-05-27,55.1706
2023-05-28,55.1706
2023-05-29,55.1706
2023-05-30,48.0783
2023-05-31,46.8327
2023-06-01,50.5781
2023-06-02,56.5842
2023-06-03,56.5842
2023-06-04,56.5842
2023-06-05,52.0319
2023-06-06,58.3187
2023-06-07,60.4578
2023-06-08,60.2943
2023-06-09,60.5073
2023-06-10,60.5073
2023-06-11,60.5073
2023-06-12,60.95
2023-06-13,63.4565
2023-06-14,60.6463
2023-06-15,61.8534
2023-06-16,59.4192
2023-06-17,59.4192
2023-06-18,59.4192
2023-06-19,59.4192
2023-06-20,58.7282
2023-06-21,58.2934
2023-06-22,56.358
2023-06-23,54.3826
2023-06-24,54.3826
2023-06-25,54.3826
2023-06-26,55.1243
2023-06-27,58.4609
2023-06-28,59.0126
2023-06-29,59.4405
2023-06-30,60.0228
2023-07-01,60.0228
2023-07-02,60.0228
2023-07-03,59.9921
2023-07-04,59.9921
2023-07-05,57.2195
2023-07-06,55.7627
2023-07-07,57.1289
2023-07-08,57.1289
2023-07-09,57.1289
2023-07-10,58.5411
2023-07-11,60.4429
2023-07-12,61.4089
2023-07-13,62.5901
2023-07-14,62.3926
2023-07-15,62.3926
2023-07-16,62.3926
2023-07-17,63.2818
2023-07-18,63.6712
2023-07-19,64.4414
2023-07-20,64.5424
2023-07-21,59.5069
2023-07-22,59.5069
2023-07-23,59.5069
2023-07-24,60.1546
2023-07-25,60.1546
2023-07-26,60.8251
2023-07-27,61.7997
2023-07-28,62.9113
2023-07-29,62.9113
2023-07-30,62.9113
2023-07-31,63.7599
2023-08-01,62.6053
2023-08-02,61.0425
2023-08-03,60.2643
2023-08-04,60.8809
2023-08-05,60.8809
2023-08-06,60.8809
2023-08-07,59.6691
2023-08-08,58.4462
2023-08-09,56.7281
2023-08-10,56.7281
2023-08-11,54.5909
2023-08-12,54.5909
2023-08-13,54.5909
2023-08-14,55.6104
2023-08-15,53.3753
2023-08-16,52.2436
2023-08-17,49.5443
2023-08-18,51.3997
2023-08-19,51.3997
2023-08-20,51.3997
2023-08-21,50.1341
2023-08-22,50.8205
2023-08-23,52.9799
2023-08-24,50.9526
2023-08-25,51.2103
2023-08-26,51.2103
2023-08-27,51.2103
2023-08-28,52.6855
2023-08-29,58.6025
2023-08-30,57.6722
2023-08-31,56.6471
2023-09-01,58.1161
2023-09-02,58.1161
2023-09-03,58.1161
2023-09-04,58.1161
2023-09-05,48.2341
2023-09-06,49.4886
2023-09-07,47.9061
2023-09-08,46.6119
2023-09-09,46.6119
2023-09-10,46.6119
2023-09-11,46.0641
2023-09-12,47.5313
2023-09-13,47.0563
2023-09-14,52.098
2023-09-15,47.6422
2023-09-16,47.6422
2023-09-17,47.6422
2023-09-18,48.8065
2023-09-19,49.8201
2023-09-20,48.4823
2023-09-21,46.5942
2023-09-22,45.2104
2023-09-23,45.2104
2023-09-24,45.2104
2023-09-25,45.9061
2023-09-26,42.8774
2023-09-27,45.3732
2023-09-28,46.4343
2023-09-29,44.9337
2023-09-30,44.9337
2023-10-01,44.9337
2023-10-02,44.9082
2023-10-03,43.6551
2023-10-04,44.3598
2023-10-05,41.8536
2023-10-06,40.7641
2023-10-07,40.7641
2023-10-08,40.7641
2023-10-09,41.8988
2023-10-10,44.4188
2023-10-11,44.2872
2023-10-12,41.7898
2023-10-13,42.546
2023-10-14,42.546
2023-10-15,42.546
2023-10-16,45.6349
2023-10-17,48.5428
2023-10-18,47.459
2023-10-19,45.1845
2023-10-20,45.6757
2023-10-21,45.6757
2023-10-22,45.6757
2023-10-23,44.6739
2023-10-24,43.9558
2023-10-25,43.0154
2023-10-26,44.385
2023-10-27,43.3215
2023-10-28,43.3215
2023-10-29,43.3215
2023-10-30,46.4042
2023-10-31,48.9435
2023-11-01,52.0018
2023-11-02,54.9919
2023-11-03,57.2643
2023-11-04,57.2643
2023-11-05,57.2643
2023-11-06,54.2317
2023-11-07,54.0513
2023-11-08,51.5814
2023-11-09,50.0926
2023-11-10,52.1474
2023-11-11,52.1474
2023-11-12,52.1474
2023-11-13,52.5356
2023-11-14,58.3675
2023-11-15,59.287
2023-11-16,58.6482
2023-11-17,60.1122
2023-11-18,60.1122
2023-11-19,60.1122
2023-11-20,60.6355
2023-11-21,58.2169
2023-11-22,58.5476
2023-11-23,58.5476
2023-11-24,59.8704
2023-11-25,59.8704
2023-11-26,59.8704
2023-11-27,59.1133
2023-11-28,56.3297
2023-11-29,55.2376
2023-11-30,55.3155
2023-12-01,59.1197
2023-12-02,59.1197
2023-12-03,59.1197
2023-12-04,60.6081
2023-12-05,58.0753
2023-12-06,58.8833
2023-12-07,61.0256
2023-12-08,61.3494
2023-12-09,61.3494
2023-12-10,61.3494
2023-12-11,61.9811
2023-12-12,59.6007
2023-12-13,61.9198
2023-12-14,66.031
2023-12-15,65.6201
2023-12-16,65.6201
2023-12-17,65.6201
2023-12-18,66.0212
2023-12-19,70.3408
2023-12-20,68.4588
2023-12-21,69.1887
2023-12-22,69.9016
2023-12-23,69.9016
2023-12-24,69.9016
2023-12-25,69.9016
2023-12-26,70.6636
2023-12-27,71.2973
2023-12-28,70.7093
2023-12-29,68.9626
2023-12-30,68.9626
2023-12-31,68.9626
2024-01-01,68.9626
2024-01-02,67.9753
2024-01-03,60.2863
2024-01-04,60.5444
2024-01-05,60.2329
2024-01-06,60.2329
2024-01-07,60.2329
2024-01-08,61.553
2024-01-09,61.6551
2024-01-10,63.471
2024-01-11,64.3492
2024-01-12,61.605
2024-01-13,61.605
2024-01-14,61.605
2024-01-15,61.605
2024-01-16,58.6072
2024-01-17,57.0275
2024-01-18,59.2352
2024-01-19,60.7233
2024-01-20,60.7233
2024-01-21,60.7233
2024-01-22,62.9117
2024-01-23,61.9125
2024-01-24,61.5114
2024-01-25,63.3298
2024-01-26,64.5293
2024-01-27,64.5293
2024-01-28,64.5293
2024-01-29,65.7253
2024-01-30,61.8517
2024-01-31,59.8651
2024-02-01,61.4059
2024-02-02,62.105
2024-02-03,62.105
2024-02-04,62.105
2024-02-05,59.3996
2024-02-06,61.1695
2024-02-07,61.9261
2024-02-08,63.7883
2024-02-09,67.6611
2024-02-10,67.6611
2024-02-11,67.6611
2024-02-12,69.346
2024-02-13,61.5236
2024-02-14,63.4256
2024-02-15,64.5101
2024-02-16,65.1245
2024-02-17,65.1245
2024-02-18,65.1245
2024-02-19,65.1245
2024-02-20,65.2799
2024-02-21,65.8054
2024-02-22,67.1077
2024-02-23,67.2462
2024-02-24,67.2462
2024-02-25,67.2462
2024-02-26,68.0019
2024-02-27,68.9097
2024-02-28,69.7001
2024-02-29,71.3549
2024-03-01,72.8216
2024-03-02,72.8216
2024-03-03,72.8216
2024-03-04,70.6248
2024-03-05,66.7028
2024-03-06,59.3815
2024-03-07,59.2128
2024-03-08,58.6344
2024-03-09,58.6344
2024-03-10,58.6344
2024-03-11,58.3209
2024-03-12,55.0104
2024-03-13,56.6933
2024-03-14,56.0785
2024-03-15,58.2111
2024-03-16,58.2111
2024-03-17,58.2111
2024-03-18,59.0185
2024-03-19,59.2602
2024-03-20,59.352
2024-03-21,61.5907
2024-03-22,60.9242
2024-03-23,60.9242
2024-03-24,60.9242
2024-03-25,59.8495
2024-03-26,60.1985
2024-03-27,62.2708
2024-03-28,63.6149
2024-03-29,63.6149
2024-03-30,63.6149
2024-03-31,63.6149
2024-04-01,62.2387
2024-04-02,60.3367
2024-04-03,59.0262
2024-04-04,54.8718
2024-04-05,57.089
2024-04-06,57.089
2024-04-07,57.089
2024-04-08,56.5145
