,WMS US Equity
2023-03-21,43.546
2023-03-22,43.3283
2023-03-23,44.2887
2023-03-24,43.5632
2023-03-25,43.5632
2023-03-26,43.5632
2023-03-27,44.9224
2023-03-28,46.4181
2023-03-29,46.7479
2023-03-30,46.7727
2023-03-31,47.2219
2023-04-01,47.2219
2023-04-02,47.2219
2023-04-03,46.2767
2023-04-04,43.543
2023-04-05,42.4798
2023-04-06,42.4519
2023-04-07,42.4519
2023-04-08,42.4519
2023-04-09,42.4519
2023-04-10,44.8551
2023-04-11,45.3603
2023-04-12,45.5853
2023-04-13,46.6831
2023-04-14,46.1107
2023-04-15,46.1107
2023-04-16,46.1107
2023-04-17,47.0453
2023-04-18,46.8526
2023-04-19,49.0688
2023-04-20,49.0882
2023-04-21,48.8089
2023-04-22,48.8089
2023-04-23,48.8089
2023-04-24,51.2439
2023-04-25,46.806
2023-04-26,45.8272
2023-04-27,48.8897
2023-04-28,50.5617
2023-04-29,50.5617
2023-04-30,50.5617
2023-05-01,51.3887
2023-05-02,48.5714
2023-05-03,50.5749
2023-05-04,47.9511
2023-05-05,51.7318
2023-05-06,51.7318
2023-05-07,51.7318
2023-05-08,51.6869
2023-05-09,51.2995
2023-05-10,51.9208
2023-05-11,51.0073
2023-05-12,50.3037
2023-05-13,50.3037
2023-05-14,50.3037
2023-05-15,52.1284
2023-05-16,50.3626
2023-05-17,52.9718
2023-05-18,60.3354
2023-05-19,58.5327
2023-05-20,58.5327
2023-05-21,58.5327
2023-05-22,58.4937
2023-05-23,58.0127
2023-05-24,57.7365
2023-05-25,58.6271
2023-05-26,59.1031
2023-05-27,59.1031
2023-05-28,59.1031
2023-05-29,59.1031
2023-05-30,60.135
2023-05-31,57.8929
2023-06-01,58.6008
2023-06-02,63.3527
2023-06-03,63.3527
2023-06-04,63.3527
2023-06-05,61.1976
2023-06-06,63.38
2023-06-07,64.673
2023-06-08,64.2743
2023-06-09,62.2349
2023-06-10,62.2349
2023-06-11,62.2349
2023-06-12,63.2139
2023-06-13,64.6061
2023-06-14,64.3085
2023-06-15,65.3252
2023-06-16,65.0974
2023-06-17,65.0974
2023-06-18,65.0974
2023-06-19,65.0974
2023-06-20,66.2878
2023-06-21,67.4188
2023-06-22,64.1232
2023-06-23,63.9323
2023-06-24,63.9323
2023-06-25,63.9323
2023-06-26,65.2756
2023-06-27,66.6439
2023-06-28,63.4415
2023-06-29,64.5068
2023-06-30,63.7145
2023-07-01,63.7145
2023-07-02,63.7145
2023-07-03,62.9511
2023-07-04,62.9511
2023-07-05,63.0021
2023-07-06,59.8398
2023-07-07,60.9321
2023-07-08,60.9321
2023-07-09,60.9321
2023-07-10,63.5953
2023-07-11,65.0315
2023-07-12,66.4461
2023-07-13,65.9171
2023-07-14,65.1505
2023-07-15,65.1505
2023-07-16,65.1505
2023-07-17,66.8709
2023-07-18,67.4801
2023-07-19,65.0697
2023-07-20,64.8625
2023-07-21,65.1211
2023-07-22,65.1211
2023-07-23,65.1211
2023-07-24,65.9563
2023-07-25,66.1443
2023-07-26,65.8405
2023-07-27,64.4695
2023-07-28,65.3121
2023-07-29,65.3121
2023-07-30,65.3121
2023-07-31,65.0412
2023-08-01,68.1057
2023-08-02,66.5337
2023-08-03,67.1757
2023-08-04,70.201
2023-08-05,70.201
2023-08-06,70.201
2023-08-07,72.5396
2023-08-08,72.2857
2023-08-09,66.1831
2023-08-10,64.2144
2023-08-11,64.8268
2023-08-12,64.8268
2023-08-13,64.8268
2023-08-14,66.0295
2023-08-15,64.4651
2023-08-16,63.5282
2023-08-17,58.4307
2023-08-18,55.6715
2023-08-19,55.6715
2023-08-20,55.6715
2023-08-21,57.0448
2023-08-22,56.0517
2023-08-23,57.9817
2023-08-24,54.6359
2023-08-25,54.8297
2023-08-26,54.8297
2023-08-27,54.8297
2023-08-28,56.1086
2023-08-29,60.4324
2023-08-30,59.0313
2023-08-31,59.2642
2023-09-01,60.8673
2023-09-02,60.8673
2023-09-03,60.8673
2023-09-04,60.8673
2023-09-05,58.8609
2023-09-06,57.2435
2023-09-07,56.0459
2023-09-08,51.571
2023-09-09,51.571
2023-09-10,51.571
2023-09-11,52.319
2023-09-12,51.2245
2023-09-13,49.5811
2023-09-14,52.9091
2023-09-15,49.4051
2023-09-16,49.4051
2023-09-17,49.4051
2023-09-18,48.3738
2023-09-19,47.783
2023-09-20,45.9293
2023-09-21,44.8363
2023-09-22,45.9419
2023-09-23,45.9419
2023-09-24,45.9419
2023-09-25,46.0972
2023-09-26,44.3494
2023-09-27,43.8397
2023-09-28,44.9383
2023-09-29,44.9383
2023-09-30,44.9383
2023-10-01,44.9383
2023-10-02,45.1586
2023-10-03,43.1738
2023-10-04,46.4835
2023-10-05,46.4348
2023-10-06,48.6729
2023-10-07,48.6729
2023-10-08,48.6729
2023-10-09,49.8485
2023-10-10,51.1234
2023-10-11,55.2609
2023-10-12,50.9377
2023-10-13,47.9311
2023-10-14,47.9311
2023-10-15,47.9311
2023-10-16,49.7787
2023-10-17,50.0284
2023-10-18,45.7809
2023-10-19,43.1467
2023-10-20,42.4492
2023-10-21,42.4492
2023-10-22,42.4492
2023-10-23,41.7433
2023-10-24,41.5782
2023-10-25,39.1244
2023-10-26,38.547
2023-10-27,39.9284
2023-10-28,39.9284
2023-10-29,39.9284
2023-10-30,41.7498
2023-10-31,41.6355
2023-11-01,43.1978
2023-11-02,42.3189
2023-11-03,48.1882
2023-11-04,48.1882
2023-11-05,48.1882
2023-11-06,47.4155
2023-11-07,47.5588
2023-11-08,46.3821
2023-11-09,46.7713
2023-11-10,49.0359
2023-11-11,49.0359
2023-11-12,49.0359
2023-11-13,49.3499
2023-11-14,55.5534
2023-11-15,54.9494
2023-11-16,54.1796
2023-11-17,54.8968
2023-11-18,54.8968
2023-11-19,54.8968
2023-11-20,53.2488
2023-11-21,53.1177
2023-11-22,54.6201
2023-11-23,54.6201
2023-11-24,54.7067
2023-11-25,54.7067
2023-11-26,54.7067
2023-11-27,56.5194
2023-11-28,54.3066
2023-11-29,56.7514
2023-11-30,55.6177
2023-12-01,59.4255
2023-12-02,59.4255
2023-12-03,59.4255
2023-12-04,59.6799
2023-12-05,57.7933
2023-12-06,57.0518
2023-12-07,58.5599
2023-12-08,59.3674
2023-12-09,59.3674
2023-12-10,59.3674
2023-12-11,59.7944
2023-12-12,60.0954
2023-12-13,61.5831
2023-12-14,68.2108
2023-12-15,69.7611
2023-12-16,69.7611
2023-12-17,69.7611
2023-12-18,64.2145
2023-12-19,66.1254
2023-12-20,62.823
2023-12-21,65.4603
2023-12-22,66.0602
2023-12-23,66.0602
2023-12-24,66.0602
2023-12-25,66.0602
2023-12-26,67.0851
2023-12-27,67.2817
2023-12-28,65.8292
2023-12-29,63.657
2023-12-30,63.657
2023-12-31,63.657
2024-01-01,63.657
2024-01-02,60.6647
2024-01-03,56.2909
2024-01-04,52.1622
2024-01-05,51.96
2024-01-06,51.96
2024-01-07,51.96
2024-01-08,53.8564
2024-01-09,52.8906
2024-01-10,52.5186
2024-01-11,51.7919
2024-01-12,51.3472
2024-01-13,51.3472
2024-01-14,51.3472
2024-01-15,51.3472
2024-01-16,53.1312
2024-01-17,53.8973
2024-01-18,55.1504
2024-01-19,56.2904
2024-01-20,56.2904
2024-01-21,56.2904
2024-01-22,57.0906
2024-01-23,52.6991
2024-01-24,50.6562
2024-01-25,53.3571
2024-01-26,52.7541
2024-01-27,52.7541
2024-01-28,52.7541
2024-01-29,54.5052
2024-01-30,54.0117
2024-01-31,51.8317
2024-02-01,53.9476
2024-02-02,55.6357
2024-02-03,55.6357
2024-02-04,55.6357
2024-02-05,52.9703
2024-02-06,54.5627
2024-02-07,57.46
2024-02-08,68.2723
2024-02-09,69.8922
2024-02-10,69.8922
2024-02-11,69.8922
2024-02-12,70.437
2024-02-13,65.6353
2024-02-14,67.5563
2024-02-15,68.1065
2024-02-16,67.2996
2024-02-17,67.2996
2024-02-18,67.2996
2024-02-19,67.2996
2024-02-20,65.3357
2024-02-21,64.0576
2024-02-22,66.0349
2024-02-23,65.9163
2024-02-24,65.9163
2024-02-25,65.9163
2024-02-26,66.1275
2024-02-27,66.416
2024-02-28,67.1512
2024-02-29,64.6335
2024-03-01,64.2709
2024-03-02,64.2709
2024-03-03,64.2709
2024-03-04,65.2245
2024-03-05,62.6439
2024-03-06,63.419
2024-03-07,64.6709
2024-03-08,61.0564
2024-03-09,61.0564
2024-03-10,61.0564
2024-03-11,59.9723
2024-03-12,60.5304
2024-03-13,61.4028
2024-03-14,60.7811
2024-03-15,61.3643
2024-03-16,61.3643
2024-03-17,61.3643
2024-03-18,60.7068
2024-03-19,64.0191
2024-03-20,66.258
2024-03-21,66.1408
2024-03-22,64.836
2024-03-23,64.836
2024-03-24,64.836
2024-03-25,62.3027
2024-03-26,61.5366
2024-03-27,63.6163
2024-03-28,64.0582
2024-03-29,64.0582
2024-03-30,64.0582
2024-03-31,64.0582
2024-04-01,62.2592
2024-04-02,59.2116
2024-04-03,59.4634
2024-04-04,57.9729
2024-04-05,61.1283
2024-04-06,61.1283
2024-04-07,61.1283
2024-04-08,60.7631
