,PHM US Equity
,RSI_30D
2020-01-01,50.0468
2020-01-02,49.5904
2020-01-03,50.9026
2020-01-04,50.9026
2020-01-05,50.9026
2020-01-06,52.005
2020-01-07,52.9841
2020-01-08,54.3189
2020-01-09,53.7922
2020-01-10,54.4771
2020-01-11,54.4771
2020-01-12,54.4771
2020-01-13,56.1215
2020-01-14,57.9432
2020-01-15,59.214
2020-01-16,60.3853
2020-01-17,60.8177
2020-01-18,60.8177
2020-01-19,60.8177
2020-01-20,60.8177
2020-01-21,63.214
2020-01-22,64.2396
2020-01-23,66.9584
2020-01-24,66.2069
2020-01-25,66.2069
2020-01-26,66.2069
2020-01-27,67.7834
2020-01-28,73.3253
2020-01-29,69.2958
2020-01-30,67.7641
2020-01-31,63.2501
2020-02-01,63.2501
2020-02-02,63.2501
2020-02-03,63.2747
2020-02-04,60.8343
2020-02-05,63.7978
2020-02-06,64.3142
2020-02-07,65.7169
2020-02-08,65.7169
2020-02-09,65.7169
2020-02-10,66.9506
2020-02-11,67.639
2020-02-12,66.3873
2020-02-13,66.342
2020-02-14,66.342
2020-02-15,66.342
2020-02-16,66.342
2020-02-17,66.342
2020-02-18,66.1485
2020-02-19,65.6534
2020-02-20,65.9696
2020-02-21,64.6358
2020-02-22,64.6358
2020-02-23,64.6358
2020-02-24,59.1192
2020-02-25,51.6497
2020-02-26,47.4699
2020-02-27,46.467
2020-02-28,42.1663
2020-02-29,42.1663
2020-03-01,42.1663
2020-03-02,46.6445
2020-03-03,48.5966
2020-03-04,54.5856
2020-03-05,50.5933
2020-03-06,47.0346
2020-03-07,47.0346
2020-03-08,47.0346
2020-03-09,41.1488
2020-03-10,43.6887
2020-03-11,36.6659
2020-03-12,30.9686
2020-03-13,31.0623
2020-03-14,31.0623
2020-03-15,31.0623
2020-03-16,25.3272
2020-03-17,24.6058
2020-03-18,22.2067
2020-03-19,22.3577
2020-03-20,22.8887
2020-03-21,22.8887
2020-03-22,22.8887
2020-03-23,21.5965
2020-03-24,30.2993
2020-03-25,34.0342
2020-03-26,36.4857
2020-03-27,35.3988
2020-03-28,35.3988
2020-03-29,35.3988
2020-03-30,34.7156
2020-03-31,33.4501
2020-04-01,32.1696
2020-04-02,31.3449
2020-04-03,30.6447
2020-04-04,30.6447
2020-04-05,30.6447
2020-04-06,35.4134
2020-04-07,37.5389
2020-04-08,41.2814
2020-04-09,42.456
2020-04-10,42.456
2020-04-11,42.456
2020-04-12,42.456
2020-04-13,40.8677
2020-04-14,42.1471
2020-04-15,40.302
2020-04-16,40.8821
2020-04-17,42.7273
2020-04-18,42.7273
2020-04-19,42.7273
2020-04-20,41.4323
2020-04-21,41.2932
2020-04-22,41.1722
2020-04-23,40.9466
2020-04-24,43.7681
2020-04-25,43.7681
2020-04-26,43.7681
2020-04-27,46.1731
2020-04-28,48.6577
2020-04-29,50.4165
2020-04-30,47.7852
2020-05-01,46.5049
2020-05-02,46.5049
2020-05-03,46.5049
2020-05-04,46.5481
2020-05-05,47.3246
2020-05-06,47.0976
2020-05-07,47.9336
2020-05-08,50.4378
2020-05-09,50.4378
2020-05-10,50.4378
2020-05-11,49.7677
2020-05-12,47.8659
2020-05-13,46.6052
2020-05-14,47.2527
2020-05-15,47.4617
2020-05-16,47.4617
2020-05-17,47.4617
2020-05-18,52.5614
2020-05-19,52.9219
2020-05-20,52.9787
2020-05-21,54.7593
2020-05-22,55.6148
2020-05-23,55.6148
2020-05-24,55.6148
2020-05-25,55.6148
2020-05-26,57.0119
2020-05-27,59.7001
2020-05-28,56.186
2020-05-29,55.4577
2020-05-30,55.4577
2020-05-31,55.4577
2020-06-01,55.9411
2020-06-02,56.5107
2020-06-03,58.15
2020-06-04,56.4152
2020-06-05,58.6641
2020-06-06,58.6641
2020-06-07,58.6641
2020-06-08,58.5727
2020-06-09,57.0461
2020-06-10,57.7056
2020-06-11,52.0236
2020-06-12,53.4364
2020-06-13,53.4364
2020-06-14,53.4364
2020-06-15,55.9426
2020-06-16,57.0023
2020-06-17,56.7756
2020-06-18,55.3906
2020-06-19,53.7758
2020-06-20,53.7758
2020-06-21,53.7758
2020-06-22,54.3615
2020-06-23,54.4362
2020-06-24,52.176
2020-06-25,50.0595
2020-06-26,48.9987
2020-06-27,48.9987
2020-06-28,48.9987
2020-06-29,51.5632
2020-06-30,52.3991
2020-07-01,50.6092
2020-07-02,50.4395
2020-07-03,50.4395
2020-07-04,50.4395
2020-07-05,50.4395
2020-07-06,52.4522
2020-07-07,52.1291
2020-07-08,54.3128
2020-07-09,51.7961
2020-07-10,53.6041
2020-07-11,53.6041
2020-07-12,53.6041
2020-07-13,51.619
2020-07-14,54.0698
2020-07-15,55.1691
2020-07-16,56.0194
2020-07-17,56.8366
2020-07-18,56.8366
2020-07-19,56.8366
2020-07-20,57.2549
2020-07-21,57.4377
2020-07-22,60.0042
2020-07-23,62.4918
2020-07-24,64.1501
2020-07-25,64.1501
2020-07-26,64.1501
2020-07-27,66.0418
2020-07-28,64.4139
2020-07-29,65.82
2020-07-30,64.0249
2020-07-31,63.4426
2020-08-01,63.4426
2020-08-02,63.4426
2020-08-03,63.9823
2020-08-04,64.1224
2020-08-05,64.6017
2020-08-06,64.8772
2020-08-07,63.7529
2020-08-08,63.7529
2020-08-09,63.7529
2020-08-10,64.9812
2020-08-11,63.0413
2020-08-12,64.5252
2020-08-13,64.635
2020-08-14,63.4913
2020-08-15,63.4913
2020-08-16,63.4913
2020-08-17,65.4052
2020-08-18,65.6517
2020-08-19,64.4895
2020-08-20,64.739
2020-08-21,66.3777
2020-08-22,66.3777
2020-08-23,66.3777
2020-08-24,66.575
2020-08-25,65.3284
2020-08-26,62.8652
2020-08-27,61.4119
2020-08-28,60.2642
2020-08-29,60.2642
2020-08-30,60.2642
2020-08-31,58.3492
2020-09-01,60.9186
2020-09-02,61.0718
2020-09-03,56.141
2020-09-04,53.8794
2020-09-05,53.8794
2020-09-06,53.8794
2020-09-07,53.8794
2020-09-08,53.8336
2020-09-09,56.5277
2020-09-10,56.2867
2020-09-11,57.7765
2020-09-12,57.7765
2020-09-13,57.7765
2020-09-14,58.4539
2020-09-15,56.8722
2020-09-16,59.8959
2020-09-17,56.7883
2020-09-18,55.9285
2020-09-19,55.9285
2020-09-20,55.9285
2020-09-21,55.0423
2020-09-22,57.4191
2020-09-23,52.7694
2020-09-24,53.7429
2020-09-25,52.9897
2020-09-26,52.9897
2020-09-27,52.9897
2020-09-28,56.2543
2020-09-29,55.1451
2020-09-30,56.9721
2020-10-01,58.956
2020-10-02,59.0727
2020-10-03,59.0727
2020-10-04,59.0727
2020-10-05,59.3971
2020-10-06,56.7053
2020-10-07,57.6263
2020-10-08,60.7433
2020-10-09,60.7596
2020-10-10,60.7596
2020-10-11,60.7596
2020-10-12,61.5811
2020-10-13,58.7562
2020-10-14,58.531
2020-10-15,59.6336
2020-10-16,56.7388
2020-10-17,56.7388
2020-10-18,56.7388
2020-10-19,53.6245
2020-10-20,54.7074
2020-10-21,50.8881
2020-10-22,45.9315
