,ENVA US Equity
2020-11-17,61.7175
2020-11-18,61.1894
2020-11-19,61.5781
2020-11-20,59.1644
2020-11-21,59.1644
2020-11-22,59.1644
2020-11-23,61.2826
2020-11-24,61.9551
2020-11-25,62.1977
2020-11-26,62.1977
2020-11-27,61.1093
2020-11-28,61.1093
2020-11-29,61.1093
2020-11-30,57.378
2020-12-01,60.1543
2020-12-02,62.0428
2020-12-03,60.5399
2020-12-04,61.1723
2020-12-05,61.1723
2020-12-06,61.1723
2020-12-07,60.2503
2020-12-08,60.4813
2020-12-09,60.7957
2020-12-10,61.2475
2020-12-11,60.317
2020-12-12,60.317
2020-12-13,60.317
2020-12-14,62.1037
2020-12-15,64.0329
2020-12-16,63.2441
2020-12-17,63.5537
2020-12-18,63.9205
2020-12-19,63.9205
2020-12-20,63.9205
2020-12-21,64.1604
2020-12-22,66.2739
2020-12-23,68.1237
2020-12-24,68.2162
2020-12-25,68.2162
2020-12-26,68.2162
2020-12-27,68.2162
2020-12-28,68.4529
2020-12-29,61.961
2020-12-30,61.3415
2020-12-31,62.4241
2021-01-01,62.4241
2021-01-02,62.4241
2021-01-03,62.4241
2021-01-04,55.3882
2021-01-05,56.859
2021-01-06,61.4831
2021-01-07,63.8942
2021-01-08,60.1808
2021-01-09,60.1808
2021-01-10,60.1808
2021-01-11,60.6262
2021-01-12,60.7695
2021-01-13,58.5996
2021-01-14,62.4119
2021-01-15,61.401
2021-01-16,61.401
2021-01-17,61.401
2021-01-18,61.401
2021-01-19,59.136
2021-01-20,58.1309
2021-01-21,55.538
2021-01-22,54.5893
2021-01-23,54.5893
2021-01-24,54.5893
2021-01-25,52.2951
2021-01-26,51.8256
2021-01-27,49.2639
2021-01-28,52.2847
2021-01-29,49.0596
2021-01-30,49.0596
2021-01-31,49.0596
2021-02-01,49.8382
2021-02-02,51.7864
2021-02-03,53.0174
2021-02-04,57.051
2021-02-05,61.9697
2021-02-06,61.9697
2021-02-07,61.9697
2021-02-08,62.8757
2021-02-09,63.6594
2021-02-10,61.2088
2021-02-11,62.6201
2021-02-12,61.6663
2021-02-13,61.6663
2021-02-14,61.6663
2021-02-15,61.6663
2021-02-16,63.3965
2021-02-17,62.5207
2021-02-18,62.1262
2021-02-19,62.6544
2021-02-20,62.6544
2021-02-21,62.6544
2021-02-22,63.1251
2021-02-23,63.4155
2021-02-24,65.427
2021-02-25,64.9101
2021-02-26,65.315
2021-02-27,65.315
2021-02-28,65.315
2021-03-01,66.8958
2021-03-02,63.9559
2021-03-03,66.4583
2021-03-04,69.1102
2021-03-05,71.4032
2021-03-06,71.4032
2021-03-07,71.4032
2021-03-08,73.392
2021-03-09,74.0068
2021-03-10,75.8023
2021-03-11,77.3856
2021-03-12,77.9579
2021-03-13,77.9579
2021-03-14,77.9579
2021-03-15,74.5428
2021-03-16,64.7775
2021-03-17,64.8068
2021-03-18,66.1311
2021-03-19,64.557
2021-03-20,64.557
2021-03-21,64.557
2021-03-22,64.9057
2021-03-23,58.5809
2021-03-24,57.4417
2021-03-25,59.4309
2021-03-26,60.2039
2021-03-27,60.2039
2021-03-28,60.2039
2021-03-29,56.8427
2021-03-30,59.8369
2021-03-31,58.7253
2021-04-01,59.7093
2021-04-02,59.7093
2021-04-03,59.7093
2021-04-04,59.7093
2021-04-05,58.9231
2021-04-06,57.7318
2021-04-07,56.4564
2021-04-08,55.9357
2021-04-09,55.7423
2021-04-10,55.7423
2021-04-11,55.7423
2021-04-12,55.4941
2021-04-13,53.5223
2021-04-14,54.4433
2021-04-15,52.0893
2021-04-16,52.1995
2021-04-17,52.1995
2021-04-18,52.1995
2021-04-19,51.8541
2021-04-20,49.4132
2021-04-21,51.651
2021-04-22,49.8682
2021-04-23,51.5965
2021-04-24,51.5965
2021-04-25,51.5965
2021-04-26,53.7308
2021-04-27,55.6894
2021-04-28,57.5484
2021-04-29,54.599
2021-04-30,53.8908
2021-05-01,53.8908
2021-05-02,53.8908
2021-05-03,56.5069
2021-05-04,54.9682
2021-05-05,55.3335
2021-05-06,55.8684
2021-05-07,58.794
2021-05-08,58.794
2021-05-09,58.794
2021-05-10,58.8508
2021-05-11,55.4995
2021-05-12,52.1379
2021-05-13,54.4968
2021-05-14,57.2986
2021-05-15,57.2986
2021-05-16,57.2986
2021-05-17,54.8438
2021-05-18,54.2656
2021-05-19,54.934
2021-05-20,55.4686
2021-05-21,56.0283
2021-05-22,56.0283
2021-05-23,56.0283
2021-05-24,56.3927
2021-05-25,55.2351
2021-05-26,58.0873
2021-05-27,58.3984
2021-05-28,58.6169
2021-05-29,58.6169
2021-05-30,58.6169
2021-05-31,58.6169
2021-06-01,61.0234
2021-06-02,57.4825
2021-06-03,55.0061
2021-06-04,54.1761
2021-06-05,54.1761
2021-06-06,54.1761
2021-06-07,54.2842
2021-06-08,56.412
2021-06-09,53.8701
2021-06-10,50.5745
2021-06-11,51.383
2021-06-12,51.383
2021-06-13,51.383
2021-06-14,50.0652
2021-06-15,52.9203
2021-06-16,51.9128
2021-06-17,48.8651
2021-06-18,46.4877
2021-06-19,46.4877
2021-06-20,46.4877
2021-06-21,49.1607
2021-06-22,47.7069
2021-06-23,48.8632
2021-06-24,50.3118
2021-06-25,49.6183
2021-06-26,49.6183
2021-06-27,49.6183
2021-06-28,46.7579
2021-06-29,46.9007
2021-06-30,48.5433
2021-07-01,49.5493
2021-07-02,48.5894
2021-07-03,48.5894
2021-07-04,48.5894
2021-07-05,48.5894
2021-07-06,47.1059
2021-07-07,47.0159
2021-07-08,45.3359
2021-07-09,48.2922
2021-07-10,48.2922
2021-07-11,48.2922
2021-07-12,48.3171
2021-07-13,45.6749
2021-07-14,43.1696
2021-07-15,46.1726
2021-07-16,45.4506
2021-07-17,45.4506
2021-07-18,45.4506
2021-07-19,41.5558
2021-07-20,44.6681
2021-07-21,46.1629
2021-07-22,44.2962
2021-07-23,44.9507
2021-07-24,44.9507
2021-07-25,44.9507
2021-07-26,45.7083
2021-07-27,45.5619
2021-07-28,46.4994
2021-07-29,48.8395
2021-07-30,48.5619
2021-07-31,48.5619
2021-08-01,48.5619
2021-08-02,46.0573
2021-08-03,46.5963
2021-08-04,45.3897
2021-08-05,48.1911
2021-08-06,49.5662
2021-08-07,49.5662
2021-08-08,49.5662
2021-08-09,47.8761
2021-08-10,47.7591
2021-08-11,49.4459
2021-08-12,48.1069
2021-08-13,46.9121
2021-08-14,46.9121
2021-08-15,46.9121
2021-08-16,46.6246
2021-08-17,45.495
2021-08-18,44.9437
2021-08-19,42.9316
2021-08-20,45.6535
2021-08-21,45.6535
2021-08-22,45.6535
2021-08-23,46.838
2021-08-24,47.2346
2021-08-25,48.2054
2021-08-26,47.751
2021-08-27,52.1179
2021-08-28,52.1179
2021-08-29,52.1179
2021-08-30,49.7895
2021-08-31,50.1378
2021-09-01,50.5474
2021-09-02,50.1215
2021-09-03,50.8919
2021-09-04,50.8919
2021-09-05,50.8919
2021-09-06,50.8919
2021-09-07,50.6223
2021-09-08,48.6949
2021-09-09,48.9116
2021-09-10,47.2027
2021-09-11,47.2027
2021-09-12,47.2027
2021-09-13,48.7671
2021-09-14,46.7493
2021-09-15,48.6909
2021-09-16,48.6007
2021-09-17,47.5978
2021-09-18,47.5978
2021-09-19,47.5978
2021-09-20,45.4797
2021-09-21,47.494
2021-09-22,49.4579
2021-09-23,51.4
2021-09-24,52.2437
2021-09-25,52.2437
2021-09-26,52.2437
2021-09-27,57.1866
2021-09-28,56.7143
2021-09-29,55.1984
2021-09-30,54.8278
2021-10-01,58.3756
2021-10-02,58.3756
2021-10-03,58.3756
2021-10-04,56.5053
2021-10-05,56.6359
2021-10-06,57.1157
2021-10-07,58.2312
2021-10-08,58.3911
2021-10-09,58.3911
2021-10-10,58.3911
2021-10-11,56.962
2021-10-12,58.3496
2021-10-13,56.2847
2021-10-14,57.4184
2021-10-15,57.4754
2021-10-16,57.4754
2021-10-17,57.4754
2021-10-18,57.5049
2021-10-19,56.177
2021-10-20,57.2598
2021-10-21,53.5082
2021-10-22,52.5072
2021-10-23,52.5072
2021-10-24,52.5072
2021-10-25,53.7018
2021-10-26,45.7351
2021-10-27,41.1495
2021-10-28,45.4496
2021-10-29,45.635
2021-10-30,45.635
2021-10-31,45.635
2021-11-01,52.1408
2021-11-02,52.6961
2021-11-03,54.6033
2021-11-04,57.2435
2021-11-05,64.0857
2021-11-06,64.0857
2021-11-07,64.0857
2021-11-08,61.2757
2021-11-09,62.4179
2021-11-10,62.1913
2021-11-11,64.255
2021-11-12,66.6581
2021-11-13,66.6581
2021-11-14,66.6581
2021-11-15,64.7646
2021-11-16,61.1954
2021-11-17,61.2797
2021-11-18,58.8476
2021-11-19,57.5883
2021-11-20,57.5883
2021-11-21,57.5883
2021-11-22,57.741
2021-11-23,58.4948
2021-11-24,58.6708
2021-11-25,58.6708
2021-11-26,55.4035
2021-11-27,55.4035
2021-11-28,55.4035
2021-11-29,55.9073
2021-11-30,53.2371
2021-12-01,50.2937
2021-12-02,53.6609
2021-12-03,52.6376
2021-12-04,52.6376
2021-12-05,52.6376
2021-12-06,53.0896
2021-12-07,54.9327
2021-12-08,54.7536
2021-12-09,55.0136
2021-12-10,56.2492
2021-12-11,56.2492
2021-12-12,56.2492
2021-12-13,51.8074
2021-12-14,53.0994
2021-12-15,55.7644
2021-12-16,55.4797
2021-12-17,52.3859
2021-12-18,52.3859
2021-12-19,52.3859
2021-12-20,51.0219
2021-12-21,54.3443
2021-12-22,55.4606
2021-12-23,56.2256
2021-12-24,56.2256
2021-12-25,56.2256
2021-12-26,56.2256
2021-12-27,57.0489
2021-12-28,57.8491
2021-12-29,56.8628
2021-12-30,56.0392
2021-12-31,56.9214
2022-01-01,56.9214
2022-01-02,56.9214
2022-01-03,57.9227
2022-01-04,59.2163
2022-01-05,55.4609
2022-01-06,56.4776
2022-01-07,56.8031
2022-01-08,56.8031
2022-01-09,56.8031
2022-01-10,59.5179
2022-01-11,59.7793
2022-01-12,60.0463
2022-01-13,61.8402
2022-01-14,62.5055
2022-01-15,62.5055
2022-01-16,62.5055
2022-01-17,62.5055
2022-01-18,60.3293
2022-01-19,53.0024
2022-01-20,51.2507
2022-01-21,50.3061
2022-01-22,50.3061
2022-01-23,50.3061
2022-01-24,52.4674
2022-01-25,52.6735
2022-01-26,53.071
2022-01-27,48.283
2022-01-28,49.0188
2022-01-29,49.0188
2022-01-30,49.0188
2022-01-31,51.3574
2022-02-01,50.5256
2022-02-02,48.2887
2022-02-03,47.7535
2022-02-04,53.4395
2022-02-05,53.4395
2022-02-06,53.4395
2022-02-07,60.3301
2022-02-08,61.7252
2022-02-09,58.3521
2022-02-10,61.5727
2022-02-11,57.7382
2022-02-12,57.7382
2022-02-13,57.7382
2022-02-14,56.3561
2022-02-15,57.6854
2022-02-16,56.1453
2022-02-17,51.0571
2022-02-18,50.1071
2022-02-19,50.1071
2022-02-20,50.1071
2022-02-21,50.1071
2022-02-22,52.1046
2022-02-23,48.2607
2022-02-24,48.713
2022-02-25,50.3033
2022-02-26,50.3033
2022-02-27,50.3033
2022-02-28,49.6284
2022-03-01,46.8447
2022-03-02,49.411
2022-03-03,47.682
2022-03-04,46.6934
2022-03-05,46.6934
2022-03-06,46.6934
2022-03-07,41.9871
2022-03-08,38.9535
2022-03-09,41.9818
2022-03-10,39.2301
2022-03-11,40.7942
2022-03-12,40.7942
2022-03-13,40.7942
2022-03-14,44.4738
2022-03-15,43.6716
2022-03-16,46.421
2022-03-17,46.3147
2022-03-18,47.8886
2022-03-19,47.8886
2022-03-20,47.8886
2022-03-21,47.5353
2022-03-22,49.5234
2022-03-23,48.6076
2022-03-24,49.0789
2022-03-25,49.3831
2022-03-26,49.3831
2022-03-27,49.3831
2022-03-28,48.9375
2022-03-29,50.2801
2022-03-30,48.0841
2022-03-31,48.2388
2022-04-01,49.8707
2022-04-02,49.8707
2022-04-03,49.8707
2022-04-04,48.4244
2022-04-05,48.1752
2022-04-06,47.4179
2022-04-07,46.5434
2022-04-08,47.087
2022-04-09,47.087
2022-04-10,47.087
2022-04-11,47.3835
2022-04-12,48.4397
2022-04-13,49.2353
2022-04-14,47.823
2022-04-15,47.823
2022-04-16,47.823
2022-04-17,47.823
2022-04-18,48.2176
2022-04-19,51.6044
2022-04-20,51.2576
2022-04-21,49.9502
2022-04-22,48.0105
2022-04-23,48.0105
2022-04-24,48.0105
2022-04-25,48.6212
2022-04-26,45.9267
2022-04-27,44.4346
2022-04-28,48.054
2022-04-29,48.0159
2022-04-30,48.0159
2022-05-01,48.0159
2022-05-02,49.425
2022-05-03,50.8045
2022-05-04,49.0736
2022-05-05,43.2935
2022-05-06,41.6542
2022-05-07,41.6542
2022-05-08,41.6542
2022-05-09,40.1278
2022-05-10,38.2883
2022-05-11,37.633
2022-05-12,36.5321
2022-05-13,38.4416
2022-05-14,38.4416
2022-05-15,38.4416
2022-05-16,37.7537
2022-05-17,41.6888
2022-05-18,39.4481
2022-05-19,38.5732
2022-05-20,37.6536
2022-05-21,37.6536
2022-05-22,37.6536
2022-05-23,40.3719
2022-05-24,39.044
2022-05-25,39.6467
2022-05-26,41.3789
2022-05-27,43.2161
2022-05-28,43.2161
2022-05-29,43.2161
2022-05-30,43.2161
2022-05-31,43.2161
2022-06-01,42.5446
2022-06-02,43.6541
2022-06-03,43.0919
2022-06-04,43.0919
2022-06-05,43.0919
2022-06-06,44.6362
2022-06-07,46.4751
2022-06-08,44.6959
2022-06-09,43.0449
2022-06-10,40.856
2022-06-11,40.856
2022-06-12,40.856
2022-06-13,38.149
2022-06-14,38.5123
2022-06-15,38.9575
2022-06-16,36.4692
2022-06-17,38.4289
2022-06-18,38.4289
2022-06-19,38.4289
2022-06-20,38.4289
2022-06-21,38.7751
2022-06-22,39.104
2022-06-23,40.5279
2022-06-24,43.8734
2022-06-25,43.8734
2022-06-26,43.8734
2022-06-27,43.818
2022-06-28,43.5712
2022-06-29,42.6911
2022-06-30,42.3258
2022-07-01,44.0968
2022-07-02,44.0968
2022-07-03,44.0968
2022-07-04,44.0968
2022-07-05,44.5373
2022-07-06,44.1772
2022-07-07,45.2017
2022-07-08,44.7324
2022-07-09,44.7324
2022-07-10,44.7324
2022-07-11,43.9016
2022-07-12,44.2202
2022-07-13,43.6835
2022-07-14,43.3522
2022-07-15,47.5005
2022-07-16,47.5005
2022-07-17,47.5005
2022-07-18,49.4033
2022-07-19,53.0732
2022-07-20,55.2137
2022-07-21,55.9073
2022-07-22,55.2788
2022-07-23,55.2788
2022-07-24,55.2788
2022-07-25,55.5607
2022-07-26,52.8335
2022-07-27,55.2493
2022-07-28,55.3431
2022-07-29,56.8842
2022-07-30,56.8842
2022-07-31,56.8842
2022-08-01,54.3276
2022-08-02,53.6396
2022-08-03,55.7874
2022-08-04,56.5594
2022-08-05,55.407
2022-08-06,55.407
2022-08-07,55.407
2022-08-08,57.9053
2022-08-09,57.9736
2022-08-10,62.3163
2022-08-11,62.9696
2022-08-12,63.7536
2022-08-13,63.7536
2022-08-14,63.7536
2022-08-15,63.0797
2022-08-16,64.309
2022-08-17,60.9121
2022-08-18,61.8322
2022-08-19,59.3897
2022-08-20,59.3897
2022-08-21,59.3897
2022-08-22,56.5903
2022-08-23,56.6363
2022-08-24,57.9491
2022-08-25,59.8464
2022-08-26,54.7367
2022-08-27,54.7367
2022-08-28,54.7367
2022-08-29,52.4216
2022-08-30,53.0192
2022-08-31,51.6502
2022-09-01,50.3579
2022-09-02,49.5208
2022-09-03,49.5208
2022-09-04,49.5208
2022-09-05,49.5208
2022-09-06,48.0741
2022-09-07,50.3515
2022-09-08,51.3131
2022-09-09,53.6474
2022-09-10,53.6474
2022-09-11,53.6474
2022-09-12,54.3533
2022-09-13,47.6259
2022-09-14,46.8416
2022-09-15,48.0646
2022-09-16,47.5827
2022-09-17,47.5827
2022-09-18,47.5827
2022-09-19,50.044
2022-09-20,46.9474
2022-09-21,45.4804
2022-09-22,43.636
2022-09-23,41.4083
2022-09-24,41.4083
2022-09-25,41.4083
2022-09-26,39.7149
2022-09-27,38.8192
2022-09-28,42.6129
2022-09-29,40.6386
2022-09-30,40.4317
2022-10-01,40.4317
2022-10-02,40.4317
2022-10-03,42.3639
2022-10-04,47.6125
2022-10-05,45.9754
2022-10-06,45.9997
2022-10-07,43.8169
2022-10-08,43.8169
2022-10-09,43.8169
2022-10-10,44.2517
2022-10-11,45.3329
2022-10-12,46.3076
2022-10-13,49.5174
2022-10-14,47.0097
2022-10-15,47.0097
2022-10-16,47.0097
2022-10-17,48.4903
2022-10-18,49.3173
2022-10-19,45.3767
2022-10-20,45.3767
2022-10-21,46.6968
2022-10-22,46.6968
2022-10-23,46.6968
2022-10-24,46.9719
2022-10-25,49.1917
2022-10-26,48.8392
2022-10-27,51.9052
2022-10-28,59.2825
2022-10-29,59.2825
2022-10-30,59.2825
2022-10-31,60.1874
2022-11-01,60.8704
2022-11-02,59.9109
2022-11-03,57.8951
2022-11-04,58.9442
2022-11-05,58.9442
2022-11-06,58.9442
2022-11-07,59.1078
2022-11-08,63.3082
2022-11-09,59.1592
2022-11-10,62.4884
2022-11-11,62.8223
2022-11-12,62.8223
2022-11-13,62.8223
2022-11-14,57.8656
2022-11-15,59.2489
2022-11-16,58.1831
2022-11-17,57.4922
2022-11-18,57.175
2022-11-19,57.175
2022-11-20,57.175
2022-11-21,57.7605
2022-11-22,58.0917
2022-11-23,58.2699
2022-11-24,58.2699
2022-11-25,58.9025
2022-11-26,58.9025
2022-11-27,58.9025
2022-11-28,58.6397
2022-11-29,58.9428
2022-11-30,60.4965
2022-12-01,60.411
2022-12-02,58.8903
2022-12-03,58.8903
2022-12-04,58.8903
2022-12-05,58.4595
2022-12-06,57.9044
2022-12-07,56.8753
2022-12-08,58.3626
2022-12-09,56.068
2022-12-10,56.068
2022-12-11,56.068
2022-12-12,57.1625
2022-12-13,57.1625
2022-12-14,56.6998
2022-12-15,52.6983
2022-12-16,51.6992
2022-12-17,51.6992
2022-12-18,51.6992
2022-12-19,51.1972
2022-12-20,52.6762
2022-12-21,54.7776
2022-12-22,51.4196
2022-12-23,53.1324
2022-12-24,53.1324
2022-12-25,53.1324
2022-12-26,53.1324
2022-12-27,53.2327
2022-12-28,51.5212
2022-12-29,54.1637
2022-12-30,52.9297
2022-12-31,52.9297
2023-01-01,52.9297
2023-01-02,52.9297
2023-01-03,53.5911
2023-01-04,54.631
2023-01-05,51.0789
2023-01-06,53.6875
2023-01-07,53.6875
2023-01-08,53.6875
2023-01-09,52.8107
2023-01-10,55.3417
2023-01-11,57.0599
2023-01-12,58.0831
2023-01-13,58.9412
2023-01-14,58.9412
2023-01-15,58.9412
2023-01-16,58.9412
2023-01-17,57.3832
2023-01-18,55.975
2023-01-19,54.5012
2023-01-20,57.4351
2023-01-21,57.4351
2023-01-22,57.4351
2023-01-23,58.0
2023-01-24,58.636
2023-01-25,59.5413
2023-01-26,63.3954
2023-01-27,64.4319
2023-01-28,64.4319
2023-01-29,64.4319
2023-01-30,64.7696
2023-01-31,66.8839
2023-02-01,67.1454
2023-02-02,75.8708
2023-02-03,76.6999
2023-02-04,76.6999
2023-02-05,76.6999
2023-02-06,71.7199
2023-02-07,72.5858
2023-02-08,70.6594
2023-02-09,67.5763
2023-02-10,66.5397
2023-02-11,66.5397
2023-02-12,66.5397
2023-02-13,67.376
2023-02-14,66.6646
2023-02-15,67.4708
2023-02-16,65.7424
2023-02-17,65.2959
2023-02-18,65.2959
2023-02-19,65.2959
2023-02-20,65.2959
2023-02-21,61.1345
2023-02-22,61.8485
2023-02-23,61.6621
2023-02-24,60.8222
2023-02-25,60.8222
2023-02-26,60.8222
2023-02-27,59.977
2023-02-28,60.2717
2023-03-01,62.1463
2023-03-02,62.4983
2023-03-03,63.5161
2023-03-04,63.5161
2023-03-05,63.5161
2023-03-06,57.8584
2023-03-07,58.3711
2023-03-08,60.243
2023-03-09,56.2291
2023-03-10,50.7863
2023-03-11,50.7863
2023-03-12,50.7863
2023-03-13,46.0247
2023-03-14,46.4212
2023-03-15,45.0516
2023-03-16,46.679
2023-03-17,43.6358
2023-03-18,43.6358
