,ENVA US Equity
,RSI_30D
2020-01-01,58.0427
2020-01-02,58.3053
2020-01-03,56.2564
2020-01-04,56.2564
2020-01-05,56.2564
2020-01-06,55.9401
2020-01-07,53.4103
2020-01-08,53.6765
2020-01-09,53.0053
2020-01-10,49.9065
2020-01-11,49.9065
2020-01-12,49.9065
2020-01-13,50.1993
2020-01-14,50.2423
2020-01-15,53.2086
2020-01-16,57.2894
2020-01-17,58.0126
2020-01-18,58.0126
2020-01-19,58.0126
2020-01-20,58.0126
2020-01-21,56.0942
2020-01-22,54.5027
2020-01-23,53.6479
2020-01-24,54.8433
2020-01-25,54.8433
2020-01-26,54.8433
2020-01-27,55.1903
2020-01-28,56.6086
2020-01-29,60.6483
2020-01-30,64.9026
2020-01-31,57.3081
2020-02-01,57.3081
2020-02-02,57.3081
2020-02-03,44.4359
2020-02-04,43.4126
2020-02-05,44.76
2020-02-06,45.0119
2020-02-07,43.9744
2020-02-08,43.9744
2020-02-09,43.9744
2020-02-10,44.3723
2020-02-11,48.1208
2020-02-12,47.1187
2020-02-13,49.0692
2020-02-14,47.9822
2020-02-15,47.9822
2020-02-16,47.9822
2020-02-17,47.9822
2020-02-18,45.8793
2020-02-19,47.1714
2020-02-20,48.2317
2020-02-21,48.7636
2020-02-22,48.7636
2020-02-23,48.7636
2020-02-24,48.5209
2020-02-25,44.6423
2020-02-26,43.0344
2020-02-27,42.0331
2020-02-28,41.219
2020-02-29,41.219
2020-03-01,41.219
2020-03-02,42.4442
2020-03-03,41.2411
2020-03-04,43.0209
2020-03-05,40.8774
2020-03-06,40.8005
2020-03-07,40.8005
2020-03-08,40.8005
2020-03-09,36.5538
2020-03-10,38.7639
2020-03-11,35.9366
2020-03-12,33.9794
2020-03-13,37.6999
2020-03-14,37.6999
2020-03-15,37.6999
2020-03-16,33.2072
2020-03-17,33.2072
2020-03-18,26.1029
2020-03-19,30.9359
2020-03-20,30.6115
2020-03-21,30.6115
2020-03-22,30.6115
2020-03-23,31.9181
2020-03-24,37.9126
2020-03-25,40.6398
2020-03-26,41.6768
2020-03-27,42.1875
2020-03-28,42.1875
2020-03-29,42.1875
2020-03-30,44.0537
2020-03-31,42.5284
2020-04-01,38.9962
2020-04-02,38.6491
2020-04-03,37.5807
2020-04-04,37.5807
2020-04-05,37.5807
2020-04-06,40.8222
2020-04-07,43.4577
2020-04-08,45.7455
2020-04-09,47.5348
2020-04-10,47.5348
2020-04-11,47.5348
2020-04-12,47.5348
2020-04-13,45.1042
2020-04-14,44.5113
2020-04-15,42.8948
2020-04-16,42.5324
2020-04-17,45.5398
2020-04-18,45.5398
2020-04-19,45.5398
2020-04-20,45.0659
2020-04-21,42.4111
2020-04-22,41.493
2020-04-23,44.127
2020-04-24,44.6426
2020-04-25,44.6426
2020-04-26,44.6426
2020-04-27,47.3645
2020-04-28,48.5914
2020-04-29,53.3495
2020-04-30,50.0263
2020-05-01,46.0327
2020-05-02,46.0327
2020-05-03,46.0327
2020-05-04,46.1802
2020-05-05,45.1117
2020-05-06,43.1538
2020-05-07,43.3341
2020-05-08,46.5493
2020-05-09,46.5493
2020-05-10,46.5493
2020-05-11,44.9348
2020-05-12,43.663
2020-05-13,41.6124
2020-05-14,42.3432
2020-05-15,42.5498
2020-05-16,42.5498
2020-05-17,42.5498
2020-05-18,45.9744
2020-05-19,44.969
2020-05-20,47.0554
2020-05-21,47.0384
2020-05-22,46.4453
2020-05-23,46.4453
2020-05-24,46.4453
2020-05-25,46.4453
2020-05-26,47.7286
2020-05-27,49.9947
2020-05-28,49.7089
2020-05-29,49.5331
2020-05-30,49.5331
2020-05-31,49.5331
2020-06-01,48.7213
2020-06-02,49.1002
2020-06-03,50.0961
2020-06-04,52.018
2020-06-05,55.6469
2020-06-06,55.6469
2020-06-07,55.6469
2020-06-08,56.6242
2020-06-09,54.9173
2020-06-10,51.8964
2020-06-11,49.9474
2020-06-12,51.498
2020-06-13,51.498
2020-06-14,51.498
2020-06-15,50.7568
2020-06-16,52.0653
2020-06-17,50.4271
2020-06-18,49.2956
2020-06-19,48.5579
2020-06-20,48.5579
2020-06-21,48.5579
2020-06-22,49.4705
2020-06-23,49.3842
2020-06-24,50.4573
2020-06-25,51.1932
2020-06-26,49.0902
2020-06-27,49.0902
2020-06-28,49.0902
2020-06-29,50.5076
2020-06-30,50.2973
2020-07-01,49.1909
2020-07-02,49.3869
2020-07-03,49.3869
2020-07-04,49.3869
2020-07-05,49.3869
2020-07-06,50.6429
2020-07-07,48.1468
2020-07-08,49.2275
2020-07-09,47.0793
2020-07-10,48.1342
2020-07-11,48.1342
2020-07-12,48.1342
2020-07-13,47.8694
2020-07-14,47.4277
2020-07-15,49.8987
2020-07-16,49.5361
2020-07-17,48.5712
2020-07-18,48.5712
2020-07-19,48.5712
2020-07-20,47.2085
2020-07-21,48.942
2020-07-22,49.468
2020-07-23,49.3021
2020-07-24,48.8781
2020-07-25,48.8781
2020-07-26,48.8781
2020-07-27,47.773
2020-07-28,51.9777
2020-07-29,52.439
2020-07-30,52.7153
2020-07-31,54.5196
2020-08-01,54.5196
2020-08-02,54.5196
2020-08-03,54.7362
2020-08-04,54.7919
2020-08-05,57.1112
2020-08-06,57.5355
2020-08-07,59.6023
2020-08-08,59.6023
2020-08-09,59.6023
2020-08-10,60.5702
2020-08-11,59.81
2020-08-12,60.2487
2020-08-13,58.9564
2020-08-14,59.2305
2020-08-15,59.2305
2020-08-16,59.2305
2020-08-17,56.7224
2020-08-18,52.9529
2020-08-19,53.8079
2020-08-20,51.2611
2020-08-21,51.9604
2020-08-22,51.9604
2020-08-23,51.9604
2020-08-24,53.8293
2020-08-25,53.1519
2020-08-26,53.4391
2020-08-27,54.9313
2020-08-28,57.1958
2020-08-29,57.1958
2020-08-30,57.1958
2020-08-31,54.0139
2020-09-01,56.1514
2020-09-02,57.1809
2020-09-03,55.7883
2020-09-04,55.9682
2020-09-05,55.9682
2020-09-06,55.9682
2020-09-07,55.9682
2020-09-08,54.5522
2020-09-09,54.0172
2020-09-10,51.3743
2020-09-11,51.0829
2020-09-12,51.0829
2020-09-13,51.0829
2020-09-14,51.8943
2020-09-15,51.32
2020-09-16,51.7982
2020-09-17,51.3168
2020-09-18,50.9494
2020-09-19,50.9494
2020-09-20,50.9494
2020-09-21,48.8588
2020-09-22,49.4774
2020-09-23,48.7054
2020-09-24,46.4182
2020-09-25,47.3443
2020-09-26,47.3443
2020-09-27,47.3443
2020-09-28,49.0367
2020-09-29,48.5811
2020-09-30,50.6922
2020-10-01,52.6222
2020-10-02,53.9706
2020-10-03,53.9706
2020-10-04,53.9706
2020-10-05,56.0993
2020-10-06,54.5158
2020-10-07,55.8799
2020-10-08,59.573
2020-10-09,60.6968
2020-10-10,60.6968
2020-10-11,60.6968
2020-10-12,58.5327
2020-10-13,57.5887
2020-10-14,54.0705
2020-10-15,53.5069
2020-10-16,51.7471
2020-10-17,51.7471
2020-10-18,51.7471
2020-10-19,51.7042
2020-10-20,52.7181
2020-10-21,51.1195
2020-10-22,52.0389
2020-10-23,52.4177
2020-10-24,52.4177
2020-10-25,52.4177
2020-10-26,50.2728
2020-10-27,56.3642
2020-10-28,49.3447
2020-10-29,47.2458
2020-10-30,44.6275
2020-10-31,44.6275
2020-11-01,44.6275
2020-11-02,46.1705
2020-11-03,49.4493
2020-11-04,52.1621
2020-11-05,54.9996
2020-11-06,53.745
2020-11-07,53.745
2020-11-08,53.745
2020-11-09,58.85
2020-11-10,61.613
2020-11-11,60.9921
2020-11-12,58.3104
2020-11-13,59.7741
2020-11-14,59.7741
2020-11-15,59.7741
2020-11-16,60.4446
