,NSP US Equity
2023-03-19,49.0336
2023-03-20,51.5298
2023-03-21,52.8684
2023-03-22,49.0772
2023-03-23,47.1324
2023-03-24,48.4585
2023-03-25,48.4585
2023-03-26,48.4585
2023-03-27,50.0832
2023-03-28,50.2257
2023-03-29,50.9503
2023-03-30,51.7111
2023-03-31,54.7738
2023-04-01,54.7738
2023-04-02,54.7738
2023-04-03,54.2283
2023-04-04,51.7909
2023-04-05,52.1122
2023-04-06,53.494
2023-04-07,53.494
2023-04-08,53.494
2023-04-09,53.494
2023-04-10,54.6422
2023-04-11,54.664
2023-04-12,55.4847
2023-04-13,57.7005
2023-04-14,56.3
2023-04-15,56.3
2023-04-16,56.3
2023-04-17,59.8023
2023-04-18,60.722
2023-04-19,60.4011
2023-04-20,61.0972
2023-04-21,62.297
2023-04-22,62.297
2023-04-23,62.297
2023-04-24,52.94
2023-04-25,49.9805
2023-04-26,49.6245
2023-04-27,52.014
2023-04-28,52.4949
2023-04-29,52.4949
2023-04-30,52.4949
2023-05-01,52.9613
2023-05-02,50.1703
2023-05-03,51.2941
2023-05-04,46.9158
2023-05-05,47.3261
2023-05-06,47.3261
2023-05-07,47.3261
2023-05-08,45.0351
2023-05-09,44.3083
2023-05-10,43.4287
2023-05-11,41.1796
2023-05-12,41.2836
2023-05-13,41.2836
2023-05-14,41.2836
2023-05-15,40.8818
2023-05-16,38.6634
2023-05-17,40.5169
2023-05-18,41.6831
2023-05-19,42.155
2023-05-20,42.155
2023-05-21,42.155
2023-05-22,45.0594
2023-05-23,44.5051
2023-05-24,43.2383
2023-05-25,42.0311
2023-05-26,42.0107
2023-05-27,42.0107
2023-05-28,42.0107
2023-05-29,42.0107
2023-05-30,41.9476
2023-05-31,42.4399
2023-06-01,45.7026
2023-06-02,52.2883
2023-06-03,52.2883
2023-06-04,52.2883
2023-06-05,52.1162
2023-06-06,54.7671
2023-06-07,58.6473
2023-06-08,60.1934
2023-06-09,61.3915
2023-06-10,61.3915
2023-06-11,61.3915
2023-06-12,61.102
2023-06-13,60.9462
2023-06-14,49.382
2023-06-15,51.5059
2023-06-16,52.1255
2023-06-17,52.1255
2023-06-18,52.1255
2023-06-19,52.1255
2023-06-20,51.5698
2023-06-21,52.644
2023-06-22,54.1685
2023-06-23,48.5139
2023-06-24,48.5139
2023-06-25,48.5139
2023-06-26,49.3837
2023-06-27,49.2956
2023-06-28,47.3161
2023-06-29,49.5947
2023-06-30,51.1789
2023-07-01,51.1789
2023-07-02,51.1789
2023-07-03,51.8018
2023-07-04,51.8018
2023-07-05,48.8784
2023-07-06,48.2567
2023-07-07,46.5438
2023-07-08,46.5438
2023-07-09,46.5438
2023-07-10,47.2258
2023-07-11,47.5227
2023-07-12,45.6155
2023-07-13,46.5309
2023-07-14,48.2323
2023-07-15,48.2323
2023-07-16,48.2323
2023-07-17,50.4364
2023-07-18,52.5665
2023-07-19,53.2264
2023-07-20,52.9264
2023-07-21,51.7312
2023-07-22,51.7312
2023-07-23,51.7312
2023-07-24,53.7955
2023-07-25,54.681
2023-07-26,54.8764
2023-07-27,52.747
2023-07-28,51.1358
2023-07-29,51.1358
2023-07-30,51.1358
2023-07-31,49.5808
2023-08-01,33.8096
2023-08-02,33.0328
2023-08-03,32.4997
2023-08-04,31.8326
2023-08-05,31.8326
2023-08-06,31.8326
2023-08-07,35.4537
2023-08-08,34.5996
2023-08-09,36.9771
2023-08-10,37.8235
2023-08-11,38.864
2023-08-12,38.864
2023-08-13,38.864
2023-08-14,41.0207
2023-08-15,40.6552
2023-08-16,41.9971
2023-08-17,40.862
2023-08-18,39.9651
2023-08-19,39.9651
2023-08-20,39.9651
2023-08-21,39.9577
2023-08-22,39.8656
2023-08-23,38.9373
2023-08-24,40.4786
2023-08-25,41.5784
2023-08-26,41.5784
2023-08-27,41.5784
2023-08-28,42.1492
2023-08-29,40.6844
2023-08-30,42.7079
2023-08-31,42.6721
2023-09-01,43.4578
2023-09-02,43.4578
2023-09-03,43.4578
2023-09-04,43.4578
2023-09-05,42.305
2023-09-06,41.3097
2023-09-07,40.3316
2023-09-08,39.4466
2023-09-09,39.4466
2023-09-10,39.4466
2023-09-11,40.0438
2023-09-12,39.3254
2023-09-13,38.9499
2023-09-14,41.465
2023-09-15,41.6366
2023-09-16,41.6366
2023-09-17,41.6366
2023-09-18,40.1457
2023-09-19,39.2844
2023-09-20,39.1148
2023-09-21,39.1947
2023-09-22,38.6802
2023-09-23,38.6802
2023-09-24,38.6802
2023-09-25,38.2038
2023-09-26,37.0193
2023-09-27,42.0976
2023-09-28,43.6491
2023-09-29,43.4837
2023-09-30,43.4837
2023-10-01,43.4837
2023-10-02,42.6476
2023-10-03,41.4692
2023-10-04,44.3635
2023-10-05,42.4087
2023-10-06,44.6546
2023-10-07,44.6546
2023-10-08,44.6546
2023-10-09,46.1428
2023-10-10,46.0148
2023-10-11,45.7001
2023-10-12,45.207
2023-10-13,46.8583
2023-10-14,46.8583
2023-10-15,46.8583
2023-10-16,50.9008
2023-10-17,51.0142
2023-10-18,48.702
2023-10-19,48.7473
2023-10-20,46.1986
2023-10-21,46.1986
2023-10-22,46.1986
2023-10-23,45.532
2023-10-24,44.8353
2023-10-25,42.2151
2023-10-26,46.8428
2023-10-27,43.5948
2023-10-28,43.5948
2023-10-29,43.5948
2023-10-30,44.9814
2023-10-31,56.3792
2023-11-01,54.0739
2023-11-02,57.5225
2023-11-03,58.4271
2023-11-04,58.4271
2023-11-05,58.4271
2023-11-06,56.4257
2023-11-07,56.6642
2023-11-08,56.3072
2023-11-09,56.6503
2023-11-10,58.0047
2023-11-11,58.0047
2023-11-12,58.0047
2023-11-13,56.9413
2023-11-14,60.4863
2023-11-15,60.8478
2023-11-16,58.9105
2023-11-17,60.4836
2023-11-18,60.4836
2023-11-19,60.4836
2023-11-20,61.2419
2023-11-21,61.4081
2023-11-22,61.6725
2023-11-23,61.6725
2023-11-24,61.9518
2023-11-25,61.9518
2023-11-26,61.9518
2023-11-27,61.6792
2023-11-28,60.3226
2023-11-29,59.4213
2023-11-30,61.0758
2023-12-01,63.4124
2023-12-02,63.4124
2023-12-03,63.4124
2023-12-04,65.2008
2023-12-05,62.5013
2023-12-06,63.4929
2023-12-07,63.6649
2023-12-08,63.9092
2023-12-09,63.9092
2023-12-10,63.9092
2023-12-11,62.9804
2023-12-12,61.6512
2023-12-13,63.7151
2023-12-14,62.8666
2023-12-15,58.2988
2023-12-16,58.2988
2023-12-17,58.2988
2023-12-18,59.9844
2023-12-19,61.801
2023-12-20,58.0266
2023-12-21,58.7511
2023-12-22,59.6859
2023-12-23,59.6859
2023-12-24,59.6859
2023-12-25,59.6859
2023-12-26,60.1264
2023-12-27,57.4496
2023-12-28,57.7032
2023-12-29,59.0237
2023-12-30,59.0237
2023-12-31,59.0237
2024-01-01,59.0237
2024-01-02,60.7224
2024-01-03,55.0085
2024-01-04,56.6599
2024-01-05,54.7656
2024-01-06,54.7656
2024-01-07,54.7656
2024-01-08,57.4749
2024-01-09,57.0851
2024-01-10,55.9369
2024-01-11,56.1907
2024-01-12,56.2144
2024-01-13,56.2144
2024-01-14,56.2144
2024-01-15,56.2144
2024-01-16,55.7151
2024-01-17,56.661
2024-01-18,54.8587
2024-01-19,52.8281
2024-01-20,52.8281
2024-01-21,52.8281
2024-01-22,52.91
2024-01-23,52.8942
2024-01-24,56.4057
2024-01-25,49.4404
2024-01-26,51.9474
2024-01-27,51.9474
2024-01-28,51.9474
2024-01-29,52.263
2024-01-30,52.431
2024-01-31,51.9797
2024-02-01,51.0556
2024-02-02,50.6564
2024-02-03,50.6564
2024-02-04,50.6564
2024-02-05,48.5613
2024-02-06,50.1031
2024-02-07,49.6149
2024-02-08,32.8495
2024-02-09,32.8776
2024-02-10,32.8776
2024-02-11,32.8776
2024-02-12,32.1406
2024-02-13,30.1488
2024-02-14,30.4
2024-02-15,33.6796
2024-02-16,36.012
2024-02-17,36.012
2024-02-18,36.012
2024-02-19,36.012
2024-02-20,37.3209
2024-02-21,36.4075
2024-02-22,38.2165
2024-02-23,39.4491
2024-02-24,39.4491
2024-02-25,39.4491
2024-02-26,39.2204
2024-02-27,38.4399
2024-02-28,42.4137
2024-02-29,44.3048
2024-03-01,45.296
2024-03-02,45.296
2024-03-03,45.296
2024-03-04,41.6624
2024-03-05,38.9264
2024-03-06,46.1999
2024-03-07,45.3378
2024-03-08,45.9868
2024-03-09,45.9868
2024-03-10,45.9868
2024-03-11,45.8391
2024-03-12,45.2659
2024-03-13,43.2831
2024-03-14,43.5319
2024-03-15,43.69
2024-03-16,43.69
2024-03-17,43.69
2024-03-18,44.3229
2024-03-19,45.136
2024-03-20,47.2094
2024-03-21,49.1729
2024-03-22,51.5613
2024-03-23,51.5613
2024-03-24,51.5613
2024-03-25,52.234
2024-03-26,52.1615
2024-03-27,55.3069
2024-03-28,56.3569
2024-03-29,56.3569
2024-03-30,56.3569
2024-03-31,56.3569
2024-04-01,53.7204
2024-04-02,53.1569
2024-04-03,53.5731
2024-04-04,51.3143
2024-04-05,51.5349
2024-04-06,51.5349
2024-04-07,51.5349
2024-04-08,53.7057
