,PFE US Equity
2020-10-17,56.1988
2020-10-18,56.1988
2020-10-19,55.3849
2020-10-20,53.7214
2020-10-21,51.601
2020-10-22,53.2312
2020-10-23,56.4806
2020-10-24,56.4806
2020-10-25,56.4806
2020-10-26,55.1075
2020-10-27,52.6138
2020-10-28,44.2447
2020-10-29,43.6283
2020-10-30,44.5681
2020-10-31,44.5681
2020-11-01,44.5681
2020-11-02,47.9355
2020-11-03,47.7754
2020-11-04,52.4576
2020-11-05,50.1493
2020-11-06,50.1898
2020-11-07,50.1898
2020-11-08,50.1898
2020-11-09,59.6763
2020-11-10,57.5698
2020-11-11,56.8512
2020-11-12,53.2241
2020-11-13,56.4607
2020-11-14,56.4607
2020-11-15,56.4607
2020-11-16,51.9753
2020-11-17,53.9945
2020-11-18,54.8367
2020-11-19,54.3587
2020-11-20,55.918
2020-11-21,55.918
2020-11-22,55.918
2020-11-23,55.2291
2020-11-24,55.4813
2020-11-25,55.1998
2020-11-26,55.1998
2020-11-27,57.4334
2020-11-28,57.4334
2020-11-29,57.4334
2020-11-30,60.571
2020-12-01,63.4125
2020-12-02,66.5625
2020-12-03,63.6662
2020-12-04,64.2331
2020-12-05,64.2331
2020-12-06,64.2331
2020-12-07,66.2179
2020-12-08,68.7965
2020-12-09,65.973
2020-12-10,65.503
2020-12-11,63.1376
2020-12-12,63.1376
2020-12-13,63.1376
2020-12-14,56.5257
2020-12-15,54.9669
2020-12-16,52.3674
2020-12-17,52.871
2020-12-18,51.8269
2020-12-19,51.8269
2020-12-20,51.8269
2020-12-21,50.9351
2020-12-22,49.0715
2020-12-23,51.096
2020-12-24,50.5907
2020-12-25,50.5907
2020-12-26,50.5907
2020-12-27,50.5907
2020-12-28,49.257
2020-12-29,49.9546
2020-12-30,49.015
2020-12-31,49.2381
2021-01-01,49.2381
2021-01-02,49.2381
2021-01-03,49.2381
2021-01-04,49.2381
2021-01-05,50.496
2021-01-06,49.4289
2021-01-07,50.0769
2021-01-08,50.3195
2021-01-09,50.3195
2021-01-10,50.3195
2021-01-11,52.5027
2021-01-12,50.3909
2021-01-13,49.2788
2021-01-14,48.8951
2021-01-15,48.7167
2021-01-16,48.7167
2021-01-17,48.7167
2021-01-18,48.7167
2021-01-19,48.8326
2021-01-20,47.9729
2021-01-21,47.8971
2021-01-22,48.1936
2021-01-23,48.1936
2021-01-24,48.1936
2021-01-25,51.1907
2021-01-26,51.3105
2021-01-27,47.0513
2021-01-28,47.0943
2021-01-29,47.2711
2021-01-30,47.2711
2021-01-31,47.2711
2021-02-01,46.8659
2021-02-02,43.7254
2021-02-03,43.1712
2021-02-04,43.4185
2021-02-05,43.5709
2021-02-06,43.5709
2021-02-07,43.5709
2021-02-08,43.1699
2021-02-09,43.9701
2021-02-10,43.0095
2021-02-11,41.7382
2021-02-12,43.3585
2021-02-13,43.3585
2021-02-14,43.3585
2021-02-15,43.3585
2021-02-16,43.2298
2021-02-17,44.3682
2021-02-18,42.8998
2021-02-19,42.3723
2021-02-20,42.3723
2021-02-21,42.3723
2021-02-22,41.5789
2021-02-23,40.0698
2021-02-24,39.3936
2021-02-25,39.853
2021-02-26,38.4324
2021-02-27,38.4324
2021-02-28,38.4324
2021-03-01,39.7782
2021-03-02,38.9848
2021-03-03,44.576
2021-03-04,43.6819
2021-03-05,44.8267
2021-03-06,44.8267
2021-03-07,44.8267
2021-03-08,44.6291
2021-03-09,45.2531
2021-03-10,48.1544
2021-03-11,46.9741
2021-03-12,48.3435
2021-03-13,48.3435
2021-03-14,48.3435
2021-03-15,51.0175
2021-03-16,53.2544
2021-03-17,53.0159
2021-03-18,52.8933
2021-03-19,51.4179
2021-03-20,51.4179
2021-03-21,51.4179
2021-03-22,54.0164
2021-03-23,50.2318
2021-03-24,51.602
2021-03-25,51.9306
2021-03-26,54.9868
2021-03-27,54.9868
2021-03-28,54.9868
2021-03-29,56.7993
2021-03-30,53.7151
2021-03-31,54.3189
2021-04-01,54.6757
2021-04-02,54.6757
2021-04-03,54.6757
2021-04-04,54.6757
2021-04-05,54.5498
2021-04-06,53.095
2021-04-07,52.2181
2021-04-08,52.5079
2021-04-09,56.0383
2021-04-10,56.0383
2021-04-11,56.0383
2021-04-12,57.9095
2021-04-13,58.8402
2021-04-14,58.8897
2021-04-15,60.9769
2021-04-16,65.1107
2021-04-17,65.1107
2021-04-18,65.1107
2021-04-19,66.4742
2021-04-20,66.8465
2021-04-21,68.6475
2021-04-22,62.4053
2021-04-23,62.4846
2021-04-24,62.4846
2021-04-25,62.4846
2021-04-26,62.5663
2021-04-27,60.9865
2021-04-28,62.5189
2021-04-29,61.0714
2021-04-30,61.2921
2021-05-01,61.2921
2021-05-02,61.2921
2021-05-03,65.9991
2021-05-04,66.4286
2021-05-05,66.5015
2021-05-06,63.6823
2021-05-07,65.2081
2021-05-08,65.2081
2021-05-09,65.2081
2021-05-10,66.2608
2021-05-11,62.6869
2021-05-12,64.0251
2021-05-13,65.5656
2021-05-14,65.0037
2021-05-15,65.0037
2021-05-16,65.0037
2021-05-17,65.3493
2021-05-18,64.9073
2021-05-19,63.2836
2021-05-20,64.4948
2021-05-21,63.2299
2021-05-22,63.2299
2021-05-23,63.2299
2021-05-24,62.1908
2021-05-25,58.7657
2021-05-26,56.0385
2021-05-27,54.3212
2021-05-28,54.7463
2021-05-29,54.7463
2021-05-30,54.7463
2021-05-31,54.7463
2021-06-01,53.2718
2021-06-02,54.8576
2021-06-03,55.8203
2021-06-04,56.7739
2021-06-05,56.7739
2021-06-06,56.7739
2021-06-07,55.669
2021-06-08,54.7053
2021-06-09,59.6591
2021-06-10,63.4107
2021-06-11,59.9001
2021-06-12,59.9001
2021-06-13,59.9001
2021-06-14,56.7133
2021-06-15,56.4743
2021-06-16,54.7434
2021-06-17,55.6168
2021-06-18,51.7696
2021-06-19,51.7696
2021-06-20,51.7696
2021-06-21,54.7196
2021-06-22,55.5948
2021-06-23,52.5009
2021-06-24,53.1749
2021-06-25,52.0294
2021-06-26,52.0294
2021-06-27,52.0294
2021-06-28,52.7316
2021-06-29,52.6178
2021-06-30,52.9331
2021-07-01,54.9985
2021-07-02,55.8503
2021-07-03,55.8503
2021-07-04,55.8503
2021-07-05,55.8503
2021-07-06,53.1564
2021-07-07,53.4729
2021-07-08,52.857
2021-07-09,54.796
2021-07-10,54.796
2021-07-11,54.796
2021-07-12,55.5835
2021-07-13,54.8585
2021-07-14,56.4607
2021-07-15,57.1941
2021-07-16,58.536
2021-07-17,58.536
2021-07-18,58.536
2021-07-19,57.1113
2021-07-20,61.476
2021-07-21,61.261
2021-07-22,63.2549
2021-07-23,64.1458
2021-07-24,64.1458
2021-07-25,64.1458
2021-07-26,64.694
2021-07-27,65.8973
2021-07-28,70.7051
2021-07-29,68.6836
2021-07-30,68.7521
2021-07-31,68.7521
2021-08-01,68.7521
2021-08-02,72.3479
2021-08-03,76.5271
2021-08-04,73.2639
2021-08-05,72.4164
2021-08-06,72.4417
2021-08-07,72.4417
2021-08-08,72.4417
2021-08-09,74.6375
2021-08-10,78.8677
2021-08-11,68.7734
2021-08-12,70.693
2021-08-13,72.9836
2021-08-14,72.9836
2021-08-15,72.9836
2021-08-16,73.7205
2021-08-17,76.0895
2021-08-18,71.208
2021-08-19,69.1009
2021-08-20,68.7707
2021-08-21,68.7707
2021-08-22,68.7707
2021-08-23,70.9433
2021-08-24,64.9551
2021-08-25,61.9203
2021-08-26,61.4763
2021-08-27,58.8568
2021-08-28,58.8568
2021-08-29,58.8568
2021-08-30,59.2255
2021-08-31,56.9489
2021-09-01,56.8506
2021-09-02,58.8117
2021-09-03,58.8117
2021-09-04,58.8117
2021-09-05,58.8117
2021-09-06,58.8117
2021-09-07,58.4916
2021-09-08,57.6266
2021-09-09,55.9156
2021-09-10,54.3844
2021-09-11,54.3844
2021-09-12,54.3844
2021-09-13,51.0639
2021-09-14,51.4585
2021-09-15,51.6447
2021-09-16,50.64
2021-09-17,48.7436
2021-09-18,48.7436
2021-09-19,48.7436
2021-09-20,49.7834
2021-09-21,48.8573
2021-09-22,48.9626
2021-09-23,49.8171
2021-09-24,48.9342
2021-09-25,48.9342
2021-09-26,48.9342
2021-09-27,47.6416
2021-09-28,45.8469
2021-09-29,47.7301
2021-09-30,45.9749
2021-10-01,45.7074
2021-10-02,45.7074
2021-10-03,45.7074
2021-10-04,44.0184
2021-10-05,43.6909
2021-10-06,42.7048
2021-10-07,45.7448
2021-10-08,44.7554
2021-10-09,44.7554
2021-10-10,44.7554
2021-10-11,43.448
2021-10-12,42.7523
2021-10-13,41.3499
2021-10-14,42.4847
2021-10-15,41.8811
2021-10-16,41.8811
2021-10-17,41.8811
2021-10-18,41.3078
2021-10-19,44.8456
2021-10-20,47.8443
2021-10-21,48.091
2021-10-22,49.3308
2021-10-23,49.3308
2021-10-24,49.3308
2021-10-25,49.2902
2021-10-26,51.0004
2021-10-27,48.5623
2021-10-28,49.4521
2021-10-29,51.7543
2021-10-30,51.7543
2021-10-31,51.7543
2021-11-01,51.3225
2021-11-02,57.8994
2021-11-03,55.2133
2021-11-04,52.8573
2021-11-05,65.3938
2021-11-06,65.3938
2021-11-07,65.3938
2021-11-08,64.3524
2021-11-09,60.6755
2021-11-10,64.2083
2021-11-11,66.3192
2021-11-12,64.7858
2021-11-13,64.7858
2021-11-14,64.7858
2021-11-15,64.5115
2021-11-16,64.3354
2021-11-17,66.7226
2021-11-18,67.6744
2021-11-19,65.4857
2021-11-20,65.4857
2021-11-21,65.4857
2021-11-22,66.2267
2021-11-23,65.7884
2021-11-24,65.0828
2021-11-25,65.0828
2021-11-26,70.4489
2021-11-27,70.4489
2021-11-28,70.4489
2021-11-29,65.1225
2021-11-30,67.2517
2021-12-01,68.6651
2021-12-02,63.7512
2021-12-03,65.658
2021-12-04,65.658
2021-12-05,65.658
2021-12-06,58.4441
2021-12-07,58.8465
2021-12-08,58.071
2021-12-09,59.2515
2021-12-10,60.4377
2021-12-11,60.4377
2021-12-12,60.4377
2021-12-13,64.1681
2021-12-14,64.6525
2021-12-15,68.832
2021-12-16,71.4559
2021-12-17,67.2262
2021-12-18,67.2262
2021-12-19,67.2262
2021-12-20,68.884
2021-12-21,64.3574
2021-12-22,65.0461
2021-12-23,63.2753
2021-12-24,63.2753
2021-12-25,63.2753
2021-12-26,63.2753
2021-12-27,63.8689
2021-12-28,61.3767
2021-12-29,60.4943
2021-12-30,61.5838
2021-12-31,62.4334
2022-01-01,62.4334
2022-01-02,62.4334
2022-01-03,57.5703
2022-01-04,53.7449
2022-01-05,55.3379
2022-01-06,53.9573
2022-01-07,55.244
2022-01-08,55.244
2022-01-09,55.244
2022-01-10,55.9956
2022-01-11,56.6475
2022-01-12,56.5704
2022-01-13,54.4445
2022-01-14,53.3422
2022-01-15,53.3422
2022-01-16,53.3422
2022-01-17,53.3422
2022-01-18,51.7977
2022-01-19,50.7658
2022-01-20,51.6572
2022-01-21,49.3727
2022-01-22,49.3727
2022-01-23,49.3727
2022-01-24,47.2291
2022-01-25,49.0594
2022-01-26,49.9042
2022-01-27,51.2665
2022-01-28,52.9387
2022-01-29,52.9387
2022-01-30,52.9387
2022-01-31,49.912
2022-02-01,50.5891
2022-02-02,51.9852
2022-02-03,51.0781
2022-02-04,50.3585
2022-02-05,50.3585
2022-02-06,50.3585
2022-02-07,50.7551
2022-02-08,47.9079
2022-02-09,47.4881
2022-02-10,45.9139
2022-02-11,46.295
2022-02-12,46.295
2022-02-13,46.295
2022-02-14,44.5282
2022-02-15,44.5102
2022-02-16,44.3072
2022-02-17,42.8726
2022-02-18,42.2021
2022-02-19,42.2021
2022-02-20,42.2021
2022-02-21,42.2021
2022-02-22,40.4341
2022-02-23,39.3097
2022-02-24,37.81
2022-02-25,42.2203
2022-02-26,42.2203
2022-02-27,42.2203
2022-02-28,40.8909
2022-03-01,38.9549
2022-03-02,43.4902
2022-03-03,43.7783
2022-03-04,45.5882
2022-03-05,45.5882
2022-03-06,45.5882
2022-03-07,44.3806
2022-03-08,43.4216
2022-03-09,46.3319
2022-03-10,47.2953
2022-03-11,49.5242
2022-03-12,49.5242
2022-03-13,49.5242
2022-03-14,53.3043
2022-03-15,53.221
2022-03-16,54.5258
2022-03-17,56.8411
2022-03-18,57.3011
2022-03-19,57.3011
2022-03-20,57.3011
2022-03-21,56.562
2022-03-22,53.9736
2022-03-23,52.1489
2022-03-24,52.9237
2022-03-25,53.2953
2022-03-26,53.2953
2022-03-27,53.2953
2022-03-28,54.2778
2022-03-29,53.0314
2022-03-30,52.3407
2022-03-31,50.8116
2022-04-01,50.3573
2022-04-02,50.3573
2022-04-03,50.3573
2022-04-04,48.9318
2022-04-05,49.6341
2022-04-06,53.2482
2022-04-07,57.6634
2022-04-08,57.6815
2022-04-09,57.6815
2022-04-10,57.6815
2022-04-11,54.6899
2022-04-12,52.8159
2022-04-13,52.7931
2022-04-14,52.8353
2022-04-15,52.8353
2022-04-16,52.8353
2022-04-17,52.8353
2022-04-18,49.8854
2022-04-19,46.4092
2022-04-20,45.5585
2022-04-21,44.3079
2022-04-22,42.4616
2022-04-23,42.4616
2022-04-24,42.4616
2022-04-25,44.4647
2022-04-26,44.6591
2022-04-27,46.3826
2022-04-28,48.1928
2022-04-29,45.2381
2022-04-30,45.2381
2022-05-01,45.2381
2022-05-02,43.829
2022-05-03,46.0897
2022-05-04,46.95
2022-05-05,44.5452
2022-05-06,45.9419
2022-05-07,45.9419
2022-05-08,45.9419
2022-05-09,45.1445
2022-05-10,47.1606
2022-05-11,47.0764
2022-05-12,50.1848
2022-05-13,49.1376
2022-05-14,49.1376
2022-05-15,49.1376
2022-05-16,50.8312
2022-05-17,52.2991
2022-05-18,50.1272
2022-05-19,50.6906
2022-05-20,54.5567
2022-05-21,54.5567
2022-05-22,54.5567
2022-05-23,55.3722
2022-05-24,56.418
2022-05-25,57.0079
2022-05-26,57.5625
2022-05-27,57.3439
2022-05-28,57.3439
2022-05-29,57.3439
2022-05-30,57.3439
2022-05-31,54.9938
2022-06-01,53.2551
2022-06-02,53.9519
2022-06-03,55.1131
2022-06-04,55.1131
2022-06-05,55.1131
2022-06-06,55.2478
2022-06-07,56.8119
2022-06-08,55.4095
2022-06-09,50.9245
2022-06-10,46.7334
2022-06-11,46.7334
2022-06-12,46.7334
2022-06-13,42.605
2022-06-14,42.6305
2022-06-15,44.1422
2022-06-16,42.137
2022-06-17,40.3865
2022-06-18,40.3865
2022-06-19,40.3865
2022-06-20,40.3865
2022-06-21,44.3631
2022-06-22,46.602
2022-06-23,48.8637
2022-06-24,51.9593
2022-06-25,51.9593
2022-06-26,51.9593
2022-06-27,52.534
2022-06-28,49.9344
2022-06-29,50.5158
2022-06-30,53.4889
2022-07-01,53.2225
2022-07-02,53.2225
2022-07-03,53.2225
2022-07-04,53.2225
2022-07-05,51.7342
2022-07-06,53.9416
2022-07-07,55.2204
2022-07-08,54.6349
2022-07-09,54.6349
2022-07-10,54.6349
2022-07-11,53.9718
2022-07-12,51.9903
2022-07-13,51.416
2022-07-14,50.4927
2022-07-15,51.3068
2022-07-16,51.3068
2022-07-17,51.3068
2022-07-18,48.9919
2022-07-19,50.4265
2022-07-20,49.1577
2022-07-21,49.8694
2022-07-22,50.1342
2022-07-23,50.1342
2022-07-24,50.1342
2022-07-25,51.4367
2022-07-26,52.6914
2022-07-27,51.7776
2022-07-28,49.6487
2022-07-29,49.1201
2022-07-30,49.1201
2022-07-31,49.1201
2022-08-01,49.3856
2022-08-02,47.0494
2022-08-03,47.5239
2022-08-04,47.5239
2022-08-05,45.9931
2022-08-06,45.9931
2022-08-07,45.9931
2022-08-08,46.8929
2022-08-09,47.526
2022-08-10,48.0447
2022-08-11,43.6829
2022-08-12,48.9404
2022-08-13,48.9404
2022-08-14,48.9404
2022-08-15,48.0231
2022-08-16,48.3292
2022-08-17,46.7997
2022-08-18,45.0739
2022-08-19,46.752
2022-08-20,46.752
2022-08-21,46.752
2022-08-22,46.1128
2022-08-23,43.9023
2022-08-24,42.5279
2022-08-25,43.9976
2022-08-26,41.4764
2022-08-27,41.4764
2022-08-28,41.4764
2022-08-29,40.1753
2022-08-30,39.3529
2022-08-31,38.0385
2022-09-01,42.5228
2022-09-02,40.5082
2022-09-03,40.5082
2022-09-04,40.5082
2022-09-05,40.5082
2022-09-06,40.6957
2022-09-07,41.8647
2022-09-08,44.757
2022-09-09,46.9416
2022-09-10,46.9416
2022-09-11,46.9416
2022-09-12,46.7403
2022-09-13,42.9974
2022-09-14,42.9069
2022-09-15,42.4217
2022-09-16,42.7089
2022-09-17,42.7089
2022-09-18,42.7089
2022-09-19,41.3113
2022-09-20,39.7819
2022-09-21,37.9386
2022-09-22,40.133
2022-09-23,39.0561
2022-09-24,39.0561
2022-09-25,39.0561
2022-09-26,38.5107
2022-09-27,39.4208
2022-09-28,40.61
2022-09-29,39.9655
2022-09-30,39.0165
2022-10-01,39.0165
2022-10-02,39.0165
2022-10-03,40.4072
2022-10-04,41.568
2022-10-05,40.6967
2022-10-06,38.1881
2022-10-07,36.4506
2022-10-08,36.4506
2022-10-09,36.4506
2022-10-10,35.2233
2022-10-11,35.8893
2022-10-12,36.3275
2022-10-13,39.9919
2022-10-14,39.6934
2022-10-15,39.6934
2022-10-16,39.6934
2022-10-17,42.6107
2022-10-18,44.1669
2022-10-19,41.5697
2022-10-20,41.06
2022-10-21,47.8125
2022-10-22,47.8125
2022-10-23,47.8125
2022-10-24,49.542
2022-10-25,49.6882
2022-10-26,51.0666
2022-10-27,50.0998
2022-10-28,54.7774
2022-10-29,54.7774
2022-10-30,54.7774
2022-10-31,52.1444
2022-11-01,55.7915
2022-11-02,53.0964
2022-11-03,52.8132
2022-11-04,54.4468
2022-11-05,54.4468
2022-11-06,54.4468
2022-11-07,54.0596
2022-11-08,54.7258
2022-11-09,52.8064
2022-11-10,54.5345
2022-11-11,55.1014
2022-11-12,55.1014
2022-11-13,55.1014
2022-11-14,59.0401
2022-11-15,56.9295
2022-11-16,55.3411
2022-11-17,56.0245
2022-11-18,55.7096
2022-11-19,55.7096
2022-11-20,55.7096
2022-11-21,55.548
2022-11-22,57.8252
2022-11-23,57.0525
2022-11-24,57.0525
2022-11-25,57.9621
2022-11-26,57.9621
2022-11-27,57.9621
2022-11-28,58.8633
2022-11-29,58.5746
2022-11-30,60.1903
2022-12-01,62.4399
2022-12-02,61.7935
2022-12-03,61.7935
2022-12-04,61.7935
2022-12-05,61.1007
2022-12-06,57.3324
2022-12-07,58.7015
2022-12-08,62.3343
2022-12-09,62.1141
2022-12-10,62.1141
2022-12-11,62.1141
2022-12-12,63.1029
2022-12-13,65.0544
2022-12-14,67.7855
2022-12-15,64.5647
2022-12-16,57.3982
2022-12-17,57.3982
2022-12-18,57.3982
2022-12-19,57.2791
2022-12-20,57.1565
2022-12-21,57.9481
2022-12-22,57.8831
2022-12-23,58.3428
2022-12-24,58.3428
2022-12-25,58.3428
2022-12-26,58.3428
2022-12-27,56.0123
2022-12-28,54.942
2022-12-29,56.3285
2022-12-30,56.0256
2022-12-31,56.0256
2023-01-01,56.0256
2023-01-02,56.0256
2023-01-03,56.0799
2023-01-04,52.306
2023-01-05,50.8341
2023-01-06,54.3933
2023-01-07,54.3933
2023-01-08,54.3933
2023-01-09,47.2833
2023-01-10,45.4143
2023-01-11,45.008
2023-01-12,45.7756
2023-01-13,46.1939
2023-01-14,46.1939
2023-01-15,46.1939
2023-01-16,46.1939
2023-01-17,41.96
2023-01-18,39.6653
2023-01-19,39.5823
2023-01-20,40.0685
2023-01-21,40.0685
2023-01-22,40.0685
2023-01-23,39.7815
2023-01-24,39.1786
2023-01-25,40.4239
2023-01-26,39.4632
2023-01-27,38.4038
2023-01-28,38.4038
2023-01-29,38.4038
2023-01-30,37.8554
2023-01-31,40.1045
2023-02-01,39.6422
2023-02-02,41.012
2023-02-03,40.2961
2023-02-04,40.2961
2023-02-05,40.2961
2023-02-06,39.5312
2023-02-07,39.0962
2023-02-08,40.6463
2023-02-09,38.9629
2023-02-10,41.0924
2023-02-11,41.0924
2023-02-12,41.0924
2023-02-13,41.5223
2023-02-14,40.7668
2023-02-15,39.6609
2023-02-16,38.6574
2023-02-17,39.7653
2023-02-18,39.7653
2023-02-19,39.7653
2023-02-20,39.7653
2023-02-21,38.3594
2023-02-22,37.4989
2023-02-23,37.2826
2023-02-24,35.8135
2023-02-25,35.8135
2023-02-26,35.8135
2023-02-27,33.4114
2023-02-28,32.9169
2023-03-01,32.0069
2023-03-02,34.1322
2023-03-03,36.6015
2023-03-04,36.6015
2023-03-05,36.6015
2023-03-06,36.4947
2023-03-07,34.4902
2023-03-08,33.9393
2023-03-09,32.3362
2023-03-10,32.1695
2023-03-11,32.1695
2023-03-12,32.1695
2023-03-13,34.5145
2023-03-14,34.7133
2023-03-15,36.6039
2023-03-16,37.0505
2023-03-17,36.2578
