,NWE US Equity
,RSI_30D
2020-01-01,45.5531
2020-01-02,41.3975
2020-01-03,41.3975
2020-01-04,41.3975
2020-01-05,41.3975
2020-01-06,42.6016
2020-01-07,41.3837
2020-01-08,41.3837
2020-01-09,43.4502
2020-01-10,45.4846
2020-01-11,45.4846
2020-01-12,45.4846
2020-01-13,49.9312
2020-01-14,50.8398
2020-01-15,54.2388
2020-01-16,57.4806
2020-01-17,58.4536
2020-01-18,58.4536
2020-01-19,58.4536
2020-01-20,58.4536
2020-01-21,60.2739
2020-01-22,60.719
2020-01-23,60.7493
2020-01-24,61.7275
2020-01-25,61.7275
2020-01-26,61.7275
2020-01-27,60.9419
2020-01-28,61.7292
2020-01-29,62.6938
2020-01-30,65.319
2020-01-31,64.7429
2020-02-01,64.7429
2020-02-02,64.7429
2020-02-03,65.7926
2020-02-04,63.7753
2020-02-05,65.6668
2020-02-06,65.1866
2020-02-07,61.4185
2020-02-08,61.4185
2020-02-09,61.4185
2020-02-10,62.434
2020-02-11,63.1037
2020-02-12,63.4409
2020-02-13,66.2805
2020-02-14,67.5573
2020-02-15,67.5573
2020-02-16,67.5573
2020-02-17,67.5573
2020-02-18,69.5921
2020-02-19,70.7047
2020-02-20,68.9644
2020-02-21,64.4036
2020-02-22,64.4036
2020-02-23,64.4036
2020-02-24,61.7456
2020-02-25,57.2905
2020-02-26,56.0598
2020-02-27,46.9192
2020-02-28,37.0376
2020-02-29,37.0376
2020-03-01,37.0376
2020-03-02,47.9205
2020-03-03,46.7269
2020-03-04,55.1251
2020-03-05,52.5974
2020-03-06,53.0176
2020-03-07,53.0176
2020-03-08,53.0176
2020-03-09,46.3475
2020-03-10,49.4459
2020-03-11,43.2987
2020-03-12,33.8878
2020-03-13,42.5622
2020-03-14,42.5622
2020-03-15,42.5622
2020-03-16,34.1527
2020-03-17,42.5428
2020-03-18,35.6842
2020-03-19,39.1589
2020-03-20,34.5204
2020-03-21,34.5204
2020-03-22,34.5204
2020-03-23,35.1184
2020-03-24,38.2827
2020-03-25,38.8843
2020-03-26,43.4468
2020-03-27,44.1136
2020-03-28,44.1136
2020-03-29,44.1136
2020-03-30,45.2909
2020-03-31,44.2289
2020-04-01,41.8133
2020-04-02,42.1307
2020-04-03,40.2727
2020-04-04,40.2727
2020-04-05,40.2727
2020-04-06,44.95
2020-04-07,44.2264
2020-04-08,46.7568
2020-04-09,49.0655
2020-04-10,49.0655
2020-04-11,49.0655
2020-04-12,49.0655
2020-04-13,48.2358
2020-04-14,48.9841
2020-04-15,47.2031
2020-04-16,46.7491
2020-04-17,47.9953
2020-04-18,47.9953
2020-04-19,47.9953
2020-04-20,45.2171
2020-04-21,45.8226
2020-04-22,45.8837
2020-04-23,44.7481
2020-04-24,44.3241
2020-04-25,44.3241
2020-04-26,44.3241
2020-04-27,45.7315
2020-04-28,47.5111
2020-04-29,46.8273
2020-04-30,45.3502
2020-05-01,44.2366
2020-05-02,44.2366
2020-05-03,44.2366
2020-05-04,44.4283
2020-05-05,45.199
2020-05-06,43.0886
2020-05-07,44.5759
2020-05-08,46.4956
2020-05-09,46.4956
2020-05-10,46.4956
2020-05-11,46.066
2020-05-12,44.9651
2020-05-13,44.1869
2020-05-14,44.2158
2020-05-15,43.641
2020-05-16,43.641
2020-05-17,43.641
2020-05-18,46.975
2020-05-19,46.0865
2020-05-20,47.2049
2020-05-21,46.9997
2020-05-22,47.2762
2020-05-23,47.2762
2020-05-24,47.2762
2020-05-25,47.2762
2020-05-26,48.5457
2020-05-27,49.5279
2020-05-28,49.4888
2020-05-29,49.53
2020-05-30,49.53
2020-05-31,49.53
2020-06-01,49.8789
2020-06-02,49.6208
2020-06-03,51.6588
2020-06-04,50.1703
2020-06-05,52.3435
2020-06-06,52.3435
2020-06-07,52.3435
2020-06-08,52.7903
2020-06-09,51.6031
2020-06-10,49.8742
2020-06-11,45.5246
2020-06-12,45.2
2020-06-13,45.2
2020-06-14,45.2
2020-06-15,46.2807
2020-06-16,46.6916
2020-06-17,45.7129
2020-06-18,45.5091
2020-06-19,44.2734
2020-06-20,44.2734
2020-06-21,44.2734
2020-06-22,44.3278
2020-06-23,43.8189
2020-06-24,42.4173
2020-06-25,41.7482
2020-06-26,41.6386
2020-06-27,41.6386
2020-06-28,41.6386
2020-06-29,44.588
2020-06-30,45.2019
2020-07-01,46.5012
2020-07-02,46.3734
2020-07-03,46.3734
2020-07-04,46.3734
2020-07-05,46.3734
2020-07-06,45.6594
2020-07-07,43.8072
2020-07-08,44.2399
2020-07-09,42.7881
2020-07-10,44.2688
2020-07-11,44.2688
2020-07-12,44.2688
2020-07-13,44.02
2020-07-14,44.5964
2020-07-15,45.9346
2020-07-16,46.5098
2020-07-17,46.9392
2020-07-18,46.9392
2020-07-19,46.9392
2020-07-20,44.5282
2020-07-21,46.0238
