,LBRT US Equity
2023-03-18,38.7066
2023-03-19,38.7066
2023-03-20,39.9283
2023-03-21,39.8163
2023-03-22,36.9247
2023-03-23,35.5402
2023-03-24,36.8809
2023-03-25,36.8809
2023-03-26,36.8809
2023-03-27,40.7602
2023-03-28,43.5788
2023-03-29,42.8879
2023-03-30,41.6361
2023-03-31,42.7878
2023-04-01,42.7878
2023-04-02,42.7878
2023-04-03,46.787
2023-04-04,45.4876
2023-04-05,46.6843
2023-04-06,45.6476
2023-04-07,45.6476
2023-04-08,45.6476
2023-04-09,45.6476
2023-04-10,46.338
2023-04-11,46.338
2023-04-12,45.1971
2023-04-13,46.3018
2023-04-14,46.567
2023-04-15,46.567
2023-04-16,46.567
2023-04-17,45.6799
2023-04-18,44.6155
2023-04-19,45.8082
2023-04-20,46.4894
2023-04-21,46.835
2023-04-22,46.835
2023-04-23,46.835
2023-04-24,49.2108
2023-04-25,45.2741
2023-04-26,43.3662
2023-04-27,43.0534
2023-04-28,44.5892
2023-04-29,44.5892
2023-04-30,44.5892
2023-05-01,45.9803
2023-05-02,41.5309
2023-05-03,40.9512
2023-05-04,40.4506
2023-05-05,42.6856
2023-05-06,42.6856
2023-05-07,42.6856
2023-05-08,43.0442
2023-05-09,43.1056
2023-05-10,42.7246
2023-05-11,42.3374
2023-05-12,42.3374
2023-05-13,42.3374
2023-05-14,42.3374
2023-05-15,43.2319
2023-05-16,41.6385
2023-05-17,45.5871
2023-05-18,47.1543
2023-05-19,48.1432
2023-05-20,48.1432
2023-05-21,48.1432
2023-05-22,49.3684
2023-05-23,49.3684
2023-05-24,49.12
2023-05-25,46.5747
2023-05-26,45.9299
2023-05-27,45.9299
2023-05-28,45.9299
2023-05-29,45.9299
2023-05-30,43.7646
2023-05-31,41.5768
2023-06-01,46.9924
2023-06-02,50.7257
2023-06-03,50.7257
2023-06-04,50.7257
2023-06-05,49.153
2023-06-06,51.803
2023-06-07,53.6762
2023-06-08,53.7794
2023-06-09,53.41
2023-06-10,53.41
2023-06-11,53.41
2023-06-12,51.1679
2023-06-13,55.1671
2023-06-14,53.0386
2023-06-15,54.985
2023-06-16,53.0038
2023-06-17,53.0038
2023-06-18,53.0038
2023-06-19,53.0038
2023-06-20,50.777
2023-06-21,50.6121
2023-06-22,47.6243
2023-06-23,46.2622
2023-06-24,46.2622
2023-06-25,46.2622
2023-06-26,47.7509
2023-06-27,49.6917
2023-06-28,49.7468
2023-06-29,50.0866
2023-06-30,51.2792
2023-07-01,51.2792
2023-07-02,51.2792
2023-07-03,53.154
2023-07-04,53.154
2023-07-05,53.0298
2023-07-06,53.0865
2023-07-07,58.7061
2023-07-08,58.7061
2023-07-09,58.7061
2023-07-10,57.6573
2023-07-11,59.6164
2023-07-12,60.3395
2023-07-13,61.0165
2023-07-14,58.6019
2023-07-15,58.6019
2023-07-16,58.6019
2023-07-17,59.1749
2023-07-18,61.5168
2023-07-19,62.8983
2023-07-20,59.9088
2023-07-21,58.6349
2023-07-22,58.6349
2023-07-23,58.6349
2023-07-24,60.5965
2023-07-25,61.8584
2023-07-26,62.2038
2023-07-27,61.0597
2023-07-28,60.2006
2023-07-29,60.2006
2023-07-30,60.2006
2023-07-31,62.9424
2023-08-01,63.1147
2023-08-02,61.3437
2023-08-03,62.7841
2023-08-04,62.558
2023-08-05,62.558
2023-08-06,62.558
2023-08-07,62.0954
2023-08-08,62.1919
2023-08-09,63.6733
2023-08-10,62.2091
2023-08-11,62.3584
2023-08-12,62.3584
2023-08-13,62.3584
2023-08-14,61.5206
2023-08-15,58.0514
2023-08-16,56.4434
2023-08-17,56.7971
2023-08-18,58.145
2023-08-19,58.145
2023-08-20,58.145
2023-08-21,56.8682
2023-08-22,56.0721
2023-08-23,56.4505
2023-08-24,56.1172
2023-08-25,54.9424
2023-08-26,54.9424
2023-08-27,54.9424
2023-08-28,56.2945
2023-08-29,56.5642
2023-08-30,54.0623
2023-08-31,55.1244
2023-09-01,58.8029
2023-09-02,58.8029
2023-09-03,58.8029
2023-09-04,58.8029
2023-09-05,65.6396
2023-09-06,66.1716
2023-09-07,65.2142
2023-09-08,65.0372
2023-09-09,65.0372
2023-09-10,65.0372
2023-09-11,64.7644
2023-09-12,66.4619
2023-09-13,65.806
2023-09-14,66.6333
2023-09-15,66.6333
2023-09-16,66.6333
2023-09-17,66.6333
2023-09-18,67.3786
2023-09-19,64.8801
2023-09-20,63.8032
2023-09-21,60.8582
2023-09-22,62.9146
2023-09-23,62.9146
2023-09-24,62.9146
2023-09-25,62.8197
2023-09-26,60.2817
2023-09-27,65.28
2023-09-28,65.9474
2023-09-29,63.3386
2023-09-30,63.3386
2023-10-01,63.3386
2023-10-02,57.8675
2023-10-03,56.2909
2023-10-04,49.5129
2023-10-05,49.3322
2023-10-06,51.294
2023-10-07,51.294
2023-10-08,51.294
2023-10-09,56.3236
2023-10-10,57.4115
2023-10-11,59.7676
2023-10-12,59.0244
2023-10-13,61.0295
2023-10-14,61.0295
2023-10-15,61.0295
2023-10-16,61.6473
2023-10-17,63.8092
2023-10-18,64.0149
2023-10-19,68.9455
2023-10-20,67.5275
2023-10-21,67.5275
2023-10-22,67.5275
2023-10-23,66.8167
2023-10-24,66.1682
2023-10-25,63.6819
2023-10-26,59.9531
2023-10-27,59.7592
2023-10-28,59.7592
2023-10-29,59.7592
2023-10-30,59.1
2023-10-31,60.0126
2023-11-01,61.1775
2023-11-02,62.3978
2023-11-03,62.3255
2023-11-04,62.3255
2023-11-05,62.3255
2023-11-06,61.8063
2023-11-07,53.851
2023-11-08,53.9022
2023-11-09,51.8797
2023-11-10,53.3702
2023-11-11,53.3702
2023-11-12,53.3702
2023-11-13,55.5087
2023-11-14,58.1556
2023-11-15,56.54
2023-11-16,52.8046
2023-11-17,56.1308
2023-11-18,56.1308
2023-11-19,56.1308
2023-11-20,56.7525
2023-11-21,56.7978
2023-11-22,55.1273
2023-11-23,55.1273
2023-11-24,56.0817
2023-11-25,56.0817
2023-11-26,56.0817
2023-11-27,55.4112
2023-11-28,54.9784
2023-11-29,54.8518
2023-11-30,56.3091
2023-12-01,56.1751
2023-12-02,56.1751
2023-12-03,56.1751
2023-12-04,56.3898
2023-12-05,50.9487
2023-12-06,44.544
2023-12-07,44.7222
2023-12-08,45.208
2023-12-09,45.208
2023-12-10,45.208
2023-12-11,44.9526
2023-12-12,44.4332
2023-12-13,46.5417
2023-12-14,49.258
2023-12-15,48.6892
2023-12-16,48.6892
2023-12-17,48.6892
2023-12-18,48.5154
2023-12-19,50.0527
2023-12-20,49.5628
2023-12-21,49.1276
2023-12-22,49.4555
2023-12-23,49.4555
2023-12-24,49.4555
2023-12-25,49.4555
2023-12-26,51.2126
2023-12-27,49.9486
2023-12-28,48.0129
2023-12-29,47.0694
2023-12-30,47.0694
2023-12-31,47.0694
2024-01-01,47.0694
2024-01-02,47.2125
2024-01-03,49.7422
2024-01-04,46.6581
2024-01-05,50.6173
2024-01-06,50.6173
2024-01-07,50.6173
2024-01-08,46.0234
2024-01-09,44.8361
2024-01-10,42.2721
2024-01-11,42.073
2024-01-12,44.3768
2024-01-13,44.3768
2024-01-14,44.3768
2024-01-15,44.3768
2024-01-16,42.4751
2024-01-17,41.336
2024-01-18,44.3563
2024-01-19,44.0435
2024-01-20,44.0435
2024-01-21,44.0435
2024-01-22,44.6492
2024-01-23,46.5766
2024-01-24,51.2954
2024-01-25,57.2104
2024-01-26,57.7946
2024-01-27,57.7946
2024-01-28,57.7946
2024-01-29,58.6481
2024-01-30,65.0385
2024-01-31,60.6029
2024-02-01,58.5905
2024-02-02,55.5477
2024-02-03,55.5477
2024-02-04,55.5477
2024-02-05,52.13
2024-02-06,52.9617
2024-02-07,52.5836
2024-02-08,52.9312
2024-02-09,53.9354
2024-02-10,53.9354
2024-02-11,53.9354
2024-02-12,54.5029
2024-02-13,53.9214
2024-02-14,54.1514
2024-02-15,58.9431
2024-02-16,60.3101
2024-02-17,60.3101
2024-02-18,60.3101
2024-02-19,60.3101
2024-02-20,59.5692
2024-02-21,58.3149
2024-02-22,59.8264
2024-02-23,58.3856
2024-02-24,58.3856
2024-02-25,58.3856
2024-02-26,57.1331
2024-02-27,59.2696
2024-02-28,58.9772
2024-02-29,59.9979
2024-03-01,61.8068
2024-03-02,61.8068
2024-03-03,61.8068
2024-03-04,58.6459
2024-03-05,58.6873
2024-03-06,58.8152
2024-03-07,60.5015
2024-03-08,59.5556
2024-03-09,59.5556
2024-03-10,59.5556
2024-03-11,58.4835
2024-03-12,58.6646
2024-03-13,51.669
2024-03-14,51.4574
2024-03-15,52.8069
2024-03-16,52.8069
2024-03-17,52.8069
2024-03-18,52.3055
2024-03-19,54.9135
2024-03-20,53.2098
2024-03-21,54.6178
2024-03-22,52.5857
2024-03-23,52.5857
2024-03-24,52.5857
2024-03-25,52.5857
2024-03-26,49.9348
2024-03-27,51.6169
2024-03-28,53.5347
2024-03-29,53.5347
2024-03-30,53.5347
2024-03-31,53.5347
2024-04-01,54.7553
2024-04-02,57.9544
2024-04-03,61.8963
2024-04-04,61.6547
2024-04-05,61.9618
2024-04-06,61.9618
2024-04-07,61.9618
2024-04-08,58.737
