,ALE US Equity
2023-03-22,47.012
2023-03-23,47.7373
2023-03-24,53.4633
2023-03-25,53.4633
2023-03-26,53.4633
2023-03-27,53.526
2023-03-28,53.6767
2023-03-29,54.7604
2023-03-30,55.0865
2023-03-31,55.7898
2023-04-01,55.7898
2023-04-02,55.7898
2023-04-03,55.1753
2023-04-04,54.1379
2023-04-05,56.2316
2023-04-06,58.0808
2023-04-07,58.0808
2023-04-08,58.0808
2023-04-09,58.0808
2023-04-10,57.1696
2023-04-11,57.9619
2023-04-12,55.4278
2023-04-13,54.4823
2023-04-14,51.6905
2023-04-15,51.6905
2023-04-16,51.6905
2023-04-17,53.7304
2023-04-18,52.3688
2023-04-19,53.9619
2023-04-20,54.202
2023-04-21,52.2567
2023-04-22,52.2567
2023-04-23,52.2567
2023-04-24,52.2286
2023-04-25,51.2311
2023-04-26,48.1334
2023-04-27,48.5848
2023-04-28,48.3671
2023-04-29,48.3671
2023-04-30,48.3671
2023-05-01,50.7636
2023-05-02,48.1229
2023-05-03,48.9527
2023-05-04,52.1218
2023-05-05,49.0786
2023-05-06,49.0786
2023-05-07,49.0786
2023-05-08,48.8415
2023-05-09,48.8144
2023-05-10,49.9352
2023-05-11,48.2807
2023-05-12,49.2274
2023-05-13,49.2274
2023-05-14,49.2274
2023-05-15,48.0243
2023-05-16,46.3503
2023-05-17,48.3673
2023-05-18,48.1369
2023-05-19,49.078
2023-05-20,49.078
2023-05-21,49.078
2023-05-22,50.291
2023-05-23,49.6324
2023-05-24,46.8518
2023-05-25,44.1538
2023-05-26,44.798
2023-05-27,44.798
2023-05-28,44.798
2023-05-29,44.798
2023-05-30,43.9154
2023-05-31,42.9045
2023-06-01,38.7854
2023-06-02,48.6978
2023-06-03,48.6978
2023-06-04,48.6978
2023-06-05,45.828
2023-06-06,48.6703
2023-06-07,52.3483
2023-06-08,50.8645
2023-06-09,49.5312
2023-06-10,49.5312
2023-06-11,49.5312
2023-06-12,47.8849
2023-06-13,48.36
2023-06-14,46.6465
2023-06-15,47.066
2023-06-16,47.6778
2023-06-17,47.6778
2023-06-18,47.6778
2023-06-19,47.6778
2023-06-20,46.1659
2023-06-21,46.3892
2023-06-22,44.5491
2023-06-23,42.3379
2023-06-24,42.3379
2023-06-25,42.3379
2023-06-26,44.9069
2023-06-27,42.1358
2023-06-28,40.4873
2023-06-29,42.6093
2023-06-30,43.1477
2023-07-01,43.1477
2023-07-02,43.1477
2023-07-03,44.5082
2023-07-04,44.5082
2023-07-05,44.0763
2023-07-06,42.7001
2023-07-07,40.4307
2023-07-08,40.4307
2023-07-09,40.4307
2023-07-10,40.1186
2023-07-11,42.6528
2023-07-12,42.7132
2023-07-13,45.7305
2023-07-14,44.7972
2023-07-15,44.7972
2023-07-16,44.7972
2023-07-17,44.8271
2023-07-18,44.0384
2023-07-19,44.823
2023-07-20,48.274
2023-07-21,46.6976
2023-07-22,46.6976
2023-07-23,46.6976
2023-07-24,47.0553
2023-07-25,45.7325
2023-07-26,46.9362
2023-07-27,44.0102
2023-07-28,43.8102
2023-07-29,43.8102
2023-07-30,43.8102
2023-07-31,44.5274
2023-08-01,43.3311
2023-08-02,45.4091
2023-08-03,42.7331
2023-08-04,40.8189
2023-08-05,40.8189
2023-08-06,40.8189
2023-08-07,41.2612
2023-08-08,46.3941
2023-08-09,45.5752
2023-08-10,45.4197
2023-08-11,46.9185
2023-08-12,46.9185
2023-08-13,46.9185
2023-08-14,43.7667
2023-08-15,41.9021
2023-08-16,43.0111
2023-08-17,44.494
2023-08-18,45.949
2023-08-19,45.949
2023-08-20,45.949
2023-08-21,44.3289
2023-08-22,45.7025
2023-08-23,45.799
2023-08-24,43.9405
2023-08-25,45.3048
2023-08-26,45.3048
2023-08-27,45.3048
2023-08-28,45.6054
2023-08-29,45.3761
2023-08-30,44.4795
2023-08-31,42.8684
2023-09-01,43.9372
2023-09-02,43.9372
2023-09-03,43.9372
2023-09-04,43.9372
2023-09-05,40.1586
2023-09-06,43.034
2023-09-07,43.4208
2023-09-08,43.8509
2023-09-09,43.8509
2023-09-10,43.8509
2023-09-11,46.4817
2023-09-12,46.0944
2023-09-13,47.0079
2023-09-14,50.4176
2023-09-15,49.9288
2023-09-16,49.9288
2023-09-17,49.9288
2023-09-18,48.6919
2023-09-19,46.4369
2023-09-20,46.9312
2023-09-21,46.2997
2023-09-22,46.9277
2023-09-23,46.9277
2023-09-24,46.9277
2023-09-25,47.2654
2023-09-26,41.7934
2023-09-27,41.5709
2023-09-28,38.3499
2023-09-29,39.2676
2023-09-30,39.2676
2023-10-01,39.2676
2023-10-02,33.8312
2023-10-03,34.1456
2023-10-04,39.0511
2023-10-05,40.86
2023-10-06,44.0637
2023-10-07,44.0637
2023-10-08,44.0637
2023-10-09,43.7102
2023-10-10,43.5296
2023-10-11,47.3857
2023-10-12,45.4333
2023-10-13,46.2802
2023-10-14,46.2802
2023-10-15,46.2802
2023-10-16,47.4061
2023-10-17,47.6269
2023-10-18,46.6997
2023-10-19,45.0279
2023-10-20,43.6311
2023-10-21,43.6311
2023-10-22,43.6311
2023-10-23,42.5078
2023-10-24,45.4483
2023-10-25,46.1521
2023-10-26,47.2255
2023-10-27,43.8619
2023-10-28,43.8619
2023-10-29,43.8619
2023-10-30,45.4822
2023-10-31,47.0308
2023-11-01,48.2284
2023-11-02,55.3666
2023-11-03,53.967
2023-11-04,53.967
2023-11-05,53.967
2023-11-06,55.0904
2023-11-07,52.2998
2023-11-08,49.3786
2023-11-09,48.2371
2023-11-10,47.8909
2023-11-11,47.8909
2023-11-12,47.8909
2023-11-13,46.795
2023-11-14,54.298
2023-11-15,54.298
2023-11-16,54.8322
2023-11-17,54.5921
2023-11-18,54.5921
2023-11-19,54.5921
2023-11-20,54.4996
2023-11-21,52.2106
2023-11-22,52.5951
2023-11-23,52.5951
2023-11-24,53.1796
2023-11-25,53.1796
2023-11-26,53.1796
2023-11-27,53.5184
2023-11-28,54.2321
2023-11-29,52.3366
2023-11-30,53.4296
2023-12-01,55.0716
2023-12-02,55.0716
2023-12-03,55.0716
2023-12-04,55.6393
2023-12-05,65.7383
2023-12-06,67.2108
2023-12-07,67.3962
2023-12-08,66.0613
2023-12-09,66.0613
2023-12-10,66.0613
2023-12-11,65.5312
2023-12-12,64.0429
2023-12-13,65.0593
2023-12-14,62.9358
2023-12-15,61.5503
2023-12-16,61.5503
2023-12-17,61.5503
2023-12-18,60.314
2023-12-19,62.418
2023-12-20,61.2407
2023-12-21,62.5724
2023-12-22,63.4932
2023-12-23,63.4932
2023-12-24,63.4932
2023-12-25,63.4932
2023-12-26,63.6195
2023-12-27,62.3188
2023-12-28,62.4323
2023-12-29,61.5501
2023-12-30,61.5501
2023-12-31,61.5501
2024-01-01,61.5501
2024-01-02,64.1266
2024-01-03,65.2768
2024-01-04,64.3285
2024-01-05,63.2589
2024-01-06,63.2589
2024-01-07,63.2589
2024-01-08,63.6526
2024-01-09,62.5115
2024-01-10,60.0457
2024-01-11,57.3291
2024-01-12,57.4949
2024-01-13,57.4949
2024-01-14,57.4949
2024-01-15,57.4949
2024-01-16,53.3496
2024-01-17,52.0772
2024-01-18,49.9062
2024-01-19,49.9062
2024-01-20,49.9062
2024-01-21,49.9062
2024-01-22,51.8923
2024-01-23,51.6871
2024-01-24,47.3613
2024-01-25,52.0121
2024-01-26,50.6841
2024-01-27,50.6841
2024-01-28,50.6841
2024-01-29,52.6335
2024-01-30,52.3777
2024-01-31,50.8134
2024-02-01,54.6191
2024-02-02,50.4869
2024-02-03,50.4869
2024-02-04,50.4869
2024-02-05,47.3787
2024-02-06,48.1606
2024-02-07,48.1332
2024-02-08,46.8911
2024-02-09,48.5396
2024-02-10,48.5396
2024-02-11,48.5396
2024-02-12,50.9877
2024-02-13,45.5921
2024-02-14,48.4357
2024-02-15,51.8062
2024-02-16,51.5114
2024-02-17,51.5114
2024-02-18,51.5114
2024-02-19,51.5114
2024-02-20,49.0949
2024-02-21,47.7597
2024-02-22,47.2579
2024-02-23,47.7407
2024-02-24,47.7407
2024-02-25,47.7407
2024-02-26,45.4618
2024-02-27,46.7474
2024-02-28,45.3159
2024-02-29,46.9378
2024-03-01,46.8073
2024-03-02,46.8073
2024-03-03,46.8073
2024-03-04,50.3505
2024-03-05,48.9893
2024-03-06,49.9961
2024-03-07,49.0502
2024-03-08,50.225
2024-03-09,50.225
2024-03-10,50.225
2024-03-11,51.8768
2024-03-12,49.597
2024-03-13,50.1421
2024-03-14,49.1863
2024-03-15,51.807
2024-03-16,51.807
2024-03-17,51.807
2024-03-18,50.4465
2024-03-19,50.3869
2024-03-20,50.7774
2024-03-21,52.1849
2024-03-22,52.4244
2024-03-23,52.4244
2024-03-24,52.4244
2024-03-25,52.3905
2024-03-26,49.2877
2024-03-27,53.0798
2024-03-28,55.3632
2024-03-29,55.3632
2024-03-30,55.3632
2024-03-31,55.3632
2024-04-01,55.3292
2024-04-02,56.516
2024-04-03,55.4527
2024-04-04,54.1871
2024-04-05,53.8692
2024-04-06,53.8692
2024-04-07,53.8692
2024-04-08,57.1896
