,MGRC US Equity
2023-03-17,42.8836
2023-03-18,42.8836
2023-03-19,42.8836
2023-03-20,42.5721
2023-03-21,44.7288
2023-03-22,42.1457
2023-03-23,41.3673
2023-03-24,41.3673
2023-03-25,41.3673
2023-03-26,41.3673
2023-03-27,43.2733
2023-03-28,43.2873
2023-03-29,43.1109
2023-03-30,43.7482
2023-03-31,45.0947
2023-04-01,45.0947
2023-04-02,45.0947
2023-04-03,44.181
2023-04-04,38.2703
2023-04-05,37.5739
2023-04-06,41.0091
2023-04-07,41.0091
2023-04-08,41.0091
2023-04-09,41.0091
2023-04-10,41.1103
2023-04-11,40.6875
2023-04-12,42.8665
2023-04-13,44.1652
2023-04-14,45.0885
2023-04-15,45.0885
2023-04-16,45.0885
2023-04-17,46.3644
2023-04-18,43.8983
2023-04-19,45.004
2023-04-20,43.8168
2023-04-21,43.1407
2023-04-22,43.1407
2023-04-23,43.1407
2023-04-24,43.3279
2023-04-25,42.3897
2023-04-26,40.2512
2023-04-27,43.7874
2023-04-28,44.4885
2023-04-29,44.4885
2023-04-30,44.4885
2023-05-01,45.7365
2023-05-02,44.8461
2023-05-03,44.1601
2023-05-04,42.6719
2023-05-05,47.289
2023-05-06,47.289
2023-05-07,47.289
2023-05-08,47.5666
2023-05-09,48.656
2023-05-10,49.1581
2023-05-11,48.3808
2023-05-12,48.3808
2023-05-13,48.3808
2023-05-14,48.3808
2023-05-15,48.4293
2023-05-16,47.6272
2023-05-17,49.3785
2023-05-18,50.0694
2023-05-19,49.1443
2023-05-20,49.1443
2023-05-21,49.1443
2023-05-22,48.712
2023-05-23,49.0862
2023-05-24,47.6144
2023-05-25,47.5629
2023-05-26,47.5824
2023-05-27,47.5824
2023-05-28,47.5824
2023-05-29,47.5824
2023-05-30,46.6828
2023-05-31,44.6398
2023-06-01,45.4212
2023-06-02,52.0117
2023-06-03,52.0117
2023-06-04,52.0117
2023-06-05,51.5674
2023-06-06,56.6719
2023-06-07,60.5558
2023-06-08,59.5432
2023-06-09,59.1955
2023-06-10,59.1955
2023-06-11,59.1955
2023-06-12,59.4405
2023-06-13,59.7186
2023-06-14,59.09
2023-06-15,57.4428
2023-06-16,52.7274
2023-06-17,52.7274
2023-06-18,52.7274
2023-06-19,52.7274
2023-06-20,51.4784
2023-06-21,49.3533
2023-06-22,47.3635
2023-06-23,47.92
2023-06-24,47.92
2023-06-25,47.92
2023-06-26,48.9996
2023-06-27,52.2106
2023-06-28,50.7513
2023-06-29,49.1089
2023-06-30,49.0746
2023-07-01,49.0746
2023-07-02,49.0746
2023-07-03,49.9409
2023-07-04,49.9409
2023-07-05,45.2618
2023-07-06,44.3175
2023-07-07,46.1726
2023-07-08,46.1726
2023-07-09,46.1726
2023-07-10,46.0764
2023-07-11,49.5231
2023-07-12,48.6595
2023-07-13,50.0724
2023-07-14,50.6983
2023-07-15,50.6983
2023-07-16,50.6983
2023-07-17,54.0712
2023-07-18,55.6484
2023-07-19,52.7186
2023-07-20,52.4654
2023-07-21,49.4803
2023-07-22,49.4803
2023-07-23,49.4803
2023-07-24,50.2723
2023-07-25,50.8442
2023-07-26,49.4883
2023-07-27,47.8554
2023-07-28,55.1373
2023-07-29,55.1373
2023-07-30,55.1373
2023-07-31,56.116
2023-08-01,54.755
2023-08-02,54.7189
2023-08-03,55.2986
2023-08-04,55.4693
2023-08-05,55.4693
2023-08-06,55.4693
2023-08-07,56.4087
2023-08-08,54.5631
2023-08-09,56.2202
2023-08-10,58.1338
2023-08-11,61.3643
2023-08-12,61.3643
2023-08-13,61.3643
2023-08-14,62.2312
2023-08-15,62.7347
2023-08-16,59.059
2023-08-17,57.2644
2023-08-18,56.5611
2023-08-19,56.5611
2023-08-20,56.5611
2023-08-21,56.805
2023-08-22,57.469
2023-08-23,58.3471
2023-08-24,61.7441
2023-08-25,61.1347
2023-08-26,61.1347
2023-08-27,61.1347
2023-08-28,62.751
2023-08-29,63.2689
2023-08-30,62.0111
2023-08-31,58.5107
2023-09-01,58.556
2023-09-02,58.556
2023-09-03,58.556
2023-09-04,58.556
2023-09-05,52.891
2023-09-06,53.3024
2023-09-07,53.2062
2023-09-08,54.0296
2023-09-09,54.0296
2023-09-10,54.0296
2023-09-11,50.957
2023-09-12,51.5132
2023-09-13,50.3323
2023-09-14,52.5119
2023-09-15,55.7589
2023-09-16,55.7589
2023-09-17,55.7589
2023-09-18,57.7168
2023-09-19,58.6412
2023-09-20,57.4673
2023-09-21,55.3786
2023-09-22,57.314
2023-09-23,57.314
2023-09-24,57.314
2023-09-25,57.6998
2023-09-26,55.6398
2023-09-27,57.8716
2023-09-28,55.7861
2023-09-29,53.4984
2023-09-30,53.4984
2023-10-01,53.4984
2023-10-02,53.7333
2023-10-03,51.2106
2023-10-04,52.3844
2023-10-05,51.3543
2023-10-06,52.7774
2023-10-07,52.7774
2023-10-08,52.7774
2023-10-09,54.8771
2023-10-10,58.2638
2023-10-11,59.7195
2023-10-12,60.0478
2023-10-13,56.3505
2023-10-14,56.3505
2023-10-15,56.3505
2023-10-16,56.7755
2023-10-17,56.9332
2023-10-18,52.3857
2023-10-19,49.1045
2023-10-20,48.2308
2023-10-21,48.2308
2023-10-22,48.2308
2023-10-23,46.5661
2023-10-24,47.5125
2023-10-25,46.6576
2023-10-26,45.9698
2023-10-27,54.6418
2023-10-28,54.6418
2023-10-29,54.6418
2023-10-30,52.8162
2023-10-31,52.6123
2023-11-01,49.9363
2023-11-02,52.7469
2023-11-03,54.4476
2023-11-04,54.4476
2023-11-05,54.4476
2023-11-06,54.1375
2023-11-07,54.0137
2023-11-08,50.2295
2023-11-09,49.6646
2023-11-10,51.2527
2023-11-11,51.2527
2023-11-12,51.2527
2023-11-13,50.3967
2023-11-14,55.547
2023-11-15,54.9943
2023-11-16,53.3636
2023-11-17,51.8892
2023-11-18,51.8892
2023-11-19,51.8892
2023-11-20,49.7251
2023-11-21,47.3179
2023-11-22,49.8001
2023-11-23,49.8001
2023-11-24,50.1273
2023-11-25,50.1273
2023-11-26,50.1273
2023-11-27,50.0469
2023-11-28,48.6121
2023-11-29,49.5535
2023-11-30,53.2406
2023-12-01,55.8075
2023-12-02,55.8075
2023-12-03,55.8075
2023-12-04,53.876
2023-12-05,52.0615
2023-12-06,52.1222
2023-12-07,52.0031
2023-12-08,54.7394
2023-12-09,54.7394
2023-12-10,54.7394
2023-12-11,56.2459
2023-12-12,61.0519
2023-12-13,66.4825
2023-12-14,68.1433
2023-12-15,68.503
2023-12-16,68.503
2023-12-17,68.503
2023-12-18,69.6807
2023-12-19,70.6493
2023-12-20,66.4718
2023-12-21,67.4668
2023-12-22,68.6212
2023-12-23,68.6212
2023-12-24,68.6212
2023-12-25,68.6212
2023-12-26,69.4363
2023-12-27,69.9166
2023-12-28,69.5398
2023-12-29,69.2118
2023-12-30,69.2118
2023-12-31,69.2118
2024-01-01,69.2118
2024-01-02,63.4399
2024-01-03,61.0315
2024-01-04,59.6108
2024-01-05,57.3206
2024-01-06,57.3206
2024-01-07,57.3206
2024-01-08,56.7031
2024-01-09,54.4288
2024-01-10,54.8162
2024-01-11,54.2925
2024-01-12,53.0134
2024-01-13,53.0134
2024-01-14,53.0134
2024-01-15,53.0134
2024-01-16,52.6485
2024-01-17,52.5053
2024-01-18,53.7767
2024-01-19,54.535
2024-01-20,54.535
2024-01-21,54.535
2024-01-22,58.7124
2024-01-23,58.309
2024-01-24,55.8083
2024-01-25,56.5658
2024-01-26,55.1587
2024-01-27,55.1587
2024-01-28,55.1587
2024-01-29,67.4258
2024-01-30,69.3622
2024-01-31,68.1425
2024-02-01,69.6163
2024-02-02,70.6626
2024-02-03,70.6626
2024-02-04,70.6626
2024-02-05,67.8556
2024-02-06,68.7335
2024-02-07,69.0041
2024-02-08,69.4716
2024-02-09,69.6247
2024-02-10,69.6247
2024-02-11,69.6247
2024-02-12,69.7443
2024-02-13,67.1296
2024-02-14,66.8247
2024-02-15,67.0312
2024-02-16,66.7982
2024-02-17,66.7982
2024-02-18,66.7982
2024-02-19,66.7982
2024-02-20,66.9263
2024-02-21,63.5218
2024-02-22,60.2342
2024-02-23,60.3213
2024-02-24,60.3213
2024-02-25,60.3213
2024-02-26,59.8969
2024-02-27,58.4671
2024-02-28,58.8182
2024-02-29,59.2847
2024-03-01,59.5839
2024-03-02,59.5839
2024-03-03,59.5839
2024-03-04,58.9491
2024-03-05,56.5656
2024-03-06,55.0943
2024-03-07,55.74
2024-03-08,54.6738
2024-03-09,54.6738
2024-03-10,54.6738
2024-03-11,52.0715
2024-03-12,52.2136
2024-03-13,51.3387
2024-03-14,49.3869
2024-03-15,50.0078
2024-03-16,50.0078
2024-03-17,50.0078
2024-03-18,49.4845
2024-03-19,52.307
2024-03-20,53.8521
2024-03-21,55.3333
2024-03-22,53.1192
2024-03-23,53.1192
2024-03-24,53.1192
2024-03-25,53.4782
2024-03-26,54.3656
2024-03-27,54.6144
2024-03-28,56.2272
2024-03-29,56.2272
2024-03-30,56.2272
2024-03-31,56.2272
2024-04-01,51.2308
2024-04-02,51.5222
2024-04-03,52.0107
2024-04-04,51.1162
2024-04-05,50.5612
2024-04-06,50.5612
2024-04-07,50.5612
2024-04-08,50.7329
