,CBSH US Equity
2023-03-18,35.0143
2023-03-19,35.0143
2023-03-20,36.9676
2023-03-21,41.8734
2023-03-22,37.5031
2023-03-23,35.5623
2023-03-24,38.3862
2023-03-25,38.3862
2023-03-26,38.3862
2023-03-27,39.0135
2023-03-28,40.0885
2023-03-29,42.0414
2023-03-30,40.2835
2023-03-31,40.4708
2023-04-01,40.4708
2023-04-02,40.4708
2023-04-03,41.5143
2023-04-04,40.6105
2023-04-05,38.7827
2023-04-06,37.59
2023-04-07,37.59
2023-04-08,37.59
2023-04-09,37.59
2023-04-10,37.528
2023-04-11,36.7441
2023-04-12,36.1658
2023-04-13,37.6742
2023-04-14,36.3027
2023-04-15,36.3027
2023-04-16,36.3027
2023-04-17,39.7717
2023-04-18,36.3674
2023-04-19,36.6272
2023-04-20,36.6117
2023-04-21,37.1606
2023-04-22,37.1606
2023-04-23,37.1606
2023-04-24,36.7329
2023-04-25,33.7782
2023-04-26,36.3034
2023-04-27,41.2682
2023-04-28,42.6669
2023-04-29,42.6669
2023-04-30,42.6669
2023-05-01,42.1043
2023-05-02,39.0266
2023-05-03,38.1229
2023-05-04,34.6066
2023-05-05,36.7887
2023-05-06,36.7887
2023-05-07,36.7887
2023-05-08,35.9384
2023-05-09,35.3427
2023-05-10,33.7931
2023-05-11,32.7469
2023-05-12,33.3269
2023-05-13,33.3269
2023-05-14,33.3269
2023-05-15,35.9251
2023-05-16,33.9799
2023-05-17,38.4473
2023-05-18,37.7015
2023-05-19,36.2736
2023-05-20,36.2736
2023-05-21,36.2736
2023-05-22,37.4273
2023-05-23,36.9373
2023-05-24,35.7689
2023-05-25,36.6536
2023-05-26,37.4431
2023-05-27,37.4431
2023-05-28,37.4431
2023-05-29,37.4431
2023-05-30,37.8053
2023-05-31,36.5544
2023-06-01,38.4249
2023-06-02,43.7242
2023-06-03,43.7242
2023-06-04,43.7242
2023-06-05,40.0896
2023-06-06,44.6361
2023-06-07,47.678
2023-06-08,46.6643
2023-06-09,45.9402
2023-06-10,45.9402
2023-06-11,45.9402
2023-06-12,44.7053
2023-06-13,45.8449
2023-06-14,43.1042
2023-06-15,45.3312
2023-06-16,44.3197
2023-06-17,44.3197
2023-06-18,44.3197
2023-06-19,44.3197
2023-06-20,42.3942
2023-06-21,41.21
2023-06-22,39.3722
2023-06-23,38.402
2023-06-24,38.402
2023-06-25,38.402
2023-06-26,40.4693
2023-06-27,41.5063
2023-06-28,40.8771
2023-06-29,43.616
2023-06-30,45.1275
2023-07-01,45.1275
2023-07-02,45.1275
2023-07-03,46.2706
2023-07-04,46.2706
2023-07-05,45.8647
2023-07-06,44.1907
2023-07-07,45.4144
2023-07-08,45.4144
2023-07-09,45.4144
2023-07-10,46.6458
2023-07-11,46.8809
2023-07-12,47.2525
2023-07-13,48.3088
2023-07-14,46.1955
2023-07-15,46.1955
2023-07-16,46.1955
2023-07-17,47.5829
2023-07-18,50.601
2023-07-19,55.5929
2023-07-20,53.3257
2023-07-21,53.3618
2023-07-22,53.3618
2023-07-23,53.3618
2023-07-24,54.7907
2023-07-25,53.6499
2023-07-26,55.1976
2023-07-27,51.9466
2023-07-28,53.5633
2023-07-29,53.5633
2023-07-30,53.5633
2023-07-31,53.8554
2023-08-01,54.612
2023-08-02,54.1416
2023-08-03,54.5466
2023-08-04,53.9365
2023-08-05,53.9365
2023-08-06,53.9365
2023-08-07,54.8802
2023-08-08,53.765
2023-08-09,52.9186
2023-08-10,51.9517
2023-08-11,52.1551
2023-08-12,52.1551
2023-08-13,52.1551
2023-08-14,50.8676
2023-08-15,48.0365
2023-08-16,47.2655
2023-08-17,47.1504
2023-08-18,46.425
2023-08-19,46.425
2023-08-20,46.425
2023-08-21,45.3086
2023-08-22,42.781
2023-08-23,44.3858
2023-08-24,44.094
2023-08-25,44.2399
2023-08-26,44.2399
2023-08-27,44.2399
2023-08-28,46.3813
2023-08-29,47.0915
2023-08-30,45.1372
2023-08-31,44.5561
2023-09-01,47.0815
2023-09-02,47.0815
2023-09-03,47.0815
2023-09-04,47.0815
2023-09-05,45.4056
2023-09-06,42.3779
2023-09-07,40.4668
2023-09-08,41.6894
2023-09-09,41.6894
2023-09-10,41.6894
2023-09-11,40.611
2023-09-12,42.0985
2023-09-13,41.6933
2023-09-14,45.1514
2023-09-15,46.1938
2023-09-16,46.1938
2023-09-17,46.1938
2023-09-18,44.8229
2023-09-19,45.3917
2023-09-20,45.6054
2023-09-21,43.5886
2023-09-22,42.9985
2023-09-23,42.9985
2023-09-24,42.9985
2023-09-25,45.1125
2023-09-26,42.9647
2023-09-27,44.7983
2023-09-28,45.8539
2023-09-29,46.1048
2023-09-30,46.1048
2023-10-01,46.1048
2023-10-02,42.6785
2023-10-03,41.7445
2023-10-04,42.9045
2023-10-05,46.0482
2023-10-06,47.0833
2023-10-07,47.0833
2023-10-08,47.0833
2023-10-09,47.268
2023-10-10,48.2948
2023-10-11,48.1479
2023-10-12,46.4236
2023-10-13,45.3417
2023-10-14,45.3417
2023-10-15,45.3417
2023-10-16,48.5718
2023-10-17,51.6192
2023-10-18,50.4075
2023-10-19,43.8113
2023-10-20,41.2872
2023-10-21,41.2872
2023-10-22,41.2872
2023-10-23,39.0433
2023-10-24,39.5781
2023-10-25,38.9134
2023-10-26,41.6989
2023-10-27,38.9433
2023-10-28,38.9433
2023-10-29,38.9433
2023-10-30,39.816
2023-10-31,39.6903
2023-11-01,38.7615
2023-11-02,46.0092
2023-11-03,48.5151
2023-11-04,48.5151
2023-11-05,48.5151
2023-11-06,46.9578
2023-11-07,46.8881
2023-11-08,46.8401
2023-11-09,45.8932
2023-11-10,44.8823
2023-11-11,44.8823
2023-11-12,44.8823
2023-11-13,45.0909
2023-11-14,53.9479
2023-11-15,55.7097
2023-11-16,56.1959
2023-11-17,57.8404
2023-11-18,57.8404
2023-11-19,57.8404
2023-11-20,55.3376
2023-11-21,55.0163
2023-11-22,55.4621
2023-11-23,55.4621
2023-11-24,56.8767
2023-11-25,56.8767
2023-11-26,56.8767
2023-11-27,56.2415
2023-11-28,55.5703
2023-11-29,57.1571
2023-11-30,56.7921
2023-12-01,60.5201
2023-12-02,60.5201
2023-12-03,60.5201
2023-12-04,64.5326
2023-12-05,63.0208
2023-12-06,64.2735
2023-12-07,65.0479
2023-12-08,64.5764
2023-12-09,64.5764
2023-12-10,64.5764
2023-12-11,63.4215
2023-12-12,62.336
2023-12-13,67.4351
2023-12-14,68.4349
2023-12-15,65.3849
2023-12-16,65.3849
2023-12-17,65.3849
2023-12-18,65.6042
2023-12-19,66.2508
2023-12-20,63.6765
2023-12-21,63.6118
2023-12-22,64.2324
2023-12-23,64.2324
2023-12-24,64.2324
2023-12-25,64.2324
2023-12-26,64.7042
2023-12-27,64.4229
2023-12-28,64.3506
2023-12-29,61.7326
2023-12-30,61.7326
2023-12-31,61.7326
2024-01-01,61.7326
2024-01-02,63.46
2024-01-03,58.7432
2024-01-04,59.987
2024-01-05,60.5694
2024-01-06,60.5694
2024-01-07,60.5694
2024-01-08,61.3244
2024-01-09,59.2456
2024-01-10,60.081
2024-01-11,57.4787
2024-01-12,57.0901
2024-01-13,57.0901
2024-01-14,57.0901
2024-01-15,57.0901
2024-01-16,55.5365
2024-01-17,54.0159
2024-01-18,56.8427
2024-01-19,60.3208
2024-01-20,60.3208
2024-01-21,60.3208
2024-01-22,61.455
2024-01-23,58.8141
2024-01-24,58.5602
2024-01-25,56.327
2024-01-26,56.2958
2024-01-27,56.2958
2024-01-28,56.2958
2024-01-29,59.1362
2024-01-30,57.5688
2024-01-31,51.6446
2024-02-01,50.8263
2024-02-02,50.0849
2024-02-03,50.0849
2024-02-04,50.0849
2024-02-05,47.891
2024-02-06,46.9401
2024-02-07,48.1454
2024-02-08,47.4709
2024-02-09,49.4164
2024-02-10,49.4164
2024-02-11,49.4164
2024-02-12,51.1784
2024-02-13,46.7231
2024-02-14,49.2476
2024-02-15,51.1869
2024-02-16,50.5127
2024-02-17,50.5127
2024-02-18,50.5127
2024-02-19,50.5127
2024-02-20,50.0926
2024-02-21,50.4126
2024-02-22,50.658
2024-02-23,51.5942
2024-02-24,51.5942
2024-02-25,51.5942
2024-02-26,51.0928
2024-02-27,53.1964
2024-02-28,50.9588
2024-02-29,51.6876
2024-03-01,51.3234
2024-03-02,51.3234
2024-03-03,51.3234
2024-03-04,52.1374
2024-03-05,57.189
2024-03-06,54.5562
2024-03-07,53.2284
2024-03-08,53.5209
2024-03-09,53.5209
2024-03-10,53.5209
2024-03-11,52.9293
2024-03-12,51.8986
2024-03-13,51.4277
2024-03-14,48.2569
2024-03-15,48.1108
2024-03-16,48.1108
2024-03-17,48.1108
2024-03-18,46.7063
2024-03-19,47.2703
2024-03-20,49.6688
2024-03-21,51.2497
2024-03-22,48.853
2024-03-23,48.853
2024-03-24,48.853
2024-03-25,49.861
2024-03-26,50.1785
2024-03-27,55.5367
2024-03-28,55.1036
2024-03-29,55.1036
2024-03-30,55.1036
2024-03-31,55.1036
2024-04-01,52.5904
2024-04-02,51.2403
2024-04-03,52.0691
2024-04-04,52.8974
2024-04-05,54.0132
2024-04-06,54.0132
2024-04-07,54.0132
2024-04-08,56.9554
