,CPB US Equity
2021-09-04,46.6553
2021-09-05,46.6553
2021-09-06,46.6553
2021-09-07,46.0498
2021-09-08,46.6398
2021-09-09,45.8251
2021-09-10,47.3389
2021-09-11,47.3389
2021-09-12,47.3389
2021-09-13,50.1391
2021-09-14,48.3027
2021-09-15,50.8391
2021-09-16,48.9748
2021-09-17,47.73
2021-09-18,47.73
2021-09-19,47.73
2021-09-20,45.5869
2021-09-21,44.2627
2021-09-22,44.873
2021-09-23,44.5845
2021-09-24,45.2672
2021-09-25,45.2672
2021-09-26,45.2672
2021-09-27,44.6226
2021-09-28,43.8626
2021-09-29,47.5156
2021-09-30,43.6476
2021-10-01,42.6799
2021-10-02,42.6799
2021-10-03,42.6799
2021-10-04,45.2795
2021-10-05,47.2014
2021-10-06,48.5018
2021-10-07,47.3348
2021-10-08,47.3784
2021-10-09,47.3784
2021-10-10,47.3784
2021-10-11,46.0361
2021-10-12,45.6036
2021-10-13,44.6182
2021-10-14,44.5386
2021-10-15,43.2217
2021-10-16,43.2217
2021-10-17,43.2217
2021-10-18,42.0524
2021-10-19,41.896
2021-10-20,44.357
2021-10-21,41.7708
2021-10-22,42.1466
2021-10-23,42.1466
2021-10-24,42.1466
2021-10-25,40.2283
2021-10-26,43.2732
2021-10-27,40.086
2021-10-28,41.5363
2021-10-29,40.6635
2021-10-30,40.6635
2021-10-31,40.6635
2021-11-01,43.0368
2021-11-02,42.921
2021-11-03,48.5975
2021-11-04,46.163
2021-11-05,45.2783
2021-11-06,45.2783
2021-11-07,45.2783
2021-11-08,45.6531
2021-11-09,47.8248
2021-11-10,48.4146
2021-11-11,46.4106
2021-11-12,49.2193
2021-11-13,49.2193
2021-11-14,49.2193
2021-11-15,50.0062
2021-11-16,48.4946
2021-11-17,49.4432
2021-11-18,46.8906
2021-11-19,45.2397
2021-11-20,45.2397
2021-11-21,45.2397
2021-11-22,47.4792
2021-11-23,49.4829
2021-11-24,48.7982
2021-11-25,48.7982
2021-11-26,49.5653
2021-11-27,49.5653
2021-11-28,49.5653
2021-11-29,48.1602
2021-11-30,44.6041
2021-12-01,43.0178
2021-12-02,45.9081
2021-12-03,48.605
2021-12-04,48.605
2021-12-05,48.605
2021-12-06,49.3333
2021-12-07,48.5793
2021-12-08,51.5978
2021-12-09,53.0047
2021-12-10,56.6197
2021-12-11,56.6197
2021-12-12,56.6197
2021-12-13,58.3617
2021-12-14,55.6855
2021-12-15,57.1331
2021-12-16,59.3877
2021-12-17,54.8067
2021-12-18,54.8067
2021-12-19,54.8067
2021-12-20,55.1444
2021-12-21,51.4833
2021-12-22,50.2455
2021-12-23,50.2077
2021-12-24,50.2077
2021-12-25,50.2077
2021-12-26,50.2077
2021-12-27,51.0468
2021-12-28,55.2325
2021-12-29,54.6589
2021-12-30,54.3668
2021-12-31,55.4572
2022-01-01,55.4572
2022-01-02,55.4572
2022-01-03,56.4299
2022-01-04,57.726
2022-01-05,59.4798
2022-01-06,61.7998
2022-01-07,64.1231
2022-01-08,64.1231
2022-01-09,64.1231
2022-01-10,64.0739
2022-01-11,60.3861
2022-01-12,60.8104
2022-01-13,62.7836
2022-01-14,64.1761
2022-01-15,64.1761
2022-01-16,64.1761
2022-01-17,64.1761
2022-01-18,63.7321
2022-01-19,62.4896
2022-01-20,56.9326
2022-01-21,58.4184
2022-01-22,58.4184
2022-01-23,58.4184
2022-01-24,58.4815
2022-01-25,54.5056
2022-01-26,51.1772
2022-01-27,53.4998
2022-01-28,53.5335
2022-01-29,53.5335
2022-01-30,53.5335
2022-01-31,53.1359
2022-02-01,53.2437
2022-02-02,54.6461
2022-02-03,54.8615
2022-02-04,48.8228
2022-02-05,48.8228
2022-02-06,48.8228
2022-02-07,50.5025
2022-02-08,50.7995
2022-02-09,50.1766
2022-02-10,49.1251
2022-02-11,52.7658
2022-02-12,52.7658
2022-02-13,52.7658
2022-02-14,52.282
2022-02-15,52.6562
2022-02-16,50.7619
2022-02-17,52.7497
2022-02-18,55.4679
2022-02-19,55.4679
2022-02-20,55.4679
2022-02-21,55.4679
2022-02-22,54.3612
2022-02-23,54.275
2022-02-24,49.6726
2022-02-25,55.3871
2022-02-26,55.3871
2022-02-27,55.3871
2022-02-28,54.533
2022-03-01,52.4051
2022-03-02,54.8153
2022-03-03,56.0595
2022-03-04,56.0595
2022-03-05,56.0595
2022-03-06,56.0595
2022-03-07,55.9359
2022-03-08,44.9335
2022-03-09,46.0583
2022-03-10,43.9208
2022-03-11,44.9638
2022-03-12,44.9638
2022-03-13,44.9638
2022-03-14,47.1337
2022-03-15,49.2676
2022-03-16,46.8659
2022-03-17,47.1293
2022-03-18,46.2112
2022-03-19,46.2112
2022-03-20,46.2112
2022-03-21,46.3507
2022-03-22,48.1587
2022-03-23,48.2282
2022-03-24,49.3164
2022-03-25,53.2817
2022-03-26,53.2817
2022-03-27,53.2817
2022-03-28,51.961
2022-03-29,53.7703
2022-03-30,51.5871
2022-03-31,53.058
2022-04-01,54.518
2022-04-02,54.518
2022-04-03,54.518
2022-04-04,54.2996
2022-04-05,53.8902
2022-04-06,55.1097
2022-04-07,55.9658
2022-04-08,56.9411
2022-04-09,56.9411
2022-04-10,56.9411
2022-04-11,57.8752
2022-04-12,57.6166
2022-04-13,57.9406
2022-04-14,59.199
2022-04-15,59.199
2022-04-16,59.199
2022-04-17,59.199
2022-04-18,55.9571
2022-04-19,58.3184
2022-04-20,61.0967
2022-04-21,62.0434
2022-04-22,59.6582
2022-04-23,59.6582
2022-04-24,59.6582
2022-04-25,59.1788
2022-04-26,57.1489
2022-04-27,59.2414
2022-04-28,62.6539
2022-04-29,58.3404
2022-04-30,58.3404
2022-05-01,58.3404
2022-05-02,57.101
2022-05-03,57.7395
2022-05-04,60.1913
2022-05-05,61.8063
2022-05-06,64.3408
2022-05-07,64.3408
2022-05-08,64.3408
2022-05-09,67.9453
2022-05-10,61.2098
2022-05-11,60.4224
2022-05-12,61.8781
2022-05-13,63.0291
2022-05-14,63.0291
2022-05-15,63.0291
2022-05-16,63.2628
2022-05-17,61.8651
2022-05-18,49.7231
2022-05-19,49.3284
2022-05-20,49.2526
2022-05-21,49.2526
2022-05-22,49.2526
2022-05-23,49.5999
2022-05-24,53.6398
2022-05-25,54.1624
2022-05-26,53.9337
2022-05-27,54.7005
2022-05-28,54.7005
2022-05-29,54.7005
2022-05-30,54.7005
2022-05-31,53.8039
2022-06-01,51.172
2022-06-02,47.8461
2022-06-03,47.7947
2022-06-04,47.7947
2022-06-05,47.7947
2022-06-06,48.3119
2022-06-07,50.2655
2022-06-08,52.1891
2022-06-09,51.293
2022-06-10,51.0881
2022-06-11,51.0881
2022-06-12,51.0881
2022-06-13,48.0528
2022-06-14,46.9208
2022-06-15,46.5695
2022-06-16,46.2116
2022-06-17,46.8936
2022-06-18,46.8936
2022-06-19,46.8936
2022-06-20,46.8936
2022-06-21,51.7462
2022-06-22,51.6552
2022-06-23,52.8835
2022-06-24,55.6997
2022-06-25,55.6997
2022-06-26,55.6997
2022-06-27,54.7237
2022-06-28,53.9093
2022-06-29,55.3127
2022-06-30,54.1423
2022-07-01,55.3704
2022-07-02,55.3704
2022-07-03,55.3704
2022-07-04,55.3704
2022-07-05,54.5462
2022-07-06,55.9144
2022-07-07,56.507
2022-07-08,56.5358
2022-07-09,56.5358
2022-07-10,56.5358
2022-07-11,57.0067
2022-07-12,57.4537
2022-07-13,59.1244
2022-07-14,57.4459
2022-07-15,56.1586
2022-07-16,56.1586
2022-07-17,56.1586
2022-07-18,54.0068
2022-07-19,54.7888
2022-07-20,53.3424
2022-07-21,51.6645
2022-07-22,52.5075
2022-07-23,52.5075
2022-07-24,52.5075
2022-07-25,55.074
2022-07-26,56.327
2022-07-27,54.5514
2022-07-28,56.3625
2022-07-29,57.089
2022-07-30,57.089
2022-07-31,57.089
2022-08-01,57.8155
2022-08-02,56.1895
2022-08-03,57.7737
2022-08-04,54.645
2022-08-05,56.2149
2022-08-06,56.2149
2022-08-07,56.2149
2022-08-08,56.6033
2022-08-09,57.0631
2022-08-10,57.9196
2022-08-11,58.4147
2022-08-12,57.7123
2022-08-13,57.7123
2022-08-14,57.7123
2022-08-15,58.0945
2022-08-16,60.2569
2022-08-17,60.2569
2022-08-18,60.5968
2022-08-19,62.3303
2022-08-20,62.3303
2022-08-21,62.3303
2022-08-22,59.9181
2022-08-23,60.9711
2022-08-24,62.2614
2022-08-25,60.356
2022-08-26,57.8139
2022-08-27,57.8139
2022-08-28,57.8139
2022-08-29,59.4057
2022-08-30,57.174
2022-08-31,55.6832
2022-09-01,51.1849
2022-09-02,50.1883
2022-09-03,50.1883
2022-09-04,50.1883
2022-09-05,50.1883
2022-09-06,48.8756
2022-09-07,50.9493
2022-09-08,45.3543
2022-09-09,45.7318
2022-09-10,45.7318
2022-09-11,45.7318
2022-09-12,48.1207
2022-09-13,43.8828
2022-09-14,44.1311
2022-09-15,43.3052
2022-09-16,45.8224
2022-09-17,45.8224
2022-09-18,45.8224
2022-09-19,47.2754
2022-09-20,46.2769
2022-09-21,49.2848
2022-09-22,51.6785
2022-09-23,49.521
2022-09-24,49.521
2022-09-25,49.521
2022-09-26,47.3356
2022-09-27,44.3937
2022-09-28,47.3998
2022-09-29,44.6823
2022-09-30,45.094
2022-10-01,45.094
2022-10-02,45.094
2022-10-03,47.307
2022-10-04,48.5232
2022-10-05,48.1823
2022-10-06,45.5967
2022-10-07,45.02
2022-10-08,45.02
2022-10-09,45.02
2022-10-10,49.0565
2022-10-11,52.0627
2022-10-12,53.5437
2022-10-13,57.9215
2022-10-14,57.0133
2022-10-15,57.0133
2022-10-16,57.0133
2022-10-17,55.7121
2022-10-18,57.2269
2022-10-19,58.399
2022-10-20,54.4503
2022-10-21,55.4974
2022-10-22,55.4974
2022-10-23,55.4974
2022-10-24,56.4764
2022-10-25,58.0055
2022-10-26,59.0163
2022-10-27,59.7028
2022-10-28,62.0548
2022-10-29,62.0548
2022-10-30,62.0548
2022-10-31,62.4931
2022-11-01,61.1137
2022-11-02,59.8673
2022-11-03,55.9456
2022-11-04,54.511
2022-11-05,54.511
2022-11-06,54.511
2022-11-07,55.3693
2022-11-08,56.5963
2022-11-09,56.2157
2022-11-10,52.9375
2022-11-11,47.8167
2022-11-12,47.8167
2022-11-13,47.8167
2022-11-14,46.8378
2022-11-15,47.4115
2022-11-16,53.2456
2022-11-17,52.5473
2022-11-18,55.4845
2022-11-19,55.4845
2022-11-20,55.4845
2022-11-21,57.1018
2022-11-22,58.0527
2022-11-23,57.9478
2022-11-24,57.9478
2022-11-25,59.2185
2022-11-26,59.2185
2022-11-27,59.2185
2022-11-28,58.7775
2022-11-29,57.667
2022-11-30,60.3775
2022-12-01,60.0743
2022-12-02,61.354
2022-12-03,61.354
2022-12-04,61.354
2022-12-05,58.3207
2022-12-06,57.1873
2022-12-07,64.5259
2022-12-08,66.1981
2022-12-09,61.4506
2022-12-10,61.4506
2022-12-11,61.4506
2022-12-12,63.8296
2022-12-13,61.8092
2022-12-14,63.1842
2022-12-15,62.9274
2022-12-16,63.1982
2022-12-17,63.1982
2022-12-18,63.1982
2022-12-19,62.4232
2022-12-20,60.2627
2022-12-21,61.7988
2022-12-22,61.4956
2022-12-23,62.4691
2022-12-24,62.4691
2022-12-25,62.4691
2022-12-26,62.4691
2022-12-27,63.0366
2022-12-28,61.2276
2022-12-29,60.0737
2022-12-30,60.1678
2022-12-31,60.1678
2023-01-01,60.1678
2023-01-02,60.1678
2023-01-03,58.2155
2023-01-04,57.9662
2023-01-05,58.9533
2023-01-06,61.1159
2023-01-07,61.1159
2023-01-08,61.1159
2023-01-09,57.3102
2023-01-10,57.4395
2023-01-11,56.1376
2023-01-12,53.1087
2023-01-13,53.7682
2023-01-14,53.7682
2023-01-15,53.7682
2023-01-16,53.7682
2023-01-17,52.7669
2023-01-18,46.5493
2023-01-19,46.0367
2023-01-20,45.0905
2023-01-21,45.0905
2023-01-22,45.0905
2023-01-23,43.8648
2023-01-24,43.3873
2023-01-25,44.2933
2023-01-26,41.6667
2023-01-27,43.2834
2023-01-28,43.2834
2023-01-29,43.2834
2023-01-30,45.8806
2023-01-31,45.9803
2023-02-01,45.2332
2023-02-02,41.7512
2023-02-03,43.4953
2023-02-04,43.4953
2023-02-05,43.4953
2023-02-06,47.405
2023-02-07,45.2975
2023-02-08,44.2537
2023-02-09,43.2486
2023-02-10,46.2289
2023-02-11,46.2289
2023-02-12,46.2289
2023-02-13,47.3786
2023-02-14,45.2679
2023-02-15,45.0814
2023-02-16,44.9173
2023-02-17,49.5397
2023-02-18,49.5397
2023-02-19,49.5397
2023-02-20,49.5397
2023-02-21,52.3716
2023-02-22,51.2702
2023-02-23,51.47
2023-02-24,51.704
2023-02-25,51.704
2023-02-26,51.704
2023-02-27,51.6718
2023-02-28,49.7474
2023-03-01,47.8724
2023-03-02,49.518
2023-03-03,49.4864
2023-03-04,49.4864
2023-03-05,49.4864
2023-03-06,50.0485
2023-03-07,48.5684
2023-03-08,51.8731
2023-03-09,49.2478
2023-03-10,49.8315
2023-03-11,49.8315
2023-03-12,49.8315
2023-03-13,52.2611
2023-03-14,53.7361
2023-03-15,55.3945
2023-03-16,54.4034
2023-03-17,52.0634
2023-03-18,52.0634
