,CPB US Equity
,RSI_30D
2020-01-01,57.6412
2020-01-02,52.2979
2020-01-03,51.9763
2020-01-04,51.9763
2020-01-05,51.9763
2020-01-06,52.3802
2020-01-07,52.5362
2020-01-08,47.9838
2020-01-09,49.4406
2020-01-10,50.0304
2020-01-11,50.0304
2020-01-12,50.0304
2020-01-13,49.9756
2020-01-14,48.9762
2020-01-15,50.3458
2020-01-16,52.0651
2020-01-17,51.6473
2020-01-18,51.6473
2020-01-19,51.6473
2020-01-20,51.6473
2020-01-21,54.557
2020-01-22,54.6093
2020-01-23,56.6244
2020-01-24,55.5131
2020-01-25,55.5131
2020-01-26,55.5131
2020-01-27,55.3808
2020-01-28,55.9776
2020-01-29,52.4171
2020-01-30,56.1075
2020-01-31,52.2213
2020-02-01,52.2213
2020-02-02,52.2213
2020-02-03,54.6579
2020-02-04,53.4248
2020-02-05,55.1206
2020-02-06,50.428
2020-02-07,53.9074
2020-02-08,53.9074
2020-02-09,53.9074
2020-02-10,52.9463
2020-02-11,53.0905
2020-02-12,50.1744
2020-02-13,51.084
2020-02-14,52.4801
2020-02-15,52.4801
2020-02-16,52.4801
2020-02-17,52.4801
2020-02-18,50.1532
2020-02-19,48.0975
2020-02-20,47.8501
2020-02-21,49.0433
2020-02-22,49.0433
2020-02-23,49.0433
2020-02-24,49.3701
2020-02-25,48.6174
2020-02-26,42.6586
2020-02-27,38.9179
2020-02-28,36.8551
2020-02-29,36.8551
2020-03-01,36.8551
2020-03-02,50.2945
2020-03-03,49.9103
2020-03-04,63.7688
2020-03-05,64.5651
2020-03-06,59.773
2020-03-07,59.773
2020-03-08,59.773
2020-03-09,54.8684
2020-03-10,57.3295
2020-03-11,55.0165
2020-03-12,47.9487
2020-03-13,51.6348
2020-03-14,51.6348
2020-03-15,51.6348
2020-03-16,51.679
2020-03-17,60.2244
2020-03-18,53.0427
2020-03-19,47.8116
2020-03-20,44.4628
2020-03-21,44.4628
2020-03-22,44.4628
2020-03-23,41.2435
2020-03-24,42.2833
2020-03-25,39.6237
2020-03-26,43.461
2020-03-27,44.4659
2020-03-28,44.4659
2020-03-29,44.4659
2020-03-30,48.1817
2020-03-31,47.6601
2020-04-01,47.4018
2020-04-02,49.7044
2020-04-03,52.7332
2020-04-04,52.7332
2020-04-05,52.7332
2020-04-06,49.8657
2020-04-07,48.6263
2020-04-08,48.2955
2020-04-09,50.694
2020-04-10,50.694
2020-04-11,50.694
2020-04-12,50.694
2020-04-13,51.7854
2020-04-14,53.9909
2020-04-15,54.5795
2020-04-16,55.4166
2020-04-17,54.1143
2020-04-18,54.1143
2020-04-19,54.1143
2020-04-20,55.4641
2020-04-21,53.9922
2020-04-22,54.5149
2020-04-23,54.0561
2020-04-24,54.3769
2020-04-25,54.3769
2020-04-26,54.3769
2020-04-27,55.1333
2020-04-28,54.6361
2020-04-29,53.1116
2020-04-30,52.7311
2020-05-01,53.4725
2020-05-02,53.4725
2020-05-03,53.4725
2020-05-04,54.1131
2020-05-05,54.2891
2020-05-06,53.6085
2020-05-07,52.9222
2020-05-08,54.8291
2020-05-09,54.8291
2020-05-10,54.8291
2020-05-11,56.0917
2020-05-12,56.8756
2020-05-13,57.0558
2020-05-14,57.9111
2020-05-15,58.9196
2020-05-16,58.9196
2020-05-17,58.9196
2020-05-18,52.8598
2020-05-19,50.141
2020-05-20,47.3722
2020-05-21,45.5939
2020-05-22,47.9812
2020-05-23,47.9812
2020-05-24,47.9812
2020-05-25,47.9812
2020-05-26,46.2064
2020-05-27,48.78
2020-05-28,50.4038
2020-05-29,53.0196
2020-05-30,53.0196
2020-05-31,53.0196
2020-06-01,54.2838
2020-06-02,54.7771
2020-06-03,48.7862
2020-06-04,48.6999
2020-06-05,47.6698
2020-06-06,47.6698
2020-06-07,47.6698
2020-06-08,50.7906
2020-06-09,50.1394
2020-06-10,49.0726
2020-06-11,47.359
2020-06-12,45.8232
2020-06-13,45.8232
2020-06-14,45.8232
2020-06-15,48.3455
2020-06-16,49.8035
2020-06-17,50.2449
2020-06-18,49.5686
2020-06-19,49.7435
2020-06-20,49.7435
2020-06-21,49.7435
2020-06-22,51.0512
2020-06-23,49.6354
2020-06-24,49.1587
2020-06-25,50.6699
2020-06-26,48.2633
2020-06-27,48.2633
2020-06-28,48.2633
2020-06-29,50.0033
2020-06-30,50.7691
2020-07-01,50.1006
2020-07-02,50.1218
2020-07-03,50.1218
2020-07-04,50.1218
2020-07-05,50.1218
2020-07-06,50.0998
2020-07-07,51.0357
2020-07-08,50.5685
2020-07-09,50.2828
2020-07-10,52.304
2020-07-11,52.304
2020-07-12,52.304
2020-07-13,51.1904
2020-07-14,53.1088
2020-07-15,50.3934
2020-07-16,51.1913
2020-07-17,51.3105
2020-07-18,51.3105
2020-07-19,51.3105
2020-07-20,50.3443
2020-07-21,50.673
2020-07-22,50.6463
2020-07-23,51.4138
2020-07-24,50.7661
2020-07-25,50.7661
2020-07-26,50.7661
2020-07-27,51.0159
2020-07-28,53.0423
2020-07-29,52.9504
2020-07-30,50.278
2020-07-31,51.025
2020-08-01,51.025
2020-08-02,51.025
2020-08-03,51.4315
2020-08-04,53.5397
2020-08-05,51.3283
2020-08-06,51.7349
2020-08-07,52.0016
2020-08-08,52.0016
2020-08-09,52.0016
2020-08-10,53.2776
2020-08-11,51.2141
2020-08-12,54.6466
2020-08-13,55.2488
2020-08-14,56.4717
2020-08-15,56.4717
2020-08-16,56.4717
2020-08-17,58.1793
2020-08-18,58.593
2020-08-19,58.369
2020-08-20,58.4238
2020-08-21,58.8164
2020-08-22,58.8164
2020-08-23,58.8164
2020-08-24,59.2429
2020-08-25,60.2093
2020-08-26,61.4604
2020-08-27,60.6277
2020-08-28,55.8872
2020-08-29,55.8872
2020-08-30,55.8872
2020-08-31,57.2988
2020-09-01,52.7991
2020-09-02,55.9075
2020-09-03,44.5714
2020-09-04,42.4153
2020-09-05,42.4153
2020-09-06,42.4153
2020-09-07,42.4153
2020-09-08,37.7253
2020-09-09,38.8225
2020-09-10,38.3129
2020-09-11,38.8663
2020-09-12,38.8663
2020-09-13,38.8663
2020-09-14,39.8584
2020-09-15,39.2408
2020-09-16,38.7031
2020-09-17,39.7864
2020-09-18,39.4585
2020-09-19,39.4585
2020-09-20,39.4585
2020-09-21,41.5515
2020-09-22,40.6064
2020-09-23,39.5178
2020-09-24,44.7235
2020-09-25,46.8989
2020-09-26,46.8989
2020-09-27,46.8989
2020-09-28,48.0826
2020-09-29,48.1964
2020-09-30,49.2039
2020-10-01,49.6382
2020-10-02,50.4848
2020-10-03,50.4848
2020-10-04,50.4848
2020-10-05,50.9845
2020-10-06,49.7622
2020-10-07,49.8249
2020-10-08,50.3693
2020-10-09,50.5326
2020-10-10,50.5326
2020-10-11,50.5326
2020-10-12,52.6289
2020-10-13,54.1443
2020-10-14,53.6013
2020-10-15,52.5117
2020-10-16,51.7142
2020-10-17,51.7142
2020-10-18,51.7142
2020-10-19,50.5942
2020-10-20,47.3116
2020-10-21,47.6046
2020-10-22,48.2007
2020-10-23,50.5296
2020-10-24,50.5296
2020-10-25,50.5296
2020-10-26,49.5926
2020-10-27,49.4103
2020-10-28,45.3731
2020-10-29,44.4106
2020-10-30,44.0881
2020-10-31,44.0881
2020-11-01,44.0881
2020-11-02,48.0312
2020-11-03,48.8077
2020-11-04,48.0996
2020-11-05,49.5017
2020-11-06,49.2413
2020-11-07,49.2413
2020-11-08,49.2413
2020-11-09,42.9926
2020-11-10,47.3195
2020-11-11,50.6325
2020-11-12,51.3915
2020-11-13,53.4283
2020-11-14,53.4283
2020-11-15,53.4283
2020-11-16,55.5033
2020-11-17,53.6909
2020-11-18,52.5306
2020-11-19,53.3887
2020-11-20,52.2033
2020-11-21,52.2033
2020-11-22,52.2033
2020-11-23,52.6194
2020-11-24,53.4578
2020-11-25,51.8163
2020-11-26,51.8163
2020-11-27,52.0195
2020-11-28,52.0195
2020-11-29,52.0195
2020-11-30,55.3929
2020-12-01,56.099
2020-12-02,51.751
2020-12-03,50.6161
2020-12-04,49.7945
2020-12-05,49.7945
2020-12-06,49.7945
2020-12-07,49.1413
2020-12-08,48.9664
2020-12-09,45.671
2020-12-10,45.7865
2020-12-11,45.4532
2020-12-12,45.4532
2020-12-13,45.4532
2020-12-14,43.8037
2020-12-15,44.2641
2020-12-16,45.482
2020-12-17,48.1879
2020-12-18,47.4247
2020-12-19,47.4247
2020-12-20,47.4247
2020-12-21,50.3311
2020-12-22,48.27
2020-12-23,49.6043
2020-12-24,51.2399
2020-12-25,51.2399
2020-12-26,51.2399
2020-12-27,51.2399
2020-12-28,50.775
2020-12-29,50.7353
2020-12-30,49.1458
2020-12-31,50.4701
2021-01-01,50.4701
2021-01-02,50.4701
2021-01-03,50.4701
2021-01-04,51.1874
2021-01-05,52.6457
2021-01-06,48.6249
2021-01-07,47.4048
2021-01-08,46.0598
2021-01-09,46.0598
2021-01-10,46.0598
2021-01-11,43.1405
2021-01-12,41.3756
2021-01-13,41.1819
2021-01-14,43.1988
2021-01-15,45.6105
2021-01-16,45.6105
2021-01-17,45.6105
2021-01-18,45.6105
2021-01-19,45.4652
2021-01-20,44.2269
2021-01-21,46.7847
2021-01-22,46.6321
2021-01-23,46.6321
2021-01-24,46.6321
2021-01-25,52.3399
2021-01-26,58.6261
2021-01-27,65.323
2021-01-28,52.6694
2021-01-29,51.0172
2021-01-30,51.0172
2021-01-31,51.0172
2021-02-01,50.8111
2021-02-02,48.8461
2021-02-03,48.4934
2021-02-04,48.0067
2021-02-05,49.5772
2021-02-06,49.5772
2021-02-07,49.5772
2021-02-08,48.5655
2021-02-09,48.2439
2021-02-10,49.8195
2021-02-11,48.2182
2021-02-12,47.6176
2021-02-13,47.6176
2021-02-14,47.6176
2021-02-15,47.6176
2021-02-16,45.8972
2021-02-17,46.7371
2021-02-18,49.0404
2021-02-19,46.7823
2021-02-20,46.7823
2021-02-21,46.7823
2021-02-22,46.2716
2021-02-23,46.9028
2021-02-24,46.6477
2021-02-25,44.9883
2021-02-26,44.5163
2021-02-27,44.5163
2021-02-28,44.5163
2021-03-01,44.6576
2021-03-02,45.0198
2021-03-03,45.7181
2021-03-04,45.6865
2021-03-05,48.5898
2021-03-06,48.5898
2021-03-07,48.5898
2021-03-08,50.86
2021-03-09,49.758
2021-03-10,52.8928
2021-03-11,51.3575
2021-03-12,53.0245
2021-03-13,53.0245
2021-03-14,53.0245
2021-03-15,51.7542
2021-03-16,55.7173
2021-03-17,55.8903
2021-03-18,57.4936
2021-03-19,58.2504
2021-03-20,58.2504
2021-03-21,58.2504
2021-03-22,61.4826
2021-03-23,59.96
2021-03-24,53.4316
2021-03-25,55.0643
2021-03-26,58.8
2021-03-27,58.8
2021-03-28,58.8
2021-03-29,61.2232
2021-03-30,59.3032
2021-03-31,55.8364
2021-04-01,54.9384
2021-04-02,54.9384
2021-04-03,54.9384
2021-04-04,54.9384
2021-04-05,55.2363
2021-04-06,55.2363
2021-04-07,53.6434
2021-04-08,52.1801
2021-04-09,50.1333
2021-04-10,50.1333
2021-04-11,50.1333
2021-04-12,52.2967
2021-04-13,52.3811
2021-04-14,51.073
2021-04-15,52.3623
2021-04-16,53.8491
2021-04-17,53.8491
2021-04-18,53.8491
2021-04-19,54.5823
2021-04-20,55.9197
2021-04-21,57.0376
2021-04-22,53.543
2021-04-23,51.1284
2021-04-24,51.1284
2021-04-25,51.1284
2021-04-26,48.593
2021-04-27,48.9014
2021-04-28,47.5729
2021-04-29,49.006
2021-04-30,48.1884
2021-05-01,48.1884
2021-05-02,48.1884
2021-05-03,50.2553
2021-05-04,49.7812
2021-05-05,51.6679
2021-05-06,54.5251
2021-05-07,53.6125
2021-05-08,53.6125
2021-05-09,53.6125
2021-05-10,55.3312
2021-05-11,54.9103
2021-05-12,52.0757
2021-05-13,53.1606
2021-05-14,52.1763
2021-05-15,52.1763
2021-05-16,52.1763
2021-05-17,52.4589
2021-05-18,50.5697
2021-05-19,48.9773
2021-05-20,50.7488
2021-05-21,50.7821
2021-05-22,50.7821
2021-05-23,50.7821
2021-05-24,49.9768
2021-05-25,49.1702
2021-05-26,48.9924
2021-05-27,47.0897
2021-05-28,50.2367
2021-05-29,50.2367
2021-05-30,50.2367
2021-05-31,50.2367
2021-06-01,50.9468
2021-06-02,53.6496
2021-06-03,52.7364
2021-06-04,53.6212
2021-06-05,53.6212
2021-06-06,53.6212
2021-06-07,52.7567
2021-06-08,51.4312
2021-06-09,41.3224
2021-06-10,40.8038
2021-06-11,42.2653
2021-06-12,42.2653
2021-06-13,42.2653
2021-06-14,41.4776
2021-06-15,40.2728
2021-06-16,40.8651
2021-06-17,41.5447
2021-06-18,40.3592
2021-06-19,40.3592
2021-06-20,40.3592
2021-06-21,41.5103
2021-06-22,41.6767
2021-06-23,40.5724
2021-06-24,40.5124
2021-06-25,42.9567
2021-06-26,42.9567
2021-06-27,42.9567
2021-06-28,43.3864
2021-06-29,42.6225
2021-06-30,42.4879
2021-07-01,43.0921
2021-07-02,42.877
2021-07-03,42.877
2021-07-04,42.877
2021-07-05,42.877
2021-07-06,42.4388
2021-07-07,45.053
2021-07-08,44.2069
2021-07-09,43.3643
2021-07-10,43.3643
2021-07-11,43.3643
2021-07-12,43.0174
2021-07-13,41.221
2021-07-14,39.9719
2021-07-15,43.5624
2021-07-16,45.8448
2021-07-17,45.8448
2021-07-18,45.8448
2021-07-19,47.6168
2021-07-20,45.0867
2021-07-21,42.5266
2021-07-22,41.3988
2021-07-23,42.8682
2021-07-24,42.8682
2021-07-25,42.8682
2021-07-26,42.6469
2021-07-27,43.5511
2021-07-28,41.3412
2021-07-29,40.761
2021-07-30,39.9631
2021-07-31,39.9631
2021-08-01,39.9631
2021-08-02,38.51
2021-08-03,38.7348
2021-08-04,35.6967
2021-08-05,35.0025
2021-08-06,35.4159
2021-08-07,35.4159
2021-08-08,35.4159
2021-08-09,37.1297
2021-08-10,36.8507
2021-08-11,38.7554
2021-08-12,37.8692
2021-08-13,41.2837
2021-08-14,41.2837
2021-08-15,41.2837
2021-08-16,42.7188
2021-08-17,45.1714
2021-08-18,40.7741
2021-08-19,42.9293
2021-08-20,43.3356
2021-08-21,43.3356
2021-08-22,43.3356
2021-08-23,40.5019
2021-08-24,38.7762
2021-08-25,35.8965
2021-08-26,33.9477
2021-08-27,38.8469
2021-08-28,38.8469
2021-08-29,38.8469
2021-08-30,37.5403
2021-08-31,41.1252
2021-09-01,44.7866
2021-09-02,45.6806
2021-09-03,46.6553
