,CVBF US Equity
,RSI_30D
2020-04-14,49.8913
2020-04-15,47.2851
2020-04-16,47.668
2020-04-17,49.9259
2020-04-18,49.9259
2020-04-19,49.9259
2020-04-20,50.4083
2020-04-21,49.8241
2020-04-22,49.0885
2020-04-23,49.0885
2020-04-24,49.724
2020-04-25,49.724
2020-04-26,49.724
2020-04-27,53.1285
2020-04-28,54.2815
2020-04-29,56.7798
2020-04-30,53.6638
2020-05-01,51.2764
2020-05-02,51.2764
2020-05-03,51.2764
2020-05-04,50.5263
2020-05-05,50.0416
2020-05-06,48.362
2020-05-07,47.0776
2020-05-08,49.6852
2020-05-09,49.6852
2020-05-10,49.6852
2020-05-11,47.2479
2020-05-12,44.7859
2020-05-13,42.8687
2020-05-14,42.7558
2020-05-15,42.4348
2020-05-16,42.4348
2020-05-17,42.4348
2020-05-18,47.1775
2020-05-19,45.3583
2020-05-20,47.7785
2020-05-21,47.2306
2020-05-22,47.0076
2020-05-23,47.0076
2020-05-24,47.0076
2020-05-25,47.0076
2020-05-26,50.2435
2020-05-27,53.6523
2020-05-28,51.5459
2020-05-29,51.2258
2020-05-30,51.2258
