,FNF US Equity
2020-08-29,53.4932
2020-08-30,53.4932
2020-08-31,51.4693
2020-09-01,51.9846
2020-09-02,53.2825
2020-09-03,51.6045
2020-09-04,52.6534
2020-09-05,52.6534
2020-09-06,52.6534
2020-09-07,52.6534
2020-09-08,50.8106
2020-09-09,53.4171
2020-09-10,51.5873
2020-09-11,53.5046
2020-09-12,53.5046
2020-09-13,53.5046
2020-09-14,53.564
2020-09-15,51.0414
2020-09-16,53.5781
2020-09-17,54.17
2020-09-18,53.7095
2020-09-19,53.7095
2020-09-20,53.7095
2020-09-21,49.0326
2020-09-22,50.6714
2020-09-23,47.0592
2020-09-24,45.9302
2020-09-25,46.1307
2020-09-26,46.1307
2020-09-27,46.1307
2020-09-28,47.8321
2020-09-29,46.0616
2020-09-30,47.1411
2020-10-01,49.0529
2020-10-02,52.5999
2020-10-03,52.5999
2020-10-04,52.5999
2020-10-05,54.0271
2020-10-06,53.6594
2020-10-07,53.4542
2020-10-08,53.88
2020-10-09,53.7347
2020-10-10,53.7347
2020-10-11,53.7347
2020-10-12,55.2939
2020-10-13,53.3592
2020-10-14,51.7037
2020-10-15,52.3356
2020-10-16,53.2351
2020-10-17,53.2351
2020-10-18,53.2351
2020-10-19,48.6614
2020-10-20,49.7269
2020-10-21,49.081
2020-10-22,46.1136
2020-10-23,51.362
2020-10-24,51.362
2020-10-25,51.362
2020-10-26,48.4398
2020-10-27,44.9239
2020-10-28,43.716
2020-10-29,47.0462
2020-10-30,46.9357
2020-10-31,46.9357
2020-11-01,46.9357
2020-11-02,49.0107
2020-11-03,50.9647
2020-11-04,55.3375
2020-11-05,52.9405
2020-11-06,52.7926
2020-11-07,52.7926
2020-11-08,52.7926
2020-11-09,52.5195
2020-11-10,54.2602
2020-11-11,54.6366
2020-11-12,53.0247
2020-11-13,55.6505
2020-11-14,55.6505
2020-11-15,55.6505
2020-11-16,58.3332
2020-11-17,58.1983
2020-11-18,58.4468
2020-11-19,58.4468
2020-11-20,59.3518
2020-11-21,59.3518
2020-11-22,59.3518
2020-11-23,60.1723
2020-11-24,61.8881
2020-11-25,61.6096
2020-11-26,61.6096
2020-11-27,59.8964
2020-11-28,59.8964
2020-11-29,59.8964
2020-11-30,57.6963
2020-12-01,57.7807
2020-12-02,58.4104
2020-12-03,60.2504
2020-12-04,61.1397
2020-12-05,61.1397
2020-12-06,61.1397
2020-12-07,58.1233
2020-12-08,57.6068
2020-12-09,58.2562
2020-12-10,59.7074
2020-12-11,60.7243
2020-12-12,60.7243
2020-12-13,60.7243
2020-12-14,60.9227
2020-12-15,63.2285
2020-12-16,65.3148
2020-12-17,66.5133
2020-12-18,63.5598
2020-12-19,63.5598
2020-12-20,63.5598
2020-12-21,62.1542
2020-12-22,62.3695
2020-12-23,62.4247
2020-12-24,62.6799
2020-12-25,62.6799
2020-12-26,62.6799
2020-12-27,62.6799
2020-12-28,63.9461
2020-12-29,63.9461
2020-12-30,62.8806
2020-12-31,63.8306
2021-01-01,63.8306
2021-01-02,63.8306
2021-01-03,63.8306
2021-01-04,60.3835
2021-01-05,62.043
2021-01-06,63.5073
2021-01-07,61.0233
2021-01-08,61.3301
2021-01-09,61.3301
2021-01-10,61.3301
2021-01-11,64.509
2021-01-12,64.8621
2021-01-13,61.5945
2021-01-14,60.4196
2021-01-15,60.372
2021-01-16,60.372
2021-01-17,60.372
2021-01-18,60.372
2021-01-19,60.4043
2021-01-20,62.6114
2021-01-21,62.7648
2021-01-22,59.4834
2021-01-23,59.4834
2021-01-24,59.4834
2021-01-25,59.9499
2021-01-26,55.6418
2021-01-27,46.7765
2021-01-28,49.4348
2021-01-29,46.8505
2021-01-30,46.8505
2021-01-31,46.8505
2021-02-01,50.2558
2021-02-02,54.3411
2021-02-03,52.8123
2021-02-04,55.4346
2021-02-05,54.2278
2021-02-06,54.2278
2021-02-07,54.2278
2021-02-08,55.0986
2021-02-09,54.5103
2021-02-10,54.9203
2021-02-11,57.5231
2021-02-12,56.3166
2021-02-13,56.3166
2021-02-14,56.3166
2021-02-15,56.3166
2021-02-16,55.9122
2021-02-17,55.9716
2021-02-18,56.216
2021-02-19,58.7335
2021-02-20,58.7335
2021-02-21,58.7335
2021-02-22,59.3031
2021-02-23,59.6487
2021-02-24,61.1288
2021-02-25,51.0985
2021-02-26,50.0253
2021-02-27,50.0253
2021-02-28,50.0253
2021-03-01,54.0754
2021-03-02,52.918
2021-03-03,51.4006
2021-03-04,46.8019
2021-03-05,47.565
2021-03-06,47.565
2021-03-07,47.565
2021-03-08,50.2239
2021-03-09,53.78
2021-03-10,55.7615
2021-03-11,56.9546
2021-03-12,58.7279
2021-03-13,58.7279
2021-03-14,58.7279
2021-03-15,59.9256
2021-03-16,60.0154
2021-03-17,60.4049
2021-03-18,56.7699
2021-03-19,51.5952
2021-03-20,51.5952
2021-03-21,51.5952
2021-03-22,50.7427
2021-03-23,50.1346
2021-03-24,50.2188
2021-03-25,53.845
2021-03-26,55.7944
2021-03-27,55.7944
2021-03-28,55.7944
2021-03-29,55.892
2021-03-30,55.3861
2021-03-31,54.7453
2021-04-01,56.3642
2021-04-02,56.3642
2021-04-03,56.3642
2021-04-04,56.3642
2021-04-05,57.5056
2021-04-06,59.7101
2021-04-07,60.7968
2021-04-08,61.2113
2021-04-09,62.0642
2021-04-10,62.0642
2021-04-11,62.0642
2021-04-12,63.1735
2021-04-13,62.403
2021-04-14,63.3509
2021-04-15,64.0821
2021-04-16,63.8761
2021-04-17,63.8761
2021-04-18,63.8761
2021-04-19,64.091
2021-04-20,60.9641
2021-04-21,62.2348
2021-04-22,62.8601
2021-04-23,63.8026
2021-04-24,63.8026
2021-04-25,63.8026
2021-04-26,64.393
2021-04-27,65.2003
2021-04-28,65.8078
2021-04-29,65.7603
2021-04-30,64.3663
2021-05-01,64.3663
2021-05-02,64.3663
2021-05-03,65.814
2021-05-04,64.7929
2021-05-05,63.9618
2021-05-06,65.1057
2021-05-07,64.9533
2021-05-08,64.9533
2021-05-09,64.9533
2021-05-10,65.4825
2021-05-11,63.8552
2021-05-12,58.8301
2021-05-13,61.3646
2021-05-14,64.4973
2021-05-15,64.4973
2021-05-16,64.4973
2021-05-17,63.2517
2021-05-18,59.7583
2021-05-19,60.6129
2021-05-20,63.2501
2021-05-21,61.0079
2021-05-22,61.0079
2021-05-23,61.0079
2021-05-24,61.8947
2021-05-25,58.1626
2021-05-26,59.0981
2021-05-27,59.4956
2021-05-28,60.5439
2021-05-29,60.5439
2021-05-30,60.5439
2021-05-31,60.5439
2021-06-01,61.8949
2021-06-02,59.2807
2021-06-03,59.368
2021-06-04,59.9309
2021-06-05,59.9309
2021-06-06,59.9309
2021-06-07,59.4378
2021-06-08,61.8026
2021-06-09,59.862
2021-06-10,58.5355
2021-06-11,58.9744
2021-06-12,58.9744
2021-06-13,58.9744
2021-06-14,57.7991
2021-06-15,58.5281
2021-06-16,55.3365
2021-06-17,51.4528
2021-06-18,45.7221
2021-06-19,45.7221
2021-06-20,45.7221
2021-06-21,49.8122
2021-06-22,47.8816
2021-06-23,45.8297
2021-06-24,47.9312
2021-06-25,50.3797
2021-06-26,50.3797
2021-06-27,50.3797
2021-06-28,47.6302
2021-06-29,48.0586
2021-06-30,46.4853
2021-07-01,48.7227
2021-07-02,47.6161
2021-07-03,47.6161
2021-07-04,47.6161
2021-07-05,47.6161
2021-07-06,46.3752
2021-07-07,47.3787
2021-07-08,43.224
2021-07-09,49.5487
2021-07-10,49.5487
2021-07-11,49.5487
2021-07-12,51.0785
2021-07-13,47.5434
2021-07-14,47.8062
2021-07-15,49.0098
2021-07-16,48.9813
2021-07-17,48.9813
2021-07-18,48.9813
2021-07-19,45.0019
2021-07-20,47.9763
2021-07-21,48.6088
2021-07-22,49.5321
2021-07-23,51.5579
2021-07-24,51.5579
2021-07-25,51.5579
2021-07-26,52.0282
2021-07-27,52.533
2021-07-28,52.1232
2021-07-29,52.1826
2021-07-30,50.973
2021-07-31,50.973
2021-08-01,50.973
2021-08-02,49.4042
2021-08-03,48.2137
2021-08-04,52.3406
2021-08-05,55.9195
2021-08-06,57.0488
2021-08-07,57.0488
2021-08-08,57.0488
2021-08-09,58.2312
2021-08-10,60.2542
2021-08-11,61.9344
2021-08-12,61.8979
2021-08-13,62.4032
2021-08-14,62.4032
2021-08-15,62.4032
2021-08-16,61.5586
2021-08-17,60.5945
2021-08-18,60.9739
2021-08-19,59.3964
2021-08-20,59.9061
2021-08-21,59.9061
2021-08-22,59.9061
2021-08-23,60.6326
2021-08-24,60.2145
2021-08-25,61.048
2021-08-26,59.2504
2021-08-27,60.5936
2021-08-28,60.5936
2021-08-29,60.5936
2021-08-30,60.244
2021-08-31,59.6211
2021-09-01,58.4599
2021-09-02,57.8324
2021-09-03,56.2706
2021-09-04,56.2706
2021-09-05,56.2706
2021-09-06,56.2706
2021-09-07,52.0724
2021-09-08,53.3556
2021-09-09,51.2652
2021-09-10,49.6332
2021-09-11,49.6332
2021-09-12,49.6332
2021-09-13,51.1303
2021-09-14,49.2378
2021-09-15,51.4504
2021-09-16,50.2972
2021-09-17,49.6071
2021-09-18,49.6071
2021-09-19,49.6071
2021-09-20,45.0266
2021-09-21,44.9268
2021-09-22,47.6096
2021-09-23,49.727
2021-09-24,49.8394
2021-09-25,49.8394
2021-09-26,49.8394
2021-09-27,51.0834
2021-09-28,49.1352
2021-09-29,49.3702
2021-09-30,47.262
2021-10-01,48.6
2021-10-02,48.6
2021-10-03,48.6
2021-10-04,49.0859
2021-10-05,49.7413
2021-10-06,50.1561
2021-10-07,53.8593
2021-10-08,52.9927
2021-10-09,52.9927
2021-10-10,52.9927
2021-10-11,52.8169
2021-10-12,54.4582
2021-10-13,56.6496
2021-10-14,60.6349
2021-10-15,61.1278
2021-10-16,61.1278
2021-10-17,61.1278
2021-10-18,61.5942
2021-10-19,61.8154
2021-10-20,63.4337
2021-10-21,62.1242
2021-10-22,62.221
2021-10-23,62.221
2021-10-24,62.221
2021-10-25,62.649
2021-10-26,57.8032
2021-10-27,49.6449
2021-10-28,52.9871
2021-10-29,53.16
2021-10-30,53.16
2021-10-31,53.16
2021-11-01,53.7235
2021-11-02,54.3624
2021-11-03,52.5688
2021-11-04,54.2396
2021-11-05,59.2438
2021-11-06,59.2438
2021-11-07,59.2438
2021-11-08,61.5718
2021-11-09,61.7352
2021-11-10,62.7194
2021-11-11,61.7608
2021-11-12,62.3281
2021-11-13,62.3281
2021-11-14,62.3281
2021-11-15,62.3281
2021-11-16,63.2897
2021-11-17,62.539
2021-11-18,62.8429
2021-11-19,65.3715
2021-11-20,65.3715
2021-11-21,65.3715
2021-11-22,65.7319
2021-11-23,66.0692
2021-11-24,66.4956
2021-11-25,66.4956
2021-11-26,57.6083
2021-11-27,57.6083
2021-11-28,57.6083
2021-11-29,53.8833
2021-11-30,49.9769
2021-12-01,51.2084
2021-12-02,55.2463
2021-12-03,51.7452
2021-12-04,51.7452
2021-12-05,51.7452
2021-12-06,53.8743
2021-12-07,55.9713
2021-12-08,56.5671
2021-12-09,54.0109
2021-12-10,53.5875
2021-12-11,53.5875
2021-12-12,53.5875
2021-12-13,53.8681
2021-12-14,54.1864
2021-12-15,55.9172
2021-12-16,56.9056
2021-12-17,54.6098
2021-12-18,54.6098
2021-12-19,54.6098
2021-12-20,49.9054
2021-12-21,53.54
2021-12-22,55.2064
2021-12-23,55.611
2021-12-24,55.611
2021-12-25,55.611
2021-12-26,55.611
2021-12-27,57.5378
2021-12-28,57.7609
2021-12-29,59.0413
2021-12-30,58.6019
2021-12-31,59.0886
2022-01-01,59.0886
2022-01-02,59.0886
2022-01-03,56.041
2022-01-04,58.6535
2022-01-05,58.2555
2022-01-06,60.7098
2022-01-07,61.1085
2022-01-08,61.1085
2022-01-09,61.1085
2022-01-10,61.9342
2022-01-11,65.122
2022-01-12,66.1451
2022-01-13,67.3559
2022-01-14,67.3778
2022-01-15,67.3778
2022-01-16,67.3778
2022-01-17,67.3778
2022-01-18,60.4051
2022-01-19,55.2395
2022-01-20,50.2709
2022-01-21,47.1815
2022-01-22,47.1815
2022-01-23,47.1815
2022-01-24,48.0791
2022-01-25,47.4335
2022-01-26,45.6629
2022-01-27,44.6842
2022-01-28,47.0329
2022-01-29,47.0329
2022-01-30,47.0329
2022-01-31,48.7222
2022-02-01,50.0521
2022-02-02,50.4566
2022-02-03,49.5667
2022-02-04,48.5047
2022-02-05,48.5047
2022-02-06,48.5047
2022-02-07,47.7984
2022-02-08,50.5013
2022-02-09,51.1628
2022-02-10,45.8603
2022-02-11,44.063
2022-02-12,44.063
2022-02-13,44.063
2022-02-14,42.1119
2022-02-15,45.0088
2022-02-16,44.9329
2022-02-17,41.4188
2022-02-18,43.0596
2022-02-19,43.0596
2022-02-20,43.0596
2022-02-21,43.0596
2022-02-22,40.5941
2022-02-23,38.148
2022-02-24,37.9475
2022-02-25,44.9236
2022-02-26,44.9236
2022-02-27,44.9236
2022-02-28,44.7672
2022-03-01,41.9604
2022-03-02,45.5721
2022-03-03,45.782
2022-03-04,44.1312
2022-03-05,44.1312
2022-03-06,44.1312
2022-03-07,39.9577
2022-03-08,41.8539
2022-03-09,44.0474
2022-03-10,44.8922
2022-03-11,45.4346
2022-03-12,45.4346
2022-03-13,45.4346
2022-03-14,47.9097
2022-03-15,48.9845
2022-03-16,52.3004
2022-03-17,51.8828
2022-03-18,53.5093
2022-03-19,53.5093
2022-03-20,53.5093
2022-03-21,53.1993
2022-03-22,53.6851
2022-03-23,51.5245
2022-03-24,52.513
2022-03-25,54.2548
2022-03-26,54.2548
2022-03-27,54.2548
2022-03-28,52.557
2022-03-29,53.884
2022-03-30,52.5535
2022-03-31,50.0736
2022-04-01,45.6626
2022-04-02,45.6626
2022-04-03,45.6626
2022-04-04,44.4768
2022-04-05,42.744
2022-04-06,42.1909
2022-04-07,39.8962
2022-04-08,37.6846
2022-04-09,37.6846
2022-04-10,37.6846
2022-04-11,39.2677
2022-04-12,37.597
2022-04-13,38.095
2022-04-14,37.139
2022-04-15,37.139
2022-04-16,37.139
2022-04-17,37.139
2022-04-18,36.7609
2022-04-19,38.5485
2022-04-20,40.089
2022-04-21,37.8016
2022-04-22,35.9134
2022-04-23,35.9134
2022-04-24,35.9134
2022-04-25,36.317
2022-04-26,34.9172
2022-04-27,34.1013
2022-04-28,37.5302
2022-04-29,35.8484
2022-04-30,35.8484
2022-05-01,35.8484
2022-05-02,36.0357
2022-05-03,39.1591
2022-05-04,43.6777
2022-05-05,40.3835
2022-05-06,40.2739
2022-05-07,40.2739
2022-05-08,40.2739
2022-05-09,39.5884
2022-05-10,38.2769
2022-05-11,38.4527
2022-05-12,38.3961
2022-05-13,41.819
2022-05-14,41.819
2022-05-15,41.819
2022-05-16,42.1629
2022-05-17,45.7303
2022-05-18,42.9276
2022-05-19,41.8423
2022-05-20,41.1448
2022-05-21,41.1448
2022-05-22,41.1448
2022-05-23,42.7525
2022-05-24,42.416
2022-05-25,43.2249
2022-05-26,45.7044
2022-05-27,47.536
2022-05-28,47.536
2022-05-29,47.536
2022-05-30,47.536
2022-05-31,47.5629
2022-06-01,47.6185
2022-06-02,48.1586
2022-06-03,47.6239
2022-06-04,47.6239
2022-06-05,47.6239
2022-06-06,47.923
2022-06-07,48.531
2022-06-08,46.5625
2022-06-09,43.6823
2022-06-10,39.4172
2022-06-11,39.4172
2022-06-12,39.4172
2022-06-13,35.8719
2022-06-14,36.6812
2022-06-15,36.2976
2022-06-16,32.8987
2022-06-17,33.8051
2022-06-18,33.8051
2022-06-19,33.8051
2022-06-20,33.8051
2022-06-21,36.7826
2022-06-22,36.6514
2022-06-23,37.2468
2022-06-24,41.8628
2022-06-25,41.8628
2022-06-26,41.8628
2022-06-27,41.3491
2022-06-28,40.2423
2022-06-29,40.1994
2022-06-30,40.689
2022-07-01,43.0369
2022-07-02,43.0369
2022-07-03,43.0369
2022-07-04,43.0369
2022-07-05,43.323
2022-07-06,41.4331
2022-07-07,42.9644
2022-07-08,42.1399
2022-07-09,42.1399
2022-07-10,42.1399
2022-07-11,43.0052
2022-07-12,44.2978
2022-07-13,42.5569
2022-07-14,40.4758
2022-07-15,42.1103
2022-07-16,42.1103
2022-07-17,42.1103
2022-07-18,41.9366
2022-07-19,46.0483
2022-07-20,45.9406
2022-07-21,47.0613
2022-07-22,46.184
2022-07-23,46.184
2022-07-24,46.184
2022-07-25,47.2665
2022-07-26,46.9115
2022-07-27,49.8344
2022-07-28,51.0125
2022-07-29,52.7639
2022-07-30,52.7639
2022-07-31,52.7639
2022-08-01,51.5156
2022-08-02,49.4456
2022-08-03,47.1538
2022-08-04,48.8324
2022-08-05,48.9292
2022-08-06,48.9292
2022-08-07,48.9292
2022-08-08,47.9899
2022-08-09,48.9364
2022-08-10,52.4531
2022-08-11,54.031
2022-08-12,55.9431
2022-08-13,55.9431
2022-08-14,55.9431
2022-08-15,55.0243
2022-08-16,55.2582
2022-08-17,54.3805
2022-08-18,56.0359
2022-08-19,54.7285
2022-08-20,54.7285
2022-08-21,54.7285
2022-08-22,51.5304
2022-08-23,50.9825
2022-08-24,49.8516
2022-08-25,54.4161
2022-08-26,52.4939
2022-08-27,52.4939
2022-08-28,52.4939
2022-08-29,50.8997
2022-08-30,50.4048
2022-08-31,48.6435
2022-09-01,49.7864
2022-09-02,50.4572
2022-09-03,50.4572
2022-09-04,50.4572
2022-09-05,50.4572
2022-09-06,49.3322
2022-09-07,51.6634
2022-09-08,53.2125
2022-09-09,57.0403
2022-09-10,57.0403
2022-09-11,57.0403
2022-09-12,57.7881
2022-09-13,53.1452
2022-09-14,49.4728
2022-09-15,51.51
2022-09-16,52.472
2022-09-17,52.472
2022-09-18,52.472
2022-09-19,53.71
2022-09-20,51.5149
2022-09-21,50.851
2022-09-22,44.4454
2022-09-23,42.285
2022-09-24,42.285
2022-09-25,42.285
2022-09-26,38.86
2022-09-27,38.4674
2022-09-28,43.1284
2022-09-29,43.1583
2022-09-30,43.0179
2022-10-01,43.0179
2022-10-02,43.0179
2022-10-03,46.61
2022-10-04,51.7494
2022-10-05,51.126
2022-10-06,52.0473
2022-10-07,49.6404
2022-10-08,49.6404
2022-10-09,49.6404
2022-10-10,49.8749
2022-10-11,48.778
2022-10-12,48.778
2022-10-13,50.5247
2022-10-14,47.9474
2022-10-15,47.9474
2022-10-16,47.9474
2022-10-17,48.9024
2022-10-18,49.1578
2022-10-19,45.4013
2022-10-20,44.6657
2022-10-21,44.3683
2022-10-22,44.3683
2022-10-23,44.3683
2022-10-24,46.0411
2022-10-25,49.1739
2022-10-26,49.8773
2022-10-27,51.7026
2022-10-28,53.8622
2022-10-29,53.8622
2022-10-30,53.8622
2022-10-31,52.5577
2022-11-01,54.5256
2022-11-02,51.2011
2022-11-03,49.6489
2022-11-04,52.473
2022-11-05,52.473
2022-11-06,52.473
2022-11-07,52.7774
2022-11-08,52.9592
2022-11-09,50.1349
2022-11-10,55.4258
2022-11-11,59.0161
2022-11-12,59.0161
2022-11-13,59.0161
2022-11-14,53.3189
2022-11-15,53.3616
2022-11-16,52.0794
2022-11-17,51.0544
2022-11-18,51.6868
2022-11-19,51.6868
2022-11-20,51.6868
2022-11-21,50.0996
2022-11-22,52.3917
2022-11-23,52.2382
2022-11-24,52.2382
2022-11-25,53.9373
2022-11-26,53.9373
2022-11-27,53.9373
2022-11-28,50.764
2022-11-29,51.0284
2022-11-30,52.9072
2022-12-01,52.2068
2022-12-02,49.2633
2022-12-03,49.2633
2022-12-04,49.2633
2022-12-05,49.3687
2022-12-06,47.7018
2022-12-07,49.2825
2022-12-08,48.9134
2022-12-09,49.1386
2022-12-10,49.1386
2022-12-11,49.1386
2022-12-12,51.224
2022-12-13,51.8772
2022-12-14,50.9075
2022-12-15,48.8786
2022-12-16,49.0287
2022-12-17,49.0287
2022-12-18,49.0287
2022-12-19,47.6114
2022-12-20,47.7708
2022-12-21,51.3817
2022-12-22,50.3442
2022-12-23,51.7953
2022-12-24,51.7953
2022-12-25,51.7953
2022-12-26,51.7953
2022-12-27,51.636
2022-12-28,48.722
2022-12-29,52.2233
2022-12-30,51.1517
2022-12-31,51.1517
2023-01-01,51.1517
2023-01-02,51.1517
2023-01-03,51.7082
2023-01-04,53.8276
2023-01-05,52.5383
2023-01-06,57.2043
2023-01-07,57.2043
2023-01-08,57.2043
2023-01-09,55.7545
2023-01-10,57.2008
2023-01-11,59.1308
2023-01-12,59.9157
2023-01-13,60.1717
2023-01-14,60.1717
2023-01-15,60.1717
2023-01-16,60.1717
2023-01-17,58.829
2023-01-18,59.2987
2023-01-19,59.5999
2023-01-20,61.4914
2023-01-21,61.4914
2023-01-22,61.4914
2023-01-23,62.8469
2023-01-24,63.5112
2023-01-25,64.3747
2023-01-26,65.4864
2023-01-27,64.5282
2023-01-28,64.5282
2023-01-29,64.5282
2023-01-30,61.9984
2023-01-31,64.614
2023-02-01,63.612
2023-02-02,65.7236
2023-02-03,64.5529
2023-02-04,64.5529
2023-02-05,64.5529
2023-02-06,62.6039
2023-02-07,62.77
2023-02-08,61.5973
2023-02-09,56.2378
2023-02-10,58.1854
2023-02-11,58.1854
2023-02-12,58.1854
2023-02-13,59.9066
2023-02-14,59.3572
2023-02-15,59.6126
2023-02-16,56.8406
2023-02-17,56.8683
2023-02-18,56.8683
2023-02-19,56.8683
2023-02-20,56.8683
2023-02-21,53.4649
2023-02-22,53.3617
2023-02-23,46.0093
2023-02-24,45.8188
2023-02-25,45.8188
2023-02-26,45.8188
2023-02-27,46.409
2023-02-28,47.039
2023-03-01,44.0242
2023-03-02,42.3954
2023-03-03,42.239
2023-03-04,42.239
2023-03-05,42.239
2023-03-06,40.9115
2023-03-07,39.2837
2023-03-08,39.9304
2023-03-09,38.1975
2023-03-10,35.6164
2023-03-11,35.6164
2023-03-12,35.6164
2023-03-13,32.5736
2023-03-14,33.3152
2023-03-15,32.441
2023-03-16,32.3224
2023-03-17,30.5876
2023-03-18,30.5876
2023-03-19,30.5876
2023-03-20,36.5743
2023-03-21,39.6702
2023-03-22,38.4566
