,BWXT US Equity
,RSI_30D
2020-01-01,62.4055
2020-01-02,66.7187
2020-01-03,70.7501
2020-01-04,70.7501
2020-01-05,70.7501
2020-01-06,69.9707
2020-01-07,72.0417
2020-01-08,69.0572
2020-01-09,69.7164
2020-01-10,64.4356
2020-01-11,64.4356
2020-01-12,64.4356
2020-01-13,65.6349
2020-01-14,64.1569
2020-01-15,64.5346
2020-01-16,67.2767
2020-01-17,66.3704
2020-01-18,66.3704
2020-01-19,66.3704
2020-01-20,66.3704
2020-01-21,62.7082
2020-01-22,60.3214
2020-01-23,64.0777
2020-01-24,62.5648
2020-01-25,62.5648
2020-01-26,62.5648
2020-01-27,60.4606
2020-01-28,61.7223
2020-01-29,60.3571
2020-01-30,59.8757
2020-01-31,53.7985
2020-02-01,53.7985
2020-02-02,53.7985
2020-02-03,54.0425
2020-02-04,56.722
2020-02-05,59.0925
2020-02-06,58.618
2020-02-07,58.983
2020-02-08,58.983
2020-02-09,58.983
2020-02-10,60.6355
2020-02-11,62.4715
2020-02-12,63.9118
2020-02-13,65.3294
2020-02-14,65.492
2020-02-15,65.492
2020-02-16,65.492
2020-02-17,65.492
2020-02-18,66.9356
2020-02-19,67.8251
2020-02-20,68.9885
2020-02-21,67.8425
2020-02-22,67.8425
2020-02-23,67.8425
2020-02-24,64.7812
2020-02-25,42.5473
2020-02-26,43.5928
2020-02-27,36.7642
2020-02-28,34.3449
2020-02-29,34.3449
2020-03-01,34.3449
2020-03-02,35.7721
2020-03-03,34.468
2020-03-04,35.274
2020-03-05,32.9726
2020-03-06,31.8598
2020-03-07,31.8598
2020-03-08,31.8598
2020-03-09,26.971
2020-03-10,32.6494
2020-03-11,32.3255
2020-03-12,34.4232
2020-03-13,39.2048
2020-03-14,39.2048
2020-03-15,39.2048
2020-03-16,35.3211
2020-03-17,34.2919
2020-03-18,29.7373
2020-03-19,30.1626
2020-03-20,31.0435
2020-03-21,31.0435
2020-03-22,31.0435
2020-03-23,31.8457
2020-03-24,35.9193
2020-03-25,35.1064
2020-03-26,40.6211
2020-03-27,39.4584
2020-03-28,39.4584
2020-03-29,39.4584
2020-03-30,39.8704
2020-03-31,41.7168
2020-04-01,40.9731
2020-04-02,44.1761
2020-04-03,44.6615
2020-04-04,44.6615
2020-04-05,44.6615
2020-04-06,45.2524
2020-04-07,44.2856
2020-04-08,44.6833
2020-04-09,45.9545
2020-04-10,45.9545
2020-04-11,45.9545
2020-04-12,45.9545
2020-04-13,44.7907
2020-04-14,45.773
2020-04-15,44.9707
2020-04-16,45.8129
2020-04-17,47.9787
2020-04-18,47.9787
2020-04-19,47.9787
2020-04-20,47.2224
2020-04-21,45.3019
2020-04-22,46.7739
2020-04-23,47.7337
2020-04-24,47.434
2020-04-25,47.434
2020-04-26,47.434
2020-04-27,50.0744
2020-04-28,50.57
2020-04-29,50.57
2020-04-30,49.471
2020-05-01,47.3867
2020-05-02,47.3867
2020-05-03,47.3867
2020-05-04,46.4126
2020-05-05,51.3321
2020-05-06,53.5178
2020-05-07,54.2951
2020-05-08,57.3881
2020-05-09,57.3881
2020-05-10,57.3881
2020-05-11,57.0144
2020-05-12,52.7656
2020-05-13,50.275
2020-05-14,46.9769
2020-05-15,51.8003
2020-05-16,51.8003
2020-05-17,51.8003
2020-05-18,55.047
2020-05-19,54.6026
2020-05-20,54.3474
2020-05-21,54.5306
2020-05-22,54.0221
2020-05-23,54.0221
2020-05-24,54.0221
2020-05-25,54.0221
2020-05-26,56.1852
2020-05-27,59.5666
2020-05-28,61.0937
2020-05-29,60.0092
2020-05-30,60.0092
2020-05-31,60.0092
2020-06-01,59.0052
2020-06-02,59.0951
2020-06-03,59.1183
2020-06-04,57.6644
2020-06-05,57.5113
2020-06-06,57.5113
2020-06-07,57.5113
2020-06-08,60.0705
2020-06-09,59.9283
2020-06-10,58.8117
2020-06-11,53.6725
2020-06-12,52.7133
2020-06-13,52.7133
2020-06-14,52.7133
2020-06-15,53.4763
2020-06-16,54.3219
2020-06-17,54.7405
2020-06-18,52.5488
2020-06-19,51.4827
2020-06-20,51.4827
2020-06-21,51.4827
2020-06-22,52.0318
2020-06-23,50.9384
2020-06-24,47.6869
2020-06-25,48.1664
2020-06-26,46.6561
2020-06-27,46.6561
2020-06-28,46.6561
2020-06-29,48.2005
2020-06-30,49.0886
2020-07-01,48.7947
2020-07-02,48.1485
2020-07-03,48.1485
2020-07-04,48.1485
2020-07-05,48.1485
2020-07-06,48.0136
2020-07-07,45.1044
2020-07-08,44.1559
2020-07-09,40.9436
2020-07-10,42.3247
2020-07-11,42.3247
2020-07-12,42.3247
2020-07-13,40.5855
2020-07-14,40.0094
2020-07-15,42.502
2020-07-16,43.9968
2020-07-17,44.4046
2020-07-18,44.4046
2020-07-19,44.4046
2020-07-20,43.9475
2020-07-21,45.2542
2020-07-22,47.5692
2020-07-23,47.7613
2020-07-24,46.8907
2020-07-25,46.8907
2020-07-26,46.8907
2020-07-27,46.2852
2020-07-28,47.381
2020-07-29,47.8379
2020-07-30,47.1449
2020-07-31,48.5375
2020-08-01,48.5375
2020-08-02,48.5375
2020-08-03,48.2341
2020-08-04,56.5971
2020-08-05,55.0134
2020-08-06,51.7817
2020-08-07,53.4023
2020-08-08,53.4023
2020-08-09,53.4023
2020-08-10,56.0103
2020-08-11,56.3535
2020-08-12,54.9033
2020-08-13,54.1032
2020-08-14,55.8664
2020-08-15,55.8664
2020-08-16,55.8664
2020-08-17,54.5373
2020-08-18,54.3515
2020-08-19,54.5473
2020-08-20,52.6364
2020-08-21,50.9937
2020-08-22,50.9937
2020-08-23,50.9937
2020-08-24,53.8085
2020-08-25,54.4183
2020-08-26,49.1116
2020-08-27,48.2432
2020-08-28,49.588
2020-08-29,49.588
2020-08-30,49.588
2020-08-31,48.8563
2020-09-01,47.772
2020-09-02,51.6746
2020-09-03,52.2357
2020-09-04,54.2731
2020-09-05,54.2731
2020-09-06,54.2731
2020-09-07,54.2731
2020-09-08,51.6567
2020-09-09,53.5688
2020-09-10,50.0903
2020-09-11,50.1627
2020-09-12,50.1627
2020-09-13,50.1627
2020-09-14,51.86
2020-09-15,51.3977
2020-09-16,52.4036
2020-09-17,53.631
2020-09-18,55.0933
2020-09-19,55.0933
2020-09-20,55.0933
2020-09-21,52.4347
2020-09-22,53.9667
2020-09-23,51.7416
2020-09-24,49.9192
2020-09-25,51.0641
2020-09-26,51.0641
2020-09-27,51.0641
2020-09-28,51.9763
2020-09-29,50.7968
2020-09-30,48.9279
2020-10-01,49.6072
2020-10-02,49.1497
2020-10-03,49.1497
2020-10-04,49.1497
2020-10-05,48.6652
2020-10-06,46.342
2020-10-07,47.3122
2020-10-08,52.4288
2020-10-09,52.1802
2020-10-10,52.1802
2020-10-11,52.1802
2020-10-12,53.9861
2020-10-13,51.9157
2020-10-14,53.5698
2020-10-15,53.9423
2020-10-16,51.8343
2020-10-17,51.8343
2020-10-18,51.8343
2020-10-19,49.8005
2020-10-20,48.2764
2020-10-21,47.5145
2020-10-22,50.5961
2020-10-23,51.3301
2020-10-24,51.3301
2020-10-25,51.3301
2020-10-26,49.2632
2020-10-27,48.0156
2020-10-28,43.8573
2020-10-29,44.854
2020-10-30,46.6229
2020-10-31,46.6229
2020-11-01,46.6229
2020-11-02,46.4743
2020-11-03,47.5553
2020-11-04,45.393
2020-11-05,46.4751
2020-11-06,47.0949
2020-11-07,47.0949
2020-11-08,47.0949
2020-11-09,45.7446
2020-11-10,47.461
2020-11-11,48.3944
2020-11-12,47.8293
2020-11-13,50.2549
2020-11-14,50.2549
2020-11-15,50.2549
2020-11-16,50.6037
2020-11-17,50.9152
2020-11-18,51.5696
2020-11-19,52.118
2020-11-20,49.4168
2020-11-21,49.4168
2020-11-22,49.4168
2020-11-23,52.0779
2020-11-24,55.4046
2020-11-25,54.1094
