,NVGS US Equity
2023-03-21,56.7262
2023-03-22,56.2092
2023-03-23,54.2485
2023-03-24,53.2461
2023-03-25,53.2461
2023-03-26,53.2461
2023-03-27,55.2424
2023-03-28,57.3292
2023-03-29,56.4509
2023-03-30,55.7441
2023-03-31,57.4657
2023-04-01,57.4657
2023-04-02,57.4657
2023-04-03,56.4659
2023-04-04,54.6767
2023-04-05,54.0565
2023-04-06,53.3412
2023-04-07,53.3412
2023-04-08,53.3412
2023-04-09,53.3412
2023-04-10,54.6601
2023-04-11,56.168
2023-04-12,56.6895
2023-04-13,56.2936
2023-04-14,56.7622
2023-04-15,56.7622
2023-04-16,56.7622
2023-04-17,60.8182
2023-04-18,61.4856
2023-04-19,58.5946
2023-04-20,56.4377
2023-04-21,54.5493
2023-04-22,54.5493
2023-04-23,54.5493
2023-04-24,55.3984
2023-04-25,51.0072
2023-04-26,49.3553
2023-04-27,50.5158
2023-04-28,52.8318
2023-04-29,52.8318
2023-04-30,52.8318
2023-05-01,51.7095
2023-05-02,47.9787
2023-05-03,45.4702
2023-05-04,42.6862
2023-05-05,45.3055
2023-05-06,45.3055
2023-05-07,45.3055
2023-05-08,46.1271
2023-05-09,45.4909
2023-05-10,46.9215
2023-05-11,46.6977
2023-05-12,47.3897
2023-05-13,47.3897
2023-05-14,47.3897
2023-05-15,48.4287
2023-05-16,46.6039
2023-05-17,46.4465
2023-05-18,46.633
2023-05-19,47.9456
2023-05-20,47.9456
2023-05-21,47.9456
2023-05-22,48.8748
2023-05-23,60.4787
2023-05-24,51.6339
2023-05-25,50.9692
2023-05-26,49.011
2023-05-27,49.011
2023-05-28,49.011
2023-05-29,49.011
2023-05-30,48.8814
2023-05-31,46.7717
2023-06-01,48.9806
2023-06-02,49.9212
2023-06-03,49.9212
2023-06-04,49.9212
2023-06-05,48.1502
2023-06-06,49.1184
2023-06-07,50.4849
2023-06-08,48.7905
2023-06-09,48.1882
2023-06-10,48.1882
2023-06-11,48.1882
2023-06-12,47.984
2023-06-13,48.6593
2023-06-14,50.0024
2023-06-15,48.1214
2023-06-16,46.8589
2023-06-17,46.8589
2023-06-18,46.8589
2023-06-19,46.8589
2023-06-20,46.4388
2023-06-21,45.524
2023-06-22,44.6834
2023-06-23,47.3644
2023-06-24,47.3644
2023-06-25,47.3644
2023-06-26,46.9962
2023-06-27,47.1662
2023-06-28,46.9327
2023-06-29,47.7356
2023-06-30,49.1506
2023-07-01,49.1506
2023-07-02,49.1506
2023-07-03,49.2394
2023-07-04,49.2394
2023-07-05,50.7528
2023-07-06,48.2993
2023-07-07,50.3393
2023-07-08,50.3393
2023-07-09,50.3393
2023-07-10,51.4592
2023-07-11,53.8603
2023-07-12,54.9727
2023-07-13,56.3716
2023-07-14,52.0929
2023-07-15,52.0929
2023-07-16,52.0929
2023-07-17,52.0041
2023-07-18,50.4911
2023-07-19,53.224
2023-07-20,52.2298
2023-07-21,52.5632
2023-07-22,52.5632
2023-07-23,52.5632
2023-07-24,54.9222
2023-07-25,54.825
2023-07-26,53.5497
2023-07-27,52.6722
2023-07-28,54.3903
2023-07-29,54.3903
2023-07-30,54.3903
2023-07-31,56.1205
2023-08-01,54.3926
2023-08-02,52.2393
2023-08-03,53.7043
2023-08-04,52.2416
2023-08-05,52.2416
2023-08-06,52.2416
2023-08-07,54.2195
2023-08-08,54.9743
2023-08-09,56.2189
2023-08-10,55.2706
2023-08-11,54.8453
2023-08-12,54.8453
2023-08-13,54.8453
2023-08-14,54.4121
2023-08-15,55.5913
2023-08-16,54.5802
2023-08-17,49.697
2023-08-18,51.2335
2023-08-19,51.2335
2023-08-20,51.2335
2023-08-21,50.6336
2023-08-22,50.9308
2023-08-23,49.5923
2023-08-24,48.3782
2023-08-25,47.575
2023-08-26,47.575
2023-08-27,47.575
2023-08-28,48.3512
2023-08-29,52.5079
2023-08-30,53.5709
2023-08-31,52.5749
2023-09-01,55.7874
2023-09-02,55.7874
2023-09-03,55.7874
2023-09-04,55.7874
2023-09-05,50.2004
2023-09-06,51.7733
2023-09-07,51.5744
2023-09-08,53.6035
2023-09-09,53.6035
2023-09-10,53.6035
2023-09-11,54.2346
2023-09-12,54.4179
2023-09-13,53.7499
2023-09-14,54.3299
2023-09-15,54.6242
2023-09-16,54.6242
2023-09-17,54.6242
2023-09-18,56.276
2023-09-19,55.176
2023-09-20,59.703
2023-09-21,54.8861
2023-09-22,58.9635
2023-09-23,58.9635
2023-09-24,58.9635
2023-09-25,60.1556
2023-09-26,60.5263
2023-09-27,60.2942
2023-09-28,60.4511
2023-09-29,59.2402
2023-09-30,59.2402
2023-10-01,59.2402
2023-10-02,54.9162
2023-10-03,52.0219
2023-10-04,50.0718
2023-10-05,52.7297
2023-10-06,53.0861
2023-10-07,53.0861
2023-10-08,53.0861
2023-10-09,52.1706
2023-10-10,53.1912
2023-10-11,52.7677
2023-10-12,52.7677
2023-10-13,52.8681
2023-10-14,52.8681
2023-10-15,52.8681
2023-10-16,55.3243
2023-10-17,54.9687
2023-10-18,51.1166
2023-10-19,51.2206
2023-10-20,52.1681
2023-10-21,52.1681
2023-10-22,52.1681
2023-10-23,53.7181
2023-10-24,53.7181
2023-10-25,54.7639
2023-10-26,51.8548
2023-10-27,50.922
2023-10-28,50.922
2023-10-29,50.922
2023-10-30,49.5392
2023-10-31,49.8911
2023-11-01,52.0806
2023-11-02,54.257
2023-11-03,52.8902
2023-11-04,52.8902
2023-11-05,52.8902
2023-11-06,52.8902
2023-11-07,49.722
2023-11-08,49.722
2023-11-09,47.9487
2023-11-10,52.1827
2023-11-11,52.1827
2023-11-12,52.1827
2023-11-13,51.6994
2023-11-14,50.372
2023-11-15,53.9316
2023-11-16,49.6702
2023-11-17,52.1038
2023-11-18,52.1038
2023-11-19,52.1038
2023-11-20,56.025
2023-11-21,57.0887
2023-11-22,57.706
2023-11-23,57.706
2023-11-24,59.1813
2023-11-25,59.1813
2023-11-26,59.1813
2023-11-27,57.3551
2023-11-28,53.5916
2023-11-29,53.372
2023-11-30,53.5688
2023-12-01,56.777
2023-12-02,56.777
2023-12-03,56.777
2023-12-04,53.9419
2023-12-05,51.5966
2023-12-06,50.5592
2023-12-07,47.7772
2023-12-08,48.8177
2023-12-09,48.8177
2023-12-10,48.8177
2023-12-11,48.3197
2023-12-12,47.321
2023-12-13,51.2795
2023-12-14,51.4781
2023-12-15,52.2826
2023-12-16,52.2826
2023-12-17,52.2826
2023-12-18,55.3464
2023-12-19,56.1653
2023-12-20,54.1122
2023-12-21,54.3042
2023-12-22,55.8335
2023-12-23,55.8335
2023-12-24,55.8335
2023-12-25,55.8335
2023-12-26,55.0004
2023-12-27,53.3533
2023-12-28,51.4191
2023-12-29,51.9491
2023-12-30,51.9491
2023-12-31,51.9491
2024-01-01,51.9491
2024-01-02,58.3432
2024-01-03,59.6502
2024-01-04,60.2945
2024-01-05,61.9447
2024-01-06,61.9447
2024-01-07,61.9447
2024-01-08,61.6921
2024-01-09,57.6773
2024-01-10,54.5608
2024-01-11,55.9672
2024-01-12,57.6619
2024-01-13,57.6619
2024-01-14,57.6619
2024-01-15,57.6619
2024-01-16,55.4541
2024-01-17,57.5555
2024-01-18,61.8053
2024-01-19,61.029
2024-01-20,61.029
2024-01-21,61.029
2024-01-22,61.1732
2024-01-23,62.2563
2024-01-24,63.4517
2024-01-25,63.522
2024-01-26,62.1614
2024-01-27,62.1614
2024-01-28,62.1614
2024-01-29,61.4191
2024-01-30,62.2735
2024-01-31,60.3869
2024-02-01,60.3869
2024-02-02,55.1429
2024-02-03,55.1429
2024-02-04,55.1429
2024-02-05,53.0837
2024-02-06,53.0837
2024-02-07,54.2387
2024-02-08,54.7192
2024-02-09,51.2666
2024-02-10,51.2666
2024-02-11,51.2666
2024-02-12,52.1729
2024-02-13,48.735
2024-02-14,50.4742
2024-02-15,52.532
2024-02-16,53.1079
2024-02-17,53.1079
2024-02-18,53.1079
2024-02-19,53.1079
2024-02-20,49.0075
2024-02-21,51.0597
2024-02-22,49.6808
2024-02-23,49.4833
2024-02-24,49.4833
2024-02-25,49.4833
2024-02-26,48.9798
2024-02-27,46.906
2024-02-28,46.906
2024-02-29,47.4726
2024-03-01,47.9325
2024-03-02,47.9325
2024-03-03,47.9325
2024-03-04,44.5998
2024-03-05,47.3538
2024-03-06,46.2634
2024-03-07,48.1714
2024-03-08,48.9436
2024-03-09,48.9436
2024-03-10,48.9436
2024-03-11,50.6811
2024-03-12,51.7428
2024-03-13,53.3028
2024-03-14,54.8139
2024-03-15,51.8078
2024-03-16,51.8078
2024-03-17,51.8078
2024-03-18,48.132
2024-03-19,49.0928
2024-03-20,48.5756
2024-03-21,48.7988
2024-03-22,48.7988
2024-03-23,48.7988
2024-03-24,48.7988
2024-03-25,49.847
2024-03-26,51.0001
2024-03-27,51.8025
2024-03-28,52.1499
2024-03-29,52.1499
2024-03-30,52.1499
2024-03-31,52.1499
2024-04-01,53.1968
2024-04-02,51.6384
2024-04-03,56.1895
2024-04-04,54.2571
2024-04-05,53.0001
2024-04-06,53.0001
2024-04-07,53.0001
2024-04-08,51.5184
