,LH US Equity
2023-03-22,39.5085
2023-03-23,38.4709
2023-03-24,41.0446
2023-03-25,41.0446
2023-03-26,41.0446
2023-03-27,41.9597
2023-03-28,42.5656
2023-03-29,43.3406
2023-03-30,45.2706
2023-03-31,48.2587
2023-04-01,48.2587
2023-04-02,48.2587
2023-04-03,48.9128
2023-04-04,48.9938
2023-04-05,51.087
2023-04-06,49.9425
2023-04-07,49.9425
2023-04-08,49.9425
2023-04-09,49.9425
2023-04-10,49.9425
2023-04-11,50.32
2023-04-12,48.7083
2023-04-13,49.7041
2023-04-14,48.1133
2023-04-15,48.1133
2023-04-16,48.1133
2023-04-17,49.5825
2023-04-18,48.7577
2023-04-19,49.4926
2023-04-20,49.6721
2023-04-21,50.7299
2023-04-22,50.7299
2023-04-23,50.7299
2023-04-24,50.3624
2023-04-25,43.0479
2023-04-26,43.3162
2023-04-27,45.5453
2023-04-28,47.0261
2023-04-29,47.0261
2023-04-30,47.0261
2023-05-01,49.1164
2023-05-02,46.718
2023-05-03,46.747
2023-05-04,44.1081
2023-05-05,45.6902
2023-05-06,45.6902
2023-05-07,45.6902
2023-05-08,44.8903
2023-05-09,45.0523
2023-05-10,45.6271
2023-05-11,43.4196
2023-05-12,43.9836
2023-05-13,43.9836
2023-05-14,43.9836
2023-05-15,45.7116
2023-05-16,42.3429
2023-05-17,42.5168
2023-05-18,41.8944
2023-05-19,42.5384
2023-05-20,42.5384
2023-05-21,42.5384
2023-05-22,44.0973
2023-05-23,44.3316
2023-05-24,42.1516
2023-05-25,40.6736
2023-05-26,42.6891
2023-05-27,42.6891
2023-05-28,42.6891
2023-05-29,42.6891
2023-05-30,40.3551
2023-05-31,40.9015
2023-06-01,40.8435
2023-06-02,44.9239
2023-06-03,44.9239
2023-06-04,44.9239
2023-06-05,45.6078
2023-06-06,45.7298
2023-06-07,47.9718
2023-06-08,48.1593
2023-06-09,45.7046
2023-06-10,45.7046
2023-06-11,45.7046
2023-06-12,51.3526
2023-06-13,54.4758
2023-06-14,52.8815
2023-06-15,55.2809
2023-06-16,57.5958
2023-06-17,57.5958
2023-06-18,57.5958
2023-06-19,57.5958
2023-06-20,55.3585
2023-06-21,56.3054
2023-06-22,57.4974
2023-06-23,57.4302
2023-06-24,57.4302
2023-06-25,57.4302
2023-06-26,58.2812
2023-06-27,59.4671
2023-06-28,59.3301
2023-06-29,60.9078
2023-06-30,61.4259
2023-07-01,61.4259
2023-07-02,61.4259
2023-07-03,62.5508
2023-07-04,62.5508
2023-07-05,62.9144
2023-07-06,62.9287
2023-07-07,61.4796
2023-07-08,61.4796
2023-07-09,61.4796
2023-07-10,63.1176
2023-07-11,64.024
2023-07-12,64.9642
2023-07-13,63.2542
2023-07-14,64.0131
2023-07-15,64.0131
2023-07-16,64.0131
2023-07-17,63.7749
2023-07-18,63.8753
2023-07-19,67.0641
2023-07-20,68.1185
2023-07-21,68.4536
2023-07-22,68.4536
2023-07-23,68.4536
2023-07-24,67.8891
2023-07-25,69.7921
2023-07-26,65.7869
2023-07-27,62.1855
2023-07-28,60.4553
2023-07-29,60.4553
2023-07-30,60.4553
2023-07-31,59.5916
2023-08-01,59.1973
2023-08-02,60.326
2023-08-03,60.5973
2023-08-04,60.5571
2023-08-05,60.5571
2023-08-06,60.5571
2023-08-07,60.4047
2023-08-08,59.6566
2023-08-09,61.8252
2023-08-10,58.7659
2023-08-11,62.2608
2023-08-12,62.2608
2023-08-13,62.2608
2023-08-14,62.2471
2023-08-15,59.7555
2023-08-16,58.3688
2023-08-17,55.5613
2023-08-18,57.0411
2023-08-19,57.0411
2023-08-20,57.0411
2023-08-21,58.1713
2023-08-22,57.0711
2023-08-23,57.2286
2023-08-24,54.085
2023-08-25,53.7113
2023-08-26,53.7113
2023-08-27,53.7113
2023-08-28,53.7664
2023-08-29,52.5882
2023-08-30,53.7743
2023-08-31,48.5751
2023-09-01,46.9013
2023-09-02,46.9013
2023-09-03,46.9013
2023-09-04,46.9013
2023-09-05,44.67
2023-09-06,44.8611
2023-09-07,45.7018
2023-09-08,43.6471
2023-09-09,43.6471
2023-09-10,43.6471
2023-09-11,42.2493
2023-09-12,41.9073
2023-09-13,45.8054
2023-09-14,44.8772
2023-09-15,42.824
2023-09-16,42.824
2023-09-17,42.824
2023-09-18,42.3406
2023-09-19,46.8647
2023-09-20,47.5099
2023-09-21,47.4424
2023-09-22,47.4553
2023-09-23,47.4553
2023-09-24,47.4553
2023-09-25,51.4731
2023-09-26,47.9256
2023-09-27,47.3628
2023-09-28,45.6344
2023-09-29,43.3594
2023-09-30,43.3594
2023-10-01,43.3594
2023-10-02,41.9024
2023-10-03,43.1101
2023-10-04,44.1528
2023-10-05,43.6603
2023-10-06,44.4782
2023-10-07,44.4782
2023-10-08,44.4782
2023-10-09,45.8603
2023-10-10,46.0916
2023-10-11,43.0781
2023-10-12,40.9959
2023-10-13,45.9343
2023-10-14,45.9343
2023-10-15,45.9343
2023-10-16,45.6984
2023-10-17,47.7305
2023-10-18,46.3919
2023-10-19,43.9279
2023-10-20,44.4932
2023-10-21,44.4932
2023-10-22,44.4932
2023-10-23,42.5037
2023-10-24,43.479
2023-10-25,42.485
2023-10-26,52.1808
2023-10-27,45.4742
2023-10-28,45.4742
2023-10-29,45.4742
2023-10-30,44.7897
2023-10-31,46.4269
2023-11-01,50.5076
2023-11-02,51.6011
2023-11-03,55.8236
2023-11-04,55.8236
2023-11-05,55.8236
2023-11-06,55.1547
2023-11-07,53.3492
2023-11-08,52.2681
2023-11-09,50.7979
2023-11-10,51.2526
2023-11-11,51.2526
2023-11-12,51.2526
2023-11-13,50.8926
2023-11-14,54.1601
2023-11-15,55.7381
2023-11-16,56.4069
2023-11-17,57.2241
2023-11-18,57.2241
2023-11-19,57.2241
2023-11-20,56.5374
2023-11-21,57.6152
2023-11-22,56.7328
2023-11-23,56.7328
2023-11-24,57.7074
2023-11-25,57.7074
2023-11-26,57.7074
2023-11-27,57.7426
2023-11-28,57.2135
2023-11-29,58.8114
2023-11-30,61.2124
2023-12-01,62.8489
2023-12-02,62.8489
2023-12-03,62.8489
2023-12-04,65.0901
2023-12-05,59.0349
2023-12-06,59.697
2023-12-07,59.4165
2023-12-08,58.2025
2023-12-09,58.2025
2023-12-10,58.2025
2023-12-11,57.67
2023-12-12,58.8808
2023-12-13,62.0271
2023-12-14,63.2084
2023-12-15,58.9602
2023-12-16,58.9602
2023-12-17,58.9602
2023-12-18,59.302
2023-12-19,62.4052
2023-12-20,58.1107
2023-12-21,59.5721
2023-12-22,60.9178
2023-12-23,60.9178
2023-12-24,60.9178
2023-12-25,60.9178
2023-12-26,61.8521
2023-12-27,62.7592
2023-12-28,63.0368
2023-12-29,63.2
2023-12-30,63.2
2023-12-31,63.2
2024-01-01,63.2
2024-01-02,66.6862
2024-01-03,60.1334
2024-01-04,58.6282
2024-01-05,58.7725
2024-01-06,58.7725
2024-01-07,58.7725
2024-01-08,59.192
2024-01-09,60.7853
2024-01-10,57.7932
2024-01-11,55.3927
2024-01-12,55.7963
2024-01-13,55.7963
2024-01-14,55.7963
2024-01-15,55.7963
2024-01-16,54.0984
2024-01-17,55.1148
2024-01-18,58.4568
2024-01-19,57.2622
2024-01-20,57.2622
2024-01-21,57.2622
2024-01-22,56.8718
2024-01-23,57.596
2024-01-24,54.1793
2024-01-25,56.7987
2024-01-26,55.0907
2024-01-27,55.0907
2024-01-28,55.0907
2024-01-29,56.8146
2024-01-30,56.023
2024-01-31,52.168
2024-02-01,53.7844
2024-02-02,51.3058
2024-02-03,51.3058
2024-02-04,51.3058
2024-02-05,49.6698
2024-02-06,51.8756
2024-02-07,53.0291
2024-02-08,52.2053
2024-02-09,52.0124
2024-02-10,52.0124
2024-02-11,52.0124
2024-02-12,55.9122
2024-02-13,52.1925
2024-02-14,55.7275
2024-02-15,50.8605
2024-02-16,46.965
2024-02-17,46.965
2024-02-18,46.965
2024-02-19,46.965
2024-02-20,46.3166
2024-02-21,48.0454
2024-02-22,47.9323
2024-02-23,49.0106
2024-02-24,49.0106
2024-02-25,49.0106
2024-02-26,46.8586
2024-02-27,47.0368
2024-02-28,46.3858
2024-02-29,47.2597
2024-03-01,49.0688
2024-03-02,49.0688
2024-03-03,49.0688
2024-03-04,49.9688
2024-03-05,47.6336
2024-03-06,49.0123
2024-03-07,49.4793
2024-03-08,48.7697
2024-03-09,48.7697
2024-03-10,48.7697
2024-03-11,49.6641
2024-03-12,48.2512
2024-03-13,47.3254
2024-03-14,42.2352
2024-03-15,42.4253
2024-03-16,42.4253
2024-03-17,42.4253
2024-03-18,42.7469
2024-03-19,44.1454
2024-03-20,42.9242
2024-03-21,44.8173
2024-03-22,46.6845
2024-03-23,46.6845
2024-03-24,46.6845
2024-03-25,47.1447
2024-03-26,46.948
2024-03-27,49.821
2024-03-28,51.5046
2024-03-29,51.5046
2024-03-30,51.5046
2024-03-31,51.5046
2024-04-01,49.5833
2024-04-02,45.8905
2024-04-03,46.1639
2024-04-04,45.3226
2024-04-05,45.3726
2024-04-06,45.3726
2024-04-07,45.3726
2024-04-08,44.4147
