,1812209D US Equity
,RSI_30D
2020-01-01,64.4307
2020-01-02,66.7042
2020-01-03,66.5139
2020-01-04,66.5139
2020-01-05,66.5139
2020-01-06,66.7537
2020-01-07,65.6482
2020-01-08,67.0374
2020-01-09,67.8039
2020-01-10,69.2617
2020-01-11,69.2617
2020-01-12,69.2617
2020-01-13,71.6215
2020-01-14,71.7497
2020-01-15,72.9939
2020-01-16,74.1461
2020-01-17,71.0341
2020-01-18,71.0341
2020-01-19,71.0341
2020-01-20,71.0341
2020-01-21,68.036
2020-01-22,67.6235
2020-01-23,65.2748
2020-01-24,59.5796
2020-01-25,59.5796
2020-01-26,59.5796
2020-01-27,57.4
2020-01-28,56.7139
2020-01-29,51.8932
2020-01-30,51.9221
2020-01-31,47.731
2020-02-01,47.731
2020-02-02,47.731
2020-02-03,51.3217
2020-02-04,54.1991
2020-02-05,45.4788
2020-02-06,49.7177
2020-02-07,47.7904
2020-02-08,47.7904
2020-02-09,47.7904
2020-02-10,45.7673
2020-02-11,44.5309
2020-02-12,45.6666
2020-02-13,45.3637
2020-02-14,46.9819
2020-02-15,46.9819
2020-02-16,46.9819
2020-02-17,46.9819
2020-02-18,47.2325
2020-02-19,46.3485
2020-02-20,45.4792
2020-02-21,43.6639
2020-02-22,43.6639
2020-02-23,43.6639
2020-02-24,40.2865
2020-02-25,38.1023
2020-02-26,36.6382
2020-02-27,35.6116
2020-02-28,35.9112
2020-02-29,35.9112
2020-03-01,35.9112
2020-03-02,40.4143
2020-03-03,38.3377
2020-03-04,41.3487
2020-03-05,40.0507
2020-03-06,39.1305
2020-03-07,39.1305
2020-03-08,39.1305
2020-03-09,37.8288
2020-03-10,40.2371
2020-03-11,37.8512
2020-03-12,33.814
2020-03-13,37.4844
2020-03-14,37.4844
2020-03-15,37.4844
2020-03-16,33.46
2020-03-17,36.5102
2020-03-18,33.4798
2020-03-19,32.7844
2020-03-20,30.9555
2020-03-21,30.9555
2020-03-22,30.9555
2020-03-23,32.5089
2020-03-24,41.6466
2020-03-25,47.8278
2020-03-26,46.498
2020-03-27,45.781
2020-03-28,45.781
2020-03-29,45.781
2020-03-30,48.8869
2020-03-31,48.4551
2020-04-01,45.5302
2020-04-02,45.9719
2020-04-03,47.1267
2020-04-04,47.1267
2020-04-05,47.1267
2020-04-06,50.538
2020-04-07,51.7482
2020-04-08,51.0402
2020-04-09,50.2339
2020-04-10,50.2339
2020-04-11,50.2339
2020-04-12,50.2339
2020-04-13,50.506
2020-04-14,53.8757
2020-04-15,54.6968
2020-04-16,57.4847
2020-04-17,58.1717
2020-04-18,58.1717
2020-04-19,58.1717
2020-04-20,58.1903
2020-04-21,55.5316
2020-04-22,57.5385
2020-04-23,57.7591
2020-04-24,58.3031
2020-04-25,58.3031
2020-04-26,58.3031
2020-04-27,55.8098
2020-04-28,53.2161
2020-04-29,56.1375
2020-04-30,54.0274
2020-05-01,52.2357
2020-05-02,52.2357
2020-05-03,52.2357
2020-05-04,53.9648
2020-05-05,55.8648
2020-05-06,60.0953
2020-05-07,56.4511
2020-05-08,54.5375
2020-05-09,54.5375
2020-05-10,54.5375
2020-05-11,54.5014
2020-05-12,52.9596
2020-05-13,50.8067
2020-05-14,52.5111
2020-05-15,53.0252
2020-05-16,53.0252
2020-05-17,53.0252
2020-05-18,56.3436
2020-05-19,57.5546
2020-05-20,56.7254
2020-05-21,56.2287
2020-05-22,56.7973
2020-05-23,56.7973
2020-05-24,56.7973
2020-05-25,56.7973
2020-05-26,57.1441
2020-05-27,57.447
2020-05-28,59.2827
2020-05-29,59.3501
2020-05-30,59.3501
2020-05-31,59.3501
2020-06-01,60.9843
2020-06-02,62.5087
2020-06-03,62.1743
2020-06-04,59.6918
2020-06-05,58.5064
2020-06-06,58.5064
2020-06-07,58.5064
2020-06-08,57.971
2020-06-09,58.0941
2020-06-10,56.9061
2020-06-11,54.3382
2020-06-12,55.5152
2020-06-13,55.5152
2020-06-14,55.5152
2020-06-15,56.3238
2020-06-16,59.0637
2020-06-17,60.5484
2020-06-18,62.8585
2020-06-19,60.4343
2020-06-20,60.4343
2020-06-21,60.4343
2020-06-22,59.931
2020-06-23,62.0679
2020-06-24,61.4793
2020-06-25,62.0659
2020-06-26,63.4467
2020-06-27,63.4467
2020-06-28,63.4467
2020-06-29,66.1977
2020-06-30,66.7614
2020-07-01,66.7614
2020-07-02,66.7614
2020-07-03,66.7614
2020-07-04,66.7614
2020-07-05,66.7614
2020-07-06,66.7614
2020-07-07,66.7614
2020-07-08,66.7614
2020-07-09,66.7614
2020-07-10,66.7614
2020-07-11,66.7614
2020-07-12,66.7614
2020-07-13,66.7614
2020-07-14,66.7614
2020-07-15,66.7614
2020-07-16,66.7614
2020-07-17,66.7614
2020-07-18,66.7614
2020-07-19,66.7614
2020-07-20,66.7614
2020-07-21,66.7614
2020-07-22,66.7614
2020-07-23,66.7614
2020-07-24,66.7614
2020-07-25,66.7614
2020-07-26,66.7614
2020-07-27,66.7614
2020-07-28,66.7614
2020-07-29,66.7614
2020-07-30,66.7614
2020-07-31,66.7614
2020-08-01,66.7614
2020-08-02,66.7614
2020-08-03,66.7614
2020-08-04,66.7614
2020-08-05,66.7614
2020-08-06,66.7614
2020-08-07,66.7614
2020-08-08,66.7614
2020-08-09,66.7614
2020-08-10,66.7614
2020-08-11,66.7614
2020-08-12,66.7614
2020-08-13,66.7614
2020-08-14,66.7614
2020-08-15,66.7614
2020-08-16,66.7614
2020-08-17,66.7614
2020-08-18,66.7614
2020-08-19,66.7614
2020-08-20,66.7614
2020-08-21,66.7614
2020-08-22,66.7614
2020-08-23,66.7614
2020-08-24,66.7614
2020-08-25,66.7614
2020-08-26,66.7614
2020-08-27,66.7614
2020-08-28,66.7614
2020-08-29,66.7614
2020-08-30,66.7614
2020-08-31,66.7614
2020-09-01,66.7614
2020-09-02,66.7614
2020-09-03,66.7614
2020-09-04,66.7614
2020-09-05,66.7614
2020-09-06,66.7614
2020-09-07,66.7614
2020-09-08,66.7614
2020-09-09,66.7614
2020-09-10,66.7614
2020-09-11,66.7614
2020-09-12,66.7614
2020-09-13,66.7614
2020-09-14,66.7614
2020-09-15,66.7614
2020-09-16,66.7614
2020-09-17,66.7614
2020-09-18,66.7614
2020-09-19,66.7614
2020-09-20,66.7614
2020-09-21,66.7614
2020-09-22,66.7614
2020-09-23,66.7614
2020-09-24,66.7614
2020-09-25,66.7614
2020-09-26,66.7614
2020-09-27,66.7614
2020-09-28,66.7614
2020-09-29,66.7614
2020-09-30,66.7614
2020-10-01,66.7614
2020-10-02,66.7614
2020-10-03,66.7614
2020-10-04,66.7614
2020-10-05,66.7614
2020-10-06,66.7614
2020-10-07,66.7614
2020-10-08,66.7614
2020-10-09,66.7614
2020-10-10,66.7614
2020-10-11,66.7614
2020-10-12,66.7614
2020-10-13,66.7614
2020-10-14,66.7614
2020-10-15,66.7614
2020-10-16,66.7614
2020-10-17,66.7614
2020-10-18,66.7614
2020-10-19,66.7614
2020-10-20,66.7614
2020-10-21,66.7614
2020-10-22,66.7614
2020-10-23,66.7614
2020-10-24,66.7614
2020-10-25,66.7614
2020-10-26,66.7614
2020-10-27,66.7614
2020-10-28,66.7614
2020-10-29,66.7614
2020-10-30,66.7614
2020-10-31,66.7614
2020-11-01,66.7614
2020-11-02,66.7614
2020-11-03,66.7614
2020-11-04,66.7614
2020-11-05,66.7614
2020-11-06,66.7614
2020-11-07,66.7614
2020-11-08,66.7614
2020-11-09,66.7614
2020-11-10,66.7614
2020-11-11,66.7614
2020-11-12,66.7614
2020-11-13,66.7614
2020-11-14,66.7614
2020-11-15,66.7614
2020-11-16,66.7614
2020-11-17,66.7614
2020-11-18,66.7614
2020-11-19,66.7614
2020-11-20,66.7614
2020-11-21,66.7614
2020-11-22,66.7614
2020-11-23,66.7614
2020-11-24,66.7614
2020-11-25,66.7614
2020-11-26,66.7614
2020-11-27,66.7614
2020-11-28,66.7614
2020-11-29,66.7614
2020-11-30,66.7614
2020-12-01,66.7614
2020-12-02,66.7614
2020-12-03,66.7614
2020-12-04,66.7614
2020-12-05,66.7614
2020-12-06,66.7614
2020-12-07,66.7614
2020-12-08,66.7614
2020-12-09,66.7614
2020-12-10,66.7614
2020-12-11,66.7614
2020-12-12,66.7614
2020-12-13,66.7614
2020-12-14,66.7614
2020-12-15,66.7614
2020-12-16,66.7614
2020-12-17,66.7614
2020-12-18,66.7614
2020-12-19,66.7614
2020-12-20,66.7614
2020-12-21,66.7614
2020-12-22,66.7614
2020-12-23,66.7614
2020-12-24,66.7614
2020-12-25,66.7614
2020-12-26,66.7614
2020-12-27,66.7614
2020-12-28,66.7614
2020-12-29,66.7614
2020-12-30,66.7614
2020-12-31,66.7614
2021-01-01,66.7614
2021-01-02,66.7614
2021-01-03,66.7614
2021-01-04,66.7614
2021-01-05,66.7614
2021-01-06,66.7614
2021-01-07,66.7614
2021-01-08,66.7614
2021-01-09,66.7614
2021-01-10,66.7614
2021-01-11,66.7614
2021-01-12,66.7614
2021-01-13,66.7614
2021-01-14,66.7614
2021-01-15,66.7614
2021-01-16,66.7614
2021-01-17,66.7614
2021-01-18,66.7614
2021-01-19,66.7614
2021-01-20,66.7614
2021-01-21,66.7614
2021-01-22,66.7614
2021-01-23,66.7614
2021-01-24,66.7614
2021-01-25,66.7614
2021-01-26,66.7614
2021-01-27,66.7614
2021-01-28,66.7614
2021-01-29,66.7614
2021-01-30,66.7614
2021-01-31,66.7614
2021-02-01,66.7614
2021-02-02,66.7614
2021-02-03,66.7614
2021-02-04,66.7614
2021-02-05,66.7614
2021-02-06,66.7614
2021-02-07,66.7614
2021-02-08,66.7614
2021-02-09,66.7614
2021-02-10,66.7614
2021-02-11,66.7614
2021-02-12,66.7614
2021-02-13,66.7614
2021-02-14,66.7614
2021-02-15,66.7614
2021-02-16,66.7614
2021-02-17,66.7614
2021-02-18,66.7614
2021-02-19,66.7614
2021-02-20,66.7614
2021-02-21,66.7614
2021-02-22,66.7614
2021-02-23,66.7614
2021-02-24,66.7614
2021-02-25,66.7614
2021-02-26,66.7614
2021-02-27,66.7614
2021-02-28,66.7614
2021-03-01,66.7614
2021-03-02,66.7614
2021-03-03,66.7614
2021-03-04,66.7614
2021-03-05,66.7614
2021-03-06,66.7614
2021-03-07,66.7614
2021-03-08,66.7614
2021-03-09,66.7614
2021-03-10,66.7614
2021-03-11,66.7614
2021-03-12,66.7614
2021-03-13,66.7614
2021-03-14,66.7614
2021-03-15,66.7614
2021-03-16,66.7614
2021-03-17,66.7614
2021-03-18,66.7614
2021-03-19,66.7614
2021-03-20,66.7614
2021-03-21,66.7614
2021-03-22,66.7614
2021-03-23,66.7614
2021-03-24,66.7614
2021-03-25,66.7614
2021-03-26,66.7614
2021-03-27,66.7614
2021-03-28,66.7614
2021-03-29,66.7614
2021-03-30,66.7614
2021-03-31,66.7614
2021-04-01,66.7614
2021-04-02,66.7614
2021-04-03,66.7614
2021-04-04,66.7614
2021-04-05,66.7614
2021-04-06,66.7614
2021-04-07,66.7614
2021-04-08,66.7614
2021-04-09,66.7614
2021-04-10,66.7614
2021-04-11,66.7614
2021-04-12,66.7614
2021-04-13,66.7614
2021-04-14,66.7614
2021-04-15,66.7614
2021-04-16,66.7614
2021-04-17,66.7614
2021-04-18,66.7614
2021-04-19,66.7614
2021-04-20,66.7614
2021-04-21,66.7614
2021-04-22,66.7614
2021-04-23,66.7614
2021-04-24,66.7614
2021-04-25,66.7614
2021-04-26,66.7614
2021-04-27,66.7614
2021-04-28,66.7614
2021-04-29,66.7614
2021-04-30,66.7614
2021-05-01,66.7614
2021-05-02,66.7614
2021-05-03,66.7614
2021-05-04,66.7614
2021-05-05,66.7614
2021-05-06,66.7614
2021-05-07,66.7614
2021-05-08,66.7614
2021-05-09,66.7614
2021-05-10,66.7614
2021-05-11,66.7614
2021-05-12,66.7614
2021-05-13,66.7614
2021-05-14,66.7614
2021-05-15,66.7614
2021-05-16,66.7614
2021-05-17,66.7614
2021-05-18,66.7614
2021-05-19,66.7614
2021-05-20,66.7614
2021-05-21,66.7614
2021-05-22,66.7614
2021-05-23,66.7614
2021-05-24,66.7614
2021-05-25,66.7614
2021-05-26,66.7614
2021-05-27,66.7614
2021-05-28,66.7614
2021-05-29,66.7614
2021-05-30,66.7614
2021-05-31,66.7614
2021-06-01,66.7614
2021-06-02,66.7614
2021-06-03,66.7614
2021-06-04,66.7614
2021-06-05,66.7614
2021-06-06,66.7614
2021-06-07,66.7614
2021-06-08,66.7614
2021-06-09,66.7614
2021-06-10,66.7614
2021-06-11,66.7614
2021-06-12,66.7614
2021-06-13,66.7614
2021-06-14,66.7614
2021-06-15,66.7614
2021-06-16,66.7614
2021-06-17,66.7614
2021-06-18,66.7614
2021-06-19,66.7614
2021-06-20,66.7614
2021-06-21,66.7614
2021-06-22,66.7614
2021-06-23,66.7614
2021-06-24,66.7614
2021-06-25,66.7614
2021-06-26,66.7614
2021-06-27,66.7614
2021-06-28,66.7614
2021-06-29,66.7614
2021-06-30,66.7614
2021-07-01,66.7614
2021-07-02,66.7614
2021-07-03,66.7614
2021-07-04,66.7614
2021-07-05,66.7614
2021-07-06,66.7614
2021-07-07,66.7614
2021-07-08,66.7614
2021-07-09,66.7614
2021-07-10,66.7614
2021-07-11,66.7614
2021-07-12,66.7614
2021-07-13,66.7614
2021-07-14,66.7614
2021-07-15,66.7614
2021-07-16,66.7614
2021-07-17,66.7614
2021-07-18,66.7614
2021-07-19,66.7614
2021-07-20,66.7614
2021-07-21,66.7614
2021-07-22,66.7614
2021-07-23,66.7614
2021-07-24,66.7614
2021-07-25,66.7614
2021-07-26,66.7614
2021-07-27,66.7614
2021-07-28,66.7614
2021-07-29,66.7614
2021-07-30,66.7614
2021-07-31,66.7614
2021-08-01,66.7614
2021-08-02,66.7614
2021-08-03,66.7614
2021-08-04,66.7614
2021-08-05,66.7614
2021-08-06,66.7614
2021-08-07,66.7614
2021-08-08,66.7614
2021-08-09,66.7614
2021-08-10,66.7614
2021-08-11,66.7614
2021-08-12,66.7614
2021-08-13,66.7614
2021-08-14,66.7614
2021-08-15,66.7614
2021-08-16,66.7614
2021-08-17,66.7614
2021-08-18,66.7614
2021-08-19,66.7614
2021-08-20,66.7614
2021-08-21,66.7614
2021-08-22,66.7614
2021-08-23,66.7614
2021-08-24,66.7614
2021-08-25,66.7614
2021-08-26,66.7614
2021-08-27,66.7614
2021-08-28,66.7614
2021-08-29,66.7614
2021-08-30,66.7614
2021-08-31,66.7614
2021-09-01,66.7614
2021-09-02,66.7614
2021-09-03,66.7614
2021-09-04,66.7614
2021-09-05,66.7614
2021-09-06,66.7614
2021-09-07,66.7614
2021-09-08,66.7614
2021-09-09,66.7614
2021-09-10,66.7614
2021-09-11,66.7614
2021-09-12,66.7614
2021-09-13,66.7614
2021-09-14,66.7614
2021-09-15,66.7614
2021-09-16,66.7614
2021-09-17,66.7614
