,JPM US Equity
2020-09-29,46.7905
2020-09-30,47.8748
2020-10-01,48.6978
2020-10-02,49.7758
2020-10-03,49.7758
2020-10-04,49.7758
2020-10-05,52.1167
2020-10-06,50.8957
2020-10-07,52.813
2020-10-08,54.9924
2020-10-09,54.2589
2020-10-10,54.2589
2020-10-11,54.2589
2020-10-12,55.5695
2020-10-13,53.4487
2020-10-14,52.7461
2020-10-15,54.4067
2020-10-16,54.1312
2020-10-17,54.1312
2020-10-18,54.1312
2020-10-19,51.9167
2020-10-20,52.5856
2020-10-21,51.2907
2020-10-22,55.2885
2020-10-23,56.2722
2020-10-24,56.2722
2020-10-25,56.2722
2020-10-26,52.9423
2020-10-27,50.6386
2020-10-28,47.5143
2020-10-29,48.26
2020-10-30,49.2892
2020-10-31,49.2892
2020-11-01,49.2892
2020-11-02,51.8084
2020-11-03,55.1072
2020-11-04,51.463
2020-11-05,55.4199
2020-11-06,53.8794
2020-11-07,53.8794
2020-11-08,53.8794
2020-11-09,64.2026
2020-11-10,63.7999
2020-11-11,61.959
2020-11-12,60.4957
2020-11-13,60.9758
2020-11-14,60.9758
2020-11-15,60.9758
2020-11-16,63.0808
2020-11-17,61.8062
2020-11-18,60.8865
2020-11-19,61.1023
2020-11-20,60.0083
2020-11-21,60.0083
2020-11-22,60.0083
2020-11-23,62.3338
2020-11-24,65.7376
2020-11-25,64.3145
2020-11-26,64.3145
2020-11-27,63.4227
2020-11-28,63.4227
2020-11-29,63.4227
2020-11-30,59.8807
2020-12-01,61.1312
2020-12-02,62.6216
2020-12-03,61.7694
2020-12-04,62.4954
2020-12-05,62.4954
2020-12-06,62.4954
2020-12-07,61.9861
2020-12-08,62.0695
2020-12-09,60.9739
2020-12-10,60.0732
2020-12-11,59.2491
2020-12-12,59.2491
2020-12-13,59.2491
2020-12-14,57.7936
2020-12-15,59.4458
2020-12-16,59.7284
2020-12-17,58.5231
2020-12-18,57.8111
2020-12-19,57.8111
2020-12-20,57.8111
2020-12-21,61.4838
2020-12-22,59.2401
2020-12-23,61.8451
2020-12-24,61.1907
2020-12-25,61.1907
2020-12-26,61.1907
2020-12-27,61.1907
2020-12-28,61.8139
2020-12-29,61.4034
2020-12-30,61.6826
2020-12-31,63.0341
2021-01-01,63.0341
2021-01-02,63.0341
2021-01-03,63.0341
2021-01-04,61.4604
2021-01-05,62.0202
2021-01-06,66.401
2021-01-07,69.1007
2021-01-08,69.1896
2021-01-09,69.1896
2021-01-10,69.1896
2021-01-11,70.3828
2021-01-12,71.5992
2021-01-13,71.6713
2021-01-14,72.1329
2021-01-15,68.5666
2021-01-16,68.5666
2021-01-17,68.5666
2021-01-18,68.5666
2021-01-19,67.7449
2021-01-20,64.9663
2021-01-21,63.4829
2021-01-22,62.1438
2021-01-23,62.1438
2021-01-24,62.1438
2021-01-25,60.0399
2021-01-26,59.3676
2021-01-27,54.9802
2021-01-28,56.9699
2021-01-29,55.3503
2021-01-30,55.3503
2021-01-31,55.3503
2021-02-01,56.2001
2021-02-02,59.5455
2021-02-03,60.7351
2021-02-04,63.0217
2021-02-05,62.6938
2021-02-06,62.6938
2021-02-07,62.6938
2021-02-08,64.2339
2021-02-09,63.5305
2021-02-10,63.5894
2021-02-11,63.0755
2021-02-12,64.579
2021-02-13,64.579
2021-02-14,64.579
2021-02-15,64.579
2021-02-16,66.9683
2021-02-17,67.2705
2021-02-18,67.6045
2021-02-19,69.2158
2021-02-20,69.2158
2021-02-21,69.2158
2021-02-22,70.0959
2021-02-23,70.8405
2021-02-24,72.4098
2021-02-25,69.3781
2021-02-26,64.0313
2021-02-27,64.0313
2021-02-28,64.0313
2021-03-01,66.2647
2021-03-02,65.6442
2021-03-03,67.507
2021-03-04,64.5721
2021-03-05,64.8078
2021-03-06,64.8078
2021-03-07,64.8078
2021-03-08,66.1397
2021-03-09,64.7704
2021-03-10,66.9342
2021-03-11,65.9063
2021-03-12,67.0876
2021-03-13,67.0876
2021-03-14,67.0876
2021-03-15,66.0781
2021-03-16,63.7132
2021-03-17,64.8196
2021-03-18,66.5302
2021-03-19,63.4033
2021-03-20,63.4033
2021-03-21,63.4033
2021-03-22,58.6647
2021-03-23,57.067
2021-03-24,57.9765
2021-03-25,59.4549
2021-03-26,61.308
2021-03-27,61.308
2021-03-28,61.308
2021-03-29,58.6757
2021-03-30,60.0026
2021-03-31,57.6106
2021-04-01,58.7301
2021-04-02,58.7301
2021-04-03,58.7301
2021-04-04,58.7301
2021-04-05,59.3416
2021-04-06,58.1531
2021-04-07,59.9877
2021-04-08,60.1314
2021-04-09,61.016
2021-04-10,61.016
2021-04-11,61.016
2021-04-12,60.6202
2021-04-13,58.4109
2021-04-14,55.1891
2021-04-15,56.0255
2021-04-16,57.0027
2021-04-17,57.0027
2021-04-18,57.0027
2021-04-19,56.2588
2021-04-20,52.5683
2021-04-21,53.7476
2021-04-22,50.505
2021-04-23,53.1084
2021-04-24,53.1084
2021-04-25,53.1084
2021-04-26,53.4408
2021-04-27,54.0689
2021-04-28,54.9617
2021-04-29,57.5402
2021-04-30,55.9941
2021-05-01,55.9941
2021-05-02,55.9941
2021-05-03,55.4911
2021-05-04,57.3579
2021-05-05,59.0669
2021-05-06,61.5444
2021-05-07,61.9577
2021-05-08,61.9577
2021-05-09,61.9577
2021-05-10,61.9327
2021-05-11,58.6474
2021-05-12,57.3671
2021-05-13,60.6676
2021-05-14,62.5275
2021-05-15,62.5275
2021-05-16,62.5275
2021-05-17,63.0034
2021-05-18,60.2223
2021-05-19,58.7875
2021-05-20,58.4622
2021-05-21,59.9604
2021-05-22,59.9604
2021-05-23,59.9604
2021-05-24,60.6662
2021-05-25,58.6136
2021-05-26,58.5894
2021-05-27,60.7097
2021-05-28,60.5697
2021-05-29,60.5697
2021-05-30,60.5697
2021-05-31,60.5697
2021-06-01,62.0595
2021-06-02,62.0677
2021-06-03,62.1607
2021-06-04,62.3947
2021-06-05,62.3947
2021-06-06,62.3947
2021-06-07,61.2624
2021-06-08,60.3045
2021-06-09,57.4063
2021-06-10,54.0904
2021-06-11,53.9508
2021-06-12,53.9508
2021-06-13,53.9508
2021-06-14,50.6094
2021-06-15,47.9121
2021-06-16,49.1898
2021-06-17,44.5161
2021-06-18,41.0784
2021-06-19,41.0784
2021-06-20,41.0784
2021-06-21,44.0025
2021-06-22,43.8054
2021-06-23,44.8623
2021-06-24,46.4536
2021-06-25,48.1681
2021-06-26,48.1681
2021-06-27,48.1681
2021-06-28,48.4784
2021-06-29,48.2755
2021-06-30,49.8744
2021-07-01,51.5776
2021-07-02,51.4007
2021-07-03,51.4007
2021-07-04,51.4007
2021-07-05,51.4007
2021-07-06,48.3995
2021-07-07,48.6128
2021-07-08,45.7343
2021-07-09,51.1843
2021-07-10,51.1843
2021-07-11,51.1843
2021-07-12,53.4186
2021-07-13,50.8798
2021-07-14,50.3218
2021-07-15,50.6808
2021-07-16,47.0119
2021-07-17,47.0119
2021-07-18,47.0119
2021-07-19,42.5751
2021-07-20,45.525
2021-07-21,48.6614
2021-07-22,46.9481
2021-07-23,46.6926
2021-07-24,46.6926
2021-07-25,46.6926
2021-07-26,47.7178
2021-07-27,47.5306
2021-07-28,47.7955
2021-07-29,49.1759
2021-07-30,47.9451
2021-07-31,47.9451
2021-08-01,47.9451
2021-08-02,47.3324
2021-08-03,49.2252
2021-08-04,47.53
2021-08-05,49.6081
2021-08-06,53.9088
2021-08-07,53.9088
2021-08-08,53.9088
2021-08-09,53.7234
2021-08-10,55.5197
2021-08-11,57.2111
2021-08-12,57.762
2021-08-13,55.6331
2021-08-14,55.6331
2021-08-15,55.6331
2021-08-16,54.4292
2021-08-17,52.2888
2021-08-18,50.7511
2021-08-19,49.3853
2021-08-20,49.8578
2021-08-21,49.8578
2021-08-22,49.8578
2021-08-23,51.9459
2021-08-24,52.9392
2021-08-25,56.0853
2021-08-26,56.8474
2021-08-27,58.0277
2021-08-28,58.0277
2021-08-29,58.0277
2021-08-30,54.9086
2021-08-31,54.3413
2021-09-01,54.07
2021-09-02,54.8206
2021-09-03,53.6321
2021-09-04,53.6321
2021-09-05,53.6321
2021-09-06,53.6321
2021-09-07,53.2871
2021-09-08,52.4029
2021-09-09,53.1839
2021-09-10,50.8928
2021-09-11,50.8928
2021-09-12,50.8928
2021-09-13,53.7109
2021-09-14,50.3736
2021-09-15,51.5893
2021-09-16,51.5055
2021-09-17,51.0033
2021-09-18,51.0033
2021-09-19,51.0033
2021-09-20,45.6979
2021-09-21,45.7226
2021-09-22,49.2294
2021-09-23,54.6778
2021-09-24,56.3867
2021-09-25,56.3867
2021-09-26,56.3867
2021-09-27,59.7151
2021-09-28,58.6573
2021-09-29,58.5024
2021-09-30,55.8508
2021-10-01,58.7918
2021-10-02,58.7918
2021-10-03,58.7918
2021-10-04,58.5806
2021-10-05,60.7881
2021-10-06,61.0732
2021-10-07,61.9244
2021-10-08,62.0288
2021-10-09,62.0288
2021-10-10,62.0288
2021-10-11,57.5363
2021-10-12,56.0353
2021-10-13,51.3176
2021-10-14,53.6066
2021-10-15,56.3083
2021-10-16,56.3083
2021-10-17,56.3083
2021-10-18,56.2436
2021-10-19,57.9284
2021-10-20,59.7308
2021-10-21,58.208
2021-10-22,60.0029
2021-10-23,60.0029
2021-10-24,60.0029
2021-10-25,59.0365
2021-10-26,59.4069
2021-10-27,55.3865
2021-10-28,57.4953
2021-10-29,56.9778
2021-10-30,56.9778
2021-10-31,56.9778
2021-11-01,56.8763
2021-11-02,57.4595
2021-11-03,57.5127
2021-11-04,54.8616
2021-11-05,54.5828
2021-11-06,54.5828
2021-11-07,54.5828
2021-11-08,55.5661
2021-11-09,54.0324
2021-11-10,53.8402
2021-11-11,53.8279
2021-11-12,52.8846
2021-11-13,52.8846
2021-11-14,52.8846
2021-11-15,52.5039
2021-11-16,50.9851
2021-11-17,49.8782
2021-11-18,48.1526
2021-11-19,45.6993
2021-11-20,45.6993
2021-11-21,45.6993
2021-11-22,49.9474
2021-11-23,54.1948
2021-11-24,52.6426
2021-11-25,52.6426
2021-11-26,47.3021
2021-11-27,47.3021
2021-11-28,47.3021
2021-11-29,46.6212
2021-11-30,44.3566
2021-12-01,43.5005
2021-12-02,47.2224
2021-12-03,44.5521
2021-12-04,44.5521
2021-12-05,44.5521
2021-12-06,46.5543
2021-12-07,49.0091
2021-12-08,47.2755
2021-12-09,47.0441
2021-12-10,46.4421
2021-12-11,46.4421
2021-12-12,46.4421
2021-12-13,44.6861
2021-12-14,46.0305
2021-12-15,44.9197
2021-12-16,47.633
2021-12-17,44.2972
2021-12-18,44.2972
2021-12-19,44.2972
2021-12-20,41.9492
2021-12-21,44.2787
2021-12-22,44.9273
2021-12-23,45.5295
2021-12-24,45.5295
2021-12-25,45.5295
2021-12-26,45.5295
2021-12-27,46.502
2021-12-28,47.0238
2021-12-29,46.9449
2021-12-30,46.8635
2021-12-31,46.7273
2022-01-01,46.7273
2022-01-02,46.7273
2022-01-03,50.5578
2022-01-04,56.481
2022-01-05,53.1819
2022-01-06,54.742
2022-01-07,56.1662
2022-01-08,56.1662
2022-01-09,56.1662
2022-01-10,56.305
2022-01-11,56.4565
2022-01-12,57.3122
2022-01-13,57.0558
2022-01-14,46.4669
2022-01-15,46.4669
2022-01-16,46.4669
2022-01-17,46.4669
2022-01-18,41.3805
2022-01-19,39.7879
2022-01-20,38.9464
2022-01-21,37.2889
2022-01-22,37.2889
2022-01-23,37.2889
2022-01-24,37.2063
2022-01-25,38.9065
2022-01-26,40.3757
2022-01-27,38.5738
2022-01-28,39.9546
2022-01-29,39.9546
2022-01-30,39.9546
2022-01-31,42.0185
2022-02-01,44.5452
2022-02-02,43.6123
2022-02-03,42.665
2022-02-04,46.4131
2022-02-05,46.4131
2022-02-06,46.4131
2022-02-07,46.8877
2022-02-08,49.5003
2022-02-09,50.0737
2022-02-10,49.4924
2022-02-11,47.7031
2022-02-12,47.7031
2022-02-13,47.7031
2022-02-14,46.4787
2022-02-15,48.6068
2022-02-16,48.8708
2022-02-17,45.7691
2022-02-18,46.4681
2022-02-19,46.4681
2022-02-20,46.4681
2022-02-21,46.4681
2022-02-22,46.2336
2022-02-23,43.5562
2022-02-24,40.405
2022-02-25,43.8751
2022-02-26,43.8751
2022-02-27,43.8751
2022-02-28,39.5745
2022-03-01,36.3762
2022-03-02,39.0707
2022-03-03,38.481
2022-03-04,36.2564
2022-03-05,36.2564
2022-03-06,36.2564
2022-03-07,33.5772
2022-03-08,33.1331
2022-03-09,37.9299
2022-03-10,37.084
2022-03-11,35.5425
2022-03-12,35.5425
2022-03-13,35.5425
2022-03-14,36.7153
2022-03-15,38.7944
2022-03-16,43.6981
2022-03-17,45.0445
2022-03-18,45.0127
2022-03-19,45.0127
2022-03-20,45.0127
2022-03-21,44.7186
2022-03-22,47.0792
2022-03-23,45.1711
2022-03-24,45.8979
2022-03-25,46.8825
2022-03-26,46.8825
2022-03-27,46.8825
2022-03-28,46.141
2022-03-29,46.3999
2022-03-30,45.9284
2022-03-31,42.9509
2022-04-01,42.2724
2022-04-02,42.2724
2022-04-03,42.2724
2022-04-04,42.8275
2022-04-05,41.7333
2022-04-06,40.4728
2022-04-07,40.2012
2022-04-08,42.5922
2022-04-09,42.5922
2022-04-10,42.5922
2022-04-11,42.2356
2022-04-12,41.1728
2022-04-13,38.2791
2022-04-14,37.5199
2022-04-15,37.5199
2022-04-16,37.5199
2022-04-17,37.5199
2022-04-18,39.9626
2022-04-19,42.6014
2022-04-20,43.0492
2022-04-21,42.2924
2022-04-22,39.6417
2022-04-23,39.6417
2022-04-24,39.6417
2022-04-25,39.6143
2022-04-26,37.1259
2022-04-27,36.1243
2022-04-28,38.1942
2022-04-29,35.7126
2022-04-30,35.7126
2022-05-01,35.7126
2022-05-02,36.8746
2022-05-03,39.55
2022-05-04,43.4605
2022-05-05,41.301
2022-05-06,41.1679
2022-05-07,41.1679
2022-05-08,41.1679
2022-05-09,39.93
2022-05-10,38.0405
2022-05-11,37.576
2022-05-12,37.5128
2022-05-13,38.6336
2022-05-14,38.6336
2022-05-15,38.6336
2022-05-16,38.0751
2022-05-17,42.1599
2022-05-18,40.6799
2022-05-19,39.4595
2022-05-20,38.8032
2022-05-21,38.8032
2022-05-22,38.8032
2022-05-23,45.7845
2022-05-24,47.2925
2022-05-25,48.04
2022-05-26,49.8784
2022-05-27,51.3592
2022-05-28,51.3592
2022-05-29,51.3592
2022-05-30,51.3592
2022-05-31,52.1268
2022-06-01,50.1484
2022-06-02,51.8514
2022-06-03,50.2868
2022-06-04,50.2868
2022-06-05,50.2868
2022-06-06,49.9227
2022-06-07,50.2176
2022-06-08,48.4217
2022-06-09,46.2005
2022-06-10,41.9392
2022-06-11,41.9392
2022-06-12,41.9392
2022-06-13,39.6036
2022-06-14,38.4042
2022-06-15,39.7251
2022-06-16,38.4733
2022-06-17,38.2216
2022-06-18,38.2216
2022-06-19,38.2216
2022-06-20,38.2216
2022-06-21,41.0161
2022-06-22,40.5753
2022-06-23,39.7194
2022-06-24,43.0716
2022-06-25,43.0716
2022-06-26,43.0716
2022-06-27,42.3973
2022-06-28,41.9921
2022-06-29,41.6101
2022-06-30,39.6787
2022-07-01,41.1904
2022-07-02,41.1904
2022-07-03,41.1904
2022-07-04,41.1904
2022-07-05,40.8712
2022-07-06,40.3224
2022-07-07,43.3717
2022-07-08,43.082
2022-07-09,43.082
2022-07-10,43.082
2022-07-11,41.8764
2022-07-12,41.9996
2022-07-13,41.131
2022-07-14,38.1225
2022-07-15,43.5317
2022-07-16,43.5317
2022-07-17,43.5317
2022-07-18,42.6283
2022-07-19,45.426
2022-07-20,45.4094
2022-07-21,46.1997
2022-07-22,45.7083
2022-07-23,45.7083
2022-07-24,45.7083
2022-07-25,46.1946
2022-07-26,44.5781
2022-07-27,46.5351
2022-07-28,46.1369
2022-07-29,46.7399
2022-07-30,46.7399
2022-07-31,46.7399
2022-08-01,45.6349
2022-08-02,43.9703
2022-08-03,45.3376
2022-08-04,44.1568
2022-08-05,47.97
2022-08-06,47.97
2022-08-07,47.97
2022-08-08,46.6047
2022-08-09,47.7289
2022-08-10,50.8568
2022-08-11,52.5641
2022-08-12,54.4265
2022-08-13,54.4265
2022-08-14,54.4265
2022-08-15,54.7314
2022-08-16,55.8156
2022-08-17,54.6129
2022-08-18,53.523
2022-08-19,50.237
2022-08-20,50.237
2022-08-21,50.237
2022-08-22,48.2419
2022-08-23,47.1064
2022-08-24,47.4181
2022-08-25,50.3888
2022-08-26,46.5502
2022-08-27,46.5502
2022-08-28,46.5502
2022-08-29,46.287
2022-08-30,46.3094
2022-08-31,45.639
2022-09-01,46.5571
2022-09-02,45.7375
2022-09-03,45.7375
2022-09-04,45.7375
2022-09-05,45.7375
2022-09-06,45.7745
2022-09-07,48.3976
2022-09-08,51.4353
2022-09-09,52.0518
2022-09-10,52.0518
2022-09-11,52.0518
2022-09-12,53.5602
2022-09-13,48.8371
2022-09-14,48.5517
2022-09-15,50.4917
2022-09-16,49.618
2022-09-17,49.618
2022-09-18,49.618
2022-09-19,50.8214
2022-09-20,48.2492
2022-09-21,44.8807
2022-09-22,43.672
2022-09-23,41.7891
2022-09-24,41.7891
2022-09-25,41.7891
2022-09-26,39.7751
2022-09-27,38.9974
2022-09-28,41.6828
2022-09-29,40.1204
2022-09-30,38.7572
2022-10-01,38.7572
2022-10-02,38.7572
2022-10-03,42.6777
2022-10-04,48.0461
2022-10-05,46.7937
2022-10-06,44.823
2022-10-07,43.0236
2022-10-08,43.0236
2022-10-09,43.0236
2022-10-10,42.2199
2022-10-11,39.8625
2022-10-12,41.6964
2022-10-13,47.4804
2022-10-14,49.1299
2022-10-15,49.1299
2022-10-16,49.1299
2022-10-17,53.0446
2022-10-18,55.3146
2022-10-19,53.2331
2022-10-20,52.8972
2022-10-21,57.364
2022-10-22,57.364
2022-10-23,57.364
2022-10-24,57.4666
2022-10-25,57.6913
2022-10-26,58.6861
2022-10-27,59.0324
2022-10-28,60.078
2022-10-29,60.078
2022-10-30,60.078
2022-10-31,59.8644
2022-11-01,61.4727
2022-11-02,60.176
2022-11-03,60.3447
2022-11-04,62.81
2022-11-05,62.81
2022-11-06,62.81
2022-11-07,63.2783
2022-11-08,63.3337
2022-11-09,61.2901
2022-11-10,64.9442
2022-11-11,65.0847
2022-11-12,65.0847
2022-11-13,65.0847
2022-11-14,63.4236
2022-11-15,62.2762
2022-11-16,62.4068
2022-11-17,61.6951
2022-11-18,62.6819
2022-11-19,62.6819
2022-11-20,62.6819
2022-11-21,61.6829
2022-11-22,63.2108
2022-11-23,64.277
2022-11-24,64.277
2022-11-25,64.4694
2022-11-26,64.4694
2022-11-27,64.4694
2022-11-28,61.3292
2022-11-29,63.0508
2022-11-30,64.2574
2022-12-01,61.7589
2022-12-02,60.4063
2022-12-03,60.4063
2022-12-04,60.4063
2022-12-05,55.9571
2022-12-06,56.1511
2022-12-07,56.0466
2022-12-08,57.3062
2022-12-09,56.4333
2022-12-10,56.4333
2022-12-11,56.4333
2022-12-12,58.304
2022-12-13,58.1403
2022-12-14,57.2824
2022-12-15,53.2658
2022-12-16,52.3368
2022-12-17,52.3368
2022-12-18,52.3368
2022-12-19,53.1405
2022-12-20,53.7999
2022-12-21,55.3175
2022-12-22,53.4636
2022-12-23,54.1211
2022-12-24,54.1211
2022-12-25,54.1211
2022-12-26,54.1211
2022-12-27,54.6132
2022-12-28,55.3881
2022-12-29,56.2045
2022-12-30,57.144
2022-12-31,57.144
2023-01-01,57.144
2023-01-02,57.144
2023-01-03,58.2187
2023-01-04,59.516
2023-01-05,59.4701
2023-01-06,62.0774
2023-01-07,62.0774
2023-01-08,62.0774
2023-01-09,61.1813
2023-01-10,62.3931
2023-01-11,63.3833
2023-01-12,63.1495
2023-01-13,66.3754
2023-01-14,66.3754
2023-01-15,66.3754
2023-01-16,66.3754
2023-01-17,62.8046
2023-01-18,56.7585
2023-01-19,54.4265
2023-01-20,54.775
2023-01-21,54.775
2023-01-22,54.775
2023-01-23,57.0311
2023-01-24,58.1935
2023-01-25,58.8475
2023-01-26,59.6848
2023-01-27,60.0175
2023-01-28,60.0175
2023-01-29,60.0175
2023-01-30,58.2761
2023-01-31,59.1317
2023-02-01,58.5778
2023-02-02,57.5972
2023-02-03,59.8944
2023-02-04,59.8944
2023-02-05,59.8944
2023-02-06,60.7437
2023-02-07,62.458
2023-02-08,60.8531
2023-02-09,57.4939
2023-02-10,58.1611
2023-02-11,58.1611
2023-02-12,58.1611
2023-02-13,59.7732
2023-02-14,60.4228
2023-02-15,61.0425
2023-02-16,57.9449
2023-02-17,58.408
2023-02-18,58.408
2023-02-19,58.408
2023-02-20,58.408
2023-02-21,54.5463
2023-02-22,53.0585
2023-02-23,54.3935
2023-02-24,55.8672
2023-02-25,55.8672
2023-02-26,55.8672
2023-02-27,57.2619
2023-02-28,58.5722
2023-03-01,57.3494
2023-03-02,55.1461
2023-03-03,58.0629
2023-03-04,58.0629
2023-03-05,58.0629
2023-03-06,56.8232
2023-03-07,51.1718
2023-03-08,50.1641
2023-03-09,42.3211
2023-03-10,46.1832
2023-03-11,46.1832
2023-03-12,46.1832
2023-03-13,43.9746
2023-03-14,47.6137
2023-03-15,42.2553
2023-03-16,44.7725
2023-03-17,41.0958
2023-03-18,41.0958
