,CVX US Equity
2020-05-06,50.9818
2020-05-07,52.403
2020-05-08,53.9134
2020-05-09,53.9134
2020-05-10,53.9134
2020-05-11,52.6313
2020-05-12,51.268
2020-05-13,49.8556
2020-05-14,50.6468
2020-05-15,50.1076
2020-05-16,50.1076
2020-05-17,50.1076
2020-05-18,52.8767
2020-05-19,51.0419
2020-05-20,52.9886
2020-05-21,52.3767
2020-05-22,51.2542
2020-05-23,51.2542
2020-05-24,51.2542
2020-05-25,51.2542
2020-05-26,53.0406
2020-05-27,53.3917
2020-05-28,51.3848
2020-05-29,51.8972
2020-05-30,51.8972
2020-05-31,51.8972
2020-06-01,52.5762
2020-06-02,53.7533
2020-06-03,55.2589
2020-06-04,54.5944
2020-06-05,57.2701
2020-06-06,57.2701
2020-06-07,57.2701
2020-06-08,58.6232
2020-06-09,57.3023
2020-06-10,54.3746
2020-06-11,48.9924
2020-06-12,50.8439
2020-06-13,50.8439
2020-06-14,50.8439
2020-06-15,50.121
2020-06-16,51.8311
2020-06-17,50.2463
2020-06-18,50.4978
2020-06-19,49.6475
2020-06-20,49.6475
2020-06-21,49.6475
2020-06-22,50.2822
2020-06-23,50.1799
2020-06-24,47.6412
2020-06-25,48.7494
2020-06-26,46.9489
2020-06-27,46.9489
2020-06-28,46.9489
2020-06-29,47.826
2020-06-30,48.9517
2020-07-01,47.8495
2020-07-02,48.3649
2020-07-03,48.3649
2020-07-04,48.3649
2020-07-05,48.3649
2020-07-06,48.5631
2020-07-07,46.943
2020-07-08,46.9754
2020-07-09,44.4426
2020-07-10,46.5008
2020-07-11,46.5008
2020-07-12,46.5008
2020-07-13,46.6404
2020-07-14,49.0284
2020-07-15,49.4567
2020-07-16,49.0383
2020-07-17,48.1089
2020-07-18,48.1089
2020-07-19,48.1089
2020-07-20,46.6092
2020-07-21,51.5856
2020-07-22,51.3027
2020-07-23,51.2778
2020-07-24,50.5325
2020-07-25,50.5325
2020-07-26,50.5325
2020-07-27,51.2898
2020-07-28,49.623
2020-07-29,50.4516
2020-07-30,47.2681
2020-07-31,45.449
2020-08-01,45.449
2020-08-02,45.449
2020-08-03,46.2481
2020-08-04,47.7761
2020-08-05,48.4172
2020-08-06,48.6651
2020-08-07,48.072
2020-08-08,48.072
2020-08-09,48.072
2020-08-10,50.7854
2020-08-11,50.6826
2020-08-12,51.6946
2020-08-13,50.8121
2020-08-14,51.3184
2020-08-15,51.3184
2020-08-16,51.3184
2020-08-17,51.7257
2020-08-18,49.7996
2020-08-19,48.5461
2020-08-20,46.9872
2020-08-21,47.2865
2020-08-22,47.2865
2020-08-23,47.2865
2020-08-24,49.5974
2020-08-25,48.4875
2020-08-26,47.1116
2020-08-27,47.2607
2020-08-28,48.0989
2020-08-29,48.0989
2020-08-30,48.0989
2020-08-31,46.3014
2020-09-01,45.4234
2020-09-02,45.5616
2020-09-03,44.5951
2020-09-04,44.2219
2020-09-05,44.2219
2020-09-06,44.2219
2020-09-07,44.2219
2020-09-08,41.205
2020-09-09,42.6543
2020-09-10,40.8086
2020-09-11,40.3665
2020-09-12,40.3665
2020-09-13,40.3665
2020-09-14,39.9769
2020-09-15,39.0604
2020-09-16,42.2788
2020-09-17,42.6052
2020-09-18,41.9859
2020-09-19,41.9859
2020-09-20,41.9859
2020-09-21,40.0051
2020-09-22,39.2332
2020-09-23,35.9013
2020-09-24,35.7696
2020-09-25,35.8183
2020-09-26,35.8183
2020-09-27,35.8183
2020-09-28,39.1588
2020-09-29,37.2215
2020-09-30,37.3794
2020-10-01,35.9037
2020-10-02,37.1545
2020-10-03,37.1545
2020-10-04,37.1545
2020-10-05,39.5479
2020-10-06,39.1394
2020-10-07,41.4539
2020-10-08,43.6122
2020-10-09,42.2472
2020-10-10,42.2472
2020-10-11,42.2472
2020-10-12,43.0185
2020-10-13,41.7627
2020-10-14,41.2577
2020-10-15,42.1582
2020-10-16,41.4308
2020-10-17,41.4308
2020-10-18,41.4308
2020-10-19,39.5954
2020-10-20,40.2754
2020-10-21,39.3475
2020-10-22,43.5498
2020-10-23,42.5493
2020-10-24,42.5493
2020-10-25,42.5493
2020-10-26,40.652
2020-10-27,39.0708
2020-10-28,36.3787
2020-10-29,39.5256
2020-10-30,40.6331
2020-10-31,40.6331
2020-11-01,40.6331
2020-11-02,44.6059
2020-11-03,44.1332
2020-11-04,44.178
2020-11-05,44.743
2020-11-06,43.5236
2020-11-07,43.5236
2020-11-08,43.5236
2020-11-09,54.2685
2020-11-10,57.95
2020-11-11,57.1588
2020-11-12,54.8841
2020-11-13,57.2069
2020-11-14,57.2069
2020-11-15,57.2069
2020-11-16,62.2577
2020-11-17,61.4489
2020-11-18,58.0321
2020-11-19,59.2631
2020-11-20,59.3142
2020-11-21,59.3142
2020-11-22,59.3142
2020-11-23,63.4548
2020-11-24,66.5404
2020-11-25,62.4076
2020-11-26,62.4076
2020-11-27,61.4657
2020-11-28,61.4657
2020-11-29,61.4657
2020-11-30,57.0347
2020-12-01,57.2432
2020-12-02,59.0838
2020-12-03,59.0078
2020-12-04,61.5516
2020-12-05,61.5516
2020-12-06,61.5516
2020-12-07,58.8174
2020-12-08,59.3949
2020-12-09,58.2041
2020-12-10,60.3781
2020-12-11,59.3897
2020-12-12,59.3897
2020-12-13,59.3897
2020-12-14,56.2065
2020-12-15,56.1341
2020-12-16,55.4169
2020-12-17,55.117
2020-12-18,53.8043
2020-12-19,53.8043
2020-12-20,53.8043
2020-12-21,52.635
2020-12-22,50.8376
2020-12-23,52.1375
2020-12-24,51.7543
2020-12-25,51.7543
2020-12-26,51.7543
2020-12-27,51.7543
2020-12-28,51.2885
2020-12-29,50.9685
2020-12-30,51.7419
2020-12-31,50.7302
2021-01-01,50.7302
2021-01-02,50.7302
2021-01-03,50.7302
2021-01-04,51.0229
2021-01-05,53.5377
2021-01-06,56.3712
2021-01-07,56.7802
2021-01-08,57.6217
2021-01-09,57.6217
2021-01-10,57.6217
2021-01-11,58.1317
2021-01-12,59.8058
2021-01-13,59.6781
2021-01-14,61.7791
2021-01-15,57.1069
2021-01-16,57.1069
2021-01-17,57.1069
2021-01-18,57.1069
2021-01-19,59.3694
2021-01-20,60.1511
2021-01-21,55.8457
2021-01-22,55.5042
2021-01-23,55.5042
2021-01-24,55.5042
2021-01-25,54.4826
2021-01-26,52.6236
2021-01-27,51.2607
2021-01-28,52.1666
2021-01-29,47.8779
2021-01-30,47.8779
2021-01-31,47.8779
2021-02-01,49.2452
2021-02-02,49.9744
2021-02-03,52.0574
2021-02-04,52.1009
2021-02-05,52.3909
2021-02-06,52.3909
2021-02-07,52.3909
2021-02-08,54.808
2021-02-09,54.1419
2021-02-10,55.8086
2021-02-11,55.1441
2021-02-12,55.7222
2021-02-13,55.7222
2021-02-14,55.7222
2021-02-15,55.7222
2021-02-16,57.7384
2021-02-17,60.5135
2021-02-18,59.1877
2021-02-19,59.9765
2021-02-20,59.9765
2021-02-21,59.9765
2021-02-22,62.4097
2021-02-23,63.5084
2021-02-24,66.5134
2021-02-25,65.0674
2021-02-26,61.6723
2021-02-27,61.6723
2021-02-28,61.6723
2021-03-01,63.3959
2021-03-02,63.717
2021-03-03,64.6626
2021-03-04,65.4008
2021-03-05,68.7411
2021-03-06,68.7411
2021-03-07,68.7411
2021-03-08,69.2529
2021-03-09,68.8641
2021-03-10,70.1604
2021-03-11,69.8707
2021-03-12,70.1329
2021-03-13,70.1329
2021-03-14,70.1329
2021-03-15,67.9665
2021-03-16,63.8983
2021-03-17,64.2293
2021-03-18,58.6527
2021-03-19,57.6723
2021-03-20,57.6723
2021-03-21,57.6723
2021-03-22,56.5621
2021-03-23,55.808
2021-03-24,58.5464
2021-03-25,58.9034
2021-03-26,61.1576
2021-03-27,61.1576
2021-03-28,61.1576
2021-03-29,60.3617
2021-03-30,58.9586
2021-03-31,57.3699
2021-04-01,58.3476
2021-04-02,58.3476
2021-04-03,58.3476
2021-04-04,58.3476
2021-04-05,56.6127
2021-04-06,55.3361
2021-04-07,56.0092
2021-04-08,54.383
2021-04-09,54.2438
2021-04-10,54.2438
2021-04-11,54.2438
2021-04-12,52.6539
2021-04-13,53.2261
2021-04-14,55.6722
2021-04-15,54.439
2021-04-16,53.7722
2021-04-17,53.7722
2021-04-18,53.7722
2021-04-19,54.1511
2021-04-20,51.3502
2021-04-21,53.1679
2021-04-22,50.6774
2021-04-23,51.4701
2021-04-24,51.4701
2021-04-25,51.4701
2021-04-26,51.4274
2021-04-27,53.0153
2021-04-28,56.1801
2021-04-29,58.1253
2021-04-30,52.6167
2021-05-01,52.6167
2021-05-02,52.6167
2021-05-03,55.4237
2021-05-04,56.0586
2021-05-05,59.0252
2021-05-06,59.0853
2021-05-07,60.0954
2021-05-08,60.0954
2021-05-09,60.0954
2021-05-10,59.4126
2021-05-11,55.2694
2021-05-12,56.0102
2021-05-13,55.0391
2021-05-14,58.0795
2021-05-15,58.0795
2021-05-16,58.0795
2021-05-17,59.4421
2021-05-18,54.8576
2021-05-19,51.1603
2021-05-20,51.5682
2021-05-21,52.2106
2021-05-22,52.2106
2021-05-23,52.2106
2021-05-24,53.8827
2021-05-25,51.6954
2021-05-26,51.9868
2021-05-27,50.5853
2021-05-28,51.5351
2021-05-29,51.5351
2021-05-30,51.5351
2021-05-31,51.5351
2021-06-01,54.8283
2021-06-02,56.362
2021-06-03,55.6917
2021-06-04,56.6282
2021-06-05,56.6282
2021-06-06,56.6282
2021-06-07,55.638
2021-06-08,56.7337
2021-06-09,55.3625
2021-06-10,56.0905
2021-06-11,55.3494
2021-06-12,55.3494
2021-06-13,55.3494
2021-06-14,55.4225
2021-06-15,58.1742
2021-06-16,57.1868
2021-06-17,53.3229
2021-06-18,48.0989
2021-06-19,48.0989
2021-06-20,48.0989
2021-06-21,51.754
2021-06-22,52.1579
2021-06-23,51.9907
2021-06-24,53.0333
2021-06-25,53.2266
2021-06-26,53.2266
2021-06-27,53.2266
2021-06-28,48.9187
2021-06-29,48.6358
2021-06-30,49.9128
2021-07-01,51.7733
2021-07-02,51.5845
2021-07-03,51.5845
2021-07-04,51.5845
2021-07-05,51.5845
2021-07-06,48.847
2021-07-07,47.5177
2021-07-08,47.1048
2021-07-09,49.1411
2021-07-10,49.1411
2021-07-11,49.1411
2021-07-12,49.4288
2021-07-13,48.9514
2021-07-14,46.3574
2021-07-15,45.5046
2021-07-16,42.286
2021-07-17,42.286
2021-07-18,42.286
2021-07-19,39.423
2021-07-20,40.3187
2021-07-21,45.1606
2021-07-22,44.0373
2021-07-23,44.0948
2021-07-24,44.0948
2021-07-25,44.0948
2021-07-26,47.0384
2021-07-27,46.6252
2021-07-28,47.4261
2021-07-29,49.3434
2021-07-30,48.3461
2021-07-31,48.3461
2021-08-01,48.3461
2021-08-02,48.1079
2021-08-03,49.4952
2021-08-04,46.4492
2021-08-05,47.7931
2021-08-06,48.8218
2021-08-07,48.8218
2021-08-08,48.8218
2021-08-09,46.5801
2021-08-10,49.1787
2021-08-11,50.2324
2021-08-12,49.9403
2021-08-13,48.9859
2021-08-14,48.9859
2021-08-15,48.9859
2021-08-16,47.5484
2021-08-17,47.2861
2021-08-18,43.7076
2021-08-19,40.843
2021-08-20,40.8596
2021-08-21,40.8596
2021-08-22,40.8596
2021-08-23,44.7648
2021-08-24,46.4362
2021-08-25,47.4295
2021-08-26,45.7401
2021-08-27,47.8551
2021-08-28,47.8551
2021-08-29,47.8551
2021-08-30,47.5178
2021-08-31,45.3737
2021-09-01,44.0289
2021-09-02,47.0896
2021-09-03,46.7984
2021-09-04,46.7984
2021-09-05,46.7984
2021-09-06,46.7984
2021-09-07,46.2205
2021-09-08,45.3184
2021-09-09,44.7919
2021-09-10,44.9108
2021-09-11,44.9108
2021-09-12,44.9108
2021-09-13,48.0502
2021-09-14,45.5487
2021-09-15,48.731
2021-09-16,47.4376
2021-09-17,46.6578
2021-09-18,46.6578
2021-09-19,46.6578
2021-09-20,44.0116
2021-09-21,44.1275
2021-09-22,48.521
2021-09-23,51.9139
2021-09-24,52.6345
2021-09-25,52.6345
2021-09-26,52.6345
2021-09-27,55.6519
2021-09-28,56.1277
2021-09-29,56.0798
2021-09-30,53.1413
2021-10-01,56.7341
2021-10-02,56.7341
2021-10-03,56.7341
2021-10-04,57.1938
2021-10-05,58.5265
2021-10-06,57.0282
2021-10-07,57.9268
2021-10-08,60.6188
2021-10-09,60.6188
2021-10-10,60.6188
2021-10-11,59.1003
2021-10-12,59.1233
2021-10-13,59.8712
2021-10-14,61.0464
2021-10-15,61.9504
2021-10-16,61.9504
2021-10-17,61.9504
2021-10-18,61.8576
2021-10-19,64.2305
2021-10-20,65.735
2021-10-21,63.0661
2021-10-22,64.1889
2021-10-23,64.1889
2021-10-24,64.1889
2021-10-25,65.2707
2021-10-26,65.5272
2021-10-27,61.6993
2021-10-28,62.8602
2021-10-29,64.3199
2021-10-30,64.3199
2021-10-31,64.3199
2021-11-01,64.3622
2021-11-02,63.0097
2021-11-03,61.445
2021-11-04,62.0396
2021-11-05,63.4732
2021-11-06,63.4732
2021-11-07,63.4732
2021-11-08,63.9428
2021-11-09,64.9102
2021-11-10,61.2124
2021-11-11,61.2248
2021-11-12,61.314
2021-11-13,61.314
2021-11-14,61.314
2021-11-15,64.445
2021-11-16,64.966
2021-11-17,63.8592
2021-11-18,61.8265
2021-11-19,56.9187
2021-11-20,56.9187
2021-11-21,56.9187
2021-11-22,59.5351
2021-11-23,62.361
2021-11-24,63.3471
2021-11-25,63.3471
2021-11-26,58.5675
2021-11-27,58.5675
2021-11-28,58.5675
2021-11-29,58.9738
2021-11-30,55.6846
2021-12-01,54.4626
2021-12-02,58.2083
2021-12-03,57.0427
2021-12-04,57.0427
2021-12-05,57.0427
2021-12-06,59.1192
2021-12-07,60.9935
2021-12-08,61.5553
2021-12-09,61.0235
2021-12-10,61.247
2021-12-11,61.247
2021-12-12,61.247
2021-12-13,57.0826
2021-12-14,57.4958
2021-12-15,56.4053
2021-12-16,57.7614
2021-12-17,52.9638
2021-12-18,52.9638
2021-12-19,52.9638
2021-12-20,53.0301
2021-12-21,55.4002
2021-12-22,56.2287
2021-12-23,56.5827
2021-12-24,56.5827
2021-12-25,56.5827
2021-12-26,56.5827
2021-12-27,59.4652
2021-12-28,59.0732
2021-12-29,58.0235
2021-12-30,57.1284
2021-12-31,56.9885
2022-01-01,56.9885
2022-01-02,56.9885
2022-01-03,59.4419
2022-01-04,61.9902
2022-01-05,62.8688
2022-01-06,64.002
2022-01-07,65.8376
2022-01-08,65.8376
2022-01-09,65.8376
2022-01-10,65.9188
2022-01-11,68.6744
2022-01-12,67.4126
2022-01-13,66.368
2022-01-14,68.4305
2022-01-15,68.4305
2022-01-16,68.4305
2022-01-17,68.4305
2022-01-18,68.8151
2022-01-19,67.858
2022-01-20,66.9156
2022-01-21,63.8449
2022-01-22,63.8449
2022-01-23,63.8449
2022-01-24,64.1433
2022-01-25,69.3819
2022-01-26,69.4672
2022-01-27,71.6563
2022-01-28,63.3155
2022-01-29,63.3155
2022-01-30,63.3155
2022-01-31,63.9717
2022-02-01,66.9139
2022-02-02,67.4073
2022-02-03,65.4372
2022-02-04,66.8297
2022-02-05,66.8297
2022-02-06,66.8297
2022-02-07,68.8902
2022-02-08,65.5607
2022-02-09,66.6283
2022-02-10,63.9693
2022-02-11,66.1793
2022-02-12,66.1793
2022-02-13,66.1793
2022-02-14,63.0867
2022-02-15,61.6925
2022-02-16,61.7279
2022-02-17,60.7278
2022-02-18,60.4488
2022-02-19,60.4488
2022-02-20,60.4488
2022-02-21,60.4488
2022-02-22,58.945
2022-02-23,61.9677
2022-02-24,60.9363
2022-02-25,65.6135
2022-02-26,65.6135
2022-02-27,65.6135
2022-02-28,68.1925
2022-03-01,71.6661
2022-03-02,73.941
2022-03-03,74.9212
2022-03-04,76.0117
2022-03-05,76.0117
2022-03-06,76.0117
2022-03-07,77.4281
2022-03-08,80.423
2022-03-09,75.2411
2022-03-10,76.8866
2022-03-11,76.9145
2022-03-12,76.9145
2022-03-13,76.9145
2022-03-14,72.2024
2022-03-15,64.0112
2022-03-16,63.5079
2022-03-17,64.8763
2022-03-18,65.5086
2022-03-19,65.5086
2022-03-20,65.5086
2022-03-21,66.8991
2022-03-22,66.3759
2022-03-23,67.2291
2022-03-24,67.4416
2022-03-25,68.8698
2022-03-26,68.8698
2022-03-27,68.8698
2022-03-28,65.9277
2022-03-29,63.9884
2022-03-30,64.6039
2022-03-31,62.0957
2022-04-01,62.8777
2022-04-02,62.8777
2022-04-03,62.8777
2022-04-04,62.963
2022-04-05,61.9711
2022-04-06,62.8405
2022-04-07,64.1785
2022-04-08,65.7549
2022-04-09,65.7549
2022-04-10,65.7549
2022-04-11,61.4362
2022-04-12,63.3994
2022-04-13,64.8276
2022-04-14,64.749
2022-04-15,64.749
2022-04-16,64.749
2022-04-17,64.749
2022-04-18,65.976
2022-04-19,63.9147
2022-04-20,64.3067
2022-04-21,57.0281
2022-04-22,54.134
2022-04-23,54.134
2022-04-24,54.134
2022-04-25,51.5542
2022-04-26,50.8585
2022-04-27,50.6449
2022-04-28,54.4331
2022-04-29,50.7181
2022-04-30,50.7181
2022-05-01,50.7181
2022-05-02,52.7259
2022-05-03,54.4343
2022-05-04,57.3987
2022-05-05,56.4087
2022-05-06,58.8541
2022-05-07,58.8541
2022-05-08,58.8541
2022-05-09,51.1835
2022-05-10,52.0482
2022-05-11,53.3771
2022-05-12,54.2316
2022-05-13,55.9349
2022-05-14,55.9349
2022-05-15,55.9349
2022-05-16,58.5318
2022-05-17,59.0275
2022-05-18,55.9176
2022-05-19,55.1253
2022-05-20,55.6454
2022-05-21,55.6454
2022-05-22,55.6454
2022-05-23,57.7057
2022-05-24,58.1797
2022-05-25,59.5904
2022-05-26,60.1823
2022-05-27,61.0281
2022-05-28,61.0281
2022-05-29,61.0281
2022-05-30,61.0281
2022-05-31,58.2848
2022-06-01,59.1557
2022-06-02,58.9105
2022-06-03,59.7732
2022-06-04,59.7732
2022-06-05,59.7732
2022-06-06,59.1549
2022-06-07,60.9823
2022-06-08,61.4743
2022-06-09,58.5112
2022-06-10,56.8466
2022-06-11,56.8466
2022-06-12,56.8466
2022-06-13,51.1197
2022-06-14,51.2582
2022-06-15,49.1059
2022-06-16,44.005
2022-06-17,40.4868
2022-06-18,40.4868
2022-06-19,40.4868
2022-06-20,40.4868
2022-06-21,44.5015
2022-06-22,41.3769
2022-06-23,39.0791
2022-06-24,40.5482
2022-06-25,40.5482
2022-06-26,40.5482
2022-06-27,42.2715
2022-06-28,43.7004
2022-06-29,42.3462
2022-06-30,41.3607
2022-07-01,42.4502
2022-07-02,42.4502
2022-07-03,42.4502
2022-07-04,42.4502
2022-07-05,40.7089
2022-07-06,39.8825
2022-07-07,41.6679
2022-07-08,41.3204
2022-07-09,41.3204
2022-07-10,41.3204
2022-07-11,40.7301
2022-07-12,39.5293
2022-07-13,39.101
2022-07-14,38.1584
2022-07-15,39.4187
2022-07-16,39.4187
2022-07-17,39.4187
2022-07-18,40.8266
2022-07-19,44.3156
2022-07-20,45.5761
2022-07-21,44.9587
2022-07-22,44.2882
2022-07-23,44.2882
2022-07-24,44.2882
2022-07-25,47.1775
2022-07-26,46.5029
2022-07-27,47.7944
2022-07-28,48.5429
2022-07-29,56.2349
2022-07-30,56.2349
2022-07-31,56.2349
2022-08-01,54.1885
2022-08-02,53.3471
2022-08-03,51.0832
2022-08-04,48.6966
2022-08-05,50.1246
2022-08-06,50.1246
2022-08-07,50.1246
2022-08-08,49.9922
2022-08-09,51.1532
2022-08-10,51.3925
2022-08-11,53.5733
2022-08-12,53.7034
2022-08-13,53.7034
2022-08-14,53.7034
2022-08-15,51.7222
2022-08-16,51.4638
2022-08-17,52.2596
2022-08-18,53.9342
2022-08-19,53.0006
2022-08-20,53.0006
2022-08-21,53.0006
2022-08-22,52.4428
2022-08-23,55.56
2022-08-24,56.2592
2022-08-25,57.0915
2022-08-26,56.1562
2022-08-27,56.1562
2022-08-28,56.1562
2022-08-29,56.8928
2022-08-30,53.8184
2022-08-31,51.964
2022-09-01,50.2024
2022-09-02,51.7534
2022-09-03,51.7534
2022-09-04,51.7534
2022-09-05,51.7534
2022-09-06,51.2317
2022-09-07,49.802
2022-09-08,50.4004
2022-09-09,53.1646
2022-09-10,53.1646
2022-09-11,53.1646
2022-09-12,54.8044
2022-09-13,52.4827
2022-09-14,54.949
2022-09-15,52.9955
2022-09-16,50.0963
2022-09-17,50.0963
2022-09-18,50.0963
2022-09-19,50.3993
2022-09-20,49.967
2022-09-21,49.075
2022-09-22,48.9895
2022-09-23,42.527
2022-09-24,42.527
2022-09-25,42.527
2022-09-26,40.4489
2022-09-27,40.4963
2022-09-28,44.1427
2022-09-29,43.5568
2022-09-30,42.9151
2022-10-01,42.9151
2022-10-02,42.9151
2022-10-03,48.6498
2022-10-04,52.28
2022-10-05,52.8065
2022-10-06,54.475
2022-10-07,53.5333
2022-10-08,53.5333
2022-10-09,53.5333
2022-10-10,51.6143
2022-10-11,51.6329
2022-10-12,51.9327
2022-10-13,56.4694
2022-10-14,52.9887
2022-10-15,52.9887
2022-10-16,52.9887
2022-10-17,53.6613
2022-10-18,54.4733
2022-10-19,57.3674
2022-10-20,57.8711
2022-10-21,60.024
2022-10-22,60.024
2022-10-23,60.024
2022-10-24,59.979
2022-10-25,60.8885
2022-10-26,61.9616
2022-10-27,62.3622
2022-10-28,63.3866
2022-10-29,63.3866
2022-10-30,63.3866
2022-10-31,63.8369
2022-11-01,64.4852
2022-11-02,61.2822
2022-11-03,62.6394
2022-11-04,63.783
2022-11-05,63.783
2022-11-06,63.783
2022-11-07,64.8475
2022-11-08,64.6053
2022-11-09,58.412
2022-11-10,60.2067
2022-11-11,62.7528
2022-11-12,62.7528
2022-11-13,62.7528
2022-11-14,62.7957
2022-11-15,63.521
2022-11-16,61.0111
2022-11-17,61.2821
2022-11-18,60.3638
2022-11-19,60.3638
2022-11-20,60.3638
2022-11-21,58.9111
2022-11-22,61.4606
2022-11-23,60.0919
2022-11-24,60.0919
2022-11-25,59.6423
2022-11-26,59.6423
2022-11-27,59.6423
2022-11-28,55.4013
2022-11-29,56.9834
2022-11-30,58.2905
2022-12-01,57.6389
2022-12-02,56.4761
2022-12-03,56.4761
2022-12-04,56.4761
2022-12-05,53.0843
2022-12-06,49.9268
2022-12-07,50.2698
2022-12-08,50.9647
2022-12-09,47.2547
2022-12-10,47.2547
2022-12-11,47.2547
2022-12-12,48.4802
2022-12-13,51.0231
2022-12-14,50.2092
2022-12-15,49.3341
2022-12-16,47.7847
2022-12-17,47.7847
2022-12-18,47.7847
2022-12-19,48.6194
2022-12-20,50.5848
2022-12-21,51.9678
2022-12-22,50.0959
2022-12-23,53.6061
2022-12-24,53.6061
2022-12-25,53.6061
2022-12-26,53.6061
2022-12-27,54.9793
2022-12-28,53.0491
2022-12-29,53.8958
2022-12-30,54.6348
2022-12-31,54.6348
2023-01-01,54.6348
2023-01-02,54.6348
2023-01-03,50.6843
2023-01-04,49.4403
2023-01-05,51.5035
2023-01-06,52.3599
2023-01-07,52.3599
2023-01-08,52.3599
2023-01-09,51.3787
2023-01-10,51.9591
2023-01-11,51.3399
2023-01-12,52.6464
2023-01-13,52.9799
2023-01-14,52.9799
2023-01-15,52.9799
2023-01-16,52.9799
2023-01-17,54.9818
2023-01-18,52.4133
2023-01-19,53.63
2023-01-20,54.9101
2023-01-21,54.9101
2023-01-22,54.9101
2023-01-23,54.7128
2023-01-24,54.8317
2023-01-25,53.3396
2023-01-26,59.074
2023-01-27,52.6631
2023-01-28,52.6631
2023-01-29,52.6631
2023-01-30,49.187
2023-01-31,49.0721
2023-02-01,47.3804
2023-02-02,45.9331
2023-02-03,46.2511
2023-02-04,46.2511
2023-02-05,46.2511
2023-02-06,46.392
2023-02-07,49.5923
2023-02-08,46.9286
2023-02-09,45.9546
2023-02-10,48.4586
2023-02-11,48.4586
2023-02-12,48.4586
2023-02-13,47.8351
2023-02-14,48.7656
2023-02-15,47.5493
2023-02-16,45.9424
2023-02-17,43.6176
2023-02-18,43.6176
2023-02-19,43.6176
2023-02-20,43.6176
2023-02-21,42.5109
2023-02-22,42.1224
2023-02-23,43.4224
2023-02-24,43.819
2023-02-25,43.819
2023-02-26,43.819
2023-02-27,44.1649
2023-02-28,42.802
2023-03-01,43.9198
2023-03-02,44.3679
2023-03-03,46.4509
2023-03-04,46.4509
2023-03-05,46.4509
2023-03-06,47.4766
2023-03-07,45.8692
2023-03-08,45.1015
2023-03-09,43.3132
2023-03-10,42.7197
2023-03-11,42.7197
2023-03-12,42.7197
2023-03-13,42.0387
2023-03-14,44.0104
2023-03-15,39.3134
2023-03-16,39.7814
2023-03-17,38.5571
2023-03-18,38.5571
