,RMAX US Equity
2020-04-22,44.2344
2020-04-23,45.5544
2020-04-24,45.5043
2020-04-25,45.5043
2020-04-26,45.5043
2020-04-27,47.8755
2020-04-28,49.2601
2020-04-29,52.0964
2020-04-30,50.3818
2020-05-01,48.2196
2020-05-02,48.2196
2020-05-03,48.2196
2020-05-04,47.6709
2020-05-05,47.012
2020-05-06,46.6784
2020-05-07,48.244
2020-05-08,50.8529
2020-05-09,50.8529
2020-05-10,50.8529
2020-05-11,50.4872
2020-05-12,47.7455
2020-05-13,45.3184
2020-05-14,45.3808
2020-05-15,45.5737
2020-05-16,45.5737
2020-05-17,45.5737
2020-05-18,50.4763
2020-05-19,48.9465
2020-05-20,50.913
2020-05-21,49.9751
2020-05-22,50.5263
2020-05-23,50.5263
2020-05-24,50.5263
2020-05-25,50.5263
2020-05-26,52.3418
2020-05-27,55.1694
2020-05-28,53.7924
2020-05-29,53.7766
2020-05-30,53.7766
2020-05-31,53.7766
2020-06-01,54.6302
2020-06-02,55.1961
2020-06-03,56.2965
2020-06-04,58.4476
2020-06-05,60.4961
2020-06-06,60.4961
2020-06-07,60.4961
2020-06-08,62.8044
2020-06-09,61.4079
2020-06-10,59.2037
2020-06-11,55.9443
2020-06-12,56.7609
2020-06-13,56.7609
2020-06-14,56.7609
2020-06-15,57.8224
2020-06-16,58.7698
2020-06-17,57.8326
2020-06-18,57.7428
2020-06-19,56.6144
2020-06-20,56.6144
2020-06-21,56.6144
2020-06-22,56.6568
2020-06-23,55.2784
2020-06-24,52.9896
2020-06-25,53.4139
2020-06-26,54.018
2020-06-27,54.018
2020-06-28,54.018
2020-06-29,53.6769
2020-06-30,54.8085
2020-07-01,54.3309
2020-07-02,54.2494
2020-07-03,54.2494
2020-07-04,54.2494
2020-07-05,54.2494
2020-07-06,55.12
2020-07-07,53.8273
2020-07-08,54.4076
2020-07-09,52.4268
2020-07-10,52.7521
2020-07-11,52.7521
2020-07-12,52.7521
2020-07-13,50.5239
2020-07-14,51.5622
2020-07-15,54.3809
2020-07-16,52.7711
2020-07-17,54.3192
2020-07-18,54.3192
2020-07-19,54.3192
2020-07-20,54.9451
2020-07-21,55.7927
2020-07-22,58.6939
2020-07-23,58.5981
2020-07-24,55.3043
2020-07-25,55.3043
2020-07-26,55.3043
2020-07-27,56.5758
2020-07-28,54.9363
2020-07-29,57.0125
2020-07-30,55.7079
2020-07-31,53.83
2020-08-01,53.83
2020-08-02,53.83
2020-08-03,53.541
2020-08-04,54.4745
2020-08-05,54.3568
2020-08-06,55.413
2020-08-07,58.383
2020-08-08,58.383
2020-08-09,58.383
2020-08-10,59.7521
2020-08-11,61.0604
2020-08-12,61.3473
2020-08-13,59.3255
2020-08-14,58.8503
2020-08-15,58.8503
2020-08-16,58.8503
2020-08-17,60.4349
2020-08-18,59.0476
2020-08-19,59.3317
2020-08-20,61.7985
2020-08-21,57.9722
2020-08-22,57.9722
2020-08-23,57.9722
2020-08-24,59.3652
2020-08-25,59.7645
2020-08-26,57.0491
2020-08-27,56.9451
2020-08-28,57.2873
2020-08-29,57.2873
2020-08-30,57.2873
2020-08-31,55.3597
2020-09-01,56.1233
2020-09-02,56.338
2020-09-03,54.1988
2020-09-04,53.4452
2020-09-05,53.4452
2020-09-06,53.4452
2020-09-07,53.4452
2020-09-08,51.5645
2020-09-09,53.9268
2020-09-10,53.4414
2020-09-11,52.5178
2020-09-12,52.5178
2020-09-13,52.5178
2020-09-14,55.0917
2020-09-15,53.8723
2020-09-16,52.4528
2020-09-17,49.8402
2020-09-18,49.7377
2020-09-19,49.7377
2020-09-20,49.7377
2020-09-21,45.8592
2020-09-22,46.4568
2020-09-23,44.6714
2020-09-24,45.0685
2020-09-25,46.2653
2020-09-26,46.2653
2020-09-27,46.2653
2020-09-28,49.7946
2020-09-29,48.585
2020-09-30,48.7994
2020-10-01,51.6914
2020-10-02,53.242
2020-10-03,53.242
2020-10-04,53.242
2020-10-05,54.0176
2020-10-06,54.9121
2020-10-07,54.8226
2020-10-08,57.3389
2020-10-09,56.9327
2020-10-10,56.9327
2020-10-11,56.9327
2020-10-12,58.4322
2020-10-13,59.0997
2020-10-14,57.5503
2020-10-15,57.9386
2020-10-16,55.9529
2020-10-17,55.9529
2020-10-18,55.9529
2020-10-19,54.4409
2020-10-20,53.5805
2020-10-21,51.1934
2020-10-22,51.1934
2020-10-23,52.7158
2020-10-24,52.7158
2020-10-25,52.7158
2020-10-26,50.0451
2020-10-27,48.7672
2020-10-28,45.1862
2020-10-29,48.7192
2020-10-30,45.2867
2020-10-31,45.2867
2020-11-01,45.2867
2020-11-02,46.3164
2020-11-03,48.5761
2020-11-04,47.9941
2020-11-05,50.4239
2020-11-06,45.1108
2020-11-07,45.1108
2020-11-08,45.1108
2020-11-09,47.0177
2020-11-10,44.4611
2020-11-11,44.1066
2020-11-12,42.2972
2020-11-13,43.7076
2020-11-14,43.7076
2020-11-15,43.7076
2020-11-16,47.5255
2020-11-17,44.7669
2020-11-18,42.6038
2020-11-19,42.5833
2020-11-20,42.8672
2020-11-21,42.8672
2020-11-22,42.8672
2020-11-23,43.3598
2020-11-24,47.2095
2020-11-25,46.9011
2020-11-26,46.9011
2020-11-27,48.351
2020-11-28,48.351
2020-11-29,48.351
2020-11-30,46.4789
2020-12-01,47.4895
2020-12-02,46.6038
2020-12-03,48.2136
2020-12-04,49.6223
2020-12-05,49.6223
2020-12-06,49.6223
2020-12-07,49.7583
2020-12-08,50.3679
2020-12-09,52.8687
2020-12-10,52.4571
2020-12-11,51.4217
2020-12-12,51.4217
2020-12-13,51.4217
2020-12-14,54.301
2020-12-15,58.9608
2020-12-16,61.4419
2020-12-17,63.1784
2020-12-18,61.3154
2020-12-19,61.3154
2020-12-20,61.3154
2020-12-21,62.5345
2020-12-22,61.9038
2020-12-23,59.0103
2020-12-24,59.5923
2020-12-25,59.5923
2020-12-26,59.5923
2020-12-27,59.5923
2020-12-28,58.8819
2020-12-29,57.1653
2020-12-30,55.2895
2020-12-31,55.8368
2021-01-01,55.8368
2021-01-02,55.8368
2021-01-03,55.8368
2021-01-04,51.8409
2021-01-05,53.465
2021-01-06,56.4356
2021-01-07,58.3339
2021-01-08,59.2422
2021-01-09,59.2422
2021-01-10,59.2422
2021-01-11,60.7702
2021-01-12,61.4972
2021-01-13,58.5544
2021-01-14,59.0971
2021-01-15,58.3372
2021-01-16,58.3372
2021-01-17,58.3372
2021-01-18,58.3372
2021-01-19,58.4918
2021-01-20,60.9138
2021-01-21,59.4839
2021-01-22,60.6105
2021-01-23,60.6105
2021-01-24,60.6105
2021-01-25,60.7383
2021-01-26,58.6699
2021-01-27,53.5221
2021-01-28,55.0406
2021-01-29,50.2871
2021-01-30,50.2871
2021-01-31,50.2871
2021-02-01,52.8074
2021-02-02,56.0595
2021-02-03,54.3905
2021-02-04,55.1554
2021-02-05,54.5507
2021-02-06,54.5507
2021-02-07,54.5507
2021-02-08,56.869
2021-02-09,56.3507
2021-02-10,56.2112
2021-02-11,58.8653
2021-02-12,56.5845
2021-02-13,56.5845
2021-02-14,56.5845
2021-02-15,56.5845
2021-02-16,55.9204
2021-02-17,55.4436
2021-02-18,53.5809
2021-02-19,57.7255
2021-02-20,57.7255
2021-02-21,57.7255
2021-02-22,58.5956
2021-02-23,55.8311
2021-02-24,58.5614
2021-02-25,57.4724
2021-02-26,59.3304
2021-02-27,59.3304
2021-02-28,59.3304
2021-03-01,62.0394
2021-03-02,55.3886
2021-03-03,55.1768
2021-03-04,49.8124
2021-03-05,51.9808
2021-03-06,51.9808
2021-03-07,51.9808
2021-03-08,52.673
2021-03-09,52.7513
2021-03-10,56.025
2021-03-11,57.8149
2021-03-12,59.0373
2021-03-13,59.0373
2021-03-14,59.0373
2021-03-15,58.0833
2021-03-16,53.8312
2021-03-17,55.4898
2021-03-18,51.6699
2021-03-19,52.5467
2021-03-20,52.5467
2021-03-21,52.5467
2021-03-22,50.3611
2021-03-23,47.1446
2021-03-24,46.4128
2021-03-25,49.1722
2021-03-26,50.6352
2021-03-27,50.6352
2021-03-28,50.6352
2021-03-29,49.479
2021-03-30,50.6448
2021-03-31,51.3011
2021-04-01,53.8237
2021-04-02,53.8237
2021-04-03,53.8237
2021-04-04,53.8237
2021-04-05,53.8415
2021-04-06,55.0597
2021-04-07,53.3255
2021-04-08,54.1372
2021-04-09,53.6763
2021-04-10,53.6763
2021-04-11,53.6763
2021-04-12,53.0753
2021-04-13,49.2705
2021-04-14,48.7881
2021-04-15,49.4284
2021-04-16,48.9222
2021-04-17,48.9222
2021-04-18,48.9222
2021-04-19,47.619
2021-04-20,43.7136
2021-04-21,46.4487
2021-04-22,44.2256
2021-04-23,44.0813
2021-04-24,44.0813
2021-04-25,44.0813
2021-04-26,45.6185
2021-04-27,44.6519
2021-04-28,43.8232
2021-04-29,45.303
2021-04-30,46.3869
2021-05-01,46.3869
2021-05-02,46.3869
2021-05-03,47.3029
2021-05-04,46.8991
2021-05-05,46.8991
2021-05-06,47.3798
2021-05-07,45.604
2021-05-08,45.604
2021-05-09,45.604
2021-05-10,45.0077
2021-05-11,43.8862
2021-05-12,42.1193
2021-05-13,42.8081
2021-05-14,45.0082
2021-05-15,45.0082
2021-05-16,45.0082
2021-05-17,45.3705
2021-05-18,44.7565
2021-05-19,44.0683
2021-05-20,44.585
2021-05-21,43.9427
2021-05-22,43.9427
2021-05-23,43.9427
2021-05-24,44.1348
2021-05-25,42.6723
2021-05-26,44.3817
2021-05-27,43.6057
2021-05-28,44.6404
2021-05-29,44.6404
2021-05-30,44.6404
2021-05-31,44.6404
2021-06-01,44.5858
2021-06-02,43.4586
2021-06-03,42.8572
2021-06-04,43.6998
2021-06-05,43.6998
2021-06-06,43.6998
2021-06-07,44.4732
2021-06-08,45.1414
2021-06-09,44.1043
2021-06-10,43.7071
2021-06-11,43.9481
2021-06-12,43.9481
2021-06-13,43.9481
2021-06-14,42.2936
2021-06-15,42.4205
2021-06-16,42.0063
2021-06-17,41.1431
2021-06-18,38.2521
2021-06-19,38.2521
2021-06-20,38.2521
2021-06-21,39.534
2021-06-22,39.534
2021-06-23,39.4402
2021-06-24,40.6551
2021-06-25,41.0466
2021-06-26,41.0466
2021-06-27,41.0466
2021-06-28,40.3919
2021-06-29,40.1132
2021-06-30,41.725
2021-07-01,43.9404
2021-07-02,42.5338
2021-07-03,42.5338
2021-07-04,42.5338
2021-07-05,42.5338
2021-07-06,41.4939
2021-07-07,40.9393
2021-07-08,40.7514
2021-07-09,44.982
2021-07-10,44.982
2021-07-11,44.982
2021-07-12,44.8592
2021-07-13,41.5014
2021-07-14,41.7114
2021-07-15,43.0848
2021-07-16,42.3308
2021-07-17,42.3308
2021-07-18,42.3308
2021-07-19,40.8516
2021-07-20,44.8394
2021-07-21,50.1464
2021-07-22,46.9632
2021-07-23,48.0429
2021-07-24,48.0429
2021-07-25,48.0429
2021-07-26,49.0725
2021-07-27,48.6569
2021-07-28,50.2691
2021-07-29,51.2114
2021-07-30,49.5343
2021-07-31,49.5343
2021-08-01,49.5343
2021-08-02,47.0192
2021-08-03,47.2041
2021-08-04,50.0869
2021-08-05,50.6531
2021-08-06,50.8748
2021-08-07,50.8748
2021-08-08,50.8748
2021-08-09,50.4993
2021-08-10,50.5936
2021-08-11,53.0023
2021-08-12,53.1839
2021-08-13,51.9381
2021-08-14,51.9381
2021-08-15,51.9381
2021-08-16,50.2525
2021-08-17,49.5966
2021-08-18,45.2278
2021-08-19,43.8528
2021-08-20,46.2813
2021-08-21,46.2813
2021-08-22,46.2813
2021-08-23,47.3065
2021-08-24,49.0174
2021-08-25,48.8245
2021-08-26,46.5951
2021-08-27,49.3442
2021-08-28,49.3442
2021-08-29,49.3442
2021-08-30,48.157
2021-08-31,47.3555
2021-09-01,50.654
2021-09-02,49.0173
2021-09-03,48.2582
2021-09-04,48.2582
2021-09-05,48.2582
2021-09-06,48.2582
2021-09-07,47.6381
2021-09-08,47.6916
2021-09-09,45.2984
2021-09-10,39.4068
2021-09-11,39.4068
2021-09-12,39.4068
2021-09-13,40.3542
2021-09-14,39.2344
2021-09-15,38.7157
2021-09-16,38.4527
2021-09-17,40.4837
2021-09-18,40.4837
2021-09-19,40.4837
2021-09-20,40.603
2021-09-21,40.1453
2021-09-22,39.1087
2021-09-23,40.6928
2021-09-24,40.475
2021-09-25,40.475
2021-09-26,40.475
2021-09-27,43.4206
2021-09-28,40.6324
2021-09-29,40.083
2021-09-30,40.083
2021-10-01,45.4838
2021-10-02,45.4838
2021-10-03,45.4838
2021-10-04,43.1767
2021-10-05,43.7554
2021-10-06,43.5261
2021-10-07,45.1899
2021-10-08,45.2495
2021-10-09,45.2495
2021-10-10,45.2495
2021-10-11,44.1568
2021-10-12,44.9075
2021-10-13,48.8768
2021-10-14,49.4948
2021-10-15,46.9336
2021-10-16,46.9336
2021-10-17,46.9336
2021-10-18,45.9097
2021-10-19,44.3096
2021-10-20,45.8946
2021-10-21,47.6722
2021-10-22,46.8235
2021-10-23,46.8235
2021-10-24,46.8235
2021-10-25,48.0786
2021-10-26,45.0411
2021-10-27,42.9134
2021-10-28,46.4241
2021-10-29,46.8254
2021-10-30,46.8254
2021-10-31,46.8254
2021-11-01,49.5086
2021-11-02,45.3194
2021-11-03,43.6994
2021-11-04,43.4317
2021-11-05,46.5372
2021-11-06,46.5372
2021-11-07,46.5372
2021-11-08,49.7051
2021-11-09,43.3078
2021-11-10,44.1176
2021-11-11,45.5753
2021-11-12,46.6185
2021-11-13,46.6185
2021-11-14,46.6185
2021-11-15,45.3344
2021-11-16,45.8012
2021-11-17,45.5331
2021-11-18,45.7521
2021-11-19,44.638
2021-11-20,44.638
2021-11-21,44.638
2021-11-22,45.1561
2021-11-23,37.1288
2021-11-24,36.1369
2021-11-25,36.1369
2021-11-26,32.3254
2021-11-27,32.3254
2021-11-28,32.3254
2021-11-29,32.4405
2021-11-30,34.1789
2021-12-01,31.7035
2021-12-02,35.8027
2021-12-03,36.7969
2021-12-04,36.7969
2021-12-05,36.7969
2021-12-06,43.7666
2021-12-07,46.7032
2021-12-08,46.8246
2021-12-09,45.6418
2021-12-10,44.7557
2021-12-11,44.7557
2021-12-12,44.7557
2021-12-13,44.9327
2021-12-14,45.4747
2021-12-15,47.8634
2021-12-16,46.5355
2021-12-17,47.8988
2021-12-18,47.8988
2021-12-19,47.8988
2021-12-20,44.3862
2021-12-21,50.4132
2021-12-22,51.2567
2021-12-23,49.3681
2021-12-24,49.3681
2021-12-25,49.3681
2021-12-26,49.3681
2021-12-27,48.6999
2021-12-28,48.5865
2021-12-29,48.8738
2021-12-30,49.7046
2021-12-31,50.9014
2022-01-01,50.9014
2022-01-02,50.9014
2022-01-03,50.9431
2022-01-04,51.3698
2022-01-05,47.5613
2022-01-06,47.3166
2022-01-07,48.5041
2022-01-08,48.5041
2022-01-09,48.5041
2022-01-10,48.2875
2022-01-11,53.5242
2022-01-12,53.564
2022-01-13,55.4234
2022-01-14,52.6839
2022-01-15,52.6839
2022-01-16,52.6839
2022-01-17,52.6839
2022-01-18,51.5229
2022-01-19,48.5837
2022-01-20,45.291
2022-01-21,43.985
2022-01-22,43.985
2022-01-23,43.985
2022-01-24,45.9986
2022-01-25,44.2085
2022-01-26,45.6378
2022-01-27,43.5116
2022-01-28,44.2404
2022-01-29,44.2404
2022-01-30,44.2404
2022-01-31,48.9265
2022-02-01,49.2872
2022-02-02,48.2684
2022-02-03,49.756
2022-02-04,47.6683
2022-02-05,47.6683
2022-02-06,47.6683
2022-02-07,48.5117
2022-02-08,51.7682
2022-02-09,53.1312
2022-02-10,51.3789
2022-02-11,53.0199
2022-02-12,53.0199
2022-02-13,53.0199
2022-02-14,51.5955
2022-02-15,54.3212
2022-02-16,55.9724
2022-02-17,53.0195
2022-02-18,47.6011
2022-02-19,47.6011
2022-02-20,47.6011
2022-02-21,47.6011
2022-02-22,46.9886
2022-02-23,44.7706
2022-02-24,48.8698
2022-02-25,46.3158
2022-02-26,46.3158
2022-02-27,46.3158
2022-02-28,48.7029
2022-03-01,47.2952
2022-03-02,49.5248
2022-03-03,47.6186
2022-03-04,46.7045
2022-03-05,46.7045
2022-03-06,46.7045
2022-03-07,44.0218
2022-03-08,44.1337
2022-03-09,47.4652
2022-03-10,46.6211
2022-03-11,47.3387
2022-03-12,47.3387
2022-03-13,47.3387
2022-03-14,45.4428
2022-03-15,48.1291
2022-03-16,50.0949
2022-03-17,48.6161
2022-03-18,46.9591
2022-03-19,46.9591
2022-03-20,46.9591
2022-03-21,47.4579
2022-03-22,48.1069
2022-03-23,45.7057
2022-03-24,45.6102
2022-03-25,45.4792
2022-03-26,45.4792
2022-03-27,45.4792
2022-03-28,45.3444
2022-03-29,48.1272
2022-03-30,46.6528
2022-03-31,44.9241
2022-04-01,43.4228
2022-04-02,43.4228
2022-04-03,43.4228
2022-04-04,43.9285
2022-04-05,41.772
2022-04-06,42.5557
2022-04-07,40.6081
2022-04-08,41.1028
2022-04-09,41.1028
2022-04-10,41.1028
2022-04-11,40.006
2022-04-12,39.6619
2022-04-13,40.811
2022-04-14,41.9078
2022-04-15,41.9078
2022-04-16,41.9078
2022-04-17,41.9078
2022-04-18,40.6541
2022-04-19,40.9012
2022-04-20,40.4482
2022-04-21,39.2712
2022-04-22,37.6065
2022-04-23,37.6065
2022-04-24,37.6065
2022-04-25,38.5231
2022-04-26,36.1328
2022-04-27,34.6021
2022-04-28,36.3523
2022-04-29,33.7533
2022-04-30,33.7533
2022-05-01,33.7533
2022-05-02,37.6399
2022-05-03,37.3377
2022-05-04,39.9793
2022-05-05,37.1091
2022-05-06,38.3273
2022-05-07,38.3273
2022-05-08,38.3273
2022-05-09,36.4294
2022-05-10,33.595
2022-05-11,35.2183
2022-05-12,36.1961
2022-05-13,38.2219
2022-05-14,38.2219
2022-05-15,38.2219
2022-05-16,38.1623
2022-05-17,44.161
2022-05-18,40.1886
2022-05-19,39.35
2022-05-20,37.3099
2022-05-21,37.3099
2022-05-22,37.3099
2022-05-23,43.0565
2022-05-24,40.7079
2022-05-25,41.6912
2022-05-26,47.8197
2022-05-27,48.0102
2022-05-28,48.0102
2022-05-29,48.0102
2022-05-30,48.0102
2022-05-31,47.237
2022-06-01,46.9063
2022-06-02,48.5653
2022-06-03,47.4693
2022-06-04,47.4693
2022-06-05,47.4693
2022-06-06,47.5393
2022-06-07,48.9466
2022-06-08,47.401
2022-06-09,47.3352
2022-06-10,46.6982
2022-06-11,46.6982
2022-06-12,46.6982
2022-06-13,44.0514
2022-06-14,41.866
2022-06-15,43.4947
2022-06-16,40.9475
2022-06-17,41.868
2022-06-18,41.868
2022-06-19,41.868
2022-06-20,41.868
2022-06-21,43.5691
2022-06-22,45.0771
2022-06-23,48.1636
2022-06-24,51.0435
2022-06-25,51.0435
2022-06-26,51.0435
2022-06-27,47.9626
2022-06-28,48.8699
2022-06-29,48.1938
2022-06-30,50.2942
2022-07-01,51.9832
2022-07-02,51.9832
2022-07-03,51.9832
2022-07-04,51.9832
2022-07-05,53.3395
2022-07-06,50.8185
2022-07-07,52.3504
2022-07-08,50.6504
2022-07-09,50.6504
2022-07-10,50.6504
2022-07-11,48.8454
2022-07-12,49.2873
2022-07-13,48.5201
2022-07-14,47.5874
2022-07-15,49.8322
2022-07-16,49.8322
2022-07-17,49.8322
2022-07-18,49.0051
2022-07-19,52.7569
2022-07-20,52.2552
2022-07-21,52.0359
2022-07-22,50.7503
2022-07-23,50.7503
2022-07-24,50.7503
2022-07-25,51.2839
2022-07-26,49.8318
2022-07-27,51.1526
2022-07-28,51.5557
2022-07-29,52.9081
2022-07-30,52.9081
2022-07-31,52.9081
2022-08-01,52.539
2022-08-02,53.3617
2022-08-03,54.5472
2022-08-04,54.1026
2022-08-05,56.7637
2022-08-06,56.7637
2022-08-07,56.7637
2022-08-08,59.6172
2022-08-09,59.1943
2022-08-10,59.3599
2022-08-11,59.8324
2022-08-12,62.1413
2022-08-13,62.1413
2022-08-14,62.1413
2022-08-15,58.9551
2022-08-16,59.4591
2022-08-17,56.8131
2022-08-18,57.7675
2022-08-19,53.6347
2022-08-20,53.6347
2022-08-21,53.6347
2022-08-22,49.4891
2022-08-23,50.147
2022-08-24,49.2875
2022-08-25,50.0126
2022-08-26,45.5917
2022-08-27,45.5917
2022-08-28,45.5917
2022-08-29,45.137
2022-08-30,42.9227
2022-08-31,41.1246
2022-09-01,41.0928
2022-09-02,40.2555
2022-09-03,40.2555
2022-09-04,40.2555
2022-09-05,40.2555
2022-09-06,36.1526
2022-09-07,39.6092
2022-09-08,39.4059
2022-09-09,42.502
2022-09-10,42.502
2022-09-11,42.502
2022-09-12,43.8808
2022-09-13,40.5296
2022-09-14,39.3702
2022-09-15,38.6177
2022-09-16,37.2273
2022-09-17,37.2273
2022-09-18,37.2273
2022-09-19,37.7276
2022-09-20,35.0482
2022-09-21,34.9224
2022-09-22,33.3857
2022-09-23,32.1806
2022-09-24,32.1806
2022-09-25,32.1806
2022-09-26,32.8687
2022-09-27,32.2403
2022-09-28,34.1927
2022-09-29,33.2771
2022-09-30,36.0334
2022-10-01,36.0334
2022-10-02,36.0334
2022-10-03,34.8371
2022-10-04,39.1558
2022-10-05,37.8445
2022-10-06,38.2993
2022-10-07,36.0097
2022-10-08,36.0097
2022-10-09,36.0097
2022-10-10,35.904
2022-10-11,36.8629
2022-10-12,37.1547
2022-10-13,37.5527
2022-10-14,36.6815
2022-10-15,36.6815
2022-10-16,36.6815
2022-10-17,38.6613
2022-10-18,38.6613
2022-10-19,37.5342
2022-10-20,36.9609
2022-10-21,39.9647
2022-10-22,39.9647
2022-10-23,39.9647
2022-10-24,40.2232
2022-10-25,42.5762
2022-10-26,42.1656
2022-10-27,43.0945
2022-10-28,43.9228
2022-10-29,43.9228
2022-10-30,43.9228
2022-10-31,44.4456
2022-11-01,44.3173
2022-11-02,41.3553
2022-11-03,41.0009
2022-11-04,42.5292
2022-11-05,42.5292
2022-11-06,42.5292
2022-11-07,38.8296
2022-11-08,37.8019
2022-11-09,37.7307
2022-11-10,44.4456
2022-11-11,48.3489
2022-11-12,48.3489
2022-11-13,48.3489
2022-11-14,45.9627
2022-11-15,48.1938
2022-11-16,45.7326
2022-11-17,46.6277
2022-11-18,47.6986
2022-11-19,47.6986
2022-11-20,47.6986
2022-11-21,47.4524
2022-11-22,48.1902
2022-11-23,49.34
2022-11-24,49.34
2022-11-25,50.4324
2022-11-26,50.4324
2022-11-27,50.4324
2022-11-28,49.6025
2022-11-29,50.721
2022-11-30,54.9054
2022-12-01,54.9054
2022-12-02,55.7347
2022-12-03,55.7347
2022-12-04,55.7347
2022-12-05,52.678
2022-12-06,52.0965
2022-12-07,51.6054
2022-12-08,50.9105
2022-12-09,51.1051
2022-12-10,51.1051
2022-12-11,51.1051
2022-12-12,51.7483
2022-12-13,52.7377
2022-12-14,51.8036
2022-12-15,47.3159
2022-12-16,45.5531
2022-12-17,45.5531
2022-12-18,45.5531
2022-12-19,45.232
2022-12-20,46.8381
2022-12-21,44.1588
2022-12-22,42.4689
2022-12-23,44.7676
2022-12-24,44.7676
2022-12-25,44.7676
2022-12-26,44.7676
2022-12-27,43.71
2022-12-28,40.6472
2022-12-29,45.3574
2022-12-30,45.9125
2022-12-31,45.9125
2023-01-01,45.9125
2023-01-02,45.9125
2023-01-03,47.5169
2023-01-04,49.4556
2023-01-05,48.0777
2023-01-06,49.86
2023-01-07,49.86
2023-01-08,49.86
2023-01-09,52.6331
2023-01-10,52.9421
2023-01-11,55.9962
2023-01-12,57.5403
2023-01-13,57.1678
2023-01-14,57.1678
2023-01-15,57.1678
2023-01-16,57.1678
2023-01-17,56.5725
2023-01-18,54.2355
2023-01-19,53.8692
2023-01-20,56.145
2023-01-21,56.145
2023-01-22,56.145
2023-01-23,57.9999
2023-01-24,57.0568
2023-01-25,58.1339
2023-01-26,60.9767
2023-01-27,61.4222
2023-01-28,61.4222
2023-01-29,61.4222
2023-01-30,59.0401
2023-01-31,61.9447
2023-02-01,63.3576
2023-02-02,65.6126
2023-02-03,64.5558
2023-02-04,64.5558
2023-02-05,64.5558
2023-02-06,62.5861
2023-02-07,62.6208
2023-02-08,59.2119
2023-02-09,57.8545
2023-02-10,57.9741
2023-02-11,57.9741
2023-02-12,57.9741
2023-02-13,59.519
2023-02-14,58.3247
2023-02-15,58.773
2023-02-16,58.4184
2023-02-17,44.2441
2023-02-18,44.2441
2023-02-19,44.2441
2023-02-20,44.2441
2023-02-21,40.7872
2023-02-22,41.6041
2023-02-23,43.5294
2023-02-24,41.4265
2023-02-25,41.4265
2023-02-26,41.4265
2023-02-27,41.2975
2023-02-28,40.8371
2023-03-01,41.2725
2023-03-02,41.7651
2023-03-03,42.4147
2023-03-04,42.4147
2023-03-05,42.4147
2023-03-06,39.9334
2023-03-07,39.9334
2023-03-08,40.3656
2023-03-09,39.484
2023-03-10,37.9478
2023-03-11,37.9478
2023-03-12,37.9478
2023-03-13,37.4224
2023-03-14,40.5448
2023-03-15,41.961
2023-03-16,41.2572
2023-03-17,38.2691
