,AVA US Equity
2020-06-12,42.4115
2020-06-13,42.4115
2020-06-14,42.4115
2020-06-15,44.5978
2020-06-16,44.4835
2020-06-17,43.918
2020-06-18,43.5809
2020-06-19,40.9622
2020-06-20,40.9622
2020-06-21,40.9622
2020-06-22,41.3921
2020-06-23,40.3834
2020-06-24,41.461
2020-06-25,40.9944
2020-06-26,38.8923
2020-06-27,38.8923
2020-06-28,38.8923
2020-06-29,42.878
2020-06-30,44.858
2020-07-01,45.7347
2020-07-02,45.4612
2020-07-03,45.4612
2020-07-04,45.4612
2020-07-05,45.4612
2020-07-06,44.5065
2020-07-07,43.757
2020-07-08,43.6642
2020-07-09,42.7639
2020-07-10,45.0823
2020-07-11,45.0823
2020-07-12,45.0823
2020-07-13,44.1667
2020-07-14,45.0993
2020-07-15,45.1492
2020-07-16,46.7508
2020-07-17,48.0981
2020-07-18,48.0981
2020-07-19,48.0981
2020-07-20,47.8024
2020-07-21,49.5786
2020-07-22,49.5544
2020-07-23,49.5544
2020-07-24,48.3656
2020-07-25,48.3656
2020-07-26,48.3656
2020-07-27,47.0731
2020-07-28,48.6563
2020-07-29,48.8745
2020-07-30,48.3431
2020-07-31,47.8587
2020-08-01,47.8587
2020-08-02,47.8587
2020-08-03,46.2088
2020-08-04,47.5954
2020-08-05,46.8085
2020-08-06,47.5509
2020-08-07,51.4637
2020-08-08,51.4637
2020-08-09,51.4637
2020-08-10,50.9938
2020-08-11,49.9615
2020-08-12,50.0511
2020-08-13,48.7558
2020-08-14,48.4541
2020-08-15,48.4541
2020-08-16,48.4541
2020-08-17,46.8352
2020-08-18,45.8952
2020-08-19,45.8801
2020-08-20,45.1449
2020-08-21,44.866
2020-08-22,44.866
2020-08-23,44.866
2020-08-24,47.2627
2020-08-25,49.9696
2020-08-26,48.6282
2020-08-27,48.9472
2020-08-28,50.0174
2020-08-29,50.0174
2020-08-30,50.0174
2020-08-31,49.3398
2020-09-01,48.1327
2020-09-02,49.9579
2020-09-03,50.327
2020-09-04,50.2886
2020-09-05,50.2886
2020-09-06,50.2886
2020-09-07,50.2886
2020-09-08,47.3394
2020-09-09,46.8358
2020-09-10,44.4928
2020-09-11,41.1256
2020-09-12,41.1256
2020-09-13,41.1256
2020-09-14,40.468
2020-09-15,42.0368
2020-09-16,44.8357
2020-09-17,42.6723
2020-09-18,43.1315
2020-09-19,43.1315
2020-09-20,43.1315
2020-09-21,42.0236
2020-09-22,43.1882
2020-09-23,39.4256
2020-09-24,39.6449
2020-09-25,41.782
2020-09-26,41.782
2020-09-27,41.782
2020-09-28,42.724
2020-09-29,41.4622
2020-09-30,43.1976
2020-10-01,44.4331
2020-10-02,45.2822
2020-10-03,45.2822
2020-10-04,45.2822
2020-10-05,44.0633
2020-10-06,45.6208
2020-10-07,46.9784
2020-10-08,47.3608
2020-10-09,47.5781
2020-10-10,47.5781
2020-10-11,47.5781
2020-10-12,50.2542
2020-10-13,46.6561
2020-10-14,45.0249
2020-10-15,45.1571
2020-10-16,43.8478
2020-10-17,43.8478
2020-10-18,43.8478
2020-10-19,40.8843
2020-10-20,39.6109
2020-10-21,44.029
2020-10-22,46.6259
2020-10-23,49.0333
2020-10-24,49.0333
2020-10-25,49.0333
2020-10-26,49.9745
2020-10-27,47.1634
2020-10-28,42.7033
2020-10-29,43.9181
2020-10-30,43.5179
2020-10-31,43.5179
2020-11-01,43.5179
2020-11-02,46.2839
2020-11-03,49.5929
2020-11-04,46.0818
2020-11-05,46.1892
2020-11-06,46.955
2020-11-07,46.955
2020-11-08,46.955
2020-11-09,53.1896
2020-11-10,57.6357
2020-11-11,58.0877
2020-11-12,55.0178
2020-11-13,57.6151
2020-11-14,57.6151
2020-11-15,57.6151
2020-11-16,60.6565
2020-11-17,58.8046
2020-11-18,55.9941
2020-11-19,55.4092
2020-11-20,55.4346
2020-11-21,55.4346
2020-11-22,55.4346
2020-11-23,57.6507
2020-11-24,59.9647
2020-11-25,59.1291
2020-11-26,59.1291
2020-11-27,56.6781
2020-11-28,56.6781
2020-11-29,56.6781
2020-11-30,53.963
2020-12-01,54.2208
2020-12-02,54.79
2020-12-03,54.7573
2020-12-04,54.6221
2020-12-05,54.6221
2020-12-06,54.6221
2020-12-07,55.8068
2020-12-08,55.628
2020-12-09,57.9162
2020-12-10,58.6954
2020-12-11,58.9665
2020-12-12,58.9665
2020-12-13,58.9665
2020-12-14,59.3801
2020-12-15,61.1878
2020-12-16,60.4813
2020-12-17,60.1013
2020-12-18,57.327
2020-12-19,57.327
2020-12-20,57.327
2020-12-21,55.1647
2020-12-22,58.2455
2020-12-23,59.1938
2020-12-24,59.8595
2020-12-25,59.8595
2020-12-26,59.8595
2020-12-27,59.8595
2020-12-28,61.2228
2020-12-29,58.4308
2020-12-30,58.1082
2020-12-31,59.4959
2021-01-01,59.4959
2021-01-02,59.4959
2021-01-03,59.4959
2021-01-04,56.78
2021-01-05,54.2927
2021-01-06,60.7975
2021-01-07,59.2937
2021-01-08,56.914
2021-01-09,56.914
2021-01-10,56.914
2021-01-11,56.3898
2021-01-12,56.3898
2021-01-13,56.242
2021-01-14,56.885
2021-01-15,57.4147
2021-01-16,57.4147
2021-01-17,57.4147
2021-01-18,57.4147
2021-01-19,51.7841
2021-01-20,50.9451
2021-01-21,50.8428
2021-01-22,51.348
2021-01-23,51.348
2021-01-24,51.348
2021-01-25,53.364
2021-01-26,53.6247
2021-01-27,52.0081
2021-01-28,51.0818
2021-01-29,46.9634
2021-01-30,46.9634
2021-01-31,46.9634
2021-02-01,48.2333
2021-02-02,47.8271
2021-02-03,46.5103
2021-02-04,46.9366
2021-02-05,49.7961
2021-02-06,49.7961
2021-02-07,49.7961
2021-02-08,50.3425
2021-02-09,51.8249
2021-02-10,53.6072
2021-02-11,54.2593
2021-02-12,51.6503
2021-02-13,51.6503
2021-02-14,51.6503
2021-02-15,51.6503
2021-02-16,50.5082
2021-02-17,50.9569
2021-02-18,49.4809
2021-02-19,51.8506
2021-02-20,51.8506
2021-02-21,51.8506
2021-02-22,50.6999
2021-02-23,53.2183
2021-02-24,55.2692
2021-02-25,59.0179
2021-02-26,57.3874
2021-02-27,57.3874
2021-02-28,57.3874
2021-03-01,55.7134
2021-03-02,54.8257
2021-03-03,58.2074
2021-03-04,58.8274
2021-03-05,64.1918
2021-03-06,64.1918
2021-03-07,64.1918
2021-03-08,63.7726
2021-03-09,61.8501
2021-03-10,64.9618
2021-03-11,62.7783
2021-03-12,66.7786
2021-03-13,66.7786
2021-03-14,66.7786
2021-03-15,70.5283
2021-03-16,68.6918
2021-03-17,64.7748
2021-03-18,63.1493
2021-03-19,65.5003
2021-03-20,65.5003
2021-03-21,65.5003
2021-03-22,65.2951
2021-03-23,65.1895
2021-03-24,65.5546
2021-03-25,68.3057
2021-03-26,68.8476
2021-03-27,68.8476
2021-03-28,68.8476
2021-03-29,67.6143
2021-03-30,64.9519
2021-03-31,65.9771
2021-04-01,64.8148
2021-04-02,64.8148
2021-04-03,64.8148
2021-04-04,64.8148
2021-04-05,64.8148
2021-04-06,64.3222
2021-04-07,65.2266
2021-04-08,64.6353
2021-04-09,64.595
2021-04-10,64.595
2021-04-11,64.595
2021-04-12,64.6178
2021-04-13,64.2316
2021-04-14,64.8593
2021-04-15,64.6337
2021-04-16,62.5622
2021-04-17,62.5622
2021-04-18,62.5622
2021-04-19,63.6876
2021-04-20,60.8703
2021-04-21,60.6102
2021-04-22,60.7548
2021-04-23,58.7479
2021-04-24,58.7479
2021-04-25,58.7479
2021-04-26,56.974
2021-04-27,55.5355
2021-04-28,55.5355
2021-04-29,56.1626
2021-04-30,56.2336
2021-05-01,56.2336
2021-05-02,56.2336
2021-05-03,56.2336
2021-05-04,56.3846
2021-05-05,58.2483
2021-05-06,60.3514
2021-05-07,59.3717
2021-05-08,59.3717
2021-05-09,59.3717
2021-05-10,60.6919
2021-05-11,57.0104
2021-05-12,52.7902
2021-05-13,56.5471
2021-05-14,56.8515
2021-05-15,56.8515
2021-05-16,56.8515
2021-05-17,55.9947
2021-05-18,56.4945
2021-05-19,53.8722
2021-05-20,51.4039
2021-05-21,52.7552
2021-05-22,52.7552
2021-05-23,52.7552
2021-05-24,53.3684
2021-05-25,50.3276
2021-05-26,51.3822
2021-05-27,49.8798
2021-05-28,51.6666
2021-05-29,51.6666
2021-05-30,51.6666
2021-05-31,51.6666
2021-06-01,51.0674
2021-06-02,50.8061
2021-06-03,50.2301
2021-06-04,49.0789
2021-06-05,49.0789
2021-06-06,49.0789
2021-06-07,48.9006
2021-06-08,49.3764
2021-06-09,49.619
2021-06-10,51.3556
2021-06-11,50.0663
2021-06-12,50.0663
2021-06-13,50.0663
2021-06-14,50.0163
2021-06-15,52.4697
2021-06-16,51.0694
2021-06-17,49.111
2021-06-18,42.7984
2021-06-19,42.7984
2021-06-20,42.7984
2021-06-21,47.9096
2021-06-22,47.9096
2021-06-23,43.6926
2021-06-24,43.7874
2021-06-25,44.891
2021-06-26,44.891
2021-06-27,44.891
2021-06-28,44.537
2021-06-29,42.2401
2021-06-30,41.4658
2021-07-01,43.0097
2021-07-02,41.4635
2021-07-03,41.4635
2021-07-04,41.4635
2021-07-05,41.4635
2021-07-06,41.6224
2021-07-07,42.1636
2021-07-08,40.2342
2021-07-09,42.098
2021-07-10,42.098
2021-07-11,42.098
2021-07-12,42.2624
2021-07-13,39.3005
2021-07-14,40.3121
2021-07-15,44.4117
2021-07-16,45.7142
2021-07-17,45.7142
2021-07-18,45.7142
2021-07-19,45.2919
2021-07-20,48.4445
2021-07-21,45.7191
2021-07-22,44.7426
2021-07-23,47.2671
2021-07-24,47.2671
2021-07-25,47.2671
2021-07-26,47.9763
2021-07-27,47.8875
2021-07-28,49.5309
2021-07-29,48.145
2021-07-30,45.8449
2021-07-31,45.8449
2021-08-01,45.8449
2021-08-02,46.5058
2021-08-03,52.4207
2021-08-04,46.3342
2021-08-05,47.8676
2021-08-06,46.1254
2021-08-07,46.1254
2021-08-08,46.1254
2021-08-09,45.1281
2021-08-10,44.1766
2021-08-11,44.4097
2021-08-12,43.3239
2021-08-13,42.7645
2021-08-14,42.7645
2021-08-15,42.7645
2021-08-16,45.2512
2021-08-17,48.5605
2021-08-18,46.1359
2021-08-19,45.67
2021-08-20,48.8748
2021-08-21,48.8748
2021-08-22,48.8748
2021-08-23,46.8498
2021-08-24,46.1516
2021-08-25,45.2981
2021-08-26,43.483
2021-08-27,44.7241
2021-08-28,44.7241
2021-08-29,44.7241
2021-08-30,45.5331
2021-08-31,46.7194
2021-09-01,48.3487
2021-09-02,50.2377
2021-09-03,49.4361
2021-09-04,49.4361
2021-09-05,49.4361
2021-09-06,49.4361
2021-09-07,48.9425
2021-09-08,51.3198
2021-09-09,48.9615
2021-09-10,44.4139
2021-09-11,44.4139
2021-09-12,44.4139
2021-09-13,43.3721
2021-09-14,42.2017
2021-09-15,41.7285
2021-09-16,39.6416
2021-09-17,39.7999
2021-09-18,39.7999
2021-09-19,39.7999
2021-09-20,38.8166
2021-09-21,37.4162
2021-09-22,37.9248
2021-09-23,37.0257
2021-09-24,37.7885
2021-09-25,37.7885
2021-09-26,37.7885
2021-09-27,39.1953
2021-09-28,38.3359
2021-09-29,41.8349
2021-09-30,39.2301
2021-10-01,38.6528
2021-10-02,38.6528
2021-10-03,38.6528
2021-10-04,43.6892
2021-10-05,46.9936
2021-10-06,50.2336
2021-10-07,47.7449
2021-10-08,46.381
2021-10-09,46.381
2021-10-10,46.381
2021-10-11,40.5594
2021-10-12,42.0208
2021-10-13,43.7548
2021-10-14,48.1648
2021-10-15,49.4326
2021-10-16,49.4326
2021-10-17,49.4326
2021-10-18,45.7238
2021-10-19,43.9705
2021-10-20,45.7758
2021-10-21,45.294
2021-10-22,45.2283
2021-10-23,45.2283
2021-10-24,45.2283
2021-10-25,47.1312
2021-10-26,46.7115
2021-10-27,49.429
2021-10-28,49.2065
2021-10-29,46.7398
2021-10-30,46.7398
2021-10-31,46.7398
2021-11-01,49.9821
2021-11-02,48.1279
2021-11-03,49.6514
2021-11-04,46.7744
2021-11-05,48.8788
2021-11-06,48.8788
2021-11-07,48.8788
2021-11-08,47.2842
2021-11-09,48.4683
2021-11-10,50.7568
2021-11-11,49.862
2021-11-12,48.7941
2021-11-13,48.7941
2021-11-14,48.7941
2021-11-15,49.9402
2021-11-16,49.0248
2021-11-17,47.6514
2021-11-18,45.8236
2021-11-19,45.2682
2021-11-20,45.2682
2021-11-21,45.2682
2021-11-22,48.1912
2021-11-23,47.7879
2021-11-24,47.9518
2021-11-25,47.9518
2021-11-26,45.6541
2021-11-27,45.6541
2021-11-28,45.6541
2021-11-29,47.0923
2021-11-30,44.6819
2021-12-01,46.3359
2021-12-02,47.1325
2021-12-03,47.9321
2021-12-04,47.9321
2021-12-05,47.9321
2021-12-06,52.0397
2021-12-07,51.1565
2021-12-08,52.5205
2021-12-09,51.8547
2021-12-10,53.8952
2021-12-11,53.8952
2021-12-12,53.8952
2021-12-13,56.0028
2021-12-14,54.2631
2021-12-15,56.4332
2021-12-16,58.3142
2021-12-17,53.4169
2021-12-18,53.4169
2021-12-19,53.4169
2021-12-20,52.2149
2021-12-21,50.8779
2021-12-22,53.8142
2021-12-23,54.051
2021-12-24,54.051
2021-12-25,54.051
2021-12-26,54.051
2021-12-27,54.1205
2021-12-28,54.0782
2021-12-29,56.0683
2021-12-30,57.7266
2021-12-31,58.1601
2022-01-01,58.1601
2022-01-02,58.1601
2022-01-03,57.1803
2022-01-04,58.7877
2022-01-05,58.163
2022-01-06,58.2688
2022-01-07,59.4369
2022-01-08,59.4369
2022-01-09,59.4369
2022-01-10,59.2809
2022-01-11,56.9109
2022-01-12,57.6346
2022-01-13,59.5577
2022-01-14,61.137
2022-01-15,61.137
2022-01-16,61.137
2022-01-17,61.137
2022-01-18,62.0233
2022-01-19,60.1669
2022-01-20,61.9017
2022-01-21,60.2196
2022-01-22,60.2196
2022-01-23,60.2196
2022-01-24,61.3073
2022-01-25,62.2039
2022-01-26,61.0776
2022-01-27,60.2315
2022-01-28,62.3536
2022-01-29,62.3536
2022-01-30,62.3536
2022-01-31,61.7184
2022-02-01,61.0169
2022-02-02,59.4444
2022-02-03,60.1913
2022-02-04,59.7123
2022-02-05,59.7123
2022-02-06,59.7123
2022-02-07,60.2844
2022-02-08,60.0952
2022-02-09,60.0303
2022-02-10,52.9279
2022-02-11,53.3089
2022-02-12,53.3089
2022-02-13,53.3089
2022-02-14,52.1091
2022-02-15,52.8083
2022-02-16,51.2063
2022-02-17,53.446
2022-02-18,52.5946
2022-02-19,52.5946
2022-02-20,52.5946
2022-02-21,52.5946
2022-02-22,51.7979
2022-02-23,51.168
2022-02-24,56.225
2022-02-25,60.4608
2022-02-26,60.4608
2022-02-27,60.4608
2022-02-28,61.3045
2022-03-01,57.8234
2022-03-02,59.8666
2022-03-03,62.4029
2022-03-04,66.2204
2022-03-05,66.2204
2022-03-06,66.2204
2022-03-07,66.2204
2022-03-08,60.2672
2022-03-09,59.1666
2022-03-10,60.944
2022-03-11,59.9759
2022-03-12,59.9759
2022-03-13,59.9759
2022-03-14,60.1482
2022-03-15,59.7226
2022-03-16,57.2599
2022-03-17,53.7476
2022-03-18,51.1767
2022-03-19,51.1767
2022-03-20,51.1767
2022-03-21,54.3842
2022-03-22,52.9622
2022-03-23,51.4404
2022-03-24,50.4128
2022-03-25,55.266
2022-03-26,55.266
2022-03-27,55.266
2022-03-28,55.7988
2022-03-29,57.1366
2022-03-30,57.763
2022-03-31,55.8401
2022-04-01,57.9588
2022-04-02,57.9588
2022-04-03,57.9588
2022-04-04,56.5097
2022-04-05,58.1508
2022-04-06,59.8834
2022-04-07,58.0661
2022-04-08,57.496
2022-04-09,57.496
2022-04-10,57.496
2022-04-11,52.2356
2022-04-12,53.8506
2022-04-13,51.1275
2022-04-14,51.3175
2022-04-15,51.3175
2022-04-16,51.3175
2022-04-17,51.3175
2022-04-18,51.194
2022-04-19,52.0304
2022-04-20,52.4717
2022-04-21,51.8437
2022-04-22,51.9711
2022-04-23,51.9711
2022-04-24,51.9711
2022-04-25,45.6043
2022-04-26,44.3194
2022-04-27,41.9443
2022-04-28,41.876
2022-04-29,36.9315
2022-04-30,36.9315
2022-05-01,36.9315
2022-05-02,35.5129
2022-05-03,36.002
2022-05-04,43.06
2022-05-05,40.5148
2022-05-06,43.8681
2022-05-07,43.8681
2022-05-08,43.8681
2022-05-09,46.335
2022-05-10,45.9917
2022-05-11,47.95
2022-05-12,47.2283
2022-05-13,48.3255
2022-05-14,48.3255
2022-05-15,48.3255
2022-05-16,50.0792
2022-05-17,51.1297
2022-05-18,51.5515
2022-05-19,49.7379
2022-05-20,49.2261
2022-05-21,49.2261
2022-05-22,49.2261
2022-05-23,50.1361
2022-05-24,50.3662
2022-05-25,52.6991
2022-05-26,52.8113
2022-05-27,54.051
2022-05-28,54.051
2022-05-29,54.051
2022-05-30,54.051
2022-05-31,51.6276
2022-06-01,50.6791
2022-06-02,50.3876
2022-06-03,49.963
2022-06-04,49.963
2022-06-05,49.963
2022-06-06,50.2234
2022-06-07,50.9711
2022-06-08,48.4468
2022-06-09,46.9283
2022-06-10,49.3898
2022-06-11,49.3898
2022-06-12,49.3898
2022-06-13,43.0414
2022-06-14,40.6329
2022-06-15,42.259
2022-06-16,40.475
2022-06-17,39.2803
2022-06-18,39.2803
2022-06-19,39.2803
2022-06-20,39.2803
2022-06-21,38.3495
2022-06-22,42.1894
2022-06-23,44.5704
2022-06-24,46.484
2022-06-25,46.484
2022-06-26,46.484
2022-06-27,50.4733
2022-06-28,53.2293
2022-06-29,51.438
2022-06-30,53.676
2022-07-01,57.5181
2022-07-02,57.5181
2022-07-03,57.5181
2022-07-04,57.5181
2022-07-05,49.3176
2022-07-06,51.0224
2022-07-07,50.1935
2022-07-08,48.845
2022-07-09,48.845
2022-07-10,48.845
2022-07-11,49.9636
2022-07-12,49.4197
2022-07-13,49.082
2022-07-14,47.972
2022-07-15,49.0319
2022-07-16,49.0319
2022-07-17,49.0319
2022-07-18,47.5902
2022-07-19,48.5429
2022-07-20,46.4826
2022-07-21,44.7556
2022-07-22,44.938
2022-07-23,44.938
2022-07-24,44.938
2022-07-25,46.2957
2022-07-26,47.4193
2022-07-27,46.702
2022-07-28,50.3076
2022-07-29,50.1699
2022-07-30,50.1699
2022-07-31,50.1699
2022-08-01,51.675
2022-08-02,52.551
2022-08-03,49.381
2022-08-04,52.5421
2022-08-05,49.3538
2022-08-06,49.3538
2022-08-07,49.3538
2022-08-08,50.8793
2022-08-09,52.2408
2022-08-10,52.9931
2022-08-11,52.0739
2022-08-12,54.7887
2022-08-13,54.7887
2022-08-14,54.7887
2022-08-15,55.83
2022-08-16,57.921
2022-08-17,57.921
2022-08-18,58.3298
2022-08-19,58.4194
2022-08-20,58.4194
2022-08-21,58.4194
2022-08-22,54.276
2022-08-23,52.4816
2022-08-24,51.098
2022-08-25,51.4119
2022-08-26,50.7013
2022-08-27,50.7013
2022-08-28,50.7013
2022-08-29,49.0405
2022-08-30,45.928
2022-08-31,43.8183
2022-09-01,46.2561
2022-09-02,44.3597
2022-09-03,44.3597
2022-09-04,44.3597
2022-09-05,44.3597
2022-09-06,43.2291
2022-09-07,45.5196
2022-09-08,45.1048
2022-09-09,46.5769
2022-09-10,46.5769
2022-09-11,46.5769
2022-09-12,48.8546
2022-09-13,45.5912
2022-09-14,45.5594
2022-09-15,43.9118
2022-09-16,46.1585
2022-09-17,46.1585
2022-09-18,46.1585
2022-09-19,46.2353
2022-09-20,44.8452
2022-09-21,43.9981
2022-09-22,44.7866
2022-09-23,49.0441
2022-09-24,49.0441
2022-09-25,49.0441
2022-09-26,44.4862
2022-09-27,41.4412
2022-09-28,43.3893
2022-09-29,40.9502
2022-09-30,37.2879
2022-10-01,37.2879
2022-10-02,37.2879
2022-10-03,41.4236
2022-10-04,43.3558
2022-10-05,41.9252
2022-10-06,39.9951
2022-10-07,38.1769
2022-10-08,38.1769
2022-10-09,38.1769
2022-10-10,39.3593
2022-10-11,42.3135
2022-10-12,40.3273
2022-10-13,44.6408
2022-10-14,42.9198
2022-10-15,42.9198
2022-10-16,42.9198
2022-10-17,44.9091
2022-10-18,46.6877
2022-10-19,46.745
2022-10-20,44.8957
2022-10-21,47.2025
2022-10-22,47.2025
2022-10-23,47.2025
2022-10-24,47.125
2022-10-25,49.6343
2022-10-26,49.6624
2022-10-27,51.4004
2022-10-28,53.3102
2022-10-29,53.3102
2022-10-30,53.3102
2022-10-31,53.0369
2022-11-01,44.2499
2022-11-02,42.5616
2022-11-03,41.8001
2022-11-04,43.5417
2022-11-05,43.5417
2022-11-06,43.5417
2022-11-07,42.9872
2022-11-08,42.3402
2022-11-09,43.2242
2022-11-10,49.1479
2022-11-11,48.1237
2022-11-12,48.1237
2022-11-13,48.1237
2022-11-14,47.203
2022-11-15,48.4121
2022-11-16,48.3357
2022-11-17,47.7838
2022-11-18,50.4589
2022-11-19,50.4589
2022-11-20,50.4589
2022-11-21,51.5554
2022-11-22,52.8969
2022-11-23,53.1338
2022-11-24,53.1338
2022-11-25,55.8401
2022-11-26,55.8401
2022-11-27,55.8401
2022-11-28,55.187
2022-11-29,53.254
2022-11-30,56.083
2022-12-01,56.3998
2022-12-02,57.7108
2022-12-03,57.7108
2022-12-04,57.7108
2022-12-05,58.5699
2022-12-06,56.8443
2022-12-07,56.5131
2022-12-08,59.2173
2022-12-09,58.2968
2022-12-10,58.2968
2022-12-11,58.2968
2022-12-12,59.7819
2022-12-13,60.7383
2022-12-14,59.0379
2022-12-15,56.9091
2022-12-16,56.0658
2022-12-17,56.0658
2022-12-18,56.0658
2022-12-19,56.3867
2022-12-20,55.4784
2022-12-21,56.941
2022-12-22,57.5936
2022-12-23,60.2185
2022-12-24,60.2185
2022-12-25,60.2185
2022-12-26,60.2185
2022-12-27,61.8162
2022-12-28,59.7113
2022-12-29,61.5725
2022-12-30,60.1903
2022-12-31,60.1903
2023-01-01,60.1903
2023-01-02,60.1903
2023-01-03,61.2838
2023-01-04,62.0271
2023-01-05,57.8742
2023-01-06,56.3412
2023-01-07,56.3412
2023-01-08,56.3412
2023-01-09,54.8385
2023-01-10,52.0944
2023-01-11,52.5911
2023-01-12,53.7865
2023-01-13,53.9038
2023-01-14,53.9038
2023-01-15,53.9038
2023-01-16,53.9038
2023-01-17,52.2572
2023-01-18,49.3035
2023-01-19,47.9179
2023-01-20,49.1338
2023-01-21,49.1338
2023-01-22,49.1338
2023-01-23,48.4694
2023-01-24,50.3861
2023-01-25,47.3398
2023-01-26,46.7073
2023-01-27,44.8762
2023-01-28,44.8762
2023-01-29,44.8762
2023-01-30,43.455
2023-01-31,44.9694
2023-02-01,49.0062
2023-02-02,51.6944
2023-02-03,50.0205
2023-02-04,50.0205
2023-02-05,50.0205
2023-02-06,50.3286
2023-02-07,51.8933
2023-02-08,47.4932
2023-02-09,44.3289
2023-02-10,46.0617
2023-02-11,46.0617
2023-02-12,46.0617
2023-02-13,47.1143
2023-02-14,46.1283
2023-02-15,45.9074
2023-02-16,47.6137
2023-02-17,50.2073
2023-02-18,50.2073
2023-02-19,50.2073
2023-02-20,50.2073
2023-02-21,49.9607
2023-02-22,53.201
2023-02-23,52.9407
2023-02-24,52.084
2023-02-25,52.084
2023-02-26,52.084
2023-02-27,51.8835
2023-02-28,51.0369
2023-03-01,49.2737
2023-03-02,51.4351
2023-03-03,52.3266
2023-03-04,52.3266
2023-03-05,52.3266
2023-03-06,51.5918
2023-03-07,50.1352
2023-03-08,51.583
2023-03-09,50.7674
2023-03-10,48.0993
2023-03-11,48.0993
2023-03-12,48.0993
2023-03-13,48.9882
2023-03-14,51.5302
2023-03-15,51.7319
2023-03-16,52.8816
2023-03-17,52.1633
2023-03-18,52.1633
2023-03-19,52.1633
2023-03-20,54.3894
2023-03-21,50.012
2023-03-22,48.0453
