,VRTS US Equity
,RSI_30D
2020-01-01,67.4537
2020-01-02,68.7431
2020-01-03,69.3109
2020-01-04,69.3109
2020-01-05,69.3109
2020-01-06,68.4208
2020-01-07,68.4859
2020-01-08,69.1165
2020-01-09,69.6786
2020-01-10,71.4776
2020-01-11,71.4776
2020-01-12,71.4776
2020-01-13,72.7587
2020-01-14,70.0941
2020-01-15,68.3273
2020-01-16,69.1868
2020-01-17,70.3451
2020-01-18,70.3451
2020-01-19,70.3451
2020-01-20,70.3451
2020-01-21,70.3451
2020-01-22,71.9579
2020-01-23,71.0406
2020-01-24,65.2998
2020-01-25,65.2998
2020-01-26,65.2998
2020-01-27,63.023
2020-01-28,64.0517
2020-01-29,63.651
2020-01-30,64.4441
2020-01-31,58.0719
2020-02-01,58.0719
2020-02-02,58.0719
2020-02-03,62.3025
2020-02-04,65.1449
2020-02-05,69.169
2020-02-06,69.5672
2020-02-07,67.5966
2020-02-08,67.5966
2020-02-09,67.5966
2020-02-10,70.4076
2020-02-11,70.8514
2020-02-12,70.306
2020-02-13,66.4875
2020-02-14,66.4718
2020-02-15,66.4718
2020-02-16,66.4718
2020-02-17,66.4718
2020-02-18,64.3507
2020-02-19,66.4044
2020-02-20,66.6114
2020-02-21,62.1913
2020-02-22,62.1913
2020-02-23,62.1913
2020-02-24,52.3312
2020-02-25,48.5035
2020-02-26,46.4304
2020-02-27,43.4788
2020-02-28,38.606
2020-02-29,38.606
2020-03-01,38.606
2020-03-02,40.811
2020-03-03,38.3664
2020-03-04,41.6846
2020-03-05,35.9051
2020-03-06,35.4922
2020-03-07,35.4922
2020-03-08,35.4922
2020-03-09,30.0373
2020-03-10,37.9842
2020-03-11,35.1342
2020-03-12,30.8235
2020-03-13,33.8114
2020-03-14,33.8114
2020-03-15,33.8114
2020-03-16,29.9466
2020-03-17,34.0173
2020-03-18,32.2947
2020-03-19,33.039
2020-03-20,31.1024
2020-03-21,31.1024
2020-03-22,31.1024
2020-03-23,28.4194
2020-03-24,34.8635
2020-03-25,35.4991
2020-03-26,39.6674
2020-03-27,38.6102
2020-03-28,38.6102
2020-03-29,38.6102
2020-03-30,38.891
2020-03-31,39.1637
2020-04-01,37.9566
2020-04-02,37.5128
2020-04-03,35.6508
2020-04-04,35.6508
2020-04-05,35.6508
2020-04-06,39.0981
2020-04-07,42.2037
2020-04-08,43.1361
2020-04-09,45.2851
2020-04-10,45.2851
2020-04-11,45.2851
2020-04-12,45.2851
2020-04-13,45.2358
2020-04-14,44.31
2020-04-15,43.139
2020-04-16,42.5034
2020-04-17,44.1993
2020-04-18,44.1993
2020-04-19,44.1993
2020-04-20,42.9321
2020-04-21,42.6335
2020-04-22,42.376
2020-04-23,41.9727
2020-04-24,42.3474
2020-04-25,42.3474
2020-04-26,42.3474
2020-04-27,44.9757
2020-04-28,45.8522
2020-04-29,48.2611
2020-04-30,46.1109
2020-05-01,51.7784
2020-05-02,51.7784
2020-05-03,51.7784
2020-05-04,52.0054
2020-05-05,49.5181
2020-05-06,49.3509
2020-05-07,50.2247
2020-05-08,52.9038
2020-05-09,52.9038
2020-05-10,52.9038
2020-05-11,50.9471
2020-05-12,48.5703
2020-05-13,46.7188
2020-05-14,47.0435
2020-05-15,46.2936
2020-05-16,46.2936
2020-05-17,46.2936
2020-05-18,50.2074
2020-05-19,48.2033
2020-05-20,49.9454
2020-05-21,50.2262
2020-05-22,51.0547
2020-05-23,51.0547
2020-05-24,51.0547
2020-05-25,51.0547
2020-05-26,53.8305
2020-05-27,54.9762
2020-05-28,52.0184
2020-05-29,51.6608
2020-05-30,51.6608
2020-05-31,51.6608
2020-06-01,55.5093
2020-06-02,56.8383
2020-06-03,59.8886
2020-06-04,58.7118
2020-06-05,58.7642
2020-06-06,58.7642
2020-06-07,58.7642
2020-06-08,60.2117
2020-06-09,59.6312
2020-06-10,58.8302
2020-06-11,53.1553
2020-06-12,56.0949
2020-06-13,56.0949
2020-06-14,56.0949
2020-06-15,57.7149
2020-06-16,58.6216
2020-06-17,58.8424
2020-06-18,59.0422
2020-06-19,57.9712
2020-06-20,57.9712
2020-06-21,57.9712
2020-06-22,57.7212
2020-06-23,57.9546
2020-06-24,55.0043
2020-06-25,56.8863
2020-06-26,53.0779
2020-06-27,53.0779
2020-06-28,53.0779
2020-06-29,55.5677
2020-06-30,56.9415
2020-07-01,55.2674
2020-07-02,55.686
2020-07-03,55.686
2020-07-04,55.686
2020-07-05,55.686
2020-07-06,57.3258
2020-07-07,60.9966
2020-07-08,60.5988
2020-07-09,57.8609
2020-07-10,59.81
2020-07-11,59.81
2020-07-12,59.81
2020-07-13,58.1428
2020-07-14,59.3414
2020-07-15,60.2223
2020-07-16,60.252
2020-07-17,58.8376
2020-07-18,58.8376
2020-07-19,58.8376
2020-07-20,59.0692
2020-07-21,60.4115
2020-07-22,60.4473
2020-07-23,60.7607
2020-07-24,61.426
2020-07-25,61.426
2020-07-26,61.426
2020-07-27,63.3544
2020-07-28,61.9503
2020-07-29,62.8734
2020-07-30,61.5036
2020-07-31,61.3816
2020-08-01,61.3816
2020-08-02,61.3816
2020-08-03,61.5875
2020-08-04,60.7603
2020-08-05,62.9315
2020-08-06,61.9026
2020-08-07,63.7793
2020-08-08,63.7793
2020-08-09,63.7793
2020-08-10,63.4153
2020-08-11,63.6779
2020-08-12,64.4651
2020-08-13,62.153
2020-08-14,62.4532
2020-08-15,62.4532
2020-08-16,62.4532
2020-08-17,62.7208
2020-08-18,60.322
2020-08-19,60.8806
2020-08-20,60.1492
2020-08-21,59.5474
2020-08-22,59.5474
2020-08-23,59.5474
2020-08-24,59.7837
2020-08-25,60.1505
2020-08-26,58.7727
2020-08-27,59.3303
2020-08-28,58.6083
2020-08-29,58.6083
2020-08-30,58.6083
2020-08-31,60.2871
2020-09-01,60.4822
2020-09-02,61.1606
2020-09-03,59.0996
2020-09-04,56.8165
2020-09-05,56.8165
2020-09-06,56.8165
2020-09-07,56.8165
2020-09-08,52.0772
2020-09-09,53.5065
2020-09-10,51.5006
2020-09-11,53.2976
2020-09-12,53.2976
2020-09-13,53.2976
2020-09-14,54.3421
2020-09-15,53.9864
2020-09-16,56.5002
2020-09-17,56.0086
2020-09-18,55.9644
2020-09-19,55.9644
2020-09-20,55.9644
2020-09-21,49.3506
2020-09-22,52.9451
2020-09-23,52.0659
2020-09-24,50.9604
2020-09-25,51.9312
2020-09-26,51.9312
2020-09-27,51.9312
2020-09-28,54.4761
2020-09-29,53.42
2020-09-30,54.442
2020-10-01,54.1571
2020-10-02,56.8971
2020-10-03,56.8971
2020-10-04,56.8971
2020-10-05,60.493
2020-10-06,58.1856
2020-10-07,56.9884
2020-10-08,62.4294
2020-10-09,63.0724
2020-10-10,63.0724
2020-10-11,63.0724
2020-10-12,63.5159
2020-10-13,63.1916
2020-10-14,64.523
2020-10-15,66.3332
2020-10-16,67.3029
2020-10-17,67.3029
2020-10-18,67.3029
2020-10-19,65.6868
2020-10-20,67.3237
2020-10-21,67.3282
2020-10-22,68.3302
2020-10-23,71.7411
2020-10-24,71.7411
2020-10-25,71.7411
2020-10-26,67.8634
2020-10-27,61.9244
2020-10-28,57.4422
2020-10-29,57.6436
2020-10-30,58.0493
2020-10-31,58.0493
2020-11-01,58.0493
2020-11-02,59.8753
2020-11-03,60.9576
2020-11-04,62.2723
2020-11-05,64.7897
2020-11-06,61.0089
2020-11-07,61.0089
2020-11-08,61.0089
2020-11-09,62.8108
2020-11-10,64.4693
2020-11-11,65.2268
2020-11-12,62.5391
2020-11-13,64.9934
2020-11-14,64.9934
2020-11-15,64.9934
2020-11-16,66.7904
2020-11-17,68.1203
2020-11-18,62.9511
2020-11-19,60.7894
2020-11-20,60.3932
2020-11-21,60.3932
2020-11-22,60.3932
2020-11-23,61.9368
2020-11-24,62.3599
2020-11-25,61.6125
2020-11-26,61.6125
2020-11-27,62.6279
2020-11-28,62.6279
2020-11-29,62.6279
2020-11-30,58.6537
2020-12-01,59.0884
2020-12-02,60.9833
2020-12-03,66.3863
2020-12-04,68.3266
2020-12-05,68.3266
2020-12-06,68.3266
2020-12-07,68.1003
2020-12-08,70.5367
2020-12-09,69.7692
2020-12-10,70.0699
2020-12-11,67.8836
2020-12-12,67.8836
2020-12-13,67.8836
2020-12-14,63.8473
2020-12-15,66.7966
2020-12-16,66.3515
2020-12-17,66.898
2020-12-18,63.1935
2020-12-19,63.1935
2020-12-20,63.1935
2020-12-21,61.1471
2020-12-22,62.0818
2020-12-23,63.592
2020-12-24,64.4986
2020-12-25,64.4986
2020-12-26,64.4986
2020-12-27,64.4986
2020-12-28,63.6899
2020-12-29,62.6379
2020-12-30,63.8327
2020-12-31,64.4578
2021-01-01,64.4578
2021-01-02,64.4578
2021-01-03,64.4578
2021-01-04,61.8459
2021-01-05,62.927
2021-01-06,67.3639
2021-01-07,68.0457
2021-01-08,68.5106
2021-01-09,68.5106
2021-01-10,68.5106
2021-01-11,67.9928
2021-01-12,68.422
2021-01-13,67.9892
2021-01-14,68.4665
2021-01-15,63.1904
2021-01-16,63.1904
2021-01-17,63.1904
2021-01-18,63.1904
2021-01-19,61.0948
2021-01-20,61.5984
2021-01-21,58.8188
2021-01-22,60.0295
2021-01-23,60.0295
2021-01-24,60.0295
2021-01-25,56.2456
2021-01-26,56.5416
2021-01-27,50.3412
2021-01-28,55.8615
2021-01-29,52.7611
2021-01-30,52.7611
2021-01-31,52.7611
2021-02-01,56.7684
2021-02-02,60.4643
2021-02-03,59.7148
2021-02-04,60.8196
2021-02-05,62.3382
2021-02-06,62.3382
2021-02-07,62.3382
2021-02-08,63.439
2021-02-09,64.5498
2021-02-10,65.4134
2021-02-11,65.8062
2021-02-12,66.5491
2021-02-13,66.5491
2021-02-14,66.5491
2021-02-15,66.5491
2021-02-16,67.6101
2021-02-17,63.3598
2021-02-18,61.3137
2021-02-19,60.4126
2021-02-20,60.4126
2021-02-21,60.4126
2021-02-22,58.734
2021-02-23,62.22
2021-02-24,63.0048
2021-02-25,59.7863
2021-02-26,59.7863
2021-02-27,59.7863
2021-02-28,59.7863
2021-03-01,63.3038
2021-03-02,59.1299
2021-03-03,56.1724
2021-03-04,53.2669
2021-03-05,55.6212
2021-03-06,55.6212
2021-03-07,55.6212
2021-03-08,55.5212
2021-03-09,57.8643
2021-03-10,59.2954
2021-03-11,59.629
2021-03-12,59.0925
2021-03-13,59.0925
2021-03-14,59.0925
2021-03-15,59.7372
2021-03-16,58.0269
2021-03-17,59.0785
2021-03-18,56.6539
2021-03-19,57.0451
2021-03-20,57.0451
2021-03-21,57.0451
2021-03-22,55.7127
2021-03-23,51.1239
2021-03-24,49.2971
2021-03-25,49.1182
