,VRTS US Equity
2021-03-26,50.9791
2021-03-27,50.9791
2021-03-28,50.9791
2021-03-29,50.9503
2021-03-30,50.4569
2021-03-31,49.2924
2021-04-01,51.2978
2021-04-02,51.2978
2021-04-03,51.2978
2021-04-04,51.2978
2021-04-05,53.0291
2021-04-06,52.7564
2021-04-07,51.759
2021-04-08,53.5155
2021-04-09,55.4005
2021-04-10,55.4005
2021-04-11,55.4005
2021-04-12,55.7601
2021-04-13,54.7043
2021-04-14,55.9506
2021-04-15,56.5113
2021-04-16,57.6887
2021-04-17,57.6887
2021-04-18,57.6887
2021-04-19,56.1352
2021-04-20,52.4803
2021-04-21,54.3759
2021-04-22,53.5728
2021-04-23,55.4642
2021-04-24,55.4642
2021-04-25,55.4642
2021-04-26,57.1647
2021-04-27,56.7048
2021-04-28,60.4598
2021-04-29,61.8703
2021-04-30,60.6768
2021-05-01,60.6768
2021-05-02,60.6768
2021-05-03,60.9046
2021-05-04,58.8325
2021-05-05,60.1722
2021-05-06,61.0766
2021-05-07,60.4494
2021-05-08,60.4494
2021-05-09,60.4494
2021-05-10,57.5257
2021-05-11,54.8021
2021-05-12,50.2145
2021-05-13,52.8599
2021-05-14,55.6699
2021-05-15,55.6699
2021-05-16,55.6699
2021-05-17,57.4173
2021-05-18,58.3302
2021-05-19,55.813
2021-05-20,58.144
2021-05-21,57.9209
2021-05-22,57.9209
2021-05-23,57.9209
2021-05-24,58.2554
2021-05-25,55.8806
2021-05-26,57.0594
2021-05-27,57.6095
2021-05-28,58.5615
2021-05-29,58.5615
2021-05-30,58.5615
2021-05-31,58.5615
2021-06-01,60.4105
2021-06-02,62.8966
2021-06-03,63.5882
2021-06-04,61.722
2021-06-05,61.722
2021-06-06,61.722
2021-06-07,60.1792
2021-06-08,61.8025
2021-06-09,58.5569
2021-06-10,59.3385
2021-06-11,59.9501
2021-06-12,59.9501
2021-06-13,59.9501
2021-06-14,58.2385
2021-06-15,57.5927
2021-06-16,56.0267
2021-06-17,52.4253
2021-06-18,47.5394
2021-06-19,47.5394
2021-06-20,47.5394
2021-06-21,50.1731
2021-06-22,51.3275
2021-06-23,51.4094
2021-06-24,51.4205
2021-06-25,51.6099
2021-06-26,51.6099
2021-06-27,51.6099
2021-06-28,51.6489
2021-06-29,50.1964
2021-06-30,52.71
2021-07-01,52.2667
2021-07-02,51.3216
2021-07-03,51.3216
2021-07-04,51.3216
2021-07-05,51.3216
2021-07-06,50.1763
2021-07-07,50.4772
2021-07-08,47.7019
2021-07-09,51.9674
2021-07-10,51.9674
2021-07-11,51.9674
2021-07-12,54.0361
2021-07-13,51.9476
2021-07-14,48.6637
2021-07-15,47.3422
2021-07-16,46.1809
2021-07-17,46.1809
2021-07-18,46.1809
2021-07-19,42.3295
2021-07-20,45.5275
2021-07-21,47.9517
2021-07-22,47.2122
2021-07-23,48.2434
2021-07-24,48.2434
2021-07-25,48.2434
2021-07-26,48.7381
2021-07-27,47.4562
2021-07-28,49.8996
2021-07-29,52.0782
2021-07-30,52.8278
2021-07-31,52.8278
2021-08-01,52.8278
2021-08-02,53.3745
2021-08-03,54.812
2021-08-04,55.9933
2021-08-05,63.2749
2021-08-06,64.0663
2021-08-07,64.0663
2021-08-08,64.0663
2021-08-09,64.0714
2021-08-10,63.2909
2021-08-11,63.1779
2021-08-12,63.6121
2021-08-13,63.8314
2021-08-14,63.8314
2021-08-15,63.8314
2021-08-16,63.7231
2021-08-17,63.958
2021-08-18,59.5769
2021-08-19,56.9194
2021-08-20,56.669
2021-08-21,56.669
2021-08-22,56.669
2021-08-23,59.0793
2021-08-24,59.9949
2021-08-25,61.0046
2021-08-26,57.1697
2021-08-27,61.3276
2021-08-28,61.3276
2021-08-29,61.3276
2021-08-30,58.7206
2021-08-31,59.1877
2021-09-01,59.7793
2021-09-02,61.0604
2021-09-03,60.2035
2021-09-04,60.2035
2021-09-05,60.2035
2021-09-06,60.2035
2021-09-07,58.7291
2021-09-08,58.3935
2021-09-09,59.4765
2021-09-10,57.6955
2021-09-11,57.6955
2021-09-12,57.6955
2021-09-13,59.1467
2021-09-14,58.4731
2021-09-15,61.0271
2021-09-16,61.7332
2021-09-17,59.8353
2021-09-18,59.8353
2021-09-19,59.8353
2021-09-20,51.9154
2021-09-21,51.952
2021-09-22,54.761
2021-09-23,58.0999
2021-09-24,58.6089
2021-09-25,58.6089
2021-09-26,58.6089
2021-09-27,58.6213
2021-09-28,54.0963
2021-09-29,53.642
2021-09-30,53.0278
2021-10-01,54.6123
2021-10-02,54.6123
2021-10-03,54.6123
2021-10-04,54.8444
2021-10-05,56.9332
2021-10-06,55.8726
2021-10-07,56.7444
2021-10-08,57.9029
2021-10-09,57.9029
2021-10-10,57.9029
2021-10-11,54.5071
2021-10-12,51.6224
2021-10-13,51.4614
2021-10-14,55.2178
2021-10-15,55.6446
2021-10-16,55.6446
2021-10-17,55.6446
2021-10-18,54.1456
2021-10-19,56.6642
2021-10-20,55.5771
2021-10-21,54.83
2021-10-22,56.1961
2021-10-23,56.1961
2021-10-24,56.1961
2021-10-25,58.807
2021-10-26,58.3765
2021-10-27,49.3585
2021-10-28,50.5387
2021-10-29,53.4681
2021-10-30,53.4681
2021-10-31,53.4681
2021-11-01,54.2923
2021-11-02,54.3505
2021-11-03,56.1671
2021-11-04,55.3751
2021-11-05,56.2021
2021-11-06,56.2021
2021-11-07,56.2021
2021-11-08,55.5299
2021-11-09,51.5598
2021-11-10,51.4156
2021-11-11,54.2052
2021-11-12,56.9087
2021-11-13,56.9087
2021-11-14,56.9087
2021-11-15,55.8828
2021-11-16,54.2924
2021-11-17,52.5889
2021-11-18,52.115
2021-11-19,50.19
2021-11-20,50.19
2021-11-21,50.19
2021-11-22,49.3039
2021-11-23,49.8123
2021-11-24,50.1297
2021-11-25,50.1297
2021-11-26,45.8549
2021-11-27,45.8549
2021-11-28,45.8549
2021-11-29,45.4759
2021-11-30,43.4354
2021-12-01,40.5156
2021-12-02,46.3233
2021-12-03,43.0705
2021-12-04,43.0705
2021-12-05,43.0705
2021-12-06,43.6643
2021-12-07,46.1301
2021-12-08,46.3598
2021-12-09,44.4844
2021-12-10,44.2292
2021-12-11,44.2292
2021-12-12,44.2292
2021-12-13,41.7684
2021-12-14,41.5768
2021-12-15,41.1652
2021-12-16,43.8499
2021-12-17,43.783
2021-12-18,43.783
2021-12-19,43.783
2021-12-20,40.4663
2021-12-21,44.6118
2021-12-22,45.3113
2021-12-23,47.3093
2021-12-24,47.3093
2021-12-25,47.3093
2021-12-26,47.3093
2021-12-27,47.8088
2021-12-28,47.9589
2021-12-29,47.4297
2021-12-30,47.7122
2021-12-31,47.5893
2022-01-01,47.5893
2022-01-02,47.5893
2022-01-03,45.0349
2022-01-04,47.6911
2022-01-05,44.166
2022-01-06,43.5071
2022-01-07,45.8889
2022-01-08,45.8889
2022-01-09,45.8889
2022-01-10,44.8715
2022-01-11,46.7384
2022-01-12,47.2963
2022-01-13,44.5263
2022-01-14,44.2876
2022-01-15,44.2876
2022-01-16,44.2876
2022-01-17,44.2876
2022-01-18,43.9545
2022-01-19,41.8244
2022-01-20,40.8253
2022-01-21,37.1607
2022-01-22,37.1607
2022-01-23,37.1607
2022-01-24,37.5871
2022-01-25,34.8034
2022-01-26,34.2443
2022-01-27,33.4992
2022-01-28,34.7187
2022-01-29,34.7187
2022-01-30,34.7187
2022-01-31,41.0606
2022-02-01,41.193
2022-02-02,40.143
2022-02-03,37.8386
2022-02-04,45.4929
2022-02-05,45.4929
2022-02-06,45.4929
2022-02-07,42.9904
2022-02-08,43.7583
2022-02-09,46.3107
2022-02-10,43.1486
2022-02-11,42.4376
2022-02-12,42.4376
2022-02-13,42.4376
2022-02-14,41.6681
2022-02-15,44.7997
2022-02-16,45.4753
2022-02-17,41.8966
2022-02-18,42.4329
2022-02-19,42.4329
2022-02-20,42.4329
2022-02-21,42.4329
2022-02-22,41.8271
2022-02-23,39.1581
2022-02-24,39.7642
2022-02-25,42.3501
2022-02-26,42.3501
2022-02-27,42.3501
2022-02-28,40.3732
2022-03-01,38.1472
2022-03-02,41.3027
2022-03-03,39.9935
2022-03-04,36.7887
2022-03-05,36.7887
2022-03-06,36.7887
2022-03-07,34.0946
2022-03-08,33.9665
2022-03-09,37.8751
2022-03-10,36.9757
2022-03-11,36.7607
2022-03-12,36.7607
2022-03-13,36.7607
2022-03-14,37.4872
2022-03-15,39.1249
2022-03-16,43.5466
2022-03-17,45.2394
2022-03-18,45.7835
2022-03-19,45.7835
2022-03-20,45.7835
2022-03-21,46.2131
2022-03-22,47.2651
2022-03-23,45.8062
2022-03-24,47.011
2022-03-25,47.9309
2022-03-26,47.9309
2022-03-27,47.9309
2022-03-28,46.6665
2022-03-29,48.9785
2022-03-30,47.5335
2022-03-31,46.7842
2022-04-01,46.7062
2022-04-02,46.7062
2022-04-03,46.7062
2022-04-04,46.0648
2022-04-05,44.392
2022-04-06,41.3495
2022-04-07,40.6028
2022-04-08,37.0513
2022-04-09,37.0513
2022-04-10,37.0513
2022-04-11,35.9513
2022-04-12,35.8147
2022-04-13,39.2343
2022-04-14,38.2656
2022-04-15,38.2656
2022-04-16,38.2656
2022-04-17,38.2656
2022-04-18,37.227
2022-04-19,41.3548
2022-04-20,41.4057
2022-04-21,39.8147
2022-04-22,38.1478
2022-04-23,38.1478
2022-04-24,38.1478
2022-04-25,38.4509
2022-04-26,35.5853
2022-04-27,35.0188
2022-04-28,36.2684
2022-04-29,34.7291
2022-04-30,34.7291
2022-05-01,34.7291
2022-05-02,35.841
2022-05-03,35.3678
2022-05-04,37.8763
2022-05-05,36.0446
2022-05-06,35.7138
2022-05-07,35.7138
2022-05-08,35.7138
2022-05-09,34.6505
2022-05-10,35.1812
2022-05-11,33.7899
2022-05-12,35.6562
2022-05-13,37.0587
2022-05-14,37.0587
2022-05-15,37.0587
2022-05-16,36.6456
2022-05-17,40.7616
2022-05-18,39.1313
2022-05-19,40.1303
2022-05-20,42.5719
2022-05-21,42.5719
2022-05-22,42.5719
2022-05-23,42.2452
2022-05-24,41.9066
2022-05-25,43.1715
2022-05-26,46.1069
2022-05-27,46.9535
2022-05-28,46.9535
2022-05-29,46.9535
2022-05-30,46.9535
2022-05-31,46.5089
2022-06-01,45.4274
2022-06-02,47.655
2022-06-03,46.7786
2022-06-04,46.7786
2022-06-05,46.7786
2022-06-06,48.6648
2022-06-07,47.6652
2022-06-08,46.4126
2022-06-09,45.2462
2022-06-10,43.243
2022-06-11,43.243
2022-06-12,43.243
2022-06-13,40.1327
2022-06-14,42.002
2022-06-15,42.9596
2022-06-16,39.8709
2022-06-17,40.8282
2022-06-18,40.8282
2022-06-19,40.8282
2022-06-20,40.8282
2022-06-21,43.0112
2022-06-22,42.8299
2022-06-23,46.0096
2022-06-24,48.8169
2022-06-25,48.8169
2022-06-26,48.8169
2022-06-27,47.9524
2022-06-28,46.8841
2022-06-29,45.2483
2022-06-30,42.4041
2022-07-01,43.5279
2022-07-02,43.5279
2022-07-03,43.5279
2022-07-04,43.5279
2022-07-05,45.7425
2022-07-06,44.433
2022-07-07,46.3392
2022-07-08,44.6525
2022-07-09,44.6525
2022-07-10,44.6525
2022-07-11,42.3302
2022-07-12,44.3606
2022-07-13,44.6574
2022-07-14,45.8349
2022-07-15,47.5231
2022-07-16,47.5231
2022-07-17,47.5231
2022-07-18,46.5813
2022-07-19,49.2279
2022-07-20,50.9977
2022-07-21,51.7556
2022-07-22,51.2055
2022-07-23,51.2055
2022-07-24,51.2055
2022-07-25,52.3464
2022-07-26,51.3948
2022-07-27,53.3258
2022-07-28,56.0739
2022-07-29,57.3834
2022-07-30,57.3834
2022-07-31,57.3834
2022-08-01,56.6124
2022-08-02,55.8715
2022-08-03,57.4504
2022-08-04,57.5092
2022-08-05,56.3119
2022-08-06,56.3119
2022-08-07,56.3119
2022-08-08,57.2223
2022-08-09,55.6204
2022-08-10,58.2724
2022-08-11,58.8963
2022-08-12,60.4986
2022-08-13,60.4986
2022-08-14,60.4986
2022-08-15,61.4376
2022-08-16,60.8028
2022-08-17,59.1009
2022-08-18,60.0864
2022-08-19,56.1209
2022-08-20,56.1209
2022-08-21,56.1209
2022-08-22,53.5993
2022-08-23,53.0049
2022-08-24,53.2424
2022-08-25,54.7079
2022-08-26,50.3178
2022-08-27,50.3178
2022-08-28,50.3178
2022-08-29,49.6354
2022-08-30,48.4044
2022-08-31,46.9829
2022-09-01,46.4996
2022-09-02,44.8084
2022-09-03,44.8084
2022-09-04,44.8084
2022-09-05,44.8084
2022-09-06,44.6344
2022-09-07,46.1438
2022-09-08,48.367
2022-09-09,50.2279
2022-09-10,50.2279
2022-09-11,50.2279
2022-09-12,51.9566
2022-09-13,47.0075
2022-09-14,45.9104
2022-09-15,45.6579
2022-09-16,45.5058
2022-09-17,45.5058
2022-09-18,45.5058
2022-09-19,48.6477
2022-09-20,46.2782
2022-09-21,44.1823
2022-09-22,42.2869
2022-09-23,40.4968
2022-09-24,40.4968
2022-09-25,40.4968
2022-09-26,39.5821
2022-09-27,38.5893
2022-09-28,39.2116
2022-09-29,37.614
2022-09-30,36.7311
2022-10-01,36.7311
2022-10-02,36.7311
2022-10-03,38.9917
2022-10-04,41.9255
2022-10-05,40.9667
2022-10-06,40.4249
2022-10-07,37.5076
2022-10-08,37.5076
2022-10-09,37.5076
2022-10-10,37.4087
2022-10-11,35.9444
2022-10-12,34.6659
2022-10-13,39.2869
2022-10-14,36.6795
2022-10-15,36.6795
2022-10-16,36.6795
2022-10-17,39.2629
2022-10-18,40.5278
2022-10-19,39.1283
2022-10-20,40.4008
2022-10-21,44.2055
2022-10-22,44.2055
2022-10-23,44.2055
2022-10-24,46.0213
2022-10-25,48.3891
2022-10-26,48.5696
2022-10-27,48.6085
2022-10-28,50.6704
2022-10-29,50.6704
2022-10-30,50.6704
2022-10-31,49.0826
2022-11-01,49.7543
2022-11-02,47.626
2022-11-03,45.6697
2022-11-04,47.8799
2022-11-05,47.8799
2022-11-06,47.8799
2022-11-07,48.52
2022-11-08,49.4409
2022-11-09,47.4945
2022-11-10,55.6869
2022-11-11,60.2561
2022-11-12,60.2561
2022-11-13,60.2561
2022-11-14,55.0263
2022-11-15,56.2632
2022-11-16,55.4665
2022-11-17,54.7607
2022-11-18,54.1646
2022-11-19,54.1646
2022-11-20,54.1646
2022-11-21,54.4263
2022-11-22,54.8094
2022-11-23,55.724
2022-11-24,55.724
2022-11-25,56.1724
2022-11-26,56.1724
2022-11-27,56.1724
2022-11-28,54.5928
2022-11-29,54.1976
2022-11-30,55.9357
2022-12-01,57.7148
2022-12-02,57.3705
2022-12-03,57.3705
2022-12-04,57.3705
2022-12-05,54.6491
2022-12-06,53.4817
2022-12-07,53.1099
2022-12-08,54.294
2022-12-09,54.0297
2022-12-10,54.0297
2022-12-11,54.0297
2022-12-12,55.0406
2022-12-13,56.7941
2022-12-14,54.8203
2022-12-15,51.8198
2022-12-16,52.3959
2022-12-17,52.3959
2022-12-18,52.3959
2022-12-19,51.6498
2022-12-20,52.5154
2022-12-21,54.2445
2022-12-22,51.2349
2022-12-23,52.3208
2022-12-24,52.3208
2022-12-25,52.3208
2022-12-26,52.3208
2022-12-27,53.3482
2022-12-28,49.6958
2022-12-29,52.3794
2022-12-30,52.6793
2022-12-31,52.6793
2023-01-01,52.6793
2023-01-02,52.6793
2023-01-03,53.7955
2023-01-04,56.9436
2023-01-05,55.0004
2023-01-06,57.5773
2023-01-07,57.5773
2023-01-08,57.5773
2023-01-09,57.8271
2023-01-10,59.989
2023-01-11,60.6135
2023-01-12,60.3102
2023-01-13,60.9172
2023-01-14,60.9172
2023-01-15,60.9172
2023-01-16,60.9172
2023-01-17,59.1283
2023-01-18,59.2646
2023-01-19,59.2646
2023-01-20,61.5936
2023-01-21,61.5936
2023-01-22,61.5936
2023-01-23,61.7525
2023-01-24,59.8689
2023-01-25,56.8221
2023-01-26,58.3808
2023-01-27,58.6435
2023-01-28,58.6435
2023-01-29,58.6435
2023-01-30,56.5641
2023-01-31,58.9689
2023-02-01,61.5826
2023-02-02,64.5776
2023-02-03,68.6881
2023-02-04,68.6881
2023-02-05,68.6881
2023-02-06,55.6442
2023-02-07,56.6533
2023-02-08,55.3888
2023-02-09,54.245
2023-02-10,53.8588
2023-02-11,53.8588
2023-02-12,53.8588
2023-02-13,54.8824
2023-02-14,55.1322
2023-02-15,55.1669
2023-02-16,54.1956
2023-02-17,54.8997
2023-02-18,54.8997
2023-02-19,54.8997
2023-02-20,54.8997
2023-02-21,51.7171
2023-02-22,51.9073
2023-02-23,52.3943
2023-02-24,51.191
2023-02-25,51.191
2023-02-26,51.191
2023-02-27,51.2707
2023-02-28,52.1555
2023-03-01,50.4384
2023-03-02,49.2419
2023-03-03,51.1193
2023-03-04,51.1193
2023-03-05,51.1193
2023-03-06,48.5302
2023-03-07,46.2081
2023-03-08,47.9737
2023-03-09,44.8122
2023-03-10,41.2659
2023-03-11,41.2659
2023-03-12,41.2659
2023-03-13,38.3644
2023-03-14,38.1771
2023-03-15,37.7654
2023-03-16,40.2835
