,ITW US Equity
,RSI_30D
2020-01-01,66.6761
2020-01-02,68.4241
2020-01-03,64.0658
2020-01-04,64.0658
2020-01-05,64.0658
2020-01-06,63.143
2020-01-07,61.9606
2020-01-08,62.8768
2020-01-09,63.7413
2020-01-10,61.43
2020-01-11,61.43
2020-01-12,61.43
2020-01-13,63.0073
2020-01-14,61.0776
2020-01-15,60.7027
2020-01-16,62.1448
2020-01-17,62.7998
2020-01-18,62.7998
2020-01-19,62.7998
2020-01-20,62.7998
2020-01-21,58.6195
2020-01-22,58.0396
2020-01-23,60.3326
2020-01-24,55.3885
2020-01-25,55.3885
2020-01-26,55.3885
2020-01-27,51.5113
2020-01-28,54.3223
2020-01-29,54.257
2020-01-30,56.5184
2020-01-31,52.7493
2020-02-01,52.7493
2020-02-02,52.7493
2020-02-03,54.3457
2020-02-04,59.6528
2020-02-05,62.6598
2020-02-06,62.8975
2020-02-07,59.6891
2020-02-08,59.6891
2020-02-09,59.6891
2020-02-10,59.9397
2020-02-11,62.5796
2020-02-12,64.4506
2020-02-13,63.6726
2020-02-14,62.1086
2020-02-15,62.1086
2020-02-16,62.1086
2020-02-17,62.1086
2020-02-18,60.3594
2020-02-19,61.2191
2020-02-20,63.1632
2020-02-21,62.6111
2020-02-22,62.6111
2020-02-23,62.6111
2020-02-24,54.9041
2020-02-25,49.6048
2020-02-26,48.1971
2020-02-27,43.5183
2020-02-28,41.8335
2020-02-29,41.8335
2020-03-01,41.8335
2020-03-02,46.8183
2020-03-03,43.7045
2020-03-04,50.3099
2020-03-05,44.2197
2020-03-06,42.2539
2020-03-07,42.2539
2020-03-08,42.2539
2020-03-09,37.6424
2020-03-10,44.2691
2020-03-11,41.4747
2020-03-12,34.7821
2020-03-13,43.2301
2020-03-14,43.2301
2020-03-15,43.2301
2020-03-16,40.7991
2020-03-17,45.3217
2020-03-18,39.8826
2020-03-19,38.4225
2020-03-20,35.7891
2020-03-21,35.7891
2020-03-22,35.7891
2020-03-23,34.0304
2020-03-24,41.6009
2020-03-25,43.5918
2020-03-26,45.8707
2020-03-27,43.9722
2020-03-28,43.9722
2020-03-29,43.9722
2020-03-30,44.0125
2020-03-31,43.9498
2020-04-01,42.6253
2020-04-02,44.179
2020-04-03,43.8415
2020-04-04,43.8415
2020-04-05,43.8415
2020-04-06,47.5447
2020-04-07,47.9556
2020-04-08,50.1017
2020-04-09,50.2577
2020-04-10,50.2577
2020-04-11,50.2577
2020-04-12,50.2577
2020-04-13,47.8865
2020-04-14,49.2776
2020-04-15,48.1949
2020-04-16,48.4113
2020-04-17,50.2354
2020-04-18,50.2354
2020-04-19,50.2354
2020-04-20,49.0851
2020-04-21,47.9262
2020-04-22,49.2837
2020-04-23,49.1361
2020-04-24,50.277
2020-04-25,50.277
2020-04-26,50.277
2020-04-27,52.0652
2020-04-28,53.197
2020-04-29,53.5565
2020-04-30,51.5635
2020-05-01,50.3827
2020-05-02,50.3827
2020-05-03,50.3827
2020-05-04,49.952
2020-05-05,50.4845
2020-05-06,50.1127
2020-05-07,49.3565
2020-05-08,51.0517
2020-05-09,51.0517
2020-05-10,51.0517
2020-05-11,51.4164
2020-05-12,48.3747
2020-05-13,47.4764
2020-05-14,48.5276
2020-05-15,48.8996
2020-05-16,48.8996
2020-05-17,48.8996
2020-05-18,52.7442
2020-05-19,51.2383
2020-05-20,52.7525
2020-05-21,52.3435
2020-05-22,52.1807
2020-05-23,52.1807
