,UNM US Equity
2023-03-22,44.0916
2023-03-23,43.4489
2023-03-24,44.2688
2023-03-25,44.2688
2023-03-26,44.2688
2023-03-27,46.4958
2023-03-28,45.9482
2023-03-29,46.9975
2023-03-30,46.4592
2023-03-31,47.5975
2023-04-01,47.5975
2023-04-02,47.5975
2023-04-03,46.922
2023-04-04,46.7125
2023-04-05,47.0902
2023-04-06,46.2523
2023-04-07,46.2523
2023-04-08,46.2523
2023-04-09,46.2523
2023-04-10,47.3145
2023-04-11,48.1442
2023-04-12,48.6093
2023-04-13,48.7756
2023-04-14,49.0195
2023-04-15,49.0195
2023-04-16,49.0195
2023-04-17,51.1373
2023-04-18,51.8891
2023-04-19,52.363
2023-04-20,51.8349
2023-04-21,49.8829
2023-04-22,49.8829
2023-04-23,49.8829
2023-04-24,50.6266
2023-04-25,49.7574
2023-04-26,49.359
2023-04-27,52.802
2023-04-28,55.0466
2023-04-29,55.0466
2023-04-30,55.0466
2023-05-01,53.9899
2023-05-02,51.5812
2023-05-03,58.0752
2023-05-04,55.5922
2023-05-05,58.0404
2023-05-06,58.0404
2023-05-07,58.0404
2023-05-08,59.1672
2023-05-09,57.907
2023-05-10,57.4492
2023-05-11,55.7332
2023-05-12,56.7154
2023-05-13,56.7154
2023-05-14,56.7154
2023-05-15,58.0671
2023-05-16,57.8124
2023-05-17,60.6306
2023-05-18,61.4926
2023-05-19,61.2814
2023-05-20,61.2814
2023-05-21,61.2814
2023-05-22,61.5546
2023-05-23,58.5911
2023-05-24,56.7552
2023-05-25,58.2378
2023-05-26,57.9993
2023-05-27,57.9993
2023-05-28,57.9993
2023-05-29,57.9993
2023-05-30,56.7374
2023-05-31,52.1795
2023-06-01,52.2525
2023-06-02,55.5528
2023-06-03,55.5528
2023-06-04,55.5528
2023-06-05,53.335
2023-06-06,55.5939
2023-06-07,56.8975
2023-06-08,56.3644
2023-06-09,56.3644
2023-06-10,56.3644
2023-06-11,56.3644
2023-06-12,56.7071
2023-06-13,57.49
2023-06-14,55.2116
2023-06-15,56.2168
2023-06-16,55.4202
2023-06-17,55.4202
2023-06-18,55.4202
2023-06-19,55.4202
2023-06-20,55.7941
2023-06-21,55.9215
2023-06-22,57.371
2023-06-23,56.066
2023-06-24,56.066
2023-06-25,56.066
2023-06-26,57.4771
2023-06-27,59.2024
2023-06-28,58.7095
2023-06-29,60.0844
2023-06-30,60.689
2023-07-01,60.689
2023-07-02,60.689
2023-07-03,61.4144
2023-07-04,61.4144
2023-07-05,61.2974
2023-07-06,62.0944
2023-07-07,63.8281
2023-07-08,63.8281
2023-07-09,63.8281
2023-07-10,61.4069
2023-07-11,61.5827
2023-07-12,58.1002
2023-07-13,57.5704
2023-07-14,56.8806
2023-07-15,56.8806
2023-07-16,56.8806
2023-07-17,60.2225
2023-07-18,59.4798
2023-07-19,59.0437
2023-07-20,61.3867
2023-07-21,59.9357
2023-07-22,59.9357
2023-07-23,59.9357
2023-07-24,60.4991
2023-07-25,59.8359
2023-07-26,60.3696
2023-07-27,60.7275
2023-07-28,61.1053
2023-07-29,61.1053
2023-07-30,61.1053
2023-07-31,60.048
2023-08-01,60.11
2023-08-02,61.8871
2023-08-03,65.1542
2023-08-04,64.8132
2023-08-05,64.8132
2023-08-06,64.8132
2023-08-07,65.0296
2023-08-08,61.6475
2023-08-09,58.1987
2023-08-10,56.6878
2023-08-11,58.7454
2023-08-12,58.7454
2023-08-13,58.7454
2023-08-14,59.2689
2023-08-15,57.108
2023-08-16,56.5854
2023-08-17,57.5237
2023-08-18,56.1779
2023-08-19,56.1779
2023-08-20,56.1779
2023-08-21,57.1121
2023-08-22,54.0652
2023-08-23,54.3572
2023-08-24,55.5984
2023-08-25,56.2856
2023-08-26,56.2856
2023-08-27,56.2856
2023-08-28,57.0458
2023-08-29,57.9463
2023-08-30,57.2019
2023-08-31,56.6996
2023-09-01,57.8111
2023-09-02,57.8111
2023-09-03,57.8111
2023-09-04,57.8111
2023-09-05,54.7529
2023-09-06,53.4113
2023-09-07,50.314
2023-09-08,51.3021
2023-09-09,51.3021
2023-09-10,51.3021
2023-09-11,52.5334
2023-09-12,52.8734
2023-09-13,51.4902
2023-09-14,54.6633
2023-09-15,52.5761
2023-09-16,52.5761
2023-09-17,52.5761
2023-09-18,52.1548
2023-09-19,55.0921
2023-09-20,54.9937
2023-09-21,58.2342
2023-09-22,58.1826
2023-09-23,58.1826
2023-09-24,58.1826
2023-09-25,59.1559
2023-09-26,55.1709
2023-09-27,55.0234
2023-09-28,56.9671
2023-09-29,53.5014
2023-09-30,53.5014
2023-10-01,53.5014
2023-10-02,53.0314
2023-10-03,48.6941
2023-10-04,48.7825
2023-10-05,50.2894
2023-10-06,54.7456
2023-10-07,54.7456
2023-10-08,54.7456
2023-10-09,55.7528
2023-10-10,56.7485
2023-10-11,57.0448
2023-10-12,56.6434
2023-10-13,55.7805
2023-10-14,55.7805
2023-10-15,55.7805
2023-10-16,58.975
2023-10-17,61.9852
2023-10-18,59.5475
2023-10-19,55.9885
2023-10-20,49.8271
2023-10-21,49.8271
2023-10-22,49.8271
2023-10-23,48.3234
2023-10-24,47.67
2023-10-25,47.0125
2023-10-26,49.9131
2023-10-27,48.2911
2023-10-28,48.2911
2023-10-29,48.2911
2023-10-30,50.8648
2023-10-31,51.3508
2023-11-01,34.077
2023-11-02,34.9209
2023-11-03,38.0653
2023-11-04,38.0653
2023-11-05,38.0653
2023-11-06,38.2999
2023-11-07,38.1717
2023-11-08,37.3735
2023-11-09,37.8098
2023-11-10,38.0702
2023-11-11,38.0702
2023-11-12,38.0702
2023-11-13,37.4903
2023-11-14,35.4989
2023-11-15,36.4793
2023-11-16,35.4102
2023-11-17,37.4641
2023-11-18,37.4641
2023-11-19,37.4641
2023-11-20,36.7892
2023-11-21,37.9457
2023-11-22,38.4677
2023-11-23,38.4677
2023-11-24,40.2284
2023-11-25,40.2284
2023-11-26,40.2284
2023-11-27,40.0935
2023-11-28,37.615
2023-11-29,38.4028
2023-11-30,40.9992
2023-12-01,41.319
2023-12-02,41.319
2023-12-03,41.319
2023-12-04,42.2102
2023-12-05,39.983
2023-12-06,39.4857
2023-12-07,40.7148
2023-12-08,41.5616
2023-12-09,41.5616
2023-12-10,41.5616
2023-12-11,48.8214
2023-12-12,50.7022
2023-12-13,48.6265
2023-12-14,46.7102
2023-12-15,45.1945
2023-12-16,45.1945
2023-12-17,45.1945
2023-12-18,47.5753
2023-12-19,49.2926
2023-12-20,48.4093
2023-12-21,49.3812
2023-12-22,49.9529
2023-12-23,49.9529
2023-12-24,49.9529
2023-12-25,49.9529
2023-12-26,50.4973
2023-12-27,50.7743
2023-12-28,51.1629
2023-12-29,50.8984
2023-12-30,50.8984
2023-12-31,50.8984
2024-01-01,50.8984
2024-01-02,52.6356
2024-01-03,54.542
2024-01-04,54.2545
2024-01-05,52.8546
2024-01-06,52.8546
2024-01-07,52.8546
2024-01-08,52.2799
2024-01-09,50.7312
2024-01-10,50.1649
2024-01-11,50.4916
2024-01-12,50.9078
2024-01-13,50.9078
2024-01-14,50.9078
2024-01-15,50.9078
2024-01-16,50.382
2024-01-17,51.0789
2024-01-18,53.0814
2024-01-19,53.9119
2024-01-20,53.9119
2024-01-21,53.9119
2024-01-22,56.3118
2024-01-23,56.3901
2024-01-24,57.9494
2024-01-25,59.982
2024-01-26,60.4896
2024-01-27,60.4896
2024-01-28,60.4896
2024-01-29,58.1989
2024-01-30,61.2695
2024-01-31,62.9267
2024-02-01,56.6572
2024-02-02,57.5326
2024-02-03,57.5326
2024-02-04,57.5326
2024-02-05,58.0929
2024-02-06,58.1999
2024-02-07,56.8976
2024-02-08,57.2025
2024-02-09,58.6398
2024-02-10,58.6398
2024-02-11,58.6398
2024-02-12,61.1942
2024-02-13,58.945
2024-02-14,60.4151
2024-02-15,61.3025
2024-02-16,61.4058
2024-02-17,61.4058
2024-02-18,61.4058
2024-02-19,61.4058
2024-02-20,63.1034
2024-02-21,61.6996
2024-02-22,63.1253
2024-02-23,63.7239
2024-02-24,63.7239
2024-02-25,63.7239
2024-02-26,61.5419
2024-02-27,61.5419
2024-02-28,62.1263
2024-02-29,62.4582
2024-03-01,61.5285
2024-03-02,61.5285
2024-03-03,61.5285
2024-03-04,62.7891
2024-03-05,65.7771
2024-03-06,66.1738
2024-03-07,68.6487
2024-03-08,62.7015
2024-03-09,62.7015
2024-03-10,62.7015
2024-03-11,62.4189
2024-03-12,64.2202
2024-03-13,65.4571
2024-03-14,66.5906
2024-03-15,67.9436
2024-03-16,67.9436
2024-03-17,67.9436
2024-03-18,66.7282
2024-03-19,68.1712
2024-03-20,69.8026
2024-03-21,68.0893
2024-03-22,64.687
2024-03-23,64.687
2024-03-24,64.687
2024-03-25,67.5766
2024-03-26,67.6314
2024-03-27,69.1164
2024-03-28,68.8786
2024-03-29,68.8786
2024-03-30,68.8786
2024-03-31,68.8786
2024-04-01,69.4494
2024-04-02,70.0712
2024-04-03,70.5564
2024-04-04,65.0977
2024-04-05,66.1512
2024-04-06,66.1512
2024-04-07,66.1512
2024-04-08,63.5434
