,BANR US Equity
2021-01-20,61.4862
2021-01-21,59.0173
2021-01-22,60.9945
2021-01-23,60.9945
2021-01-24,60.9945
2021-01-25,57.6007
2021-01-26,55.442
2021-01-27,49.6055
2021-01-28,50.9225
2021-01-29,47.7408
2021-01-30,47.7408
2021-01-31,47.7408
2021-02-01,50.5168
2021-02-02,52.3524
2021-02-03,51.7468
2021-02-04,54.139
2021-02-05,54.4823
2021-02-06,54.4823
2021-02-07,54.4823
2021-02-08,55.6901
2021-02-09,56.0466
2021-02-10,56.0606
2021-02-11,56.2633
2021-02-12,57.1399
2021-02-13,57.1399
2021-02-14,57.1399
2021-02-15,57.1399
2021-02-16,58.0388
2021-02-17,57.5554
2021-02-18,57.1859
2021-02-19,58.4731
2021-02-20,58.4731
2021-02-21,58.4731
2021-02-22,60.5334
2021-02-23,61.0859
2021-02-24,62.5862
2021-02-25,59.0533
2021-02-26,57.1578
2021-02-27,57.1578
2021-02-28,57.1578
2021-03-01,59.9072
2021-03-02,58.2188
2021-03-03,59.4854
2021-03-04,59.0898
2021-03-05,62.8923
2021-03-06,62.8923
2021-03-07,62.8923
2021-03-08,64.9411
2021-03-09,62.0955
2021-03-10,63.4057
2021-03-11,62.9719
2021-03-12,64.6631
2021-03-13,64.6631
2021-03-14,64.6631
2021-03-15,61.4334
2021-03-16,59.9054
2021-03-17,59.6888
2021-03-18,60.6782
2021-03-19,60.595
2021-03-20,60.595
2021-03-21,60.595
2021-03-22,56.1193
2021-03-23,52.4667
2021-03-24,52.2265
2021-03-25,53.7894
2021-03-26,56.9238
2021-03-27,56.9238
2021-03-28,56.9238
2021-03-29,52.6934
2021-03-30,54.4033
2021-03-31,52.1759
2021-04-01,53.0754
2021-04-02,53.0754
2021-04-03,53.0754
2021-04-04,53.0754
2021-04-05,52.7608
2021-04-06,52.943
2021-04-07,53.2075
2021-04-08,53.3512
2021-04-09,54.2232
2021-04-10,54.2232
2021-04-11,54.2232
2021-04-12,55.0601
2021-04-13,53.3713
2021-04-14,54.7573
2021-04-15,54.2411
2021-04-16,55.1001
2021-04-17,55.1001
2021-04-18,55.1001
2021-04-19,54.663
2021-04-20,51.1454
2021-04-21,53.8345
2021-04-22,53.5572
2021-04-23,57.3395
2021-04-24,57.3395
2021-04-25,57.3395
2021-04-26,57.752
2021-04-27,57.6666
2021-04-28,58.4924
2021-04-29,58.4471
2021-04-30,56.0414
2021-05-01,56.0414
2021-05-02,56.0414
2021-05-03,57.0832
2021-05-04,57.6489
2021-05-05,56.6885
2021-05-06,58.0976
2021-05-07,58.2557
2021-05-08,58.2557
2021-05-09,58.2557
2021-05-10,56.7786
2021-05-11,55.0227
2021-05-12,53.2492
2021-05-13,58.1515
2021-05-14,59.1149
2021-05-15,59.1149
2021-05-16,59.1149
2021-05-17,59.0664
2021-05-18,55.6421
2021-05-19,56.0421
2021-05-20,56.9725
2021-05-21,59.1641
2021-05-22,59.1641
2021-05-23,59.1641
2021-05-24,56.84
2021-05-25,51.393
2021-05-26,53.8694
2021-05-27,55.6768
2021-05-28,55.812
2021-05-29,55.812
2021-05-30,55.812
2021-05-31,55.812
2021-06-01,56.8666
2021-06-02,55.4103
2021-06-03,56.1149
2021-06-04,56.2222
2021-06-05,56.2222
2021-06-06,56.2222
2021-06-07,57.1263
2021-06-08,57.7224
2021-06-09,54.8762
2021-06-10,52.2554
2021-06-11,51.9047
2021-06-12,51.9047
2021-06-13,51.9047
2021-06-14,50.738
2021-06-15,51.6502
2021-06-16,52.827
2021-06-17,48.1309
2021-06-18,43.4203
2021-06-19,43.4203
2021-06-20,43.4203
2021-06-21,48.1942
2021-06-22,48.2136
2021-06-23,47.2615
2021-06-24,48.8489
2021-06-25,51.2324
2021-06-26,51.2324
2021-06-27,51.2324
2021-06-28,46.7773
2021-06-29,46.1838
2021-06-30,46.5247
2021-07-01,47.4166
2021-07-02,45.9046
2021-07-03,45.9046
2021-07-04,45.9046
2021-07-05,45.9046
2021-07-06,43.6912
2021-07-07,43.2895
2021-07-08,41.3868
2021-07-09,45.3497
2021-07-10,45.3497
2021-07-11,45.3497
2021-07-12,46.2439
2021-07-13,43.6416
2021-07-14,43.5109
2021-07-15,45.4139
2021-07-16,43.7046
2021-07-17,43.7046
2021-07-18,43.7046
2021-07-19,40.5617
2021-07-20,43.1699
2021-07-21,45.5613
2021-07-22,44.9418
2021-07-23,46.1965
2021-07-24,46.1965
2021-07-25,46.1965
2021-07-26,46.457
2021-07-27,46.0665
2021-07-28,47.2342
2021-07-29,48.1874
2021-07-30,47.7221
2021-07-31,47.7221
2021-08-01,47.7221
2021-08-02,46.5125
2021-08-03,48.5576
2021-08-04,47.6749
2021-08-05,50.1058
2021-08-06,53.5703
2021-08-07,53.5703
2021-08-08,53.5703
2021-08-09,52.2969
2021-08-10,54.012
2021-08-11,55.8872
2021-08-12,55.3707
2021-08-13,54.5543
2021-08-14,54.5543
2021-08-15,54.5543
2021-08-16,54.3929
2021-08-17,52.8008
2021-08-18,51.5565
2021-08-19,51.6208
2021-08-20,53.1235
2021-08-21,53.1235
2021-08-22,53.1235
2021-08-23,54.603
2021-08-24,55.2208
2021-08-25,55.781
2021-08-26,53.6714
2021-08-27,58.1447
2021-08-28,58.1447
2021-08-29,58.1447
2021-08-30,54.3857
2021-08-31,55.2545
2021-09-01,54.5145
2021-09-02,54.7572
2021-09-03,53.5506
2021-09-04,53.5506
2021-09-05,53.5506
2021-09-06,53.5506
2021-09-07,50.0575
2021-09-08,46.3464
2021-09-09,45.5611
2021-09-10,43.612
2021-09-11,43.612
2021-09-12,43.612
2021-09-13,46.0913
2021-09-14,43.6383
2021-09-15,44.7072
2021-09-16,43.4831
2021-09-17,46.0972
2021-09-18,46.0972
2021-09-19,46.0972
2021-09-20,43.5523
2021-09-21,43.4803
2021-09-22,44.2429
2021-09-23,47.4302
2021-09-24,49.8414
2021-09-25,49.8414
2021-09-26,49.8414
2021-09-27,53.275
2021-09-28,51.8279
2021-09-29,52.9955
2021-09-30,52.1805
2021-10-01,53.0841
2021-10-02,53.0841
2021-10-03,53.0841
2021-10-04,54.4205
2021-10-05,55.6148
2021-10-06,55.767
2021-10-07,57.0251
2021-10-08,57.6853
2021-10-09,57.6853
2021-10-10,57.6853
2021-10-11,54.3302
2021-10-12,55.1243
2021-10-13,54.6329
2021-10-14,56.2857
2021-10-15,55.7984
2021-10-16,55.7984
2021-10-17,55.7984
2021-10-18,54.7153
2021-10-19,53.8908
2021-10-20,55.9713
2021-10-21,59.391
2021-10-22,61.4781
2021-10-23,61.4781
2021-10-24,61.4781
2021-10-25,60.6043
2021-10-26,59.4034
2021-10-27,53.7671
2021-10-28,54.1472
2021-10-29,53.834
2021-10-30,53.834
2021-10-31,53.834
2021-11-01,57.6615
2021-11-02,56.8859
2021-11-03,60.6645
2021-11-04,58.4602
2021-11-05,60.638
2021-11-06,60.638
2021-11-07,60.638
2021-11-08,60.0168
2021-11-09,60.2527
2021-11-10,61.2163
2021-11-11,61.8046
2021-11-12,59.9763
2021-11-13,59.9763
2021-11-14,59.9763
2021-11-15,60.7534
2021-11-16,59.9867
2021-11-17,59.4874
2021-11-18,59.3171
2021-11-19,58.0566
2021-11-20,58.0566
2021-11-21,58.0566
2021-11-22,59.4935
2021-11-23,61.3456
2021-11-24,59.0192
2021-11-25,59.0192
2021-11-26,50.1634
2021-11-27,50.1634
2021-11-28,50.1634
2021-11-29,49.1255
2021-11-30,47.7489
2021-12-01,47.2098
2021-12-02,51.3613
2021-12-03,48.1454
2021-12-04,48.1454
2021-12-05,48.1454
2021-12-06,51.2047
2021-12-07,50.5307
2021-12-08,50.5099
2021-12-09,48.6021
2021-12-10,49.6917
2021-12-11,49.6917
2021-12-12,49.6917
2021-12-13,48.4621
2021-12-14,50.2327
2021-12-15,48.0263
2021-12-16,50.1216
2021-12-17,50.164
2021-12-18,50.164
2021-12-19,50.164
2021-12-20,45.4826
2021-12-21,49.6765
2021-12-22,50.9518
2021-12-23,55.3664
2021-12-24,55.3664
2021-12-25,55.3664
2021-12-26,55.3664
2021-12-27,56.2818
2021-12-28,55.7747
2021-12-29,56.3678
2021-12-30,54.5722
2021-12-31,53.951
2022-01-01,53.951
2022-01-02,53.951
2022-01-03,55.0818
2022-01-04,56.9684
2022-01-05,56.1027
2022-01-06,59.5189
2022-01-07,60.8776
2022-01-08,60.8776
2022-01-09,60.8776
2022-01-10,59.5616
2022-01-11,58.7638
2022-01-12,59.5226
2022-01-13,61.6795
2022-01-14,62.4556
2022-01-15,62.4556
2022-01-16,62.4556
2022-01-17,62.4556
2022-01-18,62.302
2022-01-19,59.478
2022-01-20,53.619
2022-01-21,52.8351
2022-01-22,52.8351
2022-01-23,52.8351
2022-01-24,56.8691
2022-01-25,55.6538
2022-01-26,52.9494
2022-01-27,50.397
2022-01-28,50.6159
2022-01-29,50.6159
2022-01-30,50.6159
2022-01-31,51.9858
2022-02-01,51.1636
2022-02-02,49.853
2022-02-03,49.0576
2022-02-04,51.3492
2022-02-05,51.3492
2022-02-06,51.3492
2022-02-07,52.7949
2022-02-08,55.5959
2022-02-09,54.2471
2022-02-10,54.7791
2022-02-11,54.6914
2022-02-12,54.6914
2022-02-13,54.6914
2022-02-14,51.9588
2022-02-15,54.8441
2022-02-16,54.8798
2022-02-17,51.1356
2022-02-18,52.2465
2022-02-19,52.2465
2022-02-20,52.2465
2022-02-21,52.2465
2022-02-22,51.4265
2022-02-23,49.4014
2022-02-24,46.8323
2022-02-25,51.5646
2022-02-26,51.5646
2022-02-27,51.5646
2022-02-28,50.5841
2022-03-01,46.4543
2022-03-02,50.3612
2022-03-03,50.0507
2022-03-04,45.5184
2022-03-05,45.5184
2022-03-06,45.5184
2022-03-07,42.4741
2022-03-08,43.4209
2022-03-09,46.6687
2022-03-10,47.2247
2022-03-11,48.4051
2022-03-12,48.4051
2022-03-13,48.4051
2022-03-14,49.5882
2022-03-15,48.4867
2022-03-16,50.8772
2022-03-17,49.9448
2022-03-18,49.2117
2022-03-19,49.2117
2022-03-20,49.2117
2022-03-21,48.5251
2022-03-22,49.6245
2022-03-23,45.4462
2022-03-24,47.6213
2022-03-25,50.32
2022-03-26,50.32
2022-03-27,50.32
2022-03-28,49.5377
2022-03-29,51.7833
2022-03-30,47.8968
2022-03-31,47.0031
2022-04-01,46.347
2022-04-02,46.347
2022-04-03,46.347
2022-04-04,45.4083
2022-04-05,44.404
2022-04-06,43.5972
2022-04-07,42.8072
2022-04-08,42.5121
2022-04-09,42.5121
2022-04-10,42.5121
2022-04-11,42.226
2022-04-12,42.7296
2022-04-13,44.054
2022-04-14,42.5826
2022-04-15,42.5826
2022-04-16,42.5826
2022-04-17,42.5826
2022-04-18,42.5341
2022-04-19,47.1002
2022-04-20,48.1844
2022-04-21,47.3068
2022-04-22,45.6905
2022-04-23,45.6905
2022-04-24,45.6905
2022-04-25,45.8362
2022-04-26,43.151
2022-04-27,42.5757
2022-04-28,43.9666
2022-04-29,41.2437
2022-04-30,41.2437
2022-05-01,41.2437
2022-05-02,42.8667
2022-05-03,44.4327
2022-05-04,48.0346
2022-05-05,45.4379
2022-05-06,46.4364
2022-05-07,46.4364
2022-05-08,46.4364
2022-05-09,46.9187
2022-05-10,45.4885
2022-05-11,44.3996
2022-05-12,44.7039
2022-05-13,45.3449
2022-05-14,45.3449
2022-05-15,45.3449
2022-05-16,43.8227
2022-05-17,48.2905
2022-05-18,46.8162
2022-05-19,45.0724
2022-05-20,45.797
2022-05-21,45.797
2022-05-22,45.797
2022-05-23,48.7587
2022-05-24,48.5681
2022-05-25,49.4875
2022-05-26,52.6039
2022-05-27,54.4744
2022-05-28,54.4744
2022-05-29,54.4744
2022-05-30,54.4744
2022-05-31,52.7596
2022-06-01,51.293
2022-06-02,53.0554
2022-06-03,52.2851
2022-06-04,52.2851
2022-06-05,52.2851
2022-06-06,52.3624
2022-06-07,53.8148
2022-06-08,50.9847
2022-06-09,47.8306
2022-06-10,45.9027
2022-06-11,45.9027
2022-06-12,45.9027
2022-06-13,43.9983
2022-06-14,45.3958
2022-06-15,45.0558
2022-06-16,42.3611
2022-06-17,45.5568
2022-06-18,45.5568
2022-06-19,45.5568
2022-06-20,45.5568
2022-06-21,49.2174
2022-06-22,48.4028
2022-06-23,47.5704
2022-06-24,49.2772
2022-06-25,49.2772
2022-06-26,49.2772
2022-06-27,50.1457
2022-06-28,50.3216
2022-06-29,49.0674
2022-06-30,49.9079
2022-07-01,53.4005
2022-07-02,53.4005
2022-07-03,53.4005
2022-07-04,53.4005
2022-07-05,52.829
2022-07-06,52.8676
2022-07-07,52.4012
2022-07-08,52.0843
2022-07-09,52.0843
2022-07-10,52.0843
2022-07-11,51.3952
2022-07-12,51.3952
2022-07-13,49.8656
2022-07-14,47.892
2022-07-15,51.3492
2022-07-16,51.3492
2022-07-17,51.3492
2022-07-18,51.8309
2022-07-19,55.2671
2022-07-20,56.998
2022-07-21,55.4925
2022-07-22,53.2502
2022-07-23,53.2502
2022-07-24,53.2502
2022-07-25,55.6746
2022-07-26,56.2094
2022-07-27,57.7899
2022-07-28,58.4546
2022-07-29,60.1845
2022-07-30,60.1845
2022-07-31,60.1845
2022-08-01,59.8868
2022-08-02,57.5833
2022-08-03,57.3709
2022-08-04,56.5618
2022-08-05,58.0511
2022-08-06,58.0511
2022-08-07,58.0511
2022-08-08,58.0715
2022-08-09,58.9984
2022-08-10,59.5332
2022-08-11,61.3387
2022-08-12,63.6151
2022-08-13,63.6151
2022-08-14,63.6151
2022-08-15,64.0814
2022-08-16,65.0091
2022-08-17,63.3808
2022-08-18,63.8306
2022-08-19,62.6691
2022-08-20,62.6691
2022-08-21,62.6691
2022-08-22,58.8104
2022-08-23,56.2551
2022-08-24,55.7082
2022-08-25,58.124
2022-08-26,54.8316
2022-08-27,54.8316
2022-08-28,54.8316
2022-08-29,51.9699
2022-08-30,53.9104
2022-08-31,52.3905
2022-09-01,50.0643
2022-09-02,49.1281
2022-09-03,49.1281
2022-09-04,49.1281
2022-09-05,49.1281
2022-09-06,46.6739
2022-09-07,48.0418
2022-09-08,49.841
2022-09-09,53.1086
2022-09-10,53.1086
2022-09-11,53.1086
2022-09-12,53.5713
2022-09-13,50.5954
2022-09-14,50.8754
2022-09-15,52.2743
2022-09-16,53.9256
2022-09-17,53.9256
2022-09-18,53.9256
2022-09-19,55.6438
2022-09-20,55.945
2022-09-21,54.7904
2022-09-22,51.6157
2022-09-23,49.9815
2022-09-24,49.9815
2022-09-25,49.9815
2022-09-26,49.7593
2022-09-27,46.7939
2022-09-28,47.1094
2022-09-29,46.8698
2022-09-30,47.5324
2022-10-01,47.5324
2022-10-02,47.5324
2022-10-03,51.7117
2022-10-04,56.4585
2022-10-05,55.3746
2022-10-06,55.6751
2022-10-07,51.9034
2022-10-08,51.9034
2022-10-09,51.9034
2022-10-10,52.6981
2022-10-11,54.5194
2022-10-12,55.365
2022-10-13,60.2988
2022-10-14,59.6224
2022-10-15,59.6224
2022-10-16,59.6224
2022-10-17,62.8788
2022-10-18,64.0377
2022-10-19,61.9546
2022-10-20,62.7948
2022-10-21,60.2059
2022-10-22,60.2059
2022-10-23,60.2059
2022-10-24,62.6454
2022-10-25,64.2494
2022-10-26,66.2801
2022-10-27,68.0636
2022-10-28,71.2205
2022-10-29,71.2205
2022-10-30,71.2205
2022-10-31,72.2103
2022-11-01,69.988
2022-11-02,65.7034
2022-11-03,63.0945
2022-11-04,64.7636
2022-11-05,64.7636
2022-11-06,64.7636
2022-11-07,65.0193
2022-11-08,61.3355
2022-11-09,59.0637
2022-11-10,61.9129
2022-11-11,59.2294
2022-11-12,59.2294
2022-11-13,59.2294
2022-11-14,56.9529
2022-11-15,57.3364
2022-11-16,56.1228
2022-11-17,55.2307
2022-11-18,56.6715
2022-11-19,56.6715
2022-11-20,56.6715
2022-11-21,57.0953
2022-11-22,57.9
2022-11-23,57.7901
2022-11-24,57.7901
2022-11-25,59.7354
2022-11-26,59.7354
2022-11-27,59.7354
2022-11-28,54.8263
2022-11-29,54.9259
2022-11-30,56.9692
2022-12-01,56.9692
2022-12-02,56.9692
2022-12-03,56.9692
2022-12-04,56.9692
2022-12-05,48.9677
2022-12-06,47.9576
2022-12-07,47.923
2022-12-08,47.8514
2022-12-09,48.3303
2022-12-10,48.3303
2022-12-11,48.3303
2022-12-12,48.1777
2022-12-13,47.6141
2022-12-14,44.0648
2022-12-15,41.7305
2022-12-16,40.3257
2022-12-17,40.3257
2022-12-18,40.3257
2022-12-19,41.7614
2022-12-20,41.4991
2022-12-21,43.2729
2022-12-22,42.528
2022-12-23,43.9894
2022-12-24,43.9894
2022-12-25,43.9894
2022-12-26,43.9894
2022-12-27,45.3584
2022-12-28,43.7365
2022-12-29,45.8313
2022-12-30,45.0208
2022-12-31,45.0208
2023-01-01,45.0208
2023-01-02,45.0208
2023-01-03,44.5096
2023-01-04,43.955
2023-01-05,43.2249
2023-01-06,46.5823
2023-01-07,46.5823
2023-01-08,46.5823
2023-01-09,44.4313
2023-01-10,46.1161
2023-01-11,46.4427
2023-01-12,49.3682
2023-01-13,48.897
2023-01-14,48.897
2023-01-15,48.897
2023-01-16,48.897
2023-01-17,47.2431
2023-01-18,42.6858
2023-01-19,42.65
2023-01-20,49.5003
2023-01-21,49.5003
2023-01-22,49.5003
2023-01-23,47.4222
2023-01-24,47.4839
2023-01-25,45.9064
2023-01-26,46.9362
2023-01-27,46.3843
2023-01-28,46.3843
2023-01-29,46.3843
2023-01-30,46.7639
2023-01-31,50.9289
2023-02-01,52.4826
2023-02-02,54.1736
2023-02-03,54.9378
2023-02-04,54.9378
2023-02-05,54.9378
2023-02-06,52.0678
2023-02-07,52.75
2023-02-08,51.7486
2023-02-09,49.2466
2023-02-10,48.9176
2023-02-11,48.9176
2023-02-12,48.9176
2023-02-13,49.0716
2023-02-14,48.4458
2023-02-15,49.5699
2023-02-16,48.0439
2023-02-17,50.3362
2023-02-18,50.3362
2023-02-19,50.3362
2023-02-20,50.3362
2023-02-21,47.9298
2023-02-22,47.8868
2023-02-23,49.07
2023-02-24,49.591
2023-02-25,49.591
2023-02-26,49.591
2023-02-27,48.11
2023-02-28,47.5817
2023-03-01,47.8906
2023-03-02,47.1954
2023-03-03,48.1617
2023-03-04,48.1617
2023-03-05,48.1617
2023-03-06,47.2913
2023-03-07,43.6538
2023-03-08,43.4764
2023-03-09,35.4325
2023-03-10,34.9372
2023-03-11,34.9372
2023-03-12,34.9372
2023-03-13,28.9027
2023-03-14,34.7104
2023-03-15,34.6214
2023-03-16,41.6156
2023-03-17,36.8759
2023-03-18,36.8759
2023-03-19,36.8759
