,DK US Equity
,RSI_30D
2020-01-01,44.3903
2020-01-02,45.8344
2020-01-03,42.6929
2020-01-04,42.6929
2020-01-05,42.6929
2020-01-06,43.0455
2020-01-07,44.3337
2020-01-08,43.6444
2020-01-09,45.0838
2020-01-10,45.5092
2020-01-11,45.5092
2020-01-12,45.5092
2020-01-13,44.5481
2020-01-14,43.3047
2020-01-15,39.7836
2020-01-16,40.034
2020-01-17,39.4044
2020-01-18,39.4044
2020-01-19,39.4044
2020-01-20,39.4044
2020-01-21,38.0014
2020-01-22,37.8831
2020-01-23,37.0017
2020-01-24,38.6383
2020-01-25,38.6383
2020-01-26,38.6383
2020-01-27,35.0331
2020-01-28,36.0166
2020-01-29,35.549
2020-01-30,34.5116
2020-01-31,32.2923
2020-02-01,32.2923
2020-02-02,32.2923
2020-02-03,30.4556
2020-02-04,30.4978
2020-02-05,36.6912
2020-02-06,36.305
2020-02-07,37.8097
2020-02-08,37.8097
2020-02-09,37.8097
2020-02-10,39.5456
2020-02-11,38.7132
2020-02-12,39.6519
2020-02-13,40.1074
2020-02-14,39.1396
2020-02-15,39.1396
2020-02-16,39.1396
2020-02-17,39.1396
2020-02-18,36.3241
2020-02-19,37.4677
2020-02-20,39.0302
2020-02-21,40.4539
2020-02-22,40.4539
2020-02-23,40.4539
2020-02-24,36.6061
2020-02-25,33.4013
2020-02-26,28.6568
2020-02-27,26.1773
2020-02-28,29.6166
2020-02-29,29.6166
2020-03-01,29.6166
2020-03-02,28.4883
2020-03-03,26.0627
2020-03-04,27.6557
2020-03-05,26.8378
2020-03-06,25.6995
2020-03-07,25.6995
2020-03-08,25.6995
2020-03-09,21.1908
2020-03-10,21.7136
2020-03-11,20.0466
2020-03-12,18.766
2020-03-13,22.9651
2020-03-14,22.9651
2020-03-15,22.9651
2020-03-16,22.5684
2020-03-17,24.7265
2020-03-18,25.0073
2020-03-19,27.3349
2020-03-20,36.1089
2020-03-21,36.1089
2020-03-22,36.1089
2020-03-23,33.9582
2020-03-24,33.3755
2020-03-25,35.2242
2020-03-26,36.3165
2020-03-27,35.9581
2020-03-28,35.9581
2020-03-29,35.9581
2020-03-30,40.7941
2020-03-31,40.3996
2020-04-01,38.699
2020-04-02,40.4489
2020-04-03,40.7651
2020-04-04,40.7651
2020-04-05,40.7651
2020-04-06,43.1383
2020-04-07,44.7844
2020-04-08,46.7673
2020-04-09,45.9637
2020-04-10,45.9637
2020-04-11,45.9637
2020-04-12,45.9637
2020-04-13,44.8834
2020-04-14,43.3274
2020-04-15,41.513
2020-04-16,39.6065
2020-04-17,46.0708
2020-04-18,46.0708
2020-04-19,46.0708
2020-04-20,45.9312
2020-04-21,45.5821
2020-04-22,46.8177
2020-04-23,48.5468
2020-04-24,48.584
2020-04-25,48.584
2020-04-26,48.584
2020-04-27,50.2937
2020-04-28,52.068
2020-04-29,56.7902
2020-04-30,56.8052
2020-05-01,51.5401
2020-05-02,51.5401
2020-05-03,51.5401
2020-05-04,54.0384
2020-05-05,51.1575
2020-05-06,48.7384
2020-05-07,50.0013
2020-05-08,53.7466
2020-05-09,53.7466
2020-05-10,53.7466
2020-05-11,54.7797
2020-05-12,50.6665
2020-05-13,48.4518
2020-05-14,47.8577
2020-05-15,47.1599
2020-05-16,47.1599
2020-05-17,47.1599
2020-05-18,52.7589
2020-05-19,51.0771
2020-05-20,53.6004
2020-05-21,52.035
2020-05-22,51.3327
2020-05-23,51.3327
2020-05-24,51.3327
2020-05-25,51.3327
2020-05-26,52.2221
2020-05-27,52.4189
2020-05-28,50.8107
2020-05-29,49.748
2020-05-30,49.748
2020-05-31,49.748
2020-06-01,49.702
2020-06-02,50.1794
2020-06-03,50.5034
2020-06-04,50.5367
2020-06-05,55.4762
2020-06-06,55.4762
2020-06-07,55.4762
2020-06-08,56.0737
2020-06-09,50.6952
2020-06-10,49.8477
2020-06-11,46.3907
2020-06-12,47.1111
2020-06-13,47.1111
2020-06-14,47.1111
2020-06-15,48.0579
2020-06-16,49.1902
2020-06-17,47.3697
2020-06-18,49.295
2020-06-19,48.7112
2020-06-20,48.7112
2020-06-21,48.7112
2020-06-22,48.2601
2020-06-23,48.1805
2020-06-24,46.1341
2020-06-25,45.8551
2020-06-26,44.8117
2020-06-27,44.8117
2020-06-28,44.8117
2020-06-29,45.235
2020-06-30,46.5459
2020-07-01,46.0761
2020-07-02,45.6505
2020-07-03,45.6505
2020-07-04,45.6505
2020-07-05,45.6505
2020-07-06,45.9398
2020-07-07,44.6406
2020-07-08,45.0102
2020-07-09,44.2021
2020-07-10,47.2088
2020-07-11,47.2088
2020-07-12,47.2088
2020-07-13,46.4397
2020-07-14,47.0491
2020-07-15,49.1238
2020-07-16,48.6965
2020-07-17,48.1803
2020-07-18,48.1803
2020-07-19,48.1803
2020-07-20,47.7406
2020-07-21,50.1177
2020-07-22,49.6767
2020-07-23,49.6089
2020-07-24,48.7831
2020-07-25,48.7831
2020-07-26,48.7831
2020-07-27,47.6214
2020-07-28,47.6214
2020-07-29,49.1954
2020-07-30,47.7586
2020-07-31,47.6387
2020-08-01,47.6387
2020-08-02,47.6387
2020-08-03,48.4951
2020-08-04,48.1135
2020-08-05,42.7953
2020-08-06,40.6827
2020-08-07,42.5993
2020-08-08,42.5993
2020-08-09,42.5993
2020-08-10,42.4532
2020-08-11,43.3716
2020-08-12,46.2813
2020-08-13,44.3075
2020-08-14,46.8903
2020-08-15,46.8903
2020-08-16,46.8903
2020-08-17,47.4105
2020-08-18,47.1186
2020-08-19,48.1102
2020-08-20,46.8973
2020-08-21,45.9731
2020-08-22,45.9731
2020-08-23,45.9731
2020-08-24,50.0466
2020-08-25,49.2677
2020-08-26,48.487
2020-08-27,48.1711
2020-08-28,50.7962
2020-08-29,50.7962
2020-08-30,50.7962
2020-08-31,46.5592
2020-09-01,45.2575
2020-09-02,45.4869
2020-09-03,44.8311
2020-09-04,44.3898
2020-09-05,44.3898
2020-09-06,44.3898
2020-09-07,44.3898
2020-09-08,41.1752
2020-09-09,39.8974
2020-09-10,38.4536
2020-09-11,38.2667
2020-09-12,38.2667
2020-09-13,38.2667
2020-09-14,38.7457
2020-09-15,37.9409
2020-09-16,39.8618
2020-09-17,39.2449
2020-09-18,38.7169
2020-09-19,38.7169
2020-09-20,38.7169
2020-09-21,38.754
2020-09-22,38.4891
2020-09-23,35.8828
2020-09-24,36.1992
2020-09-25,36.3211
2020-09-26,36.3211
2020-09-27,36.3211
2020-09-28,39.0518
2020-09-29,38.6983
2020-09-30,38.2633
2020-10-01,37.5695
2020-10-02,39.8673
2020-10-03,39.8673
2020-10-04,39.8673
2020-10-05,42.3803
2020-10-06,41.6655
2020-10-07,43.1726
2020-10-08,46.307
2020-10-09,43.6655
2020-10-10,43.6655
2020-10-11,43.6655
2020-10-12,42.7762
2020-10-13,41.3977
2020-10-14,42.2619
2020-10-15,42.0578
2020-10-16,39.2292
2020-10-17,39.2292
2020-10-18,39.2292
2020-10-19,38.6698
2020-10-20,40.0593
2020-10-21,39.0606
2020-10-22,41.411
2020-10-23,41.9487
2020-10-24,41.9487
2020-10-25,41.9487
