,WAL US Equity
2023-03-21,33.1415
2023-03-22,32.4875
2023-03-23,32.2275
2023-03-24,33.7239
2023-03-25,33.7239
2023-03-26,33.7239
2023-03-27,34.5543
2023-03-28,34.4561
2023-03-29,36.3621
2023-03-30,36.2841
2023-03-31,36.099
2023-04-01,36.099
2023-04-02,36.099
2023-04-03,35.7369
2023-04-04,35.0657
2023-04-05,33.0325
2023-04-06,34.37
2023-04-07,34.37
2023-04-08,34.37
2023-04-09,34.37
2023-04-10,34.3097
2023-04-11,35.4621
2023-04-12,35.3154
2023-04-13,35.9044
2023-04-14,35.621
2023-04-15,35.621
2023-04-16,35.621
2023-04-17,36.8421
2023-04-18,36.6499
2023-04-19,44.2576
2023-04-20,43.7036
2023-04-21,44.6356
2023-04-22,44.6356
2023-04-23,44.6356
2023-04-24,44.1917
2023-04-25,42.5898
2023-04-26,42.5755
2023-04-27,42.8043
2023-04-28,42.1696
2023-04-29,42.1696
2023-04-30,42.1696
2023-05-01,41.6524
2023-05-02,37.7694
2023-05-03,36.8913
2023-05-04,30.7151
2023-05-05,39.0355
2023-05-06,39.0355
2023-05-07,39.0355
2023-05-08,39.1704
2023-05-09,38.9641
2023-05-10,39.4368
2023-05-11,39.3104
2023-05-12,39.8424
2023-05-13,39.8424
2023-05-14,39.8424
2023-05-15,42.8858
2023-05-16,43.63
2023-05-17,46.4315
2023-05-18,46.7461
2023-05-19,46.0951
2023-05-20,46.0951
2023-05-21,46.0951
2023-05-22,49.1124
2023-05-23,48.7377
2023-05-24,47.9012
2023-05-25,47.1604
2023-05-26,47.243
2023-05-27,47.243
2023-05-28,47.243
2023-05-29,47.243
2023-05-30,46.9144
2023-05-31,45.8734
2023-06-01,46.2246
2023-06-02,49.7881
2023-06-03,49.7881
2023-06-04,49.7881
2023-06-05,49.1507
2023-06-06,51.2448
2023-06-07,52.1517
2023-06-08,52.3695
2023-06-09,50.6215
2023-06-10,50.6215
2023-06-11,50.6215
2023-06-12,50.5421
2023-06-13,52.4222
2023-06-14,50.0214
2023-06-15,50.3672
2023-06-16,48.9361
2023-06-17,48.9361
2023-06-18,48.9361
2023-06-19,48.9361
2023-06-20,48.6064
2023-06-21,48.1085
2023-06-22,46.9016
2023-06-23,46.5463
2023-06-24,46.5463
2023-06-25,46.5463
2023-06-26,47.4291
2023-06-27,48.5197
2023-06-28,48.6146
2023-06-29,48.8098
2023-06-30,48.206
2023-07-01,48.206
2023-07-02,48.206
2023-07-03,49.4984
2023-07-04,49.4984
2023-07-05,49.1131
2023-07-06,48.1011
2023-07-07,49.754
2023-07-08,49.754
2023-07-09,49.754
2023-07-10,50.5362
2023-07-11,50.4956
2023-07-12,51.9487
2023-07-13,53.8268
2023-07-14,51.2035
2023-07-15,51.2035
2023-07-16,51.2035
2023-07-17,52.4223
2023-07-18,56.313
2023-07-19,59.8269
2023-07-20,61.8004
2023-07-21,61.5598
2023-07-22,61.5598
2023-07-23,61.5598
2023-07-24,62.9766
2023-07-25,59.0235
2023-07-26,63.8734
2023-07-27,62.3656
2023-07-28,63.1742
2023-07-29,63.1742
2023-07-30,63.1742
2023-07-31,62.2564
2023-08-01,60.6303
2023-08-02,60.0152
2023-08-03,61.6349
2023-08-04,62.1987
2023-08-05,62.1987
2023-08-06,62.1987
2023-08-07,62.4164
2023-08-08,61.4554
2023-08-09,59.5583
2023-08-10,60.427
2023-08-11,60.9317
2023-08-12,60.9317
2023-08-13,60.9317
2023-08-14,59.213
2023-08-15,56.0885
2023-08-16,54.709
2023-08-17,54.4377
2023-08-18,55.1163
2023-08-19,55.1163
2023-08-20,55.1163
2023-08-21,55.178
2023-08-22,53.241
2023-08-23,55.5009
2023-08-24,55.9439
2023-08-25,55.8002
2023-08-26,55.8002
2023-08-27,55.8002
2023-08-28,56.6574
2023-08-29,57.3972
2023-08-30,57.2404
2023-08-31,56.7414
2023-09-01,58.2346
2023-09-02,58.2346
2023-09-03,58.2346
2023-09-04,58.2346
2023-09-05,56.5783
2023-09-06,52.5512
2023-09-07,51.3235
2023-09-08,53.0193
2023-09-09,53.0193
2023-09-10,53.0193
2023-09-11,52.6891
2023-09-12,54.3368
2023-09-13,52.3497
2023-09-14,54.0724
2023-09-15,53.205
2023-09-16,53.205
2023-09-17,53.205
2023-09-18,51.4797
2023-09-19,51.7781
2023-09-20,49.5546
2023-09-21,48.3836
2023-09-22,47.6969
2023-09-23,47.6969
2023-09-24,47.6969
2023-09-25,49.1891
2023-09-26,47.0111
2023-09-27,45.9357
2023-09-28,47.3619
2023-09-29,49.255
2023-09-30,49.255
2023-10-01,49.255
2023-10-02,46.9271
2023-10-03,43.0802
2023-10-04,45.2006
2023-10-05,46.1856
2023-10-06,46.0804
2023-10-07,46.0804
2023-10-08,46.0804
2023-10-09,47.0783
2023-10-10,50.4811
2023-10-11,49.3861
2023-10-12,49.3366
2023-10-13,47.2749
2023-10-14,47.2749
2023-10-15,47.2749
2023-10-16,50.7395
2023-10-17,52.6699
2023-10-18,51.6152
2023-10-19,50.2878
2023-10-20,44.5029
2023-10-21,44.5029
2023-10-22,44.5029
2023-10-23,43.8274
2023-10-24,43.0432
2023-10-25,42.354
2023-10-26,43.9205
2023-10-27,42.0116
2023-10-28,42.0116
2023-10-29,42.0116
2023-10-30,43.1517
2023-10-31,43.8516
2023-11-01,46.1787
2023-11-02,51.7584
2023-11-03,55.0807
2023-11-04,55.0807
2023-11-05,55.0807
2023-11-06,53.019
2023-11-07,52.816
2023-11-08,51.2547
2023-11-09,48.4263
2023-11-10,48.8997
2023-11-11,48.8997
2023-11-12,48.8997
2023-11-13,47.8014
2023-11-14,54.3247
2023-11-15,55.6311
2023-11-16,54.5166
2023-11-17,56.1328
2023-11-18,56.1328
2023-11-19,56.1328
2023-11-20,56.346
2023-11-21,54.3999
2023-11-22,55.0502
2023-11-23,55.0502
2023-11-24,55.4127
2023-11-25,55.4127
2023-11-26,55.4127
2023-11-27,54.5863
2023-11-28,54.5005
2023-11-29,58.3971
2023-11-30,58.0933
2023-12-01,62.4233
2023-12-02,62.4233
2023-12-03,62.4233
2023-12-04,62.7406
2023-12-05,60.1324
2023-12-06,60.1681
2023-12-07,61.4761
2023-12-08,63.4406
2023-12-09,63.4406
2023-12-10,63.4406
2023-12-11,63.4406
2023-12-12,61.9257
2023-12-13,66.9771
2023-12-14,71.5593
2023-12-15,67.1879
2023-12-16,67.1879
2023-12-17,67.1879
2023-12-18,66.941
2023-12-19,68.6643
2023-12-20,64.8908
2023-12-21,66.1649
2023-12-22,66.6655
2023-12-23,66.6655
2023-12-24,66.6655
2023-12-25,66.6655
2023-12-26,67.8634
2023-12-27,67.8634
2023-12-28,67.9532
2023-12-29,65.5258
2023-12-30,65.5258
2023-12-31,65.5258
2024-01-01,65.5258
2024-01-02,63.6735
2024-01-03,59.887
2024-01-04,59.9691
2024-01-05,60.9306
2024-01-06,60.9306
2024-01-07,60.9306
2024-01-08,62.3101
2024-01-09,61.1365
2024-01-10,61.7473
2024-01-11,60.6772
2024-01-12,57.9191
2024-01-13,57.9191
2024-01-14,57.9191
2024-01-15,57.9191
2024-01-16,58.1045
2024-01-17,57.923
2024-01-18,57.997
2024-01-19,61.1771
2024-01-20,61.1771
2024-01-21,61.1771
2024-01-22,62.3565
2024-01-23,61.5329
2024-01-24,62.393
2024-01-25,61.144
2024-01-26,62.9816
2024-01-27,62.9816
2024-01-28,62.9816
2024-01-29,65.823
2024-01-30,62.6616
2024-01-31,55.7523
2024-02-01,49.5241
2024-02-02,50.8045
2024-02-03,50.8045
2024-02-04,50.8045
2024-02-05,49.4127
2024-02-06,48.1304
2024-02-07,47.9781
2024-02-08,49.4043
2024-02-09,52.5747
2024-02-10,52.5747
2024-02-11,52.5747
2024-02-12,53.9321
2024-02-13,49.51
2024-02-14,50.6772
2024-02-15,53.648
2024-02-16,51.6962
2024-02-17,51.6962
2024-02-18,51.6962
2024-02-19,51.6962
2024-02-20,50.8392
2024-02-21,48.876
2024-02-22,49.5013
2024-02-23,49.2543
2024-02-24,49.2543
2024-02-25,49.2543
2024-02-26,48.154
2024-02-27,49.3743
2024-02-28,47.5022
2024-02-29,48.1882
2024-03-01,46.6071
2024-03-02,46.6071
2024-03-03,46.6071
2024-03-04,45.2894
2024-03-05,50.3813
2024-03-06,51.5703
2024-03-07,51.2217
2024-03-08,51.5964
2024-03-09,51.5964
2024-03-10,51.5964
2024-03-11,49.9325
2024-03-12,49.5132
2024-03-13,49.7907
2024-03-14,47.4274
2024-03-15,48.7005
2024-03-16,48.7005
2024-03-17,48.7005
2024-03-18,48.5045
2024-03-19,49.2094
2024-03-20,53.5743
2024-03-21,55.7881
2024-03-22,53.7601
2024-03-23,53.7601
2024-03-24,53.7601
2024-03-25,53.3532
2024-03-26,52.9104
2024-03-27,56.2208
2024-03-28,56.1759
2024-03-29,56.1759
2024-03-30,56.1759
2024-03-31,56.1759
2024-04-01,53.6216
2024-04-02,51.8454
2024-04-03,51.2875
2024-04-04,50.4313
2024-04-05,49.797
2024-04-06,49.797
2024-04-07,49.797
2024-04-08,51.9772
