,OXY US Equity
,RSI_30D
2020-01-01,55.6663
2020-01-02,58.91
2020-01-03,61.1223
2020-01-04,61.1223
2020-01-05,61.1223
2020-01-06,63.9309
2020-01-07,64.3381
2020-01-08,63.3627
2020-01-09,64.1195
2020-01-10,65.132
2020-01-11,65.132
2020-01-12,65.132
2020-01-13,66.3729
2020-01-14,67.567
2020-01-15,67.6025
2020-01-16,65.4159
2020-01-17,62.4412
2020-01-18,62.4412
2020-01-19,62.4412
2020-01-20,62.4412
2020-01-21,57.5728
2020-01-22,54.5705
2020-01-23,52.455
2020-01-24,51.648
2020-01-25,51.648
2020-01-26,51.648
2020-01-27,49.0957
2020-01-28,48.9935
2020-01-29,47.1403
2020-01-30,47.4781
2020-01-31,45.3064
2020-02-01,45.3064
2020-02-02,45.3064
2020-02-03,46.3568
2020-02-04,47.5719
2020-02-05,51.9178
2020-02-06,51.9178
2020-02-07,51.2721
2020-02-08,51.2721
2020-02-09,51.2721
2020-02-10,47.5728
2020-02-11,49.3935
2020-02-12,52.7384
2020-02-13,51.5371
2020-02-14,50.3764
2020-02-15,50.3764
2020-02-16,50.3764
2020-02-17,50.3764
2020-02-18,50.2699
2020-02-19,52.7248
2020-02-20,53.8656
2020-02-21,51.4905
2020-02-22,51.4905
2020-02-23,51.4905
2020-02-24,45.101
2020-02-25,38.881
2020-02-26,35.8209
2020-02-27,32.5762
2020-02-28,34.9291
2020-02-29,34.9291
2020-03-01,34.9291
2020-03-02,35.4553
2020-03-03,35.558
2020-03-04,35.4704
2020-03-05,33.4135
2020-03-06,28.0518
2020-03-07,28.0518
2020-03-08,28.0518
2020-03-09,18.6766
2020-03-10,22.3019
2020-03-11,20.9602
2020-03-12,21.1342
2020-03-13,25.5939
2020-03-14,25.5939
2020-03-15,25.5939
2020-03-16,24.2529
2020-03-17,23.8604
2020-03-18,23.3937
2020-03-19,23.9635
2020-03-20,23.6003
2020-03-21,23.6003
2020-03-22,23.6003
2020-03-23,23.272
2020-03-24,25.322
2020-03-25,27.8019
2020-03-26,29.3752
2020-03-27,28.4331
2020-03-28,28.4331
2020-03-29,28.4331
2020-03-30,27.9766
2020-03-31,29.0953
2020-04-01,28.4223
2020-04-02,32.3353
2020-04-03,32.7661
2020-04-04,32.7661
2020-04-05,32.7661
2020-04-06,33.6027
2020-04-07,34.3707
2020-04-08,37.5822
2020-04-09,37.3623
2020-04-10,37.3623
2020-04-11,37.3623
2020-04-12,37.3623
2020-04-13,37.3284
2020-04-14,36.8329
2020-04-15,35.3757
2020-04-16,33.861
2020-04-17,36.7044
2020-04-18,36.7044
2020-04-19,36.7044
2020-04-20,35.5544
2020-04-21,35.2795
2020-04-22,36.6575
2020-04-23,38.3546
2020-04-24,38.2797
2020-04-25,38.2797
2020-04-26,38.2797
2020-04-27,38.9782
2020-04-28,41.0487
2020-04-29,44.1434
2020-04-30,43.877
2020-05-01,41.9006
2020-05-02,41.9006
2020-05-03,41.9006
2020-05-04,42.4527
2020-05-05,42.1567
2020-05-06,39.4266
2020-05-07,40.4244
2020-05-08,42.7417
2020-05-09,42.7417
2020-05-10,42.7417
2020-05-11,42.7619
2020-05-12,42.0709
2020-05-13,40.3616
