,VRTX US Equity
,RSI_30D
2020-01-01,68.2946
2020-01-02,68.5769
2020-01-03,66.7687
2020-01-04,66.7687
2020-01-05,66.7687
2020-01-06,70.1228
2020-01-07,69.8336
2020-01-08,73.2991
2020-01-09,72.3219
2020-01-10,70.7811
2020-01-11,70.7811
2020-01-12,70.7811
2020-01-13,67.9682
2020-01-14,69.6232
2020-01-15,71.667
2020-01-16,72.2595
2020-01-17,72.4054
2020-01-18,72.4054
2020-01-19,72.4054
2020-01-20,72.4054
2020-01-21,70.2735
2020-01-22,70.5755
2020-01-23,69.7479
2020-01-24,64.3401
2020-01-25,64.3401
2020-01-26,64.3401
2020-01-27,62.5908
2020-01-28,65.251
2020-01-29,65.4938
2020-01-30,63.3097
2020-01-31,60.0916
2020-02-01,60.0916
2020-02-02,60.0916
2020-02-03,62.2012
2020-02-04,66.9767
2020-02-05,67.4875
2020-02-06,65.9149
2020-02-07,66.3794
2020-02-08,66.3794
2020-02-09,66.3794
2020-02-10,68.589
2020-02-11,69.9231
2020-02-12,64.7191
2020-02-13,62.8862
2020-02-14,64.7055
2020-02-15,64.7055
2020-02-16,64.7055
2020-02-17,64.7055
2020-02-18,65.6897
2020-02-19,66.5362
2020-02-20,64.164
2020-02-21,64.7414
2020-02-22,64.7414
2020-02-23,64.7414
2020-02-24,57.2942
2020-02-25,52.5689
2020-02-26,53.718
2020-02-27,48.5092
2020-02-28,48.937
2020-02-29,48.937
2020-03-01,48.937
2020-03-02,53.4629
2020-03-03,51.1737
2020-03-04,58.8837
2020-03-05,54.6892
2020-03-06,52.8372
2020-03-07,52.8372
2020-03-08,52.8372
2020-03-09,46.8687
2020-03-10,51.3284
2020-03-11,47.4685
2020-03-12,42.2118
2020-03-13,48.3212
2020-03-14,48.3212
2020-03-15,48.3212
2020-03-16,42.4879
2020-03-17,45.9056
2020-03-18,46.6858
2020-03-19,47.5213
2020-03-20,44.9178
2020-03-21,44.9178
2020-03-22,44.9178
2020-03-23,43.9437
2020-03-24,50.1203
2020-03-25,46.7955
2020-03-26,50.5434
2020-03-27,48.7546
2020-03-28,48.7546
2020-03-29,48.7546
2020-03-30,52.2914
2020-03-31,53.6506
2020-04-01,50.5684
2020-04-02,54.2086
2020-04-03,53.2719
2020-04-04,53.2719
2020-04-05,53.2719
2020-04-06,56.6885
2020-04-07,54.8262
2020-04-08,55.2231
2020-04-09,54.4644
2020-04-10,54.4644
2020-04-11,54.4644
2020-04-12,54.4644
2020-04-13,55.6365
2020-04-14,57.6512
2020-04-15,55.7934
2020-04-16,57.6665
2020-04-17,58.7481
2020-04-18,58.7481
2020-04-19,58.7481
2020-04-20,59.2768
2020-04-21,56.4794
2020-04-22,57.7742
2020-04-23,57.3818
2020-04-24,57.778
2020-04-25,57.778
2020-04-26,57.778
2020-04-27,57.3958
2020-04-28,54.2213
2020-04-29,52.679
2020-04-30,52.7143
2020-05-01,53.5979
2020-05-02,53.5979
2020-05-03,53.5979
2020-05-04,55.8559
2020-05-05,57.5245
2020-05-06,56.8638
2020-05-07,56.849
2020-05-08,57.2241
2020-05-09,57.2241
2020-05-10,57.2241
2020-05-11,60.2369
2020-05-12,57.5314
2020-05-13,57.6565
2020-05-14,57.647
2020-05-15,60.2608
2020-05-16,60.2608
2020-05-17,60.2608
2020-05-18,58.7966
2020-05-19,58.203
2020-05-20,58.7479
2020-05-21,58.7503
2020-05-22,58.8313
2020-05-23,58.8313
2020-05-24,58.8313
2020-05-25,58.8313
2020-05-26,52.8287
2020-05-27,55.8598
2020-05-28,55.5126
2020-05-29,58.0387
2020-05-30,58.0387
2020-05-31,58.0387
2020-06-01,57.6165
2020-06-02,56.8483
2020-06-03,54.5438
2020-06-04,53.2549
2020-06-05,51.128
2020-06-06,51.128
2020-06-07,51.128
2020-06-08,50.9274
2020-06-09,52.5808
2020-06-10,53.5484
2020-06-11,50.3651
2020-06-12,51.6927
2020-06-13,51.6927
2020-06-14,51.6927
2020-06-15,51.4519
2020-06-16,53.1662
2020-06-17,54.9015
2020-06-18,54.6034
2020-06-19,58.2698
2020-06-20,58.2698
2020-06-21,58.2698
2020-06-22,58.2456
2020-06-23,58.9012
2020-06-24,57.2488
2020-06-25,58.289
2020-06-26,55.1391
2020-06-27,55.1391
2020-06-28,55.1391
2020-06-29,54.8126
2020-06-30,56.2448
2020-07-01,54.8325
2020-07-02,56.1935
2020-07-03,56.1935
2020-07-04,56.1935
2020-07-05,56.1935
2020-07-06,56.2529
2020-07-07,58.4065
2020-07-08,57.2257
2020-07-09,57.0282
2020-07-10,56.6586
2020-07-11,56.6586
2020-07-12,56.6586
2020-07-13,53.0533
2020-07-14,55.7769
2020-07-15,56.1508
2020-07-16,54.4578
2020-07-17,55.6644
2020-07-18,55.6644
2020-07-19,55.6644
2020-07-20,58.1409
2020-07-21,53.8896
2020-07-22,53.8304
2020-07-23,51.5011
2020-07-24,49.5454
2020-07-25,49.5454
2020-07-26,49.5454
2020-07-27,51.3756
2020-07-28,49.5268
2020-07-29,49.5928
2020-07-30,49.8234
2020-07-31,47.3829
2020-08-01,47.3829
2020-08-02,47.3829
2020-08-03,49.9597
2020-08-04,48.7094
2020-08-05,47.9023
2020-08-06,47.9418
2020-08-07,47.8222
2020-08-08,47.8222
2020-08-09,47.8222
2020-08-10,46.3659
2020-08-11,44.1241
2020-08-12,47.5566
2020-08-13,46.3445
2020-08-14,46.398
2020-08-15,46.398
2020-08-16,46.398
2020-08-17,48.8646
2020-08-18,47.9823
2020-08-19,47.547
2020-08-20,48.0814
2020-08-21,48.0256
2020-08-22,48.0256
2020-08-23,48.0256
2020-08-24,46.5894
2020-08-25,48.6206
2020-08-26,48.212
2020-08-27,49.476
2020-08-28,47.7448
2020-08-29,47.7448
2020-08-30,47.7448
2020-08-31,51.4222
2020-09-01,49.9802
2020-09-02,52.4139
2020-09-03,47.0587
2020-09-04,46.7446
2020-09-05,46.7446
2020-09-06,46.7446
2020-09-07,46.7446
2020-09-08,44.1311
2020-09-09,45.8883
2020-09-10,43.5258
2020-09-11,44.4506
2020-09-12,44.4506
2020-09-13,44.4506
2020-09-14,47.1039
2020-09-15,47.8758
2020-09-16,48.1431
2020-09-17,49.6355
2020-09-18,47.4428
2020-09-19,47.4428
2020-09-20,47.4428
2020-09-21,46.9514
2020-09-22,48.3759
2020-09-23,47.0045
2020-09-24,46.7529
2020-09-25,48.8269
2020-09-26,48.8269
