,D US Equity
2020-05-30,56.2121
2020-05-31,56.2121
2020-06-01,56.991
2020-06-02,57.2946
2020-06-03,57.5227
2020-06-04,56.7868
2020-06-05,55.9317
2020-06-06,55.9317
2020-06-07,55.9317
2020-06-08,57.9925
2020-06-09,57.2703
2020-06-10,58.3911
2020-06-11,54.5433
2020-06-12,53.4944
2020-06-13,53.4944
2020-06-14,53.4944
2020-06-15,54.4428
2020-06-16,55.3534
2020-06-17,54.3587
2020-06-18,54.7736
2020-06-19,51.2122
2020-06-20,51.2122
2020-06-21,51.2122
2020-06-22,52.9358
2020-06-23,52.3728
2020-06-24,52.0927
2020-06-25,50.2716
2020-06-26,48.4935
2020-06-27,48.4935
2020-06-28,48.4935
2020-06-29,49.6666
2020-06-30,50.3831
2020-07-01,51.8389
2020-07-02,52.26
2020-07-03,52.26
2020-07-04,52.26
2020-07-05,52.26
2020-07-06,42.0747
2020-07-07,42.8721
2020-07-08,44.1349
2020-07-09,42.7185
2020-07-10,42.5335
2020-07-11,42.5335
2020-07-12,42.5335
2020-07-13,42.6687
2020-07-14,43.0016
2020-07-15,45.104
2020-07-16,47.0836
2020-07-17,49.1452
2020-07-18,49.1452
2020-07-19,49.1452
2020-07-20,47.9247
2020-07-21,48.768
2020-07-22,50.4534
2020-07-23,51.7283
2020-07-24,51.4911
2020-07-25,51.4911
2020-07-26,51.4911
2020-07-27,51.2345
2020-07-28,53.5531
2020-07-29,53.8001
2020-07-30,52.7269
2020-07-31,52.0161
2020-08-01,52.0161
2020-08-02,52.0161
2020-08-03,51.0001
2020-08-04,51.7659
2020-08-05,50.0448
2020-08-06,49.9274
2020-08-07,51.3875
2020-08-08,51.3875
2020-08-09,51.3875
2020-08-10,50.6163
2020-08-11,48.278
2020-08-12,49.8452
2020-08-13,49.435
2020-08-14,48.7283
2020-08-15,48.7283
2020-08-16,48.7283
2020-08-17,48.4634
2020-08-18,47.675
2020-08-19,47.2929
2020-08-20,46.904
2020-08-21,48.6158
2020-08-22,48.6158
2020-08-23,48.6158
2020-08-24,49.441
2020-08-25,48.3924
2020-08-26,47.6604
2020-08-27,47.5188
2020-08-28,47.5591
2020-08-29,47.5591
2020-08-30,47.5591
2020-08-31,48.4196
2020-09-01,47.236
2020-09-02,50.8075
2020-09-03,51.4453
2020-09-04,50.3204
2020-09-05,50.3204
2020-09-06,50.3204
2020-09-07,50.3204
2020-09-08,49.8285
2020-09-09,52.6983
2020-09-10,50.7987
2020-09-11,52.5674
2020-09-12,52.5674
2020-09-13,52.5674
2020-09-14,54.5901
2020-09-15,54.9004
2020-09-16,56.176
2020-09-17,52.2859
2020-09-18,48.6445
2020-09-19,48.6445
2020-09-20,48.6445
2020-09-21,48.6644
2020-09-22,47.7652
2020-09-23,45.4896
2020-09-24,45.5769
2020-09-25,47.194
2020-09-26,47.194
2020-09-27,47.194
2020-09-28,47.5859
2020-09-29,48.9998
2020-09-30,51.1996
2020-10-01,50.4704
2020-10-02,52.9381
2020-10-03,52.9381
2020-10-04,52.9381
2020-10-05,53.5124
2020-10-06,55.4886
2020-10-07,55.2741
2020-10-08,57.2494
2020-10-09,56.5538
2020-10-10,56.5538
2020-10-11,56.5538
2020-10-12,57.7672
2020-10-13,55.6325
2020-10-14,54.3611
2020-10-15,53.7744
2020-10-16,55.0297
2020-10-17,55.0297
2020-10-18,55.0297
2020-10-19,53.7463
2020-10-20,54.1368
2020-10-21,51.9924
2020-10-22,54.0947
2020-10-23,53.9918
2020-10-24,53.9918
2020-10-25,53.9918
2020-10-26,55.2692
2020-10-27,56.871
2020-10-28,50.2447
2020-10-29,52.7002
2020-10-30,51.3107
2020-10-31,51.3107
2020-11-01,51.3107
2020-11-02,54.0243
2020-11-03,56.4046
2020-11-04,55.9016
2020-11-05,56.7378
2020-11-06,57.7916
2020-11-07,57.7916
2020-11-08,57.7916
2020-11-09,58.3907
2020-11-10,61.4672
2020-11-11,61.2518
2020-11-12,58.3436
2020-11-13,58.9846
2020-11-14,58.9846
2020-11-15,58.9846
2020-11-16,61.0063
2020-11-17,56.2277
2020-11-18,49.9252
2020-11-19,47.2418
2020-11-20,45.3131
2020-11-21,45.3131
2020-11-22,45.3131
2020-11-23,46.133
2020-11-24,46.8135
2020-11-25,46.8766
2020-11-26,46.8766
2020-11-27,46.1775
2020-11-28,46.1775
2020-11-29,46.1775
2020-11-30,45.1422
2020-12-01,48.7512
2020-12-02,49.0006
2020-12-03,46.5406
2020-12-04,42.1297
2020-12-05,42.1297
2020-12-06,42.1297
2020-12-07,42.7092
2020-12-08,40.468
2020-12-09,39.769
2020-12-10,39.8168
2020-12-11,41.2396
2020-12-12,41.2396
2020-12-13,41.2396
2020-12-14,40.5009
2020-12-15,42.9285
2020-12-16,42.3795
2020-12-17,44.1896
2020-12-18,43.1562
2020-12-19,43.1562
2020-12-20,43.1562
2020-12-21,41.6276
2020-12-22,39.8743
2020-12-23,41.2299
2020-12-24,41.7083
2020-12-25,41.7083
2020-12-26,41.7083
2020-12-27,41.7083
2020-12-28,40.7511
2020-12-29,41.225
2020-12-30,41.7074
2020-12-31,44.6816
2021-01-01,44.6816
2021-01-02,44.6816
2021-01-03,44.6816
2021-01-04,42.1265
2021-01-05,40.4988
2021-01-06,44.3945
2021-01-07,41.5109
2021-01-08,42.0945
2021-01-09,42.0945
2021-01-10,42.0945
2021-01-11,41.1563
2021-01-12,39.2117
2021-01-13,41.0076
2021-01-14,38.9615
2021-01-15,41.5814
2021-01-16,41.5814
2021-01-17,41.5814
2021-01-18,41.5814
2021-01-19,39.718
2021-01-20,41.2263
2021-01-21,41.7611
2021-01-22,42.9572
2021-01-23,42.9572
2021-01-24,42.9572
2021-01-25,45.9344
2021-01-26,46.1177
2021-01-27,45.0128
2021-01-28,44.2107
2021-01-29,44.7571
2021-01-30,44.7571
2021-01-31,44.7571
2021-02-01,44.3284
2021-02-02,44.5638
2021-02-03,44.1347
2021-02-04,44.4666
2021-02-05,47.3006
2021-02-06,47.3006
2021-02-07,47.3006
2021-02-08,47.538
2021-02-09,45.8295
2021-02-10,45.7822
2021-02-11,45.709
2021-02-12,42.8956
2021-02-13,42.8956
2021-02-14,42.8956
2021-02-15,42.8956
2021-02-16,41.2618
2021-02-17,44.9547
2021-02-18,45.8491
2021-02-19,42.3765
2021-02-20,42.3765
2021-02-21,42.3765
2021-02-22,42.4344
2021-02-23,44.9215
2021-02-24,42.9996
2021-02-25,41.85
2021-02-26,37.4223
2021-02-27,37.4223
2021-02-28,37.4223
2021-03-01,41.8575
2021-03-02,41.6111
2021-03-03,41.1868
2021-03-04,39.3765
2021-03-05,44.3321
2021-03-06,44.3321
2021-03-07,44.3321
2021-03-08,49.2679
2021-03-09,51.2327
2021-03-10,51.7875
2021-03-11,50.0846
2021-03-12,52.3893
2021-03-13,52.3893
2021-03-14,52.3893
2021-03-15,54.3536
2021-03-16,53.7797
2021-03-17,51.2712
2021-03-18,51.9543
2021-03-19,51.6141
2021-03-20,51.6141
2021-03-21,51.6141
2021-03-22,51.9397
2021-03-23,53.4098
2021-03-24,53.3601
2021-03-25,55.6226
2021-03-26,56.7687
2021-03-27,56.7687
2021-03-28,56.7687
2021-03-29,58.5864
2021-03-30,55.5155
2021-03-31,56.3847
2021-04-01,55.7557
2021-04-02,55.7557
2021-04-03,55.7557
2021-04-04,55.7557
2021-04-05,57.1765
2021-04-06,57.094
2021-04-07,56.6433
2021-04-08,56.6144
2021-04-09,56.8195
2021-04-10,56.8195
2021-04-11,56.8195
2021-04-12,56.6963
2021-04-13,59.4484
2021-04-14,59.2873
2021-04-15,61.222
2021-04-16,62.4257
2021-04-17,62.4257
2021-04-18,62.4257
2021-04-19,61.9116
2021-04-20,64.6616
2021-04-21,64.8341
2021-04-22,62.115
2021-04-23,61.9771
2021-04-24,61.9771
2021-04-25,61.9771
2021-04-26,59.5825
2021-04-27,58.2846
2021-04-28,56.1748
2021-04-29,59.4023
2021-04-30,61.2833
2021-05-01,61.2833
2021-05-02,61.2833
2021-05-03,62.2497
2021-05-04,59.1311
2021-05-05,54.8111
2021-05-06,56.0178
2021-05-07,55.9303
2021-05-08,55.9303
2021-05-09,55.9303
2021-05-10,58.2029
2021-05-11,55.7585
2021-05-12,51.7243
2021-05-13,54.555
2021-05-14,53.7401
2021-05-15,53.7401
2021-05-16,53.7401
2021-05-17,52.6895
2021-05-18,51.365
2021-05-19,50.8979
2021-05-20,51.5562
2021-05-21,53.9862
2021-05-22,53.9862
2021-05-23,53.9862
2021-05-24,50.9422
2021-05-25,48.2747
2021-05-26,48.1298
2021-05-27,47.0111
2021-05-28,48.7523
2021-05-29,48.7523
2021-05-30,48.7523
2021-05-31,48.7523
2021-06-01,47.2931
2021-06-02,49.5185
2021-06-03,51.9137
2021-06-04,51.409
2021-06-05,51.409
2021-06-06,51.409
2021-06-07,51.1114
2021-06-08,49.4949
2021-06-09,51.3263
2021-06-10,53.7167
2021-06-11,53.3459
2021-06-12,53.3459
2021-06-13,53.3459
2021-06-14,55.6602
2021-06-15,55.2128
2021-06-16,50.6634
2021-06-17,51.3797
2021-06-18,46.4918
2021-06-19,46.4918
2021-06-20,46.4918
2021-06-21,49.2442
2021-06-22,48.645
2021-06-23,46.0922
2021-06-24,46.2513
2021-06-25,47.5854
2021-06-26,47.5854
2021-06-27,47.5854
2021-06-28,47.933
2021-06-29,43.9231
2021-06-30,44.0909
2021-07-01,45.6063
2021-07-02,45.8873
2021-07-03,45.8873
2021-07-04,45.8873
2021-07-05,45.8873
2021-07-06,49.0971
2021-07-07,49.7504
2021-07-08,50.5643
2021-07-09,49.4943
2021-07-10,49.4943
2021-07-11,49.4943
2021-07-12,49.4943
2021-07-13,46.7172
2021-07-14,48.8112
2021-07-15,51.223
2021-07-16,53.7763
2021-07-17,53.7763
2021-07-18,53.7763
2021-07-19,50.3044
2021-07-20,49.8181
2021-07-21,47.4457
2021-07-22,46.6475
2021-07-23,49.142
2021-07-24,49.142
2021-07-25,49.142
2021-07-26,48.5611
2021-07-27,52.9168
2021-07-28,50.1641
2021-07-29,49.6009
2021-07-30,48.048
2021-07-31,48.048
2021-08-01,48.048
2021-08-02,49.28
2021-08-03,49.6659
2021-08-04,49.5878
2021-08-05,51.201
2021-08-06,50.9797
2021-08-07,50.9797
2021-08-08,50.9797
2021-08-09,50.9797
2021-08-10,52.1959
2021-08-11,53.5243
2021-08-12,54.6679
2021-08-13,55.588
2021-08-14,55.588
2021-08-15,55.588
2021-08-16,57.5004
2021-08-17,57.9004
2021-08-18,55.7297
2021-08-19,58.4491
2021-08-20,60.7362
2021-08-21,60.7362
2021-08-22,60.7362
2021-08-23,57.215
2021-08-24,55.8379
2021-08-25,55.8879
2021-08-26,55.5307
2021-08-27,54.6763
2021-08-28,54.6763
2021-08-29,54.6763
2021-08-30,54.9794
2021-08-31,53.4333
2021-09-01,56.5649
2021-09-02,57.9614
2021-09-03,56.1962
2021-09-04,56.1962
2021-09-05,56.1962
2021-09-06,56.1962
2021-09-07,50.4046
2021-09-08,53.8931
2021-09-09,55.4169
2021-09-10,52.0853
2021-09-11,52.0853
2021-09-12,52.0853
2021-09-13,50.0461
2021-09-14,49.0272
2021-09-15,47.4884
2021-09-16,45.9468
2021-09-17,44.0158
2021-09-18,44.0158
2021-09-19,44.0158
2021-09-20,45.4219
2021-09-21,45.2017
2021-09-22,46.1913
2021-09-23,44.7229
2021-09-24,45.7079
2021-09-25,45.7079
2021-09-26,45.7079
2021-09-27,43.7665
2021-09-28,42.1548
2021-09-29,45.8783
2021-09-30,42.7493
2021-10-01,41.1556
2021-10-02,41.1556
2021-10-03,41.1556
2021-10-04,44.2762
2021-10-05,43.0075
2021-10-06,46.8495
2021-10-07,46.1092
2021-10-08,43.5509
2021-10-09,43.5509
2021-10-10,43.5509
2021-10-11,42.3257
2021-10-12,43.4605
2021-10-13,45.8047
2021-10-14,46.5598
2021-10-15,45.2779
2021-10-16,45.2779
2021-10-17,45.2779
2021-10-18,42.7541
2021-10-19,50.8575
2021-10-20,53.7063
2021-10-21,55.0827
2021-10-22,55.0827
2021-10-23,55.0827
2021-10-24,55.0827
2021-10-25,53.1734
2021-10-26,53.3639
2021-10-27,51.9075
2021-10-28,52.6867
2021-10-29,51.6721
2021-10-30,51.6721
2021-10-31,51.6721
2021-11-01,50.3988
2021-11-02,50.5925
2021-11-03,50.567
2021-11-04,50.4616
2021-11-05,53.2115
2021-11-06,53.2115
2021-11-07,53.2115
2021-11-08,48.2542
2021-11-09,48.2542
2021-11-10,51.0094
2021-11-11,49.4975
2021-11-12,48.6899
2021-11-13,48.6899
2021-11-14,48.6899
2021-11-15,51.517
2021-11-16,50.3342
2021-11-17,50.182
2021-11-18,49.767
2021-11-19,47.241
2021-11-20,47.241
2021-11-21,47.241
2021-11-22,46.8718
2021-11-23,49.015
2021-11-24,49.2323
2021-11-25,49.2323
2021-11-26,46.1069
2021-11-27,46.1069
2021-11-28,46.1069
2021-11-29,48.1819
2021-11-30,41.1458
2021-12-01,40.4811
2021-12-02,44.7901
2021-12-03,47.692
2021-12-04,47.692
2021-12-05,47.692
2021-12-06,50.4958
2021-12-07,52.9384
2021-12-08,52.1871
2021-12-09,54.3404
2021-12-10,53.7966
2021-12-11,53.7966
2021-12-12,53.7966
2021-12-13,55.3831
2021-12-14,55.0121
2021-12-15,58.109
2021-12-16,58.7876
2021-12-17,54.039
2021-12-18,54.039
2021-12-19,54.039
2021-12-20,56.5293
2021-12-21,54.641
2021-12-22,54.6601
2021-12-23,55.0324
2021-12-24,55.0324
2021-12-25,55.0324
2021-12-26,55.0324
2021-12-27,55.2126
2021-12-28,56.1815
2021-12-29,57.1992
2021-12-30,57.2998
2021-12-31,57.4858
2022-01-01,57.4858
2022-01-02,57.4858
2022-01-03,56.8876
2022-01-04,56.1677
2022-01-05,58.5754
2022-01-06,58.129
2022-01-07,60.5153
2022-01-08,60.5153
2022-01-09,60.5153
2022-01-10,59.3589
2022-01-11,57.2733
2022-01-12,57.6907
2022-01-13,58.6368
2022-01-14,56.8626
2022-01-15,56.8626
2022-01-16,56.8626
2022-01-17,56.8626
2022-01-18,54.7643
2022-01-19,56.1094
2022-01-20,56.2511
2022-01-21,56.7802
2022-01-22,56.7802
2022-01-23,56.7802
2022-01-24,54.2209
2022-01-25,52.7394
2022-01-26,51.2335
2022-01-27,53.2263
2022-01-28,56.3049
2022-01-29,56.3049
2022-01-30,56.3049
2022-01-31,58.9858
2022-02-01,57.0836
2022-02-02,59.8277
2022-02-03,58.8916
2022-02-04,56.4454
2022-02-05,56.4454
2022-02-06,56.4454
2022-02-07,56.4162
2022-02-08,56.7863
2022-02-09,56.7552
2022-02-10,50.7875
2022-02-11,52.8442
2022-02-12,52.8442
2022-02-13,52.8442
2022-02-14,51.9512
2022-02-15,50.4026
2022-02-16,51.6869
2022-02-17,52.8736
2022-02-18,52.899
2022-02-19,52.899
2022-02-20,52.899
2022-02-21,52.899
2022-02-22,53.4712
2022-02-23,48.6624
2022-02-24,47.4379
2022-02-25,53.7796
2022-02-26,53.7796
2022-02-27,53.7796
2022-02-28,53.3584
2022-03-01,52.7178
2022-03-02,54.7548
2022-03-03,57.4528
2022-03-04,61.3032
2022-03-05,61.3032
2022-03-06,61.3032
2022-03-07,62.4571
2022-03-08,57.5672
2022-03-09,56.1445
2022-03-10,58.4402
2022-03-11,58.533
2022-03-12,58.533
2022-03-13,58.533
2022-03-14,56.0972
2022-03-15,55.3369
2022-03-16,54.6726
2022-03-17,58.4985
2022-03-18,54.9672
2022-03-19,54.9672
2022-03-20,54.9672
2022-03-21,56.0496
2022-03-22,55.6297
2022-03-23,55.5537
2022-03-24,56.9132
2022-03-25,60.0631
2022-03-26,60.0631
2022-03-27,60.0631
2022-03-28,60.5455
2022-03-29,61.6977
2022-03-30,62.6355
2022-03-31,61.3126
2022-04-01,63.66
2022-04-02,63.66
2022-04-03,63.66
2022-04-04,60.9052
2022-04-05,62.1835
2022-04-06,64.9844
2022-04-07,64.4763
2022-04-08,65.5896
2022-04-09,65.5896
2022-04-10,65.5896
2022-04-11,63.1443
2022-04-12,62.7783
2022-04-13,62.2045
2022-04-14,62.576
2022-04-15,62.576
2022-04-16,62.576
2022-04-17,62.576
2022-04-18,60.8951
2022-04-19,61.1602
2022-04-20,61.199
2022-04-21,59.8361
2022-04-22,55.0513
2022-04-23,55.0513
2022-04-24,55.0513
2022-04-25,54.1606
2022-04-26,51.5712
2022-04-27,51.0863
2022-04-28,52.2833
2022-04-29,46.882
2022-04-30,46.882
2022-05-01,46.882
2022-05-02,45.5928
2022-05-03,46.0609
2022-05-04,49.2716
2022-05-05,50.5329
2022-05-06,52.7787
2022-05-07,52.7787
2022-05-08,52.7787
2022-05-09,52.1538
2022-05-10,47.906
2022-05-11,50.3556
2022-05-12,50.0799
2022-05-13,51.699
2022-05-14,51.699
2022-05-15,51.699
2022-05-16,51.8809
2022-05-17,53.1584
2022-05-18,49.313
2022-05-19,48.2902
2022-05-20,49.0912
2022-05-21,49.0912
2022-05-22,49.0912
2022-05-23,50.3685
2022-05-24,54.4916
2022-05-25,53.8413
2022-05-26,53.6376
2022-05-27,54.9171
2022-05-28,54.9171
2022-05-29,54.9171
2022-05-30,54.9171
2022-05-31,52.4884
2022-06-01,51.2172
2022-06-02,52.2517
2022-06-03,50.3092
2022-06-04,50.3092
2022-06-05,50.3092
2022-06-06,50.3588
2022-06-07,51.2891
2022-06-08,46.6233
2022-06-09,42.7286
2022-06-10,42.6688
2022-06-11,42.6688
2022-06-12,42.6688
2022-06-13,37.2888
2022-06-14,34.6861
2022-06-15,35.4449
2022-06-16,34.7002
2022-06-17,33.2963
2022-06-18,33.2963
2022-06-19,33.2963
2022-06-20,33.2963
2022-06-21,36.5019
2022-06-22,38.6902
2022-06-23,42.8839
2022-06-24,45.1067
2022-06-25,45.1067
2022-06-26,45.1067
2022-06-27,46.1577
2022-06-28,45.9869
2022-06-29,47.0895
2022-06-30,48.8316
2022-07-01,51.8031
2022-07-02,51.8031
2022-07-03,51.8031
2022-07-04,51.8031
2022-07-05,48.1423
2022-07-06,49.3693
2022-07-07,48.9499
2022-07-08,48.0651
2022-07-09,48.0651
2022-07-10,48.0651
2022-07-11,48.9332
2022-07-12,47.8372
2022-07-13,46.6342
2022-07-14,46.8918
2022-07-15,47.9085
2022-07-16,47.9085
2022-07-17,47.9085
2022-07-18,45.4192
2022-07-19,44.9522
2022-07-20,41.129
2022-07-21,41.6145
2022-07-22,45.045
2022-07-23,45.045
2022-07-24,45.045
2022-07-25,47.8931
2022-07-26,49.3064
2022-07-27,49.2002
2022-07-28,53.5848
2022-07-29,54.8402
2022-07-30,54.8402
2022-07-31,54.8402
2022-08-01,55.8873
2022-08-02,54.9922
2022-08-03,56.9446
2022-08-04,56.193
2022-08-05,55.4119
2022-08-06,55.4119
2022-08-07,55.4119
2022-08-08,52.6218
2022-08-09,54.6056
2022-08-10,54.0382
2022-08-11,53.1338
2022-08-12,55.3123
2022-08-13,55.3123
2022-08-14,55.3123
2022-08-15,58.691
2022-08-16,60.0641
2022-08-17,60.3537
2022-08-18,60.4062
2022-08-19,60.3236
2022-08-20,60.3236
2022-08-21,60.3236
2022-08-22,57.4804
2022-08-23,55.8214
2022-08-24,56.591
2022-08-25,56.5641
2022-08-26,53.3716
2022-08-27,53.3716
2022-08-28,53.3716
2022-08-29,54.5251
2022-08-30,51.3747
2022-08-31,50.1014
2022-09-01,52.8707
2022-09-02,51.5918
2022-09-03,51.5918
2022-09-04,51.5918
2022-09-05,51.5918
2022-09-06,50.8003
2022-09-07,54.8998
2022-09-08,53.3901
2022-09-09,54.2095
2022-09-10,54.2095
2022-09-11,54.2095
2022-09-12,56.3274
2022-09-13,51.6683
2022-09-14,52.0866
2022-09-15,48.7679
2022-09-16,48.5573
2022-09-17,48.5573
2022-09-18,48.5573
2022-09-19,49.3714
2022-09-20,46.9178
2022-09-21,44.7188
2022-09-22,43.7733
2022-09-23,42.4655
2022-09-24,42.4655
2022-09-25,42.4655
2022-09-26,39.1186
2022-09-27,36.313
2022-09-28,38.4085
2022-09-29,33.2301
2022-09-30,31.0106
2022-10-01,31.0106
2022-10-02,31.0106
2022-10-03,35.5334
2022-10-04,36.4262
2022-10-05,33.5106
2022-10-06,30.4247
2022-10-07,29.0025
2022-10-08,29.0025
2022-10-09,29.0025
2022-10-10,29.2423
2022-10-11,29.976
2022-10-12,28.0008
2022-10-13,33.0093
2022-10-14,32.2964
2022-10-15,32.2964
2022-10-16,32.2964
2022-10-17,34.2483
2022-10-18,36.7005
2022-10-19,35.7695
2022-10-20,34.4098
2022-10-21,36.5916
2022-10-22,36.5916
2022-10-23,36.5916
2022-10-24,37.5132
2022-10-25,39.2449
2022-10-26,39.6253
2022-10-27,40.1102
2022-10-28,43.9129
2022-10-29,43.9129
2022-10-30,43.9129
2022-10-31,44.9062
2022-11-01,44.5419
2022-11-02,43.5478
2022-11-03,43.9096
2022-11-04,40.9113
2022-11-05,40.9113
2022-11-06,40.9113
2022-11-07,35.8574
2022-11-08,35.5108
2022-11-09,33.2268
2022-11-10,36.9455
2022-11-11,36.1864
2022-11-12,36.1864
2022-11-13,36.1864
2022-11-14,32.578
2022-11-15,34.2641
2022-11-16,35.5864
2022-11-17,34.3715
2022-11-18,35.8156
2022-11-19,35.8156
2022-11-20,35.8156
2022-11-21,36.5108
2022-11-22,37.8127
2022-11-23,39.2289
2022-11-24,39.2289
2022-11-25,40.133
2022-11-26,40.133
2022-11-27,40.133
2022-11-28,39.0395
2022-11-29,38.038
2022-11-30,40.5261
2022-12-01,40.4342
2022-12-02,40.6263
2022-12-03,40.6263
2022-12-04,40.6263
2022-12-05,39.0627
2022-12-06,37.784
2022-12-07,37.473
2022-12-08,38.0846
2022-12-09,38.0713
2022-12-10,38.0713
2022-12-11,38.0713
2022-12-12,41.6504
2022-12-13,41.6504
2022-12-14,40.6016
2022-12-15,39.971
2022-12-16,39.6451
2022-12-17,39.6451
2022-12-18,39.6451
2022-12-19,41.0685
2022-12-20,41.8121
2022-12-21,42.874
2022-12-22,43.8662
2022-12-23,44.5455
2022-12-24,44.5455
2022-12-25,44.5455
2022-12-26,44.5455
2022-12-27,46.7457
2022-12-28,46.1337
2022-12-29,46.5409
2022-12-30,45.9027
2022-12-31,45.9027
2023-01-01,45.9027
2023-01-02,45.9027
2023-01-03,49.5903
2023-01-04,50.1021
2023-01-05,46.538
2023-01-06,47.4441
2023-01-07,47.4441
2023-01-08,47.4441
2023-01-09,46.8828
2023-01-10,47.4343
2023-01-11,48.6971
2023-01-12,49.8969
2023-01-13,49.9198
2023-01-14,49.9198
2023-01-15,49.9198
2023-01-16,49.9198
2023-01-17,48.9947
2023-01-18,47.3825
2023-01-19,47.8822
2023-01-20,48.9113
2023-01-21,48.9113
2023-01-22,48.9113
2023-01-23,50.2738
2023-01-24,49.0677
2023-01-25,48.6733
2023-01-26,49.3576
2023-01-27,49.0196
2023-01-28,49.0196
2023-01-29,49.0196
2023-01-30,49.6778
2023-01-31,52.2047
2023-02-01,50.7075
2023-02-02,47.8175
2023-02-03,43.7169
2023-02-04,43.7169
2023-02-05,43.7169
2023-02-06,47.6695
2023-02-07,47.3463
2023-02-08,42.9758
2023-02-09,39.5524
2023-02-10,44.085
2023-02-11,44.085
2023-02-12,44.085
2023-02-13,42.4478
2023-02-14,41.4222
2023-02-15,41.8979
2023-02-16,41.6219
2023-02-17,43.1713
2023-02-18,43.1713
2023-02-19,43.1713
2023-02-20,43.1713
2023-02-21,42.0176
2023-02-22,41.276
2023-02-23,40.48
2023-02-24,39.9299
2023-02-25,39.9299
2023-02-26,39.9299
2023-02-27,38.674
2023-02-28,37.3849
2023-03-01,35.8527
2023-03-02,38.6004
2023-03-03,41.2939
2023-03-04,41.2939
2023-03-05,41.2939
2023-03-06,41.3779
2023-03-07,38.8655
2023-03-08,39.7324
2023-03-09,38.4356
2023-03-10,36.5403
2023-03-11,36.5403
2023-03-12,36.5403
2023-03-13,39.4262
2023-03-14,40.8595
2023-03-15,44.0802
2023-03-16,44.0182
2023-03-17,43.0168
2023-03-18,43.0168
2023-03-19,43.0168
2023-03-20,43.6249
