,YORW US Equity
2023-03-20,51.2448
2023-03-21,49.1001
2023-03-22,45.9644
2023-03-23,44.9926
2023-03-24,49.5966
2023-03-25,49.5966
2023-03-26,49.5966
2023-03-27,49.658
2023-03-28,50.1604
2023-03-29,50.5434
2023-03-30,50.7066
2023-03-31,51.2723
2023-04-01,51.2723
2023-04-02,51.2723
2023-04-03,51.8773
2023-04-04,53.0824
2023-04-05,55.3935
2023-04-06,56.3814
2023-04-07,56.3814
2023-04-08,56.3814
2023-04-09,56.3814
2023-04-10,57.1182
2023-04-11,57.1182
2023-04-12,55.7739
2023-04-13,55.5625
2023-04-14,50.8205
2023-04-15,50.8205
2023-04-16,50.8205
2023-04-17,49.3557
2023-04-18,47.2429
2023-04-19,46.8281
2023-04-20,48.4662
2023-04-21,48.7385
2023-04-22,48.7385
2023-04-23,48.7385
2023-04-24,46.8017
2023-04-25,45.3251
2023-04-26,43.6299
2023-04-27,42.6724
2023-04-28,40.9107
2023-04-29,40.9107
2023-04-30,40.9107
2023-05-01,41.7252
2023-05-02,40.2582
2023-05-03,40.8197
2023-05-04,43.5198
2023-05-05,43.7896
2023-05-06,43.7896
2023-05-07,43.7896
2023-05-08,45.2769
2023-05-09,45.2769
2023-05-10,47.0488
2023-05-11,45.7139
2023-05-12,49.2209
2023-05-13,49.2209
2023-05-14,49.2209
2023-05-15,48.4917
2023-05-16,48.5356
2023-05-17,47.3684
2023-05-18,46.6636
2023-05-19,43.22
2023-05-20,43.22
2023-05-21,43.22
2023-05-22,45.8506
2023-05-23,46.896
2023-05-24,44.9822
2023-05-25,42.7362
2023-05-26,45.1513
2023-05-27,45.1513
2023-05-28,45.1513
2023-05-29,45.1513
2023-05-30,44.5163
2023-05-31,45.2657
2023-06-01,43.3357
2023-06-02,48.6637
2023-06-03,48.6637
2023-06-04,48.6637
2023-06-05,47.546
2023-06-06,50.8858
2023-06-07,55.6383
2023-06-08,56.4457
2023-06-09,55.1174
2023-06-10,55.1174
2023-06-11,55.1174
2023-06-12,49.3038
2023-06-13,49.062
2023-06-14,46.501
2023-06-15,47.9435
2023-06-16,50.8273
2023-06-17,50.8273
2023-06-18,50.8273
2023-06-19,50.8273
2023-06-20,49.9888
2023-06-21,50.5862
2023-06-22,49.8971
2023-06-23,44.6637
2023-06-24,44.6637
2023-06-25,44.6637
2023-06-26,45.2651
2023-06-27,44.5452
2023-06-28,44.1661
2023-06-29,43.1876
2023-06-30,43.4407
2023-07-01,43.4407
2023-07-02,43.4407
2023-07-03,44.5063
2023-07-04,44.5063
2023-07-05,42.9655
2023-07-06,41.8892
2023-07-07,40.155
2023-07-08,40.155
2023-07-09,40.155
2023-07-10,39.7832
2023-07-11,44.3573
2023-07-12,46.9089
2023-07-13,49.7112
2023-07-14,48.6346
2023-07-15,48.6346
2023-07-16,48.6346
2023-07-17,46.8503
2023-07-18,45.2345
2023-07-19,48.3445
2023-07-20,51.3772
2023-07-21,50.7677
2023-07-22,50.7677
2023-07-23,50.7677
2023-07-24,49.4122
2023-07-25,48.8091
2023-07-26,48.0244
2023-07-27,45.4475
2023-07-28,45.4878
2023-07-29,45.4878
2023-07-30,45.4878
2023-07-31,46.1877
2023-08-01,44.2848
2023-08-02,45.2604
2023-08-03,43.8781
2023-08-04,45.4298
2023-08-05,45.4298
2023-08-06,45.4298
2023-08-07,48.6528
2023-08-08,47.3705
2023-08-09,47.1867
2023-08-10,46.7365
2023-08-11,49.3208
2023-08-12,49.3208
2023-08-13,49.3208
2023-08-14,51.6684
2023-08-15,49.3809
2023-08-16,48.2382
2023-08-17,47.184
2023-08-18,49.5078
2023-08-19,49.5078
2023-08-20,49.5078
2023-08-21,46.6752
2023-08-22,47.6936
2023-08-23,48.4272
2023-08-24,47.6212
2023-08-25,48.0471
2023-08-26,48.0471
2023-08-27,48.0471
2023-08-28,46.332
2023-08-29,46.9992
2023-08-30,45.1042
2023-08-31,45.5216
2023-09-01,44.1332
2023-09-02,44.1332
2023-09-03,44.1332
2023-09-04,44.1332
2023-09-05,43.6738
2023-09-06,43.1321
2023-09-07,44.1559
2023-09-08,44.3631
2023-09-09,44.3631
2023-09-10,44.3631
2023-09-11,43.8164
2023-09-12,44.0905
2023-09-13,44.7045
2023-09-14,47.2644
2023-09-15,46.9296
2023-09-16,46.9296
2023-09-17,46.9296
2023-09-18,44.8188
2023-09-19,42.5319
2023-09-20,39.8614
2023-09-21,40.1559
2023-09-22,37.3906
2023-09-23,37.3906
2023-09-24,37.3906
2023-09-25,39.5725
2023-09-26,38.0167
2023-09-27,37.7971
2023-09-28,35.3969
2023-09-29,35.3969
2023-09-30,35.3969
2023-10-01,35.3969
2023-10-02,33.3868
2023-10-03,31.7694
2023-10-04,33.186
2023-10-05,35.9978
2023-10-06,39.3983
2023-10-07,39.3983
2023-10-08,39.3983
2023-10-09,40.691
2023-10-10,40.3426
2023-10-11,39.8718
2023-10-12,37.9623
2023-10-13,36.515
2023-10-14,36.515
2023-10-15,36.515
2023-10-16,36.515
2023-10-17,36.965
2023-10-18,34.5405
2023-10-19,34.1258
2023-10-20,32.8017
2023-10-21,32.8017
2023-10-22,32.8017
2023-10-23,31.7875
2023-10-24,33.8355
2023-10-25,33.7656
2023-10-26,37.5689
2023-10-27,36.2104
2023-10-28,36.2104
2023-10-29,36.2104
2023-10-30,35.1512
2023-10-31,38.671
2023-11-01,39.2907
2023-11-02,41.9604
2023-11-03,48.6029
2023-11-04,48.6029
2023-11-05,48.6029
2023-11-06,48.7001
2023-11-07,47.5832
2023-11-08,45.9044
2023-11-09,43.7466
2023-11-10,42.7488
2023-11-11,42.7488
2023-11-12,42.7488
2023-11-13,42.2504
2023-11-14,53.5118
2023-11-15,50.9528
2023-11-16,51.2343
2023-11-17,50.2541
2023-11-18,50.2541
2023-11-19,50.2541
2023-11-20,47.0932
2023-11-21,46.8198
2023-11-22,48.8389
2023-11-23,48.8389
2023-11-24,51.253
2023-11-25,51.253
2023-11-26,51.253
2023-11-27,50.6983
2023-11-28,48.8068
2023-11-29,49.7126
2023-11-30,50.5741
2023-12-01,53.2659
2023-12-02,53.2659
2023-12-03,53.2659
2023-12-04,56.3318
2023-12-05,54.461
2023-12-06,55.5413
2023-12-07,55.5413
2023-12-08,54.5856
2023-12-09,54.5856
2023-12-10,54.5856
2023-12-11,51.2982
2023-12-12,52.0451
2023-12-13,57.3126
2023-12-14,56.7598
2023-12-15,50.3164
2023-12-16,50.3164
2023-12-17,50.3164
2023-12-18,50.767
2023-12-19,53.1475
2023-12-20,50.2109
2023-12-21,50.323
2023-12-22,51.1198
2023-12-23,51.1198
2023-12-24,51.1198
2023-12-25,51.1198
2023-12-26,54.1623
2023-12-27,54.3373
2023-12-28,53.3244
2023-12-29,51.2978
2023-12-30,51.2978
2023-12-31,51.2978
2024-01-01,51.2978
2024-01-02,50.2495
2024-01-03,47.9494
2024-01-04,46.4941
2024-01-05,45.1845
2024-01-06,45.1845
2024-01-07,45.1845
2024-01-08,46.3143
2024-01-09,44.8078
2024-01-10,48.5648
2024-01-11,44.6439
2024-01-12,45.5856
2024-01-13,45.5856
2024-01-14,45.5856
2024-01-15,45.5856
2024-01-16,43.8413
2024-01-17,42.4205
2024-01-18,41.8151
2024-01-19,42.397
2024-01-20,42.397
2024-01-21,42.397
2024-01-22,45.4362
2024-01-23,44.7385
2024-01-24,41.723
2024-01-25,42.6891
2024-01-26,42.4904
2024-01-27,42.4904
2024-01-28,42.4904
2024-01-29,44.236
2024-01-30,43.0573
2024-01-31,44.0551
2024-02-01,47.2292
2024-02-02,45.0212
2024-02-03,45.0212
2024-02-04,45.0212
2024-02-05,43.2715
2024-02-06,44.9214
2024-02-07,44.118
2024-02-08,46.1955
2024-02-09,48.2281
2024-02-10,48.2281
2024-02-11,48.2281
2024-02-12,50.6675
2024-02-13,44.7562
2024-02-14,45.8455
2024-02-15,50.0318
2024-02-16,48.8763
2024-02-17,48.8763
2024-02-18,48.8763
2024-02-19,48.8763
2024-02-20,48.8077
2024-02-21,47.9718
2024-02-22,46.1986
2024-02-23,45.4302
2024-02-24,45.4302
2024-02-25,45.4302
2024-02-26,45.16
2024-02-27,44.7128
2024-02-28,43.8467
2024-02-29,45.7655
2024-03-01,47.7388
2024-03-02,47.7388
2024-03-03,47.7388
2024-03-04,47.3595
2024-03-05,44.7136
2024-03-06,45.6301
2024-03-07,45.5186
2024-03-08,46.5987
2024-03-09,46.5987
2024-03-10,46.5987
2024-03-11,48.8287
2024-03-12,47.0742
2024-03-13,49.9093
2024-03-14,47.7
2024-03-15,47.7427
2024-03-16,47.7427
2024-03-17,47.7427
2024-03-18,46.0684
2024-03-19,46.2045
2024-03-20,47.2155
2024-03-21,49.1045
2024-03-22,47.1911
2024-03-23,47.1911
2024-03-24,47.1911
2024-03-25,47.0262
2024-03-26,46.647
2024-03-27,49.723
2024-03-28,51.05
2024-03-29,51.05
2024-03-30,51.05
2024-03-31,51.05
2024-04-01,48.9558
2024-04-02,46.7201
2024-04-03,45.3066
2024-04-04,46.173
2024-04-05,44.3558
2024-04-06,44.3558
2024-04-07,44.3558
2024-04-08,46.3928
