,UNP US Equity
,RSI_30D
2020-01-01,62.2459
2020-01-02,63.3679
2020-01-03,61.7142
2020-01-04,61.7142
2020-01-05,61.7142
2020-01-06,59.7751
2020-01-07,58.1176
2020-01-08,59.7722
2020-01-09,58.6415
2020-01-10,57.2295
2020-01-11,57.2295
2020-01-12,57.2295
2020-01-13,58.9569
2020-01-14,59.7295
2020-01-15,59.7295
2020-01-16,62.3424
2020-01-17,63.4657
2020-01-18,63.4657
2020-01-19,63.4657
2020-01-20,63.4657
2020-01-21,59.7521
2020-01-22,57.8779
2020-01-23,62.8146
2020-01-24,61.0298
2020-01-25,61.0298
2020-01-26,61.0298
2020-01-27,53.5185
2020-01-28,54.4594
2020-01-29,56.1393
2020-01-30,57.1256
2020-01-31,53.5979
2020-02-01,53.5979
2020-02-02,53.5979
2020-02-03,54.2938
2020-02-04,56.5783
2020-02-05,57.942
2020-02-06,58.6822
2020-02-07,56.3876
2020-02-08,56.3876
2020-02-09,56.3876
2020-02-10,57.028
2020-02-11,55.6493
2020-02-12,56.8773
2020-02-13,56.6485
2020-02-14,55.9708
2020-02-15,55.9708
2020-02-16,55.9708
2020-02-17,55.9708
2020-02-18,53.9874
2020-02-19,55.1976
2020-02-20,55.0905
2020-02-21,53.2939
2020-02-22,53.2939
2020-02-23,53.2939
2020-02-24,48.502
2020-02-25,43.6275
2020-02-26,40.0097
2020-02-27,36.8202
2020-02-28,37.0114
2020-02-29,37.0114
2020-03-01,37.0114
2020-03-02,37.5569
2020-03-03,35.7443
2020-03-04,40.5251
2020-03-05,36.3488
2020-03-06,37.3949
2020-03-07,37.3949
2020-03-08,37.3949
2020-03-09,28.6626
2020-03-10,36.9244
2020-03-11,34.9202
2020-03-12,31.7019
2020-03-13,38.9268
2020-03-14,38.9268
2020-03-15,38.9268
2020-03-16,33.1606
2020-03-17,35.0348
2020-03-18,31.5247
2020-03-19,34.8012
2020-03-20,33.8301
2020-03-21,33.8301
2020-03-22,33.8301
2020-03-23,32.8834
2020-03-24,39.6965
2020-03-25,41.3737
2020-03-26,45.1179
2020-03-27,44.0724
2020-03-28,44.0724
2020-03-29,44.0724
2020-03-30,44.517
2020-03-31,44.8484
2020-04-01,43.3962
2020-04-02,45.5256
2020-04-03,44.4728
2020-04-04,44.4728
2020-04-05,44.4728
2020-04-06,48.0439
2020-04-07,47.3347
2020-04-08,48.7793
2020-04-09,48.4622
2020-04-10,48.4622
2020-04-11,48.4622
2020-04-12,48.4622
2020-04-13,47.8013
2020-04-14,48.6212
2020-04-15,47.7553
2020-04-16,46.7595
2020-04-17,49.1818
2020-04-18,49.1818
2020-04-19,49.1818
2020-04-20,47.9277
2020-04-21,47.0945
2020-04-22,48.2329
2020-04-23,50.3645
2020-04-24,51.8657
2020-04-25,51.8657
2020-04-26,51.8657
2020-04-27,52.9769
2020-04-28,53.8976
2020-04-29,54.5459
2020-04-30,53.0571
2020-05-01,51.6479
2020-05-02,51.6479
2020-05-03,51.6479
2020-05-04,50.8409
2020-05-05,51.5127
2020-05-06,50.5596
2020-05-07,51.4179
2020-05-08,52.3276
2020-05-09,52.3276
2020-05-10,52.3276
2020-05-11,51.6363
2020-05-12,50.2435
2020-05-13,49.6381
2020-05-14,49.4901
2020-05-15,48.8868
2020-05-16,48.8868
2020-05-17,48.8868
2020-05-18,52.7959
2020-05-19,52.8622
2020-05-20,55.9549
2020-05-21,54.6188
2020-05-22,55.3288
2020-05-23,55.3288
2020-05-24,55.3288
2020-05-25,55.3288
2020-05-26,57.4099
2020-05-27,59.0504
2020-05-28,57.6664
2020-05-29,57.2838
2020-05-30,57.2838
2020-05-31,57.2838
2020-06-01,57.0669
2020-06-02,57.7292
2020-06-03,60.8166
2020-06-04,59.7873
2020-06-05,63.134
2020-06-06,63.134
2020-06-07,63.134
2020-06-08,61.1473
2020-06-09,59.0258
2020-06-10,57.4184
2020-06-11,51.026
2020-06-12,52.3328
2020-06-13,52.3328
2020-06-14,52.3328
2020-06-15,53.1165
2020-06-16,54.462
2020-06-17,54.5508
2020-06-18,54.3753
2020-06-19,52.7306
2020-06-20,52.7306
2020-06-21,52.7306
2020-06-22,52.9026
2020-06-23,53.4827
2020-06-24,51.3344
2020-06-25,52.1023
2020-06-26,49.6857
2020-06-27,49.6857
2020-06-28,49.6857
2020-06-29,51.2193
2020-06-30,53.0555
2020-07-01,51.8143
2020-07-02,52.958
2020-07-03,52.958
2020-07-04,52.958
2020-07-05,52.958
2020-07-06,54.5212
2020-07-07,53.1104
2020-07-08,52.672
2020-07-09,50.8813
2020-07-10,51.1068
2020-07-11,51.1068
2020-07-12,51.1068
2020-07-13,52.6692
2020-07-14,54.152
2020-07-15,55.4783
2020-07-16,56.7619
2020-07-17,58.9254
2020-07-18,58.9254
2020-07-19,58.9254
2020-07-20,56.3546
2020-07-21,56.9932
2020-07-22,57.3591
2020-07-23,54.4441
2020-07-24,55.0484
2020-07-25,55.0484
2020-07-26,55.0484
2020-07-27,55.4306
2020-07-28,53.8012
2020-07-29,55.7926
2020-07-30,52.4021
2020-07-31,52.7177
2020-08-01,52.7177
2020-08-02,52.7177
2020-08-03,51.883
2020-08-04,52.8528
2020-08-05,55.0456
2020-08-06,56.2346
2020-08-07,58.0166
2020-08-08,58.0166
2020-08-09,58.0166
2020-08-10,60.0058
2020-08-11,61.6826
2020-08-12,62.3727
2020-08-13,60.7588
2020-08-14,61.8243
2020-08-15,61.8243
2020-08-16,61.8243
2020-08-17,62.7516
2020-08-18,60.2888
2020-08-19,60.4155
2020-08-20,59.6047
2020-08-21,60.4836
2020-08-22,60.4836
2020-08-23,60.4836
2020-08-24,61.0101
2020-08-25,62.2403
2020-08-26,61.7408
2020-08-27,61.8064
2020-08-28,62.7256
2020-08-29,62.7256
2020-08-30,62.7256
2020-08-31,60.2931
2020-09-01,62.1879
2020-09-02,62.4527
2020-09-03,57.4818
2020-09-04,57.8393
2020-09-05,57.8393
2020-09-06,57.8393
2020-09-07,57.8393
2020-09-08,55.7995
2020-09-09,58.3715
2020-09-10,58.5023
2020-09-11,60.1854
2020-09-12,60.1854
2020-09-13,60.1854
2020-09-14,61.81
2020-09-15,63.6765
2020-09-16,62.8217
2020-09-17,62.9463
2020-09-18,61.2389
2020-09-19,61.2389
2020-09-20,61.2389
2020-09-21,56.2873
2020-09-22,58.2846
2020-09-23,55.8971
2020-09-24,56.7224
2020-09-25,58.2085
2020-09-26,58.2085
2020-09-27,58.2085
2020-09-28,58.9724
2020-09-29,57.1356
2020-09-30,56.829
2020-10-01,54.6641
2020-10-02,56.0548
2020-10-03,56.0548
2020-10-04,56.0548
2020-10-05,59.0977
2020-10-06,57.5145
2020-10-07,60.5005
2020-10-08,59.7995
2020-10-09,60.915
2020-10-10,60.915
2020-10-11,60.915
2020-10-12,61.2321
2020-10-13,58.3534
2020-10-14,59.4197
2020-10-15,61.6638
2020-10-16,62.2256
2020-10-17,62.2256
2020-10-18,62.2256
2020-10-19,58.6436
2020-10-20,59.2916
2020-10-21,53.6262
2020-10-22,45.9486
2020-10-23,46.5896
2020-10-24,46.5896
2020-10-25,46.5896
