,ASIX US Equity
2020-06-12,50.628
2020-06-13,50.628
2020-06-14,50.628
2020-06-15,50.2214
2020-06-16,50.846
2020-06-17,49.1054
2020-06-18,47.6324
2020-06-19,47.3244
2020-06-20,47.3244
2020-06-21,47.3244
2020-06-22,47.203
2020-06-23,47.3149
2020-06-24,45.8819
2020-06-25,46.5575
2020-06-26,46.143
2020-06-27,46.143
2020-06-28,46.143
2020-06-29,48.2006
2020-06-30,48.319
2020-07-01,46.2414
2020-07-02,47.9769
2020-07-03,47.9769
2020-07-04,47.9769
2020-07-05,47.9769
2020-07-06,48.8166
2020-07-07,47.5961
2020-07-08,46.3962
2020-07-09,44.9511
2020-07-10,45.4814
2020-07-11,45.4814
2020-07-12,45.4814
2020-07-13,46.4814
2020-07-14,46.2183
2020-07-15,48.4325
2020-07-16,48.0603
2020-07-17,49.1714
2020-07-18,49.1714
2020-07-19,49.1714
2020-07-20,47.8557
2020-07-21,49.5255
2020-07-22,48.9955
2020-07-23,49.4848
2020-07-24,49.6988
2020-07-25,49.6988
2020-07-26,49.6988
2020-07-27,50.0996
2020-07-28,49.3234
2020-07-29,50.6786
2020-07-30,50.1392
2020-07-31,52.1344
2020-08-01,52.1344
2020-08-02,52.1344
2020-08-03,50.7471
2020-08-04,51.5098
2020-08-05,52.4244
2020-08-06,52.3393
2020-08-07,53.2423
2020-08-08,53.2423
2020-08-09,53.2423
2020-08-10,54.9691
2020-08-11,56.1963
2020-08-12,58.0595
2020-08-13,58.2714
2020-08-14,57.2247
2020-08-15,57.2247
2020-08-16,57.2247
2020-08-17,57.4131
2020-08-18,56.6899
2020-08-19,57.4814
2020-08-20,56.5197
2020-08-21,53.2432
2020-08-22,53.2432
2020-08-23,53.2432
2020-08-24,55.4554
2020-08-25,53.3848
2020-08-26,52.279
2020-08-27,53.6605
2020-08-28,55.6527
2020-08-29,55.6527
2020-08-30,55.6527
2020-08-31,50.3359
2020-09-01,53.0623
2020-09-02,54.8236
2020-09-03,54.1835
2020-09-04,54.7303
2020-09-05,54.7303
2020-09-06,54.7303
2020-09-07,54.7303
2020-09-08,51.548
2020-09-09,51.4155
2020-09-10,48.29
2020-09-11,47.674
2020-09-12,47.674
2020-09-13,47.674
2020-09-14,47.5902
2020-09-15,47.8744
2020-09-16,48.784
2020-09-17,49.5981
2020-09-18,50.1764
2020-09-19,50.1764
2020-09-20,50.1764
2020-09-21,47.8569
2020-09-22,47.4861
2020-09-23,46.3713
2020-09-24,46.5875
2020-09-25,47.625
2020-09-26,47.625
2020-09-27,47.625
2020-09-28,49.954
2020-09-29,49.954
2020-09-30,51.2715
2020-10-01,52.6137
2020-10-02,55.2612
2020-10-03,55.2612
2020-10-04,55.2612
2020-10-05,56.6081
2020-10-06,56.4868
2020-10-07,57.7513
2020-10-08,59.161
2020-10-09,57.8722
2020-10-10,57.8722
2020-10-11,57.8722
2020-10-12,57.1637
2020-10-13,57.7475
2020-10-14,57.5447
2020-10-15,58.2525
2020-10-16,59.5964
2020-10-17,59.5964
2020-10-18,59.5964
2020-10-19,60.7579
2020-10-20,63.0906
2020-10-21,61.0302
2020-10-22,62.4789
2020-10-23,63.3165
2020-10-24,63.3165
2020-10-25,63.3165
2020-10-26,61.3046
2020-10-27,59.4939
2020-10-28,53.6573
2020-10-29,56.8552
2020-10-30,58.1423
2020-10-31,58.1423
2020-11-01,58.1423
2020-11-02,59.825
2020-11-03,60.0436
2020-11-04,54.4632
2020-11-05,59.0494
2020-11-06,58.5316
2020-11-07,58.5316
2020-11-08,58.5316
2020-11-09,61.8038
2020-11-10,63.3861
2020-11-11,62.0854
2020-11-12,60.5659
2020-11-13,61.8656
2020-11-14,61.8656
2020-11-15,61.8656
2020-11-16,64.3974
2020-11-17,64.0958
2020-11-18,60.9657
2020-11-19,61.1877
2020-11-20,61.6762
2020-11-21,61.6762
2020-11-22,61.6762
2020-11-23,65.0695
2020-11-24,68.7573
2020-11-25,64.1605
2020-11-26,64.1605
2020-11-27,63.3062
2020-11-28,63.3062
2020-11-29,63.3062
2020-11-30,59.7566
2020-12-01,61.2234
2020-12-02,61.2883
2020-12-03,62.5835
2020-12-04,67.6499
2020-12-05,67.6499
2020-12-06,67.6499
2020-12-07,63.9388
2020-12-08,65.4798
2020-12-09,66.1395
2020-12-10,65.1488
2020-12-11,62.3934
2020-12-12,62.3934
2020-12-13,62.3934
2020-12-14,61.9181
2020-12-15,63.3895
2020-12-16,62.5077
2020-12-17,63.921
2020-12-18,63.3663
2020-12-19,63.3663
2020-12-20,63.3663
2020-12-21,61.9012
2020-12-22,57.8907
2020-12-23,59.0982
2020-12-24,59.1637
2020-12-25,59.1637
2020-12-26,59.1637
2020-12-27,59.1637
2020-12-28,59.7962
2020-12-29,57.4698
2020-12-30,59.2794
2020-12-31,59.6148
2021-01-01,59.6148
2021-01-02,59.6148
2021-01-03,59.6148
2021-01-04,58.5668
2021-01-05,61.0303
2021-01-06,65.8876
2021-01-07,67.0442
2021-01-08,64.3457
2021-01-09,64.3457
2021-01-10,64.3457
2021-01-11,64.4533
2021-01-12,66.4445
2021-01-13,64.3352
2021-01-14,64.7391
2021-01-15,61.1113
2021-01-16,61.1113
2021-01-17,61.1113
2021-01-18,61.1113
2021-01-19,62.8944
2021-01-20,63.0058
2021-01-21,62.0897
2021-01-22,63.3096
2021-01-23,63.3096
2021-01-24,63.3096
2021-01-25,64.6542
2021-01-26,64.7655
2021-01-27,60.8967
2021-01-28,59.2994
2021-01-29,55.5323
2021-01-30,55.5323
2021-01-31,55.5323
2021-02-01,58.6345
2021-02-02,61.1764
2021-02-03,61.0001
2021-02-04,61.4028
2021-02-05,63.253
2021-02-06,63.253
2021-02-07,63.253
2021-02-08,65.1884
2021-02-09,66.8947
2021-02-10,65.8924
2021-02-11,65.2661
2021-02-12,65.5785
2021-02-13,65.5785
2021-02-14,65.5785
2021-02-15,65.5785
2021-02-16,73.0245
2021-02-17,67.5866
2021-02-18,64.3342
2021-02-19,67.9778
2021-02-20,67.9778
2021-02-21,67.9778
2021-02-22,69.8686
2021-02-23,67.5172
2021-02-24,66.5898
2021-02-25,63.1722
2021-02-26,63.2706
2021-02-27,63.2706
2021-02-28,63.2706
2021-03-01,65.8059
2021-03-02,63.1153
2021-03-03,63.3093
2021-03-04,58.8879
2021-03-05,61.8813
2021-03-06,61.8813
2021-03-07,61.8813
2021-03-08,62.7602
2021-03-09,60.1064
2021-03-10,61.6119
2021-03-11,61.6311
2021-03-12,61.8875
2021-03-13,61.8875
2021-03-14,61.8875
2021-03-15,60.725
2021-03-16,57.763
2021-03-17,58.749
2021-03-18,58.4042
2021-03-19,56.0235
2021-03-20,56.0235
2021-03-21,56.0235
2021-03-22,54.9699
2021-03-23,51.4788
2021-03-24,51.9959
2021-03-25,52.8534
2021-03-26,55.4007
2021-03-27,55.4007
2021-03-28,55.4007
2021-03-29,55.4496
2021-03-30,55.293
2021-03-31,53.8156
2021-04-01,56.6458
2021-04-02,56.6458
2021-04-03,56.6458
2021-04-04,56.6458
2021-04-05,56.2283
2021-04-06,55.641
2021-04-07,54.4319
2021-04-08,54.5148
2021-04-09,57.9203
2021-04-10,57.9203
2021-04-11,57.9203
2021-04-12,59.0751
2021-04-13,57.0089
2021-04-14,58.7501
2021-04-15,57.3764
2021-04-16,58.3092
2021-04-17,58.3092
2021-04-18,58.3092
2021-04-19,56.178
2021-04-20,52.7368
2021-04-21,55.1285
2021-04-22,52.4731
2021-04-23,55.7665
2021-04-24,55.7665
2021-04-25,55.7665
2021-04-26,56.3205
2021-04-27,59.3221
2021-04-28,60.6875
2021-04-29,59.6837
2021-04-30,55.0079
2021-05-01,55.0079
2021-05-02,55.0079
2021-05-03,60.3129
2021-05-04,61.4783
2021-05-05,62.243
2021-05-06,58.8479
2021-05-07,59.3916
2021-05-08,59.3916
2021-05-09,59.3916
2021-05-10,57.1863
2021-05-11,56.4183
2021-05-12,54.3678
2021-05-13,54.7927
2021-05-14,56.9948
2021-05-15,56.9948
2021-05-16,56.9948
2021-05-17,57.629
2021-05-18,54.9467
2021-05-19,53.083
2021-05-20,52.452
2021-05-21,54.5257
2021-05-22,54.5257
2021-05-23,54.5257
2021-05-24,56.1484
2021-05-25,55.8659
2021-05-26,57.6302
2021-05-27,58.2985
2021-05-28,56.7745
2021-05-29,56.7745
2021-05-30,56.7745
2021-05-31,56.7745
2021-06-01,59.1362
2021-06-02,58.2007
2021-06-03,58.3107
2021-06-04,58.4916
2021-06-05,58.4916
2021-06-06,58.4916
2021-06-07,55.7098
2021-06-08,55.3427
2021-06-09,54.6903
2021-06-10,52.3494
2021-06-11,52.4587
2021-06-12,52.4587
2021-06-13,52.4587
2021-06-14,48.9709
2021-06-15,50.4478
2021-06-16,48.7904
2021-06-17,45.6357
2021-06-18,43.9456
2021-06-19,43.9456
2021-06-20,43.9456
2021-06-21,50.1708
2021-06-22,49.8147
2021-06-23,48.942
2021-06-24,50.7026
2021-06-25,50.2213
2021-06-26,50.2213
2021-06-27,50.2213
2021-06-28,49.2014
2021-06-29,50.2197
2021-06-30,50.6347
2021-07-01,51.5813
2021-07-02,49.6409
2021-07-03,49.6409
2021-07-04,49.6409
2021-07-05,49.6409
2021-07-06,46.2558
2021-07-07,47.1727
2021-07-08,46.4585
2021-07-09,49.4215
2021-07-10,49.4215
2021-07-11,49.4215
2021-07-12,50.9506
2021-07-13,50.1802
2021-07-14,51.6372
2021-07-15,52.0832
2021-07-16,48.9594
2021-07-17,48.9594
2021-07-18,48.9594
2021-07-19,46.3522
2021-07-20,48.4597
2021-07-21,48.4597
2021-07-22,47.3267
2021-07-23,50.8088
2021-07-24,50.8088
2021-07-25,50.8088
2021-07-26,52.7994
2021-07-27,54.622
2021-07-28,55.5473
2021-07-29,58.3494
2021-07-30,59.9006
2021-07-31,59.9006
2021-08-01,59.9006
2021-08-02,60.2072
2021-08-03,63.8621
2021-08-04,62.632
2021-08-05,63.3427
2021-08-06,63.7586
2021-08-07,63.7586
2021-08-08,63.7586
2021-08-09,64.9535
2021-08-10,67.5986
2021-08-11,67.1319
2021-08-12,66.4023
2021-08-13,64.3406
2021-08-14,64.3406
2021-08-15,64.3406
2021-08-16,62.4065
2021-08-17,60.3589
2021-08-18,58.0598
2021-08-19,53.9874
2021-08-20,55.1767
2021-08-21,55.1767
2021-08-22,55.1767
2021-08-23,56.6436
2021-08-24,56.0317
2021-08-25,56.9223
2021-08-26,56.1276
2021-08-27,60.5077
2021-08-28,60.5077
2021-08-29,60.5077
2021-08-30,59.3583
2021-08-31,60.1202
2021-09-01,61.6911
2021-09-02,62.8569
2021-09-03,62.2722
2021-09-04,62.2722
2021-09-05,62.2722
2021-09-06,62.2722
2021-09-07,60.0952
2021-09-08,58.8644
2021-09-09,60.8164
2021-09-10,61.49
2021-09-11,61.49
2021-09-12,61.49
2021-09-13,59.9091
2021-09-14,57.1973
2021-09-15,58.3624
2021-09-16,57.7649
2021-09-17,55.3547
2021-09-18,55.3547
2021-09-19,55.3547
2021-09-20,53.1534
2021-09-21,53.98
2021-09-22,55.9015
2021-09-23,59.9884
2021-09-24,61.6885
2021-09-25,61.6885
2021-09-26,61.6885
2021-09-27,63.9941
2021-09-28,63.8593
2021-09-29,63.9965
2021-09-30,62.3858
2021-10-01,66.8513
2021-10-02,66.8513
2021-10-03,66.8513
2021-10-04,66.645
2021-10-05,69.3972
2021-10-06,68.4295
2021-10-07,70.1664
2021-10-08,68.7807
2021-10-09,68.7807
2021-10-10,68.7807
2021-10-11,69.9176
2021-10-12,68.1144
2021-10-13,67.4225
2021-10-14,67.7445
2021-10-15,67.2021
2021-10-16,67.2021
2021-10-17,67.2021
2021-10-18,68.4059
2021-10-19,66.3255
2021-10-20,66.892
2021-10-21,65.603
2021-10-22,67.3156
2021-10-23,67.3156
2021-10-24,67.3156
2021-10-25,69.3411
2021-10-26,66.2459
2021-10-27,61.7069
2021-10-28,64.6514
2021-10-29,68.9067
2021-10-30,68.9067
2021-10-31,68.9067
2021-11-01,68.0198
2021-11-02,68.1369
2021-11-03,69.9163
2021-11-04,62.6488
2021-11-05,64.0799
2021-11-06,64.0799
2021-11-07,64.0799
2021-11-08,67.0958
2021-11-09,66.4234
2021-11-10,62.9514
2021-11-11,64.4959
2021-11-12,65.5242
2021-11-13,65.5242
2021-11-14,65.5242
2021-11-15,64.0461
2021-11-16,63.9937
2021-11-17,63.2444
2021-11-18,61.8006
2021-11-19,59.6108
2021-11-20,59.6108
2021-11-21,59.6108
2021-11-22,59.3518
2021-11-23,60.7456
2021-11-24,59.2038
2021-11-25,59.2038
2021-11-26,56.0569
2021-11-27,56.0569
2021-11-28,56.0569
2021-11-29,55.9577
2021-11-30,52.1378
2021-12-01,48.8801
2021-12-02,52.003
2021-12-03,50.1072
2021-12-04,50.1072
2021-12-05,50.1072
2021-12-06,49.921
2021-12-07,53.3483
2021-12-08,53.6535
2021-12-09,53.8098
2021-12-10,54.911
2021-12-11,54.911
2021-12-12,54.911
2021-12-13,46.0656
2021-12-14,48.9531
2021-12-15,50.8831
2021-12-16,48.7581
2021-12-17,47.805
2021-12-18,47.805
2021-12-19,47.805
2021-12-20,47.5379
2021-12-21,48.9921
2021-12-22,49.9425
2021-12-23,51.4513
2021-12-24,51.4513
2021-12-25,51.4513
2021-12-26,51.4513
2021-12-27,54.5711
2021-12-28,52.3127
2021-12-29,53.3034
2021-12-30,54.6776
2021-12-31,54.9208
2022-01-01,54.9208
2022-01-02,54.9208
2022-01-03,53.5202
2022-01-04,53.9983
2022-01-05,51.998
2022-01-06,53.7151
2022-01-07,51.1762
2022-01-08,51.1762
2022-01-09,51.1762
2022-01-10,50.5883
2022-01-11,49.8729
2022-01-12,50.9392
2022-01-13,51.0841
2022-01-14,51.4444
2022-01-15,51.4444
2022-01-16,51.4444
2022-01-17,51.4444
2022-01-18,48.6119
2022-01-19,47.5698
2022-01-20,44.1072
2022-01-21,43.1705
2022-01-22,43.1705
2022-01-23,43.1705
2022-01-24,44.0621
2022-01-25,43.0426
2022-01-26,44.6614
2022-01-27,43.7074
2022-01-28,42.7623
2022-01-29,42.7623
2022-01-30,42.7623
2022-01-31,45.1173
2022-02-01,45.9975
2022-02-02,45.9763
2022-02-03,42.8709
2022-02-04,42.1539
2022-02-05,42.1539
2022-02-06,42.1539
2022-02-07,43.0854
2022-02-08,46.257
2022-02-09,46.5552
2022-02-10,44.5726
2022-02-11,46.4007
2022-02-12,46.4007
2022-02-13,46.4007
2022-02-14,44.1217
2022-02-15,45.814
2022-02-16,45.3056
2022-02-17,44.8125
2022-02-18,33.4256
2022-02-19,33.4256
2022-02-20,33.4256
2022-02-21,33.4256
2022-02-22,39.043
2022-02-23,37.0421
2022-02-24,39.0535
2022-02-25,44.2482
2022-02-26,44.2482
2022-02-27,44.2482
2022-02-28,46.8475
2022-03-01,45.9995
2022-03-02,48.7094
2022-03-03,51.1033
2022-03-04,51.5118
2022-03-05,51.5118
2022-03-06,51.5118
2022-03-07,49.5358
2022-03-08,48.1196
2022-03-09,52.6799
2022-03-10,55.6293
2022-03-11,57.9929
2022-03-12,57.9929
2022-03-13,57.9929
2022-03-14,59.8125
2022-03-15,60.1531
2022-03-16,62.3503
2022-03-17,67.6065
2022-03-18,62.4482
2022-03-19,62.4482
2022-03-20,62.4482
2022-03-21,63.333
2022-03-22,59.7954
2022-03-23,59.8849
2022-03-24,61.148
2022-03-25,61.9864
2022-03-26,61.9864
2022-03-27,61.9864
2022-03-28,58.3511
2022-03-29,58.8299
2022-03-30,56.9599
2022-03-31,56.5936
2022-04-01,56.7891
2022-04-02,56.7891
2022-04-03,56.7891
2022-04-04,58.1205
2022-04-05,54.6516
2022-04-06,52.4372
2022-04-07,52.2432
2022-04-08,53.0645
2022-04-09,53.0645
2022-04-10,53.0645
2022-04-11,53.1167
2022-04-12,54.6033
2022-04-13,55.3484
2022-04-14,55.0583
2022-04-15,55.0583
2022-04-16,55.0583
2022-04-17,55.0583
2022-04-18,57.4188
2022-04-19,58.6757
2022-04-20,57.9202
2022-04-21,52.863
2022-04-22,50.2763
2022-04-23,50.2763
2022-04-24,50.2763
2022-04-25,49.0621
2022-04-26,46.905
2022-04-27,46.2812
2022-04-28,47.2933
2022-04-29,45.6596
2022-04-30,45.6596
2022-05-01,45.6596
2022-05-02,46.9541
2022-05-03,49.1329
2022-05-04,51.0422
2022-05-05,49.5072
2022-05-06,48.6167
2022-05-07,48.6167
2022-05-08,48.6167
2022-05-09,46.966
2022-05-10,46.9106
2022-05-11,46.7395
2022-05-12,45.1774
2022-05-13,48.9484
2022-05-14,48.9484
2022-05-15,48.9484
2022-05-16,49.2488
2022-05-17,50.4101
2022-05-18,48.4968
2022-05-19,47.688
2022-05-20,45.4238
2022-05-21,45.4238
2022-05-22,45.4238
2022-05-23,47.122
2022-05-24,45.3062
2022-05-25,46.8574
2022-05-26,48.3564
2022-05-27,50.3711
2022-05-28,50.3711
2022-05-29,50.3711
2022-05-30,50.3711
2022-05-31,49.7437
2022-06-01,50.2088
2022-06-02,51.1443
2022-06-03,49.2624
2022-06-04,49.2624
2022-06-05,49.2624
2022-06-06,50.1283
2022-06-07,51.7817
2022-06-08,49.4317
2022-06-09,47.0043
2022-06-10,42.5291
2022-06-11,42.5291
2022-06-12,42.5291
2022-06-13,39.3912
2022-06-14,41.5359
2022-06-15,39.286
2022-06-16,35.7729
2022-06-17,34.8345
2022-06-18,34.8345
2022-06-19,34.8345
2022-06-20,34.8345
2022-06-21,35.5237
2022-06-22,35.0906
2022-06-23,32.8758
2022-06-24,38.8247
2022-06-25,38.8247
2022-06-26,38.8247
2022-06-27,38.5621
2022-06-28,37.5023
2022-06-29,37.3103
2022-06-30,37.3975
2022-07-01,36.9929
2022-07-02,36.9929
2022-07-03,36.9929
2022-07-04,36.9929
2022-07-05,36.1203
2022-07-06,35.727
2022-07-07,38.9077
2022-07-08,40.4412
2022-07-09,40.4412
2022-07-10,40.4412
2022-07-11,39.2789
2022-07-12,39.5905
2022-07-13,39.0179
2022-07-14,38.5637
2022-07-15,39.9131
2022-07-16,39.9131
2022-07-17,39.9131
2022-07-18,40.2671
2022-07-19,43.8601
2022-07-20,45.1601
2022-07-21,45.0104
2022-07-22,44.5821
2022-07-23,44.5821
2022-07-24,44.5821
2022-07-25,46.825
2022-07-26,45.5072
2022-07-27,48.1792
2022-07-28,50.1074
2022-07-29,50.8507
2022-07-30,50.8507
2022-07-31,50.8507
2022-08-01,49.6848
2022-08-02,48.383
2022-08-03,49.5876
2022-08-04,49.1449
2022-08-05,51.3895
2022-08-06,51.3895
2022-08-07,51.3895
2022-08-08,50.2156
2022-08-09,48.393
2022-08-10,50.5587
2022-08-11,50.9524
2022-08-12,52.3268
2022-08-13,52.3268
2022-08-14,52.3268
2022-08-15,50.1025
2022-08-16,52.4513
2022-08-17,49.7358
2022-08-18,51.3041
2022-08-19,49.5086
2022-08-20,49.5086
2022-08-21,49.5086
2022-08-22,48.4388
2022-08-23,49.8001
2022-08-24,49.9663
2022-08-25,53.0231
2022-08-26,51.1697
2022-08-27,51.1697
2022-08-28,51.1697
2022-08-29,50.1156
2022-08-30,46.2591
2022-08-31,45.6883
2022-09-01,44.662
2022-09-02,43.8533
2022-09-03,43.8533
2022-09-04,43.8533
2022-09-05,43.8533
2022-09-06,43.7386
2022-09-07,43.912
2022-09-08,43.8596
2022-09-09,46.4618
2022-09-10,46.4618
2022-09-11,46.4618
2022-09-12,46.7646
2022-09-13,43.902
2022-09-14,43.5309
2022-09-15,42.6605
2022-09-16,41.796
2022-09-17,41.796
2022-09-18,41.796
2022-09-19,44.8849
2022-09-20,43.2186
2022-09-21,42.4391
2022-09-22,41.5925
2022-09-23,39.5358
2022-09-24,39.5358
2022-09-25,39.5358
2022-09-26,38.8783
2022-09-27,38.5632
2022-09-28,41.7262
2022-09-29,40.9287
2022-09-30,40.8749
2022-10-01,40.8749
2022-10-02,40.8749
2022-10-03,44.2888
2022-10-04,48.2713
2022-10-05,46.9737
2022-10-06,46.4963
2022-10-07,43.5219
2022-10-08,43.5219
2022-10-09,43.5219
2022-10-10,41.9557
2022-10-11,41.2575
2022-10-12,41.5092
2022-10-13,45.8536
2022-10-14,43.2121
2022-10-15,43.2121
2022-10-16,43.2121
2022-10-17,45.4472
2022-10-18,47.1217
2022-10-19,46.207
2022-10-20,45.4279
2022-10-21,48.4543
2022-10-22,48.4543
2022-10-23,48.4543
2022-10-24,48.5825
2022-10-25,51.3973
2022-10-26,52.0609
2022-10-27,52.4476
2022-10-28,54.1007
2022-10-29,54.1007
2022-10-30,54.1007
2022-10-31,52.8265
2022-11-01,53.6881
2022-11-02,51.7106
2022-11-03,51.0922
2022-11-04,53.8017
2022-11-05,53.8017
2022-11-06,53.8017
2022-11-07,53.8636
2022-11-08,55.4304
2022-11-09,51.926
2022-11-10,57.4869
2022-11-11,58.2566
2022-11-12,58.2566
2022-11-13,58.2566
2022-11-14,57.8098
2022-11-15,58.7129
2022-11-16,58.3078
2022-11-17,56.0575
2022-11-18,56.8236
2022-11-19,56.8236
2022-11-20,56.8236
2022-11-21,57.887
2022-11-22,60.2216
2022-11-23,60.0082
2022-11-24,60.0082
2022-11-25,59.8163
2022-11-26,59.8163
2022-11-27,59.8163
2022-11-28,58.9802
2022-11-29,58.641
2022-11-30,60.0282
2022-12-01,59.6439
2022-12-02,59.5528
2022-12-03,59.5528
2022-12-04,59.5528
2022-12-05,57.8777
2022-12-06,58.7293
2022-12-07,58.1369
2022-12-08,57.1947
2022-12-09,57.4562
2022-12-10,57.4562
2022-12-11,57.4562
2022-12-12,58.8741
2022-12-13,61.6712
2022-12-14,57.3207
2022-12-15,51.357
2022-12-16,52.5059
2022-12-17,52.5059
2022-12-18,52.5059
2022-12-19,50.0834
2022-12-20,50.8334
2022-12-21,50.4288
2022-12-22,49.3124
2022-12-23,50.9958
2022-12-24,50.9958
2022-12-25,50.9958
2022-12-26,50.9958
2022-12-27,50.758
2022-12-28,48.2003
2022-12-29,50.2438
2022-12-30,49.3403
2022-12-31,49.3403
2023-01-01,49.3403
2023-01-02,49.3403
2023-01-03,46.8264
2023-01-04,46.1284
2023-01-05,46.47
2023-01-06,51.8404
2023-01-07,51.8404
2023-01-08,51.8404
2023-01-09,53.382
2023-01-10,55.5557
2023-01-11,58.083
2023-01-12,60.775
2023-01-13,60.9233
2023-01-14,60.9233
2023-01-15,60.9233
2023-01-16,60.9233
2023-01-17,59.2711
2023-01-18,57.0256
2023-01-19,56.363
2023-01-20,58.1047
2023-01-21,58.1047
2023-01-22,58.1047
2023-01-23,59.0021
2023-01-24,58.8243
2023-01-25,58.4902
2023-01-26,59.7586
2023-01-27,59.8232
2023-01-28,59.8232
2023-01-29,59.8232
2023-01-30,58.2753
2023-01-31,59.2746
2023-02-01,60.1716
2023-02-02,60.3747
2023-02-03,60.6745
2023-02-04,60.6745
2023-02-05,60.6745
2023-02-06,57.7544
2023-02-07,59.088
2023-02-08,56.249
2023-02-09,52.5609
2023-02-10,54.8574
2023-02-11,54.8574
2023-02-12,54.8574
2023-02-13,55.0823
2023-02-14,53.2523
2023-02-15,53.5978
2023-02-16,53.1601
2023-02-17,54.1019
2023-02-18,54.1019
2023-02-19,54.1019
2023-02-20,54.1019
2023-02-21,48.9782
2023-02-22,51.6906
2023-02-23,52.932
2023-02-24,51.7038
2023-02-25,51.7038
2023-02-26,51.7038
2023-02-27,50.5482
2023-02-28,50.519
2023-03-01,50.6958
2023-03-02,51.461
2023-03-03,52.6824
2023-03-04,52.6824
2023-03-05,52.6824
2023-03-06,44.6584
2023-03-07,41.6011
2023-03-08,45.4087
2023-03-09,43.3614
2023-03-10,40.3234
2023-03-11,40.3234
2023-03-12,40.3234
2023-03-13,37.8769
2023-03-14,40.7984
2023-03-15,38.1665
2023-03-16,39.8438
2023-03-17,38.2598
