,APAM US Equity
2021-04-05,57.0849
2021-04-06,54.5518
2021-04-07,54.5955
2021-04-08,54.5412
2021-04-09,55.1259
2021-04-10,55.1259
2021-04-11,55.1259
2021-04-12,56.8628
2021-04-13,56.3721
2021-04-14,55.7352
2021-04-15,59.7351
2021-04-16,59.0051
2021-04-17,59.0051
2021-04-18,59.0051
2021-04-19,55.9964
2021-04-20,52.6561
2021-04-21,54.429
2021-04-22,53.7824
2021-04-23,55.6593
2021-04-24,55.6593
2021-04-25,55.6593
2021-04-26,57.8444
2021-04-27,52.9405
2021-04-28,51.0871
2021-04-29,51.3933
2021-04-30,48.4891
2021-05-01,48.4891
2021-05-02,48.4891
2021-05-03,49.975
2021-05-04,51.0168
2021-05-05,53.7952
2021-05-06,56.4593
2021-05-07,56.6317
2021-05-08,56.6317
2021-05-09,56.6317
2021-05-10,56.4361
2021-05-11,54.1489
2021-05-12,47.7572
2021-05-13,49.2317
2021-05-14,50.8444
2021-05-15,50.8444
2021-05-16,50.8444
2021-05-17,49.3997
2021-05-18,48.0458
2021-05-19,47.2676
2021-05-20,49.1909
2021-05-21,49.7965
2021-05-22,49.7965
2021-05-23,49.7965
2021-05-24,49.7493
2021-05-25,48.1753
2021-05-26,48.8946
2021-05-27,49.8161
2021-05-28,49.5807
2021-05-29,49.5807
2021-05-30,49.5807
2021-05-31,49.5807
2021-06-01,50.6154
2021-06-02,50.2421
2021-06-03,50.4939
2021-06-04,50.475
2021-06-05,50.475
2021-06-06,50.475
2021-06-07,50.6848
2021-06-08,52.3916
2021-06-09,51.6518
2021-06-10,54.7542
2021-06-11,54.4335
2021-06-12,54.4335
2021-06-13,54.4335
2021-06-14,54.4115
2021-06-15,54.3434
2021-06-16,51.6889
2021-06-17,47.7548
2021-06-18,44.0703
2021-06-19,44.0703
2021-06-20,44.0703
2021-06-21,46.9675
2021-06-22,46.8074
2021-06-23,47.7491
2021-06-24,48.5481
2021-06-25,50.8219
2021-06-26,50.8219
2021-06-27,50.8219
2021-06-28,47.902
2021-06-29,48.2862
2021-06-30,48.8611
2021-07-01,49.9507
2021-07-02,49.2947
2021-07-03,49.2947
2021-07-04,49.2947
2021-07-05,49.2947
2021-07-06,49.3592
2021-07-07,50.4247
2021-07-08,46.5192
2021-07-09,49.956
2021-07-10,49.956
2021-07-11,49.956
2021-07-12,51.0606
2021-07-13,48.8695
2021-07-14,48.57
2021-07-15,47.5847
2021-07-16,46.4312
2021-07-17,46.4312
2021-07-18,46.4312
2021-07-19,43.0443
2021-07-20,45.872
2021-07-21,48.4963
2021-07-22,46.1097
2021-07-23,46.6153
2021-07-24,46.6153
2021-07-25,46.6153
2021-07-26,46.3902
2021-07-27,44.5182
2021-07-28,43.0588
2021-07-29,45.8151
2021-07-30,45.1533
2021-07-31,45.1533
2021-08-01,45.1533
2021-08-02,46.3121
2021-08-03,48.4776
2021-08-04,47.8585
2021-08-05,50.4755
2021-08-06,51.9638
2021-08-07,51.9638
2021-08-08,51.9638
2021-08-09,52.9715
2021-08-10,53.9512
2021-08-11,54.8464
2021-08-12,54.113
2021-08-13,53.5633
2021-08-14,53.5633
2021-08-15,53.5633
2021-08-16,53.8428
2021-08-17,50.801
2021-08-18,48.081
2021-08-19,46.2803
2021-08-20,48.8673
2021-08-21,48.8673
2021-08-22,48.8673
2021-08-23,51.6862
2021-08-24,53.6582
2021-08-25,53.1492
2021-08-26,51.5623
2021-08-27,55.6155
2021-08-28,55.6155
2021-08-29,55.6155
2021-08-30,54.3471
2021-08-31,54.2773
2021-09-01,54.0378
2021-09-02,55.2431
2021-09-03,54.5905
2021-09-04,54.5905
2021-09-05,54.5905
2021-09-06,54.5905
2021-09-07,51.0399
2021-09-08,50.6257
2021-09-09,50.5314
2021-09-10,49.8827
2021-09-11,49.8827
2021-09-12,49.8827
2021-09-13,52.5216
2021-09-14,50.6419
2021-09-15,53.6295
2021-09-16,52.2381
2021-09-17,52.6837
2021-09-18,52.6837
2021-09-19,52.6837
2021-09-20,48.2378
2021-09-21,46.3523
2021-09-22,49.7965
2021-09-23,51.4823
2021-09-24,51.3919
2021-09-25,51.3919
2021-09-26,51.3919
2021-09-27,53.6241
2021-09-28,50.141
2021-09-29,48.8699
2021-09-30,46.8233
2021-10-01,48.4101
2021-10-02,48.4101
2021-10-03,48.4101
2021-10-04,45.4277
2021-10-05,48.5749
2021-10-06,47.9826
2021-10-07,48.7582
2021-10-08,50.0007
2021-10-09,50.0007
2021-10-10,50.0007
2021-10-11,47.1077
2021-10-12,42.4872
2021-10-13,42.4205
2021-10-14,45.8931
2021-10-15,44.9697
2021-10-16,44.9697
2021-10-17,44.9697
2021-10-18,44.1393
2021-10-19,46.9835
2021-10-20,47.2362
2021-10-21,48.9963
2021-10-22,51.6386
2021-10-23,51.6386
2021-10-24,51.6386
2021-10-25,52.575
2021-10-26,53.2816
2021-10-27,46.5185
2021-10-28,48.0053
2021-10-29,49.9739
2021-10-30,49.9739
2021-10-31,49.9739
2021-11-01,49.9175
2021-11-02,50.6663
2021-11-03,52.8895
2021-11-04,51.419
2021-11-05,51.4382
2021-11-06,51.4382
2021-11-07,51.4382
2021-11-08,54.4971
2021-11-09,53.6079
2021-11-10,51.5368
2021-11-11,52.2618
2021-11-12,52.494
2021-11-13,52.494
2021-11-14,52.494
2021-11-15,52.4715
2021-11-16,52.425
2021-11-17,51.4594
2021-11-18,50.659
2021-11-19,50.2311
2021-11-20,50.2311
2021-11-21,50.2311
2021-11-22,49.0639
2021-11-23,51.0336
2021-11-24,50.1768
2021-11-25,50.1768
2021-11-26,46.1891
2021-11-27,46.1891
2021-11-28,46.1891
2021-11-29,46.5678
2021-11-30,41.1195
2021-12-01,38.4118
2021-12-02,43.9144
2021-12-03,41.5181
2021-12-04,41.5181
2021-12-05,41.5181
2021-12-06,42.7166
2021-12-07,45.1937
2021-12-08,45.4743
2021-12-09,44.3715
2021-12-10,43.3901
2021-12-11,43.3901
2021-12-12,43.3901
2021-12-13,42.6798
2021-12-14,45.3187
2021-12-15,46.1289
2021-12-16,48.329
2021-12-17,46.4076
2021-12-18,46.4076
2021-12-19,46.4076
2021-12-20,44.2003
2021-12-21,46.691
2021-12-22,46.2002
2021-12-23,49.4163
2021-12-24,49.4163
2021-12-25,49.4163
2021-12-26,49.4163
2021-12-27,51.8457
2021-12-28,51.2299
2021-12-29,50.7312
2021-12-30,50.393
2021-12-31,50.7117
2022-01-01,50.7117
2022-01-02,50.7117
2022-01-03,50.6668
2022-01-04,50.344
2022-01-05,48.0804
2022-01-06,49.6495
2022-01-07,49.0544
2022-01-08,49.0544
2022-01-09,49.0544
2022-01-10,47.3604
2022-01-11,50.4743
2022-01-12,47.7304
2022-01-13,47.8014
2022-01-14,47.0302
2022-01-15,47.0302
2022-01-16,47.0302
2022-01-17,47.0302
2022-01-18,44.3048
2022-01-19,43.5559
2022-01-20,41.8168
2022-01-21,39.7105
2022-01-22,39.7105
2022-01-23,39.7105
2022-01-24,39.6922
2022-01-25,39.2802
2022-01-26,38.1987
2022-01-27,37.9194
2022-01-28,39.0263
2022-01-29,39.0263
2022-01-30,39.0263
2022-01-31,43.5926
2022-02-01,43.8404
2022-02-02,41.0423
2022-02-03,39.8533
2022-02-04,40.235
2022-02-05,40.235
2022-02-06,40.235
2022-02-07,41.5053
2022-02-08,42.8209
2022-02-09,44.6247
2022-02-10,42.2397
2022-02-11,41.0871
2022-02-12,41.0871
2022-02-13,41.0871
2022-02-14,40.23
2022-02-15,42.614
2022-02-16,43.9945
2022-02-17,39.7378
2022-02-18,41.0782
2022-02-19,41.0782
2022-02-20,41.0782
2022-02-21,41.0782
2022-02-22,39.561
2022-02-23,37.4619
2022-02-24,37.1468
2022-02-25,41.8773
2022-02-26,41.8773
2022-02-27,41.8773
2022-02-28,41.132
2022-03-01,38.7418
2022-03-02,42.6873
2022-03-03,41.3674
2022-03-04,39.9396
2022-03-05,39.9396
2022-03-06,39.9396
2022-03-07,36.0754
2022-03-08,35.4988
2022-03-09,39.8529
2022-03-10,41.394
2022-03-11,40.274
2022-03-12,40.274
2022-03-13,40.274
2022-03-14,41.6769
2022-03-15,41.8054
2022-03-16,45.3913
2022-03-17,47.078
2022-03-18,47.2419
2022-03-19,47.2419
2022-03-20,47.2419
2022-03-21,45.9998
2022-03-22,46.809
2022-03-23,44.9103
2022-03-24,47.2233
2022-03-25,47.345
2022-03-26,47.345
2022-03-27,47.345
2022-03-28,47.4702
2022-03-29,50.743
2022-03-30,50.9304
2022-03-31,49.5174
2022-04-01,50.0855
2022-04-02,50.0855
2022-04-03,50.0855
2022-04-04,49.8332
2022-04-05,48.3228
2022-04-06,45.6508
2022-04-07,47.0832
2022-04-08,47.327
2022-04-09,47.327
2022-04-10,47.327
2022-04-11,46.8801
2022-04-12,45.7381
2022-04-13,45.2179
2022-04-14,44.6426
2022-04-15,44.6426
2022-04-16,44.6426
2022-04-17,44.6426
2022-04-18,42.7352
2022-04-19,48.9284
2022-04-20,48.6992
2022-04-21,47.2002
2022-04-22,44.4192
2022-04-23,44.4192
2022-04-24,44.4192
2022-04-25,45.9251
2022-04-26,42.4459
2022-04-27,38.4596
2022-04-28,38.1881
2022-04-29,35.654
2022-04-30,35.654
2022-05-01,35.654
2022-05-02,39.6546
2022-05-03,40.335
2022-05-04,44.7196
2022-05-05,42.1026
2022-05-06,41.6491
2022-05-07,41.6491
2022-05-08,41.6491
2022-05-09,42.4443
2022-05-10,41.0083
2022-05-11,39.8315
2022-05-12,42.834
2022-05-13,46.1687
2022-05-14,46.1687
2022-05-15,46.1687
2022-05-16,46.1927
2022-05-17,49.9833
2022-05-18,48.0612
2022-05-19,48.4938
2022-05-20,48.7263
2022-05-21,48.7263
2022-05-22,48.7263
2022-05-23,49.2242
2022-05-24,49.1302
2022-05-25,50.7597
2022-05-26,53.2785
2022-05-27,55.7694
2022-05-28,55.7694
2022-05-29,55.7694
2022-05-30,55.7694
2022-05-31,55.1402
2022-06-01,54.5041
2022-06-02,56.515
2022-06-03,55.559
2022-06-04,55.559
2022-06-05,55.559
2022-06-06,56.0425
2022-06-07,56.3994
2022-06-08,55.3533
2022-06-09,53.6103
2022-06-10,48.4604
2022-06-11,48.4604
2022-06-12,48.4604
2022-06-13,45.2938
2022-06-14,45.7911
2022-06-15,46.6883
2022-06-16,43.8613
2022-06-17,45.1497
2022-06-18,45.1497
2022-06-19,45.1497
2022-06-20,45.1497
2022-06-21,47.7348
2022-06-22,47.0919
2022-06-23,49.4319
2022-06-24,53.1859
2022-06-25,53.1859
2022-06-26,53.1859
2022-06-27,53.3836
2022-06-28,51.6296
2022-06-29,46.667
2022-06-30,48.0584
2022-07-01,48.8308
2022-07-02,48.8308
2022-07-03,48.8308
2022-07-04,48.8308
2022-07-05,51.9657
2022-07-06,50.7481
2022-07-07,52.1062
2022-07-08,50.6838
2022-07-09,50.6838
2022-07-10,50.6838
2022-07-11,49.4253
2022-07-12,49.4022
2022-07-13,47.6978
2022-07-14,46.9505
2022-07-15,48.4444
2022-07-16,48.4444
2022-07-17,48.4444
2022-07-18,46.983
2022-07-19,50.4672
2022-07-20,52.1399
2022-07-21,52.9726
2022-07-22,52.4622
2022-07-23,52.4622
2022-07-24,52.4622
2022-07-25,53.5502
2022-07-26,52.1833
2022-07-27,54.4942
2022-07-28,56.7227
2022-07-29,57.4551
2022-07-30,57.4551
2022-07-31,57.4551
2022-08-01,59.0133
2022-08-02,57.6342
2022-08-03,53.6111
2022-08-04,53.1474
2022-08-05,50.4161
2022-08-06,50.4161
2022-08-07,50.4161
2022-08-08,51.4579
2022-08-09,49.291
2022-08-10,52.1484
2022-08-11,52.869
2022-08-12,54.9315
2022-08-13,54.9315
2022-08-14,54.9315
2022-08-15,53.3638
2022-08-16,52.9991
2022-08-17,52.3121
2022-08-18,52.5811
2022-08-19,48.3255
2022-08-20,48.3255
2022-08-21,48.3255
2022-08-22,46.7686
2022-08-23,46.4869
2022-08-24,46.0328
2022-08-25,47.3216
2022-08-26,44.9325
2022-08-27,44.9325
2022-08-28,44.9325
2022-08-29,43.5539
2022-08-30,43.7325
2022-08-31,42.9132
2022-09-01,42.235
2022-09-02,40.2819
2022-09-03,40.2819
2022-09-04,40.2819
2022-09-05,40.2819
2022-09-06,40.7106
2022-09-07,41.5455
2022-09-08,43.7102
2022-09-09,44.3562
2022-09-10,44.3562
2022-09-11,44.3562
2022-09-12,45.9912
2022-09-13,41.6698
2022-09-14,40.983
2022-09-15,40.2734
2022-09-16,39.8817
2022-09-17,39.8817
2022-09-18,39.8817
2022-09-19,41.4752
2022-09-20,39.723
2022-09-21,39.0088
2022-09-22,37.0526
2022-09-23,35.2647
2022-09-24,35.2647
2022-09-25,35.2647
2022-09-26,34.7802
2022-09-27,33.2258
2022-09-28,35.1242
2022-09-29,32.9715
2022-09-30,31.2914
2022-10-01,31.2914
2022-10-02,31.2914
2022-10-03,32.3536
2022-10-04,36.4547
2022-10-05,36.0347
2022-10-06,35.1958
2022-10-07,33.9123
2022-10-08,33.9123
2022-10-09,33.9123
2022-10-10,33.1914
2022-10-11,33.0004
2022-10-12,33.1992
2022-10-13,35.1501
2022-10-14,34.0989
2022-10-15,34.0989
2022-10-16,34.0989
2022-10-17,36.8347
2022-10-18,37.0663
2022-10-19,35.7987
2022-10-20,33.9946
2022-10-21,36.8929
2022-10-22,36.8929
2022-10-23,36.8929
2022-10-24,39.8116
2022-10-25,41.7518
2022-10-26,41.9979
2022-10-27,42.8193
2022-10-28,45.5588
2022-10-29,45.5588
2022-10-30,45.5588
2022-10-31,43.8266
2022-11-01,45.6586
2022-11-02,45.6586
2022-11-03,43.6015
2022-11-04,47.2711
2022-11-05,47.2711
2022-11-06,47.2711
2022-11-07,50.4243
2022-11-08,51.0128
2022-11-09,49.1713
2022-11-10,57.6493
2022-11-11,60.4071
2022-11-12,60.4071
2022-11-13,60.4071
2022-11-14,57.2794
2022-11-15,58.484
2022-11-16,58.7584
2022-11-17,58.8234
2022-11-18,59.5269
2022-11-19,59.5269
2022-11-20,59.5269
2022-11-21,58.7162
2022-11-22,59.2671
2022-11-23,58.5597
2022-11-24,58.5597
2022-11-25,58.388
2022-11-26,58.388
2022-11-27,58.388
2022-11-28,56.9377
2022-11-29,57.612
2022-11-30,60.2842
2022-12-01,60.9446
2022-12-02,61.605
2022-12-03,61.605
2022-12-04,61.605
2022-12-05,59.5226
2022-12-06,57.6158
2022-12-07,58.1393
2022-12-08,58.8491
2022-12-09,58.7727
2022-12-10,58.7727
2022-12-11,58.7727
2022-12-12,53.0732
2022-12-13,54.4719
2022-12-14,52.8425
2022-12-15,50.4225
2022-12-16,47.6034
2022-12-17,47.6034
2022-12-18,47.6034
2022-12-19,46.1426
2022-12-20,46.0864
2022-12-21,47.7347
2022-12-22,45.4628
2022-12-23,46.5945
2022-12-24,46.5945
2022-12-25,46.5945
2022-12-26,46.5945
2022-12-27,45.9562
2022-12-28,42.838
2022-12-29,44.6931
2022-12-30,43.8748
2022-12-31,43.8748
2023-01-01,43.8748
2023-01-02,43.8748
2023-01-03,47.3954
2023-01-04,50.4015
2023-01-05,49.6601
2023-01-06,52.6839
2023-01-07,52.6839
2023-01-08,52.6839
2023-01-09,54.566
2023-01-10,57.6759
2023-01-11,58.8417
2023-01-12,56.6155
2023-01-13,57.7654
2023-01-14,57.7654
2023-01-15,57.7654
2023-01-16,57.7654
2023-01-17,57.7895
2023-01-18,58.062
2023-01-19,58.315
2023-01-20,59.3304
2023-01-21,59.3304
2023-01-22,59.3304
2023-01-23,60.4272
2023-01-24,58.6424
2023-01-25,57.5794
2023-01-26,58.9336
2023-01-27,60.2465
2023-01-28,60.2465
2023-01-29,60.2465
2023-01-30,59.6278
2023-01-31,61.8564
2023-02-01,62.6323
2023-02-02,64.6985
2023-02-03,62.4509
2023-02-04,62.4509
2023-02-05,62.4509
2023-02-06,60.5846
2023-02-07,61.5504
2023-02-08,58.0777
2023-02-09,56.0165
2023-02-10,56.3481
2023-02-11,56.3481
2023-02-12,56.3481
2023-02-13,59.2795
2023-02-14,58.5637
2023-02-15,58.8343
2023-02-16,58.5968
2023-02-17,56.3984
2023-02-18,56.3984
2023-02-19,56.3984
2023-02-20,56.3984
2023-02-21,52.0015
2023-02-22,49.9858
2023-02-23,49.53
2023-02-24,46.9966
2023-02-25,46.9966
2023-02-26,46.9966
2023-02-27,46.1421
2023-02-28,48.0611
2023-03-01,48.9169
2023-03-02,48.8171
2023-03-03,50.1505
2023-03-04,50.1505
2023-03-05,50.1505
2023-03-06,47.4897
2023-03-07,43.5836
2023-03-08,45.4544
2023-03-09,43.8071
2023-03-10,40.3809
2023-03-11,40.3809
2023-03-12,40.3809
2023-03-13,39.5864
2023-03-14,41.34
2023-03-15,39.7404
2023-03-16,41.1245
2023-03-17,39.8204
2023-03-18,39.8204
2023-03-19,39.8204
