,POOL US Equity
2023-03-19,47.1245
2023-03-20,47.4582
2023-03-21,48.5884
2023-03-22,45.2973
2023-03-23,43.0572
2023-03-24,43.0476
2023-03-25,43.0476
2023-03-26,43.0476
2023-03-27,43.9656
2023-03-28,43.8081
2023-03-29,47.0042
2023-03-30,46.3831
2023-03-31,48.6564
2023-04-01,48.6564
2023-04-02,48.6564
2023-04-03,47.7438
2023-04-04,44.5542
2023-04-05,43.1211
2023-04-06,44.568
2023-04-07,44.568
2023-04-08,44.568
2023-04-09,44.568
2023-04-10,47.3484
2023-04-11,50.4233
2023-04-12,47.2297
2023-04-13,49.0338
2023-04-14,46.4594
2023-04-15,46.4594
2023-04-16,46.4594
2023-04-17,48.4517
2023-04-18,48.8656
2023-04-19,48.7932
2023-04-20,47.1118
2023-04-21,50.1801
2023-04-22,50.1801
2023-04-23,50.1801
2023-04-24,52.0346
2023-04-25,48.4798
2023-04-26,47.3068
2023-04-27,49.9466
2023-04-28,52.2671
2023-04-29,52.2671
2023-04-30,52.2671
2023-05-01,51.0626
2023-05-02,51.0908
2023-05-03,52.3406
2023-05-04,50.4493
2023-05-05,52.791
2023-05-06,52.791
2023-05-07,52.791
2023-05-08,52.5705
2023-05-09,51.9374
2023-05-10,52.0027
2023-05-11,51.0529
2023-05-12,48.3553
2023-05-13,48.3553
2023-05-14,48.3553
2023-05-15,49.3894
2023-05-16,49.2349
2023-05-17,50.0762
2023-05-18,52.9765
2023-05-19,50.4805
2023-05-20,50.4805
2023-05-21,50.4805
2023-05-22,49.7825
2023-05-23,48.421
2023-05-24,47.1983
2023-05-25,45.3043
2023-05-26,45.6145
2023-05-27,45.6145
2023-05-28,45.6145
2023-05-29,45.6145
2023-05-30,44.1551
2023-05-31,42.4036
2023-06-01,41.5664
2023-06-02,46.1382
2023-06-03,46.1382
2023-06-04,46.1382
2023-06-05,46.4727
2023-06-06,49.2969
2023-06-07,50.0359
2023-06-08,45.9951
2023-06-09,46.5587
2023-06-10,46.5587
2023-06-11,46.5587
2023-06-12,48.8246
2023-06-13,49.7871
2023-06-14,52.259
2023-06-15,55.4921
2023-06-16,55.6052
2023-06-17,55.6052
2023-06-18,55.6052
2023-06-19,55.6052
2023-06-20,54.1694
2023-06-21,55.043
2023-06-22,52.9547
2023-06-23,53.5362
2023-06-24,53.5362
2023-06-25,53.5362
2023-06-26,54.0468
2023-06-27,57.3185
2023-06-28,58.3156
2023-06-29,58.4437
2023-06-30,59.4794
2023-07-01,59.4794
2023-07-02,59.4794
2023-07-03,58.2979
2023-07-04,58.2979
2023-07-05,58.2033
2023-07-06,55.597
2023-07-07,56.026
2023-07-08,56.026
2023-07-09,56.026
2023-07-10,59.0108
2023-07-11,60.4248
2023-07-12,62.0381
2023-07-13,59.8187
2023-07-14,53.3677
2023-07-15,53.3677
2023-07-16,53.3677
2023-07-17,52.1236
2023-07-18,51.455
2023-07-19,53.7664
2023-07-20,52.2663
2023-07-21,54.6248
2023-07-22,54.6248
2023-07-23,54.6248
2023-07-24,53.1575
2023-07-25,56.6455
2023-07-26,58.8697
2023-07-27,56.9644
2023-07-28,57.673
2023-07-29,57.673
2023-07-30,57.673
2023-07-31,57.6396
2023-08-01,58.2448
2023-08-02,55.7751
2023-08-03,55.2701
2023-08-04,56.1113
2023-08-05,56.1113
2023-08-06,56.1113
2023-08-07,57.3465
2023-08-08,57.395
2023-08-09,57.0322
2023-08-10,57.3028
2023-08-11,53.5402
2023-08-12,53.5402
2023-08-13,53.5402
2023-08-14,52.7174
2023-08-15,51.1198
2023-08-16,50.831
2023-08-17,45.7859
2023-08-18,45.1579
2023-08-19,45.1579
2023-08-20,45.1579
2023-08-21,45.4064
2023-08-22,45.9393
2023-08-23,47.7971
2023-08-24,46.3837
2023-08-25,47.0066
2023-08-26,47.0066
2023-08-27,47.0066
2023-08-28,47.1291
2023-08-29,52.0879
2023-08-30,52.632
2023-08-31,51.0981
2023-09-01,51.9894
2023-09-02,51.9894
2023-09-03,51.9894
2023-09-04,51.9894
2023-09-05,48.4388
2023-09-06,45.8091
2023-09-07,45.5642
2023-09-08,44.0162
2023-09-09,44.0162
2023-09-10,44.0162
2023-09-11,45.5592
2023-09-12,45.5365
2023-09-13,45.7643
2023-09-14,47.7403
2023-09-15,46.4604
2023-09-16,46.4604
2023-09-17,46.4604
2023-09-18,45.2469
2023-09-19,45.6681
2023-09-20,45.681
2023-09-21,45.2203
2023-09-22,44.2347
2023-09-23,44.2347
2023-09-24,44.2347
2023-09-25,45.7065
2023-09-26,42.5809
2023-09-27,45.0234
2023-09-28,48.8832
2023-09-29,50.0915
2023-09-30,50.0915
2023-10-01,50.0915
2023-10-02,47.435
2023-10-03,43.9852
2023-10-04,43.8876
2023-10-05,42.3423
2023-10-06,43.3545
2023-10-07,43.3545
2023-10-08,43.3545
2023-10-09,45.641
2023-10-10,49.1693
2023-10-11,49.4781
2023-10-12,47.5681
2023-10-13,46.8962
2023-10-14,46.8962
2023-10-15,46.8962
2023-10-16,48.7331
2023-10-17,50.0362
2023-10-18,44.6297
2023-10-19,41.1968
2023-10-20,40.3537
2023-10-21,40.3537
2023-10-22,40.3537
2023-10-23,40.3143
2023-10-24,40.2503
2023-10-25,39.4443
2023-10-26,38.5039
2023-10-27,36.7262
2023-10-28,36.7262
2023-10-29,36.7262
2023-10-30,39.9559
2023-10-31,39.7005
2023-11-01,41.2676
2023-11-02,44.2361
2023-11-03,48.2933
2023-11-04,48.2933
2023-11-05,48.2933
2023-11-06,46.0819
2023-11-07,48.0605
2023-11-08,48.5188
2023-11-09,46.333
2023-11-10,46.9113
2023-11-11,46.9113
2023-11-12,46.9113
2023-11-13,46.1616
2023-11-14,53.4911
2023-11-15,53.8875
2023-11-16,52.7182
2023-11-17,53.6393
2023-11-18,53.6393
2023-11-19,53.6393
2023-11-20,53.2103
2023-11-21,54.311
2023-11-22,55.5682
2023-11-23,55.5682
2023-11-24,54.9563
2023-11-25,54.9563
2023-11-26,54.9563
2023-11-27,53.6805
2023-11-28,53.1578
2023-11-29,51.1639
2023-11-30,51.9118
2023-12-01,55.5456
2023-12-02,55.5456
2023-12-03,55.5456
2023-12-04,53.9121
2023-12-05,53.8957
2023-12-06,56.9151
2023-12-07,57.3143
2023-12-08,53.3172
2023-12-09,53.3172
2023-12-10,53.3172
2023-12-11,53.9236
2023-12-12,52.2881
2023-12-13,56.6954
2023-12-14,64.6621
2023-12-15,63.1624
2023-12-16,63.1624
2023-12-17,63.1624
2023-12-18,62.1718
2023-12-19,62.5751
2023-12-20,62.2161
2023-12-21,63.4221
2023-12-22,63.5377
2023-12-23,63.5377
2023-12-24,63.5377
2023-12-25,63.5377
2023-12-26,64.6872
2023-12-27,65.3607
2023-12-28,64.7555
2023-12-29,63.1076
2023-12-30,63.1076
2023-12-31,63.1076
2024-01-01,63.1076
2024-01-02,58.6751
2024-01-03,53.3956
2024-01-04,53.0827
2024-01-05,54.554
2024-01-06,54.554
2024-01-07,54.554
2024-01-08,55.6523
2024-01-09,55.6792
2024-01-10,58.1073
2024-01-11,56.2045
2024-01-12,55.0562
2024-01-13,55.0562
2024-01-14,55.0562
2024-01-15,55.0562
2024-01-16,54.9765
2024-01-17,53.2478
2024-01-18,56.3496
2024-01-19,56.2874
2024-01-20,56.2874
2024-01-21,56.2874
2024-01-22,59.9847
2024-01-23,56.4994
2024-01-24,53.0882
2024-01-25,52.3049
2024-01-26,51.9088
2024-01-27,51.9088
2024-01-28,51.9088
2024-01-29,53.7782
2024-01-30,52.4581
2024-01-31,49.6558
2024-02-01,51.5154
2024-02-02,50.4474
2024-02-03,50.4474
2024-02-04,50.4474
2024-02-05,48.1549
2024-02-06,50.3958
2024-02-07,52.6335
2024-02-08,54.5254
2024-02-09,54.2869
2024-02-10,54.2869
2024-02-11,54.2869
2024-02-12,56.0866
2024-02-13,50.4872
2024-02-14,52.4769
2024-02-15,54.2281
2024-02-16,53.6388
2024-02-17,53.6388
2024-02-18,53.6388
2024-02-19,53.6388
2024-02-20,52.818
2024-02-21,54.0626
2024-02-22,50.8515
2024-02-23,53.2945
2024-02-24,53.2945
2024-02-25,53.2945
2024-02-26,52.9086
2024-02-27,54.2291
2024-02-28,54.8003
2024-02-29,56.2013
2024-03-01,57.6301
2024-03-02,57.6301
2024-03-03,57.6301
2024-03-04,57.1669
2024-03-05,59.0078
2024-03-06,58.0707
2024-03-07,60.0828
2024-03-08,60.3175
2024-03-09,60.3175
2024-03-10,60.3175
2024-03-11,55.5442
2024-03-12,56.3445
2024-03-13,56.7928
2024-03-14,53.1775
2024-03-15,54.3431
2024-03-16,54.3431
2024-03-17,54.3431
2024-03-18,53.6437
2024-03-19,55.9296
2024-03-20,57.1387
2024-03-21,59.6536
2024-03-22,58.6835
2024-03-23,58.6835
2024-03-24,58.6835
2024-03-25,55.7125
2024-03-26,53.7875
2024-03-27,57.085
2024-03-28,53.4473
2024-03-29,53.4473
2024-03-30,53.4473
2024-03-31,53.4473
2024-04-01,52.7592
2024-04-02,49.8558
2024-04-03,49.9535
2024-04-04,50.9044
2024-04-05,51.228
2024-04-06,51.228
2024-04-07,51.228
2024-04-08,52.292
