,TJX US Equity
,RSI_30D
2020-01-01,53.23
2020-01-02,55.5861
2020-01-03,53.5792
2020-01-04,53.5792
2020-01-05,53.5792
2020-01-06,55.004
2020-01-07,54.8255
2020-01-08,56.0432
2020-01-09,58.5642
2020-01-10,57.1514
2020-01-11,57.1514
2020-01-12,57.1514
2020-01-13,57.7835
2020-01-14,58.4875
2020-01-15,54.1878
2020-01-16,57.7179
2020-01-17,57.1317
2020-01-18,57.1317
2020-01-19,57.1317
2020-01-20,57.1317
2020-01-21,55.4295
2020-01-22,55.8945
2020-01-23,55.9677
2020-01-24,50.51
2020-01-25,50.51
2020-01-26,50.51
2020-01-27,49.4801
2020-01-28,50.9524
2020-01-29,50.0952
2020-01-30,47.7599
2020-01-31,42.668
2020-02-01,42.668
2020-02-02,42.668
2020-02-03,47.4332
2020-02-04,51.0786
2020-02-05,54.0577
2020-02-06,52.6464
2020-02-07,51.1276
2020-02-08,51.1276
2020-02-09,51.1276
2020-02-10,52.0065
2020-02-11,54.5436
2020-02-12,57.5898
2020-02-13,57.7831
2020-02-14,57.8399
2020-02-15,57.8399
2020-02-16,57.8399
2020-02-17,57.8399
2020-02-18,58.0733
2020-02-19,59.098
2020-02-20,59.2745
2020-02-21,56.9035
2020-02-22,56.9035
2020-02-23,56.9035
2020-02-24,51.0221
2020-02-25,44.7902
2020-02-26,56.3826
2020-02-27,47.1087
2020-02-28,46.455
2020-02-29,46.455
2020-03-01,46.455
2020-03-02,51.6392
2020-03-03,48.4324
2020-03-04,51.6929
2020-03-05,46.7223
2020-03-06,45.0461
2020-03-07,45.0461
2020-03-08,45.0461
2020-03-09,42.9021
2020-03-10,44.4506
2020-03-11,40.9311
2020-03-12,33.6349
2020-03-13,37.6973
2020-03-14,37.6973
2020-03-15,37.6973
2020-03-16,28.966
2020-03-17,31.2521
2020-03-18,30.1123
2020-03-19,31.3603
2020-03-20,28.5396
2020-03-21,28.5396
2020-03-22,28.5396
2020-03-23,28.166
2020-03-24,34.3981
2020-03-25,38.3293
2020-03-26,42.851
2020-03-27,41.9009
2020-03-28,41.9009
2020-03-29,41.9009
2020-03-30,42.7499
2020-03-31,43.0484
2020-04-01,40.3766
2020-04-02,39.7132
2020-04-03,37.5377
2020-04-04,37.5377
2020-04-05,37.5377
2020-04-06,43.377
2020-04-07,43.9767
2020-04-08,46.4765
2020-04-09,46.2132
2020-04-10,46.2132
2020-04-11,46.2132
2020-04-12,46.2132
2020-04-13,45.3622
2020-04-14,47.8161
2020-04-15,46.073
2020-04-16,44.4739
2020-04-17,47.8139
2020-04-18,47.8139
2020-04-19,47.8139
2020-04-20,46.1166
2020-04-21,44.6462
2020-04-22,44.9903
2020-04-23,44.4361
2020-04-24,44.7769
2020-04-25,44.7769
2020-04-26,44.7769
2020-04-27,46.7291
2020-04-28,48.0556
2020-04-29,50.5523
2020-04-30,48.1206
2020-05-01,47.3634
2020-05-02,47.3634
2020-05-03,47.3634
2020-05-04,46.8392
2020-05-05,47.3543
2020-05-06,46.8646
2020-05-07,47.7991
2020-05-08,47.8107
2020-05-09,47.8107
2020-05-10,47.8107
2020-05-11,47.6358
2020-05-12,45.087
2020-05-13,43.1579
2020-05-14,44.0686
2020-05-15,47.071
2020-05-16,47.071
2020-05-17,47.071
2020-05-18,50.0287
2020-05-19,50.5802
2020-05-20,51.2372
2020-05-21,54.8664
2020-05-22,53.7979
2020-05-23,53.7979
2020-05-24,53.7979
2020-05-25,53.7979
2020-05-26,55.6935
2020-05-27,55.681
2020-05-28,54.1589
2020-05-29,52.5382
2020-05-30,52.5382
2020-05-31,52.5382
2020-06-01,53.1643
2020-06-02,54.2701
2020-06-03,55.2441
2020-06-04,54.6951
2020-06-05,57.2971
2020-06-06,57.2971
2020-06-07,57.2971
2020-06-08,57.4635
2020-06-09,55.8045
2020-06-10,53.8552
2020-06-11,51.0801
2020-06-12,50.828
2020-06-13,50.828
2020-06-14,50.828
2020-06-15,51.0031
2020-06-16,54.5318
2020-06-17,53.1754
2020-06-18,51.7387
2020-06-19,50.6859
2020-06-20,50.6859
2020-06-21,50.6859
2020-06-22,50.9155
2020-06-23,51.4739
2020-06-24,49.16
2020-06-25,48.2981
2020-06-26,46.5952
2020-06-27,46.5952
2020-06-28,46.5952
2020-06-29,48.3379
2020-06-30,48.0609
2020-07-01,48.9542
2020-07-02,49.7758
2020-07-03,49.7758
2020-07-04,49.7758
2020-07-05,49.7758
2020-07-06,51.0484
2020-07-07,48.4242
2020-07-08,48.5284
2020-07-09,47.2867
2020-07-10,48.9452
2020-07-11,48.9452
2020-07-12,48.9452
2020-07-13,47.934
2020-07-14,47.1991
2020-07-15,51.3868
2020-07-16,52.6217
2020-07-17,51.6955
2020-07-18,51.6955
2020-07-19,51.6955
2020-07-20,49.9228
2020-07-21,51.8639
2020-07-22,52.3949
2020-07-23,52.3142
2020-07-24,51.494
2020-07-25,51.494
2020-07-26,51.494
2020-07-27,50.1755
2020-07-28,49.6881
2020-07-29,51.0331
2020-07-30,49.3681
2020-07-31,50.0259
2020-08-01,50.0259
2020-08-02,50.0259
2020-08-03,49.8541
2020-08-04,52.214
2020-08-05,52.6452
2020-08-06,52.4006
2020-08-07,55.7387
2020-08-08,55.7387
2020-08-09,55.7387
2020-08-10,57.3612
2020-08-11,58.8065
2020-08-12,59.125
2020-08-13,57.8216
2020-08-14,58.9686
2020-08-15,58.9686
2020-08-16,58.9686
2020-08-17,61.1814
2020-08-18,57.1253
2020-08-19,51.5513
2020-08-20,47.3588
2020-08-21,47.4078
2020-08-22,47.4078
2020-08-23,47.4078
2020-08-24,50.1735
2020-08-25,49.7822
2020-08-26,49.9437
2020-08-27,50.6176
2020-08-28,52.8898
2020-08-29,52.8898
2020-08-30,52.8898
2020-08-31,52.3633
2020-09-01,53.1355
2020-09-02,55.4101
2020-09-03,53.1965
2020-09-04,52.5859
2020-09-05,52.5859
2020-09-06,52.5859
2020-09-07,52.5859
2020-09-08,52.7838
2020-09-09,51.7778
2020-09-10,50.5774
2020-09-11,50.6503
2020-09-12,50.6503
2020-09-13,50.6503
2020-09-14,53.014
2020-09-15,55.344
2020-09-16,56.0894
2020-09-17,53.3267
2020-09-18,53.4642
2020-09-19,53.4642
2020-09-20,53.4642
2020-09-21,49.9453
2020-09-22,49.4179
2020-09-23,47.6066
2020-09-24,47.5352
2020-09-25,48.2377
2020-09-26,48.2377
2020-09-27,48.2377
2020-09-28,52.7621
2020-09-29,50.0682
2020-09-30,52.6556
2020-10-01,54.9722
2020-10-02,55.8321
2020-10-03,55.8321
2020-10-04,55.8321
2020-10-05,55.6124
2020-10-06,53.8004
2020-10-07,56.6127
2020-10-08,56.4907
2020-10-09,56.2608
2020-10-10,56.2608
2020-10-11,56.2608
2020-10-12,55.7911
2020-10-13,54.5491
2020-10-14,54.5851
2020-10-15,54.5851
2020-10-16,52.8788
2020-10-17,52.8788
2020-10-18,52.8788
2020-10-19,49.6665
2020-10-20,49.2592
2020-10-21,49.3666
2020-10-22,51.572
2020-10-23,53.583
2020-10-24,53.583
2020-10-25,53.583
2020-10-26,49.3046
2020-10-27,47.6108
