,LUV US Equity
,RSI_30D
2020-01-01,49.9014
2020-01-02,53.2233
2020-01-03,51.2215
2020-01-04,51.2215
2020-01-05,51.2215
2020-01-06,50.342
2020-01-07,50.9753
2020-01-08,51.2965
2020-01-09,50.9941
2020-01-10,49.443
2020-01-11,49.443
2020-01-12,49.443
2020-01-13,49.663
2020-01-14,51.8312
2020-01-15,54.0428
2020-01-16,55.1089
2020-01-17,53.7242
2020-01-18,53.7242
2020-01-19,53.7242
2020-01-20,53.7242
2020-01-21,47.4694
2020-01-22,47.2372
2020-01-23,54.5906
2020-01-24,58.2002
2020-01-25,58.2002
2020-01-26,58.2002
2020-01-27,56.9779
2020-01-28,60.8093
2020-01-29,57.9991
2020-01-30,54.1353
2020-01-31,51.3003
2020-02-01,51.3003
2020-02-02,51.3003
2020-02-03,52.034
2020-02-04,53.4253
2020-02-05,56.9884
2020-02-06,58.9578
2020-02-07,57.3354
2020-02-08,57.3354
2020-02-09,57.3354
2020-02-10,57.7537
2020-02-11,59.0767
2020-02-12,60.4582
2020-02-13,60.6083
2020-02-14,58.429
2020-02-15,58.429
2020-02-16,58.429
2020-02-17,58.429
2020-02-18,57.0515
2020-02-19,55.2665
2020-02-20,54.6527
2020-02-21,53.1794
2020-02-22,53.1794
2020-02-23,53.1794
2020-02-24,45.6629
2020-02-25,35.9871
2020-02-26,34.6885
2020-02-27,31.2087
2020-02-28,30.5934
2020-02-29,30.5934
2020-03-01,30.5934
2020-03-02,32.9555
2020-03-03,30.7265
2020-03-04,35.688
2020-03-05,33.2796
2020-03-06,34.5844
2020-03-07,34.5844
2020-03-08,34.5844
2020-03-09,31.76
2020-03-10,36.6786
2020-03-11,32.8075
2020-03-12,26.7092
2020-03-13,36.6023
2020-03-14,36.6023
2020-03-15,36.6023
2020-03-16,33.2514
2020-03-17,34.4565
2020-03-18,31.9244
2020-03-19,28.8855
2020-03-20,30.6058
2020-03-21,30.6058
2020-03-22,30.6058
2020-03-23,33.3694
2020-03-24,38.8963
2020-03-25,41.1327
2020-03-26,43.3872
2020-03-27,39.2645
2020-03-28,39.2645
2020-03-29,39.2645
2020-03-30,38.2717
2020-03-31,38.9084
2020-04-01,36.2042
2020-04-02,35.8147
2020-04-03,35.1198
2020-04-04,35.1198
2020-04-05,35.1198
2020-04-06,35.3361
2020-04-07,38.0982
2020-04-08,40.056
2020-04-09,42.7143
2020-04-10,42.7143
2020-04-11,42.7143
2020-04-12,42.7143
2020-04-13,40.8077
2020-04-14,41.4439
2020-04-15,39.7769
2020-04-16,38.0484
2020-04-17,38.7051
2020-04-18,38.7051
2020-04-19,38.7051
2020-04-20,38.5972
2020-04-21,37.8007
2020-04-22,37.4639
2020-04-23,38.0774
2020-04-24,37.3631
2020-04-25,37.3631
2020-04-26,37.3631
2020-04-27,37.1673
2020-04-28,38.053
2020-04-29,39.9845
2020-04-30,40.4049
2020-05-01,38.3972
2020-05-02,38.3972
2020-05-03,38.3972
2020-05-04,36.832
2020-05-05,35.8014
2020-05-06,34.4963
2020-05-07,35.3472
2020-05-08,38.1445
2020-05-09,38.1445
2020-05-10,38.1445
2020-05-11,37.0915
2020-05-12,36.2977
2020-05-13,35.1621
2020-05-14,36.4557
2020-05-15,35.5985
2020-05-16,35.5985
2020-05-17,35.5985
2020-05-18,40.7025
2020-05-19,41.5947
2020-05-20,43.7261
2020-05-21,44.3734
2020-05-22,43.5331
2020-05-23,43.5331
2020-05-24,43.5331
2020-05-25,43.5331
2020-05-26,48.5706
2020-05-27,50.0115
2020-05-28,48.6389
2020-05-29,48.0854
2020-05-30,48.0854
2020-05-31,48.0854
2020-06-01,50.0707
2020-06-02,51.1638
2020-06-03,53.5375
2020-06-04,55.6634
2020-06-05,55.5355
2020-06-06,55.5355
2020-06-07,55.5355
2020-06-08,58.196
2020-06-09,54.5794
2020-06-10,53.4214
2020-06-11,48.182
2020-06-12,51.6426
2020-06-13,51.6426
2020-06-14,51.6426
2020-06-15,52.1536
2020-06-16,52.4082
2020-06-17,52.0841
2020-06-18,51.5012
2020-06-19,49.8693
2020-06-20,49.8693
2020-06-21,49.8693
2020-06-22,49.6316
2020-06-23,50.1364
2020-06-24,47.0119
2020-06-25,47.9778
2020-06-26,46.7414
2020-06-27,46.7414
2020-06-28,46.7414
2020-06-29,50.7456
2020-06-30,49.667
2020-07-01,49.2016
2020-07-02,49.6109
2020-07-03,49.6109
2020-07-04,49.6109
2020-07-05,49.6109
2020-07-06,49.8535
2020-07-07,48.1348
2020-07-08,47.9756
2020-07-09,46.2359
2020-07-10,48.6441
2020-07-11,48.6441
2020-07-12,48.6441
2020-07-13,47.8644
2020-07-14,48.758
2020-07-15,52.229
2020-07-16,50.0678
2020-07-17,49.9567
2020-07-18,49.9567
2020-07-19,49.9567
2020-07-20,48.3611
2020-07-21,49.2935
2020-07-22,48.8374
2020-07-23,48.1035
2020-07-24,46.5018
2020-07-25,46.5018
2020-07-26,46.5018
2020-07-27,46.3183
2020-07-28,47.5698
2020-07-29,46.8268
2020-07-30,45.6037
2020-07-31,45.5
2020-08-01,45.5
2020-08-02,45.5
2020-08-03,46.735
2020-08-04,46.4509
2020-08-05,48.8112
2020-08-06,49.3362
2020-08-07,49.7978
2020-08-08,49.7978
2020-08-09,49.7978
2020-08-10,52.7284
2020-08-11,53.224
2020-08-12,53.1471
2020-08-13,52.0966
2020-08-14,52.4388
2020-08-15,52.4388
2020-08-16,52.4388
2020-08-17,50.3062
2020-08-18,50.9685
2020-08-19,51.1801
2020-08-20,51.5536
2020-08-21,52.0134
2020-08-22,52.0134
2020-08-23,52.0134
2020-08-24,56.1669
2020-08-25,56.4305
2020-08-26,54.8827
2020-08-27,57.1533
2020-08-28,59.0983
2020-08-29,59.0983
2020-08-30,59.0983
2020-08-31,56.2952
2020-09-01,56.863
2020-09-02,58.9688
2020-09-03,57.9698
2020-09-04,59.0545
2020-09-05,59.0545
2020-09-06,59.0545
2020-09-07,59.0545
2020-09-08,60.84
2020-09-09,57.8317
2020-09-10,57.1918
2020-09-11,57.2093
2020-09-12,57.2093
2020-09-13,57.2093
2020-09-14,59.1272
2020-09-15,60.0451
2020-09-16,62.411
2020-09-17,58.3341
2020-09-18,57.0417
2020-09-19,57.0417
2020-09-20,57.0417
2020-09-21,52.1936
2020-09-22,53.261
2020-09-23,52.1174
2020-09-24,50.7528
2020-09-25,51.2125
2020-09-26,51.2125
2020-09-27,51.2125
2020-09-28,53.3519
2020-09-29,52.0471
2020-09-30,51.8182
2020-10-01,52.6601
2020-10-02,54.2562
2020-10-03,54.2562
2020-10-04,54.2562
2020-10-05,53.6475
2020-10-06,51.6281
2020-10-07,53.6321
2020-10-08,54.406
2020-10-09,55.8172
2020-10-10,55.8172
2020-10-11,55.8172
2020-10-12,54.5428
2020-10-13,54.4
2020-10-14,54.6456
2020-10-15,53.5272
2020-10-16,55.3749
2020-10-17,55.3749
2020-10-18,55.3749
2020-10-19,55.7267
2020-10-20,56.3754
2020-10-21,55.5069
2020-10-22,59.7016
2020-10-23,61.2564
2020-10-24,61.2564
2020-10-25,61.2564
2020-10-26,56.8013
2020-10-27,53.9891
2020-10-28,50.0661
2020-10-29,52.8948
2020-10-30,52.8082
2020-10-31,52.8082
2020-11-01,52.8082
2020-11-02,50.3979
2020-11-03,51.3134
2020-11-04,51.4781
2020-11-05,55.5959
2020-11-06,53.3004
2020-11-07,53.3004
2020-11-08,53.3004
2020-11-09,59.7192
2020-11-10,61.033
2020-11-11,57.6701
2020-11-12,55.1022
2020-11-13,58.0178
2020-11-14,58.0178
2020-11-15,58.0178
2020-11-16,60.3293
2020-11-17,60.4354
2020-11-18,60.3103
2020-11-19,60.9787
2020-11-20,59.8066
2020-11-21,59.8066
2020-11-22,59.8066
2020-11-23,61.6023
2020-11-24,63.5142
2020-11-25,63.5403
2020-11-26,63.5403
2020-11-27,62.2964
2020-11-28,62.2964
2020-11-29,62.2964
