,GBCI US Equity
,RSI_30D
2023-03-07,39.3207
2023-03-08,39.9462
2023-03-09,33.5966
2023-03-10,32.3943
2023-03-11,32.3943
2023-03-12,32.3943
2023-03-13,30.4087
2023-03-14,36.03
2023-03-15,35.1782
2023-03-16,42.7306
2023-03-17,38.7251
2023-03-18,38.7251
2023-03-19,38.7251
2023-03-20,40.0552
2023-03-21,45.1004
2023-03-22,42.8229
2023-03-23,41.2428
2023-03-24,43.0435
2023-03-25,43.0435
2023-03-26,43.0435
2023-03-27,43.7395
2023-03-28,43.4307
2023-03-29,43.7276
2023-03-30,42.572
2023-03-31,42.3937
2023-04-01,42.3937
2023-04-02,42.3937
2023-04-03,41.3895
2023-04-04,37.6648
2023-04-05,38.8487
2023-04-06,40.2963
2023-04-07,40.2963
2023-04-08,40.2963
2023-04-09,40.2963
2023-04-10,41.0244
2023-04-11,40.9887
2023-04-12,38.9236
2023-04-13,39.984
2023-04-14,37.102
2023-04-15,37.102
2023-04-16,37.102
2023-04-17,40.5847
2023-04-18,38.1278
2023-04-19,41.4131
2023-04-20,40.5355
2023-04-21,36.2921
2023-04-22,36.2921
2023-04-23,36.2921
2023-04-24,35.4392
2023-04-25,32.9022
2023-04-26,32.8064
2023-04-27,33.6306
2023-04-28,34.1371
2023-04-29,34.1371
2023-04-30,34.1371
2023-05-01,31.6741
2023-05-02,30.0139
2023-05-03,29.6396
2023-05-04,28.598
2023-05-05,30.2618
2023-05-06,30.2618
2023-05-07,30.2618
2023-05-08,29.5937
2023-05-09,29.2204
2023-05-10,28.7208
2023-05-11,28.166
2023-05-12,28.776
2023-05-13,28.776
2023-05-14,28.776
2023-05-15,30.746
2023-05-16,29.8419
2023-05-17,35.2326
2023-05-18,35.5188
2023-05-19,34.0881
2023-05-20,34.0881
2023-05-21,34.0881
2023-05-22,38.2412
2023-05-23,39.6176
2023-05-24,37.8275
2023-05-25,37.35
2023-05-26,38.4797
2023-05-27,38.4797
2023-05-28,38.4797
2023-05-29,38.4797
2023-05-30,38.4001
2023-05-31,37.1136
2023-06-01,38.6364
2023-06-02,46.3116
2023-06-03,46.3116
2023-06-04,46.3116
2023-06-05,45.0609
2023-06-06,49.2171
2023-06-07,51.2529
2023-06-08,50.1291
2023-06-09,49.884
2023-06-10,49.884
2023-06-11,49.884
2023-06-12,52.9765
2023-06-13,53.259
2023-06-14,51.3061
2023-06-15,52.8218
2023-06-16,50.5846
2023-06-17,50.5846
2023-06-18,50.5846
2023-06-19,50.5846
2023-06-20,49.2779
2023-06-21,45.555
2023-06-22,44.1171
2023-06-23,43.0313
2023-06-24,43.0313
2023-06-25,43.0313
2023-06-26,43.8304
2023-06-27,44.3195
2023-06-28,43.6191
2023-06-29,45.0861
2023-06-30,44.4434
2023-07-01,44.4434
2023-07-02,44.4434
2023-07-03,45.906
2023-07-04,45.906
2023-07-05,44.653
2023-07-06,42.5843
2023-07-07,43.5099
2023-07-08,43.5099
2023-07-09,43.5099
2023-07-10,43.5337
2023-07-11,43.9247
2023-07-12,46.6481
2023-07-13,48.5745
2023-07-14,47.9217
2023-07-15,47.9217
2023-07-16,47.9217
2023-07-17,49.5069
2023-07-18,52.798
2023-07-19,55.0095
2023-07-20,54.5185
2023-07-21,48.5035
2023-07-22,48.5035
2023-07-23,48.5035
2023-07-24,50.7175
2023-07-25,49.1995
2023-07-26,51.1821
2023-07-27,49.7503
2023-07-28,50.2502
2023-07-29,50.2502
2023-07-30,50.2502
2023-07-31,49.3762
2023-08-01,49.007
2023-08-02,51.0068
2023-08-03,50.6821
2023-08-04,50.7686
2023-08-05,50.7686
2023-08-06,50.7686
2023-08-07,52.0932
2023-08-08,51.4824
2023-08-09,51.0065
2023-08-10,50.5953
2023-08-11,49.7411
2023-08-12,49.7411
2023-08-13,49.7411
2023-08-14,48.9354
2023-08-15,45.4288
2023-08-16,44.3897
2023-08-17,44.3241
2023-08-18,45.4899
2023-08-19,45.4899
2023-08-20,45.4899
2023-08-21,44.3018
2023-08-22,41.7017
2023-08-23,43.2242
2023-08-24,43.3973
2023-08-25,43.2608
2023-08-26,43.2608
2023-08-27,43.2608
2023-08-28,45.8164
2023-08-29,46.6451
2023-08-30,45.0002
2023-08-31,44.6598
2023-09-01,47.9203
2023-09-02,47.9203
2023-09-03,47.9203
2023-09-04,47.9203
2023-09-05,46.1135
2023-09-06,42.648
2023-09-07,41.4869
2023-09-08,41.7905
2023-09-09,41.7905
2023-09-10,41.7905
2023-09-11,41.8217
2023-09-12,43.484
2023-09-13,41.8502
2023-09-14,43.5734
2023-09-15,42.9274
2023-09-16,42.9274
2023-09-17,42.9274
2023-09-18,41.0391
2023-09-19,40.1372
2023-09-20,40.0234
2023-09-21,41.831
2023-09-22,41.8994
2023-09-23,41.8994
2023-09-24,41.8994
2023-09-25,44.238
2023-09-26,45.0014
2023-09-27,43.015
2023-09-28,43.7344
2023-09-29,43.874
2023-09-30,43.874
2023-10-01,43.874
2023-10-02,44.7951
2023-10-03,43.1877
2023-10-04,45.014
2023-10-05,47.3485
2023-10-06,49.3661
2023-10-07,49.3661
2023-10-08,49.3661
2023-10-09,51.2358
2023-10-10,52.8537
2023-10-11,53.3969
2023-10-12,53.3969
2023-10-13,49.2786
2023-10-14,49.2786
2023-10-15,49.2786
2023-10-16,52.3042
2023-10-17,54.5039
2023-10-18,50.8044
2023-10-19,49.7799
2023-10-20,49.0871
2023-10-21,49.0871
2023-10-22,49.0871
2023-10-23,47.6844
2023-10-24,48.0439
2023-10-25,48.5097
2023-10-26,52.3892
2023-10-27,50.3167
2023-10-28,50.3167
2023-10-29,50.3167
2023-10-30,49.6293
2023-10-31,50.6128
2023-11-01,49.5791
2023-11-02,54.8819
2023-11-03,57.7968
2023-11-04,57.7968
2023-11-05,57.7968
2023-11-06,55.7524
2023-11-07,54.9097
2023-11-08,53.5886
2023-11-09,51.1065
2023-11-10,51.1357
2023-11-11,51.1357
2023-11-12,51.1357
2023-11-13,52.7168
2023-11-14,59.5814
2023-11-15,60.2995
2023-11-16,57.9436
2023-11-17,58.1752
2023-11-18,58.1752
2023-11-19,58.1752
2023-11-20,58.2703
2023-11-21,54.7007
2023-11-22,54.452
2023-11-23,54.452
2023-11-24,55.2931
2023-11-25,55.2931
2023-11-26,55.2931
2023-11-27,54.77
2023-11-28,54.0101
2023-11-29,58.4678
2023-11-30,56.6514
2023-12-01,62.5395
2023-12-02,62.5395
2023-12-03,62.5395
2023-12-04,64.0372
2023-12-05,61.5868
2023-12-06,62.1195
2023-12-07,64.7422
2023-12-08,65.2051
2023-12-09,65.2051
2023-12-10,65.2051
2023-12-11,65.4935
2023-12-12,62.8983
2023-12-13,67.7411
2023-12-14,71.4463
2023-12-15,72.1663
2023-12-16,72.1663
2023-12-17,72.1663
2023-12-18,68.2439
2023-12-19,68.9424
2023-12-20,66.8366
2023-12-21,67.0247
2023-12-22,66.8738
2023-12-23,66.8738
2023-12-24,66.8738
2023-12-25,66.8738
2023-12-26,68.0067
2023-12-27,67.3794
2023-12-28,67.0594
2023-12-29,63.3854
2023-12-30,63.3854
2023-12-31,63.3854
2024-01-01,63.3854
2024-01-02,64.3611
2024-01-03,58.4014
2024-01-04,59.1615
2024-01-05,59.2929
2024-01-06,59.2929
2024-01-07,59.2929
2024-01-08,59.9404
2024-01-09,58.0306
2024-01-10,59.3698
2024-01-11,58.5736
2024-01-12,57.3518
2024-01-13,57.3518
2024-01-14,57.3518
2024-01-15,57.3518
2024-01-16,55.8113
2024-01-17,55.8336
2024-01-18,56.403
2024-01-19,59.4928
2024-01-20,59.4928
2024-01-21,59.4928
2024-01-22,60.8574
2024-01-23,60.1179
2024-01-24,57.2971
2024-01-25,52.3255
2024-01-26,58.815
2024-01-27,58.815
2024-01-28,58.815
2024-01-29,56.5233
2024-01-30,56.6548
2024-01-31,51.1657
2024-02-01,50.325
2024-02-02,48.7106
2024-02-03,48.7106
2024-02-04,48.7106
2024-02-05,47.4783
2024-02-06,47.5907
2024-02-07,47.5486
2024-02-08,47.2029
2024-02-09,47.1586
2024-02-10,47.1586
2024-02-11,47.1586
2024-02-12,48.8002
2024-02-13,44.3121
2024-02-14,45.6544
2024-02-15,51.5996
2024-02-16,49.7579
2024-02-17,49.7579
2024-02-18,49.7579
2024-02-19,49.7579
2024-02-20,49.3599
2024-02-21,47.8995
2024-02-22,47.7534
2024-02-23,47.2632
2024-02-24,47.2632
2024-02-25,47.2632
2024-02-26,46.5751
2024-02-27,46.5532
2024-02-28,46.3054
2024-02-29,49.8699
2024-03-01,50.1111
2024-03-02,50.1111
2024-03-03,50.1111
2024-03-04,50.4074
2024-03-05,54.6135
2024-03-06,55.1784
2024-03-07,55.9634
2024-03-08,56.8325
2024-03-09,56.8325
2024-03-10,56.8325
2024-03-11,57.0953
2024-03-12,56.2394
2024-03-13,53.9599
2024-03-14,49.2305
2024-03-15,49.7341
2024-03-16,49.7341
2024-03-17,49.7341
2024-03-18,48.466
2024-03-19,48.7311
2024-03-20,50.7749
2024-03-21,52.459
2024-03-22,50.4087
2024-03-23,50.4087
2024-03-24,50.4087
2024-03-25,50.9496
2024-03-26,50.1945
2024-03-27,54.5723
2024-03-28,55.5371
2024-03-29,55.5371
2024-03-30,55.5371
2024-03-31,55.5371
2024-04-01,51.6718
2024-04-02,49.4795
2024-04-03,49.0878
2024-04-04,50.0341
2024-04-05,50.2152
2024-04-06,50.2152
2024-04-07,50.2152
2024-04-08,52.8397
