,TNC US Equity
2020-04-01,39.2779
2020-04-02,42.7352
2020-04-03,41.2412
2020-04-04,41.2412
2020-04-05,41.2412
2020-04-06,44.2578
2020-04-07,45.3941
2020-04-08,46.2905
2020-04-09,48.6044
2020-04-10,48.6044
2020-04-11,48.6044
2020-04-12,48.6044
2020-04-13,47.2079
2020-04-14,47.4624
2020-04-15,45.0688
2020-04-16,45.9703
2020-04-17,47.9817
2020-04-18,47.9817
2020-04-19,47.9817
2020-04-20,47.1652
2020-04-21,45.9611
2020-04-22,46.2127
2020-04-23,47.2585
2020-04-24,45.6769
2020-04-25,45.6769
2020-04-26,45.6769
2020-04-27,46.4083
2020-04-28,47.7563
2020-04-29,50.6871
2020-04-30,46.5663
2020-05-01,46.0983
2020-05-02,46.0983
2020-05-03,46.0983
2020-05-04,45.2277
2020-05-05,45.9065
2020-05-06,45.7997
2020-05-07,44.0957
2020-05-08,44.9774
2020-05-09,44.9774
2020-05-10,44.9774
2020-05-11,44.4488
2020-05-12,42.0993
2020-05-13,41.8246
2020-05-14,42.2147
2020-05-15,42.2147
2020-05-16,42.2147
2020-05-17,42.2147
2020-05-18,46.2589
2020-05-19,45.235
2020-05-20,47.8195
2020-05-21,47.7736
2020-05-22,47.219
2020-05-23,47.219
2020-05-24,47.219
2020-05-25,47.219
2020-05-26,51.3271
2020-05-27,52.7305
2020-05-28,53.21
2020-05-29,52.6835
2020-05-30,52.6835
2020-05-31,52.6835
2020-06-01,53.3598
2020-06-02,53.2487
2020-06-03,56.4477
2020-06-04,56.1658
2020-06-05,58.1276
2020-06-06,58.1276
2020-06-07,58.1276
2020-06-08,58.3111
2020-06-09,56.1135
2020-06-10,53.0675
2020-06-11,49.6238
2020-06-12,50.2442
2020-06-13,50.2442
2020-06-14,50.2442
2020-06-15,51.3979
2020-06-16,52.0156
2020-06-17,51.2222
2020-06-18,51.0722
2020-06-19,50.9661
2020-06-20,50.9661
2020-06-21,50.9661
2020-06-22,50.6987
2020-06-23,50.7581
2020-06-24,48.948
2020-06-25,50.5071
2020-06-26,48.472
2020-06-27,48.472
2020-06-28,48.472
2020-06-29,51.9706
2020-06-30,52.1609
2020-07-01,50.3643
2020-07-02,51.8435
2020-07-03,51.8435
2020-07-04,51.8435
2020-07-05,51.8435
2020-07-06,51.9127
2020-07-07,50.7069
2020-07-08,51.5182
2020-07-09,49.0249
2020-07-10,50.3686
2020-07-11,50.3686
2020-07-12,50.3686
2020-07-13,51.1925
2020-07-14,53.1127
2020-07-15,54.6026
2020-07-16,54.5667
2020-07-17,53.9797
2020-07-18,53.9797
2020-07-19,53.9797
2020-07-20,52.5541
2020-07-21,53.2204
2020-07-22,52.943
2020-07-23,55.058
2020-07-24,53.1654
2020-07-25,53.1654
2020-07-26,53.1654
2020-07-27,54.8685
2020-07-28,54.9771
2020-07-29,56.3037
2020-07-30,52.1958
2020-07-31,52.3783
2020-08-01,52.3783
2020-08-02,52.3783
2020-08-03,54.6301
2020-08-04,51.4262
2020-08-05,51.9162
2020-08-06,52.0906
2020-08-07,54.0118
2020-08-08,54.0118
2020-08-09,54.0118
2020-08-10,56.0635
2020-08-11,57.8436
2020-08-12,58.0988
2020-08-13,55.873
2020-08-14,56.3732
2020-08-15,56.3732
2020-08-16,56.3732
2020-08-17,56.4842
2020-08-18,54.6582
2020-08-19,55.628
2020-08-20,54.853
2020-08-21,53.3726
2020-08-22,53.3726
2020-08-23,53.3726
2020-08-24,53.2705
2020-08-25,53.0307
2020-08-26,53.099
2020-08-27,52.4836
2020-08-28,52.3706
2020-08-29,52.3706
2020-08-30,52.3706
2020-08-31,49.5026
2020-09-01,52.0404
2020-09-02,53.1718
2020-09-03,50.0633
2020-09-04,50.8035
2020-09-05,50.8035
2020-09-06,50.8035
2020-09-07,50.8035
2020-09-08,48.5552
2020-09-09,46.9193
2020-09-10,45.3657
2020-09-11,44.4363
2020-09-12,44.4363
2020-09-13,44.4363
2020-09-14,44.4226
2020-09-15,42.857
2020-09-16,45.385
2020-09-17,45.3423
2020-09-18,47.1238
2020-09-19,47.1238
2020-09-20,47.1238
2020-09-21,41.0081
2020-09-22,42.2882
2020-09-23,41.7822
2020-09-24,42.7841
2020-09-25,41.9851
2020-09-26,41.9851
2020-09-27,41.9851
2020-09-28,44.3103
2020-09-29,42.6604
2020-09-30,43.1509
2020-10-01,41.7138
2020-10-02,41.4909
2020-10-03,41.4909
2020-10-04,41.4909
2020-10-05,43.4762
2020-10-06,43.2793
2020-10-07,47.3828
2020-10-08,47.8352
2020-10-09,49.3372
2020-10-10,49.3372
2020-10-11,49.3372
2020-10-12,51.1637
2020-10-13,48.2345
2020-10-14,48.2345
2020-10-15,48.9652
2020-10-16,49.0517
2020-10-17,49.0517
2020-10-18,49.0517
2020-10-19,47.4058
2020-10-20,48.5248
2020-10-21,47.6952
2020-10-22,47.1505
2020-10-23,46.9599
2020-10-24,46.9599
2020-10-25,46.9599
2020-10-26,45.3223
2020-10-27,44.1979
2020-10-28,43.2859
2020-10-29,44.8276
2020-10-30,43.2238
2020-10-31,43.2238
2020-11-01,43.2238
2020-11-02,42.4466
2020-11-03,46.668
2020-11-04,43.5765
2020-11-05,48.1204
2020-11-06,48.2107
2020-11-07,48.2107
2020-11-08,48.2107
2020-11-09,57.0407
2020-11-10,59.0035
2020-11-11,53.1815
2020-11-12,50.32
2020-11-13,50.894
2020-11-14,50.894
2020-11-15,50.894
2020-11-16,55.9351
2020-11-17,55.4807
2020-11-18,54.0023
2020-11-19,53.6072
2020-11-20,53.9172
2020-11-21,53.9172
2020-11-22,53.9172
2020-11-23,56.1405
2020-11-24,58.4832
2020-11-25,57.9203
2020-11-26,57.9203
2020-11-27,56.3756
2020-11-28,56.3756
2020-11-29,56.3756
2020-11-30,54.0011
2020-12-01,54.3133
2020-12-02,54.4333
2020-12-03,54.5841
2020-12-04,57.057
2020-12-05,57.057
2020-12-06,57.057
2020-12-07,56.5406
2020-12-08,57.6251
2020-12-09,58.8305
2020-12-10,57.1312
2020-12-11,56.3079
2020-12-12,56.3079
2020-12-13,56.3079
2020-12-14,57.0867
2020-12-15,57.4371
2020-12-16,56.5581
2020-12-17,57.3363
2020-12-18,58.958
2020-12-19,58.958
2020-12-20,58.958
2020-12-21,55.7934
2020-12-22,52.2347
2020-12-23,55.0383
2020-12-24,54.6172
2020-12-25,54.6172
2020-12-26,54.6172
2020-12-27,54.6172
2020-12-28,54.8702
2020-12-29,53.6329
2020-12-30,55.0066
2020-12-31,55.4059
2021-01-01,55.4059
2021-01-02,55.4059
2021-01-03,55.4059
2021-01-04,54.1815
2021-01-05,54.7472
2021-01-06,60.6369
2021-01-07,59.4844
2021-01-08,56.3129
2021-01-09,56.3129
2021-01-10,56.3129
2021-01-11,57.1793
2021-01-12,58.9064
2021-01-13,56.8699
2021-01-14,58.2666
2021-01-15,57.0487
2021-01-16,57.0487
2021-01-17,57.0487
2021-01-18,57.0487
2021-01-19,57.2337
2021-01-20,58.2354
2021-01-21,58.6788
2021-01-22,60.5783
2021-01-23,60.5783
2021-01-24,60.5783
2021-01-25,55.8162
2021-01-26,54.4374
2021-01-27,48.6029
2021-01-28,48.3029
2021-01-29,47.3208
2021-01-30,47.3208
2021-01-31,47.3208
2021-02-01,48.6501
2021-02-02,52.9207
2021-02-03,53.7649
2021-02-04,53.9243
2021-02-05,55.4268
2021-02-06,55.4268
2021-02-07,55.4268
2021-02-08,57.3233
2021-02-09,58.1963
2021-02-10,58.4668
2021-02-11,57.6565
2021-02-12,59.4291
2021-02-13,59.4291
2021-02-14,59.4291
2021-02-15,59.4291
2021-02-16,59.3488
2021-02-17,58.2894
2021-02-18,56.2132
2021-02-19,57.87
2021-02-20,57.87
2021-02-21,57.87
2021-02-22,60.0935
2021-02-23,60.381
2021-02-24,62.5851
2021-02-25,61.4559
2021-02-26,57.1183
2021-02-27,57.1183
2021-02-28,57.1183
2021-03-01,59.8966
2021-03-02,58.2879
2021-03-03,58.9131
2021-03-04,56.5497
2021-03-05,59.0831
2021-03-06,59.0831
2021-03-07,59.0831
2021-03-08,60.1231
2021-03-09,58.6202
2021-03-10,61.2896
2021-03-11,61.6342
2021-03-12,62.8442
2021-03-13,62.8442
2021-03-14,62.8442
2021-03-15,63.4228
2021-03-16,60.7129
2021-03-17,59.74
2021-03-18,59.3784
2021-03-19,58.7449
2021-03-20,58.7449
2021-03-21,58.7449
2021-03-22,56.745
2021-03-23,52.4188
2021-03-24,55.4904
2021-03-25,56.0685
2021-03-26,58.6387
2021-03-27,58.6387
2021-03-28,58.6387
2021-03-29,58.0876
2021-03-30,58.7786
2021-03-31,56.2829
2021-04-01,57.3774
2021-04-02,57.3774
2021-04-03,57.3774
2021-04-04,57.3774
2021-04-05,58.4396
2021-04-06,58.3994
2021-04-07,55.6884
2021-04-08,56.1799
2021-04-09,57.4909
2021-04-10,57.4909
2021-04-11,57.4909
2021-04-12,58.404
2021-04-13,57.5032
2021-04-14,57.6916
2021-04-15,56.9732
2021-04-16,56.162
2021-04-17,56.162
2021-04-18,56.162
2021-04-19,54.4917
2021-04-20,50.5716
2021-04-21,53.631
2021-04-22,54.3616
2021-04-23,55.851
2021-04-24,55.851
2021-04-25,55.851
2021-04-26,54.0271
2021-04-27,51.6171
2021-04-28,51.3283
2021-04-29,52.8389
2021-04-30,51.3106
2021-05-01,51.3106
2021-05-02,51.3106
2021-05-03,53.4107
2021-05-04,57.1975
2021-05-05,58.0712
2021-05-06,61.999
2021-05-07,61.1914
2021-05-08,61.1914
2021-05-09,61.1914
2021-05-10,58.6936
2021-05-11,57.3614
2021-05-12,53.9452
2021-05-13,59.3109
2021-05-14,57.457
2021-05-15,57.457
2021-05-16,57.457
2021-05-17,57.4388
2021-05-18,54.8151
2021-05-19,54.2358
2021-05-20,55.3019
2021-05-21,55.0991
2021-05-22,55.0991
2021-05-23,55.0991
2021-05-24,56.4074
2021-05-25,53.3395
2021-05-26,54.3907
2021-05-27,54.9786
2021-05-28,53.8264
2021-05-29,53.8264
2021-05-30,53.8264
2021-05-31,53.8264
2021-06-01,57.2174
2021-06-02,54.8803
2021-06-03,53.8607
2021-06-04,54.7764
2021-06-05,54.7764
2021-06-06,54.7764
2021-06-07,53.583
2021-06-08,54.1482
2021-06-09,53.2099
2021-06-10,52.2542
2021-06-11,50.8556
2021-06-12,50.8556
2021-06-13,50.8556
2021-06-14,49.5757
2021-06-15,50.9274
2021-06-16,52.163
2021-06-17,48.6414
2021-06-18,44.8159
2021-06-19,44.8159
2021-06-20,44.8159
2021-06-21,48.6669
2021-06-22,47.9839
2021-06-23,47.2328
2021-06-24,49.5758
2021-06-25,49.2842
2021-06-26,49.2842
2021-06-27,49.2842
2021-06-28,47.4667
2021-06-29,47.5415
2021-06-30,47.9821
2021-07-01,47.7656
2021-07-02,45.4827
2021-07-03,45.4827
2021-07-04,45.4827
2021-07-05,45.4827
2021-07-06,43.5467
2021-07-07,43.8027
2021-07-08,41.5299
2021-07-09,43.1006
2021-07-10,43.1006
2021-07-11,43.1006
2021-07-12,43.3629
2021-07-13,41.3419
2021-07-14,43.6183
2021-07-15,44.1408
2021-07-16,44.2299
2021-07-17,44.2299
2021-07-18,44.2299
2021-07-19,41.9784
2021-07-20,45.7782
2021-07-21,47.5249
2021-07-22,45.732
2021-07-23,46.4426
2021-07-24,46.4426
2021-07-25,46.4426
2021-07-26,47.1169
2021-07-27,46.2141
2021-07-28,47.3022
2021-07-29,49.662
2021-07-30,49.9106
2021-07-31,49.9106
2021-08-01,49.9106
2021-08-02,49.0954
2021-08-03,47.4111
2021-08-04,42.9329
2021-08-05,43.6187
2021-08-06,41.9833
2021-08-07,41.9833
2021-08-08,41.9833
2021-08-09,40.1131
2021-08-10,42.8404
2021-08-11,42.7372
2021-08-12,40.2611
2021-08-13,39.8256
2021-08-14,39.8256
2021-08-15,39.8256
2021-08-16,41.8265
2021-08-17,40.0823
2021-08-18,38.1841
2021-08-19,37.3671
2021-08-20,39.8569
2021-08-21,39.8569
2021-08-22,39.8569
2021-08-23,40.0522
2021-08-24,40.4522
2021-08-25,40.3478
2021-08-26,40.0801
2021-08-27,44.9179
2021-08-28,44.9179
2021-08-29,44.9179
2021-08-30,44.3949
2021-08-31,45.3698
2021-09-01,47.0272
2021-09-02,49.8122
2021-09-03,50.0571
2021-09-04,50.0571
2021-09-05,50.0571
2021-09-06,50.0571
2021-09-07,48.1565
2021-09-08,47.4415
2021-09-09,46.4259
2021-09-10,47.0743
2021-09-11,47.0743
2021-09-12,47.0743
2021-09-13,47.0516
2021-09-14,45.5107
2021-09-15,48.4148
2021-09-16,45.0108
2021-09-17,41.904
2021-09-18,41.904
2021-09-19,41.904
2021-09-20,40.3012
2021-09-21,41.0957
2021-09-22,43.4073
2021-09-23,46.2978
2021-09-24,46.215
2021-09-25,46.215
2021-09-26,46.215
2021-09-27,48.6828
2021-09-28,46.7416
2021-09-29,49.3585
2021-09-30,47.906
2021-10-01,51.7508
2021-10-02,51.7508
2021-10-03,51.7508
2021-10-04,54.0001
2021-10-05,54.3669
2021-10-06,53.4846
2021-10-07,56.2488
2021-10-08,54.5373
2021-10-09,54.5373
2021-10-10,54.5373
2021-10-11,52.3912
2021-10-12,51.4433
2021-10-13,51.2204
2021-10-14,54.5422
2021-10-15,53.5471
2021-10-16,53.5471
2021-10-17,53.5471
2021-10-18,52.4422
2021-10-19,52.903
2021-10-20,53.9724
2021-10-21,55.2503
2021-10-22,54.5179
2021-10-23,54.5179
2021-10-24,54.5179
2021-10-25,55.8539
2021-10-26,54.0821
2021-10-27,50.9559
2021-10-28,56.0858
2021-10-29,57.1887
2021-10-30,57.1887
2021-10-31,57.1887
2021-11-01,61.0203
2021-11-02,61.6768
2021-11-03,57.793
2021-11-04,59.813
2021-11-05,62.7627
2021-11-06,62.7627
2021-11-07,62.7627
2021-11-08,61.5705
2021-11-09,62.2397
2021-11-10,63.0359
2021-11-11,62.7621
2021-11-12,62.5832
2021-11-13,62.5832
2021-11-14,62.5832
2021-11-15,61.8019
2021-11-16,61.144
2021-11-17,58.837
2021-11-18,58.529
2021-11-19,58.4235
2021-11-20,58.4235
2021-11-21,58.4235
2021-11-22,60.2571
2021-11-23,61.7552
2021-11-24,61.4731
2021-11-25,61.4731
2021-11-26,52.6232
2021-11-27,52.6232
2021-11-28,52.6232
2021-11-29,52.2941
2021-11-30,48.8782
2021-12-01,48.2344
2021-12-02,53.0885
2021-12-03,54.1322
2021-12-04,54.1322
2021-12-05,54.1322
2021-12-06,57.7489
2021-12-07,57.9431
2021-12-08,58.4371
2021-12-09,54.5278
2021-12-10,54.5278
2021-12-11,54.5278
2021-12-12,54.5278
2021-12-13,53.1729
2021-12-14,50.5141
2021-12-15,53.6895
2021-12-16,50.4393
2021-12-17,49.4322
2021-12-18,49.4322
2021-12-19,49.4322
2021-12-20,44.9767
2021-12-21,47.1093
2021-12-22,49.0254
2021-12-23,50.9173
2021-12-24,50.9173
2021-12-25,50.9173
2021-12-26,50.9173
2021-12-27,52.5209
2021-12-28,52.9229
2021-12-29,53.1792
2021-12-30,51.6097
2021-12-31,51.8817
2022-01-01,51.8817
2022-01-02,51.8817
2022-01-03,52.3254
2022-01-04,55.0411
2022-01-05,52.8882
2022-01-06,53.9182
2022-01-07,52.8062
2022-01-08,52.8062
2022-01-09,52.8062
2022-01-10,50.7607
2022-01-11,50.15
2022-01-12,49.6516
2022-01-13,50.7453
2022-01-14,51.3327
2022-01-15,51.3327
2022-01-16,51.3327
2022-01-17,51.3327
2022-01-18,47.6629
2022-01-19,46.0631
2022-01-20,43.0555
2022-01-21,44.3738
2022-01-22,44.3738
2022-01-23,44.3738
2022-01-24,46.9366
2022-01-25,44.2523
2022-01-26,41.8716
2022-01-27,40.3687
2022-01-28,43.6048
2022-01-29,43.6048
2022-01-30,43.6048
2022-01-31,45.9262
2022-02-01,45.7431
2022-02-02,44.2496
2022-02-03,42.4343
2022-02-04,40.5618
2022-02-05,40.5618
2022-02-06,40.5618
2022-02-07,43.8485
2022-02-08,45.7608
2022-02-09,46.9992
2022-02-10,43.1281
2022-02-11,44.2248
2022-02-12,44.2248
2022-02-13,44.2248
2022-02-14,45.8912
2022-02-15,49.2762
2022-02-16,50.3914
2022-02-17,49.2874
2022-02-18,49.6212
2022-02-19,49.6212
2022-02-20,49.6212
2022-02-21,49.6212
2022-02-22,48.121
2022-02-23,46.6617
2022-02-24,46.9296
2022-02-25,51.4523
2022-02-26,51.4523
2022-02-27,51.4523
2022-02-28,51.0756
2022-03-01,48.421
2022-03-02,52.0932
2022-03-03,51.4789
2022-03-04,52.4241
2022-03-05,52.4241
2022-03-06,52.4241
2022-03-07,51.7472
2022-03-08,49.5127
2022-03-09,52.356
2022-03-10,52.7843
2022-03-11,54.5403
2022-03-12,54.5403
2022-03-13,54.5403
2022-03-14,56.8169
2022-03-15,58.3479
2022-03-16,57.1111
2022-03-17,58.5336
2022-03-18,60.7417
2022-03-19,60.7417
2022-03-20,60.7417
2022-03-21,57.7791
2022-03-22,56.8679
2022-03-23,52.7144
2022-03-24,51.0822
2022-03-25,51.3903
2022-03-26,51.3903
2022-03-27,51.3903
2022-03-28,49.8846
2022-03-29,53.5039
2022-03-30,51.0566
2022-03-31,48.8412
2022-04-01,49.5419
2022-04-02,49.5419
2022-04-03,49.5419
2022-04-04,47.8852
2022-04-05,44.3628
2022-04-06,42.3695
2022-04-07,41.9378
2022-04-08,40.1303
2022-04-09,40.1303
2022-04-10,40.1303
2022-04-11,38.5108
2022-04-12,39.9067
2022-04-13,40.6041
2022-04-14,39.2786
2022-04-15,39.2786
2022-04-16,39.2786
2022-04-17,39.2786
2022-04-18,40.1722
2022-04-19,43.4654
2022-04-20,45.663
2022-04-21,46.0965
2022-04-22,44.9104
2022-04-23,44.9104
2022-04-24,44.9104
2022-04-25,43.9025
2022-04-26,40.2587
2022-04-27,39.7637
2022-04-28,37.8386
2022-04-29,33.2581
2022-04-30,33.2581
2022-05-01,33.2581
2022-05-02,32.1144
2022-05-03,31.2399
2022-05-04,34.0646
2022-05-05,31.6252
2022-05-06,31.0182
2022-05-07,31.0182
2022-05-08,31.0182
2022-05-09,35.9759
2022-05-10,34.4647
2022-05-11,33.5414
2022-05-12,35.2309
2022-05-13,36.0196
2022-05-14,36.0196
2022-05-15,36.0196
2022-05-16,34.5959
2022-05-17,37.2489
2022-05-18,36.1318
2022-05-19,35.5023
2022-05-20,35.0971
2022-05-21,35.0971
2022-05-22,35.0971
2022-05-23,36.4513
2022-05-24,38.4617
2022-05-25,37.7664
2022-05-26,38.9799
2022-05-27,42.0954
2022-05-28,42.0954
2022-05-29,42.0954
2022-05-30,42.0954
2022-05-31,40.7765
2022-06-01,43.0784
2022-06-02,44.3775
2022-06-03,42.5099
2022-06-04,42.5099
2022-06-05,42.5099
2022-06-06,43.7754
2022-06-07,43.053
2022-06-08,42.4832
2022-06-09,41.226
2022-06-10,38.7449
2022-06-11,38.7449
2022-06-12,38.7449
2022-06-13,36.339
2022-06-14,36.0838
2022-06-15,37.1865
2022-06-16,34.5795
2022-06-17,36.3689
2022-06-18,36.3689
2022-06-19,36.3689
2022-06-20,36.3689
2022-06-21,38.6353
2022-06-22,38.799
2022-06-23,38.6214
2022-06-24,42.3521
2022-06-25,42.3521
2022-06-26,42.3521
2022-06-27,41.276
2022-06-28,40.2795
2022-06-29,40.5209
2022-06-30,42.7845
2022-07-01,42.8941
2022-07-02,42.8941
2022-07-03,42.8941
2022-07-04,42.8941
2022-07-05,42.9883
2022-07-06,41.8041
2022-07-07,43.7732
2022-07-08,43.2098
2022-07-09,43.2098
2022-07-10,43.2098
2022-07-11,42.4657
2022-07-12,42.4862
2022-07-13,41.6424
2022-07-14,42.1395
2022-07-15,44.151
2022-07-16,44.151
2022-07-17,44.151
2022-07-18,43.2573
2022-07-19,47.9406
2022-07-20,50.4915
2022-07-21,51.5441
2022-07-22,51.0204
2022-07-23,51.0204
2022-07-24,51.0204
2022-07-25,51.2583
2022-07-26,51.4833
2022-07-27,55.3722
2022-07-28,57.0004
2022-07-29,58.2453
2022-07-30,58.2453
2022-07-31,58.2453
2022-08-01,58.7148
2022-08-02,55.6096
2022-08-03,55.2527
2022-08-04,54.1738
2022-08-05,54.7297
2022-08-06,54.7297
2022-08-07,54.7297
2022-08-08,54.8758
2022-08-09,57.0963
2022-08-10,58.8368
2022-08-11,60.2617
2022-08-12,62.7193
2022-08-13,62.7193
2022-08-14,62.7193
2022-08-15,64.3253
2022-08-16,61.9053
2022-08-17,60.1723
2022-08-18,61.3667
2022-08-19,57.1267
2022-08-20,57.1267
2022-08-21,57.1267
2022-08-22,51.7453
2022-08-23,51.4354
2022-08-24,50.1561
2022-08-25,51.4238
2022-08-26,46.984
2022-08-27,46.984
2022-08-28,46.984
2022-08-29,46.1118
2022-08-30,43.9615
2022-08-31,42.904
2022-09-01,44.8262
2022-09-02,42.443
2022-09-03,42.443
2022-09-04,42.443
2022-09-05,42.443
2022-09-06,41.3211
2022-09-07,44.0663
2022-09-08,44.2398
2022-09-09,45.9173
2022-09-10,45.9173
2022-09-11,45.9173
2022-09-12,49.5112
2022-09-13,44.1163
2022-09-14,45.8074
2022-09-15,46.2026
2022-09-16,44.978
2022-09-17,44.978
2022-09-18,44.978
2022-09-19,48.611
2022-09-20,46.5317
2022-09-21,45.7082
2022-09-22,43.7683
2022-09-23,43.0965
2022-09-24,43.0965
2022-09-25,43.0965
2022-09-26,42.6678
2022-09-27,41.1517
2022-09-28,44.1656
2022-09-29,42.0472
2022-09-30,41.3068
2022-10-01,41.3068
2022-10-02,41.3068
2022-10-03,44.5365
2022-10-04,47.5553
2022-10-05,46.2321
2022-10-06,45.7031
2022-10-07,42.7106
2022-10-08,42.7106
2022-10-09,42.7106
2022-10-10,43.7373
2022-10-11,44.8124
2022-10-12,43.93
2022-10-13,44.1287
2022-10-14,44.0114
2022-10-15,44.0114
2022-10-16,44.0114
2022-10-17,46.2835
2022-10-18,47.7633
2022-10-19,47.0048
2022-10-20,44.8417
2022-10-21,47.1742
2022-10-22,47.1742
2022-10-23,47.1742
2022-10-24,48.3395
2022-10-25,49.3723
2022-10-26,48.8416
2022-10-27,46.4267
2022-10-28,48.5675
2022-10-29,48.5675
2022-10-30,48.5675
2022-10-31,46.6082
2022-11-01,47.2865
2022-11-02,48.8667
2022-11-03,49.6915
2022-11-04,51.7399
2022-11-05,51.7399
2022-11-06,51.7399
2022-11-07,53.53
2022-11-08,55.6455
2022-11-09,56.0501
2022-11-10,59.7197
2022-11-11,59.4741
2022-11-12,59.4741
2022-11-13,59.4741
2022-11-14,57.7741
2022-11-15,58.0877
2022-11-16,55.0661
2022-11-17,54.1721
2022-11-18,54.734
2022-11-19,54.734
2022-11-20,54.734
2022-11-21,53.283
2022-11-22,51.9748
2022-11-23,52.5504
2022-11-24,52.5504
2022-11-25,53.2389
2022-11-26,53.2389
2022-11-27,53.2389
2022-11-28,51.6674
2022-11-29,51.7155
2022-11-30,54.1856
2022-12-01,54.9142
2022-12-02,55.6798
2022-12-03,55.6798
2022-12-04,55.6798
2022-12-05,54.9898
2022-12-06,55.0474
2022-12-07,52.3878
2022-12-08,52.5322
2022-12-09,50.9341
2022-12-10,50.9341
2022-12-11,50.9341
2022-12-12,51.1099
2022-12-13,52.5182
2022-12-14,50.6095
2022-12-15,46.4091
2022-12-16,45.8838
2022-12-17,45.8838
2022-12-18,45.8838
2022-12-19,45.7602
2022-12-20,46.628
2022-12-21,47.6433
2022-12-22,45.7547
2022-12-23,46.2163
2022-12-24,46.2163
2022-12-25,46.2163
2022-12-26,46.2163
2022-12-27,49.1743
2022-12-28,46.5482
2022-12-29,51.1246
2022-12-30,50.1039
2022-12-31,50.1039
2023-01-01,50.1039
2023-01-02,50.1039
2023-01-03,51.3277
2023-01-04,53.3159
2023-01-05,53.3996
2023-01-06,57.7888
2023-01-07,57.7888
2023-01-08,57.7888
2023-01-09,57.2657
2023-01-10,57.4176
2023-01-11,59.1092
2023-01-12,61.7467
2023-01-13,61.421
2023-01-14,61.421
2023-01-15,61.421
2023-01-16,61.421
2023-01-17,62.4456
2023-01-18,59.2188
2023-01-19,58.3537
2023-01-20,59.9493
2023-01-21,59.9493
2023-01-22,59.9493
2023-01-23,60.5955
2023-01-24,59.8737
2023-01-25,60.6386
2023-01-26,58.2302
2023-01-27,58.801
2023-01-28,58.801
2023-01-29,58.801
2023-01-30,58.2332
2023-01-31,63.5647
2023-02-01,64.3048
2023-02-02,65.2415
2023-02-03,63.717
2023-02-04,63.717
2023-02-05,63.717
2023-02-06,62.5824
2023-02-07,61.4505
2023-02-08,56.9934
2023-02-09,52.8572
2023-02-10,53.3108
2023-02-11,53.3108
2023-02-12,53.3108
2023-02-13,56.0734
2023-02-14,55.5596
2023-02-15,56.7884
2023-02-16,57.235
2023-02-17,59.1709
2023-02-18,59.1709
2023-02-19,59.1709
2023-02-20,59.1709
2023-02-21,54.6081
2023-02-22,55.486
2023-02-23,62.9628
2023-02-24,60.1981
2023-02-25,60.1981
2023-02-26,60.1981
2023-02-27,61.7613
2023-02-28,57.3192
2023-03-01,58.3717
2023-03-02,59.476
2023-03-03,59.8311
2023-03-04,59.8311
2023-03-05,59.8311
2023-03-06,57.7164
2023-03-07,56.2947
2023-03-08,55.7645
2023-03-09,54.0784
2023-03-10,50.1018
2023-03-11,50.1018
2023-03-12,50.1018
2023-03-13,45.7788
2023-03-14,48.8924
2023-03-15,45.7186
2023-03-16,47.7606
2023-03-17,46.2083
2023-03-18,46.2083
2023-03-19,46.2083
