,LILA US Equity
2020-06-11,46.4303
2020-06-12,48.8548
2020-06-13,48.8548
2020-06-14,48.8548
2020-06-15,48.7811
2020-06-16,48.7811
2020-06-17,46.7443
2020-06-18,47.4588
2020-06-19,46.8846
2020-06-20,46.8846
2020-06-21,46.8846
2020-06-22,46.4967
2020-06-23,46.9508
2020-06-24,44.7507
2020-06-25,45.3187
2020-06-26,43.4325
2020-06-27,43.4325
2020-06-28,43.4325
2020-06-29,44.8853
2020-06-30,45.6079
2020-07-01,46.1436
2020-07-02,44.4952
2020-07-03,44.4952
2020-07-04,44.4952
2020-07-05,44.4952
2020-07-06,49.1893
2020-07-07,45.3415
2020-07-08,46.8922
2020-07-09,45.9294
2020-07-10,47.5341
2020-07-11,47.5341
2020-07-12,47.5341
2020-07-13,46.2713
2020-07-14,45.6441
2020-07-15,46.8095
2020-07-16,46.3571
2020-07-17,47.6884
2020-07-18,47.6884
2020-07-19,47.6884
2020-07-20,46.9141
2020-07-21,46.5234
2020-07-22,47.2804
2020-07-23,46.7329
2020-07-24,45.5951
2020-07-25,45.5951
2020-07-26,45.5951
2020-07-27,45.3211
2020-07-28,45.3211
2020-07-29,46.5246
2020-07-30,49.3787
2020-07-31,50.6366
2020-08-01,50.6366
2020-08-02,50.6366
2020-08-03,50.8996
2020-08-04,50.6206
2020-08-05,51.5005
2020-08-06,45.3371
2020-08-07,46.2396
2020-08-08,46.2396
2020-08-09,46.2396
2020-08-10,49.3739
2020-08-11,49.7916
2020-08-12,51.0451
2020-08-13,47.8525
2020-08-14,48.177
2020-08-15,48.177
2020-08-16,48.177
2020-08-17,46.7233
2020-08-18,47.2906
2020-08-19,46.3712
2020-08-20,46.1648
2020-08-21,44.8236
2020-08-22,44.8236
2020-08-23,44.8236
2020-08-24,46.5535
2020-08-25,49.2012
2020-08-26,48.3207
2020-08-27,49.5467
2020-08-28,50.923
2020-08-29,50.923
2020-08-30,50.923
2020-08-31,49.1321
2020-09-01,48.3937
2020-09-02,50.7496
2020-09-03,49.5218
2020-09-04,50.0575
2020-09-05,50.0575
2020-09-06,50.0575
2020-09-07,50.0575
2020-09-08,48.5761
2020-09-09,49.8654
2020-09-10,47.518
2020-09-11,47.1611
2020-09-12,47.1611
2020-09-13,47.1611
2020-09-14,46.061
2020-09-15,43.9966
2020-09-16,42.7507
2020-09-17,41.3734
2020-09-18,44.8301
2020-09-19,44.8301
2020-09-20,44.8301
2020-09-21,43.7513
2020-09-22,43.0741
2020-09-23,40.583
2020-09-24,41.72
2020-09-25,42.4791
2020-09-26,42.4791
2020-09-27,42.4791
2020-09-28,45.9733
2020-09-29,46.1144
2020-09-30,45.4998
2020-10-01,49.4709
2020-10-02,50.0652
2020-10-03,50.0652
2020-10-04,50.0652
2020-10-05,52.0114
2020-10-06,49.3579
2020-10-07,51.6543
2020-10-08,55.0513
2020-10-09,61.3485
2020-10-10,61.3485
2020-10-11,61.3485
2020-10-12,61.3915
2020-10-13,59.0122
2020-10-14,58.5427
2020-10-15,56.6771
2020-10-16,55.3732
2020-10-17,55.3732
2020-10-18,55.3732
2020-10-19,55.9498
2020-10-20,57.4991
2020-10-21,57.7043
2020-10-22,57.8621
2020-10-23,57.6396
2020-10-24,57.6396
2020-10-25,57.6396
2020-10-26,55.6473
2020-10-27,54.9918
2020-10-28,51.7019
2020-10-29,51.955
2020-10-30,51.8146
2020-10-31,51.8146
2020-11-01,51.8146
2020-11-02,52.4133
2020-11-03,55.9374
2020-11-04,52.9665
2020-11-05,54.1942
2020-11-06,51.6158
2020-11-07,51.6158
2020-11-08,51.6158
2020-11-09,57.0947
2020-11-10,59.4219
2020-11-11,59.7582
2020-11-12,59.6122
2020-11-13,60.7048
2020-11-14,60.7048
2020-11-15,60.7048
2020-11-16,61.3441
2020-11-17,62.2244
2020-11-18,62.4211
2020-11-19,62.1699
2020-11-20,61.403
2020-11-21,61.403
2020-11-22,61.403
2020-11-23,62.9777
2020-11-24,65.182
2020-11-25,61.7185
2020-11-26,61.7185
2020-11-27,58.9523
2020-11-28,58.9523
2020-11-29,58.9523
2020-11-30,55.7054
2020-12-01,55.9336
2020-12-02,56.8536
2020-12-03,56.6243
2020-12-04,58.4725
2020-12-05,58.4725
2020-12-06,58.4725
2020-12-07,56.6013
2020-12-08,55.7554
2020-12-09,54.7549
2020-12-10,56.6728
2020-12-11,54.4396
2020-12-12,54.4396
2020-12-13,54.4396
2020-12-14,55.5029
2020-12-15,57.2047
2020-12-16,55.7091
2020-12-17,56.0842
2020-12-18,54.7258
2020-12-19,54.7258
2020-12-20,54.7258
2020-12-21,50.8998
2020-12-22,49.9089
2020-12-23,52.4402
2020-12-24,52.2924
2020-12-25,52.2924
2020-12-26,52.2924
2020-12-27,52.2924
2020-12-28,52.7742
2020-12-29,51.9981
2020-12-30,51.2958
2020-12-31,51.4466
2021-01-01,51.4466
2021-01-02,51.4466
2021-01-03,51.4466
2021-01-04,51.038
2021-01-05,50.9543
2021-01-06,56.228
2021-01-07,58.4417
2021-01-08,52.9797
2021-01-09,52.9797
2021-01-10,52.9797
2021-01-11,50.5715
2021-01-12,54.4048
2021-01-13,53.1756
2021-01-14,52.6687
2021-01-15,52.6687
2021-01-16,52.6687
2021-01-17,52.6687
2021-01-18,52.6687
2021-01-19,52.4394
2021-01-20,51.0599
2021-01-21,49.1287
2021-01-22,48.9813
2021-01-23,48.9813
2021-01-24,48.9813
2021-01-25,48.6791
2021-01-26,48.2937
2021-01-27,44.3699
2021-01-28,44.301
2021-01-29,42.5893
2021-01-30,42.5893
2021-01-31,42.5893
2021-02-01,42.5552
2021-02-02,43.99
2021-02-03,46.5727
2021-02-04,48.2744
2021-02-05,51.2462
2021-02-06,51.2462
2021-02-07,51.2462
2021-02-08,57.3443
2021-02-09,54.3421
2021-02-10,54.5365
2021-02-11,55.1943
2021-02-12,53.9823
2021-02-13,53.9823
2021-02-14,53.9823
2021-02-15,53.9823
2021-02-16,56.2357
2021-02-17,57.502
2021-02-18,53.723
2021-02-19,54.3828
2021-02-20,54.3828
2021-02-21,54.3828
2021-02-22,53.9847
2021-02-23,52.4744
2021-02-24,50.2546
2021-02-25,47.059
2021-02-26,48.4897
2021-02-27,48.4897
2021-02-28,48.4897
2021-03-01,57.6495
2021-03-02,58.3018
2021-03-03,60.54
2021-03-04,58.3555
2021-03-05,59.8058
2021-03-06,59.8058
2021-03-07,59.8058
2021-03-08,61.4807
2021-03-09,62.4067
2021-03-10,65.8852
2021-03-11,61.9104
2021-03-12,64.5642
2021-03-13,64.5642
2021-03-14,64.5642
2021-03-15,64.3184
2021-03-16,61.2509
2021-03-17,63.2475
2021-03-18,60.0468
2021-03-19,61.2475
2021-03-20,61.2475
2021-03-21,61.2475
2021-03-22,61.7801
2021-03-23,57.7385
2021-03-24,55.6778
2021-03-25,56.4135
2021-03-26,56.353
2021-03-27,56.353
2021-03-28,56.353
2021-03-29,53.6745
2021-03-30,53.4992
2021-03-31,51.9198
2021-04-01,54.0507
2021-04-02,54.0507
2021-04-03,54.0507
2021-04-04,54.0507
2021-04-05,54.8583
2021-04-06,55.9105
2021-04-07,56.7059
2021-04-08,57.741
2021-04-09,57.1354
2021-04-10,57.1354
2021-04-11,57.1354
2021-04-12,56.3876
2021-04-13,55.2986
2021-04-14,56.1742
2021-04-15,56.45
2021-04-16,56.5631
2021-04-17,56.5631
2021-04-18,56.5631
2021-04-19,54.5127
2021-04-20,55.6993
2021-04-21,56.1724
2021-04-22,54.5894
2021-04-23,56.1713
2021-04-24,56.1713
2021-04-25,56.1713
2021-04-26,57.1223
2021-04-27,54.3037
2021-04-28,54.6168
2021-04-29,55.7458
2021-04-30,55.4682
2021-05-01,55.4682
2021-05-02,55.4682
2021-05-03,57.5606
2021-05-04,56.2546
2021-05-05,57.2578
2021-05-06,58.7855
2021-05-07,58.7855
2021-05-08,58.7855
2021-05-09,58.7855
2021-05-10,54.6858
2021-05-11,53.3504
2021-05-12,51.2194
2021-05-13,53.4847
2021-05-14,56.1046
2021-05-15,56.1046
2021-05-16,56.1046
2021-05-17,54.6296
2021-05-18,51.9523
2021-05-19,49.9814
2021-05-20,52.1926
2021-05-21,52.1204
2021-05-22,52.1204
2021-05-23,52.1204
2021-05-24,53.1269
2021-05-25,52.6688
2021-05-26,56.2469
2021-05-27,55.5362
2021-05-28,55.2154
2021-05-29,55.2154
2021-05-30,55.2154
2021-05-31,55.2154
2021-06-01,57.3799
2021-06-02,54.7243
2021-06-03,54.1741
2021-06-04,55.7519
2021-06-05,55.7519
2021-06-06,55.7519
2021-06-07,54.6966
2021-06-08,50.9372
2021-06-09,49.223
2021-06-10,52.1389
2021-06-11,51.1265
2021-06-12,51.1265
2021-06-13,51.1265
2021-06-14,51.6811
2021-06-15,52.5173
2021-06-16,52.8688
2021-06-17,53.298
2021-06-18,51.4403
2021-06-19,51.4403
2021-06-20,51.4403
2021-06-21,52.6285
2021-06-22,52.8523
2021-06-23,52.6807
2021-06-24,54.5875
2021-06-25,55.3324
2021-06-26,55.3324
2021-06-27,55.3324
2021-06-28,52.5675
2021-06-29,50.4638
2021-06-30,50.0494
2021-07-01,51.0474
2021-07-02,49.0209
2021-07-03,49.0209
2021-07-04,49.0209
2021-07-05,49.0209
2021-07-06,48.1153
2021-07-07,46.0357
2021-07-08,44.211
2021-07-09,50.6223
2021-07-10,50.6223
2021-07-11,50.6223
2021-07-12,53.3927
2021-07-13,51.5807
2021-07-14,50.276
2021-07-15,48.9207
2021-07-16,47.7374
2021-07-17,47.7374
2021-07-18,47.7374
2021-07-19,44.404
2021-07-20,50.5772
2021-07-21,51.8435
2021-07-22,51.2713
2021-07-23,52.0245
2021-07-24,52.0245
2021-07-25,52.0245
2021-07-26,52.0941
2021-07-27,50.6492
2021-07-28,51.5994
2021-07-29,49.3318
2021-07-30,48.5955
2021-07-31,48.5955
2021-08-01,48.5955
2021-08-02,45.8351
2021-08-03,46.4004
2021-08-04,44.4138
2021-08-05,53.9738
2021-08-06,51.9356
2021-08-07,51.9356
2021-08-08,51.9356
2021-08-09,50.1085
2021-08-10,49.2759
2021-08-11,50.5827
2021-08-12,49.5268
2021-08-13,48.1616
2021-08-14,48.1616
2021-08-15,48.1616
2021-08-16,47.2003
2021-08-17,45.6908
2021-08-18,47.0769
2021-08-19,44.4808
2021-08-20,50.5285
2021-08-21,50.5285
2021-08-22,50.5285
2021-08-23,52.2041
2021-08-24,53.1997
2021-08-25,54.7484
2021-08-26,53.7266
2021-08-27,53.9046
2021-08-28,53.9046
2021-08-29,53.9046
2021-08-30,52.6476
2021-08-31,52.9001
2021-09-01,53.0296
2021-09-02,53.2293
2021-09-03,53.0737
2021-09-04,53.0737
2021-09-05,53.0737
2021-09-06,53.0737
2021-09-07,50.4796
2021-09-08,50.1811
2021-09-09,47.2883
2021-09-10,45.8527
2021-09-11,45.8527
2021-09-12,45.8527
2021-09-13,48.3256
2021-09-14,45.8867
2021-09-15,44.4056
2021-09-16,43.7076
2021-09-17,43.7907
2021-09-18,43.7907
2021-09-19,43.7907
2021-09-20,40.398
2021-09-21,39.7037
2021-09-22,41.0999
2021-09-23,43.1429
2021-09-24,41.8903
2021-09-25,41.8903
2021-09-26,41.8903
2021-09-27,43.5023
2021-09-28,41.8585
2021-09-29,45.4661
2021-09-30,47.3849
2021-10-01,47.9907
2021-10-02,47.9907
2021-10-03,47.9907
2021-10-04,47.1484
2021-10-05,48.168
2021-10-06,45.5129
2021-10-07,45.1068
2021-10-08,43.9572
2021-10-09,43.9572
2021-10-10,43.9572
2021-10-11,43.5519
2021-10-12,44.0852
2021-10-13,43.3786
2021-10-14,46.9003
2021-10-15,46.1578
2021-10-16,46.1578
2021-10-17,46.1578
2021-10-18,43.9963
2021-10-19,43.0917
2021-10-20,45.1556
2021-10-21,43.2507
2021-10-22,43.042
2021-10-23,43.042
2021-10-24,43.042
2021-10-25,42.6869
2021-10-26,41.1418
2021-10-27,42.9855
2021-10-28,42.6943
2021-10-29,41.8149
2021-10-30,41.8149
2021-10-31,41.8149
2021-11-01,49.0517
2021-11-02,48.8944
2021-11-03,51.0847
2021-11-04,51.2448
2021-11-05,53.6762
2021-11-06,53.6762
2021-11-07,53.6762
2021-11-08,52.369
2021-11-09,52.369
2021-11-10,53.1824
2021-11-11,53.8349
2021-11-12,55.5184
2021-11-13,55.5184
2021-11-14,55.5184
2021-11-15,53.6861
2021-11-16,50.17
2021-11-17,48.7309
2021-11-18,45.3286
2021-11-19,44.8018
2021-11-20,44.8018
2021-11-21,44.8018
2021-11-22,44.5721
2021-11-23,45.9106
2021-11-24,44.6363
2021-11-25,44.6363
2021-11-26,39.4035
2021-11-27,39.4035
2021-11-28,39.4035
2021-11-29,39.2107
2021-11-30,37.869
2021-12-01,36.2792
2021-12-02,39.6082
2021-12-03,39.0329
2021-12-04,39.0329
2021-12-05,39.0329
2021-12-06,46.0578
2021-12-07,43.7194
2021-12-08,42.757
2021-12-09,41.8671
2021-12-10,41.4844
2021-12-11,41.4844
2021-12-12,41.4844
2021-12-13,40.7773
2021-12-14,39.7576
2021-12-15,39.5657
2021-12-16,38.7278
2021-12-17,42.7781
2021-12-18,42.7781
2021-12-19,42.7781
2021-12-20,39.7373
2021-12-21,44.8301
2021-12-22,45.5561
2021-12-23,46.0458
2021-12-24,46.0458
2021-12-25,46.0458
2021-12-26,46.0458
2021-12-27,45.4816
2021-12-28,46.164
2021-12-29,45.5011
2021-12-30,46.2114
2021-12-31,46.1336
2022-01-01,46.1336
2022-01-02,46.1336
2022-01-03,50.0458
2022-01-04,50.212
2022-01-05,46.1596
2022-01-06,47.112
2022-01-07,47.2873
2022-01-08,47.2873
2022-01-09,47.2873
2022-01-10,43.1434
2022-01-11,45.0127
2022-01-12,44.2248
2022-01-13,44.4078
2022-01-14,44.8757
2022-01-15,44.8757
2022-01-16,44.8757
2022-01-17,44.8757
2022-01-18,40.889
2022-01-19,40.7552
2022-01-20,39.3567
2022-01-21,37.9456
2022-01-22,37.9456
2022-01-23,37.9456
2022-01-24,41.8661
2022-01-25,43.8833
2022-01-26,41.5768
2022-01-27,40.9869
2022-01-28,42.7605
2022-01-29,42.7605
2022-01-30,42.7605
2022-01-31,44.6622
2022-02-01,44.6622
2022-02-02,41.6314
2022-02-03,42.4766
2022-02-04,43.1391
2022-02-05,43.1391
2022-02-06,43.1391
2022-02-07,43.9029
2022-02-08,47.1178
2022-02-09,47.0381
2022-02-10,45.9137
2022-02-11,48.8928
2022-02-12,48.8928
2022-02-13,48.8928
2022-02-14,48.0629
2022-02-15,51.709
2022-02-16,53.8151
2022-02-17,51.492
2022-02-18,48.827
2022-02-19,48.827
2022-02-20,48.827
2022-02-21,48.827
2022-02-22,47.8184
2022-02-23,45.4999
2022-02-24,43.2602
2022-02-25,43.1914
2022-02-26,43.1914
2022-02-27,43.1914
2022-02-28,40.1554
2022-03-01,37.88
2022-03-02,42.575
2022-03-03,40.5416
2022-03-04,39.9609
2022-03-05,39.9609
2022-03-06,39.9609
2022-03-07,36.7984
2022-03-08,38.5336
2022-03-09,43.0617
2022-03-10,41.6998
2022-03-11,41.643
2022-03-12,41.643
2022-03-13,41.643
2022-03-14,40.7815
2022-03-15,41.9412
2022-03-16,42.1922
2022-03-17,43.2079
2022-03-18,43.1426
2022-03-19,43.1426
2022-03-20,43.1426
2022-03-21,43.8455
2022-03-22,45.7533
2022-03-23,44.1999
2022-03-24,44.7293
2022-03-25,45.2666
2022-03-26,45.2666
2022-03-27,45.2666
2022-03-28,44.4472
2022-03-29,46.0096
2022-03-30,44.4869
2022-03-31,43.157
2022-04-01,44.8621
2022-04-02,44.8621
2022-04-03,44.8621
2022-04-04,51.2492
2022-04-05,51.2492
2022-04-06,50.5891
2022-04-07,49.7603
2022-04-08,52.1139
2022-04-09,52.1139
2022-04-10,52.1139
2022-04-11,51.4264
2022-04-12,51.4264
2022-04-13,54.8524
2022-04-14,52.1112
2022-04-15,52.1112
2022-04-16,52.1112
2022-04-17,52.1112
2022-04-18,51.7659
2022-04-19,55.2193
2022-04-20,52.2116
2022-04-21,49.2763
2022-04-22,46.499
2022-04-23,46.499
2022-04-24,46.499
2022-04-25,46.987
2022-04-26,43.3717
2022-04-27,43.1771
2022-04-28,45.047
2022-04-29,41.3372
2022-04-30,41.3372
2022-05-01,41.3372
2022-05-02,41.6798
2022-05-03,42.2901
2022-05-04,44.4381
2022-05-05,39.2672
2022-05-06,37.3981
2022-05-07,37.3981
2022-05-08,37.3981
2022-05-09,34.7472
2022-05-10,38.2852
2022-05-11,37.5025
2022-05-12,39.2685
2022-05-13,40.5328
2022-05-14,40.5328
2022-05-15,40.5328
2022-05-16,43.6428
2022-05-17,47.3266
2022-05-18,46.6716
2022-05-19,46.2502
2022-05-20,46.3218
2022-05-21,46.3218
2022-05-22,46.3218
2022-05-23,45.8166
2022-05-24,44.8674
2022-05-25,46.7688
2022-05-26,47.9572
2022-05-27,49.4174
2022-05-28,49.4174
2022-05-29,49.4174
2022-05-30,49.4174
2022-05-31,48.5023
2022-06-01,46.6465
2022-06-02,47.7195
2022-06-03,45.618
2022-06-04,45.618
2022-06-05,45.618
2022-06-06,46.7143
2022-06-07,46.2322
2022-06-08,45.4013
2022-06-09,43.7737
2022-06-10,41.0463
2022-06-11,41.0463
2022-06-12,41.0463
2022-06-13,38.2913
2022-06-14,36.1968
2022-06-15,38.9599
2022-06-16,35.3924
2022-06-17,40.8407
2022-06-18,40.8407
2022-06-19,40.8407
2022-06-20,40.8407
2022-06-21,39.5112
2022-06-22,39.6617
2022-06-23,39.8166
2022-06-24,41.7505
2022-06-25,41.7505
2022-06-26,41.7505
2022-06-27,42.1352
2022-06-28,41.5113
2022-06-29,43.9318
2022-06-30,42.5224
2022-07-01,44.2194
2022-07-02,44.2194
2022-07-03,44.2194
2022-07-04,44.2194
2022-07-05,42.6789
2022-07-06,42.2688
2022-07-07,41.8527
2022-07-08,40.6696
2022-07-09,40.6696
2022-07-10,40.6696
2022-07-11,38.3164
2022-07-12,39.523
2022-07-13,39.0155
2022-07-14,38.0057
2022-07-15,39.4468
2022-07-16,39.4468
2022-07-17,39.4468
2022-07-18,39.3286
2022-07-19,42.4509
2022-07-20,43.2281
2022-07-21,42.1805
2022-07-22,41.0861
2022-07-23,41.0861
2022-07-24,41.0861
2022-07-25,40.5736
2022-07-26,40.3782
2022-07-27,41.9213
2022-07-28,42.4032
2022-07-29,43.849
2022-07-30,43.849
2022-07-31,43.849
2022-08-01,43.9461
2022-08-02,42.873
2022-08-03,46.2664
2022-08-04,45.5467
2022-08-05,43.5234
2022-08-06,43.5234
2022-08-07,43.5234
2022-08-08,44.4077
2022-08-09,45.0994
2022-08-10,49.5518
2022-08-11,49.4654
2022-08-12,52.1431
2022-08-13,52.1431
2022-08-14,52.1431
2022-08-15,50.8835
2022-08-16,51.404
2022-08-17,48.3975
2022-08-18,48.7623
2022-08-19,47.0425
2022-08-20,47.0425
2022-08-21,47.0425
2022-08-22,43.1105
2022-08-23,43.1105
2022-08-24,43.2121
2022-08-25,45.0396
2022-08-26,42.9731
2022-08-27,42.9731
2022-08-28,42.9731
2022-08-29,42.8948
2022-08-30,41.6389
2022-08-31,43.1457
2022-09-01,43.5762
2022-09-02,41.4648
2022-09-03,41.4648
2022-09-04,41.4648
2022-09-05,41.4648
2022-09-06,40.835
2022-09-07,39.9714
2022-09-08,39.3454
2022-09-09,44.5144
2022-09-10,44.5144
2022-09-11,44.5144
2022-09-12,47.7205
2022-09-13,44.4027
2022-09-14,42.9359
2022-09-15,42.3269
2022-09-16,43.9712
2022-09-17,43.9712
2022-09-18,43.9712
2022-09-19,43.6493
2022-09-20,42.5224
2022-09-21,41.1867
2022-09-22,39.7432
2022-09-23,40.3127
2022-09-24,40.3127
2022-09-25,40.3127
2022-09-26,38.1495
2022-09-27,37.5034
2022-09-28,43.5475
2022-09-29,41.9452
2022-09-30,41.494
2022-10-01,41.494
2022-10-02,41.494
2022-10-03,44.0867
2022-10-04,46.3495
2022-10-05,48.8627
2022-10-06,49.8527
2022-10-07,51.0992
2022-10-08,51.0992
2022-10-09,51.0992
2022-10-10,53.8137
2022-10-11,53.7173
2022-10-12,53.2242
2022-10-13,52.1349
2022-10-14,49.7415
2022-10-15,49.7415
2022-10-16,49.7415
2022-10-17,53.6995
2022-10-18,53.8665
2022-10-19,52.4951
2022-10-20,52.4951
2022-10-21,54.6991
2022-10-22,54.6991
2022-10-23,54.6991
2022-10-24,55.1298
2022-10-25,55.5669
2022-10-26,53.9365
2022-10-27,53.2895
2022-10-28,56.3583
2022-10-29,56.3583
2022-10-30,56.3583
2022-10-31,55.0381
2022-11-01,57.1165
2022-11-02,53.693
2022-11-03,52.3738
2022-11-04,54.6778
2022-11-05,54.6778
2022-11-06,54.6778
2022-11-07,57.5383
2022-11-08,58.0083
2022-11-09,49.5456
2022-11-10,51.7037
2022-11-11,54.6566
2022-11-12,54.6566
2022-11-13,54.6566
2022-11-14,56.012
2022-11-15,56.5773
2022-11-16,57.4957
2022-11-17,53.8693
2022-11-18,53.3472
2022-11-19,53.3472
2022-11-20,53.3472
2022-11-21,51.2079
2022-11-22,51.4496
2022-11-23,52.9757
2022-11-24,52.9757
2022-11-25,51.478
2022-11-26,51.478
2022-11-27,51.478
2022-11-28,49.9318
2022-11-29,50.6138
2022-11-30,51.4686
2022-12-01,51.5554
2022-12-02,51.3654
2022-12-03,51.3654
2022-12-04,51.3654
2022-12-05,49.3888
2022-12-06,47.2396
2022-12-07,44.5647
2022-12-08,44.666
2022-12-09,44.0828
2022-12-10,44.0828
2022-12-11,44.0828
2022-12-12,43.9978
2022-12-13,45.4118
2022-12-14,45.3208
2022-12-15,44.3097
2022-12-16,43.3103
2022-12-17,43.3103
2022-12-18,43.3103
2022-12-19,44.4878
2022-12-20,46.6654
2022-12-21,53.2547
2022-12-22,51.6543
2022-12-23,52.3943
2022-12-24,52.3943
2022-12-25,52.3943
2022-12-26,52.3943
2022-12-27,51.5776
2022-12-28,49.6752
2022-12-29,51.0514
2022-12-30,51.0514
2022-12-31,51.0514
2023-01-01,51.0514
2023-01-02,51.0514
2023-01-03,53.9398
2023-01-04,55.304
2023-01-05,54.9672
2023-01-06,57.2989
2023-01-07,57.2989
2023-01-08,57.2989
2023-01-09,59.9398
2023-01-10,60.7251
2023-01-11,61.352
2023-01-12,62.8106
2023-01-13,63.6326
2023-01-14,63.6326
2023-01-15,63.6326
2023-01-16,63.6326
2023-01-17,61.3376
2023-01-18,61.2107
2023-01-19,62.8026
2023-01-20,64.0245
2023-01-21,64.0245
2023-01-22,64.0245
2023-01-23,62.8236
2023-01-24,62.4199
2023-01-25,64.8354
2023-01-26,67.868
2023-01-27,66.2559
2023-01-28,66.2559
2023-01-29,66.2559
2023-01-30,66.933
2023-01-31,67.2727
2023-02-01,68.0866
2023-02-02,67.5077
2023-02-03,64.2578
2023-02-04,64.2578
2023-02-05,64.2578
2023-02-06,62.4986
2023-02-07,62.8225
2023-02-08,59.4992
2023-02-09,59.111
2023-02-10,58.9783
2023-02-11,58.9783
2023-02-12,58.9783
2023-02-13,60.0
2023-02-14,56.4311
2023-02-15,53.1601
2023-02-16,54.5725
2023-02-17,56.6032
2023-02-18,56.6032
2023-02-19,56.6032
2023-02-20,56.6032
2023-02-21,49.2315
2023-02-22,51.8998
2023-02-23,55.1241
2023-02-24,50.1433
2023-02-25,50.1433
2023-02-26,50.1433
2023-02-27,50.837
2023-02-28,51.4484
2023-03-01,50.7949
2023-03-02,51.7904
2023-03-03,53.6426
2023-03-04,53.6426
2023-03-05,53.6426
2023-03-06,52.2579
2023-03-07,49.2519
2023-03-08,51.2464
2023-03-09,47.5552
2023-03-10,45.4583
2023-03-11,45.4583
2023-03-12,45.4583
2023-03-13,44.5977
2023-03-14,46.4106
2023-03-15,44.7368
2023-03-16,43.5003
2023-03-17,43.5003
2023-03-18,43.5003
